ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Référence_PEB,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Raccordé_au_gaz_de_ville,Nombre_de_façades,Date_de_validité_PEB,Permis_de_bâtir_obtenu,Air_conditionné,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Balcon,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Disponibilité_du_bien,Meublé,Étage_de_lappartement,Parlophone,Chauffage_au_sol,Largeur_de_la_façade,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Niveau_E,Niveau_K,Permis_durbanisation_accordé,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_du_séjour,Nombre_de_place_de_parking_intérieur,Orientation_de_la_terrasse,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_de_la_cuisine,Panneaux_solaires,Surface_du_jardin,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,Emission_de_CO2,Surface_salle_à_manger,Porte_daccès_sécurisée,Conso_annuelle_totale_dénergie_primaire,Surface_des_caves,Type_de_cuisine,Compteur_électrique_individuel,Compteur_deau_individuel,Attestation__Asbuilt,Espace_ouvert_sensible_à_leau__WORG,Surface_de_lades_salles_de_bain,Nombre_de_douches,Surface_du_grenier,Compteur_Bihoraire,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Possibilités_pour_profession_libérale,Station_de_charge_électrique,Appartement_de_service,Attestation__Citernes_à_mazout,Surface_de_la_véranda,Surface_du_garage,Surface_totale,Porte_de_garage_motorisée,Adoucisseur_deau,Maison_basse_énergie,Pompe_à_chaleur,Compteur_de_gaz_individuel,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Surface_du_dressing,Surface_du_bureau,Clef_électronique,Surface_chambre_à_coucher_5,Attestation__Installation_électrique__Validité,Panneaux_solaires_thermiques
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs98794,RBS98794,Appartement à vendre,340000,Nieuwpoortsesteenweg 449,8400 Ostende,,,2,106 m²,,,,,,,,Oui,,,,,Oui,,,,,92 kWh/m²/an,,,,Information non communiquée,Information non communiquée,,,1,,,,,,,,,,,,,,15 m²,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt22493,RBT22493,Appartement à vendre,239000,Alfons Pieterslaan 90 4,8400 Ostende,À rénover,,3,110 m²,Non,Non,Non,,,,,,,,,,Oui,,171 m²,,,,20241202-0003463399-RES-1,"non, pas d'attestation",,Information non communiquée,Information non communiquée,1969,,1,,Mazout,Double vitrage,,,02/12/2034,,,,Oui,Non,Nord-est,6,,,Non,Non,,,4,,,18 m,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8400/ostende/rbt21385,RBT21385,Maison à vendre,275000,Vlinderstraat 2B,8400 Ostende,À rénover,Non,3,248 m²,,Oui,,,,,,Oui,1,,Oui,,Oui,150 m²,,Oui,Non,436 kWh/m²/an,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,1983,,1,3,Gaz,Double vitrage,Oui,2,22/04/2035,Oui,,,Non,Oui,Ouest,,8 m²,,Non,,A l’acte,,,,,,,,,,Non,16 m²,12 m²,42 m²,1,Est,,,,,10 m²,,9 m²,,,Oui,Oui,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8400/ostende/rbt21204,RBT21204,Maison à vendre,337500,Maurits Dewittestraat LOT 4,8400 Ostende,Nouveau,,4,,,,,,,,,,,,Oui,,Oui,156 m²,,,,30 kWh/m²/an,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,1,2,Gaz,,,2,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt20858,RBT20858,Appartement à vendre,249000,Nieuwpoortsesteenweg 79 0301,8400 Ostende,,Non,2,74 m²,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,,,,Non,102 kWh/m²/an,35013-G-2011_640/EP05127/A001/D01/SD005,,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,2016,Equipée,1,1,Gaz,Double vitrage,,,,,Non,Non,Oui,Non,,,,Non,Non,Non,A l’acte,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt20728,RBT20728,Appartement à vendre,299000,Elisabethlaan 318 0202,8400 Ostende,,Non,2,123 m²,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,70 kWh/m²/an,20250429-0003589373-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2012,,1,1,,,,,,Oui,,Non,Oui,Non,,,,Non,Non,Non,A l’acte,,2,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8400/ostende/rbt20727,RBT20727,Maison à vendre,295000,Gerststraat 95,8400 Ostende,,Non,3,207 m²,Non,Oui,Non,Non,Non,Non,Non,,,,Oui,,,140 m²,,,,320 kWh/m²/an,20250124-0003512864-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1930,,2,2,Gaz,Double vitrage,,2,,Oui,Non,Non,Non,Oui,,,,Non,Non,Non,A l’acte,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt20267,RBT20267,Appartement à vendre,325000,Albert I-Promenade 50 08.02,8400 Ostende,,Non,1,59 m²,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,Oui,Non,372 kWh/m²/an,3016887,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1964,,1,1,Gaz,Double vitrage,,,17/04/2033,,,,Oui,,,10,,,,,,,8,Oui,,,,,,,,13 m²,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt20177,RBT20177,Appartement à vendre,565000,Troonstraat 200 0604,8400 Ostende,,,,,,,,,,,,,,,,,Oui,,,,,56 kWh/m²/an,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,2021,,,,,,,,,Oui,Oui,Oui,Oui,,,14,,,Oui,,,Oui,6,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/8400/ostende/rbt20175,RBT20175,Duplex à vendre,299000,Verenigingstraat 13 b0202,8400 Ostende,Excellent,,3,96 m²,,,,,,,,Oui,1,1,,,Oui,,,Oui,,213 kWh/m²/an,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2004,,1,2,,,Oui,2,,,,,Oui,,,3,,,,,,,2,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt19938,RBT19938,Appartement à vendre,263000,Jozef II-straat 4 0602,8400 Ostende,,,2,100 m²,,,,,,,,,,,,,Oui,,,,,324 kWh/m²/an,20240714-0003313012-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1970,,,,Gaz,Double vitrage,,,,Oui,Non,Non,Oui,Non,,,,Non,,Non,A l’acte,,0,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/8400/ostende/rbt18882,RBT18882,Duplex à vendre,343000,Stroombanklaan 48 0101,8400 Ostende,,,5,140 m²,,,,,,,,,,,,,,,,,,289 kWh/m²/an,20140316-0001555126-00000006-6,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2005,,2,2,Electrique,Double vitrage,,,,Oui,Non,Non,Non,Non,,,,Oui,Non,Non,A l’acte,,0,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt18759,RBT18759,Appartement à vendre,334000,Elisabethlaan 25 0102,8400 Ostende,Excellent,,2,104 m²,,,,,,,,,,,,,Oui,,,,Non,123 kWh/m²/an,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,1996,Equipée,1,2,Gaz,Double vitrage,,2,14/02/2033,Non,,,Oui,Non,,4,8 m²,,Non,,A l’acte,Non,1,Oui,,,,,,,Non,12 m²,12 m²,48 m²,,,,,,,,,,,,,,123,,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt18758,RBT18758,Appartement à vendre,334000,Elisabethlaan 25 0102,8400 Ostende,Excellent,,2,104 m²,,,,,,,,,,,,,Oui,,,,Non,123 kWh/m²/an,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,1996,Equipée,1,2,Gaz,Double vitrage,,2,14/02/2033,Non,,,Oui,Non,,4,8 m²,,Non,,A l’acte,Non,1,Oui,,,,,,,Non,12 m²,12 m²,48 m²,,,,,,,,,,,,,,123,,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8400/ostende/rbt17982,RBT17982,Maison à vendre,189000,werkzaamheidstraat 28,8400 Ostende,À rénover,,3,154 m²,Oui,,Oui,,,,,,,,Oui,,Oui,103 m²,,Oui,,331 kWh/m²/an,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,,2,2,,,Oui,2,07/01/2035,,,,Non,,Ouest,,,,,,A l’acte,Non,,,,6 m,,6 m,,,,,,,,Est,,,,,,,,,,Oui,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt17938,RBT17938,Appartement à vendre,140000,Troonstraat 230 0005,8400 Ostende,Excellent,,1,39 m²,,,,,,,,,,,,,Oui,,,,,143 kWh/m²/an,3586717,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2008,,1,1,,,,,,Oui,,,Oui,,,8,16 m²,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/8400/ostende/rbt17021,RBT17021,Studio à vendre,114000,Raversijdestraat Bus O.F.,8400 Ostende,,Non,,,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,,,,Non,125 kWh/m²/an,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2011,,,,,,,2,,,,,Oui,,,6,,,,,,,0,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt16823,RBT16823,Appartement à vendre,169000,Kroonlaan 7 0202,8400 Ostende,,Non,2,78 m²,,Non,Non,Non,Non,Non,Non,Oui,1,,,,Oui,,,,,180 kWh/m²/an,20250421-0003580132-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1980,Equipée,1,1,Gaz,Double vitrage,,,,Oui,Non,Non,Oui,Non,,4,,Non,Non,Non,,,2,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt16607,RBT16607,Appartement à vendre,250000,Henegouwenstraat 8 0002,8400 Ostende,Nouveau,Non,1,51 m²,Oui,,,,,,,,,,,,,,51 m²,Oui,,339 kWh/m²/an,20240730-0003277253-RES-1,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Equipée,1,1,,Triple vitrage,Oui,,,Non,Non,Non,Non,Non,,,,Non,Non,Non,Immédiatement,Non,0,,Non,,,,,,Non,14 m²,,20 m²,,,,,,,,,,Non,,,,,,,,,,,,Non,,,,,,,,,,,pas d'application,,,,Non,,,,,Non,Non,Non,,,,Non,,,
https://immovlan.be/fr/detail/studio/a-vendre/8400/ostende/rbt16069,RBT16069,Studio à vendre,225000,Koningsstraat 40,8400 Ostende,Nouveau,Non,,41 m²,,,,,,,,,,,,,,,43 m²,Oui,,157 kWh/m²/an,20250304-0003542858-RES-1,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Equipée,1,1,,Triple vitrage,Oui,,,Non,Non,Non,Oui,Non,,,,Oui,Non,Non,Immédiatement,Non,1,,Non,,,,,,Non,,,25 m²,,,,,,,,,5 m²,Non,,,,,,,,,,,,Non,,,,,,,,,,,pas d'application,,,,Non,,,,,Non,Non,Non,,,,Non,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/8400/ostende/rbt16011,RBT16011,Rez-de-chaussée à vendre,155000,Christinastraat 121 00.02,8400 Ostende,,Non,,57 m²,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,,,,,236 kWh/m²/an,20240424-0003224004-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Equipée,1,1,Gaz,,,,,Oui,Non,Non,Non,Non,,3,,Non,Non,Non,A l’acte,,0,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8400/ostende/rbt15999,RBT15999,Maison à vendre,199000,Dokter Verhaeghestraat 10,8400 Ostende,,Non,3,166 m²,Non,Oui,Non,Non,Non,Non,Non,,,,,,Oui,104 m²,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1930,Equipée,2,2,Gaz,Double vitrage,,2,,Oui,Non,Non,Non,Non,Sud,3,7 m²,Non,Non,Non,,,,,,5 m,21 m,5 m,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt15986,RBT15986,Appartement à vendre,224000,Langestraat 56 0201,8400 Ostende,,,2,70 m²,,,,,,,,,,,,,Oui,,,,,192 kWh/m²/an,20240116-0003109531-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,2004,Equipée,1,1,Electrique,Double vitrage,,,,Oui,Oui,Non,Oui,Oui,,,,Non,Non,Non,A l’acte,,0,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8400/ostende/rbt15918,RBT15918,Maison à vendre,279000,Goedheidstraat 36,8400 Ostende,Normal,,3,,,,,,,,,,,,Non,,Non,,55 m²,,,,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1960,Semi-équipée,,,Gaz,,,3,,Non,,,Non,,,,,,Non,,,Non,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/8400/ostende/rbt15721,RBT15721,Duplex à vendre,240000,Euphrosina Beernaertstraat 49,8400 Ostende,,Non,2,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,Non,84 kWh/m²/an,20220523-0002609781-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Equipée,,,Gaz,Double vitrage,,,,,Non,Non,Non,Non,,3,,Non,Non,Non,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt15244,RBT15244,Appartement à vendre,219000,Hoefijzerstraat 2 0201,8400 Ostende,,,2,97 m²,,,,,,,,,,,,,,,,,,153 kWh/m²/an,2275547,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Equipée,1,1,Gaz,Double vitrage,,,,Oui,Non,Non,Oui,Non,,,,Non,Non,Non,A l’acte,,2,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/8400/ostende/rbt15237,RBT15237,Studio à vendre,129000,Marie-Joséstraat 11 0209,8400 Ostende,,Non,,31 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,,,,,,,,Non,416 kWh/m²/an,20250417-0003580557-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1980,,1,1,Electrique,Double vitrage,,,,,Non,Non,Non,Non,,,,Non,,Non,A l’acte,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8400/ostende/rbt15230,RBT15230,Maison à vendre,444000,Dilbeeklaan 1,8400 Ostende,,Non,4,,Non,Non,Non,Non,Non,Non,Non,,,,Oui,,,159 m²,,,,129 kWh/m²/an,20240605-0003267942-RES-2,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Equipée,1,2,Gaz,,,2,,,Non,Non,Non,Non,Sud-ouest,,,Non,Non,Non,A l’acte,,,,,6 m,26 m,6 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt15229,RBT15229,Appartement à vendre,175000,Nieuwpoortsesteenweg 445,8400 Ostende,,Non,2,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,Non,140 kWh/m²/an,202406120003280942,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1975,,,,Non specifié,Simple vitrage,,,,,Non,Non,Oui,Non,,,,Non,Non,Non,Immédiatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/8400/ostende/rbt15042,RBT15042,Immeuble mixte à vendre,339000,Haverstraat 4,8400 Ostende,,,4,178 m²,,Oui,,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8400/ostende/rbt14951,RBT14951,Penthouse à vendre,1450000,Zeedijk 250 811,8400 Ostende,Normal,,3,234 m²,Non,Non,Non,,,,,Oui,2,,,,Oui,,1200 m²,,,111 kWh/m²/an,20221011-0002687763-RES-1,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,1987,,3,,Gaz,Double vitrage,,,11/10/2032,,,Oui,Oui,Non,,8,340 m²,,Non,Non,,,8,Oui,Oui,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt14609,RBT14609,Appartement à vendre,595000,Victorialaan 9 12E,8400 Ostende,,Non,2,80 m²,Non,Non,Non,Non,Non,Non,Non,,,1,,,Oui,,,Oui,Non,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2021,,1,1,,,,,,,,,Oui,,,30,18 m²,,,,,,12,Oui,,,,,,,,9 m²,10 m²,34 m²,,,,,,,,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt14608,RBT14608,Appartement à vendre,650000,Fortstraat 5 03.02,8400 Ostende,Excellent,Non,2,108 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,,,,Oui,,,Oui,Non,0 kWh/m²/an,EPB in opmaak,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,2,,,,,3,,,,,Oui,,,5,22 m²,,,,,,3,Oui,,,,,,,,11 m²,11 m²,42 m²,,,,,,,,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8400/ostende/rbt13929,RBT13929,Maison à vendre,229000,Kerkgoedstraat 11,8400 Ostende,,,3,146 m²,,,,,,,,,,,Oui,,Oui,265 m²,,,,564 kWh/m²/an,20250218-0003533302-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1930,,1,1,Gaz,Double vitrage,,2,,Oui,Non,Non,Non,Non,,,,Non,Non,Non,A l’acte,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt12953,RBT12953,Appartement à vendre,125000,Noord-Edestraat 7,8400 Ostende,,,1,85 m²,,,,,,,,,,,,,Oui,,,,,381 kWh/m²/an,,,,Information non communiquée,Information non communiquée,,,1,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt11679,RBT11679,Appartement à vendre,425000,Hendrik Serruyslaan 13 07.01,8400 Ostende,,,2,99 m²,Oui,,,,,,,,,,,,,,,Oui,,164 kWh/m²/an,3581919,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1966,,1,1,Gaz,Double vitrage,,,19/04/2035,Oui,,,Oui,,,8,,,,,,,7,Oui,,,,,,,,16 m²,13 m²,35 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8400/ostende/rbs55636,RBS55636,Maison à vendre,299500,Zwaluwenstraat 78,8400 Ostende,Normal,,3,206 m²,,Oui,,,,,,Oui,1,1,,,Oui,82 m²,,Oui,,205 kWh/m²/an,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1930,Super équipée,1,2,Gaz,Double vitrage,Oui,2,,Oui,,,Non,Oui,,,,,Non,,A l’acte,Non,,,,5 m,,5 m,,,Non,,,,1,Sud-ouest,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt11263,RBT11263,Appartement à vendre,225000,Leopold II-Laan 5 201,8400 Ostende,Excellent,Non,2,85 m²,Non,Non,Non,Non,Non,Non,Non,,,,Oui,Sud-est,Oui,,,Oui,Non,326 kWh/m²/an,20240318-0003180514-RES-1,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,1,,,,Oui,2,,,,,Oui,,,6,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbt10464,RBT10464,Appartement à vendre,499000,Troonstraat 60 802,8400 Ostende,Excellent,,2,107 m²,,,,,,,,Oui,1,,Oui,Sud,Oui,,,Oui,,376 kWh/m²/an,3118777-res-1,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1990,,1,1,,,,,,Oui,,,Oui,,,8,,,,,,,8,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
