ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Référence_PEB,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Raccordé_au_gaz_de_ville,Nombre_de_façades,Date_de_validité_PEB,Permis_de_bâtir_obtenu,Air_conditionné,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Balcon,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Disponibilité_du_bien,Meublé,Étage_de_lappartement,Parlophone,Chauffage_au_sol,Largeur_de_la_façade,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Niveau_E,Niveau_K,Permis_durbanisation_accordé,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_du_séjour,Nombre_de_place_de_parking_intérieur,Orientation_de_la_terrasse,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_de_la_cuisine,Panneaux_solaires,Surface_du_jardin,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,Emission_de_CO2,Surface_salle_à_manger,Porte_daccès_sécurisée,Conso_annuelle_totale_dénergie_primaire,Surface_des_caves,Type_de_cuisine,Compteur_électrique_individuel,Compteur_deau_individuel,Attestation__Asbuilt,Espace_ouvert_sensible_à_leau__WORG,Surface_de_lades_salles_de_bain,Nombre_de_douches,Surface_du_grenier,Compteur_Bihoraire,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Possibilités_pour_profession_libérale,Station_de_charge_électrique,Appartement_de_service,Attestation__Citernes_à_mazout,Surface_de_la_véranda,Surface_du_garage,Surface_totale,Porte_de_garage_motorisée,Adoucisseur_deau,Maison_basse_énergie,Pompe_à_chaleur,Compteur_de_gaz_individuel,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Surface_du_dressing,Surface_du_bureau,Clef_électronique,Surface_chambre_à_coucher_5,Attestation__Installation_électrique__Validité,Panneaux_solaires_thermiques
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbr55489,RBR55489,Appartement à vendre,154700,Gelijkheidstraat 1,8400 Ostende,Normal,,2,,,,,,,,,,,,,,,,,Oui,,200 kWh/m²/an,20210529-0002420915-RES-1,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1980,,,,,,Oui,2,,Oui,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs85612,RBS85612,Appartement à vendre,215000,Vrijhavenstraat 16 02.02,8400 Ostende,,Non,2,72 m²,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,,,Oui,Non,128 kWh/m²/an,2974905,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1989,,1,1,Gaz,Double vitrage,,2,29/08/2033,,,,Oui,,,4,1 m²,,,,,,2,Oui,,,,,,,,10 m²,11 m²,23 m²,,,,,,,,,,,,,,,,,,,,,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs85274,RBS85274,Appartement à vendre,748000,Madridstraat 2 0701,8400 Ostende,,Non,2,126 m²,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,,,,Non,208 kWh/m²/an,20250315-0003553694-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1972,Equipée,2,2,Gaz,Double vitrage,,,,,Non,Non,Oui,Non,,,,Non,Non,Non,A l’acte,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs83042,RBS83042,Appartement à vendre,3300000,Zeedijk 177,8400 Ostende,Normal,,29,,,,,,,,,Oui,2,9,,,Oui,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,29,,Mazout,Double vitrage,,2,11/07/2032,,,,Oui,,Nord,6,,,Non,,,Non,,,,23 m,,23 m,,,,,,,9,Sud,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/8400/ostende/rbs82951,RBS82951,Rez-de-chaussée à vendre,197500,Frère-Orbanstraat 31 00.01,8400 Ostende,,Non,1,,Non,Non,Non,Non,Non,Non,Non,,,,Oui,,Oui,,,,Non,0 kWh/m²/an,20221110-0002455301-RES-3,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,1,1,Gaz,,,,,,Non,Non,Non,Non,Sud-ouest,4,,Non,Non,Non,A l’acte,,0,,,6 m,27 m,6 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbr86813,RBR86813,Appartement à vendre,279000,Torhoutsesteenweg 10 0202,8400 Ostende,,Non,2,88 m²,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,,,,Non,76 kWh/m²/an,20241108-0003440744-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2004,Equipée,1,1,Gaz,,,,,,Non,Non,Oui,Non,,,,Non,Non,Non,A l’acte,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs82764,RBS82764,Appartement à vendre,225000,Christinastraat 24 9,8400 Ostende,,,2,69 m²,,,,,,,,,,,,,,,,,,260 kWh/m²/an,,,,Information non communiquée,Information non communiquée,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs82543,RBS82543,Appartement à vendre,150000,Schapenstraat 43 0201,8400 Ostende,,,2,80 m²,,,,,,,,Oui,,,,,,,,,,277 kWh/m²/an,20240610-0003272278-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1960,,1,1,Gaz,Double vitrage,,,,,Non,Non,Oui,Non,,3,,Non,,Non,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs36084,RBS36084,Appartement à vendre,319000,Rogierlaan 39 0401,8400 Ostende,,Non,2,95 m²,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,,,,Non,151 kWh/m²/an,20230417-0002867315-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1966,Equipée,1,1,Gaz,,,,,,Non,Non,Oui,Non,,,4 m²,Non,Non,Non,A l’acte,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8400/ostende/rbs77363,RBS77363,Penthouse à vendre,374500,Stroombanklaan,8400 Ostende,,,3,113 m²,,,,,,,,,,,,,Oui,,,,,,,,,Information non communiquée,Information non communiquée,,,2,,,,,,,,,,,,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs77362,RBS77362,Appartement à vendre,269500,Stroombanklaan,8400 Ostende,,,1,66 m²,,,,,,,,,,,,,Oui,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs77361,RBS77361,Appartement à vendre,264500,,8400 Ostende,,,1,70 m²,,,,,,,,,,,,,Oui,,,,,,,,,Information non communiquée,Information non communiquée,,,1,,,,,,,,,,,,,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/8400/ostende/rbs77360,RBS77360,Duplex à vendre,329500,Stroombanklaan,8400 Ostende,,,2,108 m²,,,,,,,,,,,,,Oui,,,,,,,,,Information non communiquée,Information non communiquée,,,1,,,,,,,,,,,,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs77359,RBS77359,Appartement à vendre,259500,,8400 Ostende,,,1,70 m²,,,,,,,,,,,,,Oui,,,,,,,,,Information non communiquée,Information non communiquée,,,1,,,,,,,,,,,,,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs77358,RBS77358,Appartement à vendre,269500,Stroombanklaan,8400 Ostende,,,2,100 m²,,,,,,,,,,,Oui,,Oui,,,,,,,,,Information non communiquée,Information non communiquée,,,1,,,,,,,,,,,,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,33 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs77130,RBS77130,Appartement à vendre,349000,Christinastraat 118 02.02,8400 Ostende,Remis à neuf,Non,2,90 m²,Non,Non,Non,Non,Non,Oui,Non,,,,,,Oui,,,Oui,Non,162 kWh/m²/an,3046731,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1964,,1,1,,,,,26/11/2033,,,,Oui,,,8,2 m²,Oui,Oui,,,,2,,,,,,,,,12 m²,12 m²,28 m²,,,,,,,,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs33381,RBS33381,Appartement à vendre,299000,Frans Musinstraat 35 06.01,8400 Ostende,Remis à neuf,Non,3,100 m²,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,,,Oui,Non,292 kWh/m²/an,3492658,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1967,,2,,Mazout,Double vitrage,,2,14/06/2035,,,,Oui,,,6,27 m²,,Oui,,,,6,,,,,,,,,11 m²,7 m²,,,,,,,,8 m²,,,,,,,,,,,,,,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs23935,RBS23935,Appartement à vendre,167000,Leopold Van Tyghemlaan 49 00.01,8400 Ostende,À rénover,,1,62 m²,,,,,,,,,,,Oui,Sud-ouest,,,,Oui,,231 kWh/m²/an,2543677,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1967,,1,,Electrique,Double vitrage,,2,10/02/2032,Oui,,,,,,,,,,,,,0,Oui,,,,,,,,12 m²,,23 m²,,,,,,,,,,,80 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8400/ostende/rbs74204,RBS74204,Maison à vendre,249000,Schietbaanstraat 37,8400 Ostende,Excellent,,4,205 m²,,Oui,,,,,,Oui,1,,,,,84 m²,,Oui,,353 kWh/m²/an,20240413-0003212567-RES-1,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1933,,1,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbr84855,RBR84855,Appartement à vendre,425000,Vrijhavenstraat 28 03.01,8400 Ostende,,Non,3,115 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,,,,Oui,,,Oui,Non,98 kWh/m²/an,3437344,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2011,,2,,Gaz,Double vitrage,Oui,,06/11/2034,,,,Oui,,,7,18 m²,,,,,,3,Oui,,,,,,,,17 m²,9 m²,32 m²,,,,,,,9 m²,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,20 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8400/ostende/rbh14507,RBH14507,Maison à vendre,179450,Stuiverstraat 143,8400 Ostende,,Non,4,148 m²,Non,Non,Non,Non,Non,Non,Non,,,,,,,81 m²,,,Non,684 kWh/m²/an,20250305-0003544803-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1919,Equipée,1,1,Electrique,Simple vitrage,,2,,,Non,Non,Non,Non,,3,,Non,Non,Non,A l’acte,,,,,5 m,,5 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs71621,RBS71621,Appartement à vendre,149900,Frans Musinstraat 41 501,8400 Ostende,À rénover,,2,75 m²,,,,,,,,,,,Oui,Sud,Oui,,,Oui,,222 kWh/m²/an,3145624-res-1,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1970,,1,1,,,Oui,2,,Oui,,,Oui,,,6,,,Oui,,,,5,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs70412,RBS70412,Appartement à vendre,169000,Gouwelozestraat 81 0301,8400 Ostende,,,2,88 m²,,,,,,,,,,,,,Oui,,,,,255 kWh/m²/an,20220321-0002567567-RES-2,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1992,Equipée,1,1,,Double vitrage,,,,Non,,Non,Oui,Non,,5,3 m²,Non,Non,Non,,,3,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs41152,RBS41152,Appartement à vendre,169000,Nieuwpoortsesteenweg 324 0101,8400 Ostende,,,2,105 m²,,,,,,,,,,,,,Oui,,,,,161 kWh/m²/an,3509222,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1971,,1,1,Gaz,Double vitrage,,,,Oui,Non,Non,Oui,Non,,,,Oui,Non,Non,A l’acte,,1,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8400/ostende/rbs66888,RBS66888,Maison à vendre,295000,Chrysantenstraat 47,8400 Ostende,,,2,,,,,,,,,Oui,,,Oui,,Oui,219 m²,,,,313 kWh/m²/an,3403290,,,Pas de risque d’inondation,Information non communiquée,1981,Equipée,1,2,Gaz,Double vitrage,,2,,,Non,Non,Non,Non,Sud,,,Oui,,Non,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/8400/ostende/rwc38480,RWC38480,Villa à vendre,620000,Wulklaan 17,Raversijde,Normal,Non,4,255 m²,Oui,Oui,Oui,,,Oui,Oui,Oui,,1,Oui,,Oui,620 m²,,Oui,Non,271 kWh/m²/an,20240806-0003333415-RES-1,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,1968,Equipée,2,,Gaz,Double vitrage,Oui,4,,,Non,Oui,Non,Non,,,,,,Non,,,,Non,Non,,,,,,,,,,3,,,,,,,,,Non,,Oui,Oui,,,Non,,112 m²,Indépendante,,,,,,,,Non,,,Oui,Non,,,,,366 m²,Oui,Oui,Non,Non,,Non,Non,Non,Non,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/8400/ostende/rwc38469,RWC38469,Maison de maître à vendre,785000,antwerpenstraat x,8400 Ostende,,,3,320 m²,Oui,,,,,Oui,,,,,,,Oui,,,Oui,,212 kWh/m²/an,202409230003378654-RES1,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,Equipée,3,,Gaz,Double vitrage,,,23/09/2024,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,Sud-ouest,,,,,,,,,,Oui,,,,,,,Américaine,,,,,,,,,,,,,,pas d'application,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rwc38460,RWC38460,Appartement à vendre,415000,Hendrik Serruyslaan x,8400 Ostende,Normal,,3,158 m²,Oui,Non,,,,,Oui,,,,,,Oui,,,Oui,,108 kWh/m²/an,20220117-0002525153-Res1,,,Information non communiquée,Information non communiquée,,Super équipée,2,,Non specifié,,Oui,,,,,,,,,,,,,,A l’acte,,2,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,Indépendante,,,,,,,,,,,,,,,,,170 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs62292,RBS62292,Appartement à vendre,199000,Nieuwpoortsesteenweg 186,8400 Ostende,Normal,,3,112 m²,,,,,,,,,,,Non,,Oui,,,,,180 kWh/m²/an,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,Semi-équipée,1,,Gaz,,,2,,Oui,,,Oui,,,,,,Non,,,Non,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8400/ostende/rbs61101,RBS61101,Maison à vendre,319000,Kasteelstraat 82,8400 Ostende,,Non,3,115 m²,Non,Non,Non,Non,Non,Non,Non,,,,Oui,,,85 m²,,,Non,18 kWh/m²/an,20240922-0002594242-RES-2,,Zone agricole,Pas de risque d’inondation,Information non communiquée,1918,Equipée,1,2,Gaz,,,2,,,Non,Non,Non,Non,,2,,Non,Non,Non,A l’acte,,,,Oui,5 m,16 m,5 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbr83920,RBR83920,Appartement à vendre,249000,Christinastraat 13 03.02,8400 Ostende,,Non,2,84 m²,Oui,Non,Non,Non,Non,Non,Non,,,,,,Oui,,,Oui,Non,222 kWh/m²/an,3429465,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1965,,1,1,Gaz,Double vitrage,Oui,2,29/10/2034,,,,Oui,,,7,3 m²,,,,,,3,Oui,,,,,,,,14 m²,7 m²,31 m²,,,,,,,,,,,,,,,,,,3 m²,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs56695,RBS56695,Appartement à vendre,279000,Troonstraat 103,8400 Ostende,Excellent,,2,,,,,,,,,,,,,,,,,,,268 kWh/m²/an,20210517-0002416035-RES-1,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1946,,1,1,,,,,,Oui,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/vbc32891,VBC32891,Appartement à vendre,285000,Leopold van Tyghemlaan 90 007,8400 Ostende,Nouveau,,1,60 m²,,,,,,,,,,,,,Oui,,,,Non,52 kWh/m²/an,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,2019,Super équipée,1,1,Gaz,,,2,,,,,Oui,Oui,,3,10 m²,,,,Immédiatement,Non,0,,,,,,,,,12 m²,,,,,,,,,,,,Oui,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8400/ostende/rbs18255,RBS18255,Maison à vendre,229000,Oudenburgsesteenweg 24,8400 Ostende,,Non,3,194 m²,,Oui,Non,Non,Non,Non,Non,Oui,1,,,,,80 m²,,,,487 kWh/m²/an,20241128-0003461824-RES-1,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,1956,Equipée,1,2,Non specifié,Double vitrage,,2,,Oui,Non,Non,Non,Non,Sud,3,,Oui,Oui,Non,A l’acte,,,,,4 m,18 m,4 m,,,Non,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs52781,RBS52781,Appartement à vendre,259000,Koningsstraat 102 2F (02.02),8400 Ostende,,,2,87 m²,Oui,,,,Oui,,,,,,,,Oui,,,Oui,,119 kWh/m²/an,3270217,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1981,,1,1,Gaz,Double vitrage,,,04/06/2034,Oui,,,Oui,,,,3 m²,Oui,,,,,2,,,,,,,,,13 m²,10 m²,26 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 m²,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs50568,RBS50568,Appartement à vendre,209000,Christinastraat 131 0101,8400 Ostende,,,2,62 m²,,,,,,,,,,,,,Oui,,,,,93 kWh/m²/an,20240909-0003365893-Res1,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,2010,Equipée,1,1,Gaz,,,,,Oui,Non,Non,Oui,Non,,5,12 m²,Oui,Non,Non,A l’acte,Oui,1,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs48448,RBS48448,Appartement à vendre,190000,Nieuwpoortsesteenweg 283 03.01,8400 Ostende,À rénover,,1,71 m²,,,,,,,,,,,,,Oui,,,Oui,,154 kWh/m²/an,3515951,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1998,,1,1,,Double vitrage,,2,29/01/2035,Oui,,,Oui,,,6,5 m²,,,,,,3,,,,,,,,Oui,11 m²,,33 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbr72821,RBR72821,Appartement à vendre,599000,Weeshuisstraat 1 06.01,8400 Ostende,,Non,4,219 m²,Non,Non,Non,Non,Non,Non,Non,,,,,,Oui,,,,Non,387 kWh/m²/an,20230226-0002820832-RES-1,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2001,Equipée,1,2,Electrique,,,,,,Non,Non,Oui,Non,,,,Non,Non,Non,A l’acte,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs43527,RBS43527,Appartement à vendre,495000,Langestraat 80 3.01,8400 Ostende,Nouveau,Non,2,,,,,,,,,,,,,,Oui,,109 m²,Oui,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Equipée,1,1,,Simple vitrage,Non,,,Oui,Non,Non,Oui,Non,,,12 m²,Non,Non,Non,Immédiatement,Non,3,,Non,,,,,,Non,,,,,,,,,,,,,Non,,,,,,,,,,,,Non,,,,,,,,,,,,,,,Non,,,,,Non,Non,Non,,,,Non,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8400/ostende/rbs43526,RBS43526,Appartement à vendre,480000,Langestraat 80 2.01,8400 Ostende,Nouveau,Non,2,,,,,,,,,,,,,,Oui,,109 m²,Oui,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Equipée,1,1,,Simple vitrage,Non,,,Oui,Non,Non,Oui,Non,,,12 m²,Non,Non,Non,Immédiatement,Non,2,,Non,,,,,,Non,,,,,,,,,,,,,Non,,,,,,,,,,,,Non,,,,,,,,,,,,,,,Non,,,,,Non,Non,Non,,,,Non,,,
