ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Profondeur_du_terrain,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Nombre_de_place_de_parking_intérieur,Type_de_chauffage,Etat_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_de_la_cuisine,Nombre_de_douches,Type_de_vitrage,Air_conditionné,Raccordé_à_leau_courante,Piscine_extérieure,Disponibilité_du_bien,Permis_de_bâtir_obtenu,Surface_de_la_terrasse,Nombre_de_places_de_parking_extérieur,Équipement_de_la_cuisine,Type_de_cuisine,Panneaux_solaires,Accessible_aux_moins_valides,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Possibilités_pour_profession_libérale,Raccordé_au_gaz_de_ville,Attestation__Citernes_à_mazout,Surface_de_lades_salles_de_bain,Parlophone,Étage_de_lappartement,Feu_ouvert,Surface_salle_à_manger,Surface_des_caves,Surface_du_grenier,Alarme_antieffraction,Chauffage_au_sol,Pompe_à_chaleur,Appartement_de_service,Surface_du_dressing,Panneaux_solaires_thermiques,Domotique,Porte_daccès_sécurisée,Surface_chambre_à_coucher_5,Surface_du_garage,Adoucisseur_deau,Orientation_du_jardin,Balcon,Compteur_Bihoraire,Attestation__Installation_électrique__Validité,Citerne_à_eau_de_pluie,Surface_du_bureau,Affectation_urbanistique_la_plus_récente,Maison_basse_énergie,Compteur_deau_individuel,HammamSaunaJacuzzi,Attestation__Asbuilt
https://immovlan.be/fr/detail/duplex/a-vendre/4684/haccourt/vbc89503,VBC89503,Duplex à vendre,195000,"Rue de l'Ecluse, 27",4684 Haccourt,Non,,2,109 m²,,28 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,,1,,,,3,,,,,Oui,,,,332 kWh/m²/an,,,,82,,Information non communiquée,Information non communiquée,,Gaz,,,,,,,,,,,,,,22 m²,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4684/haccourt/vbc89410,VBC89410,Maison à vendre,210000,Rue du Stade 37,4684 Haccourt,,,3,95 m²,,20 m²,Oui,Oui,,,,,,Oui,1,1,1,,Ouest,3,,1,Oui,224 m²,Oui,261 m²,,,,38227 kWh/an,,,,,Information non communiquée,Information non communiquée,1,Mazout,À rénover,13 m²,10 m²,8 m²,,8 m²,1,Double vitrage,,Oui,,A l’acte,,,2,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4684/haccourt/vbc87674,VBC87674,Maison à vendre,385000,"Rue Michel, 140",4684 Haccourt,Non,,4,195 m²,,34 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,2,1,,,,4,,,Oui,,Oui,844 m²,,,303 kWh/m²/an,,202505260203838,,55,,Information non communiquée,Information non communiquée,2,Gaz,,,,,,,,,,,,,,30 m²,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4684/haccourt/vbc86822,VBC86822,Maison à vendre,319000,"Rue de Tongres, 357",4684 Haccourt,Non,,4,145 m²,,27 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,,,,3,,,Oui,,Oui,575 m²,,,480 kWh/m²/an,,20250516007612,,119,,Information non communiquée,Information non communiquée,1,Mazout,,,,,,,,,,,,,,21 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4684/haccourt/vbc85045,VBC85045,Maison à vendre,245000,Rue de Liège 156,4684 Haccourt,,,4,164 m²,,14 m²,Oui,Oui,,Oui,,,,Oui,,,1,,Est,3,,2,Oui,2224 m²,Oui,2384 m²,,,509 kWh/m²/an,77873 kWh/an,,,,,Information non communiquée,Information non communiquée,,Gaz,,15 m²,14 m²,11 m²,11 m²,9 m²,1,,,Oui,,,,,3,,,,,,,,,,,Oui,,,,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4684/haccourt/vbc84348,VBC84348,Maison à vendre,269000,Rue de Liège 64,4684 Haccourt,Oui,1964,4,180 m²,Non,36 m²,,,Oui,,Oui,Oui,,Oui,1,1,3,Non,Est,3,8 m,2,Oui,20 m²,Oui,130 m²,,17 m,317 kWh/m²/an,72833 kWh/an,,15/11/2026,82,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,2,Mazout,Normal,13 m²,12 m²,11 m²,8 m²,12 m²,1,Double vitrage,,Oui,Non,,Non,22 m²,1,Equipée,Américaine,Oui,Non,Ouest,8 m,Oui,Non,Non,,,,3 m²,Oui,,,,,,,,,,8 m²,,,,,36 m²,Oui,Ouest,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4684/haccourt/vbc71714,VBC71714,Maison à vendre,465000,"Rue de Tongres, 312",4684 Haccourt,Non,,5,204 m²,,35 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,,,,4,,,Oui,,Oui,1742 m²,,,318 kWh/m²/an,64775 kWh/an,20250429011085,,79,,Information non communiquée,Information non communiquée,1,Mazout,,,,,,,1,,,,,,,38 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4684/haccourt/vbc66459,VBC66459,Maison à vendre,295000,Rue de Tongres 354,4684 Haccourt,,,4,180 m²,,32 m²,Oui,Oui,,,,,,Oui,1,1,2,,,3,,2,Oui,691 m²,Oui,830 m²,,,,37457 kWh/an,,,,,Information non communiquée,Information non communiquée,1,Mazout,,15 m²,13 m²,12 m²,9 m²,11 m²,1,Double vitrage,,Oui,,,,33 m²,2,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4684/haccourt/vbc59809,VBC59809,Maison à vendre,229000,Rue du Moulin 31,4684 Haccourt,Non,1850,3,164 m²,Non,38 m²,Oui,Oui,,Oui,,,,,,1,1,Non,Nord,2,11 m,2,Oui,315 m²,Oui,515 m²,,,405 kWh/m²/an,84617 kWh/an,,18/09/2034,100,"oui, attestation non conforme",Risque élevé,Information non communiquée,,Mazout,Normal,27 m²,18 m²,14 m²,,8 m²,1,Double vitrage,,Oui,Non,A l’acte,Non,70 m²,4,Semi-équipée,Kitchenette,,Non,Sud,11 m,Oui,Non,Non,,,,11 m²,,,,48 m²,24 m²,,,,,,,,,,,,,Sud,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4684/haccourt/vbc59628,VBC59628,Maison à vendre,225000,Rue des Sept Bonniers 24,4684 Haccourt,,1950,2,110 m²,,16 m²,Oui,,,Oui,,,,Oui,1,1,1,,Nord,3,,1,Oui,83 m²,,162 m²,,,622 kWh/m²/an,88464 kWh/an,,,,,Information non communiquée,Information non communiquée,1,Gaz,Normal,15 m²,16 m²,,,13 m²,1,Double vitrage,,Oui,,,,,,,,,,,,,,,,Oui,,,,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4684/haccourt/vbc41951,VBC41951,Maison à vendre,325000,,4684 Haccourt,,,4,219 m²,Non,36 m²,,,,,,,,,,3,4,Non,,3,,,Oui,120 m²,Oui,,,,209 kWh/m²/an,50791 kWh/an,20211002006105,02/10/2031,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,Gaz,Normal,,,,,,,,,,,A l’acte,,24 m²,1,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4684/haccourt/vbb70221,VBB70221,Appartement à vendre,299000,Rue du Long Fossé 173,4684 Haccourt,Non,2015,2,115 m²,Non,27 m²,Oui,,,,,,,Oui,,1,,Oui,Ouest,4,,1,Oui,,Oui,,,,92 kWh/m²/an,9716 kWh/an,,,19,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,Excellent,11 m²,9 m²,,,16 m²,,Double vitrage,,Oui,Non,A l’acte,,13 m²,2,,,,Non,Est,,Oui,,Non,,Oui,,5 m²,Oui,,,,,,,,,,,,,Oui,,,,Est,Oui,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4684/haccourt/vbb48076,VBB48076,Maison à vendre en viager,60000,Rue de Liège 134,4684 Haccourt,,,3,112 m²,,29 m²,Oui,,,,,,,Oui,1,1,2,,Est,3,7 m,1,Oui,,Oui,1450 m²,,,290 kWh/m²/an,39179 kWh/an,,03/02/2023,,,Information non communiquée,Information non communiquée,,Mazout,,16 m²,13 m²,8 m²,,18 m²,1,Double vitrage,,Oui,,,,,,,,,,Ouest,7 m,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4684/haccourt/vwc86623,VWC86623,Appartement à vendre,169000,square pere pire 10,4684 Haccourt,Oui,,2,104 m²,,37 m²,,,,,,,,,,1,1,,,,,,,,,,,,414 kWh/m²/an,,20150210009025,,,pas d'application,Information non communiquée,Information non communiquée,,Non specifié,Normal,12 m²,12 m²,,,,1,Double vitrage,,,,,,,1,Equipée,,,,,,Oui,,,,,pas d'application,0 m²,Oui,0,,,,,,,,,,,,Oui,,,,,,Oui,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/eben-emael/vbc89198,VBC89198,Maison à vendre,199000,Rue de la Vallée 22,4690 Ében-Émael,,,4,140 m²,,18 m²,Oui,Oui,,Oui,,,,,,1,1,,,2,,2,Oui,285 m²,Oui,520 m²,,,889 kWh/m²/an,155736 kWh/an,,,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,À rénover,14 m²,13 m²,12 m²,12 m²,19 m²,1,,,Oui,,A l’acte,,,,,,,,,,,,,,,,,,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/eben-emael/vbc75095,VBC75095,Maison à vendre,209000,Rue de la Vallée 61,4690 Ében-Émael,,,3,125 m²,,32 m²,,Oui,,,,,,Oui,1,,,,,3,,,Oui,,,345 m²,,,397 kWh/m²/an,49564 kWh/an,20250318003397,,9,,Information non communiquée,Information non communiquée,1,Non specifié,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/eben-emael/vbc42473,VBC42473,Maison à vendre,380000,Rue du Village 5 A,4690 Ében-Émael,,2024,3,155 m²,,54 m²,,,,,,,,Oui,1,1,2,,,3,,1,Oui,379 m²,Oui,451 m²,,,94 kWh/m²/an,15911 kWh/an,,22/02/2025,,,Information non communiquée,Information non communiquée,1,Air pulsé,Nouveau,15 m²,18 m²,18 m²,,10 m²,1,Double vitrage,Oui,Oui,,A l’acte,,,1,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/eben-emael/vbc42472,VBC42472,Maison à vendre,349000,Rue du Village 7,4690 Ében-Émael,,2024,3,155 m²,,55 m²,Oui,Oui,,,,,,Oui,1,1,2,,,2,,2,Oui,,Oui,,,,103 kWh/m²/an,18105 kWh/an,,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,1,Air pulsé,Nouveau,17 m²,20 m²,43 m²,,,1,Double vitrage,Oui,Oui,,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/wonck/vbc89199,VBC89199,Maison à vendre,205000,Place Communale / Rue Sudrain 6,4690 Wonck,,,3,92 m²,,14 m²,,Oui,,Oui,,,,,,1,1,,Nord,2,,1,Oui,,Oui,167 m²,,,431 kWh/m²/an,44815 kWh/an,,,,,Information non communiquée,Information non communiquée,,,Normal,15 m²,10 m²,,,5 m²,1,Double vitrage,,Oui,,,,,,,,,,,,,,,,,,,,,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/bassenge/vbb34132,VBB34132,Maison à vendre,195000,Rue du Commerce 17,4690 Bassenge,,,2,92 m²,,36 m²,,,,,,,,,,1,1,,,2,,1,Oui,,,,,,566 kWh/m²/an,62570 kWh/an,,31/05/2034,,,Information non communiquée,Information non communiquée,,,Remis à neuf,9 m²,14 m²,,,,1,Double vitrage,,Oui,,A l’acte,,,1,Equipée,Américaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/bassenge/vbb34131,VBB34131,Maison à vendre,375000,Rue du Commerce 17 et 17A,4690 Bassenge,,,3,192 m²,,,,Oui,,,,,,Oui,1,2,2,,Sud,2,,2,Oui,,,240 m²,,,566 kWh/m²/an,62570 kWh/an,,,,,Information non communiquée,Information non communiquée,1,,,,,,,,2,Double vitrage,,Oui,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/bassenge/vbb34138,VBB34138,Maison à vendre,185000,Rue du Commerce 17 A,4690 Bassenge,,,2,100 m²,,39 m²,,Oui,,,,,,Oui,1,1,1,,Sud,3,,2,,,,,,,946 kWh/m²/an,114469 kWh/an,,31/05/2034,,,Information non communiquée,Information non communiquée,1,Mazout,,15 m²,,,,,1,Double vitrage,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/boirs/vbc79980,VBC79980,Maison à vendre,299500,Rue Neuville 12,4690 Boirs,Non,,4,208 m²,,36 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,,,,4,,,Oui,,,409 m²,,,434 kWh/m²/an,,20250320003082,,107,,Information non communiquée,Information non communiquée,1,Gaz,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/bassenge/vbc79440,VBC79440,Maison à vendre,199000,Rue Sudrain 53,4690 Bassenge,Oui,1850,2,135 m²,Non,51 m²,Oui,Oui,,Oui,,,,,,1,2,Non,Nord-ouest,3,16 m,1,,,Oui,169 m²,,,253 kWh/m²/an,37831 kWh/an,,13/01/2035,63,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,Mazout,Excellent,18 m²,18 m²,,,29 m²,1,Double vitrage,,Oui,Non,A l’acte,Oui,,1,Equipée,Américaine,,Non,Nord-est,16 m,Oui,Non,Non,,,,7 m²,,,,29 m²,19 m²,22 m²,,,,,,,,,,,,,,,03/06/2050,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/bassenge/vbc77404,VBC77404,Maison à vendre,225000,Rue Saint Laurent 28,4690 Bassenge,,,3,160 m²,,,,Oui,,Oui,,,,Oui,1,1,2,Non,Sud-ouest,2,6 m,4,Oui,601 m²,Oui,783 m²,,20 m,317 kWh/m²/an,58431 kWh/an,,,79,"oui, attestation conforme",Risque élevé,Information non communiquée,,Mazout,À rénover,18 m²,14 m²,13 m²,,15 m²,1,Double vitrage,,Oui,Non,A l’acte,,51 m²,,,Indépendante,,Non,,6 m,Oui,,,,,,11 m²,,,,17 m²,,34 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/roclenge-sur-geer/vbc76556,VBC76556,Maison à vendre,1100000,Rue du Commerce 4,4690 Roclenge-sur-Geer,,1900,7,698 m²,,48 m²,Oui,Oui,,,,,,Oui,1,3,4,,,4,,2,Oui,3088 m²,Oui,3284 m²,,,198 kWh/m²/an,137923 kWh/an,,,,,Information non communiquée,Information non communiquée,,Mazout,Excellent,23 m²,23 m²,23 m²,23 m²,27 m²,3,Double vitrage,,Oui,Oui,A l’acte,,78 m²,6,,,,,Sud,,,,,,,,,,,,,,,Oui,,,,,,,,23 m²,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/glons/vbc72267,VBC72267,Maison à vendre,359000,Rue Pont Saint-Pierre 44,4690 Glons,Non,,4,300 m²,,26 m²,Non,Oui,Non,Non,Non,Non,Non,,,2,,,,3,,,Oui,,Oui,518 m²,,,331 kWh/m²/an,,20250122003747,,83,,Information non communiquée,Information non communiquée,,Mazout,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/bassenge/vbc67486,VBC67486,Maison à vendre,373665,,4690 Bassenge,,,3,187 m²,,,,,,,,,,Oui,1,2,2,,,4,8 m,,,,,850 m²,,,,,,,,,Information non communiquée,Information non communiquée,,,Nouveau,,,,,,,,,,,,,,,,,,,,8 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/bassenge/vbc67485,VBC67485,Maison à vendre,377736,,4690 Bassenge,,,3,185 m²,,,,,,,,,,Oui,1,2,2,,,4,9 m,,,,,850 m²,,,,,,,,,Information non communiquée,Information non communiquée,,,Nouveau,,,,,,,,,,,,,,,,,,,,9 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/bassenge/vbc67151,VBC67151,Maison à vendre,185000,Rue Guizette 16,4690 Bassenge,,,3,113 m²,,33 m²,Oui,Oui,,,,,,Oui,1,1,1,,,2,,2,Oui,454 m²,Oui,624 m²,,,,84154 kWh/an,,,,,Information non communiquée,Information non communiquée,2,Mazout,Normal,14 m²,12 m²,,,21 m²,1,Double vitrage,,Oui,,A l’acte,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/glons/vbc63769,VBC63769,Maison à vendre,560000,"Rue Saint-Pierre, 54",4690 Glons,Non,,4,482 m²,,58 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,2,,,,4,,,Oui,,Oui,3278 m²,,,239 kWh/m²/an,,20240414007949,,59,,Information non communiquée,Information non communiquée,1,Mazout,,,,,,,,,,,,,,35 m²,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/4690/glons/vbc61486,VBC61486,Loft à vendre,380000,Rue Georges Depaifve 88,4690 Glons,,,5,282 m²,,50 m²,,,,,,,,,,1,,,,3,,,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,Mazout,,,,,,,,,,,,,,17 m²,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/glons/vbc51039,VBC51039,Maison à vendre,130000,Rue de la Motte 1,4690 Glons,,,3,130 m²,,35 m²,,,,,,,,Oui,1,2,2,,Est,3,,1,Oui,,Oui,392 m²,,,646 kWh/m²/an,99017 kWh/an,,,,,Information non communiquée,Information non communiquée,1,,,15 m²,10 m²,8 m²,,11 m²,2,Double vitrage,,Oui,,,,,,Equipée,Américaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/glons/vbc42366,VBC42366,Maison à vendre,275000,Rue du Cheval Blanc 12,4690 Glons,,,4,180 m²,,26 m²,,Oui,,,,,,Oui,1,1,1,,,3,,2,Oui,777 m²,Oui,881 m²,,,282 kWh/m²/an,63362 kWh/an,,,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,1,Mazout,Normal,11 m²,12 m²,15 m²,16 m²,10 m²,1,Double vitrage,,Oui,,A l’acte,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/glons/vbb92556,VBB92556,Maison à vendre,52500,Rue Brouck au tilleul 20,4690 Glons,Non,,3,136 m²,,36 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,,,,Nord-est,4,,,Oui,1000 m²,Oui,1351 m²,,,420 kWh/m²/an,,20241016026915,,104,,Information non communiquée,Information non communiquée,1,Mazout,,,,,,,1,,,,,,,36 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4690/glons/vbb84095,VBB84095,Maison à vendre,95000,"Rue Henri Van der Wielen, entre les n° 1 et 9",4690 Glons,,,,,,,,,,,,,,,,,,,,4,,,,,,11195 m²,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4701/kettenis/vbc50485,VBC50485,Appartement à vendre,339000,Zur Nohn 102/4,4701 Kettenis,,2008,2,100 m²,,,,,,,,,,Oui,,1,,,,,,,,,,,,,,103 kWh/an,,,,,Information non communiquée,Information non communiquée,,Gaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4701/kettenis/vbc23588,VBC23588,Maison à vendre,450000,Bürgermeister-Esser Strasse 1,4701 Kettenis,,2018,4,180 m²,,,,Oui,,,,,,,,1,,,,,,,Oui,509 m²,,,,,,106 kWh/an,,,,,Information non communiquée,Information non communiquée,,Gaz,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4701/kettenis/vbc03171,VBC03171,Maison à vendre,749000,Talstraße 74,4701 Kettenis,,1976,3,314 m²,,,,,,,,,,,,3,,,,,,,Oui,7684 m²,Oui,,,,,178 kWh/an,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/4710/lontzen/vbc59999,VBC59999,Studio à vendre,495000,Rue Mitoyenne 240d,4710 Lontzen,Non,,4,250 m²,,,Non,Non,Non,Non,Non,Non,Non,,,1,,,,,,,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,Gaz,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chateau/a-vendre/4710/lontzen/vbc35607,VBC35607,Château à vendre,1499000,Nierstrasse 5,4710 Lontzen,Non,1700,,1700 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,Oui,8788 m²,,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4710/lontzen/vbc82577,VBC82577,Villa à vendre,439000,Rue de Limbourg 30,4710 Lontzen,,1962,4,370 m²,,28 m²,Oui,,,Oui,,,,Oui,,2,3,,,4,,,Oui,,Oui,850 m²,,,348 kWh/m²/an,149940 kWh/an,,,,,Information non communiquée,Information non communiquée,,Gaz,Normal,16 m²,20 m²,16 m²,20 m²,16 m²,2,Double vitrage,,Oui,,,,,,Equipée,Américaine,,,,,Oui,,,,Oui,,,,,,16 m²,,,,,,,,,,,,,,,,,,Oui,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4710/lontzen/vbc75245,VBC75245,Maison à vendre,289000,Rottdrieschergasse 19,4710 Lontzen,,1981,2,127 m²,,30 m²,Oui,Oui,Oui,,,,,Oui,,1,,,,4,,1,Oui,,,,,,546 kWh/m²/an,79557 kWh/an,20250428020209,,,,Information non communiquée,Information non communiquée,2,Gaz,À rénover,15 m²,15 m²,,,,,Double vitrage,,,,A l’acte,Non,,1,Equipée,,,,,,Oui,,Non,,,,,,,,,,,,,,,,Non,,,,,,,,,,,11 m²,"Zone d'habitat (résidentiel, urbain ou rural)",,,,
https://immovlan.be/fr/detail/maison/a-vendre/4710/lontzen/vbc73995,VBC73995,Maison à vendre,895000,Mühlenweg 134,4710 Lontzen,,2005,4,193 m²,,,,,,,,,,Oui,,1,,,,,,,Oui,2099 m²,Oui,,,,,132 kWh/an,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4710/lontzen/vbc60492,VBC60492,Appartement à vendre,323640,Rue de Limbourg,4710 Lontzen,Non,2025,2,90 m²,Non,45 m²,Oui,,,,,,,,,1,1,Oui,,3,,2,Oui,15 m²,Oui,,,,,,,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,Nouveau,15 m²,13 m²,,,,,Double vitrage,,Oui,Non,,Non,20 m²,,Super équipée,,,Oui,Ouest,,Oui,Non,Non,,Oui,,5 m²,Oui,0,,,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4710/lontzen/vbc42393,VBC42393,Appartement à vendre,199000,rue Haag 6,4710 Lontzen,Oui,1935,2,117 m²,Non,26 m²,Oui,,,,,,,Oui,,1,1,Non,Nord-ouest,4,,,,,,,,,245 kWh/m²/an,,,31/01/2024,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,Gaz,Normal,20 m²,13 m²,,,20 m²,1,Double vitrage,,Oui,Non,,,,2,Equipée,Américaine,,Non,,,Oui,,Non,,Oui,,4 m²,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4710/lontzen/vbc23650,VBC23650,Appartement à vendre,299000,Rue De Limbourg,4710 Lontzen,Non,2025,2,100 m²,,,Non,Non,Non,Non,Non,Non,Non,,,1,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4710/lontzen/vbc23602,VBC23602,Appartement à vendre,199000,Rue De Limbourg,4710 Lontzen,Non,2025,1,64 m²,,,Non,Non,Non,Non,Non,Non,Non,,,1,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
