ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Profondeur_du_terrain,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Nombre_de_place_de_parking_intérieur,Type_de_chauffage,Etat_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_de_la_cuisine,Nombre_de_douches,Type_de_vitrage,Air_conditionné,Raccordé_à_leau_courante,Piscine_extérieure,Disponibilité_du_bien,Permis_de_bâtir_obtenu,Surface_de_la_terrasse,Nombre_de_places_de_parking_extérieur,Équipement_de_la_cuisine,Type_de_cuisine,Panneaux_solaires,Accessible_aux_moins_valides,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Possibilités_pour_profession_libérale,Raccordé_au_gaz_de_ville,Attestation__Citernes_à_mazout,Surface_de_lades_salles_de_bain,Parlophone,Étage_de_lappartement,Feu_ouvert,Surface_salle_à_manger,Surface_des_caves,Surface_du_grenier,Alarme_antieffraction,Chauffage_au_sol,Pompe_à_chaleur,Appartement_de_service,Surface_du_dressing,Panneaux_solaires_thermiques,Domotique,Porte_daccès_sécurisée,Surface_chambre_à_coucher_5,Surface_du_garage,Adoucisseur_deau,Orientation_du_jardin,Balcon,Compteur_Bihoraire,Attestation__Installation_électrique__Validité,Citerne_à_eau_de_pluie,Surface_du_bureau,Affectation_urbanistique_la_plus_récente,Maison_basse_énergie,Compteur_deau_individuel,HammamSaunaJacuzzi,Attestation__Asbuilt
https://immovlan.be/fr/detail/appartement/a-vendre/4710/lontzen/vbc23601,VBC23601,Appartement à vendre,199000,Rue De Limbourg,4710 Lontzen,Non,2025,1,64 m²,,,Non,Non,Non,Non,Non,Non,Non,,,1,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4710/lontzen/vbc23600,VBC23600,Appartement à vendre,331000,Rue De Limbourg,4710 Lontzen,Non,2025,2,106 m²,,,Non,Non,Non,Non,Non,Non,Non,,,1,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4710/lontzen/vbc23599,VBC23599,Appartement à vendre,331000,Rue De Limbourg,4710 Lontzen,Non,2025,2,100 m²,,,Non,Non,Non,Non,Non,Non,Non,,,1,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4710/lontzen/vbc23598,VBC23598,Appartement à vendre,299000,Rue De Limbourg,4710 Lontzen,Non,2025,2,107 m²,,,Non,Non,Non,Non,Non,Non,Non,,,1,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4710/lontzen/vbc23597,VBC23597,Appartement à vendre,367000,Rue De Limbourg,4710 Lontzen,Non,2025,2,117 m²,,,Non,Non,Non,Non,Non,Non,Non,,,1,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4710/lontzen/vbc23596,VBC23596,Appartement à vendre,388000,Rue De Limbourg,4710 Lontzen,Non,2025,2,103 m²,,,Non,Non,Non,Non,Non,Non,Non,,,1,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/elsenborn/vbc25896,VBC25896,Maison à vendre,410208,,4750 Elsenborn,,2024,4,170 m²,,,,Oui,,Non,Non,,,Oui,1,1,1,,,3,13 m,1,Oui,,Oui,856 m²,,,,0 kWh/an,20231218501759,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,,Electrique,Nouveau,19 m²,13 m²,17 m²,12 m²,,,Double vitrage,Non,Oui,,Immédiatement,Non,30 m²,,Non équipée,,Oui,,,,Non,Non,Non,,,"non, pas d'attestation",,Non,,Non,,,,Non,Oui,,,,Non,Non,Non,,30 m²,,,,,,,,Réserve naturelle,Non,Oui,Non,Non
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4750/butgenbach/vbb61970,VBB61970,Immeuble mixte à vendre,350000,Warchestraße 2,4750 Bütgenbach,Non,,7,415 m²,,,Non,Oui,Non,Non,Non,Non,Non,Oui,,2,,,,,,,Oui,2900 m²,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbc81959,VBC81959,Maison à vendre,189000,In Der Hattenbach 10,4750 Bütgenbach,Non,,1,300 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,Oui,1337 m²,,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbc74833,VBC74833,Maison à vendre,326500,Schieferweg 1,4750 Bütgenbach,,,3,185 m²,Non,,Oui,,Oui,Oui,,,,Oui,1,1,2,Non,Nord-est,4,16 m,3,Oui,1828 m²,Oui,2009 m²,,84 m,547 kWh/m²/an,100167 kWh/an,,09/05/2035,,,Information non communiquée,Information non communiquée,,,Normal,17 m²,18 m²,13 m²,,14 m²,,Double vitrage,,Oui,,,,,3,Semi-équipée,Kitchenette,,Non,,16 m,Oui,,,,,,6 m²,,,,12 m²,16 m²,,,,,,,,,,,29 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4750/butgenbach/vbc71930,VBC71930,Immeuble mixte à vendre,550000,Malmedyer Straße 56,4750 Bütgenbach,,1974,9,375 m²,,,,,,,,,,Oui,,3,,Non,,4,,2,Oui,,Oui,2604 m²,,,446 kWh/m²/an,57763 kWh/an,,,112,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,Mazout,Normal,,,,,,,Double vitrage,,,Non,A l’acte,Non,,,Equipée,Américaine,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbc34224,VBC34224,Maison à vendre,550000,Zur Held 21,4750 Bütgenbach,Non,2009,4,289 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,2,,,,,,,Oui,1829 m²,,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,2,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbc61163,VBC61163,Maison à vendre,750000,Dellenstraße 12,4750 Bütgenbach,Non,1940,17,711 m²,Oui,50 m²,Oui,,,Oui,,,,Oui,1,14,17,Non,Sud,4,30 m,,Oui,1500 m²,Oui,2200 m²,,,295 kWh/m²/an,67885 kWh/an,,28/11/2027,73,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,2,Mazout,Normal,18 m²,16 m²,16 m²,17 m²,44 m²,14,Double vitrage,,Oui,Non,A l’acte,Non,60 m²,10,,,,Non,Est,30 m,Oui,Non,Non,,Oui,,,,,,50 m²,,,,,,,,,,,14 m²,40 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbc38727,VBC38727,Maison à vendre,225000,Eupener Weg 8,4750 Bütgenbach,Non,1970,4,148 m²,Non,,Oui,Oui,Oui,,,,,Oui,1,1,1,Non,,4,,2,Oui,,,683 m²,,,535 kWh/m²/an,92970 kWh/an,,13/02/2035,132,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,,Mazout,À rénover,14 m²,16 m²,10 m²,12 m²,,1,Double vitrage,,Oui,Non,A l’acte,,,2,Semi-équipée,Kitchenette,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbc38509,VBC38509,Maison à vendre,339000,Kirchweg,4750 Bütgenbach,,2025,4,160 m²,Non,70 m²,,Oui,,,,,,,,1,2,Non,,3,,2,Oui,,Oui,453 m²,,,,,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,Air pulsé,Nouveau,14 m²,12 m²,13 m²,9 m²,,1,Double vitrage,,Oui,Non,,Oui,,1,Equipée,Américaine,Oui,Non,,,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbc38508,VBC38508,Maison à vendre,309000,Kirchweg,4750 Bütgenbach,,2025,3,160 m²,Non,70 m²,,Oui,,,,,,,,1,2,Non,,3,,2,Oui,,Oui,220 m²,,,,,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,Air pulsé,Nouveau,15 m²,14 m²,9 m²,,,1,Double vitrage,,Oui,Non,,,,,Equipée,Américaine,Oui,Non,,,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbc38507,VBC38507,Maison à vendre,299000,Kirchweg,4750 Bütgenbach,,2025,3,160 m²,Non,70 m²,,Oui,,,,,,Oui,1,1,2,Non,,3,,2,Oui,,Oui,182 m²,,,,,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,Air pulsé,Nouveau,15 m²,14 m²,9 m²,,,1,Double vitrage,,Oui,Non,,,,,Equipée,Américaine,Oui,Non,,,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbc38506,VBC38506,Maison à vendre,319000,Kirchweg,4750 Bütgenbach,,2025,4,160 m²,Non,70 m²,,Oui,,,,,,Oui,1,1,2,Non,,3,,2,Oui,,Oui,291 m²,,,,,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,Air pulsé,Nouveau,14 m²,13 m²,12 m²,9 m²,,1,Double vitrage,,Oui,Non,,,,,Equipée,Américaine,Oui,Non,,,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4750/butgenbach/vbc05391,VBC05391,Appartement à vendre,230000,"Malmedyer Straße 53/2/1, Bütgenbach",4750 Bütgenbach,,2021,2,64 m²,,,Oui,,,Non,Non,,,,,1,,Oui,Ouest,4,27 m,4,,,Oui,,,,112 kWh/m²/an,9138 kWh/an,20220826505876,,23,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,Gaz,Normal,10 m²,11 m²,,,,,Double vitrage,Non,Oui,,A l’acte,Non,,1,Non équipée,,Non,,,,Non,Non,Non,,,"non, pas d'attestation",,Non,2,Non,,6 m²,,Non,Oui,,,,Non,Non,Non,,,,,,,,,,Réserve naturelle,Non,Oui,Non,Non
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbc34223,VBC34223,Maison à vendre,325000,Neuerweg 21,4750 Bütgenbach,,1970,6,263 m²,,,,,,,,,,Oui,,2,,,,,,,Oui,976 m²,,,,,,453 kWh/an,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4750/butgenbach/vbb68005,VBB68005,Immeuble mixte à vendre,270000,Bahnhofstraße 1,4750 Bütgenbach,,1903,3,542 m²,,,Oui,Oui,,,,,,Oui,1,1,10,Non,Est,3,,1,Oui,,Oui,767 m²,,,204 kWh/m²/an,25719 kWh/an,,03/02/2030,51,"oui, attestation non conforme",Information non communiquée,Information non communiquée,1,Mazout,Normal,12 m²,10 m²,14 m²,,,1,Double vitrage,,Oui,Non,A l’acte,,,10,Equipée,Américaine,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,07/10/2020,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4750/butgenbach/vbc25543,VBC25543,Appartement à vendre,245000,Klosterstraße 12,4750 Bütgenbach,,2006,1,81 m²,,,,,,,,,,Oui,,,,,,,,,,,,,,,,168 kWh/an,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbc11888,VBC11888,Maison à vendre,235000,Am Breitenbach 27,4750 Bütgenbach,,,4,215 m²,Non,40 m²,,Oui,,,,,,Oui,1,3,3,,Est,4,,2,Oui,1606 m²,Oui,1711 m²,,,278 kWh/m²/an,71733 kWh/an,,,,,Information non communiquée,Information non communiquée,,Mazout,,17 m²,25 m²,25 m²,16 m²,8 m²,3,Double vitrage,,Oui,,A l’acte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbb96189,VBB96189,Maison à vendre,347000,,4750 Bütgenbach,,2025,2,71 m²,,,,,,,,,,,,2,,,,,,,,,,,,,,80 kWh/an,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbb96190,VBB96190,Maison à vendre,452000,,4750 Bütgenbach,,2025,4,,,,,,,,,,,,,4,,,,,,,,,,,,,,75 kWh/an,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbc05388,VBC05388,Maison à vendre,265000,"Buchenweg, Elsenborn 8",4750 Bütgenbach,,1961,3,172 m²,,34 m²,,Oui,,Oui,Non,,,Oui,2,1,2,,Est,4,28 m,4,Oui,,,1168 m²,,,378 kWh/m²/an,70813 kWh/an,20241024021106,,93,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,Mazout,Normal,12 m²,17 m²,17 m²,,9 m²,,Double vitrage,Non,Oui,Oui,A l’acte,Non,,,Non équipée,,Non,,,,Non,Non,Non,,,"non, pas d'attestation",,Non,,Non,11 m²,,27 m²,Non,Non,,,,Non,Non,Non,,28 m²,,,,,,,34 m²,Réserve naturelle,Non,,Non,Non
https://immovlan.be/fr/detail/appartement/a-vendre/4750/butgenbach/vbb90048,VBB90048,Appartement à vendre,330000,Worriken 3,4750 Bütgenbach,,2014,1,64 m²,,,,,,,,,,,,1,1,Oui,,2,,1,,,Oui,,,,,,,31/01/2033,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,Excellent,,,,,,1,,,Oui,Oui,A l’acte,,,1,Equipée,Américaine,,Oui,,,Non,,Non,,,,,,0,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4750/butgenbach/vbb90047,VBB90047,Appartement à vendre,500000,Worriken 3,4750 Bütgenbach,,2014,1,113 m²,,,,,,,,,,,,1,1,Oui,,2,,1,,,Oui,,,,,,,31/01/2033,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,Excellent,,,,,,1,,,Oui,Oui,A l’acte,,,1,Equipée,Américaine,,Oui,,,Non,,Non,,,,,,0,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4750/butgenbach/vbb77305,VBB77305,Maison à vendre,224000,"Dellenstraße, NIdrum 2",4750 Bütgenbach,,1934,6,180 m²,,18 m²,Oui,Oui,,Oui,Non,,,Oui,1,1,,,Ouest,3,10 m,4,,,Oui,129 m²,,,514 kWh/m²/an,130032 kWh/an,20211228007106,,127,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,,Mazout,Normal,17 m²,17 m²,16 m²,17 m²,17 m²,,Double vitrage,Non,Oui,,A convenir,Non,,4,Non équipée,,Non,,,,Non,Non,Non,,,"oui, attestation conforme",,Non,,Non,15 m²,16 m²,30 m²,Non,Non,,,,Non,Non,Non,,67 m²,,,Oui,,,,14 m²,Réserve naturelle,Non,,Non,Non
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4750/butgenbach/vaz56896,VAZ56896,Immeuble mixte à vendre,195000,Lindenstraße 45,4750 Bütgenbach,,,4,210 m²,,,,,,,,,,,,2,,,,,,,Oui,793 m²,Oui,,,,456 kWh/m²/an,456 kWh/an,,,,,Information non communiquée,Information non communiquée,,Electrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4783/lommersweiler/vbc88140,VBC88140,Immeuble mixte à vendre,580000,Dreihütten 2,4783 Lommersweiler,Non,1964,8,312 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,8,,,,,,,Oui,13687 m²,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,Non specifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
