ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Surface_des_caves,Grenier,Surface_du_grenier,Garage,Nombre_de_Garages,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Salle_à_manger,Surface_salle_à_manger,Station_de_charge_électrique,Surface_de_lades_salles_de_bain,Panneaux_solaires,Alarme_antieffraction,Surface_du_jardin,Orientation_de_la_façade_du_bien,Référence_PEB,Bien_actuellement_loué,Équipement_de_la_cuisine,Nombre_de_douches,Piscine_extérieure,Adoucisseur_deau,Parlophone,Surface_chambre_à_coucher_5,Véranda,Possibilités_pour_profession_libérale,Buanderie,Nombre_de_place_de_parking_intérieur,Chauffage_au_sol,Raccordé_au_gaz_de_ville,Niveau_E,Pompe_à_chaleur,Feu_ouvert,Surface_du_bureau,Dressing,Local_vélo,Maison_basse_énergie,Panneaux_solaires_thermiques,Compteur_deau_individuel,Air_conditionné,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Surface_du_garage,Affectation_urbanistique_la_plus_récente,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Attestation__Citernes_à_mazout__Validité,Étage_de_lappartement,Surface_totale,Compteur_Bihoraire,Adaptations_pour_les_seniors,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_du_dressing,Porte_de_garage_motorisée,Appartement_de_service,Balcon,Surface_constructible,Citation_pour_infraction_urbanistique,Surface_de_la_véranda,Compteur_électrique_individuel,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Compteur_de_gaz_individuel,Clef_électronique
https://immovlan.be/fr/detail/villa/a-vendre/1495/villers-la-ville/vbc28086,VBC28086,Villa à vendre,305000,Boulevard Neuf 90,1495 Villers-la-Ville,À rénover,1966,A l’acte,4,25 m²,15 m²,18 m²,14 m²,166 m²,Non,33 m²,Oui,24 m²,Oui,10 m²,Oui,1,Indépendante,13 m²,2,3,Mazout,Double vitrage,Non,Non,4,12 m,1,4,Oui,Sud-est,Oui,52 m²,Sud-ouest,580 m²,30 m,12 m,Oui,Oui,Oui,489 kWh/m²/an,94040 kWh/an,06/12/2024,12122,"oui, attestation non conforme",12/06/2024,Non,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1495/villers-la-ville/vbb81676,VBB81676,Villa à vendre,650000,Rue du Bosquet 27B,1495 Villers-la-Ville,Excellent,,A l’acte,4,20 m²,15 m²,11 m²,17 m²,206 m²,Non,,,,,,Oui,2,,17 m²,1,2,Mazout,Double vitrage,,,4,18 m,1,5,Oui,Sud-ouest,Oui,136 m²,,2527 m²,77 m,18 m,,Oui,Oui,102 kWh/m²/an,25313 kWh/an,14/02/2033,2422,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,Oui,29 m²,Oui,10 m²,Oui,Oui,2081 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vbc76526,VBC76526,Maison à vendre,145000,Rue Haute annexes 53 lot 2,1495 Villers-la-Ville,À rénover,,A l’acte,1,,,,,215 m²,Non,,,,,,,,,,1,1,Non specifié,,Non,,3,,,2,Oui,,Non,,,400 m²,,,,,,,,,,pas d'application,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vbc75236,VBC75236,Maison à vendre,245000,Rue Haute MAISON 53,1495 Villers-la-Ville,À rénover,,A l’acte,4,,,,,250 m²,Non,,,,Oui,,,,,,,,Non specifié,,Non,,3,,,2,Oui,,Non,,,540 m²,,,,,,706 kWh/m²/an,171168 kWh/an,02/08/2034,,"non, pas d'attestation",,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,Sud-ouest,20240802021562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vbc69771,VBC69771,Maison à vendre,229000,Rue de Sart 84,1495 Villers-la-Ville,À rénover,,A l’acte,4,20 m²,14 m²,18 m²,25 m²,198 m²,Non,15 m²,Oui,,,,,,Kitchenette,18 m²,2,,,Double vitrage,Non,Non,3,,,,Oui,,Oui,13 m²,,181 m²,,,Oui,Oui,,565 kWh/m²/an,81032 kWh/an,16/01/2033,,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,,,,,,,,,,Non,Semi-équipée,2,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1495/villers-la-ville/vbc62162,VBC62162,Villa à vendre,875000,,1495 Villers-la-Ville,Normal,1987,A l’acte,4,28 m²,20 m²,17 m²,10 m²,486 m²,,61 m²,Oui,,,,Oui,3,,27 m²,2,4,Mazout,Double vitrage,Non,Non,4,11 m,1,10,Oui,Sud-ouest,Oui,63 m²,,3162 m²,98 m,11 m,Oui,Oui,Oui,170 kWh/m²/an,61162 kWh/an,15/09/2034,42,,,Oui,,Non,Pas de risque d’inondation,Information non communiquée,Oui,22 m²,,13 m²,Oui,Oui,2779 m²,Nord-est,,,Super équipée,,Oui,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vbc60853,VBC60853,Maison à vendre,350000,Rue Minique 24,1495 Villers-la-Ville,Normal,1996,A l’acte,2,18 m²,8 m²,,,105 m²,Non,37 m²,,,Oui,114 m²,Oui,1,Américaine,11 m²,1,1,Mazout,Double vitrage,Non,Oui,4,6 m,1,2,Oui,,Oui,20 m²,,1502 m²,48 m,6 m,Oui,Oui,Oui,199 kWh/m²/an,44118 kWh/an,26/02/2035,49,"oui, attestation non conforme",,Oui,Oui,,Pas de risque d’inondation,Information non communiquée,,,,6 m²,,,1349 m²,,,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1495/villers-la-ville/vbc49348,VBC49348,Villa à vendre,690000,Drève du Tumulus 2,1495 Villers-la-Ville,Excellent,1970,,3,18 m²,16 m²,17 m²,,267 m²,Non,50 m²,Oui,,,,Oui,2,,23 m²,3,2,Mazout,Double vitrage,Non,Oui,4,65 m,1,,Oui,,Oui,,Sud-ouest,2368 m²,,,Oui,Oui,,223 kWh/m²/an,74720 kWh/an,,55,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,2368 m²,Sud,,,Super équipée,1,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vbc47143,VBC47143,Maison à vendre,269000,Rue de Mellery 42,1495 Villers-la-Ville,Normal,1978,,2,13 m²,14 m²,,,92 m²,,23 m²,,,Oui,,Oui,2,Américaine,10 m²,1,2,,Double vitrage,,,3,,,1,,,Oui,,,166 m²,,,,,,526 kWh/m²/an,48437 kWh/an,,,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,,,,,,,,,,Oui,Equipée,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vbc19404,VBC19404,Maison à vendre,340000,,1495 Villers-la-Ville,Normal,,,5,31 m²,22 m²,11 m²,16 m²,280 m²,,36 m²,Oui,15 m²,Oui,25 m²,Oui,1,,11 m²,1,2,Mazout,,Non,Non,4,19 m,3,,Oui,Est,Oui,,,2927 m²,83 m,19 m,Oui,Oui,,454 kWh/m²/an,103790 kWh/an,24/01/2033,113,,,,,,Information non communiquée,Information non communiquée,,,,4 m²,,,2815 m²,Est,,,,,Oui,,,10 m²,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1495/villers-la-ville/rwc37840,RWC37840,Villa à vendre,326550,,1495 Villers-la-Ville,Excellent,2025,A convenir,3,,,,,1050 m²,,,,,Oui,,Oui,,Américaine,,,,Non specifié,,,,4,,,1,,,,,,,,,Oui,,Oui,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,Oui,,,,,Non,Super équipée,,,,,,,Non,Oui,1,Oui,Oui,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1495/villers-la-ville/vbb97422,VBB97422,Villa à vendre,648000,,1495 Villers-la-Ville,Excellent,2020,A l’acte,3,12 m²,12 m²,18 m²,,235 m²,Non,68 m²,Oui,,,,Oui,1,,,2,2,Air pulsé,Double vitrage,Non,Non,4,,2,2,Oui,Sud-est,Oui,60 m²,Sud-est,992 m²,,,,Oui,Oui,19 kWh/m²/an,3520 kWh/an,04/06/2031,5,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,,,Oui,,Oui,,992 m²,,,Non,,,Non,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1495/villers-la-ville/vbb93032,VBB93032,Villa à vendre,1195000,,1495 Villers-la-Ville,Excellent,2010,A l’acte,4,21 m²,13 m²,17 m²,17 m²,300 m²,Non,46 m²,,,,,,,,20 m²,2,3,,Double vitrage,Non,Non,4,,1,4,Oui,,Oui,,Sud-ouest,3602 m²,,,Oui,,Oui,101 kWh/m²/an,37876 kWh/an,21/08/2034,29,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,Oui,20 m²,,,Oui,Oui,3450 m²,,,Non,Super équipée,2,Oui,,,,,,,,,,,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vbb89043,VBB89043,Maison à vendre,579971,,1495 Villers-la-Ville,Nouveau,,,4,,,,,183 m²,,,Oui,,,,Oui,1,,,1,2,,,,,4,11 m,,,,,,,,1762 m²,,11 m,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vba47846,VBA47846,Maison à vendre,495000,,1495 Villers-la-Ville,Normal,1977,Immédiatement,4,,,,,210 m²,Non,38 m²,Non,,Oui,,Oui,1,,,1,3,Mazout,,Non,,4,,,2,Oui,,Oui,,,1634 m²,,,,,,418 kWh/m²/an,,12/06/2033,,pas d'application,,,,,Information non communiquée,Information non communiquée,Non,,,,,,,Sud,20230612023096,Non,Super équipée,2,,,,,Non,,Non,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/marbais/vbc89872,VBC89872,Maison à vendre,270000,,1495 Marbais,Remis à neuf,,,3,14 m²,10 m²,9 m²,,120 m²,Non,40 m²,Oui,22 m²,,,,,,,1,2,,Double vitrage,Non,Oui,3,,1,,,,,,,72 m²,,,Oui,Oui,,389 kWh/m²/an,55653 kWh/an,16/06/2035,100,"oui, attestation conforme",,Oui,,Non,Information non communiquée,Information non communiquée,,,,,,,,,,Non,Super équipée,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/marbais/vbc86852,VBC86852,Maison à vendre,220000,,1495 Marbais,Normal,,Immédiatement,2,,,,,103 m²,Non,32 m²,Non,,Non,,,,,,1,1,Mazout,,Non,,2,,,,Oui,,Oui,13 m²,,250 m²,,,,,,228 kWh/m²/an,,25/04/2030,56,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,Non,,,,,,140 m²,Nord,20200425001396,Non,,,,,,,Non,,Non,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/marbais/vbc86854,VBC86854,Maison à vendre,220000,,1495 Marbais,Normal,,Immédiatement,2,,,,,103 m²,Non,32 m²,Non,,Non,,Oui,,,,1,1,Mazout,,Non,,2,,,,Oui,,Oui,13 m²,,250 m²,,,,,,228 kWh/m²/an,28549 kWh/an,25/04/2030,56,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,Non,,,,,,140 m²,Nord,20200425001396,Non,,,,,,,Non,,Non,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/sart-dames-avelines/vbc66405,VBC66405,Maison à vendre,325000,Rue Tout Vent 21A,1495 Sart-Dames-Avelines,À rénover,1993,A l’acte,5,14 m²,14 m²,16 m²,11 m²,164 m²,Non,28 m²,,,,,,,Kitchenette,14 m²,1,2,Mazout,Double vitrage,Non,Non,3,13 m,1,2,Oui,Sud-est,Oui,39 m²,,434 m²,36 m,13 m,Non,Oui,,236 kWh/m²/an,47650 kWh/an,12/03/2035,58,"oui, attestation non conforme",,,,,Pas de risque d’inondation,Information non communiquée,,,,8 m²,,,286 m²,,,,Semi-équipée,,,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/marbais/vbc66037,VBC66037,Maison à vendre,429000,rue Minique 54,1495 Marbais,Excellent,1991,A l’acte,3,10 m²,12 m²,12 m²,,145 m²,Non,35 m²,,,Oui,,Oui,1,,9 m²,1,2,,Double vitrage,Non,Non,4,,1,3,Oui,,,,,800 m²,,,Oui,Oui,,339 kWh/m²/an,46774 kWh/an,13/04/2035,39,"oui, attestation conforme",,,,,Risque moyen,Information non communiquée,,,,,Oui,,650 m²,,,Non,,1,,,,,Oui,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/marbais/rbs89708,RBS89708,Maison à vendre,249000,Rue de la Madeleine 3,1495 Marbais,À rénover,1875,Immédiatement,2,14 m²,15 m²,,,140 m²,,14 m²,Oui,11 m²,Oui,30 m²,,,,30 m²,1,,Non specifié,Double vitrage,,,,,2,,Oui,,,,,710 m²,,,Oui,Oui,,,0 kWh/an,,,"oui, attestation non conforme",,Non,Non,Non,Information non communiquée,Information non communiquée,Oui,14 m²,,,Non,Non,,,DISPENSE,,Non équipée,,,,Non,,,,,,Non,,,,Non,,Non,,Non,Non,Oui,Non,Non,Non,Non,pas d'application,Non,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/marbais/vbc59145,VBC59145,Maison à vendre,415000,Rue de la Place 15,1495 Marbais,Excellent,,A l’acte,5,15 m²,11 m²,12 m²,34 m²,270 m²,,,,,Oui,,Oui,,,,2,2,Mazout,Double vitrage,,,3,13 m,,3,Oui,,Oui,,,1020 m²,85 m,13 m,Oui,,,362 kWh/m²/an,81580 kWh/an,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,20250402029852,,,,,,,10 m²,,,,1,,,,,Oui,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1495/tilly/vbc44850,VBC44850,Villa à vendre,675000,,1495 Tilly,Normal,1982,A l’acte,4,64 m²,15 m²,15 m²,15 m²,222 m²,Non,47 m²,Oui,,,,,,Américaine,10 m²,2,3,Mazout,Double vitrage,Non,Oui,4,9 m,2,4,Oui,,Oui,24 m²,,5785 m²,66 m,9 m,Oui,Oui,,214 kWh/m²/an,,20/02/2033,54,,,Oui,,Non,Pas de risque d’inondation,Information non communiquée,,,,7 m²,,Oui,5635 m²,Nord-est,,Non,Equipée,,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/tilly/vbc22611,VBC22611,Maison à vendre,225000,Rue de Strichon 54,1495 Tilly,À rénover,1930,A l’acte,4,12 m²,19 m²,14 m²,10 m²,207 m²,,,Oui,41 m²,Oui,28 m²,Oui,1,,13 m²,1,1,Mazout,Double vitrage,,,4,15 m,2,5,Oui,Nord-ouest,Oui,52 m²,,435 m²,29 m,15 m,Oui,Oui,Oui,7792 kWh/m²/an,139481 kWh/an,23/09/2024,19222,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,Oui,15 m²,,5 m²,,Oui,267 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/marbais/vbb99363,VBB99363,Maison à vendre,300000,,1495 Marbais,Normal,,A l’acte,3,36 m²,16 m²,11 m²,,130 m²,Non,32 m²,Oui,11 m²,,,Oui,1,,10 m²,1,2,Gaz,Double vitrage,Non,Oui,3,6 m,2,3,Oui,,Oui,40 m²,,429 m²,49 m,6 m,,Oui,,271 kWh/m²/an,,,,"oui, attestation conforme",,,,Non,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,475 m²,Sud,,Non,Super équipée,,Non,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/mellery/vbb97547,VBB97547,Maison à vendre,375000,,1495 Mellery,Normal,1949,A l’acte,4,,,,,150 m²,Non,30 m²,,,Oui,,,,,,2,2,Mazout,,Non,,3,,,,Oui,,Oui,40 m²,,350 m²,,,,,,331 kWh/m²/an,56917 kWh/an,,,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,Est,,,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herfelingen/rbt64831,RBT64831,Maison à vendre,659000,Aerebeekstraat 33 A,1540 Herfelingen,Normal,1904,,5,17 m²,15 m²,35 m²,19 m²,370 m²,Non,64 m²,Non,,Oui,,Oui,2,Américaine,12 m²,2,,Mazout,Double vitrage,Non,,3,25 m,2,,Oui,Nord-ouest,Oui,,,1517 m²,35 m,25 m,Oui,Oui,Oui,616 kWh/m²/an,,18/03/2035,,"oui, attestation non conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,12 m²,Oui,,,,,,Equipée,,Non,Oui,,12 m²,,,,,,,,,,,,,,,,,,,,,,68 m²,Zone agricole d'intérêt paysager,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herfelingen/rbt45871,RBT45871,Maison à vendre,469000,Lindestraat 73,1540 Herfelingen,Normal,,A l’acte,4,18 m²,12 m²,10 m²,26 m²,240 m²,Non,36 m²,Oui,30 m²,Oui,34 m²,Oui,1,,15 m²,2,,,,,,4,10 m,2,5,Oui,,Oui,40 m²,,1142 m²,,10 m,Oui,Oui,,469 kWh/m²/an,,17/04/2035,,"oui, attestation non conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,6 m²,Oui,,630 m²,,,,Super équipée,,Non,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1540/herfelingen/rbt39902,RBT39902,Duplex à vendre,389000,Spoorwegstraat 72,1540 Herfelingen,,1935,,3,,,,,445 m²,Non,,Oui,,,,Oui,1,,,1,,Gaz,Double vitrage,Non,Non,2,,,,Oui,,Oui,,Nord-est,,,,Oui,Oui,,297 kWh/m²/an,,,,,,Oui,,Non,Information non communiquée,Information non communiquée,,,,,,,,Sud-ouest,,Oui,Super équipée,,Non,,,,,,,2,,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1540/herfelingen/rbt39901,RBT39901,Immeuble mixte à vendre,389000,Spoorwegstraat 72,1540 Herfelingen,,1935,,3,,,,,445 m²,Non,,Oui,,Oui,,Oui,1,,,1,,Gaz,Double vitrage,Non,Non,2,,,,Oui,,Oui,,Nord-est,,,,Oui,Oui,,297 kWh/m²/an,,,,,,Oui,,Non,Information non communiquée,Information non communiquée,,,,,,,,Sud-ouest,,Oui,Super équipée,,Non,,,,,,,2,,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herfelingen/rbt31250,RBT31250,Maison à vendre,545000,Steenweg Asse 143,1540 Herfelingen,À rénover,1969,A l’acte,3,16 m²,12 m²,9 m²,,196 m²,Non,50 m²,Oui,,,,Oui,1,Kitchenette,15 m²,1,1,Air pulsé,Double vitrage,Non,Oui,4,20 m,2,4,Oui,,Oui,70 m²,Nord-ouest,6366 m²,,20 m,Oui,,Oui,692 kWh/m²/an,,05/05/2035,,"oui, attestation non conforme",05/08/2025,Non,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,2750 m²,Sud-est,,,Semi-équipée,,Non,,,,,,,2,,,,Oui,,,,,,,,,,,,,,,,,,,,Non,05/08/2025,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herfelingen/rbt29032,RBT29032,Maison à vendre,1695000,,1540 Herfelingen,Excellent,1900,,4,,,,,266 m²,Non,,,,Oui,,,,,,2,3,,Double vitrage,Non,Oui,4,,,6,Oui,,Oui,,,23399 m²,,,Oui,Oui,,53 kWh/m²/an,,,,,,Oui,,Non,Information non communiquée,Information non communiquée,,,,,,Oui,,,,,Super équipée,,Non,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herfelingen/vbc72360,VBC72360,Maison à vendre,544153,,1540 Herfelingen,Nouveau,,,3,,,,,152 m²,,,,,,,,,,,1,2,,,,,4,11 m,,,,,,,,938 m²,,11 m,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herfelingen/rbt09757,RBT09757,Maison à vendre,599671,Steenweg Asse 239 A,1540 Herfelingen,Nouveau,,,3,12 m²,12 m²,,,224 m²,,,,,,,,,,13 m²,1,,,,Non,Non,4,10 m,,1,Oui,,Oui,,,590 m²,,10 m,,Oui,,,,,,,,,,Non,Information non communiquée,Information non communiquée,Oui,37 m²,,,,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herfelingen/rbs93890,RBS93890,Maison à vendre,420000,Steenweg Asse 39,1540 Herfelingen,À rénover,1986,A l’acte,3,14 m²,18 m²,18 m²,,220 m²,Non,18 m²,Oui,,Oui,12 m²,,,Américaine,12 m²,1,1,Air pulsé,Double vitrage,Non,,3,8 m,3,2,Oui,,Oui,,,815 m²,,8 m,Oui,Oui,Oui,361 kWh/m²/an,72361 kWh/an,,17255,"non, pas d'attestation",,Oui,Non,Non,Information non communiquée,Information non communiquée,Oui,29 m²,,11 m²,Oui,Oui,,Sud,,Non,Equipée,,Non,,,,,,Oui,,,,,Oui,,,,,,,,Oui,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1540/herne/rbt73300,RBT73300,Immeuble mixte à vendre,449000,Geraardsbergsestraat 16,1540 Herne,,,A l’acte,3,13 m²,13 m²,25 m²,,250 m²,Non,41 m²,Oui,,Oui,,Oui,1,,22 m²,1,2,Gaz,Double vitrage,,,3,10 m,,,Oui,,Oui,15 m²,Sud-ouest,323 m²,,10 m,Oui,Oui,,370 kWh/m²/an,,,,"oui, attestation conforme",,,,Non,Information non communiquée,Information non communiquée,,,Oui,,,,25 m²,Nord-est,,,,1,,,,,,,,1,,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
