ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Surface_des_caves,Grenier,Surface_du_grenier,Garage,Nombre_de_Garages,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Salle_à_manger,Surface_salle_à_manger,Station_de_charge_électrique,Surface_de_lades_salles_de_bain,Panneaux_solaires,Alarme_antieffraction,Surface_du_jardin,Orientation_de_la_façade_du_bien,Référence_PEB,Bien_actuellement_loué,Équipement_de_la_cuisine,Nombre_de_douches,Piscine_extérieure,Adoucisseur_deau,Parlophone,Surface_chambre_à_coucher_5,Véranda,Possibilités_pour_profession_libérale,Buanderie,Nombre_de_place_de_parking_intérieur,Chauffage_au_sol,Raccordé_au_gaz_de_ville,Niveau_E,Pompe_à_chaleur,Feu_ouvert,Surface_du_bureau,Dressing,Local_vélo,Maison_basse_énergie,Panneaux_solaires_thermiques,Compteur_deau_individuel,Air_conditionné,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Surface_du_garage,Affectation_urbanistique_la_plus_récente,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Attestation__Citernes_à_mazout__Validité,Étage_de_lappartement,Surface_totale,Compteur_Bihoraire,Adaptations_pour_les_seniors,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_du_dressing,Porte_de_garage_motorisée,Appartement_de_service,Balcon,Surface_constructible,Citation_pour_infraction_urbanistique,Surface_de_la_véranda,Compteur_électrique_individuel,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Compteur_de_gaz_individuel,Clef_électronique
https://immovlan.be/fr/detail/duplex/a-vendre/1600/sint-pieters-leeuw/rbs97529,RBS97529,Duplex à vendre,195000,Pastoor Vendelmansstraat 31 3,1600 Sint-Pieters-Leeuw,Excellent,2008,,1,15 m²,,,,64 m²,,22 m²,Non,,Non,,,,,9 m²,1,1,Gaz,Double vitrage,,,2,,,,Oui,Nord-est,,,,,,,,Oui,,105 kWh/m²/an,,27/06/2033,,"oui, attestation conforme",,,,,Risque élevé,Information non communiquée,Non,,,6 m²,,,,,20230627-0002929320-RES-1,Non,Equipée,,Non,,,,Non,,Non,,,Oui,,,,,Non,Non,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,2,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1600/sint-pieters-leeuw/rbs97528,RBS97528,Duplex à vendre,195000,Pastoor Vendelmansstraat 31 4,1600 Sint-Pieters-Leeuw,Excellent,2008,,1,15 m²,,,,64 m²,,22 m²,Non,,Non,,,,,,1,1,Gaz,Double vitrage,,,,,,,Oui,Nord-est,,,,,,,,Oui,,117 kWh/m²/an,,27/06/2033,,"oui, attestation conforme",,Oui,Oui,,Risque élevé,Information non communiquée,Non,,,4 m²,,,,,20230627-0002930543-RES-1,Non,,,,,,,Non,,Non,,,Oui,,,,,Non,Non,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,2,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1600/sint-pieters-leeuw/rbt33899,RBT33899,Appartement à vendre,249000,Platanenlaan 48 1,1600 Sint-Pieters-Leeuw,Normal,1966,,2,10 m²,15 m²,,,77 m²,,24 m²,Oui,,Oui,,Oui,1,Kitchenette,11 m²,1,1,Gaz,Double vitrage,Non,Non,3,,2,,,,Oui,5 m²,,,,,Oui,Oui,,218 kWh/m²/an,,,,"oui, attestation non conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,3 m²,,,,,,Oui,Semi-équipée,,Non,,,,,,,1,,Oui,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1600/sint-pieters-leeuw/rbt33898,RBT33898,Appartement à vendre,249000,Platanenlaan 48 2,1600 Sint-Pieters-Leeuw,Normal,1966,,2,10 m²,15 m²,,,77 m²,Non,24 m²,Oui,,,,Oui,1,Kitchenette,11 m²,1,1,Gaz,Double vitrage,Non,Non,3,,2,,,,Oui,5 m²,,,,,Oui,Oui,,206 kWh/m²/an,,,,"oui, attestation non conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,3 m²,,,,,,Oui,Semi-équipée,,Non,,,,,,,1,,Oui,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1600/sint-pieters-leeuw/rbt33897,RBT33897,Rez-de-chaussée à vendre,235000,Platanenlaan 48 1,1600 Sint-Pieters-Leeuw,Normal,1966,,1,14 m²,,,,85 m²,Non,27 m²,Oui,,,,Oui,1,Kitchenette,11 m²,1,1,Gaz,Double vitrage,Non,Non,3,,2,,Oui,,Oui,,,,,,Oui,Oui,,386 kWh/m²/an,,,,"oui, attestation non conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,3 m²,,,,,,Oui,Semi-équipée,1,Non,,Oui,,,,,1,,Oui,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/vbc64860,VBC64860,Maison à vendre,379000,,1600 Sint-Pieters-Leeuw,Normal,,,4,14 m²,13 m²,9 m²,,200 m²,Non,,Oui,,Oui,,Oui,1,Américaine,,2,2,Gaz,,,,2,6 m,4,2,Oui,,Oui,,,160 m²,,,Oui,Oui,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,65 m²,,,Non,Equipée,2,,,Oui,,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt32783,RBT32783,Maison à vendre,349000,Postweg 183,1600 Sint-Pieters-Leeuw,Normal,1979,A l’acte,3,11 m²,9 m²,14 m²,,145 m²,,34 m²,,,Oui,,Oui,1,,15 m²,1,1,Gaz,Double vitrage,Non,Non,2,,2,,Oui,,Oui,,,281 m²,,,Oui,Oui,,298 kWh/m²/an,,,,"oui, attestation non conforme",,Oui,Oui,Non,Risque moyen,Information non communiquée,,,,,,,,,,Non,Super équipée,1,Non,,,,,,,1,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1600/sint-pieters-leeuw/rbt16227,RBT16227,Appartement à vendre,249000,Galgstraat 275 5,1600 Sint-Pieters-Leeuw,Normal,1970,,2,14 m²,10 m²,,,75 m²,,20 m²,Non,,Non,,,,,8 m²,1,1,Mazout,Double vitrage,Oui,,2,,4,,Oui,Sud,,,,,,,,Oui,,190 kWh/m²/an,,04/04/2035,3603,"oui, attestation non conforme",,,,,Risque moyen,Information non communiquée,Non,,,4 m²,,,,,20250404-0003570911-RES-1,Non,Equipée,,Non,,,,Non,,Non,,,,,,,,Non,Non,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,2,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt30061,RBT30061,Maison à vendre,415000,Jaak Calloensstraat 14b,1600 Sint-Pieters-Leeuw,À rénover,1991,A l’acte,3,14 m²,16 m²,17 m²,,187 m²,,41 m²,,,Oui,,Oui,1,Kitchenette,17 m²,1,2,Mazout,,Non,Non,3,,,3,Oui,,Oui,15 m²,,448 m²,,,Non,Oui,Oui,304 kWh/m²/an,,,,"oui, attestation non conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,Non,Semi-équipée,,Non,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt28383,RBT28383,Maison à vendre,369000,Heidebloemstraat 2,1600 Sint-Pieters-Leeuw,Normal,1961,A l’acte,3,14 m²,14 m²,6 m²,,114 m²,Non,27 m²,Oui,,Oui,27 m²,Oui,1,,9 m²,1,2,,Double vitrage,Non,,3,6 m,2,1,Oui,,Oui,21 m²,Sud,211 m²,,6 m,Oui,Oui,,544 kWh/m²/an,67354 kWh/an,30/03/2035,13373,"oui, attestation non conforme",,Oui,,Non,Information non communiquée,Information non communiquée,,,,5 m²,,,80 m²,Nord,,Non,Super équipée,,Non,,,,,,Oui,2,,Oui,,,,,,,,,,,,,,,,28 m²,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt26654,RBT26654,Maison à vendre,349000,Jan Vanderstraetenstraat 80A,1600 Sint-Pieters-Leeuw,Normal,1950,,3,20 m²,15 m²,14 m²,,122 m²,Non,,,,,,,,,,1,1,Gaz,,,,2,,,,Oui,,Oui,,,268 m²,,,Oui,Oui,,370 kWh/m²/an,,,,"oui, attestation conforme",,,,Oui,Pas de risque d’inondation,Information non communiquée,Oui,53 m²,,,,,,,,Non,Super équipée,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rwc39411,RWC39411,Maison à vendre,430550,,1600 Sint-Pieters-Leeuw,Excellent,2025,A convenir,3,,,,,520 m²,,,,,Oui,,Oui,,Américaine,,1,,Gaz,Double vitrage,,,3,,,2,Oui,,,,,,,,Oui,Oui,Oui,,,,,"oui, attestation conforme",,,Oui,,Pas de risque d’inondation,Information non communiquée,,,,,Oui,,,,,,Super équipée,,,,Oui,,,,,1,Oui,Oui,23,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,520 m²,Oui,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1600/sint-pieters-leeuw/rbs97065,RBS97065,Duplex à vendre,290000,Begoniastraat 1 3,1600 Sint-Pieters-Leeuw,Normal,1980,A l’acte,4,,,,,190 m²,Non,,,,,,Oui,,,,2,,Gaz,Double vitrage,Non,,2,,,,,,Oui,6 m²,Sud,,,,Oui,Oui,,195 kWh/m²/an,,29/06/2033,,"oui, attestation non conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1600/sint-pieters-leeuw/rbt21155,RBT21155,Appartement à vendre,195000,Koning Albertstraat 74 3,1600 Sint-Pieters-Leeuw,À rénover,1965,,2,12 m²,8 m²,,,84 m²,,32 m²,Oui,4 m²,Non,,Oui,,,10 m²,,,,Double vitrage,,,2,,3,,,,Oui,,,,,,,Oui,,717 kWh/m²/an,,30/10/2033,14072,"oui, attestation non conforme",,,,Oui,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,20231030-0003027571-RES-1,Non,Semi-équipée,,Non,,,,Non,,Non,,,Oui,,,,,Non,Non,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,3,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1600/sint-pieters-leeuw/rbt20868,RBT20868,Villa à vendre,550000,Hoge Paal 15,1600 Sint-Pieters-Leeuw,,1974,A l’acte,4,,,,,190 m²,,,,,,,Oui,2,,,1,3,Electrique,Double vitrage,Non,Non,4,,3,2,Oui,,Oui,,,750 m²,,,,,,521 kWh/m²/an,,,,,,Oui,Non,Oui,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,Sud-ouest,20241007-0003403816-RES-2,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,Non,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/vbc67735,VBC67735,Maison à vendre,531735,,1600 Sint-Pieters-Leeuw,Nouveau,,,3,,,,,185 m²,,,,,,,Oui,1,,,2,2,,,,,4,9 m,,,,,,,,1033 m²,,9 m,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt15819,RBT15819,Maison à vendre,315000,Kloosterbergstraat 14,1600 Sint-Pieters-Leeuw,À rénover,1949,A l’acte,2,15 m²,12 m²,,,86 m²,Non,15 m²,Oui,,Oui,27 m²,,,Kitchenette,9 m²,1,2,,Double vitrage,Non,,2,,,,Oui,,Oui,,,116 m²,,,Oui,Oui,,361 kWh/m²/an,,22/04/2035,,"oui, attestation non conforme",,Oui,Non,Oui,Pas de risque d’inondation,Information non communiquée,Oui,13 m²,,4 m²,,,,Nord-ouest,,Non,Semi-équipée,,Non,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt14192,RBT14192,Maison à vendre,359000,Oude Brusselbaan 10,1600 Sint-Pieters-Leeuw,Normal,1963,,3,,,,,105 m²,,,Non,,Non,,Oui,1,,,1,,Gaz,,Non,Non,,,,,Oui,,Oui,,,200 m²,,,,,,339 kWh/m²/an,,,,pas d'application,,,Non,Non,Information non communiquée,Information non communiquée,,,,,,,,,20190702-0002174481-RES-1,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,42 m²,,,,,,,,,,,,Non,,,,,,,14 m²,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt13628,RBT13628,Maison à vendre,340000,Frans Demolstraat 18,1600 Sint-Pieters-Leeuw,À rénover,1932,,3,14 m²,14 m²,21 m²,,140 m²,,17 m²,Oui,,Oui,26 m²,,,Américaine,11 m²,2,1,Gaz,Double vitrage,Non,Non,2,,,,Oui,,Oui,,,131 m²,,,Oui,Oui,Oui,339 kWh/m²/an,,28/12/2034,,"oui, attestation conforme",,Non,Non,Oui,Pas de risque d’inondation,Information non communiquée,Oui,24 m²,,4 m²,,,,,,Non,Equipée,,Non,,,,,,Oui,,,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,3 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1600/sint-pieters-leeuw/rbt11590,RBT11590,Appartement à vendre,189000,Albert Debroyerstraat 3,1600 Sint-Pieters-Leeuw,,,A l’acte,1,,,,,60 m²,,,Non,,Non,,,,,,1,1,,Double vitrage,Non,Non,,,,,,,Oui,,,,,,,,,318 kWh/m²/an,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,Non,,,3580338,Non,Equipée,,,,,,Non,,Non,,,,,,,,Non,Non,,,,,,,,,,,"Zone, info non disponible",,,,,,,0,,,,Non,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt11185,RBT11185,Maison à vendre,445000,Jozef Sluysstraat 20,1600 Sint-Pieters-Leeuw,À restaurer,1969,A l’acte,1,,,,,,,,,,,,,,,,,,Non specifié,,Non,Non,4,,,2,Oui,,,,,1400 m²,,,Oui,Oui,,985 kWh/m²/an,,,,"oui, attestation non conforme",,Oui,Non,Non,Risque moyen,Information non communiquée,,,,,,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt10077,RBT10077,Maison à vendre,495000,Steenbergstraat 6,1600 Sint-Pieters-Leeuw,À rénover,1963,,4,15 m²,15 m²,20 m²,20 m²,235 m²,,50 m²,Oui,,,,Oui,1,Kitchenette,9 m²,2,2,Mazout,Double vitrage,Non,Non,4,,1,4,Oui,,Oui,,,940 m²,,,Oui,Oui,Oui,632 kWh/m²/an,,,,"oui, attestation non conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,Non,Semi-équipée,,Non,,,,Oui,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt08154,RBT08154,Maison à vendre,369000,Dennenlaan 30,1600 Sint-Pieters-Leeuw,Normal,1962,A l’acte,3,15 m²,11 m²,7 m²,,208 m²,Non,35 m²,Oui,,Oui,,Oui,1,Kitchenette,12 m²,1,2,,Double vitrage,Non,,2,6 m,,1,Oui,,Oui,,Sud-est,181 m²,,6 m,Oui,Oui,,288 kWh/m²/an,59967 kWh/an,08/11/2034,11794,"oui, attestation non conforme",03/06/2025,Oui,Non,Non,Information non communiquée,Information non communiquée,,,,,,,40 m²,Nord-ouest,,,Semi-équipée,,,,,,,,,1,,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt04659,RBT04659,Maison à vendre,429000,Hendrik Consciencestraat 23,1600 Sint-Pieters-Leeuw,Excellent,1995,,4,12 m²,12 m²,15 m²,12 m²,154 m²,,30 m²,Non,,Oui,25 m²,Oui,1,,12 m²,1,1,,Double vitrage,,,3,6 m,3,,Oui,Est,Oui,8 m²,,268 m²,46 m,6 m,,Oui,,386 kWh/m²/an,,26/02/2035,,"oui, attestation non conforme",,,,,Pas de risque d’inondation,Information non communiquée,Non,,,9 m²,,,,,20250528-0003612705-RES-1,Non,Equipée,,Non,,,,Non,,Non,,,Oui,,,,,Non,Non,,,,,,,,,,27 m²,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,55 m²,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbt01904,RBT01904,Maison à vendre,385000,Watertorenstraat 56,1600 Sint-Pieters-Leeuw,Remis à neuf,1957,A l’acte,2,,,,,149 m²,,,,,,,Oui,1,Américaine,,1,,Gaz,Double vitrage,,,2,6 m,,2,Oui,,Oui,,,133 m²,,6 m,,Oui,,184 kWh/m²/an,,18/03/2035,,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,Equipée,,,,Oui,,,,,1,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1600/sint-pieters-leeuw/vbc58206,VBC58206,Immeuble mixte à vendre,695000,,1600 Sint-Pieters-Leeuw,À rénover,1955,,5,20 m²,20 m²,18 m²,15 m²,280 m²,Non,,Oui,,,,Oui,20,Kitchenette,,2,3,Gaz,,Non,Non,4,,2,5,Oui,,Oui,25 m²,,2100 m²,,,Oui,Oui,,521 kWh/m²/an,107594 kWh/an,,21228,"oui, attestation non conforme",,,,Non,Information non communiquée,Information non communiquée,,,,,,,100 m²,,,Oui,Semi-équipée,,Non,,,11 m²,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1600/sint-pieters-leeuw/rbs55468,RBS55468,Rez-de-chaussée à vendre,359000,Victor Nonnemanstraat 56 GLV L,1600 Sint-Pieters-Leeuw,Excellent,1997,,2,15 m²,15 m²,,,108 m²,,31 m²,Non,,Non,,Oui,1,,11 m²,1,1,Electrique,Double vitrage,Oui,,,,3,,Oui,Nord-est,Oui,,,,,,,Oui,,411 kWh/m²/an,,02/02/2035,,"oui, attestation non conforme",,,,,Pas de risque d’inondation,Information non communiquée,Non,,,5 m²,,,200 m²,,20250202-0003518756-RES-1,Non,Super équipée,,Non,,,,Non,,Non,,,,,,,,Non,Non,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,0,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbs97527,RBS97527,Maison à vendre,419000,Lijsterslaan 25,1600 Sint-Pieters-Leeuw,Remis à neuf,1967,,4,10 m²,26 m²,16 m²,11 m²,210 m²,,,Non,,Oui,,Oui,1,,,1,,Mazout,Double vitrage,,,2,6 m,,,Oui,Est,Oui,19 m²,,202 m²,,6 m,,Oui,,337 kWh/m²/an,,,,"oui, attestation conforme",,,,Oui,Pas de risque d’inondation,Information non communiquée,Non,,,,,,95 m²,,20250202-0003520042-RES-1,Non,Equipée,,Non,,,,Non,,Non,,,Oui,,,,,Non,Non,,,,,,,,,,28 m²,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,75 m²,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1600/sint-pieters-leeuw/rbs31394,RBS31394,Villa à vendre,495000,Galgstraat 65,1600 Sint-Pieters-Leeuw,Normal,1988,A l’acte,3,16 m²,13 m²,10 m²,,257 m²,,60 m²,,,Oui,,Oui,1,Américaine,18 m²,1,2,Mazout,Double vitrage,Non,Oui,4,,,5,Oui,,Oui,,,605 m²,,,Oui,Oui,Oui,272 kWh/m²/an,,,,"oui, attestation non conforme",,,,Non,Pas de risque d’inondation,Information non communiquée,,,,10 m²,,,,,,Non,Equipée,,Non,,Oui,,,,Oui,1,,,,,,21 m²,,,,,,,,,,,,18 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/rbs87866,RBS87866,Maison à vendre,470000,August Detr?straat 85,1600 Sint-Pieters-Leeuw,Normal,1961,,2,22 m²,20 m²,,,157 m²,,23 m²,,,Oui,,Oui,1,,23 m²,1,1,Electrique,Double vitrage,,,4,7 m,,,Oui,Sud,,,,6512 m²,143 m,52 m,,Oui,,1103 kWh/m²/an,,14/05/2034,,"oui, attestation non conforme",,Oui,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,20240514-0003245724-RES-1,,Semi-équipée,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1600/sint-pieters-leeuw/rbs84560,RBS84560,Fermette à vendre,699000,Nederstraat 44,1600 Sint-Pieters-Leeuw,À rénover,1875,A l’acte,3,14 m²,12 m²,9 m²,,600 m²,,17 m²,Oui,,Oui,,Oui,1,Indépendante,14 m²,1,1,Non specifié,,Non,Non,4,,,5,Oui,,,,,2602 m²,,,Oui,Oui,,1484 kWh/m²/an,,,,"oui, attestation non conforme",,Non,Oui,Non,Risque élevé,Information non communiquée,Oui,25 m²,,,,,,,,Non,,,Non,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/vbc48875,VBC48875,Maison à vendre,648843,,1600 Sint-Pieters-Leeuw,Nouveau,,,3,,,,,189 m²,,,,,,,Oui,1,,,1,2,,,,,4,12 m,,,,,,,,822 m²,,12 m,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1600/sint-pieters-leeuw/vbc48874,VBC48874,Maison à vendre,645636,,1600 Sint-Pieters-Leeuw,Nouveau,,,3,,,,,152 m²,,,,,,,,,,,1,2,,,,,4,11 m,,,,,,,,822 m²,,11 m,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1600/sint-pieters-leeuw/rbs82327,RBS82327,Appartement à vendre,279000,Ruisbroeksesteenweg 41C 2 links,1600 Sint-Pieters-Leeuw,Excellent,1976,,2,15 m²,12 m²,,,91 m²,,29 m²,Non,,Non,,Oui,1,,8 m²,1,1,Gaz,Double vitrage,,,2,,4,,,,Oui,8 m²,,,,,,Oui,,107 kWh/m²/an,,21/02/2035,,"non, pas d'attestation",,,,,Pas de risque d’inondation,Information non communiquée,Non,,,4 m²,,,,,20250221-0003534985-RES-1,Non,Equipée,,Non,,,,Non,,Non,,,Oui,,,,,Non,Non,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,2,,,,,,,,,,,,,,,,
