ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_du_séjour,Garage,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Maison_basse_énergie,Panneaux_solaires,Chauffage_au_sol,Pompe_à_chaleur,Type_de_vitrage,Compteur_Bihoraire,Parlophone,Nombre_de_places_de_parking_extérieur,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,Niveau_E,Nombre_de_Garages,Orientation_du_jardin,Surface_constructible,Piscine_extérieure,Surface_du_jardin,Étage_de_lappartement,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Attestation__Asbuilt,Largeur_de_la_façade,Profondeur_du_terrain,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_de_la_cuisine,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Air_conditionné,Alarme_antieffraction,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Nombre_de_douches,Surface_salle_à_manger,Accessible_aux_moins_valides,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Espace_ouvert_sensible_à_leau__WORG,Balcon,Surface_du_bureau,Surface_du_dressing,Surface_du_garage,Surface_de_lades_salles_de_bain,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_chambre_à_coucher_5,Surface_des_caves,Surface_du_grenier,Niveau_K,Porte_daccès_sécurisée,Surface_totale,Porte_de_garage_motorisée,Feu_ouvert,Panneaux_solaires_thermiques,Clef_électronique,Domotique,HammamSaunaJacuzzi,Conso_annuelle_totale_dénergie_primaire
https://immovlan.be/fr/detail/appartement/a-vendre/2970/schilde/rbt09992,RBT09992,Appartement à vendre,430000,Turnhoutsebaan 358,2970 Schilde,,,1973,A l’acte,3,104 m²,,,,,,,,,Equipée,1,1,Gaz,Non,,,,Oui,,,,0 kWh/m²/an,20241104-0003431983-RES-1,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,Double vitrage,,,,,,,1,,,,,1,,,,10 m,10 m,,,,,,,,,,,,Non,Non,,10 m,,,Non,,,,Non,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2970/schilde/rbs16980,RBS16980,Maison à vendre,599000,Kraanweide 10,2970 Schilde,Excellent,,2006,Immédiatement,4,230 m²,,,Oui,,,,,,Equipée,2,,,,Nord-ouest,3,Oui,Oui,410 m²,,,151 kWh/m²/an,20241125-0003395086-RES-1,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,43 m²,Oui,,,,,,,,,,,,,,,,,,190 m²,,,28 m²,,,,Oui,,19 m²,11 m²,14 m²,15 m²,14 m²,,,,,,,,7 m,,,,,,,,13 m²,,,,,,,,,,,,,Non,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/2970/schilde/rbr92633,RBR92633,Bungalow à vendre,148000,Bospad 2,2970 Schilde,,Non,,A l’acte,1,55 m²,,Non,Non,Non,Non,Non,Non,Non,Equipée,1,1,Non specifié,Non,Sud-est,2,Oui,,230 m²,,,0 kWh/m²/an,20241115-0003447090,,,Non,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,,,,,,,,,Double vitrage,,,2,,,,,,,Non,,,,,,8 m,16 m,,,,,,,,,,,,Non,Non,,14 m,,,Non,,,,Non,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/2970/schilde/rbq43890,RBQ43890,Penthouse à vendre,399500,Dorpsstraat 53,2970 Schilde,Nouveau,,,,2,101 m²,Non,,,,,,,,,,,Non specifié,Non,,,Oui,Oui,,,,,,,pas d'application,,,Information non communiquée,Information non communiquée,,Oui,,,,,,,,,,,,,,,,,,,2,,8 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3050/oud-heverlee/rbt73021,RBT73021,Maison à vendre,725000,Groenstraat 26 A,3050 Oud-Heverlee,Normal,Non,2015,,5,210 m²,Non,Non,Non,Non,Non,Non,Non,Non,,2,,Non specifié,Non,,3,Oui,Oui,475 m²,Oui,Oui,57 kWh/m²/an,20250612-0003623630-RES-1,12/06/2035,"oui, attestation conforme",Non,Zone d'extension d'habitat,Pas de risque d’inondation,Information non communiquée,,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3051/sint-joris-weert/rbr89770,RBR89770,Maison à vendre,370000,Leuvensestraat 25,3051 Sint-Joris-Weert,À rénover,,1916,,,335 m²,,,,,,,,,,,,Electrique,,,4,,,510 m²,Oui,Oui,748 kWh/m²/an,20240611-0003276685-RES-1,11/06/2034,"oui, attestation non conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Risque élevé,Information non communiquée,,,,,,,,,Simple vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3054/vaalbeek/rbt46828,RBT46828,Maison à vendre,665000,Nijvelsebaan 37,3054 Vaalbeek,Nouveau,Non,2025,A l’acte,4,175 m²,Non,Non,Non,Non,Non,Non,Non,Non,,1,2,Electrique,Non,Sud-est,,Oui,Oui,397 m²,,,15 kWh/m²/an,,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,Oui,,,,3,,,,,,,,,,,22 m²,,,39 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3061/leefdaal/rbt62754,RBT62754,Villa à vendre,625000,Elzenstraat 12,3061 Leefdaal,Normal,,1978,,3,180 m²,,Oui,Non,Non,,,,,,2,,Mazout,Non,Sud-est,,Oui,,650 m²,,,254 kWh/m²/an,20250520-0003604865-RES-1,20/05/2035,pas d'application,Non,,Pas de risque d’inondation,Information non communiquée,,Oui,,,,Oui,,,Double vitrage,,,,,,,1,,141 m²,,,,3,,,,,,Non,,,,,,,,,,,,,,,,Non,,,,,,,28 m²,14 m²,Non,,140 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3061/leefdaal/rbt44195,RBT44195,Villa à vendre,799000,Neerijse steenweg 29,3061 Leefdaal,Excellent,,1964,A l’acte,5,334 m²,,,Oui,,Oui,,,,,2,,Gaz,,,4,Oui,Oui,739 m²,,,278 kWh/m²/an,,,"oui, attestation non conforme",Oui,,Pas de risque d’inondation,Information non communiquée,44 m²,Oui,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,Oui,Oui,20 m²,11 m²,16 m²,9 m²,11 m²,,,,,,,,,,17 m²,,,,,,,,,,,20 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3061/leefdaal/rbt03296,RBT03296,Maison à vendre,349000,Neerijse steenweg 4,3061 Leefdaal,À rénover,,1996,,3,200 m²,,Oui,Oui,,,,,,,1,2,,,,3,Oui,Oui,253 m²,Oui,Oui,256 kWh/m²/an,20240412-0003211395-RES-1,,"non, pas d'attestation",Oui,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,36 m²,Oui,,,,,,,,,,,,,,1,Sud-ouest,,,100 m²,,,15 m²,,9 m,10 m,,,,,,,,,,,,,,,13 m,,,,,,,,,,16 m²,,,,30 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3061/leefdaal/rbs96260,RBS96260,Appartement à vendre,599350,Neerijse steenweg 6,3061 Leefdaal,Nouveau,,2026,,3,155 m²,,,,,,Oui,Oui,,Super équipée,2,2,,Oui,,3,Oui,Oui,,Oui,Oui,,,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,55 m²,,,,,,,Oui,Double vitrage,,Oui,,,,,,Sud-ouest,,,,1,2,41 m²,,,,,,12 m²,10 m²,21 m²,,,,,,,,,,,,,,,,,,,8 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3061/leefdaal/rbs96258,RBS96258,Appartement à vendre,609350,Neerijse steenweg 6,3061 Leefdaal,Nouveau,,2026,,3,138 m²,,,,,,Oui,,,Super équipée,2,3,,Oui,,3,Oui,Oui,,Oui,Oui,,,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,48 m²,,,,,,,Oui,Double vitrage,,Oui,,,,,,Sud-ouest,,,,2,2,33 m²,,,,,,11 m²,10 m²,19 m²,,,,,,,,,,,,,,,,,,,6 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3061/leefdaal/rbs90635,RBS90635,Appartement à vendre,465000,,3061 Leefdaal,Nouveau,,2025,,2,121 m²,Non,,,,,,,,,1,,,Oui,Sud,,Non,Oui,,,,,,,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,,Oui,,,,,,,,,,1,,,,1,,131 m²,,,1,3,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3061/leefdaal/rbs90179,RBS90179,Maison à vendre,428000,Vlieguit 42,3061 Leefdaal,,,1965,,3,172 m²,,Oui,,,,,Oui,,,1,1,,,,,Oui,Oui,664 m²,,Oui,796 kWh/m²/an,,,"oui, attestation non conforme",Oui,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,Oui,,,,,,,,,,,,,,1,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3061/leefdaal/rbs80754,RBS80754,Appartement à vendre,380000,,3061 Leefdaal,Nouveau,,2025,,2,95 m²,Non,,,,,,,,,1,,,Oui,Sud,,Non,Oui,,,,,,,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,,Oui,,,,,,,,,,1,,,,1,,105 m²,,,1,3,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3061/leefdaal/rbs80753,RBS80753,Appartement à vendre,370000,,3061 Leefdaal,Nouveau,,2025,,1,94 m²,Non,,,,,,,,,1,,,Oui,Sud,,Non,Oui,,,,,,,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,,Oui,,,,,,,,,,1,,,,1,,104 m²,,,1,3,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/3078/meerbeek/rbt72253,RBT72253,Fermette à vendre,795000,Schoonaardestraat 175,3078 Meerbeek,Normal,,1977,,3,245 m²,,Oui,Oui,Non,,,,,,2,,Mazout,Non,,,Oui,Oui,1833 m²,,,295 kWh/m²/an,0003422337-RES-1,,"non, pas d'attestation",Non,,Risque élevé,Information non communiquée,,Oui,,,,,,,Double vitrage,,,,,,,1,,102 m²,,,,,,,9 m,,,Non,,,,,,,,,,,,,,,,Non,,,,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/3078/meerbeek/rbt09407,RBT09407,Fermette à vendre,795000,Schoonaardestraat 175,3078 Meerbeek,Normal,,1977,,3,245 m²,,Oui,Oui,Non,,,,,,2,,Mazout,Non,,,Oui,Oui,1833 m²,,,295 kWh/m²/an,0003422337-RES-1,,"non, pas d'attestation",Non,,Risque élevé,Information non communiquée,,Oui,,,,,,,Double vitrage,,,,,,,1,,102 m²,,,,,,,9 m,,,Non,,,,,,,,,,,,,,,,Non,,,,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3078/everberg/rbt67297,RBT67297,Villa à vendre,530000,Tortelduivenstraat 29,3078 Everberg,Normal,,1980,,3,211 m²,,Non,Non,Oui,,,,,,2,,Gaz,Non,,,Oui,Oui,1256 m²,,,346 kWh/m²/an,20250605-0003618442-RES-1,06/06/2035,"non, pas d'attestation",Non,,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,Double vitrage,,,,,,,1,,94 m²,,1165 m²,,2,,,,,,Non,,,,,,,,,,,,,,,,Non,,,,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/3078/everberg/rbt46936,RBT46936,Immeuble mixte à vendre,320000,Dorpsstraat 203,3078 Everberg,Normal,Non,1948,A l’acte,2,260 m²,Non,Non,Non,Non,Non,Non,Non,Non,,1,2,Mazout,Non,Sud-est,2,Oui,,490 m²,,,355 kWh/m²/an,20220506-0002598852-RES-1,06/05/2032,"oui, attestation non conforme",Oui,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,140 m²,Oui,,,,Oui,,,,,,,,,,1,,,,,,1,,Non,19 m,31 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3078/everberg/rbt43425,RBT43425,Maison à vendre,425000,Driesstraat 14,3078 Everberg,À rénover,Non,,Immédiatement,3,145 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Equipée,1,2,,Non,,,Oui,Oui,,Oui,Oui,714 kWh/m²/an,20220929-0002685048-RES-1,,,Non,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,,,,,,,Non,,Double vitrage,,,,,,,,,289 m²,Non,,,,,Non,,,,,,,,,,,,,,Non,Non,,,,,Non,,,,Non,,,,,Non,,,,,,,Non,Non,Non,Non,Non,Non,
https://immovlan.be/fr/detail/maison/a-vendre/3078/everberg/vbc35480,VBC35480,Maison à vendre,890000,,3078 Everberg,Excellent,Non,,,6,235 m²,Non,,Oui,,Oui,,,,Super équipée,3,3,Air pulsé,Non,,3,Oui,,966 m²,,Oui,15 kWh/m²/an,,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,26 m²,Oui,,,,Oui,,Oui,Triple vitrage,,Oui,4,Oui,Oui,,1,Sud,,Non,,,2,,,,,Oui,,12 m²,13 m²,14 m²,17 m²,15 m²,,,,,,Oui,,,,27 m²,,,,,,,,,,,17 m²,,,,,,,,,,,,9 kWh/an
