ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_du_séjour,Garage,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Maison_basse_énergie,Panneaux_solaires,Chauffage_au_sol,Pompe_à_chaleur,Type_de_vitrage,Compteur_Bihoraire,Parlophone,Nombre_de_places_de_parking_extérieur,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,Niveau_E,Nombre_de_Garages,Orientation_du_jardin,Surface_constructible,Piscine_extérieure,Surface_du_jardin,Étage_de_lappartement,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Attestation__Asbuilt,Largeur_de_la_façade,Profondeur_du_terrain,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_de_la_cuisine,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Air_conditionné,Alarme_antieffraction,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Nombre_de_douches,Surface_salle_à_manger,Accessible_aux_moins_valides,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Espace_ouvert_sensible_à_leau__WORG,Balcon,Surface_du_bureau,Surface_du_dressing,Surface_du_garage,Surface_de_lades_salles_de_bain,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_chambre_à_coucher_5,Surface_des_caves,Surface_du_grenier,Niveau_K,Porte_daccès_sécurisée,Surface_totale,Porte_de_garage_motorisée,Feu_ouvert,Panneaux_solaires_thermiques,Clef_électronique,Domotique,HammamSaunaJacuzzi,Conso_annuelle_totale_dénergie_primaire
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbs60157,RBS60157,Maison à vendre,1275000,Kapelsesteenweg 224A,2930 Brasschaat,Remis à neuf,,1938,,4,314 m²,,,,,,Oui,Oui,,Super équipée,2,,,,,4,Oui,,1914 m²,Oui,Oui,238 kWh/m²/an,20220720-0002641151-RES-1,,"oui, attestation conforme",,Parc résidentiel,Risque élevé,Information non communiquée,,Oui,,,,,,,Double vitrage,,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbs35685,RBS35685,Maison à vendre,339000,Bredabaan 565,2930 Brasschaat,Normal,,1930,,2,130 m²,,,,Oui,,,,,Equipée,1,1,Gaz,,,2,Oui,Oui,300 m²,Oui,Oui,277 kWh/m²/an,,,"non, pas d'attestation",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,Double vitrage,,,,,,,,Sud-est,,,,,2,,,6 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbr87205,RBR87205,Maison à vendre,298000,Annadreef 4,2930 Brasschaat,À rénover,,1931,,2,132 m²,,,,Oui,,,,,Semi-équipée,1,1,,,,4,Oui,Oui,251 m²,Oui,Oui,858 kWh/m²/an,,,"non, pas d'attestation",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,Double vitrage,,,,,,,1,Ouest,,,,,1,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbi70793,RBI70793,Maison à vendre,521345,Rerum Novarumlei 29,2930 Brasschaat,Nouveau,,2022,,4,181 m²,,,,,,,,,,2,2,,,,2,Oui,Oui,240 m²,,Oui,99 kWh/m²/an,,,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,Oui,Double vitrage,,,,,,,,Ouest,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2930/brasschaat/rbf61797,RBF61797,Maison à vendre,521345,Rerum Novarumlei 29,2930 Brasschaat,Nouveau,,2022,,4,181 m²,,,,,,,,,,2,2,,,,2,Oui,Oui,240 m²,,Oui,99 kWh/m²/an,,,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/2930/brasschaat/rbi22542,RBI22542,Rez-de-chaussée à vendre,272000,,2930 Brasschaat,Normal,Non,1980,A l’acte,2,73 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,1,,Gaz,Non,Est,2,Oui,Oui,,,,267 kWh/m²/an,20221128-0002738676-RES-1,,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,27 m²,Oui,,,,,,,,,,,,,,1,,,,,,2,18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2940/stabroek/rbt66279,RBT66279,Maison à vendre,199900,Grote Molenweg 93,2940 Stabroek,À rénover,Non,,A l’acte,3,120 m²,Non,Non,Non,Non,Non,Non,Non,Non,,1,1,Gaz,Non,Nord-est,,Oui,,392 m²,,,,000347526-RES-1,10/12/2034,"non, pas d'attestation",,,Information non communiquée,Information non communiquée,23 m²,Oui,,,,,,,,,,,,,,1,,,,155 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2940/stabroek/rbt44939,RBT44939,Maison à vendre,359000,Puttestraat 79,2940 Stabroek,Normal,,,A l’acte,3,138 m²,,Oui,,,,,,,Super équipée,1,1,,Non,Est,2,Oui,Oui,545 m²,Oui,Oui,259 kWh/m²/an,,23/01/2035,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,,Oui,2,,,,,,Double vitrage,,,,Oui,,,1,,,Oui,430 m²,,1,,,,,Oui,Non,15 m²,9 m²,8 m²,,,,,,,,,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2940/stabroek/rbt38319,RBT38319,Appartement à vendre,279000,Sierkerslaan 18 2,2940 Stabroek,Excellent,Non,1976,A l’acte,2,87 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,1,1,Gaz,Non,Nord-est,2,Non,Oui,,Oui,Oui,140 kWh/m²/an,2477060,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,29 m²,Oui,,,,,,,,,,1,,,,1,,,,,2,,7 m²,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,7 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2940/stabroek/rbt38313,RBT38313,Maison à vendre,529000,Lepelstraat 39,2940 Stabroek,Nouveau,,2024,A l’acte,4,211 m²,Non,,,,,,,,Super équipée,2,2,,Non,Ouest,2,Oui,Oui,176 m²,Oui,Oui,,,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,1,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2940/hoevenen/rbt66728,RBT66728,Maison à vendre,349000,Pauwelsdreef 8,2940 Hoevenen,À rénover,Non,1975,A l’acte,5,220 m²,Non,Non,Oui,Non,Non,Non,Non,Non,,2,2,Mazout,Non,Est,3,Oui,Oui,325 m²,Oui,Oui,674 kWh/m²/an,3095212,,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,Oui,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2940/hoevenen/rbt15181,RBT15181,Maison à vendre,514000,Olmenlaan 39,2940 Hoevenen,Normal,Non,1976,A l’acte,3,204 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Super équipée,1,,Gaz,Non,Nord,4,Oui,Oui,702 m²,Oui,Oui,319 kWh/m²/an,3373683,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2950/kapellen/rbt71468,RBT71468,Maison à vendre,659000,Vinusakker 44,2950 Kapellen,Normal,Non,1982,A convenir,5,236 m²,Non,Non,Oui,Non,Non,Non,Non,Non,,1,2,Non specifié,Non,,,Oui,,915 m²,,Oui,444 kWh/m²/an,20250516-0003603203-RES-2,16/05/2035,pas d'application,,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,54 m²,Oui,,,,Oui,,,,,,2,,,,1,,,,630 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2950/kapellen/rbt67519,RBT67519,Maison à vendre,365000,Kloosterlaan 10,2950 Kapellen,Nouveau,Non,2021,A l’acte,3,240 m²,Non,Non,Non,Non,Non,Non,Non,Non,,2,,Gaz,Non,Est,2,Oui,Oui,235 m²,,,,,,pas d'application,,,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,1,,104 m²,,135 m²,,,30 m²,,7 m,35 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2950/kapellen/rbt66721,RBT66721,Maison à vendre,315000,René De Pauwstraat 70,2950 Kapellen,Normal,Non,1950,A l’acte,3,132 m²,Non,Non,Non,Non,Non,Non,Non,Non,,1,2,Gaz,Non,Nord-est,2,Oui,Oui,160 m²,Oui,Oui,341 kWh/m²/an,3515261,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,6 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2950/kapellen/rbt64612,RBT64612,Maison à vendre,309000,Essenhoutstraat 212,2950 Kapellen,À rénover,Non,1959,A l’acte,3,166 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Semi-équipée,1,1,Gaz,Non,Nord-ouest,2,Oui,Oui,157 m²,,,429 kWh/m²/an,20250605-0003618474-RES-1,,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2950/kapellen/rbt64215,RBT64215,Maison à vendre,529000,Fortsteenweg 29,2950 Kapellen,Normal,Non,1972,A l’acte,4,170 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Super équipée,1,2,Gaz,Non,Nord,3,Oui,Oui,,Oui,Oui,78 kWh/m²/an,20250527-0003601741-RES-2,27/05/2035,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,,,,,,,,,,,,,,,,,,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2950/kapellen/rbt64213,RBT64213,Maison à vendre,329000,Essenhoutstraat 35,2950 Kapellen,À rénover,Non,1981,A l’acte,3,183 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Super équipée,1,2,Gaz,Non,Sud-est,2,Oui,Oui,190 m²,Oui,Oui,248 kWh/m²/an,20250528-0003612965-RES-1,28/05/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,48 m²,Oui,,,,,,,,,,,,,,1,,,,,,,,,5 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2950/kapellen/rbt45485,RBT45485,Maison à vendre,489000,Dennenlaan 31,2950 Kapellen,Normal,Non,2004,,5,200 m²,Non,Non,Non,Non,Non,Non,Non,Non,,2,3,Gaz,Non,Nord-ouest,,Oui,Oui,210 m²,,,230 kWh/m²/an,0003581889,19/04/2035,pas d'application,,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,51 m²,Oui,,,,,,,,,,1,,,,1,,,,78 m²,,,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2950/kapellen/rbt39150,RBT39150,Maison à vendre,495000,Heidestraat 33,2950 Kapellen,,,1960,Immédiatement,3,114 m²,,,,,,,,,,,,Non specifié,Non,Ouest,3,Oui,,256 m²,,,181 kWh/m²/an,20241024-0003425241-RES-1,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,Double vitrage,,,3,,,,,,,,,,2,,,,,Oui,Non,,,,,,,,,,Oui,Non,,,,,Non,,,,Non,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2950/kapellen/rbt38314,RBT38314,Maison à vendre,549000,Engelselei 51,2950 Kapellen,Nouveau,,,Immédiatement,4,192 m²,Non,,Oui,,,,,,,,2,,Non,,2,Oui,Oui,130 m²,,,,,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2950/kapellen/rbt37783,RBT37783,Maison à vendre,450000,Koraalstraat 3,2950 Kapellen,Nouveau,,2023,A l’acte,4,228 m²,Non,,,,,,,,,2,2,Gaz,Non,Nord-est,2,Oui,Non,227 m²,Oui,Oui,,,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,1,,,,1,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2950/kapellen/rbt32415,RBT32415,Maison à vendre,449000,Korte Spelierlaan 8,2950 Kapellen,À rénover,,1958,,4,164 m²,,Oui,Oui,,,,,,Equipée,1,,Mazout,,,4,Oui,Oui,1050 m²,,Oui,564 kWh/m²/an,,,"non, pas d'attestation",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,Double vitrage,,,,,,,1,Est,,,,,1,,,9 m,,Oui,,,,,,,,,,,,,,15 m,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2950/kapellen/rbt30750,RBT30750,Maison à vendre,389000,Frans De Peuterstraat 205,2950 Kapellen,Normal,,2003,,3,162 m²,,Oui,,,,,Oui,,Equipée,1,2,Gaz,,,2,Oui,Oui,111 m²,Oui,Oui,138 kWh/m²/an,,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,Double vitrage,,,,,,,1,Sud-est,,,,,2,,,6 m,,,,,,,,,,,,,,,,6 m,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2970/schilde/rbt67745,RBT67745,Maison à vendre,425000,Goudbloemlaan 4,2970 Schilde,Normal,Non,1938,A l’acte,2,111 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,1,1,Gaz,Non,Sud-ouest,3,Oui,Oui,443 m²,,,388 kWh/m²/an,20250502-0003589695-RES-1,02/05/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2970/schilde/rbt67739,RBT67739,Villa à vendre,799000,Sparrendreef 4,2970 Schilde,Normal,Non,1972,A l’acte,6,361 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,2,,Gaz,Non,Sud-est,4,Oui,Oui,2051 m²,,,235 kWh/m²/an,20221103-0002715415-RES-1,03/11/2032,"oui, attestation non conforme",Non,Parc résidentiel,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,4,,,,,,275 m²,,,,,58 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2970/schilde/rbt67515,RBT67515,Maison à vendre,439000,De Spildoren 15,2970 Schilde,À rénover,Non,1979,A l’acte,3,157 m²,Non,Non,Oui,Non,Non,Non,Non,Non,,,,Gaz,Non,Nord-est,3,Oui,Oui,315 m²,,,188 kWh/m²/an,3608521-RES-1,23/05/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,33 m,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2970/schilde/rbt65281,RBT65281,Maison à vendre,749500,Putseheide 61,2970 Schilde,,,2018,A l’acte,2,160 m²,,,,,,,,,Equipée,2,2,Solaire,Non,,2,Oui,Oui,1122 m²,,,68 kWh/m²/an,11039-G-2016-15174/EP13934/A001/D01/SD001,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,,,Triple vitrage,,,5,,,35,,,,,,,2,20 m²,,8 m,45 m,,,,,,,,,,,,Non,Non,,25 m,,,Non,,,,Non,,,,,Non,,,,0,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/2970/schilde/rbt62964,RBT62964,Bungalow à vendre,449000,Oelegemsteenweg 28,2970 Schilde,À rénover,Non,1997,Immédiatement,3,134 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Super équipée,1,2,Gaz,Non,Sud-ouest,4,Oui,Oui,964 m²,,,216 kWh/m²/an,0003437799-RES-3,06/11/2034,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,33 m²,Oui,,,,,,,,,,3,,,,1,,146 m²,,,,,,Non,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2970/schilde/rbt62810,RBT62810,Appartement à vendre,495000,Turnhoutsebaan 165-167 1.02,2970 Schilde,Normal,,1998,,3,130 m²,Non,Oui,,,,,,Oui,Equipée,1,2,Gaz,Oui,,3,,Oui,,Oui,Oui,198 kWh/m²/an,,19/05/2035,,Non,,Pas de risque d’inondation,Information non communiquée,47 m²,Oui,1,Américaine,,,,,Double vitrage,,Oui,,,,,,,,,,1,4,65 m²,,8 m,,Oui,Non,14 m²,14 m²,8 m²,,11 m²,,,,,,,Nord-est,,,,Oui,,,,,,,,8 m²,,,6 m²,,,Oui,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2970/schilde/rbt48216,RBT48216,Maison à vendre,599000,Waterlaatstraat 72,2970 Schilde,,Non,1953,A l’acte,3,172 m²,,Non,Non,Non,Non,Non,Non,Non,Equipée,2,2,Gaz,Non,Sud,3,Oui,Oui,420 m²,,,0 kWh/m²/an,20220124-0002522914-RES-1,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,1,,,,,,,Non,,,3,,,6 m,53 m,,,,,,,,,,,,Non,Non,,9 m,,,Non,,,,Non,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2970/schilde/rbt44227,RBT44227,Villa à vendre,1395000,Paviljoendreef 29,2970 Schilde,Normal,Oui,2000,A l’acte,4,344 m²,,,Oui,,Oui,Oui,,,Equipée,3,3,Gaz,Non,,4,Oui,Oui,2675 m²,Oui,Oui,164 kWh/m²/an,,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,84 m²,Oui,2,Américaine,,Oui,,,Double vitrage,,Oui,,,,,,,,Oui,,,,45 m²,,19 m,,Oui,Non,18 m²,20 m²,19 m²,31 m²,18 m²,,,,,Oui,Oui,,19 m,,27 m²,,,,,,,8 m²,34 m²,10 m²,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/2970/schilde/rbt44002,RBT44002,Chalet à vendre,179000,Haksellaan 2,2970 Schilde,À rénover,Non,1985,A l’acte,1,102 m²,Non,Non,Non,Non,Non,Non,Non,Non,Semi-équipée,1,1,Gaz,Non,Sud,,Oui,,1000 m²,,,464 kWh/m²/an,3608531-RES-1,23/05/2035,"oui, attestation non conforme",Non,Zone de séjour récréatif,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,,,,,,,,,,,51 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2970/schilde/rwc39626,RWC39626,Maison à vendre,465000,De Pont 4,2970 Schilde,À rénover,Non,1961,A convenir,3,132 m²,,Oui,,,,,Oui,,Semi-équipée,1,,Gaz,,,4,Oui,Oui,,Oui,Oui,560 kWh/m²/an,3527312,,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,35 m²,Oui,,Indépendante,,,,,Double vitrage,,,,Oui,,,,,,,600 m²,,,,Non,,,Oui,Non,12 m²,12 m²,8 m²,,7 m²,,,,,,,,,,,,,,Non,,,,30 m²,,Non,,14 m²,,,,761 m²,Non,Oui,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2970/schilde/rbt34754,RBT34754,Villa à vendre,720000,Heidemolen 14,2970 Schilde,,Non,,,4,200 m²,,Non,Non,Non,Non,Non,Non,Non,Equipée,2,2,Non specifié,Non,Nord-est,4,Oui,Oui,1976 m²,,,157 kWh/m²/an,20220726-0002646037-RES-1,,,Non,Zone forestière,Pas de risque d’inondation,Information non communiquée,,,,,,Oui,Oui,,Double vitrage,,,4,,,,,,,Non,,,2,,,17 m,70 m,,,,,,,,,,,,Non,Non,,28 m,,,Non,,,,Non,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2970/schilde/rbt33230,RBT33230,Maison à vendre,1792500,Bellevuedreef 1,2970 Schilde,,,1957,,3,,,Oui,,,,,,,Super équipée,3,,,,,4,Oui,,3750 m²,Oui,Oui,355 kWh/m²/an,20250327-0002423958-RES-2,,"non, pas d'attestation",,Zone de parc,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,Double vitrage,,,,,,,1,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2970/schilde/rbt29599,RBT29599,Villa à vendre,1295000,Drijhoekdreef 42,2970 Schilde,,,1978,A l’acte,4,520 m²,Non,,,,,,,,,2,,Mazout,Non,Sud-ouest,4,Oui,Oui,11875 m²,,,232 kWh/m²/an,20230318-0002841270-RES-1,,pas d'application,,,Information non communiquée,Information non communiquée,,Oui,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2970/schilde/rbt26592,RBT26592,Villa à vendre,799000,Prins Boudewijnlaan 51,2970 Schilde,Normal,Non,1950,A l’acte,3,242 m²,Non,Non,Non,Non,Non,Non,Non,Non,Super équipée,2,,Gaz,Non,Sud-ouest,4,Oui,Oui,980 m²,,,162 kWh/m²/an,3596002-RES-1,08/05/2035,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2970/schilde/vbc66124,VBC66124,Maison à vendre,593024,,2970 Schilde,Nouveau,,,,3,176 m²,,,,,,,,,,2,2,,,,4,,,954 m²,,,,,,,,,Information non communiquée,Information non communiquée,,Oui,,,,,,,,,,,,Oui,,1,,,,,,,,,7 m,,,,,,,,,,,,,,,,7 m,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2970/schilde/vbc66122,VBC66122,Maison à vendre,553540,,2970 Schilde,Nouveau,,,,4,206 m²,,,,,,,,,,2,2,,,,3,,,369 m²,,,,,,,,,Information non communiquée,Information non communiquée,,Oui,,,,,,,,,,,,Oui,,1,,,,,,,,,9 m,,,,,,,,,,,,,,,,9 m,,,,,,,,,,,,,,,,,,,,,,,,,
