ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Garage,Type_de_chauffage,Type_de_vitrage,Nombre_de_façades,Jardin,Terrasse_aménagée,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Référence_PEB,Type_de_zone_inondable,Zone_inondable_délimitée,Etat_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_du_séjour,Caves,Grenier,Salle_à_manger,Surface_salle_à_manger,Dressing,Buanderie,Nombre_de_Garages,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Maison_basse_énergie,Panneaux_solaires,Panneaux_solaires_thermiques,Chauffage_au_sol,Compteur_deau_individuel,Air_conditionné,Domotique,Parlophone,Alarme_antieffraction,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Nombre_détages_de_limmeuble,Raccordé_aux_égouts,Raccordé_à_leau_courante,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Citernes_à_mazout,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Disponibilité_du_bien,Surface_chambre_à_coucher_4,Type_de_cuisine,Nombre_de_douches,Ascenseur,Accessible_aux_moins_valides,Raccordé_au_gaz_de_ville,Citerne_à_eau_de_pluie,Piscine_extérieure,Date_de_validité_PEB,Meublé,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Surface_de_la_terrasse,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Véranda,Local_vélo,Nombre_de_places_de_parking_extérieur,Surface_du_jardin,Surface_du_bureau,Nombre_de_place_de_parking_intérieur,Adoucisseur_deau,Étage_de_lappartement,Balcon,Surface_du_garage,Orientation_du_jardin,Surface_des_caves,Surface_du_grenier,Surface_de_lades_salles_de_bain,Attestation__Installation_électrique__Validité,Clef_électronique,Orientation_de_la_terrasse,Possibilités_pour_profession_libérale,Surface_totale,Pompe_à_chaleur,Compteur_Bihoraire,Niveau_S,Surface_constructible,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_chambre_à_coucher_5,Station_de_charge_électrique,Surface_du_dressing,Niveau_E,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Appartement_de_service,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Niveau_K,Porte_de_garage_motorisée,Affectation_urbanistique_la_plus_récente,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,Compteur_électrique_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Surface_de_la_véranda
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-paul/vwd12880,VWD12880,Maison à vendre,299000,Rue Duchâteau 155,7100 Haine-Saint-Paul,Non,2018,5,205 m²,Oui,Gaz,Double vitrage,2,Oui,Oui,103 kWh/m²/an,21003 kWh/an,20180829504337,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-paul/vbb73385,VBB73385,Maison à vendre,274000,,7100 Haine-Saint-Paul,,,3,132 m²,Oui,Mazout,Double vitrage,,Oui,Oui,491 kWh/m²/an,83716 kWh/an,20220412000687,Information non communiquée,Information non communiquée,Normal,16 m²,16 m²,16 m²,17 m²,Oui,Oui,Oui,16 m²,Non,Oui,1,Non équipée,16 m²,1,1,Non,Non,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,2,Oui,Oui,123,"non, pas d'attestation","non, pas d'attestation",Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-paul/vbc85205,VBC85205,Maison à vendre,359000,,7100 Haine-Saint-Paul,,1950,4,255 m²,Oui,Mazout,Double vitrage,3,Oui,Oui,507 kWh/m²/an,106090 kWh/an,,Pas de risque d’inondation,Information non communiquée,Normal,13 m²,12 m²,18 m²,40 m²,Oui,Oui,Oui,12 m²,,,1,Equipée,9 m²,2,3,,,,,,,,,,,,,2,Non,Oui,125,"non, pas d'attestation",,,,,,A l’acte,16 m²,Américaine,2,Non,Non,Oui,Oui,Non,30/04/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-paul/vbc76458,VBC76458,Maison à vendre,100000,Rue Saint Hubert 23,7100 Haine-Saint-Paul,,1899,3,95 m²,,Gaz,,2,,Oui,510 kWh/m²/an,61151 kWh/an,,Pas de risque d’inondation,Information non communiquée,Normal,9 m²,9 m²,15 m²,,Oui,Oui,,,,,,Equipée,16 m²,1,1,,,,,,,,,,,,,4,Oui,,95,"non, pas d'attestation",,,,,,A l’acte,,Américaine,1,Non,Non,,,Non,18/04/2035,Non,Nord-est,5 m,21 m²,100 m²,17 m,5 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-paul/vbc64809,VBC64809,Maison à vendre,175000,Cité des Bois 37,7100 Haine-Saint-Paul,Non,,3,144 m²,,Gaz,,2,Oui,,222 kWh/m²/an,,20241108014131,Information non communiquée,Information non communiquée,Normal,,,,,Non,Non,Non,,Non,Non,,Super équipée,,1,1,,Oui,,,,,,,,,,,2,,,39,"oui, attestation conforme",,,,,,,,,,Non,,,,,08/11/2034,Non,,,,470 m²,,,Non,Non,1,350 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-paul/vbc70916,VBC70916,Maison à vendre,1000000,,7100 Haine-Saint-Paul,Non,,,,,Non specifié,,4,Oui,,,,,Information non communiquée,Information non communiquée,,,,,,Non,Non,Non,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7100/haine-saint-paul/vbc59615,VBC59615,Villa à vendre,220000,Place du Numéro Un 7,7100 Haine-Saint-Paul,,,3,,Oui,,Double vitrage,4,Oui,Oui,384 kWh/m²/an,47572 kWh/an,,Information non communiquée,Information non communiquée,À rénover,,,,,Oui,,,,,,1,Equipée,,1,,,,,,,,,,,,,,,,Oui,,,,,,,,A l’acte,,Américaine,,,,,,,,,,,,1410 m²,,,Oui,,,,165 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7100/haine-saint-paul/vbc11840,VBC11840,Appartement à vendre,150000,,7100 Haine-Saint-Paul,,,2,120 m²,,Gaz,Double vitrage,2,Oui,Oui,441 kWh/m²/an,36480 kWh/an,,Information non communiquée,Information non communiquée,Normal,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,30/07/2025,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-paul/vbb32706,VBB32706,Maison à vendre,219000,,7100 Haine-Saint-Paul,Non,1900,3,186 m²,,Gaz,Double vitrage,2,Oui,Oui,241 kWh/m²/an,44857 kWh/an,,Pas de risque d’inondation,Information non communiquée,Normal,17 m²,16 m²,17 m²,18 m²,Oui,Oui,Oui,16 m²,,,,Equipée,13 m²,1,1,,,,,,,,,,,,,2,Oui,Oui,44,"oui, attestation conforme",,,,,,A l’acte,,Américaine,1,Non,Non,Oui,,Non,12/06/2034,Non,,,,393 m²,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-paul/vba50081,VBA50081,Maison à vendre,79000,,7100 Haine-Saint-Paul,Non,1900,1,146 m²,,Non specifié,,3,Oui,,973 kWh/m²/an,141761 kWh/an,,Pas de risque d’inondation,Information non communiquée,À rénover,14 m²,,,20 m²,Oui,Oui,Oui,13 m²,,,,,10 m²,1,1,,,,,,,,,,,,,2,Oui,Oui,276,"non, pas d'attestation",,,,,,A l’acte,,Indépendante,1,Non,Non,,,Non,08/12/2014,Non,,,,260 m²,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-paul/vba41815,VBA41815,Maison à vendre,84999,,7100 Haine-Saint-Paul,Non,,2,55 m²,,Gaz,,3,Oui,Non,403 kWh/m²/an,22021 kWh/an,,Information non communiquée,Information non communiquée,Normal,9 m²,9 m²,,22 m²,,,,,,,,Equipée,,1,1,,,,,,,,,,,,,2,Oui,Oui,74,"non, pas d'attestation",,,,,,,,Américaine,1,Non,Non,Oui,,Non,20/09/2033,Non,,,,104 m²,,,,,,100 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/7100/la-louviere/vbc88944,VBC88944,Duplex à vendre,210000,Rue de Longtain 22 13,7100 La Louvière,,,4,176 m²,,Gaz,Double vitrage,2,,Oui,134 kWh/m²/an,26857 kWh/an,,Information non communiquée,Information non communiquée,Excellent,14 m²,12 m²,32 m²,,Oui,,,,,,,Super équipée,12 m²,2,2,,,,,,,,Oui,,,,,2,Oui,Oui,25,"non, pas d'attestation",,,,,,A l’acte,37 m²,,,Oui,Oui,Oui,,,02/06/2035,Non,,,,,,,,,,,,,Oui,4,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7100/la-louviere/vbc88325,VBC88325,Villa à vendre,195000,Rue des Pruniers 12,7100 La Louvière,,,3,119 m²,Oui,Mazout,Double vitrage,4,Oui,,433 kWh/m²/an,51579 kWh/an,,Information non communiquée,Information non communiquée,À rénover,13 m²,12 m²,9 m²,,Oui,Oui,,,,,1,Equipée,,1,2,,,,,,,,,,,,,1,Oui,Oui,108,"non, pas d'attestation",,,,,,A l’acte,,Américaine,,Non,Non,,Oui,,14/03/2028,Non,,,,711 m²,,,,,,580 m²,,,,,,20 m²,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-pierre/vbc88244,VBC88244,Maison à vendre,195000,Rue du Commerce 8,7100 Haine-Saint-Pierre,,1945,3,185 m²,,Gaz,Double vitrage,2,,Oui,194 kWh/m²/an,42560 kWh/an,,Information non communiquée,Information non communiquée,Normal,16 m²,16 m²,33 m²,,Oui,Oui,Oui,17 m²,,,,Equipée,22 m²,1,1,,,,,,,,,Oui,,,,,Oui,Oui,,,,,,,,A l’acte,,Américaine,,,,,,,,,,6 m,25 m²,119 m²,16 m,6 m,,,,,,,,,,,,53 m²,13 m²,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vbc92084,VBC92084,Maison à vendre,214999,,7100 La Louvière,,1912,4,190 m²,,Gaz,,2,Oui,Oui,247 kWh/m²/an,46921 kWh/an,,Pas de risque d’inondation,Information non communiquée,Normal,21 m²,21 m²,16 m²,19 m²,Oui,,Oui,15 m²,,,,Equipée,11 m²,1,2,,,,,,,,,,,,,3,Oui,Oui,41,"non, pas d'attestation",,,,,,A l’acte,20 m²,Américaine,1,Non,Non,Oui,,,07/12/2033,Non,,,,458 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/trivieres/vbc91861,VBC91861,Maison à vendre,119000,,7100 Trivières,Non,1950,4,197 m²,,Non specifié,Double vitrage,2,Oui,Oui,862 kWh/m²/an,169662 kWh/an,,Pas de risque d’inondation,Information non communiquée,À rénover,20 m²,20 m²,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,2,Oui,,222,"non, pas d'attestation",,,,,,A l’acte,15 m²,Indépendante,,Non,Non,,,Non,11/03/2035,,,,,272 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vbc91548,VBC91548,Maison à vendre,110000,Rue Vital Casterman 14,7100 La Louvière,,1975,2,135 m²,,Non specifié,Double vitrage,2,Oui,Oui,471 kWh/m²/an,63673 kWh/an,,Information non communiquée,Information non communiquée,À rénover,15 m²,15 m²,,15 m²,Oui,Oui,Oui,15 m²,,,,,7 m²,1,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,A l’acte,,,,,,Oui,,,14/01/2025,,,,,136 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7100/haine-saint-pierre/vwd13929,VWD13929,Immeuble mixte à vendre,285000,,7100 Haine-Saint-Pierre,Oui,,0,664 m²,,Non specifié,,2,,,,,,Information non communiquée,Information non communiquée,Normal,,,,,,,,,,,,,,,,,,,,,Oui,,,Oui,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-pierre/vwd13922,VWD13922,Maison à vendre,210000,,7100 Haine-Saint-Pierre,,,4,309 m²,,Gaz,Double vitrage,3,Oui,Oui,593 kWh/m²/an,,20240426032357,Information non communiquée,Information non communiquée,Normal,,,,,,,,,,Oui,,Equipée,,3,,,,,,,,,,Oui,,,,,Oui,Oui,,,pas d'application,,,,,,,Indépendante,,,,Oui,,,26/04/2034,,,,,250 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vbc91171,VBC91171,Maison à vendre,398491,,7100 La Louvière,,,3,190 m²,Oui,,,4,Oui,,,,,Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,12 m,,1031 m²,,12 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vbc91170,VBC91170,Maison à vendre,371562,,7100 La Louvière,,,3,158 m²,Oui,,,4,Oui,,,,,Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,11 m,,1031 m²,,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vbc91167,VBC91167,Maison à vendre,300000,Rue Alfred Moitroux 15,7100 La Louvière,Non,,3,,Oui,Gaz,Double vitrage,2,Oui,Oui,221 kWh/m²/an,,20250317021421,Information non communiquée,Information non communiquée,Normal,,,,,Non,Oui,Non,,Non,Non,,,,1,2,,,,,,,,,,,,,,Oui,,,,,,,,,A convenir,,,,,,,,,,,,,,300 m²,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7100/la-louviere/vbc91099,VBC91099,Appartement à vendre,179000,Rue Keramis 44 502,7100 La Louvière,Non,2000,2,79 m²,Oui,,Double vitrage,2,,Oui,189 kWh/m²/an,14958 kWh/an,,Information non communiquée,Information non communiquée,Normal,12 m²,8 m²,,30 m²,Oui,,,,,,,,,1,1,,,,,,Oui,,Oui,,Oui,,,5,Oui,Oui,35,,,,,,,Immédiatement,,,,Oui,Oui,Oui,,Non,22/01/2029,Non,,,,,,,,,1,,,,Oui,5,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vwd13911,VWD13911,Maison à vendre,130000,Rue des Mésanges 9,7100 La Louvière,,1951,3,96 m²,,Gaz,Double vitrage,3,Oui,Oui,356 kWh/m²/an,,20250428004972,Information non communiquée,Information non communiquée,À rénover,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,A l’acte,,,,,,Oui,,,28/04/2035,,,,,,,,,,,,,,,,,,,,,,27/10/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vwd13908,VWD13908,Maison à vendre,120000,Rue des Alouettes 4,7100 La Louvière,,1951,3,100 m²,,Gaz,Double vitrage,2,Oui,Oui,261 kWh/m²/an,,20250428004459,Information non communiquée,Information non communiquée,À rénover,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,Oui,Oui,,"oui, attestation non conforme",,,,,,A l’acte,,,,,,Oui,,,28/04/2035,,,,,,,,,,,,,,,,,,,,,,01/01/2036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vwd13906,VWD13906,Maison à vendre,120000,Rue des Rossignols 5,7100 La Louvière,,1951,3,96 m²,,Gaz,Double vitrage,3,Oui,Oui,,,,Information non communiquée,Information non communiquée,À rénover,,,,,Oui,Oui,,,,,,Non équipée,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,A l’acte,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7100/la-louviere/vbc88420,VBC88420,Villa à vendre,285000,Rue la Paix 33,7100 La Louvière,,,3,105 m²,Oui,Mazout,Double vitrage,4,Oui,Oui,533 kWh/m²/an,65523 kWh/an,,Information non communiquée,Information non communiquée,Normal,12 m²,10 m²,8 m²,,Oui,Oui,,,,,1,Equipée,,1,2,,,,,,,,,,,,,2,Oui,Oui,132,,,,,,,A l’acte,,Américaine,,Non,Non,,Oui,,11/06/2035,Non,,,24 m²,586 m²,,,,,,480 m²,,,,,,,Sud,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-pierre/vbc88196,VBC88196,Maison à vendre,200000,Rue de la Poterie Monseu 20,7100 Haine-Saint-Pierre,Non,,3,,Oui,,Double vitrage,,,,246 kWh/m²/an,,20250610007842,Information non communiquée,Information non communiquée,,,,,,Non,Non,Non,,Non,Non,,,,,,,Non,,,,,,,,,,,,,,,,,,,Non,,A convenir,,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vbc87325,VBC87325,Maison à vendre,499000,Rue Evrard 4,7100 La Louvière,,,5,331 m²,Oui,Mazout,Double vitrage,3,Oui,Oui,298 kWh/m²/an,148845 kWh/an,,Information non communiquée,Information non communiquée,Normal,21 m²,20 m²,24 m²,,Oui,Oui,Oui,28 m²,,,2,Equipée,41 m²,3,4,,,,,,,,,Oui,,,,,,Oui,,,,,,,,A l’acte,17 m²,Américaine,2,,,,Oui,,,,,24 m,112 m²,897 m²,40 m,,,,,625 m²,,,,,,,,131 m²,16 m²,21 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/haine-saint-pierre/vbc75811,VBC75811,Maison à vendre,171000,Rue Henri Petit 9,7100 Haine-Saint-Pierre,Non,,4,,,,,2,,,334 kWh/m²/an,,20250423002077,Information non communiquée,Information non communiquée,,,,,,Non,Oui,Non,,Non,Non,,,,1,,,,,,,,,,,,,,,,,,"oui, attestation non conforme",,,,,,A l’acte,,,,,,,,,,,,,,115 m²,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7100/la-louviere/vbc86840,VBC86840,Appartement à vendre,180000,,7100 La Louvière,Non,,2,104 m²,Oui,Gaz,,,,,196 kWh/m²/an,,20250516017105,Information non communiquée,Information non communiquée,À rénover,,,,,Non,Non,Non,,Non,Non,1,,,1,1,,,,,,,,,,,,,,,,,pas d'application,,,,,,,,,,Oui,,,,,,Non,Ouest,,,,,,Non,Non,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vbc70322,VBC70322,Maison à vendre,269000,Rue de la Croyère 42,7100 La Louvière,Non,,3,193 m²,,Gaz,Double vitrage,2,Oui,Oui,170 kWh/m²/an,32830 kWh/an,,Information non communiquée,Information non communiquée,Remis à neuf,,,,,Oui,,,,,,,Super équipée,,1,2,,,,,,,,,,,,,,Oui,Oui,31,,,,,,,A l’acte,,,1,,,Oui,,,28/04/2035,Non,,,,335 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vbc85103,VBC85103,Maison à vendre,125000,Rue de l'Hôtel de Ville 17,7100 La Louvière,Non,,2,132 m²,,,,2,Oui,Oui,587 kWh/m²/an,77526 kWh/an,,Information non communiquée,Information non communiquée,À rénover,14 m²,19 m²,,13 m²,Oui,Oui,Oui,33 m²,,,,,,1,1,,,,,,,,,,,,,2,,Oui,,"oui, attestation non conforme",,,,,,A l’acte,,Indépendante,,Non,Non,Oui,,Non,03/06/2035,Non,,,,180 m²,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vbc74418,VBC74418,Maison à vendre,155000,Rue de la Gare de Bouvy 20,7100 La Louvière,,,2,135 m²,,Gaz,Double vitrage,2,Oui,,382 kWh/m²/an,51620 kWh/an,,Information non communiquée,Information non communiquée,Normal,22 m²,14 m²,,,Oui,Oui,,,,,,,,1,2,,,,,,,,,,,,,2,Oui,Oui,71,"oui, attestation non conforme",,,,,,A l’acte,,,,Non,Non,Oui,,,09/05/2035,Non,,,,118 m²,,,,,,36 m²,,,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7100/la-louviere/vbc82740,VBC82740,Appartement à vendre,105000,Rue des Croix du Feu 13 109,7100 La Louvière,,,1,60 m²,Oui,Mazout,Double vitrage,3,,Oui,170 kWh/m²/an,11843 kWh/an,,Information non communiquée,Information non communiquée,Normal,12 m²,,,28 m²,Oui,,,,,,,Semi-équipée,8 m²,1,1,,,,,,,,Oui,,Oui,,,,Oui,Oui,25,"oui, attestation conforme",,,,,,A l’acte,,Kitchenette,1,Oui,Oui,,,Non,19/06/2034,Non,Sud-ouest,,7 m²,,,,,,,,,,,1,,,,,,4 m²,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7100/la-louviere/vbc77800,VBC77800,Appartement à vendre,163400,Rue Conreur 168,7100 La Louvière,,,1,66 m²,Oui,Gaz,Double vitrage,3,Oui,Oui,,,,Information non communiquée,Information non communiquée,Nouveau,15 m²,,,,Oui,,,,,,1,Super équipée,,1,,,,,,,,,Oui,,,,,,Oui,Oui,,,,,,,,A l’acte,,,,Oui,Oui,Oui,,,,,,,,,,,,,1,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vbc77704,VBC77704,Maison à vendre,295000,Rue de la Malogne,7100 La Louvière,,,3,,Oui,,Double vitrage,2,Oui,Oui,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,1,Equipée,,2,,,Oui,,Oui,,,,,,,,,,Oui,Oui,,"oui, attestation conforme",,,,,,,,Américaine,,Non,Non,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7100/la-louviere/vwd13353,VWD13353,Immeuble mixte à vendre,750000,,7100 La Louvière,,,1,510 m²,,Non specifié,,2,,,,,,Information non communiquée,Information non communiquée,,,,,,Oui,Oui,,,,,,,,,,,,,,,Oui,,,Oui,,,,,Oui,Oui,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vbc70797,VBC70797,Maison à vendre,209000,,7100 La Louvière,,,4,194 m²,,Gaz,Double vitrage,2,Oui,Oui,189 kWh/m²/an,36798 kWh/an,,Information non communiquée,Information non communiquée,Normal,17 m²,14 m²,13 m²,23 m²,Oui,Oui,Oui,23 m²,,,,Equipée,11 m²,2,3,,,,,,,,,,,,,,Oui,Oui,36,,,,,,,,11 m²,Américaine,2,Non,Non,Oui,Oui,,06/02/2035,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7100/la-louviere/vbc19159,VBC19159,Maison à vendre,85000,Rue Mitant des Camps 70,7100 La Louvière,,,1,38 m²,,Gaz,,2,,,381 kWh/m²/an,22632 kWh/an,,Information non communiquée,Information non communiquée,Normal,14 m²,,,20 m²,,,,,,,,Semi-équipée,,1,1,,,,,,,,,,,,,1,,,,"oui, attestation conforme",,,,,,,,Kitchenette,,Non,Non,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
