ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Garage,Type_de_chauffage,Type_de_vitrage,Nombre_de_façades,Jardin,Terrasse_aménagée,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Référence_PEB,Type_de_zone_inondable,Zone_inondable_délimitée,Etat_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_du_séjour,Caves,Grenier,Salle_à_manger,Surface_salle_à_manger,Dressing,Buanderie,Nombre_de_Garages,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Maison_basse_énergie,Panneaux_solaires,Panneaux_solaires_thermiques,Chauffage_au_sol,Compteur_deau_individuel,Air_conditionné,Domotique,Parlophone,Alarme_antieffraction,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Nombre_détages_de_limmeuble,Raccordé_aux_égouts,Raccordé_à_leau_courante,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Citernes_à_mazout,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Disponibilité_du_bien,Surface_chambre_à_coucher_4,Type_de_cuisine,Nombre_de_douches,Ascenseur,Accessible_aux_moins_valides,Raccordé_au_gaz_de_ville,Citerne_à_eau_de_pluie,Piscine_extérieure,Date_de_validité_PEB,Meublé,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Surface_de_la_terrasse,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Véranda,Local_vélo,Nombre_de_places_de_parking_extérieur,Surface_du_jardin,Surface_du_bureau,Nombre_de_place_de_parking_intérieur,Adoucisseur_deau,Étage_de_lappartement,Balcon,Surface_du_garage,Orientation_du_jardin,Surface_des_caves,Surface_du_grenier,Surface_de_lades_salles_de_bain,Attestation__Installation_électrique__Validité,Clef_électronique,Orientation_de_la_terrasse,Possibilités_pour_profession_libérale,Surface_totale,Pompe_à_chaleur,Compteur_Bihoraire,Niveau_S,Surface_constructible,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_chambre_à_coucher_5,Station_de_charge_électrique,Surface_du_dressing,Niveau_E,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Appartement_de_service,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Niveau_K,Porte_de_garage_motorisée,Affectation_urbanistique_la_plus_récente,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,Compteur_électrique_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Surface_de_la_véranda
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7110/houdeng-goegnies/vbc63524,VBC63524,Immeuble mixte à vendre,135000,Chaussée Paul Houtart 309,7110 Houdeng-Goegnies,,,4,225 m²,,Mazout,Double vitrage,2,Oui,Oui,472 kWh/m²/an,46205 kWh/an,,Information non communiquée,Information non communiquée,Normal,15 m²,15 m²,12 m²,,,Oui,,,,,,,,1,2,,,,,,,,,,,,,2,Oui,Oui,117,"non, pas d'attestation",,,,,,A l’acte,12 m²,Indépendante,,Non,Non,Oui,,,28/11/2034,Non,,,,259 m²,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7110/maurage/vbc62512,VBC62512,Appartement à vendre,139000,Rue des Braicheux 2,7110 Maurage,Oui,2005,2,90 m²,,Gaz,Double vitrage,3,,,161 kWh/m²/an,14437 kWh/an,,Pas de risque d’inondation,Information non communiquée,Normal,13 m²,9 m²,,,,,,,,,,Equipée,,1,1,,,,,,,,Oui,,Oui,,,2,Oui,Oui,,"oui, attestation conforme",,Non,Non,Non,,,,Américaine,1,Non,Non,Oui,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/maurage/vbc60532,VBC60532,Maison à vendre,391042,,7110 Maurage,,,4,206 m²,Oui,,,3,Oui,,,,,Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,9 m,,476 m²,,9 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/maurage/vbc60531,VBC60531,Maison à vendre,367736,,7110 Maurage,,,3,162 m²,,,,3,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,7 m,,476 m²,,7 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/7110/houdeng-aimeries/vbc51500,VBC51500,Maison de maître à vendre,450000,Rue de la Tombelle 106 / 108,7110 Houdeng-Aimeries,,,11,746 m²,Oui,Mazout,Double vitrage,4,Oui,Oui,398 kWh/m²/an,107502 kWh/an,,Information non communiquée,Information non communiquée,À rénover,16 m²,11 m²,22 m²,,Oui,Oui,,,,,1,Semi-équipée,,4,15,,,,,,,,,,,,,2,Oui,Oui,73,"oui, attestation non conforme",,,,,,A l’acte,27 m²,Kitchenette,,Non,Non,Oui,Oui,,19/03/2035,Non,,,,3200 m²,,,,,4,,,,,,,,,,,,,,,,,,,,,,17 m²,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/houdeng-goegnies/vbc49993,VBC49993,Maison à vendre,150000,Rue de la Couturelle 20,7110 Houdeng-Goegnies,,,3,115 m²,Oui,Gaz,Double vitrage,2,Oui,Oui,395 kWh/m²/an,45512 kWh/an,,Information non communiquée,Information non communiquée,Normal,15 m²,10 m²,9 m²,,Oui,Oui,,,,,1,Semi-équipée,10 m²,1,1,,,,,,,,,,,,,,Oui,Oui,72,"oui, attestation non conforme",,,,,,,,Kitchenette,,,Non,Oui,,,10/03/2035,Non,,,15 m²,170 m²,,,,,1,80 m²,,,,,,16 m²,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/houdeng-aimeries/vbc47201,VBC47201,Maison à vendre,49000,Ruelle Capia 3,7110 Houdeng-Aimeries,,,2,65 m²,,Non specifié,,2,Oui,,692 kWh/m²/an,63641 kWh/an,,Information non communiquée,Information non communiquée,À rénover,15 m²,9 m²,,19 m²,Oui,,,,,,,,6 m²,,,,,,,,,,,,,,,,Oui,Oui,197,,,,,,,A l’acte,,,,Non,Non,Oui,,,05/01/2032,Non,,,,295 m²,,,,,,200 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7110/houdeng-goegnies/vbc46512,VBC46512,Appartement à vendre,139000,Chaussée Paul Houtart 82 5,7110 Houdeng-Goegnies,,,2,90 m²,,Gaz,Double vitrage,3,,,128 kWh/m²/an,14396 kWh/an,,Information non communiquée,Information non communiquée,Normal,21 m²,15 m²,,,Oui,,,,,,,Equipée,,1,1,,,,,,,,Oui,,,,,3,Oui,Oui,24,"oui, attestation conforme",,,,,,A l’acte,,Américaine,,Non,Non,Oui,,,08/12/2030,Non,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/houdeng-aimeries/vbc43746,VBC43746,Maison à vendre,289999,,7110 Houdeng-Aimeries,,1900,2,212 m²,,Gaz,Double vitrage,3,Oui,Oui,216 kWh/m²/an,45903 kWh/an,,Pas de risque d’inondation,Information non communiquée,Normal,16 m²,13 m²,,17 m²,Oui,Oui,Oui,18 m²,,,,Equipée,17 m²,2,2,,Oui,,,,,,Oui,Oui,,,,3,Oui,Oui,46,"oui, attestation conforme",,,,,,A l’acte,,Américaine,2,Non,Non,Oui,Oui,Non,16/02/2035,Non,,,,414 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/houdeng-aimeries/vbc34409,VBC34409,Maison à vendre,219999,,7110 Houdeng-Aimeries,,1960,4,145 m²,,Gaz,,2,Oui,Oui,352 kWh/m²/an,50956 kWh/an,,Pas de risque d’inondation,Information non communiquée,Normal,12 m²,11 m²,8 m²,18 m²,Oui,Oui,Oui,12 m²,,,,Equipée,18 m²,2,2,,,,,,,,Oui,,,,,2,Oui,Oui,67,"oui, attestation conforme",,,,,,A l’acte,11 m²,Américaine,2,Non,Non,Oui,,Non,23/12/2025,Non,,,,130 m²,,,,,1,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/7110/houdeng-goegnies/vbc31557,VBC31557,Maison de maître à vendre,495000,Rue des Clercs 10,7110 Houdeng-Goegnies,,,5,288 m²,Oui,Gaz,Double vitrage,4,Oui,Oui,260 kWh/m²/an,74825 kWh/an,,Information non communiquée,Information non communiquée,Normal,33 m²,11 m²,8 m²,,Oui,Oui,,,,,1,Equipée,,3,4,,Oui,,,,,,,,,,,2,Oui,Oui,47,"non, pas d'attestation",,,,,,A l’acte,11 m²,Américaine,,Non,Non,Oui,,,11/06/2034,Non,,,,3785 m²,,,,,5,,,,,,,,,,,,,,,,,,,,,,25 m²,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7110/houdeng-aimeries/vbc30542,VBC30542,Immeuble mixte à vendre,95000,Chaussée Pont du Sart 68,7110 Houdeng-Aimeries,,,1,104 m²,,Non specifié,Double vitrage,3,Oui,Oui,,,,Information non communiquée,Information non communiquée,Normal,,,,,Oui,Oui,,,,,,,,1,1,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,Non,Non,Oui,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7110/houdeng-aimeries/vbc30541,VBC30541,Immeuble mixte à vendre,95000,Chaussée Pont du Sart 66,7110 Houdeng-Aimeries,,,1,170 m²,,Air pulsé,Simple vitrage,2,Oui,Oui,,,,Information non communiquée,Information non communiquée,Normal,16 m²,,,,Oui,Oui,,,,,,,,1,2,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,Indépendante,,Non,Non,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/houdeng-goegnies/vwd10796,VWD10796,Maison à vendre,215000,Chaussée Paul Houtart 369,7110 Houdeng-Goegnies,,,4,115 m²,,Gaz,Double vitrage,2,Oui,,190 kWh/m²/an,,20221209017602,Information non communiquée,Information non communiquée,Normal,,,,,Oui,,,,,,,Equipée,,1,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,Oui,,,,,,,,330 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/houdeng-goegnies/vbc26277,VBC26277,Maison à vendre,215000,,7110 Houdeng-Goegnies,Oui,2022,3,102 m²,,Gaz,Double vitrage,2,Oui,Oui,73 kWh/m²/an,7404 kWh/an,,Information non communiquée,Information non communiquée,Nouveau,11 m²,8 m²,8 m²,32 m²,,,,,,,,Super équipée,,1,2,,,,,,,,,,,,,1,Oui,Oui,14,"oui, attestation conforme",,,,,,,,,,Non,Non,Oui,Oui,Non,30/05/2032,Non,Sud-ouest,5 m,20 m²,130 m²,,5 m,,,1,40 m²,,,,,,,Nord-est,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/boussoit/vbc26275,VBC26275,Maison à vendre,215000,,7110 Boussoit,Oui,2022,3,100 m²,,Gaz,Double vitrage,2,Oui,Oui,68 kWh/m²/an,6772 kWh/an,,Information non communiquée,Information non communiquée,Nouveau,11 m²,8 m²,8 m²,32 m²,,,,,,,,Super équipée,,1,2,,,,,,,,,,,,,1,Oui,Oui,13,"oui, attestation conforme",,,,,,,,,,Non,Non,Oui,Oui,Non,30/05/2032,Non,Sud-ouest,5 m,20 m²,130 m²,,5 m,,,1,40 m²,,,,,,,Nord-est,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7110/houdeng-goegnies/vbc22061,VBC22061,Appartement à vendre,139000,,7110 Houdeng-Goegnies,,,2,85 m²,Oui,Non specifié,Double vitrage,,,,334 kWh/m²/an,30515 kWh/an,20241124002182,Information non communiquée,Information non communiquée,,12 m²,11 m²,,,,,Non,,Non,,,Non équipée,,,,Non,Non,Non,Non,,Non,Non,Non,Non,Non,Non,Non,,Oui,,86,"non, pas d'attestation","non, pas d'attestation",Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7110/boussoit/vbc21125,VBC21125,Villa à vendre,275000,Rue Jeanne Haye 24,7110 Boussoit,Non,,4,200 m²,Oui,Gaz,Double vitrage,4,Oui,Oui,222 kWh/m²/an,44489 kWh/an,,Pas de risque d’inondation,Information non communiquée,À rénover,15 m²,10 m²,11 m²,,,Oui,,,,,1,Equipée,,2,,,Oui,,,,,,,,,,,1,Oui,Oui,,"oui, attestation conforme",,,,Non,,A l’acte,10 m²,Américaine,2,Non,Non,Oui,,Non,10/01/2035,Non,,,95 m²,906 m²,,,,,,568 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/houdeng-goegnies/vbb97535,VBB97535,Maison à vendre,89000,Rue de la Couturelle 38,7110 Houdeng-Goegnies,,,3,104 m²,Oui,,Double vitrage,2,Oui,Oui,448 kWh/m²/an,46803 kWh/an,,Information non communiquée,Information non communiquée,À rénover,12 m²,11 m²,11 m²,,Oui,Oui,,,,,1,,,1,1,,,,,,,,,,,,,2,Oui,Oui,3,"oui, attestation non conforme",,,,,,A l’acte,,Indépendante,,Non,Non,Oui,Oui,,31/10/2033,Non,,,,1110 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/houdeng-goegnies/vbb81644,VBB81644,Maison à vendre,369900,,7110 Houdeng-Goegnies,Non,,5,218 m²,,Mazout,,3,Oui,Non,,62391 kWh/an,20240928002139,Pas de risque d’inondation,Information non communiquée,Normal,,,,44 m²,Non,Non,Non,,Non,Non,,Super équipée,,2,2,,,,,,,,,,,,,,,Oui,,pas d'application,,,,,,,,,1,Non,,Oui,,,28/09/2034,Non,,7 m,,237 m²,41 m,,Non,Non,,61 m²,,,,,,,,,,,,,,,,,,,122 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7110/boussoit/vbb03257,VBB03257,Villa à vendre,299000,Rue de Trivières 82,7110 Boussoit,Non,1980,4,337 m²,,Gaz,Double vitrage,4,Oui,Oui,242 kWh/m²/an,48117 kWh/an,,Risque moyen,Information non communiquée,À rénover,20 m²,20 m²,14 m²,30 m²,,,,,,,,Equipée,,1,2,,,,,,,,,,,,,1,Oui,Oui,,"oui, attestation non conforme",,,,,,A l’acte,14 m²,Américaine,2,Non,Oui,Oui,,Non,,Non,,,82 m²,628 m²,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/7110/houdeng-aimeries/vbb01765,VBB01765,Immeuble mixte à vendre,150000,Chaussée Paul Houtart 370,7110 Houdeng-Aimeries,,,2,203 m²,,Gaz,Double vitrage,2,Oui,,266 kWh/m²/an,29908 kWh/an,,Information non communiquée,Information non communiquée,À rénover,12 m²,11 m²,7 m²,,,Oui,,,,,,Equipée,,1,2,,,,,,,,,,,,,2,Oui,Oui,10,"oui, attestation non conforme",,,,,,,,Américaine,,Non,Non,Oui,,,27/03/2034,Non,,,,190 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/7110/houdeng-goegnies/vba36554,VBA36554,Duplex à vendre,129000,,7110 Houdeng-Goegnies,,,2,108 m²,,Gaz,,3,Non,Non,322 kWh/m²/an,34055 kWh/an,,Pas de risque d’inondation,Information non communiquée,Normal,14 m²,16 m²,,40 m²,,,,,,,,Equipée,9 m²,1,1,,,,,,,,,,,,,3,Oui,Oui,59,"oui, attestation conforme",,,,,,A l’acte,,Américaine,1,Non,Non,Oui,,Non,,Non,,,,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7110/houdeng-goegnies/vba21399,VBA21399,Appartement à vendre,149999,,7110 Houdeng-Goegnies,Oui,1950,2,92 m²,,Gaz,Double vitrage,3,Non,Non,221 kWh/m²/an,23277 kWh/an,,Information non communiquée,Information non communiquée,Normal,12 m²,10 m²,,49 m²,Oui,,,,,,,Equipée,9 m²,1,1,,,,,,,,Oui,,,,,1,Oui,Oui,4678,"non, pas d'attestation",,,,,,A l’acte,,Américaine,1,Non,Non,Oui,,Non,02/08/2021,Non,,,,,,,,,1,,,,,,,,,,,4 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/houdeng-aimeries/vaz84710,VAZ84710,Maison à vendre,299000,Avenue Beau Site 36,7110 Houdeng-Aimeries,,,2,,Oui,,,2,Oui,Oui,,,,Information non communiquée,Information non communiquée,Normal,,,,,,,,,,,,,,1,,,,,Non,,,,,,,,,,,,,,,,,,,A l’acte,,,,,,,,Oui,,Non,,,,1298 m²,,,,,,1166 m²,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/boussoit/vaz84638,VAZ84638,Maison à vendre,260000,Rue de Bray,7110 Boussoit,,2023,3,175 m²,Oui,,Double vitrage,2,Oui,Non,,,,Pas de risque d’inondation,Information non communiquée,,9 m²,12 m²,9 m²,27 m²,,Oui,,,,,1,Equipée,10 m²,1,1,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,Américaine,,,,Oui,,,,Non,,,,246 m²,,,,,1,170 m²,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/houdeng-goegnies/vwd12051,VWD12051,Maison à vendre,199000,Chaussée Paul Houtart 318 A,7110 Houdeng-Goegnies,,,3,126 m²,,Gaz,,3,,Oui,183 kWh/m²/an,23147 kWh/an,20190725015505,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7110/houdeng-goegnies/vbb86033,VBB86033,Maison à vendre,169900,,7110 Houdeng-Goegnies,,,5,202 m²,,Gaz,,2,Oui,Non,202 kWh/m²/an,47883 kWh/an,20240924015400,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,,Semi-équipée,,1,1,,,,,,,,,,,,,,,Oui,,pas d'application,,,,,,,,,1,Non,,Oui,,,24/09/2034,Non,,8 m,,336 m²,41 m,,,,,231 m²,,,,,,,,,,,,,,,,,,,95 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7120/estinnes-au-val/vbc92026,VBC92026,Maison à vendre,80000,Rue Mouligneaux 15,7120 Estinnes-au-Val,Non,,2,,,Gaz,,3,,,578 kWh/m²/an,,20250609015645,Information non communiquée,Information non communiquée,À rénover,,,,,Non,,Non,,Non,Non,,,,1,1,,,,,,,,,,,,,,Oui,,,,,,,,,A l’acte,,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7120/estinnes/vbc79770,VBC79770,Maison à vendre,175000,Rue Saint-Ursmer 1,7120 Estinnes,Non,,3,141 m²,Oui,Mazout,Double vitrage,4,Oui,Oui,497 kWh/m²/an,69857 kWh/an,,Pas de risque d’inondation,Information non communiquée,À rénover,12 m²,12 m²,12 m²,,Oui,Oui,,,,,1,,12 m²,1,1,,,,,,,,,,,,,1,,Oui,123,"non, pas d'attestation",,,,Non,,A l’acte,,Indépendante,,Non,Non,,,Non,09/11/2034,Non,,,,500 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7120/estinnes/vbb07342,VBB07342,Maison à vendre,640000,Rue Provinciale 49,7120 Estinnes,Oui,1979,5,297 m²,Oui,Gaz,Double vitrage,4,Oui,Oui,288 kWh/m²/an,85647 kWh/an,,Pas de risque d’inondation,Information non communiquée,Normal,17 m²,17 m²,17 m²,21 m²,,Oui,Oui,34 m²,,,1,Equipée,15 m²,3,4,,,,,,,,,,,,,1,Oui,Oui,54,"oui, attestation conforme",,,,Non,,A l’acte,961 m²,Américaine,,Non,Oui,Oui,,Non,30/01/2033,Non,Ouest,,,3122 m²,,,,,10,,,2,,,,,,,,,,,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7120/estinnes/vbc53004,VBC53004,Maison à vendre,239000,Rue des Quatre Forrières 2,7120 Estinnes,,1900,3,300 m²,Oui,Mazout,Double vitrage,4,Oui,Oui,390 kWh/m²/an,117104 kWh/an,,Information non communiquée,Information non communiquée,Normal,38 m²,16 m²,11 m²,,Oui,Oui,Oui,48 m²,,,1,,22 m²,2,2,,,,,,,,,,,,,1,Oui,,,"oui, attestation non conforme",,,,,,A l’acte,,,2,Non,Oui,,,Non,,Non,,,,700 m²,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7120/estinnes-au-mont/vbc52204,VBC52204,Maison à vendre,215000,Rue du Moulin 17,7120 Estinnes-au-Mont,,2025,3,145 m²,Oui,,Double vitrage,3,Oui,Oui,,,,Information non communiquée,Information non communiquée,Nouveau,25 m²,17 m²,11 m²,,,,,,,Oui,1,,,1,1,,,,,,,,,,,,,,,,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,8 m,,275 m²,40 m,11 m,,,,,,,,,,,Ouest,,,,,,,,,,,,96 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7120/estinnes/vbc51841,VBC51841,Villa à vendre en viager,30000,Rue Froidmont 63,7120 Estinnes,Non,,4,206 m²,Oui,Mazout,Double vitrage,4,Oui,Oui,273 kWh/m²/an,56334 kWh/an,,Information non communiquée,Information non communiquée,Normal,20 m²,20 m²,12 m²,31 m²,,Oui,Oui,12 m²,,,1,,21 m²,1,1,,Oui,,,,,,,Oui,,,,2,Oui,Oui,,,,,,,,,13 m²,,3,Non,Oui,,,Non,16/09/2033,Non,,,65 m²,612 m²,,,Oui,,3,139 m²,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7120/vellereille-les-brayeux/vbb90488,VBB90488,Maison à vendre,235000,Rue Albert Bastin 3,7120 Vellereille-les-Brayeux,,,2,140 m²,Oui,Gaz,Double vitrage,4,Oui,Oui,310 kWh/m²/an,,202410170011265,Information non communiquée,Information non communiquée,,,,,,Oui,Oui,,,,Oui,1,Equipée,,1,2,,Oui,,,,,,,,,,,,,Oui,,"non, pas d'attestation",,,,,,,,,,,,Oui,,,,,,,,1500 m²,,,,,,,,,,,,,,,,,,,,,,,,,110 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7120/croix-lez-rouveroy/vba74360,VBA74360,Maison à vendre,270000,Rue Riviére A6,7120 Croix-lez-Rouveroy,,,2,160 m²,Oui,,,3,Oui,Oui,153 kWh/m²/an,24403 kWh/an,,Information non communiquée,Information non communiquée,Excellent,12 m²,14 m²,,35 m²,,Oui,,,,,,,,1,,,,,,,,,,,,,,,,Oui,,,,,,,,A l’acte,,,6,,Non,Oui,,,22/01/2025,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7120/estinnes-au-val/vbc92026,VBC92026,Maison à vendre,80000,Rue Mouligneaux 15,7120 Estinnes-au-Val,Non,,2,,,Gaz,,3,,,578 kWh/m²/an,,20250609015645,Information non communiquée,Information non communiquée,À rénover,,,,,Non,,Non,,Non,Non,,,,1,1,,,,,,,,,,,,,,Oui,,,,,,,,,A l’acte,,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7120/estinnes/vbc79770,VBC79770,Maison à vendre,175000,Rue Saint-Ursmer 1,7120 Estinnes,Non,,3,141 m²,Oui,Mazout,Double vitrage,4,Oui,Oui,497 kWh/m²/an,69857 kWh/an,,Pas de risque d’inondation,Information non communiquée,À rénover,12 m²,12 m²,12 m²,,Oui,Oui,,,,,1,,12 m²,1,1,,,,,,,,,,,,,1,,Oui,123,"non, pas d'attestation",,,,Non,,A l’acte,,Indépendante,,Non,Non,,,Non,09/11/2034,Non,,,,500 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
