ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Nombre_de_façades,Largeur_de_la_façade,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Profondeur_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Garage,Nombre_de_douches,Surface_du_jardin,Étage_de_lappartement,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Piscine_extérieure,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_séjour,Surface_de_la_cuisine,Type_de_vitrage,Parlophone,Accessible_aux_moins_valides,Orientation_de_la_terrasse,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Équipement_de_la_cuisine,Surface_de_lades_salles_de_bain,Air_conditionné,Orientation_de_la_façade_du_bien,Raccordé_aux_égouts,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Possibilités_pour_profession_libérale,Nombre_de_place_de_parking_intérieur,Porte_de_garage_motorisée,Station_de_charge_électrique,Adoucisseur_deau,Maison_basse_énergie,Panneaux_solaires,Pompe_à_chaleur,Appartement_de_service,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Nombre_de_Garages,Alarme_antieffraction,Largeur_du_terrain_à_rue,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Orientation_du_jardin,Nombre_de_places_de_parking_extérieur,Attestation__Installation_électrique__Validité,Type_de_cuisine,Chauffage_au_sol,Compteur_Bihoraire,Niveau_E,Porte_daccès_sécurisée,Surface_des_caves,Surface_de_la_véranda,Surface_du_garage,Surface_du_bureau,HammamSaunaJacuzzi,Espace_ouvert_sensible_à_leau__WORG,Conso_annuelle_totale_dénergie_primaire,Emission_de_CO2,Panneaux_solaires_thermiques,Surface_du_grenier,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing,Surface_salle_à_manger,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt72732,RBT72732,Maison à vendre,424000,Du Chastellei 111,2170 Merksem,Normal,Non,A l’acte,3,160 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,5 m,Oui,Oui,88 m²,57 m²,17 m,Oui,Oui,197 kWh/m²/an,2665170,31/08/2032,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt72730,RBT72730,Maison à vendre,299500,Lindeboomplein 20,2170 Merksem,À rénover,Non,A l’acte,3,181 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,,Gaz,Non,2,6 m,Oui,,177 m²,88 m²,31 m,Oui,Oui,531 kWh/m²/an,3601352,14/05/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1950,Oui,1,67 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt72393,RBT72393,Appartement à vendre,290000,Lambrechtshoekenlaan 309,2170 Merksem,Remis à neuf,Non,,2,95 m²,,Non,Non,Non,Non,Non,Non,Non,2,,,,2,,,Oui,,,,Oui,Oui,,,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,2,2,8 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/2170/merksem/rbt71857,RBT71857,Immeuble mixte à vendre,600000,Azalealei 33,2170 Merksem,,,A l’acte,5,210 m²,,,,,,,,,3,3,Gaz,Non,2,,Oui,Oui,184 m²,,,Oui,Oui,127 kWh/m²/an,,,"oui, attestation conforme",Oui,,Information non communiquée,Information non communiquée,,,3,100 m²,,,3 m²,,16 m²,7 m²,16 m²,7 m²,16 m²,24 m²,8 m²,Double vitrage,Oui,Non,Sud,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt71036,RBT71036,Maison à vendre,379000,Van Praetlei 64,2170 Merksem,Normal,Non,A l’acte,3,172 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,Gaz,Non,2,5 m,Oui,,100 m²,74 m²,20 m,Oui,Oui,334 kWh/m²/an,3615452,02/06/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,,,,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt70750,RBT70750,Appartement à vendre,210000,Victor Govaerslaan 37,2170 Merksem,Excellent,,A l’acte,1,58 m²,,,,,,,,,1,1,Air pulsé,Oui,2,,,Oui,,,,,Oui,162 kWh/m²/an,,,"oui, attestation conforme",Non,,Information non communiquée,Information non communiquée,1974,,1,,8,8,30 m²,,14 m²,,,,,21 m²,6 m²,Double vitrage,Oui,Oui,Sud-ouest,Oui,Non,Super équipée,5 m²,Oui,Nord-est,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rwc39904,RWC39904,Maison à vendre,445000,Alkstraat 38,2170 Merksem,Excellent,Non,,4,179 m²,,,,,,,Oui,,1,,Gaz,,,,Oui,Oui,,,,Oui,Oui,110 kWh/m²/an,,04/06/2035,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,1988,Oui,,,,,,,,,,,,,,Triple vitrage,,,,,,Equipée,,Oui,,Oui,,,,,Non,1,Oui,Non,Non,Non,Oui,Non,Non,Non,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt68802,RBT68802,Appartement à vendre,185000,Kroonplein 30,2170 Merksem,Normal,Non,A l’acte,2,67 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,,,,Oui,,,,,,217 kWh/m²/an,,12/06/2035,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,1969,,,,2,2,5 m²,,,,,,,25 m²,,,,,,,,,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt68233,RBT68233,Maison à vendre,475000,Nieuwdreef 4,2170 Merksem,Normal,Non,A convenir,6,320 m²,Non,Non,Non,Non,Non,Non,Non,Non,2,3,Mazout,Non,2,6 m,Oui,Oui,130 m²,80 m²,23 m,Oui,Oui,345 kWh/m²/an,20250131-0003518757-res-1,31/01/2035,"oui, attestation non conforme",,,Pas de risque d’inondation,Information non communiquée,1963,,,50 m²,,,12 m²,,,,,,,50 m²,,,,,,,,Super équipée,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt68232,RBT68232,Maison à vendre,475000,Nieuwdreef 4,2170 Merksem,Normal,Non,A convenir,6,320 m²,Non,Non,Non,Non,Non,Non,Non,Non,2,3,Mazout,Non,2,6 m,Oui,Oui,130 m²,80 m²,23 m,Oui,Oui,345 kWh/m²/an,20250131-0003518757-res-1,31/01/2035,"oui, attestation non conforme",,,Pas de risque d’inondation,Information non communiquée,1963,,,50 m²,,,12 m²,,,,,,,50 m²,,,,,,,,Super équipée,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/2170/merksem/rbt68226,RBT68226,Immeuble mixte à vendre,475000,Nieuwdreef 4,2170 Merksem,Normal,Non,A convenir,6,320 m²,Non,Non,Non,Non,Non,Non,Non,Non,2,3,Mazout,Non,2,6 m,Oui,Oui,130 m²,80 m²,23 m,Oui,Oui,345 kWh/m²/an,20250131-0003518757-res-1,31/01/2035,"oui, attestation non conforme",,,Pas de risque d’inondation,Information non communiquée,1963,,,50 m²,,,12 m²,,,,,,,50 m²,,,,,,,,Super équipée,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt68197,RBT68197,Maison à vendre,295000,Sint-Bartholomeusstraat 131,2170 Merksem,Normal,Non,A l’acte,3,113 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,,Oui,,91 m²,71 m²,21 m,Oui,Oui,157 kWh/m²/an,3551274,14/03/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,19 m²,,,,,,,,,,,,,,,,,,Super équipée,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt68210,RBT68210,Maison à vendre,339000,Beukenhofstraat 64,2170 Merksem,Normal,Non,A convenir,4,186 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,Gaz,Non,2,6 m,Oui,Oui,174 m²,97 m²,30 m,Oui,Oui,361 kWh/m²/an,3579940,18/04/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1951,,,78 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/2170/merksem/rbt68205,RBT68205,Rez-de-chaussée à vendre,254000,Gasthuishoevestraat 66 GLV,2170 Merksem,Excellent,Non,A convenir,2,106 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,,Oui,Oui,,190 m²,42 m,Oui,Oui,458 kWh/m²/an,,10/11/2033,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt68203,RBT68203,Maison à vendre,550000,Borrewaterstraat 165,2170 Merksem,Normal,Non,A convenir,6,172 m²,Non,Non,Non,Non,Non,Non,Non,Non,2,3,Gaz,Non,2,,Oui,,443 m²,194 m²,41 m,Oui,Oui,239 kWh/m²/an,2354515,30/12/2030,"oui, attestation conforme",Oui,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,,,,149 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt68201,RBT68201,Maison à vendre,249000,Lebaudystraat 35,2170 Merksem,À rénover,Non,A l’acte,2,89 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,,Oui,,92 m²,66 m²,20 m,Oui,Oui,399 kWh/m²/an,3347557,28/08/2034,"oui, attestation non conforme",Oui,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1961,,,27 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt68200,RBT68200,Appartement à vendre,169000,Lambrechtshoekenlaan 211 17,2170 Merksem,Normal,Non,A l’acte,1,74 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Oui,4,,,Oui,,731 m²,49 m,Oui,Oui,154 kWh/m²/an,2261479,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,1971,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt68198,RBT68198,Appartement à vendre,144900,Bredabaan 367 101,2170 Merksem,À rénover,Non,A l’acte,1,54 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,21 m,,Oui,,333 m²,19 m,Oui,Oui,174 kWh/m²/an,,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt68195,RBT68195,Maison à vendre,369000,Houthulststraat 43,2170 Merksem,Normal,Non,A l’acte,3,180 m²,Non,Non,Non,Non,Non,Non,Non,Non,2,,Gaz,Non,2,,Oui,Oui,290 m²,,,,,284 kWh/m²/an,20250121-0003510476-RES-1,21/01/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1918,Oui,,180 m²,,,,,,,,,,,,,,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt68193,RBT68193,Appartement à vendre,184000,Laaglandlaan 1A 2v,2170 Merksem,Normal,Non,A l’acte,1,61 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,15 m,,Oui,,125 m²,16 m,Oui,Oui,231 kWh/m²/an,3507011,17/01/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt68192,RBT68192,Appartement à vendre,309000,Sint-Bartholomeusstraat 134 202,2170 Merksem,Nouveau,Non,A l’acte,2,86 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,,Non,2,,,Oui,,625 m²,40 m,Oui,Oui,38 kWh/m²/an,3531072,18/02/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,2023,Oui,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt68191,RBT68191,Maison à vendre,279000,Eigenheerdstraat 42,2170 Merksem,À rénover,Non,A l’acte,3,114 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,5 m,Oui,,106 m²,76 m²,23 m,Oui,Oui,444 kWh/m²/an,3532349,18/02/2035,"oui, attestation non conforme",Oui,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,1956,Oui,,30 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt68189,RBT68189,Maison à vendre,339000,Azalealei 68,2170 Merksem,Normal,Non,A l’acte,3,182 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,Gaz,Non,2,5 m,Oui,Oui,201 m²,93 m²,44 m,Oui,Oui,313 kWh/m²/an,3347295,22/08/2034,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,1936,,,106 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt67944,RBT67944,Appartement à vendre,199990,Wulpstraat 25,2170 Merksem,,Non,A l’acte,2,97 m²,,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Oui,,8 m,,Oui,,,13 m,,,0 kWh/m²/an,20250428-0003583989-RES-1,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1973,Oui,,,5,,8 m²,Non,,,,,,,,Double vitrage,,Non,,,,,,Non,,,,,,,,,,,,,,,,,,,1,Non,8 m,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt67754,RBT67754,Maison à vendre,449000,Volkstuinlei 22,2170 Merksem,À rénover,Non,A convenir,2,194 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,2,Gaz,Non,3,,Oui,Oui,,,,,,359 kWh/m²/an,20250607-0003611744-RES-2,27/05/2035,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,170 m²,,,,,,,,,,,,,,,,,,Super équipée,,,Nord-est,,,,,,,,,,,,,,,,,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt67144,RBT67144,Maison à vendre,439000,Laaglandlaan 264,2170 Merksem,Excellent,Non,,3,182 m²,,Non,Non,Non,Non,Non,Non,Non,2,3,Gaz,,2,,Oui,Oui,,,,Oui,Oui,241 kWh/m²/an,,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1948,,,,,2,,Non,,,,,,,,Double vitrage,,,,,,Equipée,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt67160,RBT67160,Maison à vendre,449000,Annuntiatenstraat 4,2170 Merksem,Remis à neuf,Non,,4,201 m²,,Non,Non,Non,Non,Non,Non,Non,2,,Gaz,,2,,,Oui,125 m²,,,Oui,Oui,150 kWh/m²/an,20250609-0003620542-RES-1,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,,Non,,,,,,,,Triple vitrage,,,,,,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt66293,RBT66293,Appartement à vendre,219000,Lambrechtshoekenlaan 163 301,2170 Merksem,Normal,,A l’acte,2,98 m²,Non,,,,,,,,1,1,Gaz,Oui,,,Non,Oui,,,,,,123 kWh/m²/an,20250305-0003545165-RES-1,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1957,,,,3,4,3 m²,,,,,,,35 m²,,,,,,Oui,,Super équipée,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt66267,RBT66267,Appartement à vendre,195000,Nieuwdreef 50,2170 Merksem,Normal,Non,,2,84 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,,,Oui,,,,,,427 kWh/m²/an,20240207-0003133965-RES-1,,"oui, attestation non conforme",,,Information non communiquée,Information non communiquée,,,,,1,2,2 m²,,,,,,,27 m²,,,,,,,,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt66183,RBT66183,Appartement à vendre,219000,Runcvoort 32 101,2170 Merksem,Normal,Non,A l’acte,2,72 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,,,,Oui,,95 m²,26 m,,,239 kWh/m²/an,20250407-0003572079-RES-1,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1962,,,,1,2,3 m²,,,,,,,30 m²,,,,,,,,,,,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt65016,RBT65016,Appartement à vendre,214000,Bredabaan 342 V3,2170 Merksem,Normal,Non,A l’acte,3,120 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Oui,2,5 m,,,,125 m²,27 m,Oui,Oui,284 kWh/m²/an,20250428-0003588174-RES-1,,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1972,,,,3,5,,,,,,,,,,,,,,,,,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt64634,RBT64634,Appartement à vendre,192000,Victor Govaerslaan 16,2170 Merksem,,Non,,2,100 m²,,Non,Non,Non,Non,Non,Non,Non,1,1,Mazout,Oui,,,Oui,Oui,,,,,,292 kWh/m²/an,,,"non, pas d'attestation",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1975,,,,6,7,,Non,,,,,,,,Double vitrage,Oui,,,,,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt64596,RBT64596,Appartement à vendre,149900,Trompetvogelstraat 24 201,2170 Merksem,À rénover,Non,Immédiatement,2,68 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,2,,,,,74 m²,29 m,Oui,Oui,270 kWh/m²/an,3617383,05/06/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1965,,,,2,,,,,,,,,,,,,,,,,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt48219,RBT48219,Appartement à vendre,295000,Wulpstraat 27 3,2170 Merksem,Normal,Non,A convenir,3,119 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Oui,,,,Oui,,,,,,198 kWh/m²/an,20250526-0003610675-RES-1,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,1974,Oui,,,2,5,3 m²,,,,,,,39 m²,,,,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2170/merksem/rbt47422,RBT47422,Appartement à vendre,219000,Nieuwdreef 123 601,2170 Merksem,À rénover,Non,A convenir,3,120 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Oui,3,50 m,,Oui,,859 m²,70 m,,,199 kWh/m²/an,20230423-0002873388-RES-1,23/04/2033,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1977,Oui,,,6,,10 m²,,,,,,,39 m²,,,,,,,,Semi-équipée,,,Est,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt47153,RBT47153,Maison à vendre,415000,De Meers 21,2170 Merksem,Normal,Non,A partir du : 01/11/2025,2,177 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,Gaz,Non,,,Oui,,180 m²,,,,,197 kWh/m²/an,0003610824-RES-2,27/05/2035,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,1952,Oui,,75 m²,,,,,,,,,,80 m²,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt47154,RBT47154,Maison à vendre,265000,Van Roiestraat 43,2170 Merksem,Normal,Non,A l’acte,2,87 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,,,Oui,,85 m²,,,,,368 kWh/m²/an,0003572959-RES-1,08/04/2035,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,,,,32 m²,,,,,,,,,,,,,,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2170/merksem/rbt46937,RBT46937,Maison à vendre,329000,Houthulststraat 50,2170 Merksem,Normal,Non,A l’acte,4,174 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Gaz,Non,3,5 m,,,73 m²,73 m²,14 m,Oui,Oui,378 kWh/m²/an,3566746,31/03/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
