ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Nombre_de_façades,Largeur_de_la_façade,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Profondeur_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Garage,Nombre_de_douches,Surface_du_jardin,Étage_de_lappartement,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Piscine_extérieure,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_séjour,Surface_de_la_cuisine,Type_de_vitrage,Parlophone,Accessible_aux_moins_valides,Orientation_de_la_terrasse,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Équipement_de_la_cuisine,Surface_de_lades_salles_de_bain,Air_conditionné,Orientation_de_la_façade_du_bien,Raccordé_aux_égouts,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Possibilités_pour_profession_libérale,Nombre_de_place_de_parking_intérieur,Porte_de_garage_motorisée,Station_de_charge_électrique,Adoucisseur_deau,Maison_basse_énergie,Panneaux_solaires,Pompe_à_chaleur,Appartement_de_service,Citerne_à_eau_de_pluie,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Nombre_de_Garages,Alarme_antieffraction,Largeur_du_terrain_à_rue,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Orientation_du_jardin,Nombre_de_places_de_parking_extérieur,Attestation__Installation_électrique__Validité,Type_de_cuisine,Chauffage_au_sol,Compteur_Bihoraire,Niveau_E,Porte_daccès_sécurisée,Surface_des_caves,Surface_de_la_véranda,Surface_du_garage,Surface_du_bureau,HammamSaunaJacuzzi,Espace_ouvert_sensible_à_leau__WORG,Conso_annuelle_totale_dénergie_primaire,Emission_de_CO2,Panneaux_solaires_thermiques,Surface_du_grenier,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing,Surface_salle_à_manger,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/2222/itegem/rbs92758,RBS92758,Rez-de-chaussée à vendre,325000,Oude Steenweg 2 2,2222 Itegem,Excellent,,,3,132 m²,Non,Oui,,,,,,,1,1,Gaz,,3,,Oui,Oui,,,,Oui,Oui,178 kWh/m²/an,,,"oui, attestation conforme",Non,,Risque élevé,Information non communiquée,2006,Oui,,,0,,,,,,,,,,,Double vitrage,Oui,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2222/itegem/rbs87205,RBS87205,Maison à vendre,399000,,2222 Itegem,Normal,,A l’acte,3,145 m²,,,,,,,,,1,1,Mazout,,4,9 m,Oui,Oui,785 m²,,,,Oui,378 kWh/m²/an,,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,1936,Oui,,,,,,,16 m²,16 m²,12 m²,,,43 m²,,Double vitrage,Oui,,,,Non,Equipée,,,,,,,,,,3,,,,,,,,,,,1,,9 m,,,,2,,Américaine,,,,,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/westmeerbeek/rbt71820,RBT71820,Maison à vendre,179000,Stationsstraat 98,2235 Westmeerbeek,À rénover,Non,A l’acte,5,209 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Mazout,Non,3,,Oui,Oui,303 m²,,19 m,,Oui,517 kWh/m²/an,,,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/westmeerbeek/rbt71111,RBT71111,Maison à vendre,399000,Nieuwstraat 6,2235 Westmeerbeek,Normal,Non,A l’acte,3,294 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,2,Mazout,Non,4,10 m,Oui,Oui,720 m²,181 m²,,,Oui,274 kWh/m²/an,3184469-RES-1,,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1985,Oui,,,,,,,,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/westmeerbeek/rbt42792,RBT42792,Maison à vendre,379000,Heide 44,2235 Westmeerbeek,À rénover,Non,A l’acte,4,184 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Mazout,Non,4,,Oui,Oui,3740 m²,277 m²,56 m,,,426 kWh/m²/an,20250518-0003604132-RES-1,,"oui, attestation non conforme",Oui,Zone agricole,Pas de risque d’inondation,Information non communiquée,1978,Oui,,2800 m²,,,35 m²,,,,,,,,,,,,,,,Semi-équipée,,,Sud-ouest,,,,,,,,,,,,,,,,,,2,,,,,,5,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/westmeerbeek/rbt40097,RBT40097,Maison à vendre,249000,Moerdijk 5,2235 Westmeerbeek,Normal,Non,A l’acte,2,105 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,Electrique,Non,4,,Oui,Oui,3881 m²,,,,,2157 kWh/m²/an,,,"non, pas d'attestation",Non,Zone de loisirs,Pas de risque d’inondation,Information non communiquée,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/2235/westmeerbeek/rbt16856,RBT16856,Duplex à vendre,289000,Hoogzand 2 2/4,2235 Westmeerbeek,,Non,,3,126 m²,,Non,Non,Non,Non,Non,Non,Non,,1,Gaz,Oui,,,,Oui,,,,,,156 kWh/m²/an,20240830-0003356335-RES-1,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2001,Oui,,,2,,,Non,,,,,,,,Double vitrage,,Non,,,,,,Non,,,,,,,,,,,,,,,,,,,,Non,,Non,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/westmeerbeek/rbs90213,RBS90213,Maison à vendre,690000,,2235 Westmeerbeek,À rénover,,,6,620 m²,,,Oui,,,,Oui,,2,3,,,4,,Oui,Oui,1614 m²,,,Oui,Oui,723 kWh/m²/an,20240326-0003189653-RES-1,,"oui, attestation non conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Oui,,,,3,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/2235/hulshout/rbt71880,RBT71880,Chalet à vendre,149000,Laeremansstraat 53,2235 Hulshout,Normal,,Immédiatement,2,104 m²,,,,,,,,,1,1,Mazout,,4,,Oui,Oui,1249 m²,,,,Oui,999 kWh/m²/an,,,,Non,,Pas de risque d’inondation,Information non communiquée,1994,,,,,,,,,,,,,,,Double vitrage,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbt71119,RBT71119,Maison à vendre,399000,Nieuwstraat 6,2235 Hulshout,Normal,Non,A l’acte,3,294 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,2,Mazout,Non,4,10 m,Oui,Oui,720 m²,181 m²,,,Oui,274 kWh/m²/an,3184469-RES-1,,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1985,Oui,,,,,,,,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/houtvenne/rbt69133,RBT69133,Maison à vendre,649000,De Schrans 35,2235 Houtvenne,Normal,Non,A l’acte,3,223 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,2,Gaz,Non,3,,Oui,Oui,495 m²,,,Oui,Oui,87 kWh/m²/an,,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2012,,,,,,,,,,,,,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbt67226,RBT67226,Maison à vendre,199000,Geersbroekstraat 23,2235 Hulshout,À rénover,Non,A l’acte,2,91 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,11,Mazout,Non,4,,,,675 m²,,,,Oui,695 kWh/m²/an,,,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1955,Oui,,,,,,,,,,,,,,,,,,,,,,,Est,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbt64701,RBT64701,Maison à vendre,299000,,2235 Hulshout,Excellent,Non,,3,170 m²,,Non,Non,Non,Non,Non,Oui,Non,1,1,,,4,,Oui,Oui,459 m²,,,Oui,Oui,431 kWh/m²/an,,,"non, pas d'attestation",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1953,Oui,,,,2,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,1,,,,,Sud,4,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2235/hulshout/rbt64379,RBT64379,Appartement à vendre,285000,Stationsstraat 18,2235 Hulshout,Remis à neuf,,,2,117 m²,Oui,,,,,,,,1,,Gaz,Non,2,,Oui,Oui,,,,,,284 kWh/m²/an,,,"oui, attestation conforme",Non,,Information non communiquée,Information non communiquée,1970,,,,,,,,,,,,,,,Double vitrage,,Oui,,Oui,Non,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbt44788,RBT44788,Maison à vendre,649000,,2235 Hulshout,,Non,,3,212 m²,,Non,Non,Non,Non,Non,Oui,Non,1,2,,,4,9 m,Oui,Oui,628 m²,,,,Oui,-2 kWh/m²/an,13016-G-OMV_2022003539/EP0503/A001/D01/SD001,01/11/2033,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2023,,,,,,,,18 m²,14 m²,15 m²,,,41 m²,22 m²,Double vitrage,,,,Oui,,Super équipée,9 m²,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,Est,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rwc39738,RWC39738,Maison à vendre,559000,lage venne 1,2235 Hulshout,Excellent,,,3,160 m²,,,Oui,,,,,,1,,Electrique,,4,,Oui,Oui,,,,,,98 kWh/m²/an,,,pas d'application,,,Information non communiquée,Information non communiquée,2012,Oui,,300 m²,,,20 m²,Oui,,,,,,,,Double vitrage,,,,,,,,Oui,,,,,,,,2,,Non,,Non,Non,Oui,,,pas d'application,,,,,,,,,,,,,,,,,30 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbt42791,RBT42791,Maison à vendre,349000,Molenstraat 48,2235 Hulshout,À rénover,Non,A l’acte,3,223 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,Gaz,Non,4,11 m,Oui,,667 m²,,91 m,,,304 kWh/m²/an,20231231-0003094766-RES-A,31/12/2033,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1970,Oui,,356 m²,,,,,,,,,,,,,,,,,,Semi-équipée,,,Est,,,,,,,,,,,,,,,,,Non,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbt42503,RBT42503,Maison à vendre,299000,Kleine Katelijnestraat 2,2235 Hulshout,,Non,A l’acte,4,175 m²,,Non,Oui,Non,Non,Non,Non,Non,1,2,Mazout,Non,4,12 m,Oui,,1020 m²,,55 m,,,730 kWh/m²/an,20230317-0002833737-RES-1,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1978,Oui,,,,,,Non,,,,,,,,Simple vitrage,,Non,,,,,,Non,Ouest,,,,,,,,,,,,,,,,,,,Non,19 m,Non,Non,,2,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbt39132,RBT39132,Maison à vendre,499000,Tolweg 8,2235 Hulshout,Excellent,,A l’acte,5,186 m²,Non,,Oui,Oui,,,,,1,2,Gaz,,3,,Oui,Oui,356 m²,,,Oui,Oui,44 kWh/m²/an,,,"oui, attestation conforme",,,Risque élevé,Information non communiquée,2022,,,,,,,,,,,,,,,Double vitrage,,,,Oui,Non,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbt36423,RBT36423,Maison à vendre,429000,Vosse Putten 35,2235 Hulshout,,Non,A l’acte,3,193 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,Mazout,Non,4,11 m,Oui,Oui,684 m²,127 m²,43 m,,,299 kWh/m²/an,20230511-0002889683-RES-1,11/05/2033,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1993,Oui,,,,,,,,,,,,,,,,,,,,Super équipée,,,Sud-ouest,,,,,,,,,,,,,,,,,Non,1,,,,,,4,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbt36136,RBT36136,Maison à vendre,499000,Wiekevorstsesteenweg 3 A,2235 Hulshout,Nouveau,,Immédiatement,5,212 m²,Non,,,,,,,,1,2,,Non,3,7 m,Oui,Oui,,,50 m,,,,,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,,,,,24 m²,,,,,,,33 m²,,,,,,Oui,Oui,Super équipée,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,12 m²,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbt35239,RBT35239,Maison à vendre,399000,Molenstraat 2,2235 Hulshout,Normal,Non,A l’acte,3,138 m²,Non,Non,Oui,Non,Non,Non,Non,Non,2,,Gaz,Non,3,,Oui,Oui,213 m²,,,Oui,Oui,213 kWh/m²/an,3141736-RES-3,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1961,,,,,,,,,,,,,,,,,,,,,Non équipée,,,Est,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbt33870,RBT33870,Maison à vendre,140000,Moerbergstraat 14,2235 Hulshout,À rénover,Non,A l’acte,2,176 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,1,,Non,4,,,,364 m²,,,,,1181 kWh/m²/an,3599911-RES-1,,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1934,,,,,,,,,,,,,,,,,,,,,Non équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/houtvenne/rbt32354,RBT32354,Maison à vendre,599000,Langestraat 74,2235 Houtvenne,,,,3,354 m²,,,Oui,,,,Oui,,1,2,,,4,,Oui,Oui,2126 m²,,,,Oui,242 kWh/m²/an,20240920-0003376769-RES-1,,"oui, attestation non conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1997,Oui,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbt30630,RBT30630,Maison à vendre,199000,Netelaan 24,2235 Hulshout,À rénover,Non,A l’acte,4,116 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,Mazout,Non,3,,Oui,Oui,259 m²,62 m²,,,,682 kWh/m²/an,20250403-0003569827-RES-1,03/04/2035,"non, pas d'attestation",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1965,Oui,,80 m²,,1,18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,1,,,,,,2,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbt25303,RBT25303,Maison à vendre,375000,Geersbroekstraat 17,2235 Hulshout,Normal,,A l’acte,3,186 m²,Non,,Oui,Oui,,,,,1,1,Mazout,,4,,Oui,Oui,1071 m²,,,,Oui,278 kWh/m²/an,,,,Non,,Risque moyen,Information non communiquée,1984,Oui,,,,,,,,,,,,,,,,,,Oui,Non,,,Oui,,,,,,,,,,,,,Oui,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2235/hulshout/rbt25144,RBT25144,Villa à vendre,665000,Heibaan 166,2235 Hulshout,Normal,Non,A convenir,5,383 m²,Non,Non,Oui,Non,Non,Non,Non,Non,1,3,Mazout,Non,4,,Oui,,635 m²,168 m²,32 m,,,115 kWh/m²/an,20250409-0003574097-RES-1,09/04/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2005,Oui,1,245 m²,,,,,,,,,,,,,,,,,,Super équipée,,,Sud,,,,,,,,,,,,Oui,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbt09779,RBT09779,Maison à vendre,395000,Vennekensstraat 20 LOT 3,2235 Hulshout,Nouveau,,,4,176 m²,Non,,,,,,,,1,2,Air pulsé,,3,7 m,Oui,,,,,,Oui,,,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,2025,,,,,,,,,,,,,,,Double vitrage,Oui,,,Oui,Oui,,,,,,,,,,,,,Oui,,,Oui,Oui,,Oui,,,,,7 m,,,,1,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/houtvenne/rbt04495,RBT04495,Maison à vendre,415000,Vennekensstraat 72,2235 Houtvenne,Excellent,,Immédiatement,3,140 m²,,,Oui,,,,,,2,,Gaz,,3,,Oui,Oui,462 m²,,,Oui,Oui,,,,,Non,,Risque moyen,Information non communiquée,1951,,,,,,,,,,,,,,,Double vitrage,,,,Oui,Oui,Super équipée,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbs48715,RBS48715,Maison à vendre,315000,Grote Baan 180,2235 Hulshout,Normal,,A l’acte,3,156 m²,Non,,Oui,Oui,,,,,1,1,Gaz,,4,,Oui,Oui,848 m²,,,Oui,Oui,393 kWh/m²/an,,,,Non,,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,Double vitrage,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbs70118,RBS70118,Maison à vendre,395000,Vennekensstraat 18 LOT 4,2235 Hulshout,Nouveau,,,4,176 m²,Non,,,,,,,,1,2,Air pulsé,,3,7 m,Oui,,,,,,Oui,,,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,2025,,,,,,,,,,,,,,,Double vitrage,Oui,,,Oui,Oui,,,,,,,,,,,,,Oui,,,Oui,Oui,,Oui,,,,,7 m,,,,1,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbs11988,RBS11988,Maison à vendre,419000,Elzenstraat 62 Woning 1 L,2235 Hulshout,Nouveau,,,3,229 m²,Non,,Oui,,,,,,1,,Air pulsé,,3,8 m,Oui,Oui,,,,,Oui,,,,,Non,,Information non communiquée,Information non communiquée,2024,,,,,,,,,,,,,,,Double vitrage,,,,Oui,Non,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,8 m,,,,1,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbr83433,RBR83433,Maison à vendre,479000,Grote Baan 434,2235 Hulshout,Normal,Non,A l’acte,4,192 m²,Non,Oui,,,,,,,1,,Gaz,,4,18 m,Oui,Oui,2434 m²,,,Oui,Oui,327 kWh/m²/an,,,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,1970,Oui,,,,,,,,,,,,,,Double vitrage,,,Sud,,,Equipée,,,,Oui,,,,,,,,,,,,,,Oui,,,1,,18 m,,,,5,,Américaine,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2235/hulshout/rbi23792,RBI23792,Maison à vendre,325000,Vaartdijkstraat 29,2235 Hulshout,,,Immédiatement,2,136 m²,Non,Oui,,,,,,,1,1,,,4,,Oui,Non,2194 m²,,,,Oui,884 kWh/m²/an,,,"oui, attestation non conforme",Oui,,Pas de risque d’inondation,Information non communiquée,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2260/zoerle-parwijs/rbt67578,RBT67578,Appartement à vendre,195000,Zoerledorp 21B,2260 Zoerle-Parwijs,Normal,Non,Immédiatement,2,102 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,1,,Non,2,,,,,,,,,257 kWh/m²/an,,03/10/2024,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1967,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2260/zoerle-parwijs/rbt25637,RBT25637,Maison à vendre,210000,Sint-Niklaasstraat 54,2260 Zoerle-Parwijs,,Non,A l’acte,2,94 m²,,Non,Non,Non,Non,Non,Non,Non,,,Mazout,,,,,,835 m²,,,,,1141 kWh/m²/an,20250506-0003593443-RES-1,,,Non,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2260/westerlo/rbt72701,RBT72701,Maison à vendre,899000,Boskant 8,2260 Westerlo,À rénover,Non,,4,550 m²,Non,Non,Non,Non,Non,Non,Non,Non,3,4,Mazout,Non,4,18 m,Oui,,6680 m²,695 m²,75 m,,Oui,660 kWh/m²/an,20250519-0003604788-RES-1,19/05/2035,"oui, attestation non conforme",Oui,Zone d'extension d'habitat,Pas de risque d’inondation,Information non communiquée,1980,Oui,,5985 m²,,2,,Oui,,,,,,87 m²,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2260/westerlo/rbt70281,RBT70281,Maison à vendre,430000,,2260 Westerlo,Nouveau,Non,,3,180 m²,,Non,Non,Non,Non,Oui,Oui,Non,1,2,,,3,7 m,Oui,Oui,332 m²,,33 m,Oui,Oui,0 kWh/m²/an,,,"non, pas d'attestation",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2025,Oui,,,,2,23 m²,Non,14 m²,14 m²,16 m²,,,17 m²,,,,,,,,,12 m²,,,,,,,,,,,,,,Oui,Oui,,,,,1,,10 m,,,Nord-est,2,,,,,,,,,18 m²,,,,,,,,,6 m²,,
https://immovlan.be/fr/detail/maison/a-vendre/2260/westerlo/rbt69347,RBT69347,Maison à vendre,495000,Ernest Claesstraat 22 A,2260 Westerlo,Nouveau,Non,Immédiatement,3,183 m²,Non,Non,Non,Non,Non,Non,Non,Non,1,2,,Non,3,,Oui,Oui,430 m²,,,,Oui,,,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,,,,,16 m²,,,,,,,,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2260/westerlo/rbt68789,RBT68789,Maison à vendre,425000,Gravin de Merodestraat 91,2260 Westerlo,Excellent,,A l’acte,2,170 m²,Non,Oui,Oui,,,,,,1,2,Gaz,,3,,Oui,Oui,439 m²,,,Oui,Oui,133 kWh/m²/an,,,"oui, attestation conforme",Non,,Information non communiquée,Information non communiquée,,,1,,,,,,,,,,,,,Double vitrage,,Oui,,Oui,Non,Super équipée,,Oui,,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
