ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_du_séjour,Grenier,Salle_à_manger,Surface_salle_à_manger,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Date_de_validité_PEB,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_habitable,Meublé,Caves,Équipement_de_la_cuisine,Type_de_cuisine,Type_de_chauffage,Type_de_vitrage,Parlophone,Ascenseur,Conso_annuelle_totale_dénergie_primaire,Buanderie,Air_conditionné,Accessible_aux_moins_valides,Largeur_de_la_façade,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Raccordé_au_gaz_de_ville,Emission_de_CO2,Année_de_construction,Nombre_détages_de_limmeuble,Piscine_extérieure,Référence_PEB,Possibilités_pour_profession_libérale,Bien_actuellement_loué,Local_vélo,Station_de_charge_électrique,Adoucisseur_deau,Maison_basse_énergie,Panneaux_solaires,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Domotique,Alarme_antieffraction,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Citerne_à_eau_de_pluie,Attestation__Installation_électrique__Validité,Attestation__Citernes_à_mazout,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_de_lades_salles_de_bain,Profondeur_du_terrain,Panneaux_solaires_thermiques,Permis_de_bâtir_obtenu,Le_bien_fait_lobjet_dun_droit_de_préemption,Étage_de_lappartement,Surface_du_grenier,Surface_du_garage,Surface_des_caves,Permis_durbanisation_accordé,Dressing,Attestation__Asbuilt,Niveau_E,Orientation_du_jardin,Balcon,Appartement_de_service,Véranda,Surface_du_bureau,Surface_totale,Surface_constructible,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG
https://immovlan.be/fr/detail/maison/a-vendre/7070/gottignies/vbb71403,VBB71403,Maison à vendre,275000,Rue du Vent Val 69,7070 Gottignies,,A l’acte,4,,,,,Oui,Non,,Oui,,,,2,,,Nord,3,,Oui,100 m²,Oui,10 m²,282 m²,,Oui,297 kWh/m²/an,07/06/2032,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,185 m²,Non,Non,,,Mazout,,,Non,,Non,,,,,,Oui,,,,,202206067005111,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/le-roeulx/vbc92049,VBC92049,Maison à vendre,105000,Rue Courte 8,7070 Le Roeulx,,,2,,,,29 m²,,Non,,,,,,,1,,,3,,Oui,26 m²,Oui,19 m²,150 m²,,,381 kWh/m²/an,,,Information non communiquée,Information non communiquée,100 m²,,Non,,,Gaz,,,,,Non,,,,,,,69,,,,20241007018486,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7070/le-roeulx/vwd13913,VWD13913,Villa à vendre,490000,,7070 Le Roeulx,Normal,A l’acte,5,26 m²,15 m²,12 m²,86 m²,Oui,,,Oui,,1,,2,,,,4,4,Oui,1100 m²,Oui,,1570 m²,Oui,Oui,238 kWh/m²/an,,,Information non communiquée,Information non communiquée,350 m²,,Oui,Equipée,,Gaz,Double vitrage,,,,Oui,,,,,,Oui,,,,Oui,20211114006201,Oui,,,,,,,,,,,Oui,,,,,,,,,34 m²,32 m²,,,,,,,,,,,,,,,,,,19 m²,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/le-roeulx/vbc82045,VBC82045,Maison à vendre,69000,Rue des Fabriques 5 A,7070 Le Roeulx,À rénover,A l’acte,2,11 m²,16 m²,,,,,,,,,21 m²,1,,,,2,1,,,Oui,,111 m²,Non,Oui,381 kWh/m²/an,11/02/2032,"non, pas d'attestation",Information non communiquée,Information non communiquée,149 m²,Non,Oui,,Indépendante,,Simple vitrage,,Non,56610 kWh/an,,,Non,,,,Oui,31,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7070/le-roeulx/vbc86419,VBC86419,Villa à vendre,792000,Rue des Ecaussinnes 75,7070 Le Roeulx,Normal,A l’acte,4,18 m²,21 m²,11 m²,48 m²,Oui,,,Oui,2,,22 m²,2,2,4,,4,2,Oui,,Oui,120 m²,2330 m²,,Oui,92 kWh/m²/an,,,Information non communiquée,Information non communiquée,421 m²,,Oui,,,Gaz,Double vitrage,Oui,,48261 kWh/an,,Oui,,42 m,,,Oui,,2006,1,Oui,,,,,,,,Oui,,,,,Oui,,Oui,Oui,,Oui,,,,27 m²,,,57 m,,,,,6 m²,,107 m²,,,,,,,,,12 m²,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7070/le-roeulx/vwd13700,VWD13700,Villa à vendre,792000,,7070 Le Roeulx,Excellent,A l’acte,4,17 m²,30 m²,23 m²,65 m²,Oui,,,Oui,,2,20 m²,3,,,,4,4,Oui,2000 m²,Oui,100 m²,2330 m²,Oui,Oui,92 kWh/m²/an,,,Pas de risque d’inondation,Information non communiquée,420 m²,,Oui,Super équipée,Américaine,Gaz,,Oui,,92 kWh/an,Oui,Oui,,,,,Oui,15,2006,,Oui,20250515038057,Oui,,,,,,,,,,,Oui,,Oui,Oui,,,,,,11 m²,,,,,,,,,,,,,,,,,,,35 m²,560 m²,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/le-roeulx/vbc83974,VBC83974,Maison à vendre,675000,,7070 Le Roeulx,Normal,A l’acte,5,24 m²,19 m²,17 m²,55 m²,Oui,,,Oui,2,2,40 m²,1,,,Nord,4,6,Oui,1052 m²,Oui,,1052 m²,Oui,Oui,322 kWh/m²/an,15/05/2035,"oui, attestation non conforme",Information non communiquée,Information non communiquée,439 m²,Non,Oui,Super équipée,,Mazout,Double vitrage,Oui,Non,141627 kWh/an,,,Non,15 m,Sud,15 m,,80,1972,1,Non,,,,,,,,,,,,,,,,,,,,,,13 m²,8 m²,,,,,,,,,,,,,,Sud,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/mignault/vbc82983,VBC82983,Maison à vendre,295000,,7070 Mignault,Normal,,4,,,,32 m²,Non,Non,,,,,,2,,2,,3,,Oui,350 m²,Oui,25 m²,525 m²,,,241 kWh/m²/an,24/04/2035,pas d'application,Information non communiquée,Information non communiquée,165 m²,Non,Non,,,Gaz,,,Non,,Non,,,,,,,,,1,,20250424012274,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/thieu/vbc79200,VBC79200,Maison à vendre,160000,Chaussée de Mons 167,7070 Thieu,,Immédiatement,5,,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,432 kWh/m²/an,,,Information non communiquée,Information non communiquée,,,,,,Mazout,,,,94406 kWh/an,,,,,,,,,,,,20250521019554,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/le-roeulx/vbc44436,VBC44436,Maison à vendre,170000,Rue de la Station 56,7070 Le Roeulx,,A l’acte,4,,,,,Oui,,,Oui,,,,,,,,,,Oui,,,,1200 m²,,,421 kWh/m²/an,,,Information non communiquée,Information non communiquée,,,Oui,,,Gaz,,,,85004 kWh/an,,,,,,,,,,,,20240827002618,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7070/le-roeulx/vbc73272,VBC73272,Appartement à vendre,195000,,7070 Le Roeulx,Normal,,2,,,,33 m²,Non,Non,,,,,,2,,2,,,,,,Oui,,,,Oui,243 kWh/m²/an,19/11/2034,"oui, attestation conforme",Information non communiquée,Information non communiquée,112 m²,Non,Non,Super équipée,,Gaz,,,Non,,Non,,,,,,Oui,6454,,,,20241119002068,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/le-roeulx/vbc73271,VBC73271,Maison à vendre,195000,,7070 Le Roeulx,Normal,,2,,,,33 m²,Non,Non,,,,,,2,,2,,,,,,Oui,,145 m²,,Oui,243 kWh/m²/an,19/11/2034,"oui, attestation conforme",Information non communiquée,Information non communiquée,112 m²,Non,Non,Super équipée,,Gaz,,,Non,,Non,,,,,,Oui,6454,,,,20241119002068,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/le-roeulx/vwd13205,VWD13205,Maison à vendre,175000,Sainte-Gertrude 47,7070 Le Roeulx,À rénover,A l’acte,3,16 m²,16 m²,20 m²,21 m²,Oui,,,,,,,1,,,,2,,,,,,60 m²,Oui,Oui,303 kWh/m²/an,,"oui, attestation conforme",Information non communiquée,Information non communiquée,145 m²,,Oui,Semi-équipée,,Gaz,Double vitrage,,,,,,,,,,Oui,,,,,20190402008210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/le-roeulx/vwd11529,VWD11529,Maison à vendre,490000,Place du Souvenir 2,7070 Le Roeulx,Normal,A l’acte,6,16 m²,15 m²,12 m²,48 m²,Oui,,,,,,,1,,,,2,,,,Oui,,55 m²,Oui,Oui,406 kWh/m²/an,,,Information non communiquée,Information non communiquée,377 m²,,Oui,Equipée,,Mazout,Double vitrage,,,,,,,,,,Oui,,,,Oui,20241121003620,,,,,,,,,,,,,,,,,,,,,15 m²,18 m²,,,,,,,80 m²,,60 m²,,,,,,,,,11 m²,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/le-roeulx/vbc58229,VBC58229,Maison à vendre,175000,Rue du Coron 13,7070 Le Roeulx,Normal,Immédiatement,2,,,,,,,,Oui,1,1,,1,1,2,,3,,Oui,,Oui,,267 m²,Oui,Oui,783 kWh/m²/an,03/07/2034,,Information non communiquée,Information non communiquée,145 m²,Non,,Equipée,Américaine,Mazout,Double vitrage,,,113519 kWh/an,,,,,,,Oui,195,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/ville-sur-haine/vbc57976,VBC57976,Maison à vendre,275000,Rue du Trieu 58,7070 Ville-sur-Haine,,A l’acte,2,,,,,,,,Oui,,,,,,,,,,,,,,,,,551 kWh/m²/an,,,Information non communiquée,Information non communiquée,,,,,,Mazout,Double vitrage,,,68990 kWh/an,,,,,,,,,,,,20250327014311,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/le-roeulx/vbc57329,VBC57329,Maison à vendre,225000,Rue Léon Polart 61,7070 Le Roeulx,Normal,A l’acte,4,12 m²,13 m²,20 m²,,Oui,,,Oui,1,,23 m²,2,,,,4,2,Oui,,Oui,,807 m²,Oui,Oui,201 kWh/m²/an,31/03/2035,"oui, attestation non conforme",Information non communiquée,Information non communiquée,167 m²,Non,Oui,Equipée,Américaine,Mazout,Double vitrage,,Non,41736 kWh/an,,,Non,,,,,50,,2,,,,,,,,,,,,,,,,,,,Oui,,,,28 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/thieu/vbc56748,VBC56748,Maison à vendre,320000,,7070 Thieu,,,,,,,,Oui,Oui,,Oui,,,,,,,,,,Oui,,,,,Oui,,60 kWh/m²/an,,"non, pas d'attestation",Information non communiquée,Information non communiquée,205 m²,,Non,Non équipée,,Non specifié,Double vitrage,Non,,,Non,Non,,,,,,8,,,Non,20250213525492,,Non,Non,,,Non,Oui,Non,,,Non,Oui,Non,Non,Non,,,,"non, pas d'attestation",,,,,,Non,,Non,,,,,,Oui,Non,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7070/le-roeulx/vbc49147,VBC49147,Villa à vendre,439000,,7070 Le Roeulx,Normal,A l’acte,4,16 m²,16 m²,15 m²,38 m²,Oui,,,Oui,1,,16 m²,2,2,3,Nord,4,,Oui,,Oui,,960 m²,Oui,Oui,286 kWh/m²/an,06/09/2034,,Pas de risque d’inondation,Information non communiquée,238 m²,Non,Oui,Equipée,Américaine,Mazout,Double vitrage,,Non,63737 kWh/an,,,Oui,,,,,67,1980,,,,,,,,,,,,,,,Oui,,,,,Oui,,,,15 m²,20 m²,,,,,,,,,,,,,,Sud,,,Oui,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7070/thieu/vbc45454,VBC45454,Appartement à vendre,230500,Rue du Château,7070 Thieu,Nouveau,,2,,,,,,,,,,,,,1,,Nord-est,,,Non,,Oui,12 m²,,,,107 kWh/m²/an,,pas d'application,Information non communiquée,Information non communiquée,86 m²,Non,,Semi-équipée,,Non specifié,,,Non,6775 kWh/an,,,,,,,,1507,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,2,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/thieu/vbc31832,VBC31832,Maison à vendre,302000,Rue du Château,7070 Thieu,Nouveau,,3,,,,27 m²,Oui,Non,,,,,,1,,,Sud-est,3,,Oui,,Oui,,321 m²,,,55 kWh/m²/an,,pas d'application,Information non communiquée,Information non communiquée,112 m²,Non,Non,Semi-équipée,,Non specifié,,,Non,,Non,,,,,,,690,,,,,,Non,Non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/thieu/vbc05045,VBC05045,Maison à vendre,302000,Rue du Château,7070 Thieu,Nouveau,Immédiatement,3,,,,27 m²,Oui,Non,,,,,,1,,,Sud-est,3,,Oui,,Oui,,379 m²,,,55 kWh/m²/an,,pas d'application,Information non communiquée,Information non communiquée,112 m²,Non,Non,Semi-équipée,,Non specifié,,,Non,,Non,,,,,,,690,,,,,,Non,Non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/thieu/vbc05044,VBC05044,Maison à vendre,310000,Rue du Château,7070 Thieu,Nouveau,Immédiatement,3,,,,32 m²,Oui,Non,,,,,,1,,,Sud-est,3,,Oui,,Oui,,417 m²,,,55 kWh/m²/an,,pas d'application,Information non communiquée,Information non communiquée,137 m²,Non,Non,Semi-équipée,,Non specifié,,,Non,,Non,,,,,,,690,,,,,,Non,Non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/thieu/vbc00558,VBC00558,Maison à vendre,285000,Rue du Château,7070 Thieu,Nouveau,Immédiatement,3,,,,27 m²,Oui,Non,,,,,,1,,,Sud-est,3,,Oui,,Oui,,315 m²,,,55 kWh/m²/an,,pas d'application,Information non communiquée,Information non communiquée,112 m²,Non,Non,Semi-équipée,,Non specifié,,,Non,,Non,,,,,,,690,,,,,,Non,Non,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7070/thieu/vbc05043,VBC05043,Appartement à vendre,245000,Rue du Château,7070 Thieu,Nouveau,,2,,,,,,,,,,,,,1,,Sud-est,,,Non,,Oui,4 m²,,,,93 kWh/m²/an,,pas d'application,Information non communiquée,Information non communiquée,102 m²,Non,,Semi-équipée,,Non specifié,,,Non,6277 kWh/an,,,,,,,,1601,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,2,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/7070/thieu/vbb98993,VBB98993,Studio à vendre,145000,Rue du Château,7070 Thieu,,Immédiatement,,,,,,,,,,,,,,1,,Nord-est,,,Non,,Oui,,,,,103 kWh/m²/an,,pas d'application,Information non communiquée,Information non communiquée,53 m²,Non,,Semi-équipée,,Non specifié,,,Non,,,,,,,,,983,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,0,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7070/le-roeulx/vbb85888,VBB85888,Maison à vendre,180000,Rue de la Station 57,7070 Le Roeulx,,A l’acte,4,,,,,,,,,,,,,1,,,,,Oui,,,,410 m²,,,311 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,Oui,Equipée,,Mazout,Double vitrage,,,63903 kWh/an,,,,,,,,,,,,20240820009923,,,,,,,,,,,,Oui,,,,,,,"non, pas d'attestation",,,,,,Non,,,,,,,,,,,,,,Oui,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7070/le-roeulx/vwd10216,VWD10216,Villa à vendre,325000,Chaussée de Mons 152,7070 Le Roeulx,Normal,A l’acte,3,18 m²,14 m²,12 m²,,Oui,,,Oui,,2,,1,,,,4,1,Oui,,,,1153 m²,Oui,Oui,392 kWh/m²/an,,,Information non communiquée,Information non communiquée,230 m²,,Oui,Equipée,,Mazout,Double vitrage,,,,,,,,,,,,1964,,,20210202000428,,Oui,,,,,,,,,,,,,,,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/la-bouverie/vbc75238,VBC75238,Maison à vendre,245000,Rue Jacob 50,7080 La Bouverie,Excellent,A l’acte,3,,,,,,,,,,,,,1,1,,2,,Oui,,,,260 m²,Oui,,168 kWh/m²/an,,,Information non communiquée,Information non communiquée,,,Oui,Equipée,,,Double vitrage,,,28018 kWh/an,,,,,,,,,,1,,2024102000493,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,Non,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7080/la-bouverie/vbc74713,VBC74713,Appartement à vendre,135000,Rue de la Montagne 85,7080 La Bouverie,Excellent,,2,14 m²,11 m²,,32 m²,,,,,,,19 m²,1,1,1,,2,,Oui,,Oui,,,Oui,Oui,318 kWh/m²/an,12/05/2025,,Information non communiquée,Information non communiquée,110 m²,,,Equipée,Américaine,Mazout,Double vitrage,,,35012 kWh/an,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/la-bouverie/vbc66622,VBC66622,Maison à vendre,155000,Rue Jules Cousin 74,7080 La Bouverie,Normal,,2,,,,40 m²,Non,Non,,,,,,1,,1,Sud-est,4,1,Oui,45 m²,,,190 m²,,Oui,468 kWh/m²/an,19/06/2033,"oui, attestation conforme",Information non communiquée,Information non communiquée,120 m²,Non,Non,,,Gaz,,,Non,,Non,,,,,,Oui,12219,,2,,20230619032287,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,145 m²,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/la-bouverie/vbc66082,VBC66082,Maison à vendre,136000,Rue de la Fontaine 56,7080 La Bouverie,Nouveau,A l’acte,3,,,,36 m²,Oui,,,,,,,1,1,2,,2,2,Oui,,Oui,,,Oui,,,,,Information non communiquée,Information non communiquée,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/la-bouverie/vwd12644,VWD12644,Maison à vendre,89000,,7080 La Bouverie,À rénover,Immédiatement,3,,,,,Oui,,,,,,13 m²,1,,,,2,,Oui,95 m²,Oui,2 m²,150 m²,Oui,Oui,510 kWh/m²/an,18/04/2033,,Pas de risque d’inondation,Information non communiquée,174 m²,,Oui,,Indépendante,Gaz,Double vitrage,,,102584 kWh/an,Oui,,,5 m,Sud-ouest,5 m,Oui,29249,1958,,,20230418003209,,Non,Oui,,,,,,,Oui,,,,,,,,,pas d'application,,,,7 m²,30 m,,,,,38 m²,,30 m²,,,,,Sud-ouest,,,,,174 m²,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/la-bouverie/vbb11590,VBB11590,Maison à vendre,60000,Rue Brasseur 20,7080 La Bouverie,À rénover,,2,21 m²,,,48 m²,,,,,,,6 m²,1,,1,Nord,2,,Oui,242 m²,Oui,8 m²,341 m²,,,395 kWh/m²/an,,,Information non communiquée,Information non communiquée,135 m²,Non,,,,,,,,51071 kWh/an,,,,6 m,Sud,6 m,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,56 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc92002,VBC92002,Maison à vendre,155000,Impasse des Fours à Chaux 18,7080 Frameries,Excellent,,3,15 m²,13 m²,8 m²,37 m²,Oui,,,,,,10 m²,1,1,1,,3,,Oui,,Oui,,180 m²,Oui,Oui,191 kWh/m²/an,30/05/2035,"oui, attestation conforme",Information non communiquée,Information non communiquée,133 m²,,Oui,Equipée,Américaine,Gaz,Double vitrage,,,25525 kWh/an,,,,,,,Oui,,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc91034,VBC91034,Maison à vendre,210000,,7080 Frameries,,A l’acte,3,,,,,Oui,Non,,,,,,,1,1,Nord-est,2,,Oui,,Oui,,370 m²,,,182 kWh/m²/an,23/03/2035,pas d'application,Pas de risque d’inondation,Information non communiquée,204 m²,Non,Non,,,Gaz,,,Non,,Non,,,,,,,,,,,20250323006748,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7080/frameries/vbc89864,VBC89864,Appartement à vendre,207000,Rue de la station,7080 Frameries,,,2,,,,,Non,Non,,Oui,1,1,,,1,,Sud,3,,,,Oui,10 m²,,,,,,,Information non communiquée,Information non communiquée,90 m²,,Non,,,Gaz,,,,,Non,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7080/frameries/vbc89863,VBC89863,Appartement à vendre,207000,Rue de la station,7080 Frameries,,,2,,,,,Non,Non,,Oui,1,1,,,1,,Sud,3,,,,Oui,10 m²,,,,,,,Information non communiquée,Information non communiquée,90 m²,,Non,,,Gaz,,,,,Non,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7080/frameries/vbc89862,VBC89862,Appartement à vendre,214000,Rue de la station,7080 Frameries,,,2,,,,,Non,Non,,Oui,1,1,,,1,,Sud,3,,,,Oui,10 m²,,,,,,,Information non communiquée,Information non communiquée,95 m²,,Non,,,Gaz,,,,,Non,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7080/frameries/vbc89861,VBC89861,Appartement à vendre,207000,Rue de la station,7080 Frameries,,,2,,,,,Non,Non,,Oui,1,1,,,1,,Sud,3,,,,Oui,10 m²,,,,,,,Information non communiquée,Information non communiquée,90 m²,,Non,,,Gaz,,,,,Non,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc88235,VBC88235,Maison à vendre,125000,Rue du Millénaire 2,7080 Frameries,À rénover,A l’acte,3,16 m²,13 m²,17 m²,16 m²,Oui,Oui,16 m²,Oui,1,1,13 m²,1,,1,,3,,,,Oui,27 m²,126 m²,Oui,Oui,453 kWh/m²/an,06/06/2035,"oui, attestation non conforme",Information non communiquée,Information non communiquée,95 m²,Non,Oui,,,Gaz,Double vitrage,,Non,63649 kWh/an,,,Non,3 m,Sud-est,3 m,Oui,,,,,,,,,,,,,,,,,,,,,,,06/03/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc87513,VBC87513,Maison à vendre,75000,Rue Joseph Dufrane 17,7080 Frameries,À rénover,,2,12 m²,12 m²,,26 m²,,Oui,19 m²,,,,18 m²,1,1,1,Nord,2,,,,Oui,,110 m²,Oui,,671 kWh/m²/an,,,Information non communiquée,Information non communiquée,107 m²,Non,,,,,,,,71813 kWh/an,,,,4 m,,4 m,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,31 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc62715,VBC62715,Maison à vendre,105000,Rue de la Liberté 20,7080 Frameries,,A l’acte,2,,,,,Oui,Non,,,,,,1,,1,,2,,Oui,,Oui,,210 m²,,,423 kWh/m²/an,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,121 m²,,Non,,,Gaz,,,,,Non,,,,,,,,,2,,20250414019211,,Non,Non,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,Non,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7080/frameries/vbc67888,VBC67888,Maison à vendre,130000,Rue L?on Defuisseaux 2 B,7080 Frameries,,,3,13 m²,,,,Oui,Non,,,,,,,,1,,,,,,,,175 m²,,,810 kWh/m²/an,25/02/2035,"non, pas d'attestation",Information non communiquée,Information non communiquée,109 m²,,Oui,,,,,,,,Oui,,,,,,,,,,Non,20250225015070,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,51 m²,,15 m²,,Non,,,,,Oui,Non,61 m²,,,,,,,
