ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_habitable,Meublé,Caves,Grenier,Salle_à_manger,Surface_salle_à_manger,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Largeur_du_terrain_à_rue,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Surface_du_séjour,Véranda,Dressing,Buanderie,Local_vélo,Étage_de_lappartement,Référence_PEB,Surface_du_bureau,Surface_des_caves,Garage,Nombre_de_Garages,Surface_de_lades_salles_de_bain,Panneaux_solaires,Parlophone,Alarme_antieffraction,HammamSaunaJacuzzi,Feu_ouvert,Orientation_du_jardin,Profondeur_du_terrain,Raccordé_aux_égouts,Piscine_extérieure,Emission_de_CO2,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Orientation_de_la_terrasse,Raccordé_au_gaz_de_ville,Citerne_à_eau_de_pluie,Nombre_de_place_de_parking_intérieur,Surface_du_grenier,Air_conditionné,Panneaux_solaires_thermiques,Surface_du_dressing,Station_de_charge_électrique,Maison_basse_énergie,Pompe_à_chaleur,Attestation__Citernes_à_mazout,Adoucisseur_deau,Surface_du_garage,Chauffage_au_sol,Compteur_deau_individuel,Domotique,Porte_daccès_sécurisée,Attestation__Asbuilt,Surface_totale,Possibilités_pour_profession_libérale,Niveau_E,Appartement_de_service,Compteur_Bihoraire,Adaptations_pour_les_seniors,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Affectation_urbanistique_la_plus_récente,Porte_de_garage_motorisée,Balcon,Surface_constructible,Citation_pour_infraction_urbanistique,Attestation__Citernes_à_mazout__Validité,Surface_de_la_véranda,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/maison/a-vendre/1470/genappe/vbc57356,VBC57356,Maison à vendre,342300,Rue Des Bassins 23,1470 Genappe,Nouveau,,,3,,,,,,,,,,,,,,,1,,,,,,,,2,,,,Oui,,,,231 m²,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/genappe/vbc57355,VBC57355,Maison à vendre,340300,Rue Des Bassins 21,1470 Genappe,Nouveau,,,3,,,,,,,,,,,,,,,1,,,,,,,,2,,,,Oui,,,,223 m²,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/genappe/vbc57354,VBC57354,Maison à vendre,337300,Rue Des Bassins 19,1470 Genappe,Nouveau,,,3,,,,,,,,,,,,,,,1,,,,,,,,2,,,,Oui,,,,223 m²,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/genappe/vbc57351,VBC57351,Maison à vendre,338300,Rue Des Bassins 38,1470 Genappe,Nouveau,,,3,,,,,,,,,,,,,,,1,,,,,,,,2,,,,Oui,,,,184 m²,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/genappe/vbc57350,VBC57350,Maison à vendre,335800,Rue Des Bassins 34,1470 Genappe,Nouveau,,,3,,,,,,,,,,,,,,,1,,,,,,,,2,,,,Oui,,,,193 m²,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/genappe/vbc57349,VBC57349,Maison à vendre,342300,Rue Des Bassins 32,1470 Genappe,Nouveau,,,3,,,,,,,,,,,,,,,1,,,,,,,,2,,,,Oui,,,,194 m²,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/genappe/vbc57348,VBC57348,Maison à vendre,342300,Rue Des Bassins 30,1470 Genappe,Nouveau,,,3,,,,,,,,,,,,,,,1,,,,,,,,2,,,,Oui,,,,207 m²,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1470/genappe/vbc44852,VBC44852,Villa à vendre,675000,,1470 Genappe,Normal,1982,A l’acte,4,64 m²,15 m²,15 m²,15 m²,,222 m²,Non,Oui,,,,Equipée,Américaine,10 m²,2,,3,Mazout,Double vitrage,Non,Oui,Nord-est,4,9 m,2,4,Oui,5635 m²,Oui,24 m²,5785 m²,9 m,Oui,214 kWh/m²/an,,20/02/2033,,,Pas de risque d’inondation,Information non communiquée,Non,47 m²,,,,,,,,,,,7 m²,,,Oui,,Oui,,66 m,Oui,Non,54,Oui,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1470/genappe/vaz68224,VAZ68224,Appartement à vendre,285000,Rue Saint Joseph 18C,1470 Genappe,Nouveau,,,2,,,,,,94 m²,,,,,,,,,1,,,,,,,,,,3,,Oui,,Oui,7 m²,,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,3,,,,,,,,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1470/genappe/vaz68220,VAZ68220,Appartement à vendre,265000,Rue Saint Joseph 18C,1470 Genappe,Nouveau,,,2,,,,,,83 m²,,,,,,,,,1,,,,,,,,,,3,,Oui,,Oui,6 m²,,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,2,,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/genappe/vbc34643,VBC34643,Maison à vendre,795000,,1470 Genappe,Normal,2005,A l’acte,6,14 m²,18 m²,18 m²,21 m²,23 m²,349 m²,Non,Oui,,Oui,23 m²,Super équipée,,24 m²,2,,3,Mazout,Double vitrage,Non,Non,Sud,4,,2,4,Oui,1803 m²,Oui,,1803 m²,,Oui,167 kWh/m²/an,58243 kWh/an,28/01/2035,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,50 m²,,,,,,,,,Oui,1,,,Oui,Oui,,Oui,Sud,,,Non,41,,,,Sud,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1470/genappe/rbs58128,RBS58128,Villa à vendre,695000,Avenue des Cottages 2,1470 Genappe,Normal,1971,Immédiatement,7,22 m²,20 m²,19 m²,21 m²,,300 m²,,Oui,Oui,Oui,24 m²,Non équipée,,,2,,2,Mazout,Double vitrage,,Oui,,4,,3,,Oui,,Oui,,2216 m²,,Oui,202 kWh/m²/an,78887 kWh/an,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,39 m²,,Oui,Oui,,,20240321011236,,17 m²,Oui,2,,Non,Non,Oui,Non,Oui,,,Oui,,50,Non,Non,Non,,,,,46 m²,Non,Non,,,Non,,"non, pas d'attestation",,20 m²,Non,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/genappe/vbc07245,VBC07245,Maison à vendre,398000,,1470 Genappe,Normal,,A l’acte,4,19 m²,17 m²,12 m²,,,150 m²,Non,,Oui,,,Super équipée,,,1,,1,Gaz,Double vitrage,Non,Non,Nord,2,,2,2,Oui,60 m²,Oui,20 m²,170 m²,,Oui,131 kWh/m²/an,20492 kWh/an,05/05/2030,,,Information non communiquée,Information non communiquée,Non,50 m²,,,,,,,,,,,,,,,,,Sud,,Oui,Non,25,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1470/genappe/vbb67504,VBB67504,Appartement à vendre,175000,,1470 Genappe,Normal,2006,,1,,,,,,61 m²,Non,Oui,,,,Super équipée,,,1,,1,,Double vitrage,Oui,,Sud,2,12 m,3,,,,,,,12 m,Oui,264 kWh/m²/an,15562 kWh/an,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,3,,,,,,5 m²,,Oui,,,,,,Oui,Non,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1470/genappe/vbb80431,VBB80431,Appartement à vendre,200000,,1470 Genappe,Normal,,A l’acte,3,31 m²,12 m²,10 m²,,,138 m²,Non,,Oui,,,,,13 m²,1,,2,Mazout,Double vitrage,Non,Non,Est,2,5 m,2,,,,,,,5 m,Oui,387 kWh/m²/an,56875 kWh/an,02/07/2033,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,7 m²,,,,,,,10 m,Oui,Non,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/genappe/vbb42894,VBB42894,Maison à vendre,200000,,1470 Genappe,Normal,,A l’acte,3,31 m²,12 m²,10 m²,,,138 m²,Non,,Oui,,,,,13 m²,1,,2,Mazout,Double vitrage,Non,Non,Est,2,5 m,2,,,,,,64 m²,5 m,Oui,387 kWh/m²/an,56875 kWh/an,02/07/2033,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,7 m²,,,,,,,10 m,Oui,Non,96,,,,,,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/genappe/vbb45263,VBB45263,Maison à vendre,545000,,1470 Genappe,À rénover,1995,Immédiatement,5,11 m²,11 m²,13 m²,15 m²,19 m²,281 m²,Non,Oui,,,,Equipée,Américaine,17 m²,2,,,Mazout,Double vitrage,Non,Non,Nord-ouest,4,,3,,Oui,3142 m²,Oui,40 m²,3142 m²,,Oui,331 kWh/m²/an,92759 kWh/an,05/05/2028,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,Non,47 m²,,,,,,,,,Oui,,,,,Oui,,Oui,Sud-est,,,Non,82,,,,Sud-est,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/genappe/vba19232,VBA19232,Maison à vendre,295000,Rue d'Hattain 56,1470 Genappe,À rénover,1950,A l’acte,3,16 m²,13 m²,12 m²,,,213 m²,Non,Oui,Oui,,,,,14 m²,1,,2,Mazout,Double vitrage,Non,Non,Sud-ouest,3,,2,,Oui,337 m²,Non,,474 m²,9 m,Oui,400 kWh/m²/an,85331 kWh/an,23/08/2033,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,Non,26 m²,,,,,,,,,Oui,2,,,,,,,,,Oui,Non,100,,,Non,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1470/genappe/vba32983,VBA32983,Appartement à vendre,294900,,1470 Genappe,Normal,,,2,,,,,,123 m²,Non,Non,Non,Non,,Super équipée,,,,1,1,Gaz,,Non,,,4,,,,,,,,,,Oui,110 kWh/m²/an,,22/04/2025,pas d'application,,Pas de risque d’inondation,Information non communiquée,Non,48 m²,Non,Non,Non,Non,,20150422003952,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1470/genappe/vba31300,VBA31300,Duplex à vendre,294900,,1470 Genappe,Normal,,,2,,,,,,123 m²,Non,Non,Non,Non,,Super équipée,,,,1,1,Gaz,,Non,,,4,,,,Non,,Non,,,,Oui,110 kWh/m²/an,13480 kWh/an,22/04/2025,pas d'application,,Pas de risque d’inondation,Information non communiquée,Non,48 m²,Non,Non,Non,Non,,20150422003952,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1470/genappe/vam37494,VAM37494,Appartement à vendre,195000,,1470 Genappe,Normal,1900,Immédiatement,2,,,,,,74 m²,Non,,,,,Super équipée,,,,1,1,Mazout,,Non,,,3,,1,1,Oui,,Non,,,,Oui,250 kWh/m²/an,,12/09/2028,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,30 m²,,,,,1,20180912015615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/bousval/vbc86806,VBC86806,Maison à vendre,499000,Rue du Champ Saint-Nicolas 26 A,1470 Bousval,Excellent,,Immédiatement,3,16 m²,14 m²,11 m²,,,130 m²,,,,,,,,10 m²,1,1,1,Solaire,,Non,,,4,15 m,1,,Oui,,Oui,25 m²,3300 m²,,Oui,,,,,,Risque moyen,Information non communiquée,,37 m²,,,,,,,,,Oui,,,Oui,,,,,,100 m,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/baisy-thy/vbc83673,VBC83673,Maison à vendre,210000,Rue Chéniat 9,1470 Baisy-Thy,À rénover,,A l’acte,3,,,,,,,,Non,Oui,Non,,,,,2,,3,Mazout,Double vitrage,,,,3,,1,,Oui,,,,,,,478 kWh/m²/an,,,,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,,20250121017801,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/bousval/vbc65295,VBC65295,Maison à vendre,299000,Avenue des Combattants 230,1470 Bousval,À rénover,1933,,4,15 m²,11 m²,10 m²,11 m²,,144 m²,Non,Oui,,Oui,11 m²,Equipée,Américaine,14 m²,1,1,3,Mazout,,Non,Non,Nord-ouest,4,11 m,2,1,Oui,,Oui,68 m²,435 m²,11 m,Oui,707 kWh/m²/an,103064 kWh/an,30/06/2030,"oui, attestation conforme",,Risque élevé,Information non communiquée,Oui,,Oui,,,,,,,,Oui,1,,,,,,,,,Oui,Non,176,Oui,Non,Non,Sud-est,,,,,,,,,,,,,46 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1470/baisy-thy/vwd13061,VWD13061,Villa à vendre,695000,,1470 Baisy-Thy,Excellent,1987,A l’acte,4,,,,,,240 m²,,Oui,Oui,,,Super équipée,Indépendante,,2,,,Mazout,Double vitrage,,,Sud-ouest,3,,,,Oui,,Oui,,,,Oui,222 kWh/m²/an,,31/01/2035,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Oui,,,20250131010186,,,Oui,,,,,,Oui,Oui,Sud-ouest,,Oui,Oui,55,,,,Sud-ouest,,,,,,,,,,,,,,Oui,,,,,360 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1470/bousval/vbc62524,VBC62524,Appartement à vendre,599000,,1470 Bousval,,1978,A l’acte,4,,,,,,150 m²,Non,Non,Oui,Non,,Super équipée,,,1,,1,Gaz,,Non,,Sud,4,,,2,Oui,,Oui,50 m²,,,,181 kWh/m²/an,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,Non,38 m²,Non,Non,Non,Non,,20241003029817,8 m²,,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1470/bousval/vbc62523,VBC62523,Villa à vendre,599000,,1470 Bousval,,1978,A l’acte,4,,,,,,150 m²,Non,Non,Oui,Non,,Super équipée,,,1,,1,Gaz,,Non,,Sud,4,,,2,Oui,,Oui,50 m²,1461 m²,,,181 kWh/m²/an,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,Non,38 m²,Non,Non,Non,Non,,20241003029817,8 m²,,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/baisy-thy/vbc60185,VBC60185,Maison à vendre,250000,Rue Verhulst 6,1470 Baisy-Thy,À rénover,,,5,,,,,,108 m²,Non,Non,Oui,Non,,Non équipée,,,1,,,,,Non,,Nord-ouest,3,,,,,,,,723 m²,,,,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,Non,19 m²,Non,Non,Non,Non,,,,,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1470/baisy-thy/vaz68217,VAZ68217,Appartement à vendre,280000,Rue Saint Joseph 18C,1470 Baisy-Thy,Nouveau,,,2,,,,,,94 m²,,Non,Non,Non,,,,,1,,,,,,,,,,3,,Oui,,Oui,7 m²,,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,2,,,,,,,,,,,,Nord,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1470/baisy-thy/rwc37837,RWC37837,Villa à vendre,346550,,1470 Baisy-Thy,Excellent,2025,A convenir,3,,,,,,647 m²,,,Oui,,,Super équipée,Américaine,,,,,Non specifié,,,,,4,,,1,,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Oui,,,,,,Oui,,,Oui,,,,,,,Oui,,,,,,,Oui,Oui,1,,,,,,,,,,,Oui,,,,,,Non,23,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/baisy-thy/vaz42591,VAZ42591,Maison à vendre,450000,,1470 Baisy-Thy,Normal,,A l’acte,3,,,,,,,Non,,,,,,,,1,,,,Double vitrage,,,,4,,,,Oui,,Oui,,9208 m²,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,Non,,,,,,,,Non,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1470/bousval/vay39365,VAY39365,Maison à vendre,850000,,1470 Bousval,Normal,1965,A convenir,3,,,,,,240 m²,Non,,,,,,,,2,2,2,Mazout,,Non,,,4,,,3,Oui,,Oui,120 m²,3780 m²,,,380 kWh/m²/an,94602 kWh/an,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,50 m²,,,,,,20220825015774,43 m²,,Oui,2,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1474/ways/vbc58370,VBC58370,Maison à vendre,650000,,1474 Ways,Normal,,A l’acte,7,23 m²,17 m²,15 m²,13 m²,31 m²,461 m²,Non,Oui,Oui,Oui,18 m²,Equipée,Américaine,17 m²,2,1,3,Mazout,Double vitrage,Non,Non,Est,4,12 m,3,10,Oui,2671 m²,Oui,90 m²,3280 m²,12 m,Oui,285 kWh/m²/an,120381 kWh/an,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,17 m²,Oui,,9 m²,Oui,,Oui,,Oui,,120 m,Oui,Non,74,Oui,Non,Non,,,,,19 m²,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1474/ways/vbc26133,VBC26133,Appartement à vendre,219000,Avenue de Mirande 134 106,1474 Ways,,2017,A l’acte,1,,,,,,62 m²,Non,,,,,,,,,1,1,,,Oui,,Est,,,,,Non,,Oui,5 m²,,,,80 kWh/m²/an,4931 kWh/an,25/06/2028,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,27 m²,,,,,1,20180625505225,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/marbais/vbc89872,VBC89872,Maison à vendre,270000,,1495 Marbais,Remis à neuf,,,3,14 m²,10 m²,9 m²,,,120 m²,Non,Oui,,,,Super équipée,,,1,,2,,Double vitrage,Non,Oui,,3,,1,,,,,,72 m²,,Oui,389 kWh/m²/an,55653 kWh/an,16/06/2035,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,40 m²,,,,,,,,22 m²,,,,,,,,,,,Oui,Non,100,Oui,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/marbais/vbc86852,VBC86852,Maison à vendre,220000,,1495 Marbais,Normal,,Immédiatement,2,,,,,,103 m²,Non,Non,Non,Non,,,,,1,,1,Mazout,,Non,,Nord,2,,,,Oui,140 m²,Oui,13 m²,250 m²,,,228 kWh/m²/an,,25/04/2030,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,32 m²,Non,Non,Non,Non,,20200425001396,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/marbais/vbc86854,VBC86854,Maison à vendre,220000,,1495 Marbais,Normal,,Immédiatement,2,,,,,,103 m²,Non,Non,Non,Non,,,,,1,,1,Mazout,,Non,,Nord,2,,,,Oui,140 m²,Oui,13 m²,250 m²,,,228 kWh/m²/an,28549 kWh/an,25/04/2030,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,32 m²,Non,Non,Non,Non,,20200425001396,,,Oui,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/marbais/vbc66037,VBC66037,Maison à vendre,429000,rue Minique 54,1495 Marbais,Excellent,1991,A l’acte,3,10 m²,12 m²,12 m²,,,145 m²,Non,,Oui,,,,,9 m²,1,1,2,,Double vitrage,Non,Non,,4,,1,3,Oui,650 m²,,,800 m²,,Oui,339 kWh/m²/an,46774 kWh/an,13/04/2035,"oui, attestation conforme",,Risque moyen,Information non communiquée,Non,35 m²,Oui,,,,,,,,Oui,1,,Oui,,,,,,,Oui,,39,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/marbais/rbs89708,RBS89708,Maison à vendre,249000,Rue de la Madeleine 3,1495 Marbais,À rénover,1875,Immédiatement,2,14 m²,15 m²,,,,140 m²,,Oui,Oui,Oui,14 m²,Non équipée,,30 m²,1,,,Non specifié,Double vitrage,,,,,,2,,Oui,,,,710 m²,,Oui,,0 kWh/an,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,14 m²,,Non,,,,DISPENSE,,11 m²,,,,Non,Non,Non,Non,Non,,,Oui,,,Non,Non,Non,,,,,30 m²,Non,Non,,,Non,,pas d'application,,,Non,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/marbais/vbc59145,VBC59145,Maison à vendre,415000,Rue de la Place 15,1495 Marbais,Excellent,,A l’acte,5,15 m²,11 m²,12 m²,34 m²,10 m²,270 m²,,,Oui,,,,,,2,,2,Mazout,Double vitrage,,,,3,13 m,,3,Oui,,Oui,,1020 m²,13 m,,362 kWh/m²/an,81580 kWh/an,,,,Information non communiquée,Information non communiquée,,,,,,,,20250402029852,,,Oui,,,,,,,Oui,,85 m,Oui,,,,,,,,,1,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/marbais/vbb99363,VBB99363,Maison à vendre,300000,,1495 Marbais,Normal,,A l’acte,3,36 m²,16 m²,11 m²,,,130 m²,Non,Oui,,,,Super équipée,,10 m²,1,,2,Gaz,Double vitrage,Non,Oui,Sud,3,6 m,2,3,Oui,475 m²,Oui,40 m²,429 m²,6 m,Oui,271 kWh/m²/an,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,Non,32 m²,,,,,,,,11 m²,Oui,1,,,,Oui,,,,49 m,,Non,,,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
