ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_habitable,Meublé,Caves,Grenier,Salle_à_manger,Surface_salle_à_manger,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Largeur_du_terrain_à_rue,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Surface_du_séjour,Véranda,Dressing,Buanderie,Local_vélo,Étage_de_lappartement,Référence_PEB,Surface_du_bureau,Surface_des_caves,Garage,Nombre_de_Garages,Surface_de_lades_salles_de_bain,Panneaux_solaires,Parlophone,Alarme_antieffraction,HammamSaunaJacuzzi,Feu_ouvert,Orientation_du_jardin,Profondeur_du_terrain,Raccordé_aux_égouts,Piscine_extérieure,Emission_de_CO2,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Orientation_de_la_terrasse,Raccordé_au_gaz_de_ville,Citerne_à_eau_de_pluie,Nombre_de_place_de_parking_intérieur,Surface_du_grenier,Air_conditionné,Panneaux_solaires_thermiques,Surface_du_dressing,Station_de_charge_électrique,Maison_basse_énergie,Pompe_à_chaleur,Attestation__Citernes_à_mazout,Adoucisseur_deau,Surface_du_garage,Chauffage_au_sol,Compteur_deau_individuel,Domotique,Porte_daccès_sécurisée,Attestation__Asbuilt,Surface_totale,Possibilités_pour_profession_libérale,Niveau_E,Appartement_de_service,Compteur_Bihoraire,Adaptations_pour_les_seniors,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Affectation_urbanistique_la_plus_récente,Porte_de_garage_motorisée,Balcon,Surface_constructible,Citation_pour_infraction_urbanistique,Attestation__Citernes_à_mazout__Validité,Surface_de_la_véranda,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel
https://immovlan.be/fr/detail/villa/a-vendre/1495/villers-la-ville/vbc28086,VBC28086,Villa à vendre,305000,Boulevard Neuf 90,1495 Villers-la-Ville,À rénover,1966,A l’acte,4,25 m²,15 m²,18 m²,14 m²,,166 m²,Non,Oui,Oui,,,,Indépendante,13 m²,2,,3,Mazout,Double vitrage,Non,Non,,4,12 m,1,4,Oui,,Oui,52 m²,580 m²,12 m,Oui,489 kWh/m²/an,94040 kWh/an,06/12/2024,"oui, attestation non conforme",12/06/2024,Pas de risque d’inondation,Information non communiquée,,33 m²,,,,,,,,24 m²,Oui,1,,,,,,,Sud-est,30 m,Oui,,12122,Non,Non,Non,Sud-ouest,,Oui,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1495/villers-la-ville/vbb81676,VBB81676,Villa à vendre,650000,Rue du Bosquet 27B,1495 Villers-la-Ville,Excellent,,A l’acte,4,20 m²,15 m²,11 m²,17 m²,,206 m²,Non,,,Oui,29 m²,,,17 m²,1,,2,Mazout,Double vitrage,,,,4,18 m,1,5,Oui,2081 m²,Oui,136 m²,2527 m²,18 m,Oui,102 kWh/m²/an,25313 kWh/an,14/02/2033,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,,Oui,2,10 m²,Oui,,Oui,,,Sud-ouest,77 m,,,2422,,,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vbc76526,VBC76526,Maison à vendre,145000,Rue Haute annexes 53 lot 2,1495 Villers-la-Ville,À rénover,,A l’acte,1,,,,,,215 m²,Non,,,,,,,,1,,1,Non specifié,,Non,,Sud-ouest,3,,,2,Oui,,Non,,400 m²,,,,,,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vbc75236,VBC75236,Maison à vendre,245000,Rue Haute MAISON 53,1495 Villers-la-Ville,À rénover,,A l’acte,4,,,,,,250 m²,Non,,Oui,,,,,,,,,Non specifié,,Non,,Sud-ouest,3,,,2,Oui,,Non,,540 m²,,,706 kWh/m²/an,171168 kWh/an,02/08/2034,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,20240802021562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vbc69771,VBC69771,Maison à vendre,229000,Rue de Sart 84,1495 Villers-la-Ville,À rénover,,A l’acte,4,20 m²,14 m²,18 m²,25 m²,,198 m²,Non,Oui,,,,Semi-équipée,Kitchenette,18 m²,2,2,,,Double vitrage,Non,Non,,3,,,,Oui,,Oui,13 m²,181 m²,,Oui,565 kWh/m²/an,81032 kWh/an,16/01/2033,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,Non,15 m²,,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/sart-dames-avelines/vbc66405,VBC66405,Maison à vendre,325000,Rue Tout Vent 21A,1495 Sart-Dames-Avelines,À rénover,1993,A l’acte,5,14 m²,14 m²,16 m²,11 m²,13 m²,164 m²,Non,,,,,Semi-équipée,Kitchenette,14 m²,1,,2,Mazout,Double vitrage,Non,Non,,3,13 m,1,2,Oui,286 m²,Oui,39 m²,434 m²,13 m,Oui,236 kWh/m²/an,47650 kWh/an,12/03/2035,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,28 m²,,,,,,,,,,,8 m²,,,,,,Sud-est,36 m,Non,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1495/villers-la-ville/vbc62162,VBC62162,Villa à vendre,875000,,1495 Villers-la-Ville,Normal,1987,A l’acte,4,28 m²,20 m²,17 m²,10 m²,,486 m²,,Oui,,Oui,22 m²,Super équipée,,27 m²,2,,4,Mazout,Double vitrage,Non,Non,Nord-est,4,11 m,1,10,Oui,2779 m²,Oui,63 m²,3162 m²,11 m,Oui,170 kWh/m²/an,61162 kWh/an,15/09/2034,,,Pas de risque d’inondation,Information non communiquée,,61 m²,,,,,,,,,Oui,3,13 m²,Oui,Oui,Oui,,,Sud-ouest,98 m,Oui,Oui,42,Oui,,Non,,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vbc60853,VBC60853,Maison à vendre,350000,Rue Minique 24,1495 Villers-la-Ville,Normal,1996,A l’acte,2,18 m²,8 m²,,,,105 m²,Non,,Oui,,,Equipée,Américaine,11 m²,1,,1,Mazout,Double vitrage,Non,Oui,,4,6 m,1,2,Oui,1349 m²,Oui,20 m²,1502 m²,6 m,Oui,199 kWh/m²/an,44118 kWh/an,26/02/2035,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,37 m²,,,,,,,,,Oui,1,6 m²,,,,,,,48 m,Oui,,49,Oui,Oui,,,,Oui,,114 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1495/tilly/vbc44850,VBC44850,Villa à vendre,675000,,1495 Tilly,Normal,1982,A l’acte,4,64 m²,15 m²,15 m²,15 m²,,222 m²,Non,Oui,,,,Equipée,Américaine,10 m²,2,,3,Mazout,Double vitrage,Non,Oui,Nord-est,4,9 m,2,4,Oui,5635 m²,Oui,24 m²,5785 m²,9 m,Oui,214 kWh/m²/an,,20/02/2033,,,Pas de risque d’inondation,Information non communiquée,Non,47 m²,,,,,,,,,,,7 m²,,,Oui,,Oui,,66 m,Oui,Non,54,Oui,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1495/villers-la-ville/vbc49348,VBC49348,Villa à vendre,690000,Drève du Tumulus 2,1495 Villers-la-Ville,Excellent,1970,,3,18 m²,16 m²,17 m²,,,267 m²,Non,Oui,,,,Super équipée,,23 m²,3,1,2,Mazout,Double vitrage,Non,Oui,Sud,4,65 m,1,,Oui,2368 m²,Oui,,2368 m²,,Oui,223 kWh/m²/an,74720 kWh/an,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,50 m²,,,,,,,,,Oui,2,,,,Oui,,,,,Oui,Non,55,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vbc47143,VBC47143,Maison à vendre,269000,Rue de Mellery 42,1495 Villers-la-Ville,Normal,1978,,2,13 m²,14 m²,,,,92 m²,,,Oui,,,Equipée,Américaine,10 m²,1,1,2,,Double vitrage,,,,3,,,1,,,Oui,,166 m²,,,526 kWh/m²/an,48437 kWh/an,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,Oui,23 m²,,,,,,,,,Oui,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vbc19404,VBC19404,Maison à vendre,340000,,1495 Villers-la-Ville,Normal,,,5,31 m²,22 m²,11 m²,16 m²,10 m²,280 m²,,Oui,Oui,,,,,11 m²,1,,2,Mazout,,Non,Non,Est,4,19 m,3,,Oui,2815 m²,Oui,,2927 m²,19 m,Oui,454 kWh/m²/an,103790 kWh/an,24/01/2033,,,Information non communiquée,Information non communiquée,,36 m²,Oui,,,,,,,15 m²,Oui,1,4 m²,,,,,,Est,83 m,Oui,Oui,113,,,,,,,,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/tilly/vbc22611,VBC22611,Maison à vendre,225000,Rue de Strichon 54,1495 Tilly,À rénover,1930,A l’acte,4,12 m²,19 m²,14 m²,10 m²,,207 m²,,Oui,Oui,Oui,15 m²,,,13 m²,1,,1,Mazout,Double vitrage,,,,4,15 m,2,5,Oui,267 m²,Oui,52 m²,435 m²,15 m,Oui,7792 kWh/m²/an,139481 kWh/an,23/09/2024,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,41 m²,Oui,1,5 m²,,,Oui,,,Nord-ouest,29 m,Oui,,19222,,,,,,Oui,,28 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1495/villers-la-ville/rwc37840,RWC37840,Villa à vendre,326550,,1495 Villers-la-Ville,Excellent,2025,A convenir,3,,,,,,1050 m²,,,Oui,,,Super équipée,Américaine,,,,,Non specifié,,,,,4,,,1,,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Oui,,,,,,Oui,,,Oui,,,,,,,Oui,,,,,,,Oui,Oui,1,,,,,,,,,,,Oui,,,,,,Non,23,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/mellery/vbb97547,VBB97547,Maison à vendre,375000,,1495 Mellery,Normal,1949,A l’acte,4,,,,,,150 m²,Non,,Oui,,,Super équipée,,,2,,2,Mazout,,Non,,Est,3,,,,Oui,,Oui,40 m²,350 m²,,,331 kWh/m²/an,56917 kWh/an,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,30 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1495/villers-la-ville/vbb97422,VBB97422,Villa à vendre,648000,,1495 Villers-la-Ville,Excellent,2020,A l’acte,3,12 m²,12 m²,18 m²,,,235 m²,Non,Oui,,,,,,,2,,2,Air pulsé,Double vitrage,Non,Non,,4,,2,2,Oui,992 m²,Oui,60 m²,992 m²,,Oui,19 kWh/m²/an,3520 kWh/an,04/06/2031,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,68 m²,,,,,,,,,Oui,1,,Oui,,,,Oui,Sud-est,,,Non,5,,,,Sud-est,,Oui,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1495/villers-la-ville/vbb93032,VBB93032,Villa à vendre,1195000,,1495 Villers-la-Ville,Excellent,2010,A l’acte,4,21 m²,13 m²,17 m²,17 m²,,300 m²,Non,,,Oui,20 m²,Super équipée,,20 m²,2,2,3,,Double vitrage,Non,Non,,4,,1,4,Oui,3450 m²,Oui,,3602 m²,,,101 kWh/m²/an,37876 kWh/an,21/08/2034,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,Non,46 m²,,,,,,,15 m²,,,,,Oui,,Oui,,,,,Oui,Oui,29,,,,Sud-ouest,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vbb89043,VBB89043,Maison à vendre,579971,,1495 Villers-la-Ville,Nouveau,,,4,,,,,,183 m²,,Oui,,,,,,,1,,2,,,,,,4,11 m,,,,,,,1762 m²,11 m,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,Oui,1,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1495/villers-la-ville/vba47846,VBA47846,Maison à vendre,495000,,1495 Villers-la-Ville,Normal,1977,Immédiatement,4,,,,,,210 m²,Non,Non,Oui,Non,,Super équipée,,,1,2,3,Mazout,,Non,,Sud,4,,,2,Oui,,Oui,,1634 m²,,,418 kWh/m²/an,,12/06/2033,pas d'application,,Information non communiquée,Information non communiquée,Non,38 m²,Non,Non,Non,Non,,20230612023096,,,Oui,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rwc34402,RWC34402,Maison à vendre,530000,Gieterij 1,1540 Herne,Excellent,2023,A l’acte,3,10 m²,11 m²,16 m²,,,208 m²,,Non,Oui,,,Equipée,,,1,,,Non specifié,,Non,Non,,3,,,2,Oui,,,,294 m²,,Oui,13 kWh/m²/an,,,,,Information non communiquée,Information non communiquée,Non,,Non,,Oui,Non,,,,,Oui,,9 m²,,Non,Non,Non,Non,Sud-est,,Oui,Non,,,,,,Non,Oui,1,70 m²,Non,Oui,,Non,Non,Oui,,Non,,Oui,,Non,Non,,208 m²,Non,7,,Non,Non,Non,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbt41325,RBT41325,Maison à vendre,430000,Driekapellenstraat 1,1540 Herne,Nouveau,2025,A l’acte,3,10 m²,11 m²,35 m²,,,116 m²,Non,,Oui,,,Equipée,Américaine,,1,,3,,Double vitrage,,,,2,6 m,,1,Oui,110 m²,Oui,15 m²,135 m²,6 m,Oui,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,6 m²,Oui,,,,,,,Oui,,,Oui,Oui,Non,,Oui,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,Non,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbt31676,RBT31676,Maison à vendre,629000,,1540 Herne,Remis à neuf,,,3,14 m²,18 m²,26 m²,,,213 m²,Non,,,,,Super équipée,,17 m²,1,,,Mazout,Double vitrage,Non,,,4,25 m,,2,Oui,,Oui,39 m²,6289 m²,25 m,,316 kWh/m²/an,,14/05/2034,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,53 m²,,,,,,,4 m²,,Oui,2,11 m²,,,Oui,,,,,,,,Oui,Non,Non,,,,2,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbt29616,RBT29616,Maison à vendre,930000,,1540 Herne,Normal,1968,A convenir,5,,,,,,340 m²,Non,Non,Oui,Non,,Semi-équipée,,,3,,4,Mazout,,Non,,Sud,4,,,5,Oui,,Oui,,7800 m²,,Oui,581 kWh/m²/an,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,Non,50 m²,Non,Non,Non,Non,,20250428-0003588412-RES-1,27 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zone agricole,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/vbc72359,VBC72359,Maison à vendre,520061,,1540 Herne,Nouveau,,,3,,,,,,158 m²,,,,,,,,,1,,2,,,,,,4,11 m,,,,,,,938 m²,11 m,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,Oui,1,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1540/herne/rbt18145,RBT18145,Villa à vendre,365000,Patriotsesteenweg 66,1540 Herne,À rénover,1965,,3,14 m²,14 m²,19 m²,,,270 m²,,Oui,Oui,Oui,24 m²,Semi-équipée,Kitchenette,17 m²,1,,2,Mazout,,,,,4,15 m,,,Oui,,Oui,,1141 m²,15 m,,591 kWh/m²/an,,25/04/2035,,,Pas de risque d’inondation,Information non communiquée,Non,24 m²,Oui,,,,,,,,Oui,1,,,,,,,,,Oui,,,Oui,Oui,Non,Ouest,,Oui,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/vbc65056,VBC65056,Maison à vendre,295000,,1540 Herne,À rénover,1850,A l’acte,2,21 m²,14 m²,,,,249 m²,Non,,Oui,Oui,27 m²,Semi-équipée,Kitchenette,17 m²,1,1,1,Mazout,Double vitrage,Non,Non,,4,,1,2,Oui,345 m²,Oui,50 m²,614 m²,,Oui,755 kWh/m²/an,187892 kWh/an,02/04/2035,"oui, attestation non conforme",,Pas de risque d’inondation,Inondable délimitée,Non,28 m²,,,,,,,,,Oui,1,,,,,,,Est,,,Non,48830,Non,Non,Non,Est,,,1,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbt13526,RBT13526,Maison à vendre,575000,Stevelberg 9A,1540 Herne,Normal,1988,,5,21 m²,22 m²,19 m²,23 m²,16 m²,455 m²,Non,Oui,,,,,,10 m²,2,,,,Double vitrage,Non,,,3,16 m,1,4,Oui,,Oui,,1686 m²,16 m,Oui,226 kWh/m²/an,,24/09/2034,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,71 m²,,,Oui,,,,,90 m²,Oui,2,16 m²,Oui,,,,,Nord-est,,Oui,Non,,Oui,Oui,Non,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1540/herne/rbt04525,RBT04525,Fermette à vendre,950000,,1540 Herne,Normal,,A l’acte,8,29 m²,19 m²,10 m²,14 m²,10 m²,340 m²,Non,Oui,Oui,Oui,23 m²,,,11 m²,2,,2,Mazout,Double vitrage,,,,4,36 m,,11,Oui,,Oui,,36646 m²,36 m,,,,,,,Pas de risque d’inondation,Information non communiquée,,33 m²,,Oui,Oui,,,,,80 m²,Oui,1,10 m²,,,,,,,,,,,,,,,,Oui,10,117 m²,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1540/herne/vwd12875,VWD12875,Villa à vendre,740000,Patriotsesteenweg 51 c,1540 Herne,Excellent,1993,A l’acte,4,19 m²,22 m²,13 m²,23 m²,,347 m²,,Oui,Oui,,,Super équipée,Américaine,40 m²,2,,,Mazout,Double vitrage,Non,Non,Ouest,4,17 m,,5,Oui,4500 m²,Oui,75 m²,5400 m²,54 m,Oui,,350 kWh/an,13/04/2025,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,Non,53 m²,Non,,Oui,Oui,,202504130003574500res1,33 m²,220 m²,Oui,,,Non,Oui,Oui,Non,Oui,Est,118 m,Oui,Non,,Oui,Oui,Non,Sud,Non,Oui,3,67 m²,Non,,,Non,Non,Non,"oui, attestation conforme",Oui,220 m²,Non,,Oui,Oui,,,Oui,,Non,Oui,Non,Non,,,,,Non,,Oui,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1540/herne/rbs98029,RBS98029,Immeuble mixte à vendre,475000,Geraardsbergsestraat 16,1540 Herne,,,A l’acte,3,13 m²,13 m²,25 m²,,,250 m²,Non,Oui,Oui,,,,,22 m²,1,1,2,Gaz,Double vitrage,,,Nord-est,3,10 m,,,Oui,25 m²,Oui,15 m²,323 m²,10 m,Oui,366 kWh/m²/an,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,41 m²,,,,,,,,,Oui,1,,,,,,,,,Oui,,,,,Non,Sud-ouest,Oui,,1,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbs94040,RBS94040,Maison à vendre,432000,Stationsstraat 53,1540 Herne,Nouveau,2024,Immédiatement,3,17 m²,11 m²,16 m²,,,141 m²,Non,,,Oui,18 m²,Super équipée,,20 m²,1,,2,,Double vitrage,,,,2,,,1,Oui,50 m²,Oui,20 m²,141 m²,,Oui,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,24 m²,,,,,,,,,,,,Oui,Oui,,,,,,Oui,,,Oui,Non,Non,,Oui,,,,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbs94039,RBS94039,Maison à vendre,370000,Stationsstraat 53 8,1540 Herne,Nouveau,2024,Immédiatement,3,10 m²,9 m²,11 m²,,,110 m²,Non,,,,,Super équipée,,11 m²,1,,2,,Double vitrage,,,,2,,,1,Oui,30 m²,Oui,20 m²,90 m²,,Oui,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,40 m²,,,,,,,,,,,6 m²,Oui,Oui,,,,,,Oui,,,Oui,Non,Non,,Oui,,,,,,,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbs84658,RBS84658,Maison à vendre,310000,,1540 Herne,À rénover,1967,,3,12 m²,16 m²,18 m²,,,177 m²,Non,Oui,Oui,,,Semi-équipée,Kitchenette,13 m²,1,,2,Mazout,Double vitrage,,,,3,14 m,,2,Oui,,Oui,,936 m²,,Oui,570 kWh/m²/an,,13/03/2035,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,50 m²,,,Oui,,,,,86 m²,Oui,1,14 m²,,,,,,,,,,,Oui,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbs55349,RBS55349,Maison à vendre,389000,Patriotsesteenweg 49,1540 Herne,,1947,A l’acte,4,,,,,,184 m²,,,Oui,,,Equipée,,,2,,2,Non specifié,Double vitrage,Non,Non,,2,,4,2,Oui,,Oui,31 m²,341 m²,,,362 kWh/m²/an,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,0002603620,,,Oui,,,,,Non,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,Non,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbs55348,RBS55348,Maison à vendre,389000,Patriotsesteenweg 49,1540 Herne,,1947,A l’acte,4,,,,,,184 m²,,,Oui,,,Equipée,,,2,,2,Non specifié,Double vitrage,Non,Non,,2,,4,2,Oui,,Oui,31 m²,341 m²,,,362 kWh/m²/an,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,0002603620,,,Oui,,,,,Non,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,Non,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/vbc17697,VBC17697,Maison à vendre,740000,,1540 Herne,Excellent,,A l’acte,3,,,,,,326 m²,,,,,,,,,2,,,,,,,,4,,,,Oui,,,,,,,282 kWh/m²/an,91971 kWh/an,26/09/2034,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1540/herne/rbr82575,RBR82575,Maison à vendre,485000,Gieterij 53,1540 Herne,Nouveau,2023,Immédiatement,3,12 m²,14 m²,13 m²,,,165 m²,Non,,Oui,,,Super équipée,,11 m²,1,1,2,Gaz,Double vitrage,Non,Non,Nord-est,2,9 m,2,2,Oui,,Oui,26 m²,263 m²,,Oui,33 kWh/m²/an,,27/11/2033,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,36 m²,,,,,,,,,Oui,1,8 m²,Oui,,,,,,,Oui,Non,,,,Non,Sud-ouest,Oui,Oui,1,28 m²,,,,,,,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
