ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Surface_salle_à_manger,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Type_de_chauffage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Type_de_vitrage,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Surface_du_jardin,Orientation_du_jardin,Surface_de_la_terrasse,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Citerne_à_eau_de_pluie,Station_de_charge_électrique,Panneaux_solaires,Alarme_antieffraction,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Dressing,Buanderie,Local_vélo,Référence_PEB,Orientation_de_la_façade_du_bien,Nombre_détages_de_limmeuble,Profondeur_du_terrain,Raccordé_au_gaz_de_ville,Affectation_urbanistique_la_plus_récente,Surface_des_caves,Surface_constructible,Feu_ouvert,Adoucisseur_deau,Surface_du_garage,Chauffage_au_sol,Air_conditionné,Domotique,Parlophone,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Étage_de_lappartement,Attestation__Installation_électrique__Validité,Maison_basse_énergie,Compteur_Bihoraire,Balcon,Possibilités_pour_profession_libérale,Pompe_à_chaleur,Adaptations_pour_les_seniors,Attestation__Citernes_à_mazout,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Attestation__Asbuilt,Surface_du_bureau,Surface_du_grenier,Surface_de_la_véranda,Porte_de_garage_motorisée,Attestation__Citernes_à_mazout__Validité,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Surface_totale,Niveau_E,Clef_électronique
https://immovlan.be/fr/detail/appartement/a-vendre/7800/ath/vbc38789,VBC38789,Appartement à vendre,244500,Square de la Philharmonique 3/3,7800 Ath,Nouveau,2022,,2,,,94 m²,Non,,Non,Non,Non,Non,,Super équipée,,,,1,1,,Gaz,Oui,,,,Oui,,,,,57 kWh/m²/an,,18/09/2034,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,16 m²,,,,,,,,,,Non,Non,Non,20240918500723,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbb83407,VBB83407,Maison à vendre,290000,Rue de Nazareth 13,7800 Ath,Normal,,Immédiatement,4,,,125 m²,Non,,Oui,Oui,,,,Equipée,,,1,,2,,,Non,Non,,,,,,Oui,,399 kWh/m²/an,49712 kWh/an,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,,,,,Double vitrage,,,,,,,,,,Non,Non,Non,Non,Non,,,,20150217019856,,,,Oui,,,,Non,,,Non,Non,Non,,,Non,,,,,Non,,,,,Non,Non,,,,Non,,,,,,,,Non
https://immovlan.be/fr/detail/appartement/a-vendre/7800/ath/vbc28255,VBC28255,Appartement à vendre,180000,,7800 Ath,Excellent,,A l’acte,2,15 m²,10 m²,114 m²,Non,,Oui,,,,,Equipée,Américaine,,1,1,1,,Gaz,Oui,Oui,3,,,,Oui,Oui,,112 kWh/m²/an,12725 kWh/an,21/01/2035,,,Information non communiquée,Information non communiquée,,,,,,,,Double vitrage,,1,,,,,,,,,,,,,,,,,,4,,Oui,,,,,,,,,,Oui,,,1,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/rbs41788,RBS41788,Maison à vendre,480000,Rue d'Houtaing 27,7800 Ath,,1875,,5,,,321 m²,,,,Oui,,,,Super équipée,,,1,,2,,Mazout,,,4,Oui,,891 m²,,,,475 kWh/m²/an,,,118,,Pas de risque d’inondation,Information non communiquée,,,,,,,,Double vitrage,,,891 m²,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/7800/ath/vbc24260,VBC24260,Duplex à vendre,240000,place de la r?sistance 7,7800 Ath,,,,3,10 m²,14 m²,117 m²,,50 m²,,,,,,Equipée,,17 m²,1,,1,,Gaz,,,,Oui,Oui,,,Oui,,312 kWh/m²/an,,11/07/2034,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,20 m²,,,,,,Double vitrage,,,120 m²,,33 m²,,,,,,,,,,,,,20240711023552,,2,,Oui,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc13428,VBC13428,Maison à vendre,280000,Chemin du Vieux Ath 22,7800 Ath,,2015,,2,9 m²,17 m²,90 m²,,34 m²,,Oui,,,,Equipée,,4 m²,1,,1,,Gaz,,,,Oui,Oui,132 m²,,Oui,,119 kWh/m²/an,,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,,,,,Double vitrage,,1,34 m²,Sud-ouest,15 m²,,,,,,,,,,,Oui,,20171027508547,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,8 m²,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7812/houtaing/vbc76467,VBC76467,Maison à vendre,269000,rue de la Madeleine 1,7812 Houtaing,À rénover,1970,A l’acte,2,13 m²,16 m²,90 m²,Non,42 m²,,Oui,Oui,,,,Indépendante,,1,1,1,,Mazout,Non,Oui,4,Oui,Oui,905 m²,Oui,Oui,Non,782 kWh/m²/an,94437 kWh/an,13/10/2032,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,,,,Oui,1,1,,15 m,1,625 m²,,56 m²,,15 m,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7812/houtaing/vbc72248,VBC72248,Maison à vendre,363061,,7812 Houtaing,Nouveau,,,3,,,158 m²,,,,,,,,,,,1,,2,,,,,4,Oui,,1011 m²,,,,,,,,,Information non communiquée,Information non communiquée,,,,,Oui,1,,,11 m,,,,,,11 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7812/houtaing/vbc28115,VBC28115,Maison à vendre,299000,,7812 Houtaing,Normal,,A l’acte,3,,,157 m²,Non,,,Oui,,,,Equipée,Américaine,,1,1,1,,Mazout,Non,Oui,4,Oui,Oui,975 m²,,Oui,Non,337 kWh/m²/an,52830 kWh/an,29/09/2033,83,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,,,,Oui,1,1,,,2,,Sud,,Sud,,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7812/villers-saint-amand/vwd13810,VWD13810,Villa à vendre,795000,,7812 Villers-Saint-Amand,Excellent,2015,A l’acte,2,40 m²,13 m²,266 m²,,60 m²,Non,Oui,Non,,,Equipée,Américaine,25 m²,2,,,15 m²,Gaz,Non,Non,4,Oui,Oui,1143 m²,Non,Oui,Oui,120 kWh/m²/an,28284 kWh/an,05/07/2032,20,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,,Oui,,1,Triple vitrage,,4,900 m²,,34 m²,,,Oui,Non,Oui,Oui,Oui,Oui,Non,,Non,Non,20220705022584,,,,Oui,,,,Non,Oui,20 m²,Oui,Oui,Oui,Non,Oui,Non,,,Non,Oui,,Non,Non,Non,pas d'application,Non,,25 m²,25 m²,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/7812/mainvault/vbc04445,VBC04445,Fermette à vendre,150000,Chemin du Landat 36-38,7812 Mainvault,,1871,,2,,,140 m²,Non,30 m²,Non,Non,Non,Non,,,,,1,1,2,,Bois,Non,,4,,,4233 m²,,,,1276 kWh/m²/an,,,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,,,,Oui,2,,,,4,,,,,,,,,,,,,Non,Non,Non,20241128017879,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7812/ligne/vbc64679,VBC64679,Maison à vendre,380000,Chauss?e de Brunehault 94,7812 Ligne,,1908,,5,15 m²,13 m²,240 m²,,25 m²,Non,Oui,Non,Non,,,,,,,2,,,,,,Oui,Oui,12000 m²,,,Non,298 kWh/m²/an,,16/02/2033,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,16 m²,,,Oui,,,,,,,,,,,,,,Oui,,,,Non,Non,Non,20230216027795,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7812/ligne/vbc81847,VBC81847,Maison à vendre,100000,Chauss?e de Brunehault 92,7812 Ligne,,1908,,2,,,200 m²,,,Non,Oui,Non,Non,,,,,,,,,,,,,Oui,,1650 m²,,,Non,551 kWh/m²/an,,16/02/2033,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,,,,Oui,,,,,,,,,,,,,,Oui,,,,Non,Non,Non,20230205008909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7812/ligne/vbc81848,VBC81848,Maison à vendre,280000,Chauss?e de Brunehault 94,7812 Ligne,,1908,,3,15 m²,13 m²,240 m²,,25 m²,Non,Oui,Non,Non,,,,,,,2,,,,,,,,12000 m²,,,,298 kWh/m²/an,,16/02/2033,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,16 m²,,,Oui,,,,,,,,,,,,,,Oui,,,,Non,Non,Non,20230216027795,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 m²,,,,,,,,,,,
