ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Surface_salle_à_manger,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Type_de_chauffage,Ascenseur,Accessible_aux_moins_valides,Nombre_de_façades,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Type_de_vitrage,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Surface_du_jardin,Orientation_du_jardin,Surface_de_la_terrasse,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Citerne_à_eau_de_pluie,Station_de_charge_électrique,Panneaux_solaires,Alarme_antieffraction,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Dressing,Buanderie,Local_vélo,Référence_PEB,Orientation_de_la_façade_du_bien,Nombre_détages_de_limmeuble,Profondeur_du_terrain,Raccordé_au_gaz_de_ville,Affectation_urbanistique_la_plus_récente,Surface_des_caves,Surface_constructible,Feu_ouvert,Adoucisseur_deau,Surface_du_garage,Chauffage_au_sol,Air_conditionné,Domotique,Parlophone,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Étage_de_lappartement,Attestation__Installation_électrique__Validité,Maison_basse_énergie,Compteur_Bihoraire,Balcon,Possibilités_pour_profession_libérale,Pompe_à_chaleur,Adaptations_pour_les_seniors,Attestation__Citernes_à_mazout,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Attestation__Asbuilt,Surface_du_bureau,Surface_du_grenier,Surface_de_la_véranda,Porte_de_garage_motorisée,Attestation__Citernes_à_mazout__Validité,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Surface_totale,Niveau_E,Clef_électronique
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/7800/ath/vbc73015,VBC73015,Rez-de-chaussée à vendre,140000,Esplanade 15,7800 Ath,À rénover,,A l’acte,1,,,62 m²,Non,,,,,,,,,,1,1,2,,Gaz,Oui,,2,,Oui,,Oui,Oui,,303 kWh/m²/an,22667 kWh/an,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc91580,VBC91580,Maison à vendre,180000,Boulevard des Glacis 15,7800 Ath,À rénover,1931,,2,,,141 m²,Non,43 m²,Non,Oui,Non,Non,,,,,,1,2,,Gaz,Non,,2,Oui,Oui,375 m²,,Oui,,519 kWh/m²/an,,02/06/2035,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,20250602022959,Sud-ouest,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,6 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7800/ath/vbc90951,VBC90951,Appartement à vendre,195000,Chaussée de Mons 290/13,7800 Ath,Normal,1999,,2,,,94 m²,Non,27 m²,Non,Non,Non,Non,,,,,1,,1,,Gaz,Oui,,4,,Oui,,,Oui,,144 kWh/m²/an,,07/05/2035,2125,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,202505057017553,,,,Oui,,,,,,,,,,,,,3,,,,,,,,,,Non,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc90950,VBC90950,Maison à vendre,260500,Rue du Champ de l'Aigle 10-K20,7800 Ath,Nouveau,,,3,,,126 m²,Non,,Non,Non,Non,Non,,,,,1,,1,,Gaz,Non,,2,Oui,Oui,164 m²,,Oui,,,,,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,RWPEB-121686,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc90949,VBC90949,Maison à vendre,275500,Rue du Champ de l'Aigle 8-K21,7800 Ath,Nouveau,,,3,,,131 m²,Non,,Non,Non,Non,Non,,,,,1,,1,,Gaz,Non,,2,Oui,Oui,254 m²,,Oui,,,,,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,RWPEB-121686,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc90948,VBC90948,Maison à vendre,275500,Rue du Champ de l'Aigle 12-K19,7800 Ath,Nouveau,,,3,,,131 m²,Non,,Non,Non,Non,Non,,,,,1,,1,,Gaz,Non,,2,Oui,Oui,264 m²,,Oui,,,,,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,RWPEB-121686,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc90947,VBC90947,Maison à vendre,275500,Rue Georgina Lux 9-K18,7800 Ath,Nouveau,,,3,,,131 m²,Non,,Non,Non,Non,Non,,,,,1,,1,,Gaz,Non,,2,Oui,Oui,258 m²,,Oui,,,,,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,RWPEB-121686,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc90946,VBC90946,Maison à vendre,275500,Rue Georgina Lux 5-K16,7800 Ath,Nouveau,,,3,,,131 m²,Non,,Non,Non,Non,Non,,,,,1,,1,,Gaz,Non,,2,Oui,Oui,319 m²,,Oui,,,,,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,RWPEB-121686,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc90945,VBC90945,Maison à vendre,275500,Rue Georgina Lux 3-K15,7800 Ath,Nouveau,,,3,,,131 m²,Non,,Non,Non,Non,Non,,,,,1,,1,,Gaz,Non,,2,Oui,Oui,348 m²,,Oui,,,,,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,RWPEB-121686,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc90944,VBC90944,Maison à vendre,275500,Rue du Champ de l'Aigle 25-K13,7800 Ath,Nouveau,,,3,,,131 m²,Non,,Non,Non,Non,Non,,,,,1,,1,,Gaz,Non,,2,Oui,Oui,378 m²,,Oui,,,,,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,RWPEB-121686,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc90943,VBC90943,Maison à vendre,262500,Rue du Champ de l'Aigle 20-L5,7800 Ath,Nouveau,,,3,,,117 m²,Non,,Non,Non,Non,Non,,,,,1,,1,,Gaz,Non,,2,Oui,Oui,270 m²,,Oui,,,,,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,Oui,,,,,1,,,,,,,,,,,,,Non,Non,Non,RWPEB-121686,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc90942,VBC90942,Maison à vendre,262500,Rue du Champ de l'Aigle 33-M4,7800 Ath,Nouveau,,,3,,,123 m²,Non,,Non,Non,Non,Non,,,,,1,,1,,Gaz,Non,,2,Oui,Oui,283 m²,,Oui,,,,,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,Oui,,,,,1,,,,,,,,,,,,,Non,Non,Non,RWPEB-121686,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc90941,VBC90941,Maison à vendre,262500,Rue du Champ de l'Aigle 27-M1,7800 Ath,Nouveau,,,3,,,117 m²,Non,,Non,Non,Non,Non,,,,,1,,1,,Gaz,Non,,2,Oui,Oui,327 m²,,Oui,,,,,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,Oui,,,,,1,,,,,,,,,,,,,Non,Non,Non,RWPEB-121686,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7800/ath/vbc90940,VBC90940,Appartement à vendre,170000,Rue de l'Abbaye 180 11,7800 Ath,À rénover,1980,,2,,,64 m²,Non,,Non,Non,Non,Non,,,,,1,,1,,Electrique,Oui,,,,Oui,,,Oui,,297 kWh/m²/an,,09/02/2033,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,,,,Oui,1,,,,1,,,,,,,,,,,,,Non,Non,Non,20230209022421,Sud-est,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7800/ath/vbc89962,VBC89962,Appartement à vendre,190000,Esplanade 8A/9,7800 Ath,Normal,,,2,,,82 m²,Non,25 m²,Non,Non,Non,Non,,Super équipée,,,1,,1,,Gaz,Oui,,,,Oui,,,Oui,,209 kWh/m²/an,,11/12/2034,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,,Oui,1,,,,,,,,,,,,,,,,,Non,Non,Non,20241211013909,Sud,,,Oui,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc89946,VBC89946,Maison à vendre,690000,Rue du Croquet 17,7800 Ath,Normal,,,10,13 m²,11 m²,365 m²,,,Oui,,,Oui,,,,,2,2,3,,,,,3,Oui,Oui,5955 m²,,,Oui,,,,,,Information non communiquée,Information non communiquée,Oui,12 m²,19 m²,16 m²,Oui,,,Double vitrage,,6,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7800/ath/vbc89112,VBC89112,Appartement à vendre,325000,Rue de Cambron 14 5,7800 Ath,Normal,2009,,3,,,200 m²,Non,60 m²,Non,Non,Non,Non,,Super équipée,,,1,,1,,Gaz,Non,,2,,,,,Oui,,78 kWh/m²/an,,08/07/2033,15,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,,Oui,2,,,,,,,,,,,,,,,,,Non,Non,Non,20230708001217,Sud-est,,,Oui,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc88974,VBC88974,Maison à vendre,285000,Chemin du Vieux Ath 26,7800 Ath,,2004,,3,8 m²,8 m²,90 m²,,31 m²,Non,Non,Non,Non,,,,8 m²,1,,1,6 m²,Gaz,,,3,Oui,Oui,201 m²,,Oui,Non,222 kWh/m²/an,,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,10 m²,,,Oui,1,,Double vitrage,,,60 m²,Sud-ouest,17 m²,,,,,,,,,,Non,Non,Non,20250606023685,,,,Oui,,,,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc88335,VBC88335,Maison à vendre,110000,rue du Chaudron 5,7800 Ath,À rénover,,,1,,,45 m²,Non,23 m²,Non,Oui,Non,Non,,,,,1,,1,,Gaz,Non,,2,,,30 m²,,Oui,,361 kWh/m²/an,,04/06/2026,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,20250604003358,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc87960,VBC87960,Maison à vendre,220000,Chaussée de Mons 302,7800 Ath,À rénover,,,3,,,156 m²,Non,35 m²,Non,Oui,Non,Non,,Semi-équipée,,,1,,1,,Gaz,Non,,3,Oui,,1530 m²,,Oui,,518 kWh/m²/an,,03/02/2025,169300,pas d'application,Pas de risque d’inondation,Information non communiquée,Non,,,,Oui,1,,,,,,,,,,,,,,,,,Non,Non,Non,20250424043497,Sud-ouest,1,,Oui,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/7800/ath/vbc87274,VBC87274,Duplex à vendre,150000,,7800 Ath,Remis à neuf,1960,A l’acte,2,16 m²,12 m²,95 m²,Non,,,,,,,Equipée,Américaine,,1,1,1,,,Non,Non,2,,,,,,Non,,29300 kWh/an,22/02/2034,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc80529,VBC80529,Maison à vendre,275000,Rue de l'Abbaye 111,7800 Ath,Normal,,A l’acte,3,12 m²,14 m²,133 m²,,27 m²,,,Oui,,,,,11 m²,1,1,2,,Gaz,,,2,Oui,Oui,749 m²,Oui,,,,,,,,Information non communiquée,Information non communiquée,,9 m²,,,Oui,1,,Double vitrage,7 m,,681 m²,Sud,8 m²,,7 m,,,,,,,,,,,,,3,95 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7800/ath/vbc86504,VBC86504,Appartement à vendre,145000,Rue de Nazareth 12 1,7800 Ath,Normal,,A partir du : 01/06/2025,1,,,45 m²,Non,,,,,,,Equipée,,,1,,1,,,Non,Non,,,,,,Oui,,6174 kWh/m²/an,140 kWh/an,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,Simple vitrage,,,,,,,,,,Non,Non,Non,Non,Non,,,,2023042311096,,,,Oui,,,,Non,,,Non,Non,Non,,,Non,1,,,,Non,,,,,Non,Non,,,,Non,,,,,,,,Non
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc86308,VBC86308,Maison à vendre,550000,Chauss?e de Bruxelles 390,7800 Ath,,,,,,,,,,Non,Non,Non,Non,,,,,,,,,,,,,,,13960 m²,,Oui,Non,329 kWh/m²/an,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,,,,Oui,,,,,,,,,,,,,,,,,,Non,Non,Non,202203190000656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc86307,VBC86307,Maison à vendre,280000,Rue de Messine 53,7800 Ath,À rénover,1980,,3,9 m²,11 m²,101 m²,,39 m²,Oui,Oui,Non,Non,,,,11 m²,,,,,Mazout,,,4,Oui,Oui,830 m²,,Oui,Non,249 kWh/m²/an,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,13 m²,,,Oui,1,,,,,,Sud-est,14 m²,,,,,Oui,,,,,Non,Non,Non,20250526029858,,,,,,15 m²,,,,21 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc85592,VBC85592,Maison à vendre,295000,,7800 Ath,Normal,1994,A l’acte,3,,,167 m²,,,,Oui,,,,Equipée,Américaine,,3,3,2,,Gaz,Non,Non,3,Oui,Oui,109 m²,Oui,Oui,Non,255 kWh/m²/an,42432 kWh/an,04/10/2029,47,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,,,,Oui,1,1,,,,50 m²,Sud,,Sud,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc84965,VBC84965,Maison à vendre,220000,Rue des Frères Descamps 32,7800 Ath,Normal,,,4,,,110 m²,Non,,Non,Non,Non,Non,,Super équipée,,,2,,2,,Gaz,Non,,2,,,73 m²,,Oui,,274 kWh/m²/an,,30/07/2033,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,20230730006788,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7800/ath/vbc84960,VBC84960,Appartement à vendre,165000,,7800 Ath,Excellent,2014,,1,,,50 m²,,,,,,,,Equipée,Américaine,,1,1,1,,Gaz,Oui,Oui,2,,,,Oui,Oui,Non,68 kWh/m²/an,3405 kWh/an,03/06/2035,14,"oui, attestation conforme",Information non communiquée,Information non communiquée,Oui,,,,,,,,,1,,,,,,,,,,,,,,,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc22193,VBC22193,Maison à vendre,150000,Chaussée de Valenciennes 50,7800 Ath,À rénover,,Immédiatement,4,,,185 m²,Non,,Oui,,,,,Equipée,,,1,,1,,Bois,Non,Non,,Oui,,,,Oui,,84204 kWh/m²/an,456 kWh/an,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Oui,,1,Double vitrage,,,,,,,,,,Non,Non,Non,Non,Non,,,,20250112003296,,,,Oui,,,220 m²,Non,,,Non,Non,Non,,,Non,,,,,Non,,,,,Non,Non,,,,Non,,,,,,,,Non
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc83171,VBC83171,Maison à vendre,575000,,7800 Ath,Normal,1991,Immédiatement,4,20 m²,19 m²,271 m²,Non,,Oui,Oui,,,,Semi-équipée,Kitchenette,,2,2,3,,Mazout,Non,Oui,4,Oui,Oui,3640 m²,Non,Oui,Non,133 kWh/m²/an,36158 kWh/an,,30,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,29 m²,20 m²,,Oui,1,,Double vitrage,,6,,,,Nord-ouest,,,,Oui,,Non,Non,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7800/ath/vbc79628,VBC79628,Appartement à vendre,190000,Rue d'Enghien 10 3,7800 Ath,Normal,2004,,2,,,86 m²,Non,33 m²,Non,Non,Non,Non,,Super équipée,,,,1,1,,Gaz,Non,,,Oui,Oui,,,Oui,,227 kWh/m²/an,,11/10/2032,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,12 m²,,,,,,,,,,Non,Non,Non,20221011003206,Sud-est,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc79064,VBC79064,Maison à vendre,150000,,7800 Ath,Remis à neuf,1960,A l’acte,2,16 m²,12 m²,95 m²,Non,,,,,,,Equipée,Américaine,,1,1,1,,,Non,Non,2,,,,,,Non,,29300 kWh/an,22/02/2034,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7800/ath/vbc74464,VBC74464,Appartement à vendre,240000,Rue des Matelots 51 5,7800 Ath,Normal,,Immédiatement,2,12 m²,12 m²,103 m²,Non,35 m²,Oui,,,,,Equipée,,,1,,1,,,Non,Non,,,,,,Oui,,149 kWh/m²/an,,,,,Information non communiquée,Information non communiquée,Non,,,,,,,Double vitrage,,,,,,,,,,Non,Non,Non,Non,Non,,,,20211214009553,,,,Oui,,,,Non,,,Non,Non,Non,,,Non,1,,,,Oui,,,,,Non,Non,,,,Non,,,,,,,,Non
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vwd13375,VWD13375,Maison à vendre,580000,Rue Robert Delange 62,7800 Ath,Excellent,2000,A l’acte,3,27 m²,12 m²,186 m²,,54 m²,Oui,,,,,Equipée,,12 m²,3,,,,Mazout,,,4,Oui,,2543 m²,,,,332 kWh/m²/an,101511 kWh/an,02/05/2035,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,12 m²,,,Oui,,,Double vitrage,,,1805 m²,,,,,,,Oui,,,,,,,,20250502000938,,,,,,62 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc70989,VBC70989,Maison à vendre,387061,,7800 Ath,Nouveau,,,3,,,158 m²,,,,,,,,,,,1,,2,,,,,4,Oui,,1222 m²,,,,,,,,,Information non communiquée,Information non communiquée,,,,,Oui,1,,,11 m,,,,,,11 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7800/ath/vbc66101,VBC66101,Appartement à vendre,285000,Route de Lessines 9 13,7800 Ath,Normal,2018,,2,,,78 m²,Non,28 m²,,,,,,Super équipée,,,,,,,Gaz,Oui,,,Non,Oui,,,Oui,,115 kWh/m²/an,10099 kWh/an,21/03/2029,1912,pas d'application,Information non communiquée,Information non communiquée,,,,,,,,,,,,,6 m²,,,,,,,,,,,,,20190321507695,Est,,,Oui,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7800/ath/vbc66038,VBC66038,Appartement à vendre,229500,Grand'Place 2,7800 Ath,,,,,,,,,,Non,Non,Non,Non,,,,,,,,,,,,,,Oui,,,,Non,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7800/ath/vbc65957,VBC65957,Appartement à vendre,280000,Place de la Libération 14,7800 Ath,Normal,,,2,,,219 m²,Non,68 m²,Non,Non,Non,Non,,Semi-équipée,,,,1,3,,Gaz,Non,,,,,,,Oui,,207 kWh/m²/an,,26/06/2033,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,20230628024114,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc65956,VBC65956,Maison à vendre,399000,Chemin de Soignies 174,7800 Ath,Normal,,A convenir,3,,,160 m²,Non,34 m²,Non,Oui,Non,Non,,Semi-équipée,,,1,,1,,Mazout,Non,,4,,,2248 m²,,Oui,,416 kWh/m²/an,,15/01/2035,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Non,,,,Oui,1,,,,,,,,,,,,,,,,,Non,Non,Non,20250115005662,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7800/ath/rwc39209,RWC39209,Villa à vendre,335550,,7800 Ath,Excellent,,A convenir,3,,,912 m²,,,,Oui,,,,Super équipée,Américaine,,,,,,Gaz,,,,Oui,,912 m²,Oui,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Oui,,1,,,1,,,,,,Oui,,Oui,,,,,,Oui,,,,,,Oui,,,,,,,Oui,,,Oui,,,,,,Oui,,Non,Oui,,,,,,,,,,,,,,912 m²,23,
https://immovlan.be/fr/detail/appartement/a-vendre/7800/ath/vbc54528,VBC54528,Appartement à vendre,195000,Rue de Cambron 9/2,7800 Ath,Normal,1995,,1,,,70 m²,Non,30 m²,Non,Non,Non,Non,,Semi-équipée,,,1,,1,,Gaz,Non,,,,,,,Oui,,186 kWh/m²/an,,28/11/2033,,pas d'application,Information non communiquée,Information non communiquée,Non,,,,,,,,,1,,,,,,,,,,,,,Non,Non,Non,20231128021951,,,,Oui,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc51473,VBC51473,Maison à vendre,245000,Chaussée de Bruxelles 34,7800 Ath,Normal,,,3,,,189 m²,Non,,Non,Non,Non,Non,,Semi-équipée,,,1,,2,,Gaz,Non,,2,Oui,Oui,218 m²,,Oui,,321 kWh/m²/an,,21/03/2035,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,20250321011012,Est,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7800/ath/vbc45066,VBC45066,Maison à vendre,850000,Rue du Château-Bourlu 2,7800 Ath,Normal,1800,,9,,,608 m²,Non,,Non,Oui,Non,Non,,Semi-équipée,,,3,4,9,,Gaz,Non,,3,Oui,Oui,945 m²,,Oui,,327 kWh/m²/an,,25/07/2028,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,20180725008286,Est,,,Oui,,,699 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7800/ath/rwc38539,RWC38539,Villa à vendre,345550,,7800 Ath,Excellent,2025,A convenir,3,,,1012 m²,,,,Oui,,,,Super équipée,Américaine,,1,,,,Non specifié,,,4,Oui,,,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,Oui,,,,,,,Oui,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,
