ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Meublé,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Panneaux_solaires,Type_de_chauffage,Pompe_à_chaleur,Type_de_vitrage,Accessible_aux_moins_valides,Nombre_de_façades,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Permis_de_bâtir_obtenu,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Année_de_construction,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Nombre_de_places_de_parking_extérieur,Piscine_extérieure,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Raccordé_au_gaz_de_ville,Conso_spécifique_dénergie_primaire,Parlophone,Ascenseur,Étage_de_lappartement,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Nombre_de_place_de_parking_intérieur,Air_conditionné,Date_de_validité_PEB,Référence_PEB,Surface_du_séjour,Surface_du_garage,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Alarme_antieffraction,Largeur_de_la_façade,Orientation_du_jardin,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Permis_durbanisation_accordé,Surface_constructible,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Porte_de_garage_motorisée,Type_de_cuisine,Chauffage_au_sol,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,HammamSaunaJacuzzi,Le_bien_fait_lobjet_dun_droit_de_préemption,Espace_ouvert_sensible_à_leau__WORG,Surface_des_caves,Surface_de_la_véranda,Orientation_de_la_façade_du_bien,Balcon,Nombre_de_douches,Clef_électronique,Panneaux_solaires_thermiques,Domotique,Feu_ouvert,Attestation__Asbuilt,Surface_totale,Maison_basse_énergie,Compteur_Bihoraire,Niveau_E,Possibilités_pour_profession_libérale,Station_de_charge_électrique,Attestation__Citernes_à_mazout,Surface_du_grenier,Surface_du_bureau,Orientation_de_la_terrasse,Surface_chambre_à_coucher_4,Surface_du_dressing,Surface_salle_à_manger,Emission_de_CO2,Porte_daccès_sécurisée,Adaptations_pour_les_seniors,Conso_annuelle_totale_dénergie_primaire,Appartement_de_service,Surface_chambre_à_coucher_5,Attestation__Installation_électrique__Validité,Adoucisseur_deau,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Niveau_K
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/9500/grammont/rbs82680,RBS82680,Immeuble mixte à vendre,999950,Adamstraat 41,9500 Grammont,,,,,,,500 m²,,Oui,,Super équipée,6,7,,Gaz,,Double vitrage,,3,,,,186 m²,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,1985,,Oui,,,,,,,,"oui, attestation conforme",,,121 kWh/m²/an,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbs82183,RBS82183,Appartement à vendre,267750,Groteweg 65 2,9500 Grammont,Nouveau,,1,,,,91 m²,,,,Super équipée,1,,Oui,Air pulsé,Oui,,Oui,,,,Oui,,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,,,,,,17 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbs82181,RBS82181,Appartement à vendre,265000,Groteweg 65 1,9500 Grammont,Nouveau,,1,,,,92 m²,,,,Super équipée,1,,Oui,Air pulsé,Oui,,Oui,,Oui,,Oui,,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,,2023,,,,,,,,1,,,,,,,Oui,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbs82180,RBS82180,Appartement à vendre,280000,Groteweg 65 4,9500 Grammont,Nouveau,,2,,,,89 m²,,,,Super équipée,1,,Oui,Air pulsé,Oui,,Oui,,,,Oui,,Oui,Oui,,Oui,,,,,Information non communiquée,Information non communiquée,,2023,,,,,,,,1,,,,,,Oui,Oui,,,21 m²,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs81781,RBS81781,Maison à vendre,249000,Weverijstraat 33,9500 Grammont,Excellent,A l’acte,5,24 m²,12 m²,24 m²,150 m²,Non,,,Equipée,1,1,,Gaz,,,Non,2,,,Oui,76 m²,,Oui,,Non,,,,,Information non communiquée,Information non communiquée,,1930,,,,,,,,,,"oui, attestation conforme",,Oui,121 kWh/m²/an,,Non,,2,12 m²,,,09/03/2025,,,,,,,7 m,,,7 m,Non,,,,Américaine,,,,,,Non,,,,,,,,,,,,,,,,,,,,,Ouest,12 m²,,,,,,,,12 m²,07/11/2024,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs80562,RBS80562,Maison à vendre,195000,Weverijstraat 128,9500 Grammont,Nouveau,A l’acte,3,11 m²,10 m²,10 m²,83 m²,,,,Super équipée,1,1,Oui,Gaz,,,Non,2,,,,40 m²,Oui,Oui,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1899,Oui,Oui,,,,,,,Non,"oui, attestation conforme",,Oui,113 kWh/m²/an,,Non,,,,,,,,25 m²,,6 m²,,,3 m,,,3 m,Non,,Oui,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/9500/grammont/rbs80434,RBS80434,Fermette à vendre,425000,Watermolenstraat 79,9500 Grammont,À rénover,,3,18 m²,18 m²,,227 m²,,Oui,1,Semi-équipée,1,1,,,,,Oui,4,Oui,,Oui,5075 m²,Oui,Oui,Oui,Non,,,,,Information non communiquée,Information non communiquée,Non,,Oui,Oui,,,,,,8,,"oui, attestation non conforme",,,2012 kWh/m²/an,,Non,,,,1,,,,40 m²,,31 m²,,,27 m,,,27 m,Non,,,,Kitchenette,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/9500/grammont/rbs75407,RBS75407,Immeuble mixte à vendre,449000,Adamstraat 14,9500 Grammont,Excellent,,5,26 m²,16 m²,15 m²,235 m²,,Oui,,,1,3,,,,,,2,Oui,40 m²,Oui,290 m²,Oui,Oui,,Oui,,,,,Information non communiquée,Information non communiquée,,,,Oui,,Oui,,,,,,,,Oui,366 kWh/m²/an,,,,,80 m²,2,,,,45 m²,,18 m²,,Oui,11 m,,,11 m,Non,,Oui,,,,,,,,Non,Non,,,Nord,,1,,,,,,,,,,,,,,,,13 m²,,45 m²,,,,,,14 m²,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbs75406,RBS75406,Appartement à vendre,449000,Adamstraat 14,9500 Grammont,Excellent,,5,28 m²,15 m²,16 m²,235 m²,,,,,1,3,,,,,,2,Oui,,Oui,,Oui,Oui,,Oui,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,Oui,366 kWh/m²/an,Oui,,,,70 m²,,,,,,,,,Oui,25 m,,,25 m,Non,,,,,,,,,,Non,Non,,,Nord,,1,,,,,,,,,,,,,,,,15 m²,,,,,,,,13 m²,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs75330,RBS75330,Maison à vendre,275000,Marktweg 10,9500 Grammont,,A l’acte,3,,,,220 m²,Non,,,Super équipée,1,,,Gaz,,,Non,4,Oui,,Oui,515 m²,Oui,Oui,Oui,,,,,,Information non communiquée,Information non communiquée,Non,1960,Oui,Oui,,,,,,4,Non,,,,811 kWh/m²/an,,Non,,,,,,,,,,,,,,,,,Non,,,,,,,,,,Non,Non,,,Nord-ouest,,,,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs74083,RBS74083,Maison à vendre,175000,Dagmoedstraat 11,9500 Grammont,Remis à neuf,A l’acte,3,10 m²,10 m²,7 m²,104 m²,,,,,1,2,,Gaz,,,Oui,3,Oui,,,190 m²,Oui,Oui,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1936,,Oui,,,,,,,Non,,,Oui,457 kWh/m²/an,,Non,,,,,,,,31 m²,,14 m²,,,,,,,Non,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs70029,RBS70029,Maison à vendre,159000,Hoge Buizemont 106,9500 Grammont,À rénover,A l’acte,3,15 m²,14 m²,20 m²,124 m²,Non,,,,1,1,,Gaz,,Double vitrage,,2,,,Oui,134 m²,,Oui,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,1950,Oui,Oui,,Oui,,,,,,,,Oui,181 kWh/m²/an,,Non,,,30 m²,,,20/02/2025,,29 m²,,,,,4 m,,,4 m,Non,,,,,,,,,,Non,,,,Ouest,,,,,,,,,,,,,,,,,Est,,,17 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/viane/rbs69985,RBS69985,Appartement à vendre,240000,,9500 Viane,Normal,,3,,,,116 m²,Non,,,Super équipée,1,2,,Gaz,,,,,,,Oui,,,Oui,,,,,,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",,146 kWh/m²/an,,Non,2,,9 m²,,,,20240208-0003122185-res-1,30 m²,,,,,,,,,,,,,,,,,,,,,,,Ouest,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs69549,RBS69549,Maison à vendre,475000,Hunnegemstraat 10-12,9500 Grammont,Excellent,,6,,,,330 m²,,Oui,2,Equipée,2,2,,,,Double vitrage,,2,Oui,,Oui,340 m²,,Oui,,Oui,,,,,Pas de risque d’inondation,Information non communiquée,,1992,,,,,Oui,Oui,,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Oui,130 kWh/m²/an,,,,,,,,,20221222-0002760563-RES-1,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/viane/rbs69537,RBS69537,Appartement à vendre,160000,Edingseweg 462 1,9500 Viane,Normal,,1,,,,56 m²,Non,,,Semi-équipée,1,1,,Gaz,,,,,,,Oui,,,Oui,,,,,,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,Non,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Oui,280 kWh/m²/an,,Non,,,8 m²,,,,20241016-0003416112-RES-1,,,,,,,,,,,56 m²,,,,,,,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9500/grammont/rwc38537,RWC38537,Villa à vendre,335550,,9500 Grammont,Excellent,A convenir,3,,,,411 m²,,,,Super équipée,1,,Oui,Non specifié,,,,4,Oui,,,,Oui,Oui,Oui,,,,,,Information non communiquée,Information non communiquée,,2025,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,Américaine,Oui,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rwc38531,RWC38531,Maison à vendre,355550,,9500 Grammont,Excellent,A convenir,3,,,,374 m²,,,,Super équipée,1,,Oui,Non specifié,,,,3,Oui,,,,Oui,Oui,Oui,,,,,,Information non communiquée,Information non communiquée,,2025,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,Américaine,Oui,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs63683,RBS63683,Maison à vendre,699000,Heirweg 34,9500 Grammont,Excellent,A l’acte,5,16 m²,30 m²,12 m²,400 m²,Non,Oui,2,Super équipée,2,3,,Mazout,,Double vitrage,,4,Oui,1500 m²,Oui,2618 m²,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,,1978,Oui,Oui,,,,,,,Non,,,,262 kWh/m²/an,,Non,,,30 m²,2,,,,55 m²,,14 m²,,,19 m,,,19 m,,,,,,,,,,,Non,,,,Nord,,2,,,,,,,,,,,,,,,Sud,22 m²,,,,,,,,14 m²,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs62995,RBS62995,Maison à vendre,475000,Heuvelstraat 67,9500 Grammont,Excellent,A l’acte,4,15 m²,23 m²,20 m²,290 m²,Non,Oui,1,Super équipée,1,2,,Gaz,,Double vitrage,,4,Oui,973 m²,Oui,1561 m²,Oui,Oui,Oui,,,,,,Information non communiquée,Information non communiquée,,1990,Oui,Oui,,,,,,,,,,Oui,,,,,,,,,,,55 m²,,17 m²,,,10 m,,,10 m,,,,,,,,,,,Non,,,,Sud,,1,,,,,,,,,,,,,,,,20 m²,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/9500/grammont/rbp53950,RBP53950,Immeuble mixte à vendre,269000,Edingseweg 419,9500 Grammont,À rénover,A l’acte,4,21 m²,20 m²,23 m²,341 m²,Non,,,Semi-équipée,1,2,,,,,,2,Oui,323 m²,Oui,725 m²,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,Non,1941,Oui,Oui,Oui,Oui,,,,1,,"non, pas d'attestation",,,750 kWh/m²/an,,,,,,,,11/12/2033,,20 m²,,28 m²,6 m²,,13 m,,,,,,,,Kitchenette,,,,,,Non,,70 m²,,Nord-est,,,,,,,,,,,,,,,35 m²,,,23 m²,,20 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs59945,RBS59945,Maison à vendre,249500,Groteweg 239,9500 Grammont,,,3,,,,,Non,,,,1,,,,,,Non,2,Oui,,Oui,195 m²,,Oui,,,,,,,Information non communiquée,Information non communiquée,,1953,,Oui,,,,,,1,Non,,,,300 kWh/m²/an,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs59603,RBS59603,Maison à vendre,199000,Steenstraat 5,9500 Grammont,Excellent,A l’acte,3,22 m²,8 m²,7 m²,120 m²,Non,,,,1,1,,Gaz,,Double vitrage,,2,,,Oui,50 m²,,Oui,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,1918,Oui,Oui,,,,,,,Non,"oui, attestation conforme","Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Oui,197 kWh/m²/an,,Non,,3,8 m²,,,08/03/2025,,,,,,,5 m,,,5 m,Non,,,,,,,,,,Non,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/9500/grammont/rbs58804,RBS58804,Immeuble mixte à vendre,350000,Onkerzelestraat 210,9500 Grammont,,A l’acte,4,,,,318 m²,Non,Oui,,Super équipée,1,,,Mazout,,Double vitrage,Non,3,Oui,,Oui,440 m²,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,Non,1919,,Oui,,,,,,5,Non,"oui, attestation conforme",,,396 kWh/m²/an,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,,,Sud-est,,,,,,,,,,,,,,,,,Nord-ouest,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbs52664,RBS52664,Appartement à vendre,,Markt,9500 Grammont,Nouveau,,2,12 m²,10 m²,,90 m²,Non,,,Super équipée,1,1,,,,,Oui,2,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,Non,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",,,Oui,Oui,1,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/vbc30904,VBC30904,Maison à vendre,439860,,9500 Grammont,Nouveau,,3,,,,133 m²,,,,,2,2,,,,,,4,,,,549 m²,,,Oui,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 m,,,9 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbs49786,RBS49786,Appartement à vendre,1020000,Gasthuisstraat 51,9500 Grammont,À rénover,,3,,,,,,Oui,,,,,,,,,,,,,,,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs48791,RBS48791,Maison à vendre,520000,Gasthuisstraat 51,9500 Grammont,À rénover,,6,,,,856 m²,Non,Oui,,,4,,,,,,,2,,,Oui,469 m²,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,Non,1874,,,,,,,,,Non,,,Oui,425 kWh/m²/an,,Non,,,,15,,,,,,,,,11 m,,,11 m,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/ophasselt/rbs47583,RBS47583,Maison à vendre,,Bildeken 14A,9500 Ophasselt,Nouveau,,3,,,,,,,,,2,2,,,Oui,,,4,Oui,,,843 m²,,Oui,,,,,,,Information non communiquée,Information non communiquée,,,,,,,Oui,,,1,,"oui, attestation conforme",,Oui,0 kWh/m²/an,,,,,,,,,,,,,,,,Nord,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs47661,RBS47661,Maison à vendre,249000,Benedenstraat 18,9500 Grammont,À rénover,,3,23 m²,14 m²,15 m²,176 m²,Non,Oui,,Equipée,1,1,,,,Double vitrage,Non,2,Oui,150 m²,Oui,310 m²,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,,1918,,Oui,,Oui,,,,,Non,"non, pas d'attestation",,,344 kWh/m²/an,,Non,,,,1,,,,18 m²,,10 m²,,,13 m,,,13 m,,,,,Américaine,,,,,,Non,,,,Sud-est,,,,,,,,,,,,,,,,,Nord-ouest,,,14 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs47043,RBS47043,Maison à vendre,160000,Gentsestraat 172,9500 Grammont,,,2,,,,125 m²,Non,,,,1,1,,,,,Non,2,Oui,126 m²,Oui,243 m²,Oui,Oui,,Oui,,,,,Information non communiquée,Information non communiquée,Non,1960,Oui,Oui,Oui,Oui,,,,,Non,,,Oui,365 kWh/m²/an,,Non,,,17 m²,,,,,,,,,,4 m,,,4 m,Non,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,25 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs46187,RBS46187,Maison à vendre,149000,Gentsestraat 69,9500 Grammont,,A l’acte,6,12 m²,16 m²,12 m²,250 m²,Non,Oui,1,Super équipée,,1,,Gaz,,Double vitrage,,2,,,,122 m²,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,,1900,Oui,Oui,,,,,,,Non,,,Oui,,,Non,,,,,,,,26 m²,,,,,22 m,,,22 m,,,,,,,,,,,Non,Non,,,Nord-ouest,,,,,,,,,,,,,,,,,,10 m²,,,,,,,,12 m²,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs39971,RBS39971,Maison à vendre,185000,Schillebeekstraat 33,9500 Grammont,Normal,A l’acte,3,15 m²,12 m²,14 m²,130 m²,,,,Equipée,1,2,,Gaz,,,Oui,4,Oui,,Oui,308 m²,Oui,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,Oui,,,,,,,,"oui, attestation conforme",,Oui,547 kWh/m²/an,,Non,,,15 m²,,,,,30 m²,,21 m²,,,,,,,,,,,Américaine,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbs33673,RBS33673,Appartement à vendre,590000,Jan de Coomanstraat 49,9500 Grammont,Normal,,0,,,,333 m²,,Oui,,,,,,Gaz,,Double vitrage,Non,,Oui,,Oui,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,1954,Non,Oui,Non,,,,,,,pas d'application,,,297 kWh/m²/an,,Non,3,3,,,,26/04/2033,0002875961-RES-1,,,,,,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbs33672,RBS33672,Appartement à vendre,590000,Jan de Coomanstraat 49,9500 Grammont,Normal,,0,,,,333 m²,,Oui,,,,,,Gaz,,Double vitrage,Non,,Oui,,Oui,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,1954,Non,Oui,Non,,,,,,,pas d'application,,,297 kWh/m²/an,,Non,3,3,,,,26/04/2033,0002875961-RES-1,,,,,,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9500/grammont/rbs33671,RBS33671,Appartement à vendre,590000,Jan de Coomanstraat 49,9500 Grammont,Normal,,0,,,,333 m²,,Oui,,,,,,Gaz,,Double vitrage,Non,,Oui,,Oui,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,1954,Non,Oui,Non,,,,,,,pas d'application,,,297 kWh/m²/an,,Non,3,3,,,,26/04/2033,0002875961-RES-1,,,,,,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9500/grammont/rbs32741,RBS32741,Villa à vendre,575000,Chevauchoire de Viane 101,9500 Grammont,Excellent,A l’acte,5,,,,750 m²,,,,Super équipée,2,2,Oui,,,Double vitrage,Non,4,Oui,,Oui,3110 m²,Oui,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,,2010,,,,,,,,,Non,,,Oui,38 kWh/m²/an,,Oui,,,,,,,,,,,,Oui,15 m,,,15 m,,,,,,Oui,,,,,,Non,,,Sud,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbr52823,RBR52823,Maison à vendre,169000,Weverijstraat 97,9500 Grammont,Normal,A l’acte,3,22 m²,14 m²,31 m²,135 m²,Non,,,Equipée,1,2,,Gaz,,Double vitrage,,2,,,,70 m²,,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,Oui,1950,Oui,Oui,,Oui,,,,,,"oui, attestation non conforme",,Oui,223 kWh/m²/an,,,,3,,,,29/09/2034,,21 m²,,12 m²,,,5 m,,,5 m,,,,,Américaine,,,,,,Oui,,,,Ouest,,1,,,,,,,,,,,,,,,,,,14 m²,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbs11966,RBS11966,Maison à vendre,599000,Markt 2,9500 Grammont,Excellent,,1,,,,400 m²,,,,,,5,,,,,Oui,3,,,Oui,105 m²,Oui,Oui,,Oui,,,,,Pas de risque d’inondation,Information non communiquée,,,,Oui,,,,,,,Non,,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Oui,,,,,,,,,,,,,100 m²,,Oui,,,,,Non,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rbr95884,RBR95884,Maison à vendre,230000,Edingseweg 226,9500 Grammont,À rénover,,4,,,,357 m²,,,,,1,,,Electrique,,Simple vitrage,Non,,,,,390 m²,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,,,,,,,"non, pas d'attestation",,,,,Non,,,,,,24/10/2032,20221024-0002705822-KNR-1,,,,,,,,,,,340 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9500/grammont/rwc37482,RWC37482,Maison à vendre,305550,,9500 Grammont,Excellent,A convenir,3,,,,660 m²,,Oui,,Super équipée,,,Oui,Non specifié,,,,3,,,,,Oui,,Oui,,,,,,Pas de risque d’inondation,Information non communiquée,Non,2024,,Oui,,,,Oui,,1,,,,Oui,,,,,,,1,,,,,,,,,,,,,,,,,Américaine,Oui,,,,,,,,,,,,,,,,,,,,23,Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/9500/grammont/rbr93749,RBR93749,Fermette à vendre,200000,Beekstraat 95,9500 Grammont,À démolir,A l’acte,3,,,,146 m²,Non,Oui,3,,,,,,,,Non,4,Oui,,Oui,2347 m²,,Oui,,,,,,,Information non communiquée,Information non communiquée,Non,1931,Oui,,,,,,,,Non,"oui, attestation non conforme",,,1554 kWh/m²/an,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
