ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_du_séjour,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_douches,Surface_de_lades_salles_de_bain,Type_de_vitrage,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Piscine_extérieure,Conso_spécifique_dénergie_primaire,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Surface_totale_du_terrain,Air_conditionné,Alarme_antieffraction,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_constructible,Profondeur_du_terrain,Permis_de_bâtir_obtenu,Étage_de_lappartement,Surface_du_jardin,Surface_des_caves,Surface_du_grenier,Surface_de_la_véranda,Permis_durbanisation_accordé,Parlophone,Surface_du_bureau,Emission_de_CO2,Attestation__Asbuilt,Panneaux_solaires,Panneaux_solaires_thermiques,Chauffage_au_sol,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Domotique,Porte_daccès_sécurisée,Raccordé_aux_égouts,Attestation__Citernes_à_mazout,Orientation_du_jardin,Surface_chambre_à_coucher_3,Nombre_de_place_de_parking_intérieur,Attestation__Installation_électrique__Validité,Station_de_charge_électrique,Maison_basse_énergie,Pompe_à_chaleur,Compteur_Bihoraire,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Surface_chambre_à_coucher_4,Surface_salle_à_manger,Appartement_de_service,Surface_chambre_à_coucher_5,Conso_annuelle_totale_dénergie_primaire,Surface_du_garage,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Citerne_à_eau_de_pluie,Niveau_S,Possibilités_pour_profession_libérale,Surface_totale,Niveau_E
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt64861,RBT64861,Maison à vendre,457500,Pastinaakhof 9,2800 Malines,Excellent,,,,3,144 m²,Non,,,,,,,,,,1,2,Gaz,Non,2,,Oui,Oui,,,,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,20 m²,,,,69 kWh/m²/an,,,,,,222 m²,,,,,,,Oui,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt64657,RBT64657,Maison à vendre,359000,Zemstbaan 41,2800 Malines,À rénover,Non,1930,Immédiatement,4,130 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,,1,2,Gaz,Non,3,,,Oui,Oui,Oui,20250604-0003617457-RES-1,04/06/2035,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,30 m²,,,,,,,,Est,5 m,,60 m²,,,,962 kWh/m²/an,,,,,,382 m²,,,,,,45 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt64641,RBT64641,Maison à vendre,410000,Jan Bolstraat 49,2800 Malines,Normal,Non,1979,A l’acte,3,191 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,2,Gaz,Non,2,,Oui,Oui,Oui,Oui,20250527-0003611739-RES-1,27/05/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Nord,,,,,,,312 kWh/m²/an,,,,,,180 m²,,,,,57 m²,40 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt64090,RBT64090,Maison à vendre,349000,Molenbergstraat 27,2800 Malines,Remis à neuf,,1952,,3,153 m²,,Oui,Oui,,,,,,,,2,2,Gaz,,2,,Oui,Oui,Oui,Oui,,14/10/2029,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,,,,Super équipée,,,,,Double vitrage,,,,,,,,,242 kWh/m²/an,,,,,,99 m²,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2800/malines/rbt64049,RBT64049,Appartement à vendre,229500,Eikestraat 110,2800 Malines,Remis à neuf,,,,1,66 m²,Non,,Oui,,,,,,,,1,1,Gaz,Non,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,,,Equipée,Américaine,,,,Double vitrage,,,,,,Nord-ouest,,,231 kWh/m²/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2800/malines/rbt63605,RBT63605,Appartement à vendre,265000,Oscar Van Kesbeeckstraat 9 205,2800 Malines,Normal,Non,,Immédiatement,2,121 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,,1,1,Gaz,Oui,2,,Non,Oui,,,20250324-0003560417-RES-1,24/03/2035,"oui, attestation conforme",Oui,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Ouest,49 m,,,,,,191 kWh/m²/an,,,,,,,,,,,,,Oui,2,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/2800/malines/rbt62820,RBT62820,Studio à vendre,169000,Nieuwe Kapucijnenstraat 28 3,2800 Malines,,,1965,A l’acte,1,47 m²,Non,Oui,,,,,,,,,1,1,Gaz,Oui,2,,,Oui,,,,,"oui, attestation non conforme",,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Information non communiquée,Information non communiquée,9 m²,,16 m²,,,7 m²,,,Double vitrage,,,,,21 m²,,,,,,,,,,,,,,,,,Oui,0,,,,,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2800/malines/rbt48163,RBT48163,Appartement à vendre,225000,Arendonckstraat 68 101,2800 Malines,À rénover,Non,,,3,124 m²,,Non,Non,Non,Non,Non,Non,Non,,,1,1,,,,,,,Oui,Oui,20241023-0003422953-RES-1,,"oui, attestation conforme",Oui,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,2,,,,Non,492 kWh/m²/an,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt47449,RBT47449,Maison à vendre,425000,,2800 Malines,Excellent,Non,2021,,3,111 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,2,,Oui,Oui,Oui,Oui,UC12025-G-OMV_2019018413/EP15559/A005/D01/SD001,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,Double vitrage,,,,,,,,Non,38 kWh/m²/an,,,,,,83 m²,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt47257,RBT47257,Maison à vendre,310000,Kalverenstraat 18,2800 Malines,,Non,,,3,120 m²,,Non,Non,Oui,Non,Non,Non,Non,Oui,1,1,1,Gaz,,2,,Oui,Oui,Oui,Oui,20250517-0003603793-RES-1,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,Super équipée,,,,,Double vitrage,,,,,,,,,289 kWh/m²/an,,,,,,94 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,Est,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2800/malines/rbt47158,RBT47158,Villa à vendre,758000,LIERSESTEENWEG 460,2800 Malines,Normal,Non,1986,,5,318 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,2,Gaz,Non,4,1,Oui,Oui,,,20240704-0003300733-RES-1,04/07/2034,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,31 m²,,,,,,,,,,,20 m²,,,,199 kWh/m²/an,,,,,,1489 m²,,,,,,,,,1488 m²,,,,,,,,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt44577,RBT44577,Maison à vendre,229500,Eikestraat 110,2800 Malines,Remis à neuf,Non,,Immédiatement,1,66 m²,Non,,,,,,,,,,1,1,Gaz,Non,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,,,Equipée,Américaine,,,,Double vitrage,,,,,,Nord-ouest,,,231 kWh/m²/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2800/malines/rbt46471,RBT46471,Appartement à vendre,325000,Lange Pennincstraat 4 203,2800 Malines,Normal,,,A l’acte,2,94 m²,,,,,,,,,,,1,,,,,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,4 m²,,,,156 kWh/m²/an,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt46043,RBT46043,Maison à vendre,369000,Geerdegem Schonenberg 92,2800 Malines,À rénover,Non,,A l’acte,3,128 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,2,1,1,Mazout,Non,3,,Oui,Oui,,Oui,20240503-0003235987-RES-1,,"oui, attestation non conforme",Oui,,Pas de risque d’inondation,Information non communiquée,,,,Semi-équipée,,,,,,,Nord-ouest,15 m,,40 m²,,,,840 kWh/m²/an,,,,,,873 m²,,,,,,48 m,Oui,,455 m²,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2800/malines/rbt46041,RBT46041,Appartement à vendre,745000,Schuttersvest 3 602,2800 Malines,,Non,1965,,3,278 m²,,Non,Non,Non,Non,Oui,Oui,Non,Oui,1,2,3,Gaz,Oui,,,,Oui,Oui,Oui,20241002-0003376688-RES-1,,"oui, attestation conforme",,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,,,,Super équipée,,,,,Double vitrage,,,,7,,,,,282 kWh/m²/an,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt45912,RBT45912,Maison à vendre,495000,Liersesteenweg 154,2800 Malines,,Oui,1963,A l’acte,4,264 m²,,Oui,,,,,,,Oui,1,2,3,Gaz,Non,3,2,Oui,Oui,Oui,Oui,,08/02/2033,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,22 m²,15 m²,54 m²,Equipée,Américaine,11 m²,,,Double vitrage,,,7 m,,,Est,7 m,Non,365 kWh/m²/an,,,,,,315 m²,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,22 m²,2,,,,,,,,,16 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt44231,RBT44231,Maison à vendre,419000,Barbarastraat 41,2800 Malines,Normal,Non,2019,A l’acte,3,144 m²,Non,Non,Non,Non,Non,Non,Non,Non,,,1,2,Gaz,Non,,1,Oui,Non,Oui,Oui,12025-G-DBA_2017031756/EP14809/A001/D01/SD001,03/07/2030,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,,,,Semi-équipée,,,,,,,,,,,,,,22 kWh/m²/an,,,,,,224 m²,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt44154,RBT44154,Maison à vendre,235000,Sint-Gommarusstraat 53,2800 Malines,À rénover,,1956,,4,151 m²,,Non,Non,Non,,,,,,,1,,Gaz,Non,,,,,,,20250205-0003522417-RES-1,05/02/2035,"non, pas d'attestation",Non,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,Simple vitrage,Non,Sud-est,5 m,,,,,,428 kWh/m²/an,,,,,,126 m²,Oui,,,Non,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt44088,RBT44088,Maison à vendre,299000,Battelsesteenweg 191,2800 Malines,,Non,,A l’acte,3,104 m²,Non,Non,Non,Non,Non,Non,Non,Non,,,1,1,Gaz,Non,,,Oui,Oui,Oui,Oui,20231024-0002955599-RES-1,24/10/2033,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Sud,,,,,,,415 kWh/m²/an,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2800/malines/rbt42767,RBT42767,Appartement à vendre,249000,Liersesteenweg 318,2800 Malines,Normal,Non,1967,A l’acte,2,95 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,1,Gaz,Non,,,,Oui,,,3578545,15/04/2035,"non, pas d'attestation",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,30 m²,,,,,,,,,,,19 m²,,,,441 kWh/m²/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2800/malines/rbt42743,RBT42743,Appartement à vendre,359000,Geerdegem Schonenberg 317,2800 Malines,Normal,,1978,,3,107 m²,,Non,Non,Non,,,,,Oui,1,1,,Gaz,Non,,,Oui,,,,20250413-000-3576915-RES-1,,"non, pas d'attestation",Non,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,Non,,10 m,,,,,,234 kWh/m²/an,,,,,,,,Oui,,Non,133 m²,,,,90 m²,,,,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/2800/malines/rbt42730,RBT42730,Loft à vendre,840000,Borchtstraat 30 201,2800 Malines,,Non,1901,A l’acte,4,317 m²,,,,,,,,,Oui,2,3,3,,Oui,3,,,Oui,Oui,Oui,,16/12/2034,"oui, attestation conforme",Oui,,Information non communiquée,Information non communiquée,14 m²,13 m²,130 m²,Super équipée,,36 m²,,20 m²,Double vitrage,,,,1,,Sud-ouest,,Non,97 kWh/m²/an,,,,,,,,,,,,,Oui,2,,,,,Non,Oui,,,,,,Oui,,,,,,Oui,,,13 m²,2,,,,,,,,,13 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2800/malines/rbt41337,RBT41337,Appartement à vendre,235000,Raghenoplein 15 16,2800 Malines,Normal,Non,1977,A l’acte,2,86 m²,Non,Non,Oui,Non,Non,Non,Non,Non,,,1,1,Electrique,Oui,,,,,,,3467070,03/12/2034,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,44 m²,Super équipée,,,,,,,,,,,,,,419 kWh/m²/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt04927,RBT04927,Maison à vendre,900000,Winketkaai 27 bus 701,2800 Malines,Normal,,2015,,3,186 m²,Non,Non,Non,Non,,,,,,,2,,Gaz,Oui,,,,Oui,,,,,pas d'application,Non,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,Double vitrage,Oui,,,7,,,25 m,,118 kWh/m²/an,,,,,,755 m²,,,,Non,,,,,,,,,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2800/malines/rbt40043,RBT40043,Appartement à vendre,245000,Elektriciteitstraat 27 101,2800 Malines,Normal,Non,1974,A l’acte,2,78 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,,1,1,Gaz,Oui,,,Non,Oui,Oui,Oui,,20/02/2034,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Super équipée,,,,,,,Est,61 m,,17 m²,,,,139 kWh/m²/an,,,,,,,,,,,1126 m²,,Oui,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2800/malines/rbt39352,RBT39352,Appartement à vendre,349000,Tervuursesteenweg 191 2,2800 Malines,Remis à neuf,,1967,,2,100 m²,,Non,Non,Non,,,,,,,1,,Gaz,Non,,,,Oui,,,,,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,Double vitrage,Non,Ouest,8 m,2,,,8 m,,150 kWh/m²/an,,,,,,,,,,Non,,,,2,,,,,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2800/malines/rbt38775,RBT38775,Appartement à vendre,219000,Grote Nieuwedijkstraat 345 1,2800 Malines,Normal,,1959,Immédiatement,2,75 m²,Non,,,,,,,,Oui,1,1,1,Gaz,Non,2,,Non,Non,Oui,Oui,20240120-0003115226-RES-1,20/01/2034,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Nord-ouest,,,,,,,131 kWh/m²/an,,,,,,,,,,,75 m²,,Oui,1,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/2800/malines/rbt38191,RBT38191,Maison de maître à vendre,825000,Colomastraat 2,2800 Malines,,Non,1875,A l’acte,5,347 m²,Non,Oui,Oui,,Oui,,,,Oui,1,1,2,Gaz,Non,3,3,Oui,Oui,Oui,Oui,,15/04/2035,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,23 m²,14 m²,76 m²,,,22 m²,,,,,,16 m,5,5 m²,Sud-ouest,16 m,Non,661 kWh/m²/an,,,,,Non,444 m²,,,,,,,Non,,320 m²,,,,Non,,,,,,,,,,,,,Oui,,,21 m²,1,,,,,,,,,20 m²,20 m²,,10 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt38003,RBT38003,Maison à vendre,775000,Antwerpsesteenweg 28,2800 Malines,Normal,Non,,A l’acte,4,205 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,4,1,2,Air pulsé,Non,4,,Oui,,Oui,Oui,20250512-0003598778-RES-1,12/05/2035,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Super équipée,,,,,,,Est,,,,,,,264 kWh/m²/an,,,,,,645 m²,,,,,109 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt38001,RBT38001,Maison à vendre,320000,Kerkhoflei 12,2800 Malines,À rénover,Non,,A l’acte,2,96 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,1,Gaz,Non,2,,Oui,,Oui,Oui,,12/05/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Super équipée,,,,,,,Sud-est,4 m,,,,,,312 kWh/m²/an,,,,,,122 m²,,,,,51 m²,27 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt37980,RBT37980,Maison à vendre,290000,Caputsteenstraat 122,2800 Malines,Normal,Non,,A convenir,2,114 m²,Non,Non,Non,Non,Non,Non,Non,Non,,,1,2,Gaz,Non,2,,,,Oui,Oui,EP21377,19/03/2035,"non, pas d'attestation",Oui,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Semi-équipée,,,,,,,Sud-ouest,,,,,,,208 kWh/m²/an,,,,,,61 m²,,,,,,13 m,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2800/malines/rbt37964,RBT37964,Appartement à vendre,215000,Elektriciteitstraat 33 1402,2800 Malines,À rénover,Non,1973,A l’acte,2,91 m²,Non,Non,Non,Non,Non,Non,Non,Non,,,1,1,Gaz,Oui,2,,,Oui,Oui,Oui,,21/02/2035,"non, pas d'attestation",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,28 m²,Semi-équipée,,,,,,,Ouest,,14,10 m²,,,,172 kWh/m²/an,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt37959,RBT37959,Maison à vendre,360000,Generaal De Ceuninckstraat 157,2800 Malines,Normal,,,A convenir,4,150 m²,Non,,Oui,,,,,,,,1,2,Gaz,Non,2,,Non,Oui,,,20250227-0003541269-RES-1,27/02/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Super équipée,,,,,,,Sud,,,,,,,197 kWh/m²/an,,,,,,90 m²,,,,,68 m²,,Oui,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/2800/malines/rbt37952,RBT37952,Duplex à vendre,380000,Maurits Sabbestraat 55/1,2800 Malines,À rénover,Non,,A convenir,5,199 m²,Non,Non,Non,Non,Non,Non,Non,Non,,,2,2,Gaz,Non,2,,Non,Oui,,,20250227-0003540656-RES-1,27/02/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,2,,,,Nord-est,,,,,,,465 kWh/m²/an,,,,,,,,,,,,,Oui,1,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt37946,RBT37946,Maison à vendre,495000,Liersesteenweg 237,2800 Malines,Normal,Non,1933,A convenir,3,251 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,3,Mazout,Non,2,2,Oui,,,Oui,20250124-0003513485-RES-1,24/01/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Super équipée,,,,,,,Sud-ouest,,,,,,,364 kWh/m²/an,,,,,,302 m²,,,,,97 m²,40 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt37938,RBT37938,Maison à vendre,270000,Hanswijkdries 74,2800 Malines,À rénover,Non,1950,A l’acte,4,148 m²,Non,Non,Oui,Non,Non,Non,Non,Non,,,2,2,Gaz,Non,2,,Oui,Oui,Oui,Oui,20230630-0002933279-RES-1,30/06/2033,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Super équipée,,,,,,,Sud-ouest,4 m,,,,,,434 kWh/m²/an,,,,,,153 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2800/malines/rbt37928,RBT37928,Maison à vendre,390000,Kalverenstraat 26,2800 Malines,Normal,,,Immédiatement,3,166 m²,Non,,Oui,,,,,,Oui,1,2,,,Non,2,,Oui,Non,Oui,Oui,20241009-0003405623-RES-1,09/10/2034,"oui, attestation conforme",Oui,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,,,,Semi-équipée,,,,,,,Est,,,,,,,272 kWh/m²/an,,,,,,114 m²,,,,,89 m²,27 m,Oui,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45079 kWh/an,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2800/malines/rbt37926,RBT37926,Appartement à vendre,230000,Elektriciteitstraat 27 1101,2800 Malines,Normal,,1974,Immédiatement,2,70 m²,Non,,,,,,,,,,1,1,Gaz,Oui,2,,Non,Oui,Oui,Oui,20241105-0003436920-RES-1,05/11/2024,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Super équipée,,,,,,,,61 m,15,17 m²,,,,142 kWh/m²/an,,,,,,,,,,,1126 m²,,Oui,11,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9946 kWh/an,,,,,,,,
