ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_du_séjour,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_douches,Surface_de_lades_salles_de_bain,Type_de_vitrage,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Piscine_extérieure,Conso_spécifique_dénergie_primaire,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Surface_totale_du_terrain,Air_conditionné,Alarme_antieffraction,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_constructible,Profondeur_du_terrain,Permis_de_bâtir_obtenu,Étage_de_lappartement,Surface_du_jardin,Surface_des_caves,Surface_du_grenier,Surface_de_la_véranda,Permis_durbanisation_accordé,Parlophone,Surface_du_bureau,Emission_de_CO2,Attestation__Asbuilt,Panneaux_solaires,Panneaux_solaires_thermiques,Chauffage_au_sol,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Domotique,Porte_daccès_sécurisée,Raccordé_aux_égouts,Attestation__Citernes_à_mazout,Orientation_du_jardin,Surface_chambre_à_coucher_3,Nombre_de_place_de_parking_intérieur,Attestation__Installation_électrique__Validité,Station_de_charge_électrique,Maison_basse_énergie,Pompe_à_chaleur,Compteur_Bihoraire,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Surface_chambre_à_coucher_4,Surface_salle_à_manger,Appartement_de_service,Surface_chambre_à_coucher_5,Conso_annuelle_totale_dénergie_primaire,Surface_du_garage,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Citerne_à_eau_de_pluie,Niveau_S,Possibilités_pour_profession_libérale,Surface_totale,Niveau_E
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbs51856,RBS51856,Appartement à vendre,475000,,2830 Willebroek,Excellent,Non,1970,,6,268 m²,,Non,Non,Non,Non,Non,Non,Non,,,2,3,Gaz,Oui,3,,,Oui,Oui,Oui,20210303-0002378352-RES-2,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,Double vitrage,,,,4,,,,Non,250 kWh/m²/an,,,,,,,,,,,,,,3,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbs35780,RBS35780,Maison à vendre,349000,,2830 Willebroek,À rénover,Non,1949,,5,247 m²,,Non,Oui,Non,Non,Non,Non,Non,Oui,,1,2,Mazout,,2,,Oui,,,Oui,20200928-0002320402-RES-1,,"non, pas d'attestation",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,Simple vitrage,,,,,,,,Non,678 kWh/m²/an,,,,,,496 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbf99904,RBF99904,Appartement à vendre,235000,,2830 Willebroek,,,,,2,90 m²,,,,,,,,,,,1,1,Gaz,Oui,2,,,,Oui,Oui,20211207-0002505568-RES-1,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,Double vitrage,,,,4,,,,,252 kWh/m²/an,,,,,,,,,,,,,Oui,1,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbf89981,RBF89981,Appartement à vendre,219000,,2830 Willebroek,Excellent,Non,,,2,90 m²,,Non,Non,Non,Non,Non,Non,Non,,,1,1,Gaz,Oui,2,,,Oui,Oui,Oui,20211207-0002505514-RES-1,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,Double vitrage,,,,4,,,,Non,169 kWh/m²/an,,,,,,,,,,,,,,1,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbf89980,RBF89980,Appartement à vendre,219000,,2830 Willebroek,Excellent,Non,,,2,90 m²,,Non,Non,Non,Non,Non,Non,Non,,,1,1,Gaz,Oui,2,,,Oui,Oui,Oui,20211207-0002505554-RES-1,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,Double vitrage,,,,4,,,,Non,165 kWh/m²/an,,,,,,,,,,,,,,4,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt64858,RBT64858,Maison à vendre,199000,Overwinningsstraat 127,2830 Willebroek,À rénover,Non,1930,,3,158 m²,Non,Non,Oui,Non,Non,Non,Non,Non,,,1,1,Gaz,Non,2,,Oui,Oui,,,20240604-0003270907-RES-2,,"oui, attestation non conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Semi-équipée,,,,,,,Est,,,,,,,543 kWh/m²/an,,,,,,145 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbt63470,RBT63470,Appartement à vendre,229500,Eduard Anseelestraat 62 1,2830 Willebroek,,Non,,,2,65 m²,,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,1,,,2,,Oui,Oui,Oui,Oui,20250206-0003523360-RES-1,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,,,,,,,2,,,,Non,206 kWh/m²/an,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbt63036,RBT63036,Appartement à vendre,265000,Boomsesteenweg 2 0302,2830 Willebroek,Nouveau,Non,2019,Immédiatement,2,75 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,,1,1,,Oui,3,,,Oui,Oui,Oui,12040-G-2016/0066/EP17251,01/03/2029,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Super équipée,,,,,,,,,,41 m²,,,,86 kWh/m²/an,,,,,,,,,,,,,,3,,,,,,,,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbt63035,RBT63035,Appartement à vendre,250000,Boomsesteenweg 4 0201,2830 Willebroek,Nouveau,Non,2019,Immédiatement,2,85 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,,1,1,Gaz,Oui,2,,,Oui,Oui,Oui,,01/03/2029,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Super équipée,,,,,,,,,,11 m²,,,,57 kWh/m²/an,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbt63034,RBT63034,Appartement à vendre,245000,Boomsesteenweg 6 0101,2830 Willebroek,Normal,Non,2019,Immédiatement,2,88 m²,Non,Non,Non,Non,Non,Non,Non,Non,,,1,1,,Oui,2,,,Oui,Oui,Oui,EP17251,01/05/2029,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,,,,,,,,,,,Nord,,,6 m²,,,,61 kWh/m²/an,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbt63033,RBT63033,Appartement à vendre,240000,Boomsesteenweg 4 0001,2830 Willebroek,Nouveau,Non,,A l’acte,2,85 m²,Non,Non,Non,Non,Non,Non,Non,Non,,,,,Gaz,Oui,2,,Oui,Oui,Oui,Oui,,01/03/2029,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Super équipée,,,,,,,,,,20 m²,,,,72 kWh/m²/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt63039,RBT63039,Maison à vendre,299000,Antwerpsesteenweg 42,2830 Willebroek,À rénover,Non,1938,A l’acte,4,231 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,,1,2,Gaz,Non,2,,Oui,,Oui,Oui,,19/09/2033,"oui, attestation non conforme",Oui,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,8 m,,,,,,382 kWh/m²/an,,,,,,245 m²,,,,,96 m²,,,,152 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/blaasveld/rbt48015,RBT48015,Maison à vendre,350000,Bezelaervelden 8,2830 Blaasveld,À rénover,Non,1964,A l’acte,3,190 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,1,2,,Gaz,Non,3,,Oui,Oui,,,20250410-0003575007-RES-1,10/04/2035,"oui, attestation non conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Sud-ouest,,,,,,,852 kWh/m²/an,,,,,,1120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbt47226,RBT47226,Appartement à vendre,259500,Camille Huysmansstraat 66,2830 Willebroek,Nouveau,,2024,A l’acte,2,89 m²,Non,Oui,,,,,,,,,1,1,Gaz,,,1,,Oui,Oui,Oui,,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,,,,,,,1,,Double vitrage,,Nord-est,,,8 m²,,,,,,,,,Non,,,,,,,,Oui,1,,,,,Non,Oui,,,,Oui,,,,,,,,Oui,,,,,,,,,,,,,,,,,30 kWh/an,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt46670,RBT46670,Maison à vendre,649000,Molenweg 44,2830 Willebroek,,Non,2000,A l’acte,4,245 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,1,2,2,Gaz,Non,,,Oui,Oui,Oui,Oui,20241118-0003438965-REs-2,07/11/2034,pas d'application,,,Information non communiquée,Information non communiquée,,,,Super équipée,,,,,,,,,,,,,,259 kWh/m²/an,,,,,,990 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbt45905,RBT45905,Appartement à vendre,198000,Louis De Naeyerplein 19 1,2830 Willebroek,À rénover,Non,1978,,1,70 m²,Non,Non,Non,Non,Non,Non,Non,Non,,,1,1,Non specifié,Non,3,,,Oui,,Oui,20220425-0002590120-RES-1,25/04/2032,"oui, attestation non conforme",Oui,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,Semi-équipée,,,,,,,,,,,,,,289 kWh/m²/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbt46066,RBT46066,Appartement à vendre,319000,Brigandstraat 1 102,2830 Willebroek,,Non,2022,A l’acte,2,88 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,,1,,Gaz,Oui,,,,Oui,Oui,Oui,12040-G-OMV_2019149000/EP15513/A003/D01/SD007,13/07/2032,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,36 m²,,,,,,,,,,2,43 m²,,,,37 kWh/m²/an,,,,,,,,,,,123 m²,9 m,,1,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbt09349,RBT09349,Appartement à vendre,399000,August van Landeghemstraat 78 0302,2830 Willebroek,Nouveau,,2019,A l’acte,3,150 m²,Non,,Non,,,,,,Oui,,2,,,Oui,2,1,,Oui,Oui,Oui,,,"oui, attestation conforme",Non,,Information non communiquée,Information non communiquée,20 m²,14 m²,34 m²,Super équipée,,,,7 m²,Double vitrage,,,,3,,Sud-est,,Non,44 kWh/m²/an,,,,,Non,,,,,,,50 m,Oui,4,,,,,Non,Oui,,,,,,Oui,,,,,,Oui,,,12 m²,1,,,,,,,,,,,,,,,,,Oui,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt44213,RBT44213,Maison à vendre,849000,Weerstanderslaan 49,2830 Willebroek,,Non,2008,A l’acte,3,252 m²,,Non,Non,Non,Non,Non,Non,Non,,,1,3,Air pulsé,Non,4,3,Oui,,,,20250218-0003533159-RES-1,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Equipée,,,,,,Non,Nord-est,14 m,1,,,38 m,Oui,165 kWh/m²/an,,,,,,723 m²,Oui,Oui,Oui,Non,,19 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbt42277,RBT42277,Appartement à vendre,225000,Westdijk 65 5,2830 Willebroek,Normal,Non,,,2,89 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,1,Gaz,Non,,,,Oui,Oui,Oui,20221021-0002707777-RES-1,,"oui, attestation non conforme",Oui,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,34 m²,,,,,,,,Ouest,,2,3 m²,,,,185 kWh/m²/an,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt42086,RBT42086,Maison à vendre,329000,Kapellenboslaan 78,2830 Willebroek,,Non,,A l’acte,3,,Non,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,2,Gaz,Non,,,Oui,Oui,Oui,Oui,20250508-0003595987-RES-1,27/06/2033,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,,,,Super équipée,,,,,,,,,,,,,,340 kWh/m²/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/blaasveld/rbt40474,RBT40474,Maison à vendre,295000,Alfred De Taeyestraat 2,2830 Blaasveld,À rénover,Non,1957,,3,154 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,1,Gaz,Non,3,,Oui,Oui,,,20250427-0003587357,,"oui, attestation non conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Sud,,,,,,,707 kWh/m²/an,,,,,,395 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt39431,RBT39431,Maison à vendre,249000,Glooistraat 7,2830 Willebroek,Normal,Non,1918,A convenir,1,99 m²,Non,Non,Oui,Non,Non,Non,Non,Non,,,1,2,Gaz,Non,3,,Oui,,,,20250107-0003432677-RES-1,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Ouest,,,,,,,400 kWh/m²/an,,,,,,260 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/2830/willebroek/rbt38948,RBT38948,Immeuble mixte à vendre,299000,Overwinningsstraat 167,2830 Willebroek,À rénover,,,A l’acte,2,177 m²,Non,,,,,,,,,,1,2,Gaz,Non,3,,Non,Non,,,20250127-0003512521-KNR-1,27/01/2035,"oui, attestation non conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,77 m²,Semi-équipée,,,,,,,,,,,,,,,,,,,,116 m²,,,,,,14 m,Oui,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/2830/willebroek/rbt38793,RBT38793,Duplex à vendre,329000,Jozef Wautersstraat 6,2830 Willebroek,Normal,Non,2011,A l’acte,3,103 m²,Non,,,,,,,,,,1,2,Gaz,Non,3,,,Oui,Oui,Oui,,13/04/2035,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,16 m²,11 m²,35 m²,Equipée,Américaine,,,8 m²,Double vitrage,Non,Est,,2,,Sud-ouest,,Non,108 kWh/m²/an,,,,,Non,,,,,,,,Oui,2,,,,,Non,Oui,,,,,,,,,,,Oui,Oui,,,11 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt38792,RBT38792,Maison à vendre,770000,Klaterstraat 35,2830 Willebroek,Excellent,,1918,A l’acte,5,335 m²,Oui,Oui,Oui,,Oui,,,,,,2,3,Gaz,,3,2,Oui,Oui,Oui,Oui,,28/08/2034,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,15 m²,16 m²,41 m²,Super équipée,,29 m²,,,Double vitrage,,,24 m,3,100 m²,Nord-ouest,24 m,Oui,247 kWh/m²/an,,,,,,900 m²,,,,,,,,,673 m²,,,,,,,,,,,,,,,,,Oui,,,10 m²,,,,,,,,,,15 m²,38 m²,,39 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt37906,RBT37906,Maison à vendre,790000,Oostvaartdijk 39,2830 Willebroek,Excellent,,1918,A l’acte,2,247 m²,Oui,,,,,,,,,,2,2,Gaz,Non,2,,Non,Oui,Oui,Oui,20220107-0002521739-RES-1,07/01/2032,"oui, attestation conforme",Oui,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Risque élevé,Information non communiquée,,,34 m²,Super équipée,,,,,,,Est,,,,,,,128 kWh/m²/an,,,,,,127 m²,,,,,127 m²,,Oui,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/blaasveld/rbt37614,RBT37614,Maison à vendre,299000,Krekelenberg 15,2830 Blaasveld,À rénover,Non,1874,A convenir,3,175 m²,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,2,1,1,Gaz,Non,3,,Oui,Oui,,,20250401-0003567196-RES-1,01/04/2035,"oui, attestation non conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Semi-équipée,,,,,,,Nord-ouest,,,,,,,712 kWh/m²/an,,,,,,325 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt36912,RBT36912,Maison à vendre,315000,August Van Landeghemstraat 194,2830 Willebroek,,Non,,A l’acte,3,109 m²,,Non,Oui,Non,Non,Non,Non,Non,,,1,1,Non specifié,Non,2,,Oui,Oui,,,20240925-0003386764-RES-1,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Equipée,,,,,Double vitrage,Non,Est,4 m,3,9 m²,,4 m,Non,168 kWh/m²/an,,,,,,175 m²,Non,Non,Non,Non,,46 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt36911,RBT36911,Maison à vendre,225000,Eduard Anseelestraat 74,2830 Willebroek,,,1958,A l’acte,2,86 m²,,,,,,,,,,,1,1,,Non,2,,Oui,,,,20241112-0003431072-RES-2,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Equipée,,,,,,Non,,,,,,,,499 kWh/m²/an,,,,,,125 m²,,Non,Non,Non,,,Oui,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2830/willebroek/rbt36836,RBT36836,Appartement à vendre,279500,Camille Huysmansstraat 66-68 0102,2830 Willebroek,Nouveau,,,,2,89 m²,Non,,,,,,,,,,1,1,Gaz,Non,,1,Non,Oui,,,,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/blaasveld/rbt36242,RBT36242,Maison à vendre,584000,Ceresstraat 6,2830 Blaasveld,Nouveau,Non,2024,A l’acte,5,266 m²,Non,Non,Non,Non,Non,Non,Non,Non,,,1,2,,Non,,3,Oui,Oui,Oui,Oui,,,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,42 m²,,,,,,,,Sud-ouest,,,29 m²,,,,52 kWh/m²/an,,,,,,291 m²,,,,,103 m²,25 m,,,,,,,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt35257,RBT35257,Maison à vendre,432575,Jupiterstraat 8 a,2830 Willebroek,Nouveau,,,,3,158 m²,,,Oui,,,,,,Oui,1,1,2,,,3,,Oui,,Oui,Oui,,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,8 m,,,,11 m,,,,,,,,468 m²,,,,,79 m²,49 m,Oui,,,,,,Oui,,,,,,,,,,,,,,,Est,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt35256,RBT35256,Maison à vendre,461077,Jupiterstraat 8 a,2830 Willebroek,Nouveau,,,,3,158 m²,,,Oui,,,,,,Oui,1,1,2,,,3,,Oui,Oui,Oui,Oui,,,"oui, attestation conforme",,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,8 m,,,,13 m,,,,,,,,411 m²,,,,,79 m²,36 m,,,,,,,Oui,,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt35080,RBT35080,Maison à vendre,379000,Gezondheidsstraat 5,2830 Willebroek,Normal,,,A l’acte,4,137 m²,Non,,Oui,,,,,,,,1,2,Gaz,Non,2,,Oui,Non,Oui,Oui,20250220-0003534787-RES-2,20/02/2035,"oui, attestation conforme",Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Super équipée,,,,,,,Est,,,,,,,129 kWh/m²/an,,,,,,271 m²,,,,,,39 m,Non,,203 m²,,,,Non,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2830/willebroek/rbt35079,RBT35079,Maison à vendre,399000,Boomsesteenweg 91,2830 Willebroek,Normal,,1930,,4,166 m²,Non,,,,,,,,Oui,1,1,2,Gaz,Non,,,Oui,Oui,Oui,Oui,,,pas d'application,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,,,31 m²,Super équipée,,,,,,,Ouest,5 m,,15 m²,,,,254 kWh/m²/an,,,,,,249 m²,,,,,123 m²,45 m,Oui,,60 m²,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/2830/blaasveld/rbt35162,RBT35162,Duplex à vendre,438406,Mechelsesteenweg 286,2830 Blaasveld,Nouveau,,,,3,136 m²,,,,,,,,,Oui,,1,2,Air pulsé,,2,,Oui,Oui,,,,,,,,Information non communiquée,Information non communiquée,17 m²,12 m²,,Super équipée,,,1,,,,,,2,19 m²,Nord-ouest,,,,,,,,,,,,,,,,,1,,,,,,Oui,,,,Oui,,,,,,,,,,,8 m²,33,,,,Oui,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/2830/blaasveld/rbt35158,RBT35158,Duplex à vendre,448833,Mechelsesteenweg 286,2830 Blaasveld,Nouveau,,,,3,139 m²,,,,,,,,,Oui,,1,2,Air pulsé,,3,,Oui,Oui,,,,,,,,Information non communiquée,Information non communiquée,17 m²,12 m²,,Super équipée,,,1,,Double vitrage,,,,2,20 m²,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,,8 m²,1,,,,Oui,,,,,,,,,,,,,,,,,
