ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Surface_du_grenier,Salle_à_manger,Surface_salle_à_manger,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Surface_totale_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Buanderie,Nombre_de_place_de_parking_intérieur,Panneaux_solaires,Panneaux_solaires_thermiques,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Nombre_de_places_de_parking_extérieur,Orientation_du_jardin,Référence_PEB,Véranda,Permis_durbanisation_accordé,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_chambre_à_coucher_5,Nombre_de_douches,Nombre_détages_de_limmeuble,Citerne_à_eau_de_pluie,Surface_des_caves,Surface_du_garage,Surface_constructible,Bien_actuellement_loué,Permis_de_bâtir_obtenu,Attestation__Installation_électrique__Validité,Étage_de_lappartement,Station_de_charge_électrique,Local_vélo,Feu_ouvert,Surface_du_bureau,Parlophone,Alarme_antieffraction,HammamSaunaJacuzzi,Profondeur_du_terrain,Dressing,Attestation__Asbuilt,Possibilités_pour_profession_libérale,Surface_totale,Air_conditionné,Domotique,Porte_daccès_sécurisée,Attestation__Citernes_à_mazout,Adoucisseur_deau,Porte_de_garage_motorisée,Maison_basse_énergie
https://immovlan.be/fr/detail/appartement/a-vendre/6720/habay-la-neuve/vba72994,VBA72994,Appartement à vendre,170000,,6720 Habay-la-Neuve,,,,1,,,,,85 m²,Non,26 m²,,Oui,,,,,,Semi-équipée,,,,1,,Mazout,,Non,,,2,,Non,,Non,,,,,,,,,308 kWh/m²/an,23888 kWh/an,18/01/2034,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,,20240118000877,,,,,1,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6750/musson/vbc65074,VBC65074,Maison à vendre,365000,,6750 Musson,,,,3,,,,,210 m²,Non,35 m²,Non,Non,,Non,,Oui,2,Super équipée,,,1,2,,Mazout,,Non,,Ouest,3,8 m,Oui,200 m²,Oui,15 m²,,300 m²,,,,,,130 kWh/m²/an,,28/08/2027,157,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,,Oui,,,,,,,20170828503177,Non,,,,,,,,,90 m²,Non,,,,,Non,,,,,,25 m,Non,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6750/musson/vbc77847,VBC77847,Maison à vendre,449000,Rue de Lorraine 107 A,6750 Musson,À rénover,,Immédiatement,11,21 m²,15 m²,9 m²,18 m²,439 m²,Non,42 m²,Oui,Oui,,,,Oui,1,,,8 m²,5,3,,Mazout,Double vitrage,Non,Non,Sud-est,4,16 m,Oui,877 m²,Oui,36 m²,,1197 m²,16 m,Oui,,Oui,Non,415 kWh/m²/an,208568 kWh/an,,103,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,13 m²,2,2,,,41 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6750/musson/vbc77846,VBC77846,Immeuble mixte à vendre,449000,Rue de Lorraine 107 A,6750 Musson,À rénover,,Immédiatement,11,21 m²,15 m²,9 m²,18 m²,439 m²,Non,42 m²,Oui,Oui,,,,Oui,1,,,8 m²,5,3,,Mazout,Double vitrage,Non,Non,Sud-est,4,16 m,Oui,877 m²,Oui,36 m²,,1197 m²,16 m,Oui,,Oui,Non,415 kWh/m²/an,208568 kWh/an,,103,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,13 m²,2,2,,,41 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6750/musson/vbc75504,VBC75504,Maison à vendre,145000,Rue Fernand Baillieux 27,6750 Musson,À rénover,,,2,,,,,163 m²,Non,,,,,,,,,,,,,,,Non specifié,,Non,,Ouest,2,,Oui,,Non,,,,,,,,,476 kWh/m²/an,77442 kWh/an,14/05/2035,118,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,20250514013826,,,,,,,,,,,,,,,,,,,,,,14 m,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6750/musson/vbc75465,VBC75465,Maison à vendre,65000,Rue Fernand Baillieux 28,6750 Musson,À rénover,,,2,,,,,130 m²,Non,,Non,Oui,,Non,,,,,,,,,,Non specifié,,Non,,Ouest,,,Oui,,,,,220 m²,,,,,,418 kWh/m²/an,,14/05/2035,418,"non, pas d'attestation",,Information non communiquée,Information non communiquée,Non,,,,,,,,,20250514013268,Non,,,,,,,,,,Non,,,,,Non,,,,,,14 m,Non,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/6750/musson/vbc59830,VBC59830,Maison de maître à vendre,675000,Rue Andréa Boucq 15,6750 Musson,,1918,,5,,,,,220 m²,Non,20 m²,Non,Non,,Non,,Oui,1,Semi-équipée,,,1,2,,Mazout,,Non,,Est,4,13 m,Oui,830 m²,Oui,,,1140 m²,,,,,,289 kWh/m²/an,,07/04/2035,71,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,Non,,,,,,,2,,20250407014487,Non,,,,1,,,,,,Non,,,,,Non,,,,,,68 m,Non,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6750/musson/vbc74197,VBC74197,Maison à vendre,480000,Rue Andréa Boucq 33,6750 Musson,Normal,1919,A convenir,7,,,,,260 m²,Non,40 m²,,Oui,,,,Oui,2,Semi-équipée,,,2,2,,Electrique,,Non,,,4,12 m,Oui,,Oui,,,1780 m²,,,,Oui,Oui,335 kWh/m²/an,122049 kWh/an,17/03/2035,73,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,Oui,,,,,,,20250317028778,,,,,,,,,,,,,,,,,,,,,,28 m,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6750/musson/vbc39102,VBC39102,Maison à vendre,125000,,6750 Musson,Normal,,A l’acte,3,,,,,153 m²,Non,,,Oui,,,,Oui,2,,,,1,,,,,,,,4,,,,Oui,,,,,,,,,648 kWh/m²/an,99297 kWh/an,20/02/2035,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6750/musson/vbc39101,VBC39101,Maison à vendre,169000,,6750 Musson,Normal,,,2,18 m²,19 m²,,,103 m²,Non,20 m²,,Oui,,,,,,Equipée,Américaine,20 m²,1,1,,Mazout,,Non,Non,,2,,,,Oui,16 m²,,,,,,,,504 kWh/m²/an,66210 kWh/an,08/01/2035,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6750/musson/vbb60794,VBB60794,Appartement à vendre,199000,,6750 Musson,Excellent,2008,,2,19 m²,12 m²,,,95 m²,Non,20 m²,,,,,,,,Super équipée,,17 m²,1,1,6 m²,Electrique,,Non,Non,Sud,3,,,,,,,,,Oui,,Oui,Non,271 kWh/m²/an,25680 kWh/an,28/06/2033,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,2,,,,,,,1,2,,,,,Non,,,2,,,,,Oui,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/bleid/vbc03252,VBC03252,Maison à vendre,,Rue du Haron 14,6760 Bleid,Normal,,A l’acte,9,21 m²,17 m²,24 m²,21 m²,482 m²,Non,72 m²,,,,,,Oui,1,Equipée,Américaine,17 m²,4,3,13 m²,Mazout,Double vitrage,Non,Oui,,4,,Oui,600 m²,Oui,30 m²,,1222 m²,,,,,Non,204 kWh/m²/an,107045 kWh/an,03/05/2034,50,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,Non,,30 m²,,2,,,,,Non,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/virton/vbc91140,VBC91140,Maison à vendre,200000,Rue du Haut de la Vigne 2,6760 Virton,Normal,1900,Immédiatement,3,,,,,100 m²,Non,,Non,Oui,,Non,,Oui,2,,,,2,2,,Mazout,,Non,,,2,,Oui,,Oui,20 m²,,70 m²,,,,Oui,,345 kWh/m²/an,,02/05/2035,85,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,,,,,,,,,2025050017898,Non,,,,,,,,,,Non,,,,,Non,,,,,,,Non,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/virton/vbc89875,VBC89875,Maison à vendre,895000,Rue du Bon Lieu 14,6760 Virton,Normal,2007,Immédiatement,12,,,,,600 m²,Non,,,,,,,,,Equipée,Américaine,,12,12,,Mazout,,Non,Oui,,4,,Oui,,Oui,,,907 m²,,,,,Non,,,,,"oui, attestation conforme",Non,Information non communiquée,Information non communiquée,,,,,,,,,,,,Non,,,,2,,,,,Non,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6760/virton/vbc89600,VBC89600,Appartement à vendre,185000,,6760 Virton,À rénover,,Immédiatement,5,,,,,184 m²,Non,,,,,,,,,,Indépendante,,2,,,Mazout,,Non,Non,,2,,,,Oui,,,,,,,,Non,251 kWh/m²/an,59291 kWh/an,02/07/2034,62,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/triplex/a-vendre/6760/virton/vbc58682,VBC58682,Triplex à vendre,155000,Grand Rue 21,6760 Virton,,1918,,3,9 m²,11 m²,15 m²,,126 m²,Non,,,Oui,,Oui,,,,Equipée,Américaine,,1,1,,Mazout,Double vitrage,Non,Non,,2,,,,,,,,,Oui,,Oui,Non,169 kWh/m²/an,21209 kWh/an,17/09/2025,43,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/6760/virton/vwd11562,VWD11562,Bungalow à vendre,95000,Au-Dessus Du Rabais 76,Vallée de Rabais,Remis à neuf,1999,A l’acte,2,,,,,41 m²,,,Non,Non,,,,,,,,,1,,,Electrique,Double vitrage,,,,3,,Oui,,Oui,,,,,,,,,510 kWh/m²/an,,11/06/2031,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,Non,,,,,20210611017352,Non,,Non,,,,,,,,Oui,,26/04/2048,,,Non,,,,,,,,,Non,41 m²,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6760/virton/vbc84165,VBC84165,Appartement à vendre,104000,Avenue Bouvier 13 0,6760 Virton,À rénover,1934,A convenir,1,,,,,70 m²,Non,41 m²,Non,Non,,Non,,,,Semi-équipée,,,1,1,,Mazout,,Non,,,,,,,,,,,,,,Oui,,202 kWh/m²/an,,09/02/2028,51,pas d'application,,Information non communiquée,Information non communiquée,Non,,,,,,,,,20180209005005,Non,,,,,,,,,,Non,,,,,Non,,,,,,,Non,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/virton/vbc77516,VBC77516,Maison à vendre,395000,Rue Maréchal Foch 53,6760 Virton,Normal,1953,,6,,,,,316 m²,,,Oui,Oui,49 m²,,,Oui,2,,,,2,,12 m²,Mazout,Triple vitrage,Non,Non,Est,,,Oui,,Oui,,,532 m²,,,,,,183 kWh/m²/an,57912 kWh/an,12/06/2034,45,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,Oui,,,,,,,20240612014777,Non,Non,Non,,,,,5 m²,34 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6760/virton/vbc76686,VBC76686,Appartement à vendre,175000,Rue Basse 10 3,6760 Virton,Normal,2000,A l’acte,2,,,,,76 m²,Non,24 m²,,,,,,Oui,,Semi-équipée,,,1,1,,Mazout,,Non,,,,,Non,,Non,,,,,,,Oui,,124 kWh/m²/an,10927 kWh/an,20/05/2034,31,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,20240520008739,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/virton/vbc75208,VBC75208,Maison à vendre,335000,Rue du Moulin 33,6760 Virton,Excellent,1930,Immédiatement,4,13 m²,11 m²,14 m²,14 m²,153 m²,Non,32 m²,,Oui,75 m²,,,Oui,,Equipée,Américaine,12 m²,1,2,8 m²,Gaz,Double vitrage,Non,Non,,3,,Oui,170 m²,Oui,,,464 m²,,Oui,Oui,Oui,Non,274 kWh/m²/an,70212 kWh/an,01/04/2035,57,"oui, attestation conforme",Non,Risque moyen,Information non communiquée,,,,,,,,,,,,Non,,,,2,,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/6760/virton/vbc74796,VBC74796,Penthouse à vendre,259000,Rue du Bosquet 8,6760 Virton,Nouveau,2023,,3,13 m²,10 m²,8 m²,,114 m²,Non,44 m²,,,,,,,,Equipée,Américaine,,1,1,,Air pulsé,Double vitrage,Oui,Oui,,3,,,,Oui,11 m²,Sud,,,Oui,,Oui,Non,78 kWh/m²/an,7201 kWh/an,11/03/2034,20,"oui, attestation conforme",Non,Information non communiquée,Information non communiquée,,,,,,Oui,,,,,,Non,,,,3,,,,,,Oui,,3,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6760/virton/vbc70794,VBC70794,Appartement à vendre,407000,Rue d' Arlon,6760 Virton,,2024,,2,16 m²,1176 m²,,,145 m²,,,,,,,,Oui,1,,Indépendante,,1,1,,Gaz,,Oui,Oui,,,,,,Oui,9 m²,,,,,,,Non,87 kWh/m²/an,,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/ethe/vbc56877,VBC56877,Maison à vendre,165000,Rue Nouvelle 2,6760 Èthe,À rénover,1918,,4,,,,,230 m²,Non,,,,,,,Oui,1,Non équipée,,,1,2,,Mazout,,Non,,Nord,3,16 m,Oui,774 m²,,,,1038 m²,,,,,,646 kWh/m²/an,192572 kWh/an,26/03/2035,160,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,20250326008373,,,,,,,,,,264 m²,,,,,,,,,,,,60 m,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/virton/vbc64850,VBC64850,Maison à vendre,175000,Quartier au Mesnil 1 A,6760 Virton,Normal,,,2,,,,,147 m²,,,Non,Non,,,,,,,,,1,,6 m²,Non specifié,Double vitrage,Non,Non,,,,,,,,,72 m²,,,,,,284 kWh/m²/an,41769 kWh/an,08/04/2035,9,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,20250408011010,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6760/virton/vbc64018,VBC64018,Immeuble mixte à vendre,225000,Grand rue 29,6760 Virton,Normal,1850,,2,11 m²,9 m²,,,110 m²,Non,36 m²,Oui,Oui,,,,,,Equipée,Américaine,,2,3,,,Double vitrage,Non,Non,,3,5 m,,,,,,66 m²,5 m,Oui,,Oui,Non,318 kWh/m²/an,34794 kWh/an,,79,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,1,,,,,,,2,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/ruette/vbc62061,VBC62061,Maison à vendre,,Rue de Longuyon 84,6760 Ruette,À rénover,1967,Immédiatement,5,15 m²,11 m²,15 m²,11 m²,164 m²,Non,29 m²,,,,,,Oui,1,Semi-équipée,Kitchenette,3 m²,1,1,5 m²,Mazout,Double vitrage,Non,Non,,4,,Oui,180 m²,,,,736 m²,,Oui,,Oui,Non,486 kWh/m²/an,77316 kWh/an,15/04/2034,121,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,1,,,,Oui,,11 m²,,1,,,,,Non,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/virton/vbc54643,VBC54643,Maison à vendre,,Au Verger l'Épine 5,6760 Virton,Normal,2000,Immédiatement,4,13 m²,13 m²,21 m²,11 m²,200 m²,Non,32 m²,Oui,,,,,Oui,1,Equipée,Américaine,19 m²,2,2,11 m²,Mazout,Double vitrage,Non,Non,,4,,Oui,1100 m²,Oui,40 m²,,1556 m²,,Oui,,Oui,Non,233 kWh/m²/an,51508 kWh/an,26/08/2034,58,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,2,,,,Oui,,,,1,,,,,Non,Oui,,,,,,,,Oui,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/ethe/vbc48464,VBC48464,Maison à vendre,390000,Rue du Souvenir 4,6760 Èthe,Normal,1935,,4,,,,,150 m²,Non,,,Oui,,,,Oui,1,Semi-équipée,,,1,,,Mazout,,Non,,Nord,3,10 m,Oui,360 m²,Oui,45 m²,,634 m²,,,,,,156 kWh/m²/an,39781 kWh/an,13/03/2035,39,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,2,,20250313007432,,,,,1,,,,,,,,,,,,,,,,,37 m,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/ruette/vbc49159,VBC49159,Maison à vendre,299000,Rue de Longuyon 12,6760 Ruette,Nouveau,2024,Immédiatement,3,11 m²,11 m²,20 m²,,120 m²,Non,,,,,,,,,,,,1,2,7 m²,Air pulsé,Double vitrage,Non,Non,,4,,Oui,,,,,1170 m²,,,,,Non,75 kWh/m²/an,10818 kWh/an,07/03/2035,18,"oui, attestation conforme",,Risque moyen,Information non communiquée,,,,,,Oui,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6760/virton/vbc45713,VBC45713,Appartement à vendre,,Rue Croix-le-Maire 7,6760 Virton,Normal,1995,Immédiatement,2,15 m²,27 m²,,,144 m²,Non,52 m²,,,,,,,,Semi-équipée,Kitchenette,,1,2,,Mazout,Double vitrage,Non,Non,,2,,Oui,70 m²,Oui,10 m²,,,,Oui,,Oui,Non,184 kWh/m²/an,20117 kWh/an,19/06/2033,47,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,Non,,,,3,,,,,,Oui,,0,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/virton/vbc43058,VBC43058,Maison à vendre,465000,Rue de Bampont 25,6760 Virton,Excellent,1984,,4,23 m²,10 m²,14 m²,16 m²,254 m²,Non,,Oui,Oui,,Oui,,Oui,2,Semi-équipée,Kitchenette,,1,2,8 m²,Mazout,Double vitrage,Non,Non,,4,10 m,Oui,,Oui,51 m²,Sud,2186 m²,10 m,Oui,,Oui,Non,219 kWh/m²/an,39723 kWh/an,15/11/2034,54,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,1,,,,,,1,Sud,,,,,,1,1,,24 m²,,,,,,,,,Oui,,,,,49 m,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/virton/vbc39581,VBC39581,Maison à vendre,165000,Rue du Docteur Albert Hustin 13,6760 Virton,À rénover,1850,,4,9 m²,9 m²,14 m²,14 m²,150 m²,Non,23 m²,Oui,Oui,,Oui,13 m²,Oui,1,,Indépendante,12 m²,1,2,,Mazout,,Non,Non,,2,,Oui,,Oui,,,216 m²,,Oui,,Oui,Non,433 kWh/m²/an,73170 kWh/an,12/02/2035,107,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,,,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/virton/vbc30709,VBC30709,Maison à vendre,99000,rue basse 12,6760 Virton,À rénover,1850,A l’acte,3,,,,,250 m²,Non,,Oui,Oui,,,,,,,Indépendante,,1,1,,Non specifié,,Non,Non,,2,,Oui,,Oui,,,72 m²,,Oui,,Oui,Non,868 kWh/m²/an,245644 kWh/an,,224,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/virton/vbc13594,VBC13594,Maison à vendre,,Avenue Bouvier 31,6760 Virton,À rénover,,Immédiatement,6,16 m²,16 m²,17 m²,17 m²,290 m²,Non,,,Oui,,,,,,,,,,2,,Mazout,,Non,Non,,3,,Oui,370 m²,,,,530 m²,,Oui,,Oui,Non,432 kWh/m²/an,159413 kWh/an,17/12/2034,107,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,Non,,17 m²,,3,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6760/virton/vbb69510,VBB69510,Immeuble mixte à vendre,,Place Nestor Outer 6,6760 Virton,À rénover,1850,Immédiatement,2,11 m²,26 m²,,,280 m²,Non,25 m²,Oui,,,,,,,,Indépendante,10 m²,1,3,9 m²,Mazout,Simple vitrage,Non,Oui,,3,,,,,,,,,Oui,,Oui,Non,384 kWh/m²/an,61111 kWh/an,11/01/2025,95,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,Non,,,1,3,,,,,Non,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/virton/vaz07615,VAZ07615,Maison à vendre,202000,Rue Charles Magnette 15,6760 Virton,,1830,,,,,,,300 m²,,,,Oui,,,,Oui,1,,,,,,,Mazout,,Non,,,,,,,,,,,,Oui,,,,265 kWh/m²/an,265 kWh/an,,66,,,Information non communiquée,Information non communiquée,,,,,Non,,,2,,20230112011107,,,,,,2,,,,,Non,,,,,,Non,,Non,Non,Non,,,,,,Non,Non,Non,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/virton/vbc91140,VBC91140,Maison à vendre,200000,Rue du Haut de la Vigne 2,6760 Virton,Normal,1900,Immédiatement,3,,,,,100 m²,Non,,Non,Oui,,Non,,Oui,2,,,,2,2,,Mazout,,Non,,,2,,Oui,,Oui,20 m²,,70 m²,,,,Oui,,345 kWh/m²/an,,02/05/2035,85,"oui, attestation conforme",,Information non communiquée,Information non communiquée,Non,,,,,,,,,2025050017898,Non,,,,,,,,,,Non,,,,,Non,,,,,,,Non,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/virton/vbc89875,VBC89875,Maison à vendre,895000,Rue du Bon Lieu 14,6760 Virton,Normal,2007,Immédiatement,12,,,,,600 m²,Non,,,,,,,,,Equipée,Américaine,,12,12,,Mazout,,Non,Oui,,4,,Oui,,Oui,,,907 m²,,,,,Non,,,,,"oui, attestation conforme",Non,Information non communiquée,Information non communiquée,,,,,,,,,,,,Non,,,,2,,,,,Non,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6760/virton/vbc89600,VBC89600,Appartement à vendre,185000,,6760 Virton,À rénover,,Immédiatement,5,,,,,184 m²,Non,,,,,,,,,,Indépendante,,2,,,Mazout,,Non,Non,,2,,,,Oui,,,,,,,,Non,251 kWh/m²/an,59291 kWh/an,02/07/2034,62,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/triplex/a-vendre/6760/virton/vbc58682,VBC58682,Triplex à vendre,155000,Grand Rue 21,6760 Virton,,1918,,3,9 m²,11 m²,15 m²,,126 m²,Non,,,Oui,,Oui,,,,Equipée,Américaine,,1,1,,Mazout,Double vitrage,Non,Non,,2,,,,,,,,,Oui,,Oui,Non,169 kWh/m²/an,21209 kWh/an,17/09/2025,43,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/6760/virton/vwd11562,VWD11562,Bungalow à vendre,95000,Au-Dessus Du Rabais 76,Vallée de Rabais,Remis à neuf,1999,A l’acte,2,,,,,41 m²,,,Non,Non,,,,,,,,,1,,,Electrique,Double vitrage,,,,3,,Oui,,Oui,,,,,,,,,510 kWh/m²/an,,11/06/2031,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,Non,,,,,20210611017352,Non,,Non,,,,,,,,Oui,,26/04/2048,,,Non,,,,,,,,,Non,41 m²,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6760/virton/vbc84165,VBC84165,Appartement à vendre,104000,Avenue Bouvier 13 0,6760 Virton,À rénover,1934,A convenir,1,,,,,70 m²,Non,41 m²,Non,Non,,Non,,,,Semi-équipée,,,1,1,,Mazout,,Non,,,,,,,,,,,,,,Oui,,202 kWh/m²/an,,09/02/2028,51,pas d'application,,Information non communiquée,Information non communiquée,Non,,,,,,,,,20180209005005,Non,,,,,,,,,,Non,,,,,Non,,,,,,,Non,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6760/virton/vbc77516,VBC77516,Maison à vendre,395000,Rue Maréchal Foch 53,6760 Virton,Normal,1953,,6,,,,,316 m²,,,Oui,Oui,49 m²,,,Oui,2,,,,2,,12 m²,Mazout,Triple vitrage,Non,Non,Est,,,Oui,,Oui,,,532 m²,,,,,,183 kWh/m²/an,57912 kWh/an,12/06/2034,45,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,Oui,,,,,,,20240612014777,Non,Non,Non,,,,,5 m²,34 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6760/virton/vbc76686,VBC76686,Appartement à vendre,175000,Rue Basse 10 3,6760 Virton,Normal,2000,A l’acte,2,,,,,76 m²,Non,24 m²,,,,,,Oui,,Semi-équipée,,,1,1,,Mazout,,Non,,,,,Non,,Non,,,,,,,Oui,,124 kWh/m²/an,10927 kWh/an,20/05/2034,31,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,20240520008739,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
