ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_toilettes,Panneaux_solaires,Type_de_chauffage,Type_de_vitrage,Nombre_de_façades,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Largeur_du_terrain_à_rue,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_du_séjour,Surface_des_caves,Surface_du_grenier,Surface_du_garage,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Surface_de_lades_salles_de_bain,Surface_du_jardin,Surface_de_la_terrasse,Profondeur_du_terrain,Disponibilité_du_bien,Meublé,Équipement_de_la_cuisine,Nombre_de_douches,Ascenseur,Nombre_détages_de_limmeuble,Orientation_de_la_terrasse,Le_bien_fait_lobjet_dun_droit_de_préemption,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Air_conditionné,Alarme_antieffraction,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Permis_durbanisation_accordé,Étage_de_lappartement,Niveau_E,Niveau_K,Permis_de_bâtir_obtenu,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Citerne_à_eau_de_pluie,Parlophone,Chauffage_au_sol,Surface_de_la_véranda,Pompe_à_chaleur,Porte_de_garage_motorisée,Clef_électronique,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Attestation__Asbuilt,Espace_ouvert_sensible_à_leau__WORG,Raccordé_aux_égouts,Surface_totale,Compteur_Bihoraire,Attestation__Citernes_à_mazout,Station_de_charge_électrique,Panneaux_solaires_thermiques,Surface_chambre_à_coucher_5,Surface_du_bureau,Surface_salle_à_manger,Maison_basse_énergie,Conso_annuelle_totale_dénergie_primaire,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Emission_de_CO2,Adoucisseur_deau,Possibilités_pour_profession_libérale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Porte_daccès_sécurisée,Adaptations_pour_les_seniors,Appartement_de_service
https://immovlan.be/fr/detail/appartement/a-vendre/8890/dadizele/rbi63891,RBI63891,Appartement à vendre,281300,Kleppestraat 51,8890 Dadizele,,,2023,2,100 m²,,,,,,,,Oui,1,,Oui,Gaz,,,,,Oui,Sud,Oui,,,,Oui,Oui,,0 kWh/m²/an,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,,,Equipée,,,,,,,,,,,,,,,,,0,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbt69742,RBT69742,Maison à vendre,127000,Iepersestraat 13,8890 Moorslede,Excellent,Non,,3,127 m²,Non,Oui,Non,Non,Non,Oui,Non,Oui,,,,,,2,5 m,,Oui,,Oui,199 m²,60 m²,5 m,Oui,Oui,Non,594 kWh/m²/an,2413876,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,12 m²,8 m²,13 m²,,33 m²,,40 m²,,,1,5 m²,,,50 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbs79719,RBS79719,Maison à vendre,219000,Stationstraat 4,8890 Moorslede,À rénover,Non,1930,5,298 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,,,Mazout,,2,,,Oui,,Oui,231 m²,165 m²,,,Oui,,559 kWh/m²/an,3304967,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,Non,Super équipée,2,Non,,,Non,,,,,,,,Nord,,,Non,,,,Oui,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbr94185,RBR94185,Maison à vendre,210000,Dadizeelsestraat 16 a,8890 Moorslede,Excellent,,,2,207 m²,,Oui,,,,,,Oui,1,3,,Electrique,Double vitrage,2,7 m,,,,Oui,104 m²,,7 m,Oui,Oui,,,20210709-0002436020-KNR-1,09/07/2031,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,,,Equipée,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbt43431,RBT43431,Maison à vendre,269000,Roeselaarsestraat 8,8890 Moorslede,Normal,,,4,184 m²,,Oui,,,,,,Oui,,1,,Gaz,,2,5 m,,Oui,,Oui,145 m²,103 m²,,Oui,Oui,,,20241024-0003425042-RES-1,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,47 m²,,,A l’acte,Non,Super équipée,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbt42748,RBT42748,Maison à vendre,119000,Stationstraat 69,8890 Moorslede,Normal,,,2,120 m²,Oui,Oui,Non,,,,,,,,,Gaz,Double vitrage,,5 m,,Oui,,,65 m²,60 m²,5 m,,,,497 kWh/m²/an,20250609-0003619283-RES-1,09/06/2035,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A convenir,,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8890/moorslede/rbt36770,RBT36770,Appartement à vendre,327212,Dadizeelsestraat 18 0202,8890 Moorslede,Nouveau,,2023,3,141 m²,Non,Non,Non,,,,,,,,Oui,Solaire,,,,1,,,Oui,,165 m²,,,,,36 kWh/m²/an,36012_G_OMV_2021186423/EP09368/A001/D01/SD009,15/11/2034,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,1,11 m²,,25 m²,,,,,,Oui,,,,,,,,,,Non,,,Non,Non,2,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8890/moorslede/rbt36769,RBT36769,Appartement à vendre,293956,Dadizeelsestraat 18 0102,8890 Moorslede,Nouveau,,2023,2,113 m²,Non,Non,Non,,,,,,,,Oui,Solaire,,,,1,,,Oui,,141 m²,,,,,18 kWh/m²/an,36012-G-OMV_202118423/EP09368/A001/D01/SD007,16/10/2034,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,1,11 m²,,28 m²,,,,,,Oui,,,,,,,,,,Non,,,Non,Non,1,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbt33225,RBT33225,Maison à vendre,369000,Veldstraat 41,8890 Moorslede,Excellent,Non,,3,205 m²,Non,Non,Non,Non,Oui,Oui,Non,Oui,2,2,Oui,Gaz,Double vitrage,2,9 m,,Oui,Sud-ouest,Oui,315 m²,130 m²,9 m,Oui,Oui,Non,119 kWh/m²/an,20250511-0003597310-RES-1,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,38 m²,,,,,1,,,,41 m,,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbt30532,RBT30532,Maison à vendre,475000,Strobomestraat 36,8890 Moorslede,Normal,,,4,235 m²,Oui,Oui,Non,,,,,Oui,,,Oui,Solaire,Double vitrage,,,,,,,1714 m²,250 m²,,,,,380 kWh/m²/an,20250227-0003541619-RES-2,,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbt19748,RBT19748,Maison à vendre,380000,Dadizelehoekstraat 3,8890 Moorslede,,,1984,2,231 m²,,Oui,,,,,,Oui,1,,,Gaz,Double vitrage,4,10 m,1,Oui,,Oui,1215 m²,,21 m,,,,376 kWh/m²/an,20231004-0003002636-RES-1,,,Zone agricole,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,62 m,,,,,Non,,,Non,,,,,Non,Non,Non,Nord-est,Non,Non,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8890/moorslede/rbt03521,RBT03521,Appartement à vendre,185000,Sparrestraat 2 2,8890 Moorslede,Normal,,,2,92 m²,,,,,,,,Oui,,,,,,,,1,,,Oui,,,,,,,274 kWh/m²/an,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,A l’acte,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbt00682,RBT00682,Maison à vendre,299000,Slypsstraat 6+8,8890 Moorslede,À rénover,,1950,0,300 m²,Non,Non,Non,,,,,Oui,1,,,Charbon,Simple vitrage,,21 m,,,,,1615 m²,200 m²,36 m,,,,883 kWh/m²/an,20211124-0002497787-RES-1,,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Non,,,,,,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8890/moorslede/rbs60558,RBS60558,Appartement à vendre,185000,Sparrestraat 2 3,8890 Moorslede,Normal,,1930,2,98 m²,,,,,,,,Oui,,,,,,,,,,,Oui,,,,Oui,,,221 kWh/m²/an,,25/07/2033,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbs40550,RBS40550,Maison à vendre,198000,Passendaalsestraat 113,8890 Moorslede,Normal,,1969,5,180 m²,Oui,Oui,Non,,,,,Oui,1,,,Mazout,Simple vitrage,,9 m,,,,,624 m²,92 m²,12 m,,,,811 kWh/m²/an,20240504-0003236930-RES-1,04/05/2034,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8890/moorslede/rbs25612,RBS25612,Appartement à vendre,190000,Sparrestraat 2 4,8890 Moorslede,Normal,,1930,2,105 m²,,,,,,,,Oui,,,,Gaz,,,,,,,Oui,,,,Oui,,,236 kWh/m²/an,,25/07/2033,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,,,,,Oui,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8890/moorslede/rbs25611,RBS25611,Appartement à vendre,185000,Kerkstraat 3b 3.5,8890 Moorslede,Normal,,,3,95 m²,,,,,,,,Oui,,,,,,,,1,,,Oui,,,,Oui,Oui,,165 kWh/m²/an,,12/10/2033,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,,,,,Oui,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbs03259,RBS03259,Maison à vendre,250000,Roeselaarsestraat 3 & 5,8890 Moorslede,À rénover,,,7,450 m²,Non,Oui,Non,,,,,Oui,2,,,Gaz,Simple vitrage,,14 m,,Oui,,,950 m²,250 m²,,,,,633 kWh/m²/an,20241024-0003424722-RES-1,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,2,,,,,,,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbt69742,RBT69742,Maison à vendre,127000,Iepersestraat 13,8890 Moorslede,Excellent,Non,,3,127 m²,Non,Oui,Non,Non,Non,Oui,Non,Oui,,,,,,2,5 m,,Oui,,Oui,199 m²,60 m²,5 m,Oui,Oui,Non,594 kWh/m²/an,2413876,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,12 m²,8 m²,13 m²,,33 m²,,40 m²,,,1,5 m²,,,50 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbs79719,RBS79719,Maison à vendre,219000,Stationstraat 4,8890 Moorslede,À rénover,Non,1930,5,298 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,,,Mazout,,2,,,Oui,,Oui,231 m²,165 m²,,,Oui,,559 kWh/m²/an,3304967,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,Non,Super équipée,2,Non,,,Non,,,,,,,,Nord,,,Non,,,,Oui,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbr94185,RBR94185,Maison à vendre,210000,Dadizeelsestraat 16 a,8890 Moorslede,Excellent,,,2,207 m²,,Oui,,,,,,Oui,1,3,,Electrique,Double vitrage,2,7 m,,,,Oui,104 m²,,7 m,Oui,Oui,,,20210709-0002436020-KNR-1,09/07/2031,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,,,Equipée,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbt43431,RBT43431,Maison à vendre,269000,Roeselaarsestraat 8,8890 Moorslede,Normal,,,4,184 m²,,Oui,,,,,,Oui,,1,,Gaz,,2,5 m,,Oui,,Oui,145 m²,103 m²,,Oui,Oui,,,20241024-0003425042-RES-1,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,47 m²,,,A l’acte,Non,Super équipée,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbt42748,RBT42748,Maison à vendre,119000,Stationstraat 69,8890 Moorslede,Normal,,,2,120 m²,Oui,Oui,Non,,,,,,,,,Gaz,Double vitrage,,5 m,,Oui,,,65 m²,60 m²,5 m,,,,497 kWh/m²/an,20250609-0003619283-RES-1,09/06/2035,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A convenir,,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8890/moorslede/rbt36770,RBT36770,Appartement à vendre,327212,Dadizeelsestraat 18 0202,8890 Moorslede,Nouveau,,2023,3,141 m²,Non,Non,Non,,,,,,,,Oui,Solaire,,,,1,,,Oui,,165 m²,,,,,36 kWh/m²/an,36012_G_OMV_2021186423/EP09368/A001/D01/SD009,15/11/2034,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,1,11 m²,,25 m²,,,,,,Oui,,,,,,,,,,Non,,,Non,Non,2,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8890/moorslede/rbt36769,RBT36769,Appartement à vendre,293956,Dadizeelsestraat 18 0102,8890 Moorslede,Nouveau,,2023,2,113 m²,Non,Non,Non,,,,,,,,Oui,Solaire,,,,1,,,Oui,,141 m²,,,,,18 kWh/m²/an,36012-G-OMV_202118423/EP09368/A001/D01/SD007,16/10/2034,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,1,11 m²,,28 m²,,,,,,Oui,,,,,,,,,,Non,,,Non,Non,1,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbt33225,RBT33225,Maison à vendre,369000,Veldstraat 41,8890 Moorslede,Excellent,Non,,3,205 m²,Non,Non,Non,Non,Oui,Oui,Non,Oui,2,2,Oui,Gaz,Double vitrage,2,9 m,,Oui,Sud-ouest,Oui,315 m²,130 m²,9 m,Oui,Oui,Non,119 kWh/m²/an,20250511-0003597310-RES-1,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,38 m²,,,,,1,,,,41 m,,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbt30532,RBT30532,Maison à vendre,475000,Strobomestraat 36,8890 Moorslede,Normal,,,4,235 m²,Oui,Oui,Non,,,,,Oui,,,Oui,Solaire,Double vitrage,,,,,,,1714 m²,250 m²,,,,,380 kWh/m²/an,20250227-0003541619-RES-2,,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbt19748,RBT19748,Maison à vendre,380000,Dadizelehoekstraat 3,8890 Moorslede,,,1984,2,231 m²,,Oui,,,,,,Oui,1,,,Gaz,Double vitrage,4,10 m,1,Oui,,Oui,1215 m²,,21 m,,,,376 kWh/m²/an,20231004-0003002636-RES-1,,,Zone agricole,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,62 m,,,,,Non,,,Non,,,,,Non,Non,Non,Nord-est,Non,Non,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8890/moorslede/rbt03521,RBT03521,Appartement à vendre,185000,Sparrestraat 2 2,8890 Moorslede,Normal,,,2,92 m²,,,,,,,,Oui,,,,,,,,1,,,Oui,,,,,,,274 kWh/m²/an,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,A l’acte,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbt00682,RBT00682,Maison à vendre,299000,Slypsstraat 6+8,8890 Moorslede,À rénover,,1950,0,300 m²,Non,Non,Non,,,,,Oui,1,,,Charbon,Simple vitrage,,21 m,,,,,1615 m²,200 m²,36 m,,,,883 kWh/m²/an,20211124-0002497787-RES-1,,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Non,,,,,,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8890/moorslede/rbs60558,RBS60558,Appartement à vendre,185000,Sparrestraat 2 3,8890 Moorslede,Normal,,1930,2,98 m²,,,,,,,,Oui,,,,,,,,,,,Oui,,,,Oui,,,221 kWh/m²/an,,25/07/2033,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbs40550,RBS40550,Maison à vendre,198000,Passendaalsestraat 113,8890 Moorslede,Normal,,1969,5,180 m²,Oui,Oui,Non,,,,,Oui,1,,,Mazout,Simple vitrage,,9 m,,,,,624 m²,92 m²,12 m,,,,811 kWh/m²/an,20240504-0003236930-RES-1,04/05/2034,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8890/moorslede/rbs25612,RBS25612,Appartement à vendre,190000,Sparrestraat 2 4,8890 Moorslede,Normal,,1930,2,105 m²,,,,,,,,Oui,,,,Gaz,,,,,,,Oui,,,,Oui,,,236 kWh/m²/an,,25/07/2033,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,,,,,Oui,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8890/moorslede/rbs25611,RBS25611,Appartement à vendre,185000,Kerkstraat 3b 3.5,8890 Moorslede,Normal,,,3,95 m²,,,,,,,,Oui,,,,,,,,1,,,Oui,,,,Oui,Oui,,165 kWh/m²/an,,12/10/2033,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,,,,,Oui,,,Non,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/moorslede/rbs03259,RBS03259,Maison à vendre,250000,Roeselaarsestraat 3 & 5,8890 Moorslede,À rénover,,,7,450 m²,Non,Oui,Non,,,,,Oui,2,,,Gaz,Simple vitrage,,14 m,,Oui,,,950 m²,250 m²,,,,,633 kWh/m²/an,20241024-0003424722-RES-1,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,2,,,,,,,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8890/dadizele/rbt72086,RBT72086,Appartement à vendre,281300,Kleppestraat 47,8890 Dadizele,,Non,2023,2,100 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,,Oui,Non specifié,,,,,Oui,,Oui,,,,,,Non,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,A l’acte,,,,Oui,,,Non,,,,,Non,Non,Oui,,Non,Non,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/dadizele/rbt68220,RBT68220,Maison à vendre,349000,Baron-Holvoetlaan 32,8890 Dadizele,,Non,1977,2,177 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,2,2,Oui,Gaz,Simple vitrage,2,15 m,1,Oui,,Oui,1660 m²,,1660 m,,,Non,336 kWh/m²/an,20231231-0003079764-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,68 m,,,,,Non,,,Non,,,,,Non,Non,Non,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/dadizele/rbt45280,RBT45280,Maison à vendre,205000,Kleppestraat 59,8890 Dadizele,,Non,,3,152 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,,,,3,,,Oui,,Oui,391 m²,,,,,Non,562 kWh/m²/an,20250530-0003614036-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,,,,Non,,,Non,,,,,,Non,Non,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8890/dadizele/rbi63890,RBI63890,Appartement à vendre,261555,Kleppestraat 51,8890 Dadizele,,,2023,2,100 m²,,,,,,,,Oui,1,,Oui,Gaz,,,,,Oui,Sud,Oui,,,,Oui,Oui,,0 kWh/m²/an,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,,,Equipée,,,,,,,,,,,,,,,,,0,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8890/dadizele/rbt32606,RBT32606,Maison à vendre,185000,Kleppestraat 13,8890 Dadizele,,Non,,4,132 m²,Non,Non,Non,Non,Non,Non,Non,Oui,2,,,Gaz,Double vitrage,2,6 m,,Oui,,,219 m²,,6 m,,,Non,281 kWh/m²/an,20240812-0003158543-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,Non,2,,,,,,,Non,Non,Non,Nord-est,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
