ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_toilettes,Panneaux_solaires,Type_de_chauffage,Type_de_vitrage,Nombre_de_façades,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Surface_constructible,Largeur_du_terrain_à_rue,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_du_séjour,Surface_des_caves,Surface_du_grenier,Surface_du_garage,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Surface_de_lades_salles_de_bain,Surface_du_jardin,Surface_de_la_terrasse,Profondeur_du_terrain,Disponibilité_du_bien,Meublé,Équipement_de_la_cuisine,Nombre_de_douches,Ascenseur,Nombre_détages_de_limmeuble,Orientation_de_la_terrasse,Le_bien_fait_lobjet_dun_droit_de_préemption,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Air_conditionné,Alarme_antieffraction,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Permis_durbanisation_accordé,Étage_de_lappartement,Niveau_E,Niveau_K,Permis_de_bâtir_obtenu,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Citerne_à_eau_de_pluie,Parlophone,Chauffage_au_sol,Surface_de_la_véranda,Pompe_à_chaleur,Porte_de_garage_motorisée,Clef_électronique,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Attestation__Asbuilt,Espace_ouvert_sensible_à_leau__WORG,Raccordé_aux_égouts,Surface_totale,Compteur_Bihoraire,Attestation__Citernes_à_mazout,Station_de_charge_électrique,Panneaux_solaires_thermiques,Surface_chambre_à_coucher_5,Surface_du_bureau,Surface_salle_à_manger,Maison_basse_énergie,Conso_annuelle_totale_dénergie_primaire,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Emission_de_CO2,Adoucisseur_deau,Possibilités_pour_profession_libérale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Porte_daccès_sécurisée,Adaptations_pour_les_seniors,Appartement_de_service
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbt37474,RBT37474,Maison à vendre,325000,Kortemarkstraat 54,8820 Torhout,,Non,1932,4,191 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,2,,Gaz,Simple vitrage,4,10 m,4,,,,1113 m²,,20 m,,,Non,774 kWh/m²/an,20250418-0003582075-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,58 m,A l’acte,,Non équipée,,Non,2,,Non,,,,,Non,Non,Non,Sud,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbt36938,RBT36938,Maison à vendre,180000,Prosper Moncareystraat 19,8820 Torhout,,,,3,275 m²,,Oui,,,,,,,,1,,,,2,,,Oui,,Oui,231 m²,,,,,,527 kWh/m²/an,20250219-0003533945-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,,,,Non,,,Non,,,,,,Non,Non,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8820/torhout/rbt36919,RBT36919,Appartement à vendre,249000,Karel de Ghelderelaan 24 4,8820 Torhout,Normal,Non,,2,98 m²,,,,,,,,Oui,1,1,Non,,Double vitrage,,,,,,Oui,,105 m²,,Non,Oui,,220 kWh/m²/an,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,Immédiatement,Non,Equipée,,Oui,,,Non,,,,,Non,Non,Non,,Non,Non,Non,1,,,Oui,1,,,,Non,,,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbt36455,RBT36455,Maison à vendre,399000,Blanca Van Namenstraat 5,8820 Torhout,Excellent,,2022,3,170 m²,,,,,,,,Oui,1,2,,Gaz,,2,,,Oui,Sud,Oui,405 m²,,,Oui,Oui,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,Super équipée,,,,,,,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8820/torhout/rbt31611,RBT31611,Appartement à vendre,239000,Langepijpestraat 32 A V004,8820 Torhout,,Non,2004,2,78 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,,Non specifié,Double vitrage,,,,,,Oui,,,,,,Non,116 kWh/m²/an,20240214-0003140276-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,3 m²,,,,Equipée,,Oui,,,,,,,,Non,Non,Non,,Non,Non,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbt20026,RBT20026,Maison à vendre,179000,Steenstraat 51,8820 Torhout,,Non,1977,3,100 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,,Mazout,Simple vitrage,3,8 m,5,Oui,,Oui,411 m²,,18 m,,,Non,809 kWh/m²/an,20240729-0003326109-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,28 m,A l’acte,,Equipée,,Non,1,,Non,,,,,Non,Non,Non,Sud-est,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbt20025,RBT20025,Maison à vendre,179000,Steenstraat 49,8820 Torhout,,Non,1977,3,100 m²,Non,Non,Non,Non,Non,Non,Non,Oui,2,1,,Mazout,Simple vitrage,3,8 m,5,Oui,,Oui,435 m²,,16 m,,,Non,788 kWh/m²/an,20240729-0003326092-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,24 m,A l’acte,,Equipée,,Non,1,,Non,,,,,Non,Non,Non,Sud-ouest,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/8820/torhout/rbt16262,RBT16262,Villa à vendre,307000,Meibosstraat 1D,8820 Torhout,Nouveau,,2023,4,174 m²,,Oui,,,,Oui,,Oui,1,2,Oui,Gaz,Double vitrage,3,,1,Oui,,Oui,188 m²,,,Oui,Oui,,0 kWh/m²/an,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,24 m,,,Equipée,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbt15916,RBT15916,Maison à vendre,220000,Ruddervoordestraat 115,8820 Torhout,À rénover,,,4,139 m²,,Oui,,,,,,,,1,,Gaz,,3,,,Oui,,Oui,410 m²,,,,,,378 kWh/m²/an,,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,Non,Semi-équipée,,Non,,,,,,,,,,,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbt05603,RBT05603,Maison à vendre,1180000,Rozeveldstraat 36-38,8820 Torhout,,,,6,603 m²,,,,,,,,,,4,,Non specifié,,,,,Oui,,Non,8010 m²,1500 m²,,,,,379 kWh/m²/an,20220907-0002669983-RES-1,,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,2,,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbt05602,RBT05602,Maison à vendre,2080000,Rozeveldstraat 36-38,8820 Torhout,,,,6,603 m²,,,,,,,,,,4,,Non specifié,,,,,Oui,,Non,11016 m²,1500 m²,,,,,379 kWh/m²/an,20220907-0002669983-RES-1,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,,2,,,,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8820/torhout/rbs86912,RBS86912,Appartement à vendre,209000,Hofstraat 8 01,8820 Torhout,Normal,,,2,98 m²,,,,,,,,,,1,,Gaz,,2,,,Non,,Oui,,,,,,,177 kWh/m²/an,,,pas d'application,"Zone d'habitat d'intérêt culturel, historique et/ou esthétique",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,Non,Super équipée,,Oui,,,Non,,,,,,,,,,,Non,1,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbs75335,RBS75335,Maison à vendre,219000,Parkstraat 53,8820 Torhout,À rénover,Non,1970,3,138 m²,,,,,,,,Oui,1,1,,,Double vitrage,4,18 m,3,Oui,,Oui,606 m²,,,Oui,Oui,Non,420 kWh/m²/an,,17/09/2034,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,366 m²,21 m²,,A l’acte,Non,Equipée,,Non,,Sud-est,Non,,,,,,,Oui,Nord-est,,,,,,,Oui,1,Américaine,Oui,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/8820/torhout/rbs68785,RBS68785,Rez-de-chaussée à vendre,239000,Werkenstraat 47 2,8820 Torhout,,Non,1998,2,87 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,,Gaz,Double vitrage,,15 m,1,,,,,,18 m,,,Non,193 kWh/m²/an,20250224-0003536453-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,48 m,,,Equipée,,Oui,3,,Non,,,,,Oui,Non,Non,Nord,Non,Non,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8820/torhout/rbs58931,RBS58931,Appartement à vendre,279000,Sint-Rembertlaan 50,8820 Torhout,Normal,,,3,89 m²,,,,,,,,Oui,,2,,Electrique,,2,,,Non,,Oui,,,,,,,448 kWh/m²/an,,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,,Non,Super équipée,,Oui,,,,,,,,,,,,,,,0,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8820/torhout/rwc38211,RWC38211,Appartement à vendre,225000,Hofstraat 8 V2,8820 Torhout,Remis à neuf,,,2,98 m²,Oui,,,,,,,,,,,Gaz,Double vitrage,,,,,,,,,,Oui,Oui,,146 kWh/m²/an,2706372,24/10/2032,,,Information non communiquée,Information non communiquée,12 m²,11 m²,,,26 m²,,,,,1,,,,,A l’acte,,Equipée,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8820/torhout/rwc37183,RWC37183,Appartement à vendre,210000,Burg 53 B3,8820 Torhout,Normal,,,2,80 m²,,,,,,,,,,,,Gaz,Double vitrage,,,,,,,,,,,,,130 kWh/m²/an,2363198,22/01/2031,,,Information non communiquée,Information non communiquée,10 m²,8 m²,,,24 m²,,,,,1,,,,,A l’acte,,Equipée,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbr91829,RBR91829,Maison à vendre,217000,Veldstraat 16,8820 Torhout,,Non,,2,,Non,Non,Non,Non,Non,Non,Non,,,1,,,,3,,,Oui,,,1907 m²,,,,,Non,506 kWh/m²/an,20210323-0002391629-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,,,,Non,,,Non,,,,,,Non,Non,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbr66697,RBR66697,Maison à vendre,237500,Papebrugstraat 3,8820 Torhout,À rénover,,,3,145 m²,,,,,,,,,,,,,Simple vitrage,2,6 m,,Oui,Sud,Oui,181 m²,84 m²,6 m,,,,438 kWh/m²/an,20201103-0002334718-RES-1,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8820/torhout/rbr08499,RBR08499,Penthouse à vendre,349000,Oostendestraat 135,8820 Torhout,Normal,,,3,128 m²,,Oui,,,,,,Oui,,,,Electrique,,2,,,Non,,Oui,,,,,,,249 kWh/m²/an,,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,,,,,,,,,1,,,,,,Non,Super équipée,,Oui,,,Non,,,,,,,,,,,,0,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbi70509,RBI70509,Maison à vendre,695195,Waterhoekweg 36 a,8820 Torhout,,,2023,3,283 m²,,,,,,,,,,2,,,Triple vitrage,4,,,Oui,,,1250 m²,,,,,,,,,,Zone d'extension d'habitat,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,2,,,,,Immédiatement,,,,Non,,,,,,,,,Non,Non,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbi70508,RBI70508,Maison à vendre,629345,Blanca Van Namenstraat 2,8820 Torhout,,,2023,3,282 m²,,,,,,,,,,2,,,Triple vitrage,4,,,Oui,,,1000 m²,,,,,,,,,,Zone d'extension d'habitat,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,2,,,,,Immédiatement,,,,Non,,,,,,,,,Non,Non,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8820/torhout/rbd57220,RBD57220,Appartement à vendre,289000,Oostendestraat 158 Bus 3,8820 Torhout,,,2006,2,85 m²,,,,,,,,Oui,1,1,,,,,,,,,,,,,,,,129 kWh/m²/an,20211105-0002489083-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Non,,,Non,,,,,,Non,Non,,Non,Non,Non,0,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/ram90566,RAM90566,Maison à vendre,324500,,8820 Torhout,,,,3,149 m²,,,,,,,,Oui,,,,,,3,7 m,,Oui,,,538 m²,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,Non,1,,Non,,,,,,Non,Non,Nord-ouest,Non,Non,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbt05953,RBT05953,Maison à vendre,199000,Makeveldstraat 41,8820 Torhout,,Non,,2,123 m²,Non,Non,Non,Non,Non,Non,Non,,,1,,Gaz,Double vitrage,3,13 m,2,Oui,,,500 m²,,16 m,,,Non,367 kWh/m²/an,20250404-0003570085-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,35 m,A l’acte,,Equipée,,Non,1,,,,,,,Non,Non,Non,Est,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbl12722,RBL12722,Maison à vendre,225000,Aartrijkestraat 114,8820 Torhout,,Non,1956,3,123 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,,Non specifié,Double vitrage,4,10 m,2,Oui,,,750 m²,,14 m,,,Non,707 kWh/m²/an,20240306-0003166019-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,50 m,,,Equipée,,Non,2,,Non,,,,,Non,Non,Non,Ouest,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8840/oostnieuwkerke/rbt70106,RBT70106,Maison à vendre,235000,Roeselarestraat 134,8840 Oostnieuwkerke,À rénover,,1963,4,162 m²,Oui,Oui,Oui,,,,,Oui,1,2,,Gaz,Double vitrage,2,,,Oui,Nord-est,Oui,600 m²,,,Oui,Oui,,510 kWh/m²/an,20250609-0003620564-RES-1,09/06/2035,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,Equipée,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8840/oostnieuwkerke/rbs79852,RBS79852,Appartement à vendre,290000,Dorpsplein 2/01,8840 Oostnieuwkerke,Excellent,,2016,2,97 m²,,,,,,Oui,,Oui,1,2,,,,3,6 m,,Oui,Ouest,Oui,,97 m²,6 m,Oui,Oui,,107 kWh/m²/an,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,31 m²,,,,,1,,,14 m²,17 m,,,,,,,,,,,,,,,,,,,,0,,,Oui,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8840/staden/rbt72345,RBT72345,Maison à vendre,350000,Passendalesteenweg 13,8840 Staden,Normal,Non,1952,,332 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,3,3,,Gaz,Double vitrage,,,,Oui,Ouest,,1268 m²,,,Oui,Oui,Non,,,03/09/2034,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8840/westrozebeke/rbt48045,RBT48045,Maison à vendre,379500,Dorpsstraat 49,8840 Westrozebeke,Nouveau,Non,2025,3,181 m²,Non,Oui,Non,Non,Non,Oui,Non,Oui,1,2,Oui,,,3,,,Oui,Ouest,Oui,191 m²,,,,Oui,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8840/westrozebeke/rbt48044,RBT48044,Appartement à vendre,299750,Dorpsstraat 49 00.01,8840 Westrozebeke,Nouveau,,2025,3,127 m²,,Oui,,,,,,Oui,,1,Oui,,,2,,,Oui,Ouest,Oui,,,,,Oui,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Oui,2,,,,,,,,,,,,,,0,,,Oui,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8840/staden/rbt11293,RBT11293,Penthouse à vendre,699000,Guido Gezelleplein 0,8840 Staden,Nouveau,,2024,3,184 m²,,,,,,Oui,,Oui,2,1,Oui,,,2,,,Oui,Sud,Oui,,,,,Oui,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,2,,,,,,,,,Oui,2,,,,,,,,,,,,,,3,,,Oui,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8840/staden/rbs93696,RBS93696,Appartement à vendre,319950,Grote Veldstraat 31 201,8840 Staden,Nouveau,Non,2024,3,111 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,1,Oui,,,2,,,Oui,Ouest,Oui,,,,,Oui,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Oui,2,,,,,,,,,,,,,,2,,,,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8840/westrozebeke/rbt48047,RBT48047,Maison à vendre,335850,Dorpsstraat 49,8840 Westrozebeke,Nouveau,Non,2025,3,174 m²,Non,Oui,Non,Non,Non,Oui,Non,Oui,,2,Oui,,,2,,,Oui,Ouest,Oui,127 m²,,,,Oui,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,Oui,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8840/westrozebeke/rbt47371,RBT47371,Maison à vendre,295000,Neerhofweg 1,8840 Westrozebeke,Normal,Non,1993,4,208 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,2,,Gaz,,,,1,Oui,,Oui,595 m²,150 m²,,Oui,Oui,,382 kWh/m²/an,20250518-0003603973-RES-1,18/05/2035,pas d'application,Zone d'extension d'habitat,Pas de risque d’inondation,Information non communiquée,,,,,35 m²,,,,,1,,,,19 m,A l’acte,Non,Super équipée,,Non,1,,Non,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8840/staden/rbt45146,RBT45146,Maison à vendre,160000,Poelkapellestraat 17,8840 Staden,À rénover,,,3,153 m²,Oui,Oui,Oui,,,,,Oui,1,,,Gaz,Simple vitrage,,15 m,,Oui,,Oui,1422 m²,153 m²,15 m,,,,443 kWh/m²/an,20240709-0003293146-RES-1,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,,,,,Non,1,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8840/staden/rbt47120,RBT47120,Maison à vendre,399000,Dorpsstraat 4,8840 Staden,Normal,,1992,3,241 m²,Oui,Oui,Non,,,,,Oui,2,,Oui,Solaire,Double vitrage,,7 m,,Oui,,Oui,373 m²,247 m²,7 m,,,,151 kWh/m²/an,20250512-0003598230-RES-1,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,30 m²,,,,,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8840/staden/rbt44392,RBT44392,Maison à vendre,190000,Diksmuidestraat 98,8840 Staden,Normal,,,5,200 m²,Oui,Non,Non,,,,,,,,,Gaz,Simple vitrage,,10 m,,Oui,,,598 m²,100 m²,10 m,,,,,20250302-0003540851-RES-1,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,20 m²,,,,,,,Non,,,,,,,,,,Non,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8840/staden/rbt26678,RBT26678,Maison à vendre,139000,Ieperstraat 46,8840 Staden,,Non,1930,3,124 m²,Non,Oui,Non,Non,Non,Non,Non,,,1,,Gaz,Simple vitrage,2,,,Oui,,,147 m²,,,,,Non,509 kWh/m²/an,20241219-0003485172-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,1,,,,,A l’acte,,,,Non,,,Non,,,,,Non,Non,Non,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
