ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Surface_des_caves,Grenier,Surface_du_grenier,Salle_à_manger,Surface_salle_à_manger,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Alarme_antieffraction,Ascenseur,Feu_ouvert,Accessible_aux_moins_valides,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Surface_du_jardin,Surface_de_la_terrasse,Véranda,Surface_du_garage,Orientation_de_la_façade_du_bien,Référence_PEB,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Nombre_de_place_de_parking_intérieur,Chauffage_au_sol,Parlophone,Porte_daccès_sécurisée,Étage_de_lappartement,Possibilités_pour_profession_libérale,Surface_chambre_à_coucher_5,Surface_totale,Surface_du_bureau,Orientation_de_la_terrasse,Attestation__Citernes_à_mazout,Panneaux_solaires,Air_conditionné,Balcon,Adoucisseur_deau,Le_bien_fait_lobjet_dun_droit_de_préemption,Espace_ouvert_sensible_à_leau__WORG,Pompe_à_chaleur,Surface_de_la_véranda,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Dressing,Buanderie,Local_vélo,Surface_constructible,Affectation_urbanistique_la_plus_récente,Surface_du_dressing,Porte_de_garage_motorisée,Station_de_charge_électrique,Maison_basse_énergie,Compteur_Bihoraire,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Attestation__Citernes_à_mazout__Validité,Attestation__Asbuilt,Panneaux_solaires_thermiques,Compteur_électrique_individuel,Domotique,Niveau_E,Clef_électronique
https://immovlan.be/fr/detail/villa/a-vendre/3140/keerbergen/rbt33871,RBT33871,Villa à vendre,689000,Zwaluwweg 41,3140 Keerbergen,,,,4,,,,,245 m²,,,,,,,,,Oui,2,,,,2,,,,,Double vitrage,,,,,4,,,,,,Oui,1475 m²,59 m,25 m,,Oui,Oui,,,,,,,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parc résidentiel,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3140/keerbergen/rbt33833,RBT33833,Appartement à vendre,988800,,3140 Keerbergen,Nouveau,,,3,,,,,362 m²,,,,,,,,,Oui,1,Super équipée,,,1,,2,,,Double vitrage,,,,,2,,2,,Oui,Sud-ouest,Oui,,,,,,Oui,,,,,,,"oui, attestation conforme",,Oui,,,,,,Pas de risque d’inondation,Information non communiquée,2025,,,,,,,,,,Oui,,0,,,,,,,,,,,,,Oui,,,,,Oui,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3140/keerbergen/rbt33832,RBT33832,Appartement à vendre,998800,,3140 Keerbergen,Nouveau,Non,,3,,,,,376 m²,,,Non,,Non,,Non,,Oui,1,Super équipée,,,2,,2,,,Double vitrage,,,,,2,,2,,Oui,Sud-ouest,Oui,,,,,,Oui,,Non,,,,,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,2025,,,Non,,,,,,,Oui,,1,,,,,,,,,,,,,Oui,,,,Oui,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3140/keerbergen/rbt33830,RBT33830,Maison à vendre,2137600,,3140 Keerbergen,Nouveau,,,6,,,,,738 m²,,,,,,,,,Oui,1,Super équipée,,,4,,4,,,Double vitrage,,,,,4,,2,,Oui,Sud-ouest,Oui,,,,,,Oui,,,,,,,"oui, attestation conforme",,Oui,,,,,,Pas de risque d’inondation,Information non communiquée,2025,,,,,,,,,,Oui,,,,,,,,,,,,,,,Oui,,,,,Oui,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3140/keerbergen/rbt27294,RBT27294,Villa à vendre,885000,Lievekenshoek 4,3140 Keerbergen,,Non,A l’acte,6,,,,,286 m²,,,Non,,Oui,,Non,,Oui,1,Equipée,,,2,,2,,Gaz,,Oui,Non,,Non,4,15 m,3,3,Oui,,Oui,1007 m²,,,,,,,Oui,27 kWh/m²/an,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,2012,,,Non,,Sud-ouest,20250507-0003595363-RES-1,Non,,,,,,,,,,,,Oui,Non,Non,,Non,,,,,,Non,Non,Non,,Parc résidentiel,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/loft/a-vendre/3140/keerbergen/rbt26716,RBT26716,Loft à vendre,1195000,Tremelobaan,3140 Keerbergen,Normal,,A l’acte,,,,,,630 m²,,,,,,,,,,,,,,,,,,Air pulsé,Double vitrage,,Non,,Oui,4,,3,,,,Oui,,,,,,,,,,,,,,,Oui,Oui,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,Oui,,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3140/keerbergen/rbt26714,RBT26714,Villa à vendre,1195000,Tremelobaan A,3140 Keerbergen,Normal,,A l’acte,,,,,,630 m²,,,,,,,,,,,,,,,,,,Air pulsé,Double vitrage,,Non,,Oui,4,,3,,,,Oui,2534 m²,,,,,,,,,,,,,,Oui,Oui,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,Oui,,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3140/keerbergen/rbt25351,RBT25351,Appartement à vendre,289000,Kempenlaan 7,3140 Keerbergen,Normal,,,3,,,,,125 m²,,,Non,,Non,,,,Oui,1,,,,1,,,,Electrique,Double vitrage,,Non,,Non,,,,,,,Oui,,,,,,,,,894 kWh/m²/an,,,,"non, pas d'attestation",,,Non,,,,,Pas de risque d’inondation,Information non communiquée,1969,,,Oui,,,20250109-0002612638-RES-4,Non,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3140/keerbergen/rbt22958,RBT22958,Maison à vendre,245000,Tulpenweg 12,3140 Keerbergen,À rénover,,,3,,,,,100 m²,,,Non,,Non,,,,Oui,1,,,,1,,,,Mazout,Simple vitrage,,Non,,Non,,9 m,,,,,,550 m²,,18 m,,,,,,614 kWh/m²/an,,,,"non, pas d'attestation",,,Non,,,,,Pas de risque d’inondation,Information non communiquée,1976,,,Non,,,2025-0309-0003548401-RES-1,Non,,,,,,,,,,,,,,,,Non,,,,,,,,,115 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3140/keerbergen/rbt22193,RBT22193,Maison à vendre,960000,Piervenshoek 16B,3140 Keerbergen,Normal,,,5,,,,,325 m²,,,,,Oui,,,,Oui,2,Super équipée,,,2,,,,Mazout,Double vitrage,Oui,,,,4,,,6,Oui,,Oui,2019 m²,,,,,Oui,,,324 kWh/m²/an,,22/10/2034,,,,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,1995,,,,,,,,2,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3140/keerbergen/rbt21460,RBT21460,Maison à vendre,497500,Grensstraat 144,3140 Keerbergen,À rénover,,A l’acte,5,16 m²,9 m²,9 m²,9 m²,180 m²,Non,20 m²,,,,,Oui,20 m²,Oui,1,Super équipée,,6 m²,2,2,3,,Gaz,Double vitrage,,,,,4,19 m,,3,Oui,,Oui,2000 m²,,19 m,,Oui,Oui,,,212 kWh/m²/an,,04/04/2025,,"oui, attestation non conforme",,Oui,,,,,,Information non communiquée,Information non communiquée,1975,1800 m²,20 m²,Oui,,Nord,,,1,,,,,,9 m²,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3140/keerbergen/rbt17155,RBT17155,Maison à vendre,1590000,,3140 Keerbergen,Excellent,,,4,,,,,476 m²,,,Oui,230 m²,Oui,,,,Oui,1,,,,2,,5,,,,Oui,,,,,33 m,,,Oui,,Oui,2800 m²,50 m,56 m,,,Oui,,,,,03/12/2033,,"oui, attestation conforme",,Oui,,,,,,Pas de risque d’inondation,Information non communiquée,2003,,,,,,20231203-0003054027-RES-3,,,,Oui,,,,,,,,,,,,,,,,,,,Oui,Oui,,250 m²,Parc résidentiel,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3140/keerbergen/rbt15878,RBT15878,Maison à vendre,680000,Achiel Cleynhenslaan 3,3140 Keerbergen,,,A l’acte,4,14 m²,9 m²,23 m²,30 m²,215 m²,,35 m²,Oui,,Oui,,,,Oui,1,,,14 m²,1,,2,6 m²,Gaz,Double vitrage,,Non,,,4,15 m,,4,Oui,,Oui,1920 m²,,15 m,Oui,Oui,Oui,Oui,Non,142 kWh/m²/an,,07/03/2035,,"oui, attestation conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,1991,,,,24 m²,,,,1,,,,,,,,,Sud-est,,Oui,Oui,,,Non,Non,,,,,,Oui,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3140/keerbergen/rbt15040,RBT15040,Maison à vendre,325000,Varensweg 2,3140 Keerbergen,À rénover,,,4,,,,,220 m²,,,,,Oui,,,,Oui,1,Super équipée,,,1,,1,,Mazout,Double vitrage,,,,,4,,,1,Oui,,Oui,900 m²,,,Oui,,Oui,,,393 kWh/m²/an,,15/04/2035,,"oui, attestation non conforme",29/04/2025,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,1972,,,,,,,,1,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3140/keerbergen/rbt13609,RBT13609,Maison à vendre,378000,Papestraat 29,3140 Keerbergen,Normal,,A l’acte,2,16 m²,15 m²,,,120 m²,,35 m²,,,Oui,,,,Oui,1,,,19 m²,1,,1,7 m²,Gaz,Double vitrage,,,,,3,4 m,,3,Oui,,Oui,639 m²,,4 m,Oui,Oui,Oui,,,524 kWh/m²/an,,03/04/2035,,"oui, attestation conforme",,Non,Non,,,,,Pas de risque d’inondation,Information non communiquée,1949,,,,64 m²,,,,3,,,,,,,,,Sud,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3140/keerbergen/rbt07451,RBT07451,Maison à vendre,445000,Mechelsebaan 80,3140 Keerbergen,Normal,Non,A l’acte,3,29 m²,16 m²,16 m²,,222 m²,,32 m²,,,Oui,32 m²,,,,,,,40 m²,1,,2,16 m²,Gaz,Double vitrage,,Non,,,3,12 m,,3,Oui,,Oui,433 m²,,12 m,Oui,Oui,Oui,,Non,265 kWh/m²/an,,09/01/2030,,"oui, attestation conforme",,Non,Non,,,,,Pas de risque d’inondation,Information non communiquée,1919,,,,,,,,,,,,,,,,,Sud,,,,,,Non,Non,,,,,,Oui,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3140/keerbergen/rbt03141,RBT03141,Villa à vendre,650000,Oude Putsebaan 33,3140 Keerbergen,,,,3,,,,,206 m²,,,,,Oui,,,,Oui,2,,,,2,,,,,Double vitrage,,,,,,,,,Oui,Sud,,1680 m²,,,,,Oui,,,449 kWh/m²/an,,,,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parc résidentiel,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/3140/keerbergen/rbs99742,RBS99742,Duplex à vendre,310500,Tremelobaan 1 A,3140 Keerbergen,,,A l’acte,3,8 m²,13 m²,14 m²,,127 m²,Non,,,,,,,,Oui,,Super équipée,,,1,,2,,Gaz,Double vitrage,,Oui,,,,,,,,,Oui,,,,,,,,,147 kWh/m²/an,,,,"oui, attestation conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,2003,,11 m²,,,,,,1,,Oui,,,,,,,Sud,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3140/keerbergen/rbs79706,RBS79706,Villa à vendre,710800,Kempenlaan 61,3140 Keerbergen,Nouveau,Non,A l’acte,5,,,,,286 m²,Non,,Non,,Oui,,Non,,Oui,1,,,,1,1,2,,Non specifié,,,Non,,,4,,,2,Oui,,Oui,494 m²,28 m,,,,,,,,,,,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,2024,,12 m²,Non,,Nord-est,,,,,,,,,,,,,,,,,,Non,,,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3140/keerbergen/rbs79705,RBS79705,Villa à vendre,685200,Kempenlaan 63,3140 Keerbergen,Nouveau,,A l’acte,4,,,,,286 m²,Non,,,,Oui,,,,Oui,1,,,,1,1,,,Non specifié,,,Non,,,4,,,2,Oui,,Oui,705 m²,,,,,,,,,,,,pas d'application,,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Nord-est,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/3140/keerbergen/rbs48592,RBS48592,Immeuble mixte à vendre,945000,Hazendreef 11,3140 Keerbergen,,,A l’acte,3,,,,,345 m²,Non,44 m²,,,,,,,,,,,,3,,4,,Gaz,,,Non,,,4,,,6,Oui,,Non,3271 m²,77 m,,,,,,Oui,149 kWh/m²/an,,,,"oui, attestation non conforme",,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,1954,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,279 m²,Parc résidentiel,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3140/keerbergen/rbs48591,RBS48591,Villa à vendre,945000,Hazendreef 11,3140 Keerbergen,,,A l’acte,3,,,,,345 m²,Non,44 m²,,,,,,,,,,,,3,,4,,Gaz,,,Non,,,4,,,6,Oui,,Non,3271 m²,77 m,,,,,,,149 kWh/m²/an,,,,"oui, attestation non conforme",,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,1954,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,279 m²,Parc résidentiel,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3140/keerbergen/rbr96296,RBR96296,Maison à vendre,425000,Dijlestraat 145,3140 Keerbergen,À rénover,Non,A l’acte,4,20 m²,19 m²,16 m²,20 m²,214 m²,Non,39 m²,Oui,12 m²,Oui,65 m²,,,Oui,1,Semi-équipée,Kitchenette,9 m²,1,,1,3 m²,Mazout,Double vitrage,,Non,,Non,4,10 m,1,4,Oui,,Oui,2632 m²,,10 m,Oui,,Oui,Oui,Non,454 kWh/m²/an,97400 kWh/an,02/09/2024,9999,"oui, attestation non conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,1959,,,,58 m²,,,,2,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3140/keerbergen/vbb93657,VBB93657,Maison à vendre,502014,,3140 Keerbergen,Nouveau,,,3,,,,,187 m²,,,,,,,,,Oui,1,,,,2,,2,,,,,,,,4,8 m,,,Oui,,,704 m²,,8 m,,,,Oui,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3140/keerbergen/rbr79557,RBR79557,Villa à vendre,875000,Hazendreef 4,3140 Keerbergen,À rénover,,,8,,,,,787 m²,,,Oui,,,,,,Oui,2,,,,6,,,,,,,Oui,,,4,,,6,Oui,,Oui,4740 m²,,,,,Oui,,Oui,324 kWh/m²/an,,10/12/2029,,"oui, attestation non conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,1973,,,,,,,,4,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3140/keerbergen/rbr64579,RBR64579,Villa à vendre,1245000,Tremelobaan 84,3140 Keerbergen,,,,5,,,,,560 m²,,116 m²,Oui,360 m²,Oui,156 m²,,,Oui,5,,,,2,,,,,Double vitrage,,,,,4,,,,Oui,,Oui,2942 m²,73 m,40 m,,,Oui,,Oui,157 kWh/m²/an,,,,"non, pas d'attestation",,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,1993,,,,,,UC33334361RES3,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Parc résidentiel,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3140/keerbergen/rbq19280,RBQ19280,Maison à vendre,525000,Veldstraat 45,3140 Keerbergen,Normal,,A l’acte,4,10 m²,16 m²,18 m²,17 m²,252 m²,,31 m²,,,Oui,52 m²,,,Oui,1,,,14 m²,1,,2,6 m²,Electrique,Double vitrage,,Non,,,4,12 m,,4,Oui,,Oui,1735 m²,,12 m,Oui,,Oui,,Non,552 kWh/m²/an,,01/07/2030,,"oui, attestation conforme",,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,1988,,,,26 m²,,,,1,,,,,,,,,Nord,,,,,,Non,,,,,,,Oui,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3140/keerbergen/rbo63389,RBO63389,Villa à vendre,515000,Nieuwstraat 149,3140 Keerbergen,,,A l’acte,5,,,,,340 m²,,,,,Oui,,,,Oui,,Equipée,,,1,,2,,Non specifié,Double vitrage,Non,Non,,Non,4,,2,,Oui,,Oui,4312 m²,,,,,,,,1209 kWh/m²/an,,,,,,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,1973,,,,,Sud-ouest,3333063-RES-2,Non,,,,,,,,,,,,,Non,Non,,Non,,,,,,,,,,Parc résidentiel,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/3140/keerbergen/rbk09646,RBK09646,Penthouse à vendre,670000,Valkeniersdreef 5 5,3140 Keerbergen,,Non,,3,,,,,235 m²,,,Non,,Oui,,Non,,Oui,2,,,,3,,,,,Double vitrage,,Oui,,,,,2,,Oui,Sud,Oui,,,,,Oui,Oui,,Non,130 kWh/m²/an,,,,"non, pas d'attestation",,,,,,,,Pas de risque d’inondation,Information non communiquée,2008,,13 m²,Non,,,UC: 3187767-RES-1,,,,Oui,,2,,,,,,,,,,,,,,,,,Non,Non,Non,,Parc résidentiel,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3140/keerbergen/rwc34634,RWC34634,Appartement à vendre,380503,Sint Michielsstraat 15,3140 Keerbergen,Excellent,Non,A partir du : 01/03/2025,2,,,,,96 m²,,,Oui,3 m²,,,,,Oui,,Super équipée,Américaine,,1,,,,Non specifié,,,Oui,,,2,,2,,Oui,,Oui,,,,Oui,Non,Oui,,,,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,2024,,,,,,,,1,Oui,Oui,,0,,,96 m²,,,,,,,,,,Oui,,,,,,Oui,,,,Oui,,Oui,Oui,,,,,Oui,Oui,,,
https://immovlan.be/fr/detail/villa/a-vendre/3140/keerbergen/rwc34633,RWC34633,Villa à vendre,750000,Kempenlaan 61,3140 Keerbergen,Excellent,Non,Immédiatement,4,15 m²,17 m²,14 m²,13 m²,285 m²,,40 m²,Non,,Oui,,,,Oui,,Equipée,Américaine,14 m²,2,,,8 m²,Gaz,Double vitrage,Non,Non,Oui,,4,,,2,Oui,,Oui,494 m²,,,Oui,Oui,Oui,Oui,Non,,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,2022,,,Non,21 m²,,,,1,Oui,Non,Non,,,,285 m²,,,,Oui,Non,,,,,,,,,,Oui,Oui,,,,,,Oui,Oui,,,,,,,Non,,
https://immovlan.be/fr/detail/bungalow/a-vendre/3150/haacht/rbt72645,RBT72645,Bungalow à vendre,90000,Binnenbeekweg 10,3150 Haacht,,,,3,,,,,120 m²,,,,,,,,,,,,,,1,,1,,,Double vitrage,,,,,4,,,3,Oui,,Oui,841 m²,,,Non,,Oui,,,433 kWh/m²/an,,24/05/2035,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,1971,841 m²,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt72162,RBT72162,Maison à vendre,695000,Wijgmaalsesteenweg 41,3150 Haacht,Nouveau,Non,A l’acte,4,15 m²,13 m²,12 m²,9 m²,277 m²,,50 m²,,,,,,,Oui,1,,Indépendante,19 m²,2,,2,,Air pulsé,Double vitrage,,,,,4,11 m,,2,Oui,,Oui,1283 m²,,11 m,Oui,,Oui,Oui,,15 kWh/m²/an,,17/02/2035,,"oui, attestation conforme",,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,2024,,,,,,,,1,,,,,,,,,Nord-est,,Oui,,,,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt71520,RBT71520,Maison à vendre,355000,Pastoriestraat 53,3150 Haacht,,Non,,3,,,,,143 m²,,,Non,,Non,,Non,,Oui,1,,,,,,,,,Double vitrage,,,,,4,,,,Oui,Est,,386 m²,,,,,Oui,,Non,644 kWh/m²/an,,,,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,1988,,,Non,,,UC3555853-RES-1,,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3150/haacht/rbt69850,RBT69850,Appartement à vendre,366000,Moermanshof 25 3,3150 Haacht,,Non,A l’acte,2,,,,,82 m²,,,Non,,Non,,Non,,Oui,1,,,,1,,1,,Gaz,,Non,Non,,Non,,,,,,,Oui,,,,,,,,Non,79 kWh/m²/an,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,2019,,7 m²,Non,,Sud-est,EP14809/A001/D02/SD016,Non,,,,,0,,,,,,,,Non,Non,,Non,,,,,,Non,Non,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,45,
https://immovlan.be/fr/detail/appartement/a-vendre/3150/haacht/rbt67676,RBT67676,Appartement à vendre,330000,Stationsstraat 14 4,3150 Haacht,,Non,,3,,,,,105 m²,,,Non,,Non,,Non,,,,Super équipée,,,1,,1,,,Double vitrage,,,,,2,,3,,Oui,Sud,,,,,,,Oui,,Non,146 kWh/m²/an,,,,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,1981,,,Non,,,20250506-0003594245-RES-1,,,,,,2,,,,,,,,Oui,Oui,,,,Oui,,,,Non,Oui,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/3150/haacht/rbg77481,RBG77481,Duplex à vendre,461806,Klapgat 35,3150 Haacht,Nouveau,,,2,,,,,144 m²,,,,,,,,,,,,,,2,,,,,,,Oui,,,,,4,,Oui,Nord,Oui,,,,,,,,,,,,,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,,,16 m²,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/3150/haacht/rbg77484,RBG77484,Duplex à vendre,383214,Stationsstraat 32,3150 Haacht,Nouveau,,,2,,,,,104 m²,,,,,,,,,,,,,,1,,,,,,,Oui,,,,,4,,Oui,Sud-ouest,Oui,,,,,,,,,,,,,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,,,19 m²,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/3150/haacht/rbg77480,RBG77480,Duplex à vendre,444790,Klapgat 35,3150 Haacht,Nouveau,,,2,,,,,146 m²,,,,,,,,,,,,,,2,,,,,,,Oui,,,,,4,,Oui,Sud-ouest,Oui,,,,,,,,,,,,,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,,,20 m²,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3150/haacht/rbt64138,RBT64138,Maison à vendre,395000,Grote Baan 204,3150 Haacht,Remis à neuf,,,3,,,,,206 m²,,,,,Oui,,,,,,Super équipée,,,1,,3,,Gaz,Double vitrage,,,,,3,,,3,Oui,,Oui,528 m²,,,Oui,Oui,Oui,Oui,,240 kWh/m²/an,,30/10/2029,,"oui, attestation conforme",06/05/2025,,,,,,,Pas de risque d’inondation,Information non communiquée,1918,,,Oui,,,,,,,,,,,,,,,,,Oui,,,Non,,,,,,,,,,,,,,,,,,,,,,,,
