ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Grenier,Surface_du_grenier,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Panneaux_solaires,Chauffage_au_sol,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Surface_totale_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Piscine_extérieure,Attestation__Installation_électrique,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Etat_du_bien,Surface_du_séjour,Surface_du_bureau,Caves,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Équipement_de_la_cuisine,Type_de_chauffage,Profondeur_du_terrain,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Surface_constructible,Emission_de_CO2,Conso_annuelle_totale_dénergie_primaire,Type_de_cuisine,Pompe_à_chaleur,Compteur_Bihoraire,Parlophone,Raccordé_au_gaz_de_ville,Niveau_E,Surface_des_caves,Surface_salle_à_manger,Surface_de_la_cuisine,Alarme_antieffraction,Feu_ouvert,Maison_basse_énergie,Surface_chambre_à_coucher_5,Station_de_charge_électrique,Air_conditionné,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Panneaux_solaires_thermiques,Étage_de_lappartement,Porte_daccès_sécurisée,Porte_de_garage_motorisée,Clef_électronique,Domotique,HammamSaunaJacuzzi,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Attestation__Installation_électrique__Validité,Possibilités_pour_profession_libérale,Surface_totale,Orientation_du_jardin,Surface_du_dressing,Compteur_deau_individuel,Adoucisseur_deau
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc85892,VBC85892,Maison à vendre,450000,,5100 Wépion,,1958,,5,13 m²,12 m²,12 m²,14 m²,200 m²,Non,,,Oui,2,,,3,,3,,,,,,Non,Ouest,4,,,5,Oui,,Oui,,,4500 m²,,,,,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,À rénover,,,Oui,,,,,,,,,435 kWh/m²/an,,02/07/2034,,27837,112171 kWh/an,,,,,,,,,,,,,21 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/dave/vbc19282,VBC19282,Maison à vendre,205000,Raymond Decelle 7,5100 Dave,Non,1957,A l’acte,2,19 m²,8 m²,,,110 m²,Non,Oui,,Oui,1,,,1,1,1,,,,Double vitrage,Non,Non,Nord-ouest,3,4 m,1,,Oui,47 m²,,,,99 m²,4 m,Oui,Oui,,Non,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,Normal,19 m²,,Oui,,,,,,Equipée,Mazout,,559 kWh/m²/an,,17/12/2034,,138,53870 kWh/an,Américaine,,,,,,,,8 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc69195,VBC69195,Maison à vendre,450000,,5100 Wépion,,,A l’acte,5,13 m²,12 m²,12 m²,14 m²,180 m²,,,,Oui,2,2,,3,2,3,,,,,,,,4,,2,4,Oui,4400 m²,Oui,40 m²,,4500 m²,,,,,,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,À rénover,,,,,,,,,,,,435 kWh/m²/an,,02/07/2034,,27837,112171 kWh/an,,,,,,,,,11 m²,,,,21 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/dave/vbc85476,VBC85476,Maison à vendre,175000,Rue de Longeau 19,5100 Dave,Non,1950,A l’acte,1,12 m²,,,,70 m²,,,,,,,,1,1,1,,,,Double vitrage,Non,Oui,Nord-est,4,,1,,Oui,100 m²,Oui,15 m²,,223 m²,,,Oui,,Non,"oui, attestation non conforme",Non,Non,Non,Pas de risque d’inondation,Information non communiquée,Remis à neuf,16 m²,,Oui,,,,,,Equipée,Mazout,,480 kWh/m²/an,,03/06/2035,,54,42209 kWh/an,Américaine,,,,,,,,8 m²,,,,,,,,,,,,,,,,,,06/03/2025,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc84343,VBC84343,Maison à vendre,345000,,5100 Wépion,,1962,A l’acte,4,17 m²,15 m²,15 m²,10 m²,217 m²,,Oui,40 m²,Oui,1,,13 m²,1,,1,4 m²,,,Double vitrage,,,,4,,2,3,Oui,,Oui,,Ouest,2261 m²,,Oui,Oui,,Non,,,,,Information non communiquée,Information non communiquée,À rénover,34 m²,,Oui,,,,,,,Mazout,,202 kWh/m²/an,,,,,43967 kWh/an,,,,,,,32 m²,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/dave/vbc84029,VBC84029,Appartement à vendre,235000,Rue Pierre du Diable 13,5100 Dave,,,,1,,,,,67 m²,Non,,,,,,,1,1,1,,,,Double vitrage,Oui,Oui,,2,,5,,,,Oui,10 m²,,,,,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,Oui,,,,,Oui,,,,2,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/dave/vbc83797,VBC83797,Appartement à vendre,340000,Boulevard de la Meuse 81 I1.2,5100 Dave,,2010,,2,15 m²,15 m²,,,91 m²,Non,,,Oui,,,,1,1,2,,,,,Oui,Oui,,2,,5,,,,Oui,6 m²,,,,,,,Non,"oui, attestation conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,Gaz,,114 kWh/m²/an,,,,22,114 kWh/an,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc82182,VBC82182,Maison à vendre,295000,rue de la premiere armee americaine 44,5100 Wépion,Non,1956,A l’acte,3,18 m²,16 m²,10 m²,,115 m²,Non,,,Oui,1,,,2,2,2,,,,Double vitrage,Non,Non,,4,,1,,Oui,,Oui,,,1100 m²,,,Oui,,Non,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Normal,33 m²,,Oui,,,,,,Equipée,Mazout,,571 kWh/m²/an,,,,149,78961 kWh/an,Américaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc82130,VBC82130,Maison à vendre,1100000,,5100 Wépion,Non,1650,A l’acte,10,21 m²,27 m²,18 m²,17 m²,645 m²,Non,Oui,,Oui,3,,,5,5,5,,,,Double vitrage,Non,Non,,4,,2,,Oui,10000 m²,Oui,150 m²,Sud-est,14370 m²,,Oui,Oui,,Non,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,Normal,46 m²,8 m²,Oui,,Oui,,,,,Mazout,,302 kWh/m²/an,,06/04/2033,,75,171344 kWh/an,,,,,,,,20 m²,20 m²,,,,15 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chateau/a-vendre/5100/wepion/vwd13606,VWD13606,Château à vendre,1100000,,5100 Wépion,,1975,A l’acte,8,,,,,645 m²,,Oui,,Oui,,3,,5,,,,,,,,,,4,,,15,Oui,,,,,14200 m²,,Oui,Oui,,,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,Normal,,,Oui,,,,Oui,,Equipée,Mazout,,301 kWh/m²/an,20230406007736,,,75,301 kWh/an,Indépendante,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,Oui,1200 m²,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc79908,VBC79908,Maison à vendre,750000,,5100 Wépion,Non,1960,A l’acte,6,17 m²,11 m²,11 m²,29 m²,320 m²,Non,,,Oui,1,1,,3,2,3,,,,Double vitrage,Non,Non,,4,22 m,2,2,Oui,4100 m²,Oui,50 m²,Sud,5300 m²,22 m,Non,Oui,,Oui,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,Normal,67 m²,60 m²,Oui,,Oui,,,,Equipée,Mazout,,240 kWh/m²/an,,08/09/2034,,59,90807 kWh/an,Américaine,,,,,,,42 m²,11 m²,Oui,,,15 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/5100/dave/vbc77282,VBC77282,Penthouse à vendre,349000,Rue du Capitaine Jomouton 30 G3.1,5100 Dave,,2004,,2,10 m²,12 m²,,,120 m²,Non,,,Oui,,,,1,1,1,,,,Double vitrage,Oui,Non,,2,,3,,,,Oui,5 m²,,,,,,,Non,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,,Semi-équipée,Gaz,,202 kWh/m²/an,,10/03/2033,,38,92122099 kWh/an,Kitchenette,,,Oui,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/5100/dave/vbc75830,VBC75830,Duplex à vendre,350000,,5100 Dave,Non,1993,,3,14 m²,12 m²,17 m²,,124 m²,Non,,,Oui,,1,,2,2,2,,,,Double vitrage,Oui,Oui,,3,,3,,,,Oui,10 m²,Sud-est,,,,,,Non,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Excellent,22 m²,6 m²,Oui,,Oui,,,,Super équipée,Gaz,,133 kWh/m²/an,,05/07/2033,,25,,,,,,Oui,,,22 m²,8 m²,,,,,,,,,,3,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/dave/vbc74345,VBC74345,Appartement à vendre,290000,Rue du Capitaine Jomouton 30,5100 Dave,Non,2004,A l’acte,1,14 m²,,,,100 m²,Non,,,Oui,1,1,,1,1,1,,,,Double vitrage,Oui,Oui,Est,2,,3,1,,,,,,,,Oui,Oui,,Non,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Normal,40 m²,,Oui,,,,,,,Gaz,,243 kWh/m²/an,,17/04/2035,,45,19202 kWh/an,,,,Oui,Oui,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/dave/vbc74103,VBC74103,Appartement à vendre,295000,Rue du Capitaine Jomouton 30,5100 Dave,Non,2004,Immédiatement,2,10 m²,12 m²,,,123 m²,Non,,,Oui,,,,1,1,1,,,,Double vitrage,Oui,Non,,2,,3,,,,Oui,2 m²,,,,,,,Non,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,,Semi-équipée,Gaz,,89 kWh/m²/an,,10/03/2033,,,10934 kWh/an,Kitchenette,,,Oui,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wierde/vbc72980,VBC72980,Maison à vendre,390000,Rue de Jausse 254,5100 Wierde,,,Immédiatement,4,,,,,245 m²,,Oui,,Oui,,,,2,,,,,,Double vitrage,,,,,,,,Oui,,,,,1333 m²,,,,,,,Non,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,264 kWh/m²/an,20250421001001,,,,44196 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/dave/vbc72836,VBC72836,Appartement à vendre,200000,Avenue du Gouverneur Bovesse 32,5100 Dave,,,A l’acte,2,13 m²,12 m²,,,85 m²,,,,Oui,1,,,1,,1,3 m²,,,Double vitrage,Oui,Oui,,2,,7,,,,Oui,3 m²,,,,Oui,,,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,À rénover,25 m²,,Oui,,,,,,Semi-équipée,Gaz,,158 kWh/m²/an,,07/08/2030,,,13670 kWh/an,Kitchenette,,,,Oui,,,,9 m²,,,,,,,,,,1,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/dave/vbc72812,VBC72812,Appartement à vendre,280000,Rue du Capitaine Jomouton 30 G0.2,5100 Dave,Oui,2004,,2,14 m²,9 m²,,,90 m²,Non,,,Oui,,,,1,1,1,,,,Double vitrage,Oui,Non,,2,,3,,,,Oui,13 m²,,,,,,,Non,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,,Semi-équipée,Gaz,,156 kWh/m²/an,,10/03/2033,,29,18249 kWh/an,Kitchenette,,,Oui,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc71363,VBC71363,Maison à vendre,590000,,5100 Wépion,Oui,1970,,4,14 m²,21 m²,13 m²,13 m²,165 m²,Non,Oui,,Oui,1,1,,2,1,2,,,,Double vitrage,Non,Non,,4,12 m,1,5,Oui,400 m²,Oui,20 m²,Est,1288 m²,12 m,Oui,,,Non,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Excellent,37 m²,,Oui,,Oui,,,,Equipée,Gaz,,212 kWh/m²/an,,27/02/2033,,43,63077 kWh/an,Américaine,,,,Oui,,,,12 m²,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc70189,VBC70189,Maison à vendre,395000,,5100 Wépion,Oui,1966,A l’acte,4,11 m²,10 m²,14 m²,14 m²,140 m²,Non,Oui,,Oui,,1,,1,1,2,,,,Double vitrage,Non,Non,,4,,1,,Oui,500 m²,Oui,30 m²,Est,750 m²,,,,,Non,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Normal,15 m²,1 m²,,,Oui,,,,,Mazout,,323 kWh/m²/an,,19/02/2035,,80,73762 kWh/an,,,,,,,,19 m²,10 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5100/wepion/vbc69453,VBC69453,Immeuble mixte à vendre,1395000,,5100 Wépion,Non,1900,A l’acte,5,40 m²,17 m²,40 m²,17 m²,400 m²,Non,Oui,,Oui,1,,,4,3,3,,,,Double vitrage,Non,Non,,3,,5,5,Oui,800 m²,Oui,50 m²,Sud-est,1059 m²,,Non,,,Oui,"oui, attestation conforme",,,,Risque élevé,Information non communiquée,Excellent,64 m²,40 m²,Oui,,Oui,,,,Super équipée,Mazout,,132 kWh/m²/an,,23/06/2033,,33,74247 kWh/an,,,,,Oui,,,64 m²,15 m²,,,,18 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/dave/vbc68519,VBC68519,Appartement à vendre,360000,Avenue du Gouverneur Bovesse 30,5100 Dave,Non,,A l’acte,3,12 m²,13 m²,8 m²,,112 m²,Non,Oui,,Oui,1,2,,,,1,,,,Double vitrage,Oui,,,3,,,,,,Oui,10 m²,,,,Oui,Oui,,Non,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,Normal,30 m²,,Oui,,,,,,Equipée,Gaz,,330 kWh/m²/an,,28/02/2034,,60,39278 kWh/an,Américaine,,,Oui,,,,,6 m²,,,,,,,,,,0,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc65381,VBC65381,Maison à vendre,375000,,5100 Wépion,Non,1955,A l’acte,3,20 m²,14 m²,13 m²,,155 m²,Non,Oui,,Oui,1,1,,1,,2,,,,Double vitrage,Non,Non,,4,,1,4,Oui,300 m²,Oui,,Sud-ouest,970 m²,,Oui,,,Non,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,À rénover,35 m²,6 m²,Oui,,Oui,,,,Semi-équipée,Mazout,,353 kWh/m²/an,,12/04/2035,,181,63845 kWh/an,Kitchenette,,,,,,,14 m²,8 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wierde/vbc65346,VBC65346,Maison à vendre,315000,Rue Grande 27,5100 Wierde,,,A l’acte,3,35 m²,12 m²,8 m²,,145 m²,Non,Oui,,,,,,,,2,,Oui,,Double vitrage,Non,Non,,3,,2,,,,,,,182 m²,,Oui,Oui,,Non,"oui, attestation non conforme",Oui,,,Pas de risque d’inondation,Information non communiquée,Normal,,,Oui,,,,,,Equipée,Mazout,,449 kWh/m²/an,,28/01/2035,,110,64862 kWh/an,Américaine,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc64309,VBC64309,Maison à vendre,395000,Rue de la 1 Armée Américaine 66,5100 Wépion,,1992,,4,16 m²,14 m²,13 m²,9 m²,193 m²,Non,Oui,15 m²,Oui,2,2,,2,1,2,6 m²,,,Double vitrage,Non,Non,Sud-est,4,15 m,1,2,Oui,690 m²,Oui,31 m²,Nord-ouest,1265 m²,15 m,,Oui,Oui,Non,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,Normal,38 m²,,Oui,Oui,,,,,,,,399 kWh/m²/an,,20/06/2034,,81,71160 kWh/an,,,,,,,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc64035,VBC64035,Maison à vendre,458023,,5100 Wépion,,,,3,,,,,184 m²,,,,Oui,1,,,1,,2,,,,,,,,4,12 m,,,,,,,,1326 m²,12 m,,,Oui,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc64034,VBC64034,Maison à vendre,455739,,5100 Wépion,,,,3,,,,,187 m²,,,,Oui,1,,,2,,2,,,,,,,,4,8 m,,,,,,,,1326 m²,8 m,,,Oui,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/5100/dave/vbc57992,VBC57992,Immeuble mixte à vendre,529000,Avenue du Prince de Liège 56,5100 Dave,Oui,1991,A l’acte,3,19 m²,10 m²,,,285 m²,Non,,,,,,,2,2,4,,,,Double vitrage,Non,Non,Sud-ouest,3,,2,9,Oui,,Oui,,,440 m²,,Oui,Oui,,Non,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Normal,,,Oui,,,,,,Equipée,Gaz,,226 kWh/m²/an,,06/10/2017,,,11911 kWh/an,Américaine,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/dave/vbc54108,VBC54108,Appartement à vendre,290000,Rue du Capitaine Jomouton 30,5100 Dave,Non,2004,A l’acte,1,14 m²,,,,114 m²,Non,,,Oui,,,,1,1,1,,,,Double vitrage,Oui,Oui,Est,2,,3,,,,,,,,,Oui,Oui,,Non,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Normal,40 m²,,Oui,,,,,,,Gaz,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/dave/vbc52362,VBC52362,Appartement à vendre,650000,,5100 Dave,Oui,,,2,15 m²,11 m²,,,110 m²,,,,,,,,1,,,4 m²,,,Double vitrage,Oui,,,3,,3,,,,Oui,5 m²,,,,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,,36 m²,,Oui,,,,,,,Gaz,,178 kWh/m²/an,,13/02/2033,,178,24136 kWh/an,,,,Oui,Oui,,,,18 m²,,,,,,,,,,2,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/5100/dave/vbc46284,VBC46284,Duplex à vendre,650000,Boulevard de la Meuse 81 I5.1,5100 Dave,Non,2005,A l’acte,2,15 m²,15 m²,,,195 m²,Non,,,Oui,,,,1,1,2,,,,Double vitrage,Oui,Oui,,3,,5,,Oui,30 m²,Oui,5 m²,,,,,,,Non,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Normal,50 m²,,,,,,,,,Gaz,,204 kWh/m²/an,,,,38,41475 kWh/an,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc44554,VBC44554,Maison à vendre,349000,Avenue Sart Paradis 32,5100 Wépion,Oui,,,3,24 m²,10 m²,13 m²,,110 m²,Non,Oui,,Oui,,,,1,,2,,,,Double vitrage,Non,,,3,,,,Oui,,Oui,,,542 m²,,,,,,,,,,Information non communiquée,Information non communiquée,,41 m²,,Oui,,,,,,,Gaz,,297 kWh/m²/an,,03/04/2027,,58,52686 kWh/an,,,,,,,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/dave/vbc37625,VBC37625,Appartement à vendre,244000,Rue Julie Dessy 8,5100 Dave,,2022,,2,12 m²,9 m²,,,91 m²,Non,,,,,,,1,,1,,,,Double vitrage,Oui,Oui,,,,5,,,,Oui,4 m²,Ouest,,,Oui,Oui,,Non,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Nouveau,30 m²,,Oui,,,,,,Super équipée,Gaz,,62 kWh/m²/an,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/dave/vbc26189,VBC26189,Appartement à vendre,315000,Rue Julie Dessy 8,5100 Dave,,2024,,2,15 m²,10 m²,,,94 m²,Non,,,,,,,1,,1,,,,Double vitrage,Oui,Oui,,,,5,,,,Oui,28 m²,Sud-est,,,Oui,Oui,,Non,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Nouveau,36 m²,,Oui,,,,,,Super équipée,Gaz,,98 kWh/m²/an,,,,1838,9197 kWh/an,,,,Oui,Oui,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/dave/vbc27178,VBC27178,Appartement à vendre,270000,Rue Julie Dessy 8,5100 Dave,,2022,,2,15 m²,11 m²,,,95 m²,Non,,,,,,,1,,,,,,,Oui,Oui,,,,5,,,,Oui,5 m²,Sud-est,,,Oui,Oui,,Non,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Nouveau,36 m²,,Oui,,,,,,Super équipée,Gaz,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/dave/vbc21765,VBC21765,Appartement à vendre,286000,Rue de Sedent 44,5100 Dave,,2022,,3,11 m²,8 m²,15 m²,,117 m²,Non,,,,,,,1,,1,,,,Double vitrage,Oui,Non,,,,5,,,,Oui,8 m²,Sud-est,,,Oui,Oui,,Non,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,Nouveau,42 m²,,Oui,,,,,,Super équipée,Gaz,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/dave/vbc11477,VBC11477,Maison à vendre,339000,Rue Fond Messire 24,5100 Dave,Non,1964,A l’acte,4,16 m²,14 m²,14 m²,,133 m²,Non,Oui,,Oui,1,3,,1,1,2,,,,Double vitrage,Non,Non,,4,,1,,Oui,,Oui,,,2630 m²,,Oui,Oui,,Non,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,À rénover,30 m²,,,,,,,,Semi-équipée,Mazout,,301 kWh/m²/an,,,,74,45899 kWh/an,Kitchenette,,,,,,,,18 m²,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbb71009,VBB71009,Maison à vendre,875000,,5100 Wépion,Non,1900,A l’acte,6,20 m²,22 m²,30 m²,25 m²,320 m²,Non,Oui,,Oui,2,2,,1,1,3,,,,Simple vitrage,Non,Non,,4,13 m,2,2,Oui,1950 m²,Oui,17 m²,Est,2669 m²,13 m,,,,Non,"non, pas d'attestation",,,,Risque moyen,Information non communiquée,À rénover,45 m²,20 m²,Oui,,Oui,,,,,Mazout,,523 kWh/m²/an,,12/04/2034,,129,219067 kWh/an,,,,,,,,37 m²,24 m²,,,,20 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbb55720,VBB55720,Maison à vendre en viager,60000,Rue Madame Moutot 11,5100 Wépion,,1980,,3,,,,,130 m²,Non,,,,,,,1,,2,,Oui,,,Non,,Est,4,,,3,Oui,1000 m²,Oui,25 m²,,1133 m²,,,Oui,,,pas d'application,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Gaz,,146 kWh/m²/an,20230719003268,19/07/2033,145 m²,,16697 kWh/an,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5100/dave/vbb07964,VBB07964,Appartement à vendre,314000,,5100 Dave,,2024,,3,12 m²,9 m²,14 m²,,117 m²,Non,,,Oui,,1,,2,1,1,,,,,Oui,Oui,,2,,5,,,,Oui,8 m²,Sud-est,,,,,,Non,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Nouveau,37 m²,1 m²,Oui,,,,,,,Gaz,,65 kWh/m²/an,,06/12/2024,,12,,,,,Oui,Oui,,,,6 m²,,,,,,,,,,2,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/wepion/vbc57521,VBC57521,Maison à vendre,525000,Rue du Pairibonnier 12,5100 Wépion,,1970,,4,,,,,269 m²,Non,Oui,,Oui,1,,,2,,2,,,,,Non,,Nord-ouest,4,18 m,,5,Oui,2823 m²,Oui,25 m²,,2973 m²,,,Oui,,,"oui, attestation non conforme",Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,,51 m²,8 m²,,,,,,,Super équipée,Mazout,98 m,589 kWh/m²/an,20250218010613,18/02/2035,,146,127655 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5100/dave/vbc45727,VBC45727,Maison à vendre,487000,Avenue Sart Paradis 58,5100 Dave,,1990,,4,,,,,231 m²,Non,,,,,,,1,1,2,,Oui,,,Non,,Ouest,4,,1,2,Oui,,Oui,,,1404 m²,,,Oui,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,Semi-équipée,Electrique,,360 kWh/m²/an,20241106001779,06/11/2034,231 m²,78,83019 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5100/dave/vbc45726,VBC45726,Villa à vendre,487000,Avenue Sart Paradis 58,5100 Dave,,1990,,4,,,,,231 m²,Non,,,,,,,1,1,2,,Oui,,,Non,,Ouest,4,,1,2,Oui,,Oui,,,1404 m²,,,Oui,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,Semi-équipée,Electrique,,360 kWh/m²/an,20241106001779,06/11/2034,231 m²,78,83019 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
