ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Grenier,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_du_séjour,Étage_de_lappartement,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Attestation__Asbuilt,Bien_actuellement_loué,Caves,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Nombre_de_douches,Surface_chambre_à_coucher_1,Type_de_cuisine,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Type_de_vitrage,Accessible_aux_moins_valides,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Surface_des_caves,Parlophone,Surface_totale,Surface_chambre_à_coucher_2,Nombre_de_place_de_parking_intérieur,Panneaux_solaires,Orientation_de_la_terrasse,Surface_du_bureau,Panneaux_solaires_thermiques,Attestation__Citernes_à_mazout,Largeur_de_la_façade,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_jardin,Surface_salle_à_manger,Alarme_antieffraction,Largeur_du_terrain_à_rue,Profondeur_du_terrain,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Chauffage_au_sol,Feu_ouvert,Orientation_du_jardin,Citerne_à_eau_de_pluie,Possibilités_pour_profession_libérale,Surface_constructible,Pompe_à_chaleur,Attestation__Installation_électrique__Validité,Adaptations_pour_les_seniors,Surface_du_grenier,Espace_ouvert_sensible_à_leau__WORG,Balcon,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Maison_basse_énergie,Station_de_charge_électrique,Surface_du_garage,Adoucisseur_deau,Porte_daccès_sécurisée,Air_conditionné,Niveau_E,Appartement_de_service,Compteur_Bihoraire,Compteur_deau_individuel,Domotique,HammamSaunaJacuzzi
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1490/court-saint-etienne/vbc81165,VBC81165,Rez-de-chaussée à vendre,399900,Rue Basse 2 B001,1490 Court-Saint-Étienne,Excellent,2024,A l’acte,3,109 m²,,Oui,Oui,,Super équipée,2,2,Air pulsé,Oui,,4,1,Oui,Oui,,,,,19/03/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,35 m²,0,,12 m²,,,,,,,,,2,14 m²,,,,,Oui,Oui,,Oui,Non,,Oui,,10 m²,1,Oui,,,,,,10 m²,,,,,,,,Oui,Non,Non,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1490/court-saint-etienne/vbc81164,VBC81164,Rez-de-chaussée à vendre,434400,Rue Basse 2 A002,1490 Court-Saint-Étienne,Nouveau,2024,A l’acte,3,137 m²,,Oui,Oui,,Super équipée,2,2,Air pulsé,Oui,,4,1,Oui,Oui,,,,,19/03/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,35 m²,0,,13 m²,,,,,,,,,2,14 m²,,,,,Oui,Oui,,Oui,Non,,Oui,,10 m²,1,Oui,,,,,,10 m²,,,60 m²,,,,,Oui,Non,Non,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1490/court-saint-etienne/vbc81163,VBC81163,Rez-de-chaussée à vendre,434100,Rue Basse 2 A001,1490 Court-Saint-Étienne,Nouveau,2025,A l’acte,3,137 m²,,Oui,Oui,,Super équipée,2,3,Air pulsé,Oui,,4,1,Oui,Oui,,,,,19/03/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,36 m²,0,,13 m²,,,,,,,,,2,13 m²,,,,,Non,Oui,,Oui,Non,,Oui,,11 m²,1,Oui,Sud,,,,,11 m²,,,92 m²,,,,,Oui,Non,Non,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1490/court-saint-etienne/vbc81162,VBC81162,Penthouse à vendre,535300,Rue Basse 2 A102,1490 Court-Saint-Étienne,Nouveau,2024,A l’acte,4,190 m²,,Oui,Oui,,Super équipée,2,2,Air pulsé,Oui,,4,1,,Oui,,,,,19/03/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,45 m²,1,,13 m²,,,,,,,,,2,14 m²,,,7 m²,,Oui,,,,Non,,Oui,,10 m²,1,Oui,,,,,,10 m²,1640 m²,,,,,,,Oui,,Non,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1490/court-saint-etienne/vbc81161,VBC81161,Penthouse à vendre,533200,Rue Basse 2 A101,1490 Court-Saint-Étienne,Nouveau,2024,A l’acte,4,189 m²,,Oui,Oui,,Super équipée,2,3,Air pulsé,Oui,,4,1,,Oui,,,,,19/03/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,35 m²,1,,12 m²,,,,,,,,,2,13 m²,,,,,Non,Oui,,Oui,Non,,Oui,,11 m²,1,Oui,,,,,,11 m²,20 m²,,,,,,,Oui,Non,Non,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1490/court-saint-etienne/vbc81160,VBC81160,Penthouse à vendre,529100,Rue Basse 2 B102,1490 Court-Saint-Étienne,Nouveau,2024,A l’acte,4,190 m²,,Oui,Oui,,Super équipée,2,2,Air pulsé,Oui,,,1,,Oui,,,,,19/03/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,35 m²,1,,12 m²,,,,,,,,,1,13 m²,,,6 m²,,Oui,Oui,,Oui,Non,,Oui,,11 m²,1,Oui,Sud,,,,,10 m²,20 m²,,,,,,,Oui,Non,Non,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1490/court-saint-etienne/vbc81111,VBC81111,Rez-de-chaussée à vendre,424600,Rue Basse 2 B002,1490 Court-Saint-Étienne,Nouveau,2024,A l’acte,3,137 m²,,Oui,Oui,,Super équipée,2,2,Air pulsé,Oui,,4,1,,Oui,,,,,19/03/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,35 m²,0,,12 m²,,,,,,,,,1,13 m²,,,6 m²,,Non,,,,Non,,Oui,,11 m²,1,Oui,,,,,,11 m²,,,,,,,,Oui,Non,Non,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1490/court-saint-etienne/vbc78865,VBC78865,Appartement à vendre,219000,Rue des Noirs Talons,1490 Court-Saint-Étienne,Nouveau,2026,,1,56 m²,Non,,,,Super équipée,1,1,,Oui,,,,Oui,Oui,,,,,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,1,4,9 m²,,,Oui,,,,,,,,,,,,Oui,,,,Non,,Oui,,,,,Ouest,,,,,,,,,,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1490/court-saint-etienne/vbc78864,VBC78864,Appartement à vendre,429000,Rue des Noirs Talons,1490 Court-Saint-Étienne,Nouveau,2026,,3,114 m²,Non,,,,Super équipée,2,2,,Oui,,,,Oui,Oui,,,,,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,1,4,12 m²,,,Oui,,,,,,,,,,,,Oui,,,,Non,,Oui,,,,,Ouest,,,,,,,,,,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1490/court-saint-etienne/vbc78863,VBC78863,Appartement à vendre,535000,Rue des Noirs Talons,1490 Court-Saint-Étienne,Nouveau,2026,,3,124 m²,Non,,,,Super équipée,2,2,,Oui,,,,Oui,Oui,,,,,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,4,4,62 m²,,,Oui,,,,,,,,,,,,Oui,,,,Non,,Oui,,,,,Nord-ouest,,,,,,,,,,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1490/court-saint-etienne/vbc77333,VBC77333,Penthouse à vendre,465000,,1490 Court-Saint-Étienne,Nouveau,2025,Immédiatement,3,150 m²,Non,,,,,2,2,,Oui,Sud-est,3,,,Oui,,78 kWh/m²/an,,,,15,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,49 m²,3,3,12 m²,,,,,,,,,1,16 m²,,10 m²,4 m²,,Oui,Oui,,,Oui,,Oui,,15 m²,,,,,,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1490/court-saint-etienne/vbc77332,VBC77332,Penthouse à vendre,560000,,1490 Court-Saint-Étienne,Nouveau,2025,Immédiatement,3,160 m²,Non,,,,,2,2,,Oui,,3,,,Oui,,81 kWh/m²/an,,,,15,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,53 m²,3,3,14 m²,,,,,,,,,1,22 m²,,10 m²,6 m²,Double vitrage,Oui,,,,Non,,Oui,,11 m²,,,,,,,,12 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1490/court-saint-etienne/vbc77331,VBC77331,Penthouse à vendre,560000,,1490 Court-Saint-Étienne,Nouveau,2025,Immédiatement,3,169 m²,Non,,Oui,,Super équipée,2,2,,Oui,,3,,,Oui,,79 kWh/m²/an,,,,14,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,56 m²,3,3,19 m²,,,,,,,,,1,19 m²,,,9 m²,Double vitrage,Oui,,,,Non,,Oui,,18 m²,,,,,,,,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbc77284,VBC77284,Maison à vendre,395000,,1490 Court-Saint-Étienne,À rénover,,A l’acte,4,230 m²,Non,,Oui,1,Equipée,2,3,Gaz,Non,,3,1,Oui,Oui,2157 m²,226 kWh/m²/an,226 kWh/an,,13/01/2017,56,"oui, attestation conforme",Risque élevé,Information non communiquée,80 m²,,2,30 m²,,,,,,,,,1,20 m²,Américaine,,,,Non,Non,Oui,,Non,,,,20 m²,1,,Ouest,9 m²,,,10 m,25 m²,9 m²,,1000 m²,,,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbc76083,VBC76083,Maison à vendre,265000,,1490 Court-Saint-Étienne,Normal,1920,Immédiatement,2,71 m²,Non,Non,,,,1,1,Gaz,Non,,3,,,Oui,,421 kWh/m²/an,,20250228017001,28/02/2035,77,"oui, attestation conforme",Information non communiquée,Information non communiquée,24 m²,,,10 m²,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1490/court-saint-etienne/vbc74215,VBC74215,Appartement à vendre,309000,Rue Defalque,1490 Court-Saint-Étienne,Nouveau,2025,A l’acte,2,94 m²,Non,,Oui,,,2,2,Gaz,Oui,,,,,Oui,,98 kWh/m²/an,9169 kWh/an,,10/01/2035,18,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,33 m²,1,3,6 m²,,,Oui,,,,,,,12 m²,,,,Double vitrage,Non,Oui,Oui,Oui,Non,,Oui,,9 m²,2,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1490/court-saint-etienne/vbc73274,VBC73274,Appartement à vendre,139000,,1490 Court-Saint-Étienne,Normal,,Immédiatement,1,,Non,Non,Oui,1,,,1,Gaz,Non,Nord-est,3,,,,,300 kWh/m²/an,,20241029020638,29/10/2034,55,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,,,Non,Non,Non,Non,Non,Non,Non,1,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1490/court-saint-etienne/vbc70803,VBC70803,Appartement à vendre,179000,,1490 Court-Saint-Étienne,Normal,,Immédiatement,1,,Non,Non,,,,,1,Gaz,Non,Nord-est,3,,Non,Oui,,300 kWh/m²/an,14457 kWh/an,20241029020638,29/10/2034,55,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,11 m²,,Non,Non,Non,Non,Non,Non,Non,1,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1490/court-saint-etienne/vbc70265,VBC70265,Appartement à vendre,535000,,1490 Court-Saint-Étienne,Nouveau,2027,,3,127 m²,Non,,,,Super équipée,2,2,,Oui,Est,2,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,4,4,54 m²,,,Oui,,,,,,1,,,,,Double vitrage,Oui,Oui,,Oui,Non,,Oui,,,,,Ouest,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1490/court-saint-etienne/vbc70177,VBC70177,Appartement à vendre,197000,Rue des Noirs Talons,1490 Court-Saint-Étienne,Nouveau,2026,,1,57 m²,Non,,,,Super équipée,1,1,,Oui,,,,Oui,Oui,,,,,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,1,4,10 m²,,,Oui,,,,,,,12 m²,,,,,Oui,,,,Non,,Oui,,,,,Nord,,,,,,,,,,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1490/court-saint-etienne/vbc70159,VBC70159,Appartement à vendre,429000,,1490 Court-Saint-Étienne,Nouveau,2026,,3,114 m²,Non,,,,Super équipée,2,1,,Oui,Est,,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,,4,12 m²,,,Oui,,,,,,,,,,,Double vitrage,Oui,Oui,,Oui,Non,,Oui,,,,,Ouest,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1490/court-saint-etienne/vbc70157,VBC70157,Appartement à vendre,314000,,1490 Court-Saint-Étienne,Nouveau,2026,,2,90 m²,Non,,,,Super équipée,1,1,,Oui,Est,,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,4,9 m²,,,Oui,,,,,,,,,,,Double vitrage,Oui,Oui,,Oui,Non,,Oui,,,,,Ouest,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1490/court-saint-etienne/vbc70156,VBC70156,Appartement à vendre,197000,,1490 Court-Saint-Étienne,Nouveau,2026,,1,57 m²,Non,,,,Super équipée,1,1,,Oui,Est,,,,Oui,,,,,,,,Information non communiquée,Information non communiquée,,1,4,10 m²,,,Oui,,,,,,,,,,,Double vitrage,Oui,Oui,,Oui,Non,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbc69539,VBC69539,Maison à vendre,1350000,,1490 Court-Saint-Étienne,À rénover,1974,A l’acte,8,550 m²,Non,Oui,,,Equipée,5,5,,Non,,4,5,Oui,Oui,27000 m²,185 kWh/m²/an,125331 kWh/an,,23/01/2035,46,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,120 m²,,3,50 m²,,,Oui,,Oui,,,,1,46 m²,Américaine,21 m²,,Double vitrage,Non,,,Oui,Oui,,,,14 m²,,Oui,Sud-est,,,,32 m,13 m²,12 m²,19 m²,2650 m²,40 m²,,32 m,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbc67575,VBC67575,Maison à vendre,360000,Avenue des Combattants 26,1490 Court-Saint-Étienne,,,,3,193 m²,Non,Oui,,,,1,,Gaz,Non,Ouest,,2,Oui,,230 m²,220 kWh/m²/an,,20230113014152,13/01/2033,41,"oui, attestation conforme",Information non communiquée,Information non communiquée,16 m²,,1,,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,Oui,Oui,,,,,,,,,,,,8 m,,,,99 m²,,,,28 m,,,,,,,,,76 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbc01086,VBC01086,Maison à vendre,425000,Rue du Cerisier 12,1490 Court-Saint-Étienne,Normal,,A l’acte,3,322 m²,,,Oui,,,1,2,,,,2,,Oui,Oui,2949 m²,518 kWh/m²/an,166462 kWh/an,20241113008097,,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,44 m²,,4,,,,,,,,,,,17 m²,,,,Double vitrage,,Oui,,,,,,,35 m²,,Oui,,,,,,47 m²,,,,,,,,Non,,Non,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbc54851,VBC54851,Maison à vendre,295000,Rue du Bosquet 1,1490 Court-Saint-Étienne,Normal,1980,Immédiatement,3,,Non,Non,Oui,1,,1,1,,Non,Nord-est,4,1,Oui,Oui,400 m²,481 kWh/m²/an,,20250325022934,25/02/2035,119,pas d'application,Information non communiquée,Information non communiquée,,,,,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbc48717,VBC48717,Maison à vendre,313000,Rue des Ecoles 63,1490 Court-Saint-Étienne,À rénover,1900,Immédiatement,3,119 m²,Non,,,,Semi-équipée,1,2,Gaz,Non,Nord-ouest,3,,Oui,Oui,370 m²,,73126 kWh/an,20241223010777,23/12/2034,397,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,,20 m²,,,,,,,,,1,,,,,,,,,,,,,,,,,,7 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbc43657,VBC43657,Maison à vendre,395000,,1490 Court-Saint-Étienne,Normal,1980,Immédiatement,3,143 m²,Non,,Oui,1,,,1,Gaz,Non,Nord-ouest,4,2,Non,Oui,535 m²,278 kWh/m²/an,65260 kWh/an,20250108006539,08/01/2035,60,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,,30 m²,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/1490/court-saint-etienne/vbc39998,VBC39998,Penthouse à vendre,529600,,1490 Court-Saint-Étienne,Nouveau,2024,A l’acte,4,189 m²,,Oui,Oui,,Super équipée,2,2,Air pulsé,Oui,,,1,,Oui,,,,,19/03/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,29 m²,1,,13 m²,,,,,,,,,2,14 m²,,,7 m²,,Oui,,,,Non,,Oui,,10 m²,1,Oui,,,,,,10 m²,1585 m²,,,,,,,Oui,,Non,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbc25522,VBC25522,Maison à vendre,725000,Rue de la Papeterie 9,1490 Court-Saint-Étienne,Excellent,2005,Immédiatement,5,300 m²,Non,Oui,Oui,1,Super équipée,1,3,Mazout,Non,,4,3,Oui,Oui,1564 m²,170 kWh/m²/an,58654 kWh/an,,20/09/2034,42,"oui, attestation conforme",Information non communiquée,Information non communiquée,49 m²,,2,20 m²,,Non,,Oui,,,,,1,15 m²,,19 m²,10 m²,Double vitrage,Non,Oui,,,Non,,,,13 m²,,Oui,,,,,12 m,14 m²,15 m²,26 m²,1369 m²,,Oui,12 m,62 m,,Non,Non,,,,,,,,,,23 m²,,,,,,,,,,,,Oui,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1490/court-saint-etienne/vbc12472,VBC12472,Appartement à vendre,560000,Rue Defalque,1490 Court-Saint-Étienne,Nouveau,2023,,3,160 m²,Non,,Oui,,Super équipée,2,2,Gaz,Oui,,,,,Oui,,81 kWh/m²/an,13766 kWh/an,,10/01/2035,15,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,63 m²,3,3,14 m²,,,Oui,,,,,,,22 m²,,,,Double vitrage,Oui,Oui,Oui,Oui,Non,,,,12 m²,2,,Sud-ouest,,,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbc16151,VBC16151,Maison à vendre,320000,,1490 Court-Saint-Étienne,Normal,1970,Immédiatement,1,80 m²,Non,,,,,1,1,Gaz,Non,Nord-ouest,3,2,Non,Oui,351 m²,316 kWh/m²/an,32416 kWh/an,20241125011958,25/11/2034,69,pas d'application,Information non communiquée,Information non communiquée,19 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,80 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1490/court-saint-etienne/rwc37841,RWC37841,Villa à vendre,351550,,1490 Court-Saint-Étienne,Excellent,2025,A convenir,3,740 m²,,Oui,Oui,,Super équipée,,,Non specifié,,,4,1,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,,,,Oui,,,,Américaine,,,,,Oui,Oui,,,,,,,1,Oui,,,,,,,,,,,,,,,,,Oui,,,Oui,Non,,,,,,,,,,,,,,,,,,23,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1490/court-saint-etienne/vbb86411,VBB86411,Appartement à vendre,311000,Rue Defalque,1490 Court-Saint-Étienne,Nouveau,2023,,2,85 m²,Non,,Oui,,Super équipée,1,2,Gaz,Oui,,,,,Oui,,,,,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,30 m²,0,3,35 m²,,,Oui,,,,,,,14 m²,,,,Double vitrage,Oui,Oui,Oui,Oui,Non,,,,12 m²,2,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vba98784,VBA98784,Maison à vendre,658834,,1490 Court-Saint-Étienne,Nouveau,,,3,328 m²,,Oui,Oui,1,,2,2,,,,4,,,,876 m²,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 m,,,,,,,13 m,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vay42070,VAY42070,Maison à vendre,350000,,1490 Court-Saint-Étienne,Normal,1930,A convenir,3,165 m²,Non,,,,,1,2,Gaz,Non,Sud-est,3,,Oui,Oui,300 m²,233 kWh/m²/an,47096 kWh/an,20220916025305,16/09/2032,,"oui, attestation conforme",Information non communiquée,Information non communiquée,18 m²,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbb91146,VBB91146,Maison à vendre,295000,Rue des Ecoles 23,1490 Court-Saint-Étienne,À rénover,1960,A convenir,3,133 m²,Non,Oui,Oui,1,,1,2,Gaz,Non,Sud-ouest,4,1,,,291 m²,460 kWh/m²/an,,20231118001286,18/11/2033,,pas d'application,Information non communiquée,Information non communiquée,37 m²,,,,,Non,Non,Non,Non,Non,Non,Non,1,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbb40490,VBB40490,Maison à vendre,475000,Drève des Deux Bois 3,1490 Court-Saint-Étienne,,,,2,115 m²,Non,Oui,,,Non équipée,1,2,,Non,,,,Oui,Oui,1500 m²,287 kWh/m²/an,36740 kWh/an,20240415024343,15/04/2034,71,pas d'application,Information non communiquée,Information non communiquée,45 m²,,,40 m²,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbb09581,VBB09581,Maison à vendre,300000,Rue du Pont de Pierres 14,1490 Court-Saint-Étienne,,,,3,125 m²,Non,Oui,,,Non équipée,1,2,,Non,,,,Oui,Oui,166 m²,284 kWh/m²/an,41343 kWh/an,20170116001476,16/01/2027,52,pas d'application,Information non communiquée,Information non communiquée,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1490/court-saint-etienne/vbb03892,VBB03892,Maison à vendre,575000,Rue de Sart 76,1490 Court-Saint-Étienne,Normal,1980,Immédiatement,4,200 m²,Non,,Oui,1,Super équipée,1,2,Mazout,Non,Ouest,4,4,Oui,Oui,1107 m²,270 kWh/m²/an,75165 kWh/an,20230713015403,13/07/2033,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,38 m²,,,70 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,8 m²,,,17 m,,,,,,,,38 m,,,,,,,,,136 m²,,,,,,,,,,,,,,,,,,,,,,
