ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Surface_du_séjour,Caves,Surface_des_caves,Grenier,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Parlophone,Alarme_antieffraction,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Orientation_de_la_terrasse,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Conso_spécifique_dénergie_primaire,Attestation__Installation_électrique,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Disponibilité_du_bien,Meublé,Surface_du_grenier,Buanderie,Type_de_cuisine,Nombre_de_toilettes,Ascenseur,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_du_jardin,Largeur_du_terrain_à_rue,Piscine_extérieure,Date_de_validité_PEB,Emission_de_CO2,Attestation__Citernes_à_mazout,Espace_ouvert_sensible_à_leau__WORG,Pompe_à_chaleur,Étage_de_lappartement,Orientation_du_jardin,Permis_de_bâtir_obtenu,Affectation_urbanistique_la_plus_récente,Véranda,Salle_à_manger,Dressing,Local_vélo,Panneaux_solaires,Référence_PEB,Le_bien_fait_lobjet_dun_droit_de_préemption,Équipement_de_la_cuisine,Permis_durbanisation_accordé,Nombre_de_douches,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Possibilités_pour_profession_libérale,Chauffage_au_sol,Niveau_E,Surface_salle_à_manger,Surface_de_la_terrasse,Surface_constructible,Attestation__Asbuilt,Station_de_charge_électrique,Maison_basse_énergie,Compteur_Bihoraire,Porte_daccès_sécurisée,Profondeur_du_terrain,Surface_chambre_à_coucher_5,Surface_de_la_véranda,Porte_de_garage_motorisée,Adoucisseur_deau,HammamSaunaJacuzzi,Feu_ouvert,Attestation__Citernes_à_mazout__Validité,Clef_électronique,Panneaux_solaires_thermiques,Domotique,Surface_totale,Surface_du_bureau,Conso_annuelle_totale_dénergie_primaire,Surface_du_dressing,Attestation__Installation_électrique__Validité,Appartement_de_service,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel
https://immovlan.be/fr/detail/maison/a-vendre/1840/malderen/rbs25450,RBS25450,Maison à vendre,449000,,1840 Malderen,Excellent,1918,4,,,,,203 m²,,Non,,Non,Oui,1,,,,2,,Gaz,Double vitrage,,,,,4,,Oui,Oui,,500 m²,,Oui,Oui,,367 kWh/m²/an,"non, pas d'attestation",,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,2,,,,,,,Non,,,,,,,Sud,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,Non,Non,Non,,20240603-0003269187-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1840/londerzeel/rwc37809,RWC37809,Maison à vendre,375550,,1840 Londerzeel,Excellent,2025,3,,,,,199 m²,,,,Oui,Oui,,1,,,,,Non specifié,,,,,,2,1,,,,,Oui,Oui,,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,A convenir,,,Oui,Américaine,,,,,,,,,,,,,,,,,,,,,,Oui,,,Super équipée,,,,,Non,Oui,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1840/londerzeel/rbj89957,RBJ89957,Maison à vendre,155000,,1840 Londerzeel,Normal,1959,3,7 m²,11 m²,16 m²,,130 m²,12 m²,Oui,,Oui,,,,,9 m²,1,,Charbon,,,,,,2,,Oui,,,199 m²,,,Oui,,1137 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,,,,,Américaine,1,,Nord,,2,,,,,,,,,,,,,,Oui,,,,,Non,Equipée,,,,,,,,18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1880/kapelle-op-den-bos/rbt69410,RBT69410,Maison à vendre,379000,Mechelseweg 273 A,1880 Kapelle-op-den-Bos,,2017,2,,,,,,,Non,,Oui,Oui,,,,,1,,Gaz,,Non,,Non,Non,2,2,Oui,Oui,,286 m²,,,,,0 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,Non,A partir du : 30/11/2025,,,Non,,2,Non,Nord,6 m,3,,10 m,Non,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,Non,Non,Non,,23039-G-A 2071/EP09188/A001/D01/SD001,Oui,,,,Non,Non,,,63,,,,,,,,,44 m,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1880/kapelle-op-den-bos/rbt66485,RBT66485,Maison à vendre,499000,Haaksdonkweg 16,1880 Kapelle-op-den-Bos,À rénover,,2,,,,,230 m²,,Non,,Oui,Oui,1,,33 m²,,2,5 m²,Bois,Double vitrage,,,,Non,,,,Oui,,10808 m²,,,,,1078 kWh/m²/an,"non, pas d'attestation",,,,,Pas de risque d’inondation,Information non communiquée,,,,121 m²,,,,Non,Nord-ouest,,,,,,27/09/2034,,,,,,,,,Non,,,,,20240927-0003389479-RES-1,,,Non,,,Non,,,,,30 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1880/kapelle-op-den-bos/rbt66116,RBT66116,Maison à vendre,420000,Oudstrijdersstraat 101,1880 Kapelle-op-den-Bos,Normal,1936,5,,,,,160 m²,,Oui,11 m²,Oui,,,,,,1,4 m²,Gaz,Double vitrage,Oui,,,Non,,3,Oui,,,486 m²,,,,,178 kWh/m²/an,"non, pas d'attestation",,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,Non,,,,,,,14/08/2034,,,,,,,,,Non,,,,,20240814-0003340892-RES-1,,,Non,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1880/kapelle-op-den-bos/rbt15174,RBT15174,Immeuble mixte à vendre,260000,Mechelseweg 220,1880 Kapelle-op-den-Bos,À rénover,1935,7,16 m²,13 m²,18 m²,12 m²,293 m²,,Oui,10 m²,Oui,,,,,35 m²,2,,,,,,,Non,2,,,,,155 m²,,Oui,Oui,,,,,,,,Pas de risque d’inondation,Information non communiquée,,A l’acte,,65 m²,,,,,,,,,,,,,,,,,,Oui,,,Oui,,,,,Oui,,,,,,,,,40 m²,,,,,,,,,14 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1880/kapelle-op-den-bos/rbt42733,RBT42733,Maison à vendre,649000,Hombeekseweg 12,1880 Kapelle-op-den-Bos,,1998,3,28 m²,26 m²,23 m²,,225 m²,57 m²,,,Oui,Oui,1,1,,17 m²,1,,Gaz,Double vitrage,,,,,4,2,Oui,Oui,Nord-est,726 m²,Oui,Oui,Oui,,243 kWh/m²/an,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,,A l’acte,,,,,2,,,9 m,,,9 m,,17/02/2035,,,,,,,Oui,,,,,,,,Non,Super équipée,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1880/kapelle-op-den-bos/rbt15664,RBT15664,Appartement à vendre,319000,,1880 Kapelle-op-den-Bos,Excellent,2011,2,,,,,85 m²,,,,,,,,,,1,,Gaz,Double vitrage,Oui,Oui,,,2,,Oui,Oui,,,,Oui,Oui,,152 kWh/m²/an,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,1,,,,3,,,,,,,,,0,Sud-ouest,Oui,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,23039-G-A 1714/EP03407/A001/D01/SD013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1880/kapelle-op-den-bos/rbs35652,RBS35652,Maison à vendre,350000,Kuiermansstraat 26,1880 Kapelle-op-den-Bos,À rénover,1899,3,,,,,146 m²,,,,,Oui,2,,,,1,,Gaz,,,,,,,,Oui,Oui,,535 m²,,,,,554 kWh/m²/an,"oui, attestation non conforme",,,,,Pas de risque d’inondation,Information non communiquée,,A convenir,Non,,,,2,Non,Ouest,,,,,,30/12/2034,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,20241230-0003491912-RES-1,,Semi-équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1880/ramsdonk/rbt68107,RBT68107,Maison à vendre,250000,Londerzeelseweg 39,1880 Ramsdonk,À rénover,1935,2,,,,,105 m²,,,,Oui,Oui,1,,,,1,,Mazout,,,,,,3,,Oui,Oui,,565 m²,,,,,782 kWh/m²/an,"oui, attestation non conforme",,,,,Pas de risque d’inondation,Information non communiquée,,A convenir,Non,,,,1,Non,Nord,,,,,,23/03/2035,,,,,,,Oui,,,,,,,20250323-0003558740-RES-1,,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1880/nieuwenrode/rbt08601,RBT08601,Maison à vendre,649000,Molenstraat 60,1880 Nieuwenrode,Normal,1958,3,,,,,220 m²,,,,,Oui,1,,,,1,,Gaz,,,,,,4,3,Oui,Oui,,2117 m²,,,,,398 kWh/m²/an,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,,A convenir,Non,,,,2,Non,Ouest,,,,,,25/10/2031,,,,,,,,,,,,,,20211028-0002483844-RES-2,Non,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1910/kampenhout/rbt72950,RBT72950,Appartement à vendre,250000,Bergstraat 24 1,1910 Kampenhout,Excellent,1970,2,,,,,76 m²,,,,,,,,,,1,,,,,,,,2,,,,,,,,Oui,,298 kWh/m²/an,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,,Immédiatement,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,Non,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbt72949,RBT72949,Maison à vendre,499000,Bergstraat 24,1910 Kampenhout,,1970,3,,,,,185 m²,,,,,Oui,,,,,2,,,,,,,,4,,Oui,Oui,,680 m²,,,Oui,,240 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,,Immédiatement,,,,,2,,,,,,,,,,,,,,,Oui,,,,,,,,Non,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbt10435,RBT10435,Maison à vendre,,Notelarendreef 39,1910 Kampenhout,Nouveau,,3,,,,,169 m²,,,,Oui,,,,,,,,,,,,,,4,,Oui,,,656 m²,,,Oui,,0 kWh/m²/an,"non, pas d'attestation",,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,Oui,,Nord,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/1910/kampenhout/rwc39249,RWC39249,Bungalow à vendre,500000,Van Bellinghenlaan 48,Ter Bronnen,Normal,1985,3,,,,,180 m²,,Non,,Oui,Oui,,,,,1,,Electrique,Double vitrage,,,,,4,,Oui,Oui,,1289 m²,,,,,468 kWh/m²/an,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,Non,A l’acte,,47 m²,,,,,Nord-est,15 m,,,25 m,,01/04/2035,,,,,,Ouest,,,Oui,,,Oui,Oui,20250401-0003567734-RES-1,,Equipée,,,,Non,,,,,8 m²,,,,,,,48 m,,27 m²,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1910/kampenhout/rwc38333,RWC38333,Villa à vendre,595000,Fazantendal 1A,1910 Kampenhout,À rénover,1975,5,,,,,347 m²,,Oui,120 m²,Oui,Oui,,2,,,2,,Mazout,Double vitrage,Non,,Oui,,4,2,Oui,Oui,,1757 m²,Oui,,Oui,Oui,285 kWh/m²/an,pas d'application,,,,,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,,,Oui,,,,,,,1620 m²,43 m,,13/11/2024,,"oui, attestation conforme",,Non,,Sud,,,,,,Oui,Non,20241113-0003439739-RES-1,,,,,,Oui,Oui,,,,10 m²,,,Non,Non,,,,,,Oui,Oui,Oui,Oui,12/12/2029,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1910/kampenhout/rbt42109,RBT42109,Appartement à vendre,395000,Haachtsesteenweg 280 B3,1910 Kampenhout,Normal,1999,4,,,,,184 m²,,,,,Oui,,,,,1,,Gaz,Double vitrage,,,,,3,2,,Oui,,,Oui,Oui,Oui,,99 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,,,,2,Non,,,,,,,26/01/2033,,,,,,,Oui,,,,,,,,Non,Super équipée,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbt34842,RBT34842,Maison à vendre,375000,Haachtsesteenweg 70,1910 Kampenhout,Excellent,,3,,,,,166 m²,,Non,,Non,,,,,,2,,,Double vitrage,Non,,Non,Non,,1,Oui,Oui,,,,Oui,Oui,,287 kWh/m²/an,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,Non,Immédiatement,Non,,Non,,,Non,,,,,,,,,,,,,,Non,"Zone, info non disponible",Non,Non,Non,Non,Non,20250519-0003604015-RES-1,Non,Equipée,Non,,Non,Non,,Non,,,,191 m²,Non,,,,,,,,Non,,Non,Non,,Non,Non,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/nederokkerzeel/rbt30852,RBT30852,Maison à vendre,320000,laarstraat 2,1910 Nederokkerzeel,,,2,,,,,180 m²,,Oui,,Oui,Oui,1,,,,,,,Double vitrage,,,,,4,,,,,430 m²,,,,,655 kWh/m²/an,"non, pas d'attestation",,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UC3595774-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/nederokkerzeel/rbt30850,RBT30850,Maison à vendre,340000,laarstraat 2,1910 Nederokkerzeel,,,2,,,,,180 m²,,Oui,,Oui,Oui,1,,,,,,,Double vitrage,,,,,4,,Oui,,,2830 m²,,,,,655 kWh/m²/an,"non, pas d'attestation",,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,Nord,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbs97245,RBS97245,Maison à vendre,650000,Binnenhof 4,1910 Kampenhout,Nouveau,2021,5,,,,,225 m²,,Non,,Non,Oui,1,,,,1,,Gaz,,,,,,3,1,Oui,Oui,,409 m²,,,,,32 kWh/m²/an,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Non,,Non,,2,Non,Sud-ouest,,,186 m²,,,17/09/2031,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,Non,Non,Non,,23038-G-OMV_2020066872/EPO2120/L003/D01/SD001,Non,Super équipée,,,,,,,,,12 m²,98 m²,,,,,,37 m,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbt10258,RBT10258,Maison à vendre,645000,Voortstraat 3,1910 Kampenhout,,,3,,,,,,,,,,Oui,1,,,,1,,Non specifié,Double vitrage,Non,,Non,Non,2,2,Oui,,,,,,,,53 kWh/m²/an,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,2,Non,,,3,,,,,,,,,,,,,,,,,,20241026-0003426237-RES-1,Oui,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rwc38958,RWC38958,Maison à vendre,385553,,1910 Kampenhout,Excellent,2025,3,,,,,600 m²,,,,Oui,Oui,,1,,,3,,Gaz,Double vitrage,,Oui,,,3,1,Oui,,,600 m²,Oui,Oui,Oui,Oui,,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,Non,A convenir,,,Oui,Américaine,,,,,,,,,,,,,Oui,,,,,,,,Oui,Oui,,,Super équipée,Oui,,,,Non,Oui,23,,,,,,Oui,Oui,,,,,,,,,,,,,600 m²,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbs75144,RBS75144,Maison à vendre,497000,Hutstraat 28,1910 Kampenhout,Nouveau,,3,,,,,143 m²,,Non,,Oui,,,,,,1,,,,,,,,3,,,,,419 m²,,,Oui,,,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,2,,,7 m,,,10 m,Non,,,,,Oui,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,Non,Non,Non,Oui,,,,,,,,,,,,,77 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1910/kampenhout/rbs81761,RBS81761,Appartement à vendre,299500,,1910 Kampenhout,,,1,19 m²,,,,80 m²,28 m²,,,,Oui,,,,9 m²,1,6 m²,,,,,,,2,,Oui,Oui,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,Non,,,,1,,,,1,239 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbs75146,RBS75146,Maison à vendre,496000,Hutstraat 28,1910 Kampenhout,Nouveau,,3,,,,,135 m²,,Non,,Oui,,,,,,1,,,,,,,,3,,,,,588 m²,,,Oui,,,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,2,,,7 m,,,10 m,Non,,,,,Oui,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,Non,Non,Non,Oui,,,,,,,,,,,,,74 m²,,,,,,50 m,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbs75145,RBS75145,Maison à vendre,480000,Hutstraat 28,1910 Kampenhout,Nouveau,,3,,,,,135 m²,,Non,,Oui,,,,,,1,,,,,,,,3,,,,,511 m²,,,Oui,,,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,Non,,2,,,7 m,,,10 m,Non,,,,,Oui,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Non,Non,Non,Non,Oui,,,,,,,,,,,,,74 m²,,,,,,50 m,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbs75143,RBS75143,Maison à vendre,457000,Hutstraat 28,1910 Kampenhout,Nouveau,,3,,,,,157 m²,,,,Oui,Oui,1,,,,1,,,,,,,,2,,,,,298 m²,,Oui,Oui,,,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,2,,,8 m,,,8 m,,,,,,Oui,,,Oui,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,Oui,,,,Oui,,,,,,,,,86 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/nederokkerzeel/rbs40797,RBS40797,Maison à vendre,555000,Binnenveldstraat 11A,1910 Nederokkerzeel,Nouveau,,4,17 m²,16 m²,12 m²,20 m²,207 m²,38 m²,,,,Oui,,1,,10 m²,2,,,Simple vitrage,Non,,Non,Non,,1,,Oui,,,,Non,Oui,,,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,Non,Immédiatement,Non,,,,2,Non,,,,,,,,,,,,,,Non,,,,,,Oui,,Non,Equipée,Non,,Non,Non,,Oui,,,17 m²,486 m²,Non,,,,,,,,Non,,Non,Non,,Non,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/nederokkerzeel/rbs40796,RBS40796,Maison à vendre,565000,Binnenveldstraat 9A,1910 Nederokkerzeel,Nouveau,,4,14 m²,16 m²,13 m²,21 m²,200 m²,39 m²,,,,Oui,,1,,10 m²,2,,,Simple vitrage,Non,,Non,Non,,1,,Oui,,,,Non,Oui,,,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,Non,Immédiatement,Non,,,,2,Non,,,,,,,,,,,,,,Non,,,,,,Oui,,Non,Equipée,Non,,Non,Non,,Oui,,,19 m²,471 m²,Non,,,,,,,,Non,,Non,Non,,Non,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbs26480,RBS26480,Maison à vendre,590000,Sint-Stefaanstraat 9,1910 Kampenhout,,2015,4,,,,,200 m²,40 m²,,,Oui,Oui,1,,,,1,,,,,,,,3,3,Oui,Oui,,531 m²,,,,,102 kWh/m²/an,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,,,Non,,,,2,Non,,,,531 m²,,,,,,,,,,,,,,,,,23038-G-5244/EP02064/E590/D01/SD002,Non,,,,,,,,,,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbp67004,RBP67004,Maison à vendre,389000,Watermolenstraat 1,1910 Kampenhout,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,4,,,,,881 m²,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,A l’acte,,,,,,Non,Sud-est,,,,20 m,,,,,,,,,Non,Zone agricole,,,,,,,Non,,Oui,,Non,Non,,,,,,,,,,,,45 m,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1910/kampenhout/rbr63429,RBR63429,Maison à vendre,340000,Perksesteenweg 51,1910 Kampenhout,À rénover,1957,3,,,,,141 m²,,,,Oui,Oui,1,,,,1,,Gaz,,,,,,3,2,Oui,Non,,865 m²,,,,,551 kWh/m²/an,"oui, attestation non conforme",,,,,Pas de risque d’inondation,Information non communiquée,,A l’acte,Non,,,,2,Non,,,,,,,28/08/2034,,,,,,,Oui,,,,,,,20240828-0003354061-RES-1,Non,Semi-équipée,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1950/kraainem/vbc90761,VBC90761,Maison à vendre,1850000,Avenue Reine Astrid 496,1950 Kraainem,Excellent,1962,5,17 m²,19 m²,26 m²,33 m²,360 m²,36 m²,Oui,,,Oui,1,1,,19 m²,3,,,Double vitrage,,,Oui,Non,4,,Oui,Oui,Est,963 m²,Oui,Oui,Oui,,59 kWh/m²/an,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,Non,A l’acte,Non,,,,3,Non,,,1,300 m²,,Oui,13/05/2035,3,,,,,,,,,Oui,,,,,,Super équipée,,3,,,,,,28 m²,124 m²,,,Oui,,,,,19 m²,,,,,,,,,,,17 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1950/kraainem/vbc90168,VBC90168,Maison à vendre,799000,Kapellelaan 1,1950 Kraainem,Normal,1968,3,18 m²,15 m²,15 m²,,200 m²,,Oui,,,Oui,1,,,,2,,Gaz,Double vitrage,,,Oui,Non,4,,Oui,Oui,Sud-est,480 m²,Oui,Oui,,,513 kWh/m²/an,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,Non,Immédiatement,Non,,,,3,Non,,,1,380 m²,,Non,16/10/2025,102,,,,,,,,,Oui,,,,,,Super équipée,,2,,,,,,,24 m²,,,,,,,,,,,,,,,,,,,1 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1950/kraainem/vbc88935,VBC88935,Maison à vendre,2950000,,1950 Kraainem,Excellent,1966,6,42 m²,22 m²,18 m²,15 m²,400 m²,56 m²,Oui,,Oui,Oui,2,,,43 m²,4,,Gaz,Double vitrage,,Oui,Oui,Oui,4,,Oui,Oui,Sud,3155 m²,Oui,Oui,Oui,,272 kWh/m²/an,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,Non,A l’acte,Non,,,,4,Non,Est,,2,3000 m²,,Oui,28/08/2034,,,,,,,,,,Oui,,,,,Non,Super équipée,,,,,,,,20 m²,150 m²,,,Oui,,,,,15 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1950/kraainem/vbc88837,VBC88837,Maison à vendre,565000,Avenue des Alouettes 9,1950 Kraainem,À rénover,1960,3,,,,,125 m²,46 m²,Oui,,Oui,Oui,3,,,7 m²,1,,Gaz,Double vitrage,,,,Non,3,,Oui,Oui,,675 m²,,,,,674 kWh/m²/an,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,,A l’acte,Non,,,,2,Non,,,1,400 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,
