ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_façades,Largeur_de_la_façade,Surface_totale_du_terrain,Surface_constructible,Piscine_extérieure,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Disponibilité_du_bien,Nombre_de_salles_de_bain,Nombre_de_toilettes,Panneaux_solaires,Type_de_chauffage,Air_conditionné,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Balcon,Conso_spécifique_dénergie_primaire,Référence_PEB,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Etat_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Meublé,Équipement_de_la_cuisine,Type_de_cuisine,Surface_du_jardin,Largeur_du_terrain_à_rue,Emission_de_CO2,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Type_de_vitrage,Raccordé_aux_égouts,Raccordé_à_leau_courante,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Surface_chambre_à_coucher_5,Surface_du_séjour,Surface_salle_à_manger,Nombre_de_douches,Parlophone,Orientation_de_la_façade_du_bien,Orientation_du_jardin,Surface_de_la_terrasse,Orientation_de_la_terrasse,Raccordé_au_gaz_de_ville,Citerne_à_eau_de_pluie,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Étage_de_lappartement,Pompe_à_chaleur,Appartement_de_service,Surface_de_la_cuisine,Profondeur_du_terrain,Attestation__Installation_électrique__Validité,Surface_de_lades_salles_de_bain,Station_de_charge_électrique,Chauffage_au_sol,Porte_daccès_sécurisée,Surface_totale,Surface_du_bureau,Surface_des_caves,Surface_du_grenier,Surface_du_garage,Compteur_Bihoraire,Attestation__Asbuilt,Maison_basse_énergie,Niveau_E,Compteur_électrique_individuel,Possibilités_pour_profession_libérale,Panneaux_solaires_thermiques,Niveau_K,Niveau_S,Attestation__Citernes_à_mazout__Validité,Domotique,Attestation__Citernes_à_mazout
https://immovlan.be/fr/detail/maison/a-vendre/9870/machelen/rbt04869,RBT04869,Maison à vendre,499000,Donkerstraat 65,9870 Machelen,Non,3,185 m²,,Oui,,Oui,,,,Oui,3,9 m,329 m²,,Non,"oui, attestation conforme",,Information non communiquée,Information non communiquée,2024,Immédiatement,2,2,Oui,Air pulsé,,,Non,Non,2,2,Oui,Oui,,10 kWh/m²/an,,Non,,Nouveau,15 m²,10 m²,10 m²,,Non,Super équipée,,329 m²,9 m,2,1,,Double vitrage,Oui,Oui,Oui,Oui,,,,,Non,,50 m²,50 m²,2,Oui,,,20 m²,Sud-est,,Oui,10 kWh/an,,,Oui,,50 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbt71543,RBT71543,Maison à vendre,500176,Oostmolenstraat 164,9880 Aalter,Non,3,162 m²,Non,Non,Non,Non,Non,Non,Non,Oui,4,7 m,1767 m²,99 m²,Non,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Sud,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/9880/aalter/rbt70162,RBT70162,Penthouse à vendre,435000,Stationsstraat 173 4A,9880 Aalter,,2,114 m²,,,,,,,,Oui,3,18 m,,,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,1991,,1,1,,Air pulsé,Oui,Oui,Oui,Non,4,,,Oui,,165 kWh/m²/an,,Non,,Excellent,16 m²,18 m²,,,Non,Equipée,Américaine,,18 m,3313,1,,,Oui,Oui,Oui,Non,,,,,Non,,36 m²,,,Oui,,,35 m²,Ouest,,,,03/12/2033,4,Oui,,8 m²,,,10 m²,Oui,,Oui,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rbt69871,RBT69871,Appartement à vendre,239000,Steenweg op Deinze 212/0a,9880 Aalter,Non,2,87 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,,,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,1,,,Non specifié,,,Non,,,,,,,137 kWh/m²/an,20250612-0003623681-RES-1,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9880/aalter/rbt69810,RBT69810,Villa à vendre,542000,Canadastraat 2,9880 Aalter,Non,4,176 m²,Non,Oui,Non,Non,Non,Non,Non,,4,,658 m²,,Non,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2009,,,,Oui,Gaz,Oui,,,,,,Oui,,,42 kWh/m²/an,20250310-0003548733-RES-1,,,,,,,,,,,,,,,,Double vitrage,,Oui,,,,,,,,,,,,,,Ouest,,,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbt69790,RBT69790,Maison à vendre,,,9880 Aalter,Non,5,230 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,4,,1295 m²,,Non,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,1928,,1,3,,Gaz,,,,,,,Oui,Oui,,,20250508-0003588862-KNR-1,Oui,,Remis à neuf,15 m²,13 m²,13 m²,15 m²,,Super équipée,,,,,1,,Double vitrage,,Oui,,,,,,,,20 m²,13 m²,,,,,Sud-est,58 m²,,Oui,,,08/05/2035,,,,30 m²,,,5 m²,,,,,,,,30 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbt69207,RBT69207,Maison à vendre,289000,Hullaertstraat 17,9880 Aalter,,3,120 m²,,Oui,,Oui,,,,Oui,4,7 m,602 m²,,Non,"oui, attestation conforme",,Information non communiquée,Information non communiquée,1973,A l’acte,1,2,Oui,,,,Non,,,1,Oui,Oui,,556 kWh/m²/an,,Non,,Normal,12 m²,10 m²,10 m²,,,Equipée,Américaine,350 m²,7 m,,1,1,Double vitrage,Oui,Oui,,,,,,,Non,,11 m²,13 m²,,,Nord,,10 m²,Sud,,,,,,,,7 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rbt67557,RBT67557,Appartement à vendre,309000,Smedenpoort 1 A0,9880 Aalter,Non,2,90 m²,Non,Non,Non,Non,Non,Non,Non,Oui,2,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2021,A l’acte,1,1,,Electrique,,,Non,,,,,Oui,,,,Non,,Nouveau,,,,,Non,Super équipée,,,,,,,,,,,,,,,,,,,,,,Ouest,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbt67492,RBT67492,Maison à vendre,295000,Houtem 68,9880 Aalter,,4,143 m²,,Oui,,,,,,Oui,2,,319 m²,,Non,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,1966,A l’acte,1,2,,Mazout,,,Non,Oui,,1,Oui,Oui,,311 kWh/m²/an,,Non,,À rénover,,,,,Non,Super équipée,,,,,1,1,Double vitrage,Oui,Oui,Oui,Non,,,,,Non,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/06/2025,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbt43572,RBT43572,Maison à vendre,345000,Weibroekkouter 28,9880 Aalter,Non,3,120 m²,Non,Non,Non,Non,Non,Non,Non,Oui,3,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,A l’acte,1,2,,,,Non,Non,Non,4,3,Oui,,Non,384 kWh/m²/an,20250228-0003542118-RES-1,Non,Non,,,,,,,Equipée,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbt40015,RBT40015,Maison à vendre,402754,Zonnedauwstraat 4,9880 Aalter,Non,4,217 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,2,8 m,240 m²,217 m²,Non,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,1,2,,,,,,,,,Oui,,,,,,,Nouveau,15 m²,15 m²,11 m²,11 m²,,,,107 m²,8 m,,1,,,,,,,,,,,,,37 m²,,,,,Ouest,,,,,,,,,,,30 m,,7 m²,,,,,5 m²,,44 m²,18 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbt40014,RBT40014,Maison à vendre,423665,Zonnedauwstraat 6,9880 Aalter,Non,4,214 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,2,8 m,240 m²,214 m²,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,1,,,,,,,,,,Oui,,,,,,,Nouveau,15 m²,15 m²,11 m²,11 m²,,,,102 m²,8 m,,1,,,,,Oui,Oui,,,,,,,39 m²,,,,,Ouest,,,,,,,,Oui,,,29 m,,7 m²,,,,,3 m²,,38 m²,18 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rbs18545,RBS18545,Appartement à vendre,285000,Boomgaardstraat 9-11 B0.2,9880 Aalter,,,,,,,,,,,Oui,3,,,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,2025,,,,Oui,,,,Oui,,3,,Oui,Oui,,,,,,Nouveau,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,Oui,,Nord-est,,,,,,,0,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rbs18544,RBS18544,Appartement à vendre,325000,Boomgaardstraat 9-11,9880 Aalter,,,,,,,,,,,Oui,3,,,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,2025,,,,Oui,,,,Oui,,3,,Oui,Oui,,,,,,Nouveau,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,Oui,,,,,,,,,0,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rbq35194,RBQ35194,Appartement à vendre,217500,Markt 5 4B,9880 Aalter,Non,2,76 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1986,Immédiatement,1,1,,Electrique,Non,Non,Oui,Non,,,,Oui,Oui,480 kWh/m²/an,20240226-0003155243-RES-2,Non,Non,,,,,,,,,,,,1,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbo27604,RBO27604,Maison à vendre,427500,Mergelput 2 A W1,9880 Aalter,,3,153 m²,,Oui,,,,,,Oui,3,6 m,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2022,,1,2,Oui,Non specifié,Non,Non,Non,Non,3,,Oui,Oui,Non,,,Non,Non,,,,,,,Equipée,,,6 m,,1,,,,,Oui,Non,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rbk23492,RBK23492,Appartement à vendre,398000,Sportlaan 33,9880 Aalter,,2,,,Oui,,,,,,Oui,,9 m,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1996,A l’acte,1,1,,Electrique,Non,Non,Non,Non,3,2,Oui,Oui,Non,475 kWh/m²/an,20240325-0003188508-RES-1,Non,Non,,,,,,,Equipée,,,9 m,,1,,Double vitrage,,,Oui,Non,,,,,,,,,,,Nord-est,,,,,,,,0,,,,43 m,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbk23491,RBK23491,Maison à vendre,398000,Sportlaan 33,9880 Aalter,,2,,,Oui,,,,,,Oui,2,9 m,382 m²,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1996,A l’acte,1,1,,Electrique,Non,Non,Non,Non,3,2,Oui,Oui,Non,475 kWh/m²/an,20240325-0003188508-RES-1,Non,Non,,,,,,,Equipée,,,9 m,,1,,Double vitrage,,,Oui,Non,,,,,,,,,,,Nord-est,,,,,,,,,,,,43 m,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbj83931,RBJ83931,Maison à vendre,423665,Leegweg,9880 Aalter,,4,220 m²,,Oui,,,,,,Oui,2,,240 m²,,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2024,,1,2,Oui,Gaz,,,Non,Non,2,1,Oui,Oui,,,,Non,,Nouveau,16 m²,16 m²,11 m²,11 m²,,Super équipée,,149 m²,,,1,,Double vitrage,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,Ouest,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbs89754,RBS89754,Maison à vendre,402754,Leegweg,9880 Aalter,,4,228 m²,,Oui,,,,,,Oui,2,,240 m²,,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2024,,1,2,Oui,Gaz,,,Non,Non,2,1,Oui,Oui,,,,Non,,Nouveau,16 m²,16 m²,11 m²,11 m²,,Super équipée,,147 m²,,,1,,Double vitrage,Oui,Oui,Oui,Oui,,,,,,,,,,,,,,Ouest,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9880/aalter/rbt45459,RBT45459,Villa à vendre,1099000,Switten 4 a,9880 Aalter,,2,203 m²,Oui,Oui,,,,,,Oui,4,,2717 m²,,Oui,,Zone agricole d'intérêt paysager,Pas de risque d’inondation,Inondable délimitée,1972,,1,2,Oui,Mazout,,,Non,,,4,Oui,Oui,,267 kWh/m²/an,,Non,,Excellent,23 m²,17 m²,,,,Super équipée,,,,,1,,,Oui,Oui,Oui,Non,,,,,,,62 m²,,,,,,,,,Oui,,,,,,27 m²,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9880/aalter/rbt38275,RBT38275,Villa à vendre,895000,Aalterveld 66,9880 Aalter,,5,373 m²,Oui,Oui,,,,,,Oui,,15 m,1113 m²,,,"non, pas d'attestation",Parc résidentiel,Pas de risque d’inondation,Information non communiquée,1993,,2,3,,,,,,,,,Oui,Oui,,180 kWh/m²/an,20241222-0003488440-RES-1,,,Excellent,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,40 m²,,,,,Sud,,,,,,,,,,,,,,,,,,14 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/9880/aalter/rbt32026,RBT32026,Penthouse à vendre,725000,Lostraat 65 B2.1,9880 Aalter,,3,183 m²,,,,,,,,,3,,,,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2025,,2,2,Oui,,,,Oui,,2,,,Oui,,,,Non,,Nouveau,19 m²,15 m²,15 m²,,,Super équipée,,,,,,,Double vitrage,Oui,Oui,Oui,Non,,,,,,,,,,Oui,,,35 m²,Ouest,,,30 kWh/an,,2,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rbt32024,RBT32024,Appartement à vendre,575000,Lostraat 65 B0.3,9880 Aalter,,3,145 m²,,,,,,,,,,,,,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2025,,2,2,Oui,,,,Oui,,2,,,Oui,,,,Non,,Nouveau,13 m²,15 m²,11 m²,,,Super équipée,,,,,,,Double vitrage,Oui,Oui,Oui,Non,,,,,,,,,,Oui,,,34 m²,Ouest,,,30 kWh/an,,0,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rbt32023,RBT32023,Appartement à vendre,399000,Lostraat 65 A1.4,9880 Aalter,,2,102 m²,,,,,,,,,,,,,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2025,,1,1,Oui,,,,Oui,,2,,,Oui,,,,Non,,Nouveau,13 m²,10 m²,,,,Super équipée,,,,,,,Double vitrage,Oui,Oui,Oui,Non,,,,,,,,,,Oui,,,18 m²,Est,,,30 kWh/an,,1,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rbt32022,RBT32022,Appartement à vendre,265000,Lostraat 65 B1.4,9880 Aalter,,1,81 m²,,,,,,,,,,,,,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2025,,,1,Oui,,,,Oui,,2,,,Oui,,,,Non,,Nouveau,13 m²,,,,,Super équipée,,,,,,,Double vitrage,Oui,Oui,Oui,Non,,,,,,,,,,Oui,,,18 m²,Ouest,,,30 kWh/an,,1,,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbt29163,RBT29163,Maison à vendre,460000,Sint-Maria-Aalterstraat 61,9880 Aalter,Non,4,216 m²,Non,Non,Non,Non,Non,Non,Non,,4,,812 m²,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,1970,,2,2,,Mazout,,,Non,,,,Oui,,,536 kWh/m²/an,20250422-0003583539-RES-1,Non,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rwc39401,RWC39401,Appartement à vendre,440000,Stationsstraat 148 3A,9880 Aalter,,2,105 m²,,,,,,,,Oui,2,,,,,,,Information non communiquée,Information non communiquée,2002,,1,,Non,Gaz,Non,,,,,,,Oui,,132 kWh/m²/an,,,,Excellent,,,,,,,,,,,,1,Double vitrage,,,,,,,,,,,,,,,,,9 m²,,,,,,,Non,,,,,,Non,,,,,,,,,,Non,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9880/aalter/rbt25304,RBT25304,Villa à vendre,765000,Weibroekdreef 8,9880 Aalter,,4,280 m²,,Oui,,Oui,,,,Oui,4,11 m,499 m²,,,"oui, attestation conforme",,Pas de risque d’inondation,Inondable délimitée,2024,A l’acte,2,2,Oui,,,,,Non,,1,Oui,Oui,,,,Non,,Nouveau,13 m²,11 m²,11 m²,8 m²,,Super équipée,,,11 m,,1,,Double vitrage,Oui,Oui,Oui,Non,,,,,,,28 m²,11 m²,,,,,,Sud-ouest,,Oui,,,,,,13 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbt16148,RBT16148,Maison à vendre,295000,Brugstraat 118,9880 Aalter,Non,3,159 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,3,,755 m²,,Non,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,Mazout,,,,,,,Oui,Oui,,692 kWh/m²/an,20241128-003461977-RES-1,,,À rénover,,,,,,,,,,,1,,Double vitrage,,Oui,,,,,,,,,,,,,,Sud-est,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbt15912,RBT15912,Maison à vendre,399000,Manewaarde 34,9880 Aalter,,3,186 m²,,,Oui,Oui,,,,Oui,3,10 m,432 m²,,Non,"oui, attestation conforme",,Pas de risque d’inondation,Inondable délimitée,1978,,2,,,Gaz,,,,,,1,Oui,Oui,,218 kWh/m²/an,,Non,,À rénover,14 m²,15 m²,14 m²,,,,,,10 m,,1,,Double vitrage,Oui,Oui,Oui,Oui,,,,,Non,,22 m²,16 m²,,,,,,Sud-ouest,Oui,,,,,,,18 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/9880/aalter/rbs98823,RBS98823,Duplex à vendre,210000,Valkestraat 3,9880 Aalter,Non,2,99 m²,Non,Non,Non,Non,Non,Non,Non,,,25 m,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1999,,1,2,,Gaz,Non,Non,Oui,Non,2,,,,Non,146 kWh/m²/an,20190311-0002140050-RES-1,Non,Non,,,,,,,Equipée,,,25 m,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,1,,,,7 m,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/9880/aalter/rbs90391,RBS90391,Immeuble mixte à vendre,830000,Lostraat 11,9880 Aalter,,3,344 m²,,,,Oui,,,,Oui,3,10 m,180 m²,,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,,,1,4,,Gaz,,,Non,Non,,2,,Oui,,148 kWh/m²/an,,Non,,Normal,17 m²,21 m²,20 m²,,,Super équipée,,,10 m,,1,,,Oui,Oui,,,,,,,,,33 m²,43 m²,1,,,,8 m²,Nord-est,Oui,Oui,,,,,,43 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rbs88360,RBS88360,Appartement à vendre,485000,Bellemstraat 2 2.2,9880 Aalter,,2,130 m²,,,,,,,,Oui,,,,,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2023,Immédiatement,2,2,,,,,Oui,Oui,3,1,,Oui,,,,Non,,Excellent,18 m²,14 m²,,,Non,,,,,,1,,Double vitrage,Oui,Oui,,,,,,,,,60 m²,,,Oui,,,12 m²,,,,,,,,,16 m²,,,10 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rbs85882,RBS85882,Appartement à vendre,495000,Hoefijzer 6 1B,9880 Aalter,,3,256 m²,Oui,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,1997,,2,,,Gaz,,,Oui,Non,,,,Oui,,86 kWh/m²/an,,Non,,Normal,15 m²,16 m²,13 m²,,Non,,,,,,,,Double vitrage,,Oui,,,,,,,,,60 m²,,,Oui,,,,Est,Oui,,,,1,,,12 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbs83655,RBS83655,Maison à vendre,195000,Guldensporenplein 9,9880 Aalter,Non,2,,Non,Oui,Non,Non,Non,Non,Non,Oui,2,6 m,619 m²,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1931,A l’acte,1,1,,Gaz,Non,Non,Non,Non,3,1,Oui,,Non,405 kWh/m²/an,20230124-0002790526-RES-1,Non,Non,,,,,,,,,,13 m,,1,,Double vitrage,,,,,,,,,,,,,,,Nord-est,,,,,,,,,,,,50 m,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbs82986,RBS82986,Maison à vendre,459000,Sint-Godelievestraat 11A,9880 Aalter,,3,130 m²,,Oui,,,,,,Oui,3,,436 m²,,Non,"oui, attestation conforme",,Information non communiquée,Information non communiquée,2021,A l’acte,1,2,Oui,,,,Non,Oui,,2,Oui,Oui,,22 kWh/m²/an,,Oui,,,13 m²,13 m²,10 m²,,Non,Super équipée,,365 m²,,,,,Double vitrage,Oui,Oui,Oui,Oui,,,,,Non,,30 m²,,1,,Est,,,Ouest,Oui,Oui,,,,,,10 m²,,,,Oui,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbs81843,RBS81843,Maison à vendre,439000,TER WEIBROEK 15,9880 Aalter,,3,176 m²,,Oui,,,,,,Oui,4,,800 m²,,Non,"oui, attestation conforme",,Information non communiquée,Information non communiquée,1975,A l’acte,1,2,,Mazout,,Oui,Non,Oui,,4,Oui,Oui,,274 kWh/m²/an,,Non,,Excellent,16 m²,13 m²,13 m²,,Non,Super équipée,,520 m²,,,1,1,Double vitrage,Oui,Oui,,,,,,,,,39 m²,,1,,Sud-est,,30 m²,,,,,,,,,12 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbs68091,RBS68091,Maison à vendre,349000,Knokkebaan 141,9880 Aalter,,3,126 m²,,,,,,,,Oui,4,9 m,2488 m²,,,,,Information non communiquée,Information non communiquée,1967,,1,1,,Gaz,,,Non,Oui,,3,Oui,Oui,,192 kWh/m²/an,,Non,,À rénover,11 m²,13 m²,13 m²,,,Super équipée,,,9 m,,1,1,Double vitrage,Oui,Oui,Oui,Oui,,,,,Non,,53 m²,,1,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rwc38382,RWC38382,Maison à vendre,405550,,9880 Aalter,,3,391 m²,,Oui,,,,,,,3,,,,,,,Information non communiquée,Information non communiquée,2025,A convenir,1,,Oui,Non specifié,,,,,,,Oui,,,,,,,Excellent,,,,,,Super équipée,Américaine,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,Oui,,,,,,,Oui,,Oui,,,,,,,,,
