ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_façades,Largeur_de_la_façade,Surface_totale_du_terrain,Surface_constructible,Piscine_extérieure,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Disponibilité_du_bien,Nombre_de_salles_de_bain,Nombre_de_toilettes,Panneaux_solaires,Type_de_chauffage,Air_conditionné,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Balcon,Conso_spécifique_dénergie_primaire,Référence_PEB,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Etat_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Meublé,Équipement_de_la_cuisine,Type_de_cuisine,Surface_du_jardin,Largeur_du_terrain_à_rue,Emission_de_CO2,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Type_de_vitrage,Raccordé_aux_égouts,Raccordé_à_leau_courante,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Espace_ouvert_sensible_à_leau__WORG,Surface_chambre_à_coucher_5,Surface_du_séjour,Surface_salle_à_manger,Nombre_de_douches,Parlophone,Orientation_de_la_façade_du_bien,Orientation_du_jardin,Surface_de_la_terrasse,Orientation_de_la_terrasse,Raccordé_au_gaz_de_ville,Citerne_à_eau_de_pluie,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Étage_de_lappartement,Pompe_à_chaleur,Appartement_de_service,Surface_de_la_cuisine,Profondeur_du_terrain,Attestation__Installation_électrique__Validité,Surface_de_lades_salles_de_bain,Station_de_charge_électrique,Chauffage_au_sol,Porte_daccès_sécurisée,Surface_totale,Surface_du_bureau,Surface_des_caves,Surface_du_grenier,Surface_du_garage,Compteur_Bihoraire,Attestation__Asbuilt,Maison_basse_énergie,Niveau_E,Compteur_électrique_individuel,Possibilités_pour_profession_libérale,Panneaux_solaires_thermiques,Niveau_K,Niveau_S,Attestation__Citernes_à_mazout__Validité,Domotique,Attestation__Citernes_à_mazout
https://immovlan.be/fr/detail/bungalow/a-vendre/9880/aalter/rbs50177,RBS50177,Bungalow à vendre,448000,Stratem 53,9880 Aalter,,2,175 m²,,Oui,,,,,,Oui,4,,3838 m²,,Non,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,1988,A l’acte,1,1,,Gaz,,,Non,Non,2,3,Oui,Oui,,274 kWh/m²/an,,Non,,Normal,,,,,Non,Equipée,Américaine,3838 m²,,274,1,,Double vitrage,Oui,Oui,,,,,,,,,,,1,,,,20 m²,Sud,Oui,,,03/12/2033,,,,,,12/01/2023,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9880/aalter/rbs19355,RBS19355,Maison à vendre,374000,Berenakker 46,9880 Aalter,,3,,,,,,,,,Oui,3,,,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,1,1,,,,,,,,1,,,,,,,,Nouveau,,,,,,,,,,,1,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rbj58058,RBJ58058,Appartement à vendre,,Boomgaardstraat,9880 Aalter,,2,101 m²,,,,,,,,Oui,,,,,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2024,,1,1,Oui,Air pulsé,,,Oui,,3,,Oui,Oui,,,,Non,,Nouveau,11 m²,17 m²,,,Non,Super équipée,,,,,,,Double vitrage,Oui,Oui,,,,,,,,,,,,Oui,,,12 m²,Est,,,30 kWh/an,,1,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rbj58057,RBJ58057,Appartement à vendre,,Boomgaardstraat,9880 Aalter,,1,87 m²,,,,,,,,Oui,,,,,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2024,,1,1,Oui,Air pulsé,,,Oui,,3,,Oui,Oui,,,,Non,,Nouveau,17 m²,,,,Non,Super équipée,,,,,,,Double vitrage,Oui,Oui,,,,,,,,,,,,Oui,,,12 m²,Est,,,30 kWh/an,,0,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9880/aalter/rbj58106,RBJ58106,Appartement à vendre,,Boomgaardstraat,9880 Aalter,,3,139 m²,,,,,,,,Oui,,,,,Non,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2024,,2,1,Oui,Air pulsé,,,Oui,,3,,Oui,Oui,,,,Non,,Nouveau,17 m²,12 m²,12 m²,,Non,Super équipée,,,,,,,Double vitrage,Oui,Oui,,,,,,,,,,,,Oui,,,14 m²,Est,,,30 kWh/an,,1,Oui,,,,,,Oui,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9881/bellem/rbt21861,RBT21861,Maison à vendre,415000,Ommegangstraat 22,9881 Bellem,Oui,2,132 m²,Oui,Oui,Oui,,,,,,4,9 m,1138 m²,,,,,Pas de risque d’inondation,Inondable délimitée,1965,,1,1,,Mazout,,,,Non,,,Oui,Oui,,583 kWh/m²/an,,Non,,Normal,14 m²,14 m²,,,,,,986 m²,,,,,,Oui,Oui,Oui,Non,,,,,Non,,38 m²,,,,,,,,,,,,,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9881/bellem/rbt10553,RBT10553,Villa à vendre,,Museumstraat 46,9881 Bellem,,4,292 m²,,Oui,,,,,,Oui,,,1031 m²,,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,Gaz,,,,,,,Oui,,,310 kWh/m²/an,20230901-0002968111-RES-1,,,,,,,,,,,,,,,,Double vitrage,,Oui,Oui,,,,,,,,,,,,,Sud,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9881/bellem/rbs80248,RBS80248,Maison à vendre,565000,Bellemdorpweg 50,9881 Bellem,,4,270 m²,,Oui,,,,,,,3,,280 m²,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2022,A l’acte,1,2,,Gaz,,,Non,Non,,1,Oui,Oui,,168 kWh/m²/an,,Non,,Nouveau,25 m²,24 m²,14 m²,14 m²,Non,Super équipée,,135 m²,,,,,Double vitrage,Oui,Oui,Oui,,,,,,,,28 m²,,,Oui,,,,Sud-est,Oui,Oui,,13/01/2035,,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9910/knesselare/rbt68517,RBT68517,Maison à vendre,348000,Hoekestraat 83-85,9910 Knesselare,Non,4,176 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,3,,1789 m²,,Non,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,Electrique,,,,,,,Oui,,,951 kWh/m²/an,20250610-0003621850-RES-1,,,À rénover,,,,,,,,,24 m,,,,Simple vitrage,,,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/9910/knesselare/rbt47662,RBT47662,Fermette à vendre,210000,Hoekestraat 39,9910 Knesselare,,3,194 m²,,,,,,,,Oui,4,13 m,836 m²,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,1874,A l’acte,1,,,,,,,Non,1,3,Oui,Oui,,1153 kWh/m²/an,,Non,,À rénover,,,,,Non,,Indépendante,,13 m,,1,1,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9910/knesselare/rbt43588,RBT43588,Maison à vendre,1120000,Schapersbosstraat 28,9910 Knesselare,Non,4,413 m²,Non,Oui,Non,Non,Non,Non,Non,,2,,7222 m²,,Non,,Zone agricole,Pas de risque d’inondation,Information non communiquée,1994,,,,,,,Non,Non,Non,,,Oui,,Non,261 kWh/m²/an,20250324-0003561010-RES-1,Non,Non,,,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9910/knesselare/rbt30817,RBT30817,Villa à vendre,515000,,9910 Knesselare,,3,267 m²,,Oui,,,,Oui,,Oui,4,,1023 m²,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,1,,,Gaz,,,,,,,Oui,Oui,,189 kWh/m²/an,20250512-0003598957-RES-1,,,,,,,,,,,,,,1,,Double vitrage,,Oui,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9910/knesselare/rbt30277,RBT30277,Maison à vendre,439000,Kouterweg 32,9910 Knesselare,,4,248 m²,,Oui,,,,,,Oui,,,1053 m²,,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,,A l’acte,2,,,Non specifié,,,Non,,,,Oui,Non,,,20220216-0002547385-RES-1,Non,,,,,,,Non,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9910/knesselare/rbt19081,RBT19081,Maison à vendre,219000,Hellestraat 28,9910 Knesselare,,3,137 m²,,Oui,,,,Oui,,,3,,163 m²,,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,1,1,,,,,,,,,Oui,,,231 kWh/m²/an,20250213-0003529686-RES-1,,,À rénover,10 m²,10 m²,20 m²,,,,,,,,,,,,Oui,,,,,,,,,15 m²,,,,,Nord-est,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9910/knesselare/rbl43629,RBL43629,Appartement à vendre,170000,Veldstraat 37,9910 Knesselare,,1,60 m²,,,,,,,,Oui,2,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,1,1,,Gaz,,,Oui,,,,,Oui,,205 kWh/m²/an,20210807-0000564790-RES-7,,,,,,,,,Equipée,,,,,1,,Double vitrage,,Oui,,,,,,,,,,,,,,,,,Oui,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/9920/lovendegem/rbt65271,RBT65271,Villa à vendre,499000,Eglantier 18,9920 Lovendegem,Non,4,262 m²,Non,Oui,Non,Non,Non,Non,Non,,4,,610 m²,165 m²,Non,"oui, attestation conforme","Zone, info non disponible",Information non communiquée,Information non communiquée,1982,A partir du : 30/12/2025,1,2,Non,Electrique,,Non,,,,,Oui,,,421 kWh/m²/an,20250604-0003617066-RES-1,Oui,,,,,,,Non,,,445 m²,,,,,Double vitrage,Oui,Oui,,,,,,,,,,,,Non,,,,,Non,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,Non,,,,Non,pas d'application
https://immovlan.be/fr/detail/maison/a-vendre/9920/lovendegem/rbt43822,RBT43822,Maison à vendre,479000,Bredestraat 115,9920 Lovendegem,Non,3,223 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,,999 m²,,,pas d'application,,Information non communiquée,Information non communiquée,,A l’acte,1,2,,Mazout,,,Non,,,,,,,298 kWh/m²/an,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9920/lievegem/rbt64604,RBT64604,Maison à vendre,569500,Asterstraat 1,9920 Lievegem,Non,5,233 m²,Non,Oui,Non,Non,Non,Non,Non,,3,,481 m²,,Non,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1988,,1,1,Oui,Gaz,,Oui,,,,,Oui,Oui,,181 kWh/m²/an,20250526-0003610251-RES-1,,,Excellent,,,,,,,,,,,,,Double vitrage,,Oui,,,,,,,,,,,,,,Sud,,,Oui,,,26/05/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9920/lievegem/rwc38928,RWC38928,Maison à vendre,395550,,9920 Lievegem,Non,3,381 m²,,Oui,,,,Oui,Oui,Oui,3,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2025,,1,,Oui,Gaz,,,,,,1,Oui,,,,,,,Excellent,,,,,,Super équipée,Américaine,,,,,1,,Oui,Oui,,Oui,,,,,,,,,,Oui,,,,,Oui,Oui,,,,Oui,,,,,,,Oui,,381 m²,,,,,Oui,,Oui,23,,Non,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9920/lievegem/rbs43765,RBS43765,Maison à vendre,515000,Koning Leopoldstraat 68,9920 Lievegem,,2,121 m²,Non,Oui,Non,,,,,,,,490 m²,77 m²,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,2007,,1,,,Bois,,,Non,Non,,2,Oui,Oui,,328 kWh/m²/an,20230904-0002963907-RES-1,,Non,Normal,,,,,Non,,,,,5137,,,Double vitrage,,,,Non,,,,,,,,,,,Ouest,,,,,,,04/09/2033,,,,,,,,,,,,,,,,,,,,,,,,,,,
