ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_habitable,Meublé,Surface_du_séjour,Caves,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Panneaux_solaires,Type_de_chauffage,Pompe_à_chaleur,Type_de_vitrage,Parlophone,Ascenseur,Accessible_aux_moins_valides,Étage_de_lappartement,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_à_leau_courante,Piscine_extérieure,Attestation__Installation_électrique,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Jardin,Orientation_du_jardin,Surface_totale_du_terrain,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Affectation_urbanistique_la_plus_récente,Disponibilité_du_bien,Air_conditionné,Alarme_antieffraction,Balcon,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Attestation__Asbuilt,Raccordé_au_gaz_de_ville,Nombre_détages_de_limmeuble,Surface_chambre_à_coucher_4,Nombre_de_douches,Chauffage_au_sol,Surface_du_jardin,Citerne_à_eau_de_pluie,Emission_de_CO2,Espace_ouvert_sensible_à_leau__WORG,Conso_annuelle_totale_dénergie_primaire,Panneaux_solaires_thermiques,Domotique,Porte_daccès_sécurisée,Surface_constructible,Attestation__Citernes_à_mazout,Compteur_électrique_individuel,Compteur_deau_individuel,Niveau_E,Niveau_K,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Maison_basse_énergie,Compteur_Bihoraire,Appartement_de_service,Surface_du_bureau,Surface_du_grenier,Surface_du_garage,Profondeur_du_terrain,Niveau_S,Possibilités_pour_profession_libérale,Attestation__Installation_électrique__Validité,Surface_des_caves,Station_de_charge_électrique,Surface_chambre_à_coucher_5,Adoucisseur_deau,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Surface_totale,Compteur_de_gaz_individuel,Surface_salle_à_manger,Porte_de_garage_motorisée,Clef_électronique,Surface_du_dressing
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vbc78859,VBC78859,Appartement à vendre,255000,Rue des Fuchsias 25,1080 Molenbeek-Saint-Jean,Normal,,,2,15 m²,85 m²,Non,34 m²,Oui,Oui,1,Super équipée,7 m²,1,1,4 m²,,Gaz,,Double vitrage,Oui,Oui,Oui,3,,2,,2,Oui,4 m²,,,,,Non,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,9 m²,,,,,,,,,,,106 kWh/m²/an,,,,,,,,,,,,,,,,,,,,21,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/rbs13689,RBS13689,Appartement à vendre,189000,Edmond Machtenslaan 146,1080 Molenbeek-Saint-Jean,Normal,Non,,2,,78 m²,Non,,Oui,Oui,,Equipée,,1,1,,Non,,,Simple vitrage,,Oui,Non,6,,,,,Oui,,,,,Oui,,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,305 kWh/m²/an,20241203-0000697710-01-7,,Non,Non,Réserve naturelle,Immédiatement,Non,Non,Oui,Non,Non,Non,Non,,,,Non,,,,,,,Non,,,,,,,,1,,,,,,,,,,,,,,,,Non,Oui,,,,,Non,Non,
https://immovlan.be/fr/detail/duplex/a-vendre/1080/molenbeek-saint-jean/vbc78701,VBC78701,Duplex à vendre,375000,Rue Edmond Van Cauwenbergh 57,1080 Molenbeek-Saint-Jean,Remis à neuf,,2024,2,17 m²,150 m²,Non,,,,,Super équipée,,1,,,,,,,,Non,Non,1,,2,,,Oui,6 m²,,,,,Non,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,27 m²,,,,,,,,,,,,,,,,,A l’acte,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1080/molenbeek-saint-jean/vbc78700,VBC78700,Duplex à vendre,385000,Rue Edmond Van Cauwenbergh 57,1080 Molenbeek-Saint-Jean,Remis à neuf,,2024,2,18 m²,145 m²,Non,,,,,Super équipée,23 m²,1,,,,,,,,Non,Non,0,,2,,,Oui,15 m²,,,,,Non,"non, pas d'attestation",,,,,Pas de risque d’inondation,Information non communiquée,18 m²,,,,,,,,Oui,,,,,,,,,A l’acte,,,,,,,,5,,1,,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1080/molenbeek-saint-jean/vbc78699,VBC78699,Duplex à vendre,385000,Rue Edmond Van Cauwenbergh 57,1080 Molenbeek-Saint-Jean,Remis à neuf,,2024,2,16 m²,120 m²,Non,,,,,Super équipée,,1,,,,,,,,Non,Non,3,,2,,,Oui,6 m²,,,,,Non,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,18 m²,,,,,,,,,,,,,,,,,A l’acte,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/rbt36729,RBT36729,Appartement à vendre,175000,Carl Requettelaan 3,1080 Molenbeek-Saint-Jean,Normal,,1973,2,,76 m²,Non,,Oui,,,,,1,,4 m²,,Gaz,,Double vitrage,Oui,Oui,Non,4,,,,,Oui,2 m²,,,,,,"non, pas d'attestation",,,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,,,,,,,,196 kWh/m²/an,,,,Non,,A convenir,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1080/molenbeek-saint-jean/vbc78013,VBC78013,Maison à vendre,360000,Rue Auguste Van Zande 6,1080 Molenbeek-Saint-Jean,Normal,,,4,,185 m²,Non,35 m²,Oui,,,Super équipée,11 m²,2,3,,Non,Gaz,,,Non,,,,,,6 m,,Oui,27 m²,,6 m,Oui,Oui,,pas d'application,,,,,Information non communiquée,Information non communiquée,,,Oui,,,,,,,,103 m²,391 kWh/m²/an,,,,,Réserve naturelle,Immédiatement,,Non,,,,,Oui,,,1,Non,,,,,,Non,Non,Non,,pas d'application,,,,,,,,,,,,,,,,,50 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1080/molenbeek-saint-jean/rbt36306,RBT36306,Rez-de-chaussée à vendre,299000,,1080 Molenbeek-Saint-Jean,Normal,Non,1997,2,,90 m²,Non,,Non,Oui,,,,1,1,,,Electrique,,,,Non,,,Sud-ouest,,,,Oui,70 m²,,,,Oui,,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Oui,,,321 kWh/m²/an,20250423-00000712018-01-8,,,,,A l’acte,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vbc77765,VBC77765,Appartement à vendre,185000,Boulevard Edmond Machtens 145,1080 Molenbeek-Saint-Jean,À rénover,,1970,2,13 m²,91 m²,Non,33 m²,Oui,,,,9 m²,1,1,,,Gaz,,Simple vitrage,Oui,Oui,Oui,2,,2,,,Oui,7 m²,Nord,,Oui,Oui,Non,"non, pas d'attestation",,,,,Information non communiquée,Information non communiquée,11 m²,,,,,,Oui,,,,,186 kWh/m²/an,,27/03/2035,,,,A l’acte,,,,,,,Oui,7,,1,,,,48,,16918 kWh/an,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vbc77396,VBC77396,Appartement à vendre,219000,Rue du Paruck 39,1080 Molenbeek-Saint-Jean,À rénover,Non,1958,2,15 m²,92 m²,Non,40 m²,Oui,,,,15 m²,1,1,8 m²,,Gaz,,Double vitrage,Oui,Oui,Oui,2,,2,,,Oui,12 m²,,,Oui,Oui,Non,"oui, attestation non conforme",,,,,Pas de risque d’inondation,Information non communiquée,13 m²,,,,,,,,,,,190 kWh/m²/an,,,Non,Non,,A l’acte,,,,Non,,,Oui,4,,1,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1080/molenbeek-saint-jean/vbc77369,VBC77369,Maison à vendre,895000,Rue Tazieaux 15-17,1080 Molenbeek-Saint-Jean,À rénover,,,0,,,,,,,,Non équipée,,,,,Non,Gaz,,Double vitrage,Non,,,,Sud,3,8 m,,,,,,Oui,Oui,,"non, pas d'attestation",,,,,Information non communiquée,Information non communiquée,,,,,Non,Non,,,,,,436 kWh/m²/an,,,Non,Non,Réserve naturelle,,Non,Non,,Non,,Non,,3,,,Non,,,93,,21 kWh/an,Non,Non,Non,,"non, pas d'attestation",,Oui,,,,,Non,,,,,,,,,,,,,,Non,Non,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1080/molenbeek-saint-jean/vbc77287,VBC77287,Maison à vendre,315000,Rue de Bruges 36,1080 Molenbeek-Saint-Jean,À rénover,Non,1920,4,,,,,Non,,,,,,,,,,,,,,,,,2,,,,,,,,,Non,"non, pas d'attestation",,,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Oui,,205 m²,,20241127-0000697153-01-1,,,,,,,,,,,,,,,,,,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1080/molenbeek-saint-jean/vbc77208,VBC77208,Duplex à vendre,599500,,1080 Molenbeek-Saint-Jean,,,,3,,172 m²,Non,43 m²,,,,,,1,2,,,Non specifié,,,,Non,,0,,,,,Non,,,,,,,pas d'application,,,,,Information non communiquée,Information non communiquée,,,,,,,,,Non,,,,,21/05/2034,,,Réserve naturelle,,,,,,,,,2,,,,,,18,,19059 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vbc76797,VBC76797,Appartement à vendre,149000,,1080 Molenbeek-Saint-Jean,,,,1,,53 m²,,20 m²,,,,,,,,,,Electrique,,,,,,8,,1,,,Oui,5 m²,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,513 kWh/m²/an,20231020-0000659153-01-6,,,,,A partir du : 01/07/2024,,,,,,,,,,1,,,,65,,21765 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vbc76756,VBC76756,Appartement à vendre,220000,Boulevard Louis Mettewie 68 A6,1080 Molenbeek-Saint-Jean,Normal,Oui,2010,2,16 m²,90 m²,,25 m²,Oui,Oui,,,,1,1,,,Gaz,,Double vitrage,Oui,Oui,Oui,6,,2,,,Oui,17 m²,,,,,Non,"non, pas d'attestation",,,,,Pas de risque d’inondation,Information non communiquée,11 m²,,,,,,,,,,,166 kWh/m²/an,,08/06/2033,Non,Non,,,,,,Non,,,,8,,,,,,33,,14081 kWh/an,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vbc76618,VBC76618,Appartement à vendre,199000,,1080 Molenbeek-Saint-Jean,,,1978,1,,65 m²,Non,27 m²,,,,,,1,1,,,Non specifié,,,,Oui,,8,,2,,1,Oui,8 m²,,,,,,pas d'application,,,,,Information non communiquée,Information non communiquée,,,,,,,,,Non,,,581 kWh/m²/an,,19/11/2034,,,Réserve naturelle,A l’acte,,,,,,,,8,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1080/molenbeek-saint-jean/vbc76591,VBC76591,Maison à vendre,530000,,1080 Molenbeek-Saint-Jean,,,,6,,311 m²,Non,37 m²,,Oui,1,Semi-équipée,,4,4,,,Gaz,,,,Non,,,,2,,,Non,,,,,Oui,,pas d'application,,,,,Information non communiquée,Information non communiquée,,,Oui,,,,,,Oui,,,559 kWh/m²/an,20240830,,,,Réserve naturelle,A l’acte,,,,,,,Oui,3,,,,,,101,,173474 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vbc76502,VBC76502,Appartement à vendre,349000,Rue Scheutbosch 107,1080 Molenbeek-Saint-Jean,Excellent,,2021,3,14 m²,121 m²,Non,,Oui,Oui,1,Equipée,,1,2,,Oui,Gaz,,Triple vitrage,Oui,Oui,Non,,,2,,1,Oui,22 m²,,,Oui,Oui,Non,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,9 m²,10 m²,,,,,,,Oui,Sud,,27 kWh/m²/an,,23/06/2032,,,,,,Oui,,,,,Oui,,,1,,105 m²,,5,,2709 kWh/an,,,Oui,,,,,,,1,Américaine,,,,,,,,,,,4 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/rbt33902,RBT33902,Appartement à vendre,229000,Louis Mettewielaan 56 48,1080 Molenbeek-Saint-Jean,Normal,Non,1979,2,13 m²,82 m²,Non,24 m²,Oui,Oui,,Semi-équipée,12 m²,1,1,4 m²,,Gaz,,Double vitrage,Oui,Oui,Non,3,,,40 m,,Oui,13 m²,Sud-est,40 m,Oui,Oui,Non,,,,,,Pas de risque d’inondation,Information non communiquée,10 m²,,Non,,,,,,,,,160 kWh/m²/an,,05/05/2035,,,,A l’acte,,,,Non,,,Oui,,,,,,,,,,,,,,,,,,,1,Kitchenette,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/rbt33901,RBT33901,Appartement à vendre,249000,,1080 Molenbeek-Saint-Jean,Excellent,Non,,2,16 m²,89 m²,Non,34 m²,Oui,,,Super équipée,,1,1,5 m²,,,,Double vitrage,Oui,Oui,,2,Sud,2,,,Oui,2 m²,,,,Oui,Non,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,7 m²,,,,,,,,,,,209 kWh/m²/an,,,Non,Non,,Immédiatement,,,,Non,,,,5,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1080/molenbeek-saint-jean/vbc75980,VBC75980,Maison à vendre,290000,Place de la Duchesse de Brabant 21,1080 Molenbeek-Saint-Jean,Normal,,1930,3,13 m²,130 m²,Non,24 m²,Oui,,,,8 m²,1,1,,,Gaz,,Double vitrage,,Non,Non,,,2,,,,,,,Oui,Oui,Non,"oui, attestation non conforme",,,,,Pas de risque d’inondation,Information non communiquée,7 m²,22 m²,,,Oui,,,,,,,336 kWh/m²/an,,,,,,A l’acte,,,,,,,Oui,3,,1,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,13 m²,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vbc75754,VBC75754,Appartement à vendre,310000,Rue de l'Indépendance 106,1080 Molenbeek-Saint-Jean,,,,3,,142 m²,Non,66 m²,,,,,,1,2,,,Non specifié,,,,Non,,1,,,,,Oui,,,,,Oui,,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,,,,,,,,,Non,,,172 kWh/m²/an,20180524-0000528381-01-4,24/05/2028,,,Réserve naturelle,,,,,,,,Oui,2,,1,,,,34,,24465 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vbc75181,VBC75181,Appartement à vendre,225000,,1080 Molenbeek-Saint-Jean,Normal,Non,1968,2,14 m²,83 m²,Non,32 m²,Oui,Oui,1,Equipée,8 m²,1,1,4 m²,,Mazout,,Double vitrage,Oui,Oui,Oui,,,2,,,Oui,4 m²,Sud,,Oui,Oui,Non,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,9 m²,,,,,,,,,,,165 kWh/m²/an,,13/05/2025,,,,A l’acte,,,,Non,,,,,,,,,,42,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/rbt31473,RBT31473,Appartement à vendre,285000,Tamariskenlaan 41 L5,1080 Molenbeek-Saint-Jean,,,2010,3,14 m²,113 m²,,20 m²,Oui,Oui,1,,,2,2,,,,Oui,,Oui,Oui,,5,,3,,,Oui,18 m²,,,,Oui,,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,12 m²,11 m²,,,,,,,,,,81 kWh/m²/an,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,Oui,6,,,,,,,,,,,,131 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1080/molenbeek-saint-jean/vbc58842,VBC58842,Maison à vendre,349000,Rue Heyvaert 57,1080 Molenbeek-Saint-Jean,À rénover,Non,,3,,350 m²,Non,,Non,,,,,,3,,,Gaz,,,,Non,,,,2,5 m,,,,,,,,,pas d'application,,,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,,,170 m²,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,28 m,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/rbt31096,RBT31096,Appartement à vendre,159000,Louis Mettewielaan 50 4D7,1080 Molenbeek-Saint-Jean,À rénover,Oui,1965,2,13 m²,78 m²,Non,26 m²,Oui,,,Semi-équipée,8 m²,1,1,4 m²,,Gaz,,Double vitrage,Oui,Oui,Non,7,,2,,,Oui,8 m²,,,Oui,Oui,Non,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,9 m²,,,,,,,,,,,573 kWh/m²/an,,14/05/2035,,,,,,,,,,,Oui,7,,1,,,,151,Non,,,,Oui,,,,,,,,Kitchenette,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1080/molenbeek-saint-jean/vbc74340,VBC74340,Maison à vendre,375000,,1080 Molenbeek-Saint-Jean,,Non,,4,,160 m²,,,Non,,,,,,,,,Gaz,,,,,,,,2,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,,,45 m²,384 kWh/m²/an,20250411-0000710912-01-9,,,,,,,,,,,,,,,5,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/rbt29889,RBT29889,Appartement à vendre,285000,Tamariskenlaan 41 L5,1080 Molenbeek-Saint-Jean,,,2010,3,14 m²,113 m²,,20 m²,Oui,Oui,1,,,2,2,,,,Oui,,Oui,Oui,,5,,3,,,Oui,18 m²,,,,Oui,,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,12 m²,11 m²,,,,,,,,,,81 kWh/m²/an,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,Oui,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1080/molenbeek-saint-jean/vbb85425,VBB85425,Maison à vendre,895000,Avenue Jean de la Hoese 54,1080 Molenbeek-Saint-Jean,Excellent,,1940,6,29 m²,658 m²,Non,13 m²,Oui,Oui,1,Equipée,,2,3,,Oui,Gaz,,Double vitrage,Oui,Non,Non,,,2,12 m,,Oui,20 m²,Sud,,Oui,Oui,Non,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,24 m²,20 m²,,,,,,,Oui,,317 m²,252 kWh/m²/an,,,,,,,,,,,,,Oui,2,18 m²,2,,120 m²,,49,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,16 m²,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1080/molenbeek-saint-jean/vbb81916,VBB81916,Immeuble mixte à vendre,895000,Avenue Jean de la Hoese 54,1080 Molenbeek-Saint-Jean,Excellent,,1940,6,29 m²,658 m²,Non,13 m²,Oui,Oui,1,Equipée,,2,3,,Oui,Gaz,,Double vitrage,Oui,Non,Non,,,2,12 m,,Oui,20 m²,Sud,,Oui,Oui,Non,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,24 m²,20 m²,,,,,,,Oui,,317 m²,252 kWh/m²/an,,,,,,,,,,,,,Oui,2,18 m²,2,,120 m²,,49,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,16 m²,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vbc72292,VBC72292,Appartement à vendre,189000,Boulevard Edmond Machtens 145,1080 Molenbeek-Saint-Jean,Normal,,1971,1,13 m²,61 m²,Non,,,,,Equipée,,1,1,,,Gaz,,,,Oui,Oui,5,,2,,,Oui,10 m²,,,,Oui,Non,"non, pas d'attestation",,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,210 kWh/m²/an,,,,,,,,,,,,,Oui,,,,,,,17,,,,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vwd13317,VWD13317,Appartement à vendre,195000,Victor Olivier 8,1080 Molenbeek-Saint-Jean,,,,2,15 m²,70 m²,,,Oui,,,Semi-équipée,4 m²,1,,4 m²,,Non specifié,,,,,,,,,,,Oui,,Sud-est,,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,10 m²,,Non,,,,,,,,,196 kWh/m²/an,,11/12/2032,,,,,,,,,,,,,,,,,,,,196 kWh/an,,,,,,,,,,,Américaine,,,,,,,,,,,,,,,,,,75 m²,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1080/molenbeek-saint-jean/vbc71749,VBC71749,Maison à vendre,439000,Rue Osseghem 204,1080 Molenbeek-Saint-Jean,Excellent,Non,1930,3,10 m²,192 m²,Non,32 m²,Oui,,,Super équipée,20 m²,2,2,14 m²,,Gaz,,Double vitrage,,Non,,,,2,,,Oui,,,,,,,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,10 m²,21 m²,Oui,,,,,,Oui,Sud,,203 kWh/m²/an,,,,,,A l’acte,,,,,,,,2,,,,,,40,,32314 kWh/an,,,,,,,,,,,,,,,,10 m²,,,,,,18 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vbc71748,VBC71748,Appartement à vendre,229000,Boulevard Louis Mettewie 46,1080 Molenbeek-Saint-Jean,Excellent,,,2,13 m²,83 m²,,14 m²,,Oui,,Super équipée,10 m²,1,1,3 m²,,,,Double vitrage,,Oui,Oui,12,,2,,,Oui,,,,,,,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,10 m²,,,,Oui,,Oui,,,,,625 kWh/m²/an,,,,,,A l’acte,,,,,,,,13,,,,,,165,,52081 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 m²,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vbc71511,VBC71511,Appartement à vendre,179000,,1080 Molenbeek-Saint-Jean,,Non,,2,,80 m²,,29 m²,Non,,,,,1,,,,Gaz,,,,,,4,Sud-est,4,,,Oui,8 m²,,,,,,,,,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,Non,Oui,,,119 kWh/m²/an,: 20250210-000070875-01-3,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vbb22063,VBB22063,Appartement à vendre,135000,Avenue Jean Dubrucq 84,1080 Molenbeek-Saint-Jean,Normal,Non,1970,1,14 m²,65 m²,Non,,Oui,,,,,1,1,,,Gaz,,Double vitrage,Oui,Oui,Oui,7,,2,,,Oui,10 m²,Nord-ouest,,,,Non,"oui, attestation non conforme",,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,160 kWh/m²/an,,,,,,A l’acte,,,,,,,,15,,,,,,34,,,,,Oui,,,,,,,,Indépendante,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1080/molenbeek-saint-jean/vwd13278,VWD13278,Appartement à vendre,265000,Boulevard Edmond Machtens 186,Quartier Machtens,Excellent,Non,2007,2,14 m²,98 m²,,34 m²,Oui,,,Super équipée,9 m²,1,,7 m²,Non,Non specifié,Non,Double vitrage,Oui,Oui,,4,,2,,,Oui,16 m²,Sud,,Oui,Oui,,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,13 m²,,,,,,Oui,,,,,240 kWh/m²/an,711394,16/04/2035,Oui,,,A l’acte,,,,,,,,9,,,Non,,,38,,23520 kWh/an,,,Oui,,,Oui,,,,,Américaine,Non,Oui,,,,,,,,,2 m²,Non,,,,Non,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1080/molenbeek-saint-jean/rbt23640,RBT23640,Maison à vendre,515000,Rue du Korenbeek 38,1080 Molenbeek-Saint-Jean,Normal,,1984,3,18 m²,184 m²,,44 m²,,Oui,1,Super équipée,6 m²,1,2,10 m²,,Gaz,,Double vitrage,Oui,,,,,2,,,Oui,,,,Oui,Oui,,"oui, attestation conforme",,,,,Risque moyen,Information non communiquée,15 m²,6 m²,Oui,,,,,,Oui,,234 m²,233 kWh/m²/an,,20/03/2035,Oui,Non,,A l’acte,,Oui,,Non,,,Oui,,,,,,,,Non,,,,,,,,,,,1,,,,,,24 m²,,,,,,,,,,,,,,,,,,
