ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_habitable,Meublé,Surface_du_séjour,Buanderie,Équipement_de_la_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Panneaux_solaires,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Citerne_à_eau_de_pluie,Piscine_extérieure,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Espace_ouvert_sensible_à_leau__WORG,Bien_actuellement_loué,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Local_vélo,Garage,Nombre_de_Garages,Ascenseur,Conso_spécifique_dénergie_primaire,Référence_PEB,Attestation__Installation_électrique,Surface_du_garage,Parlophone,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_détages_de_limmeuble,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Largeur_de_la_façade,Surface_du_jardin,Surface_constructible,Profondeur_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Surface_du_grenier,Type_de_cuisine,Étage_de_lappartement,Affectation_urbanistique_la_plus_récente,Surface_des_caves,Alarme_antieffraction,Largeur_du_terrain_à_rue,Balcon,Surface_du_bureau,Surface_salle_à_manger,Surface_du_dressing,Maison_basse_énergie,Panneaux_solaires_thermiques,Chauffage_au_sol,Compteur_deau_individuel,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Raccordé_aux_égouts,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Pompe_à_chaleur,Station_de_charge_électrique,Adoucisseur_deau,Orientation_de_la_terrasse,Nombre_de_douches
https://immovlan.be/fr/detail/maison/a-vendre/3890/gingelom/rbs83300,RBS83300,Maison à vendre,351000,Goede Kinderenstraat 16,3890 Gingelom,Nouveau,2025,,3,,,,,,152 m²,,,,,,,,,Oui,,,,3,,,,,,301 m²,,,,,,,,,,Information non communiquée,Information non communiquée,,,,Oui,,,,,,,,,,"non, pas d'attestation",,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3890/gingelom/rbs83298,RBS83298,Maison à vendre,351000,Goede Kinderenstraat 18,3890 Gingelom,Nouveau,2025,,3,,,,,,152 m²,,,,,,,,,Oui,,,,3,,Oui,,,,301 m²,,,,,,,,,,Information non communiquée,Information non communiquée,,,,Oui,,,,,,,,,,"non, pas d'attestation",,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3890/gingelom/rbs80332,RBS80332,Maison à vendre,199000,Boekhoutstraat 12,3890 Gingelom,À rénover,,,4,,,,,,102 m²,Non,,,,,1,,5 m²,,Bois,Simple vitrage,,,,Oui,,,,1288 m²,,,,Non,,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,,,,Oui,1,Non,1123 kWh/m²/an,20230913-0002985782-RES-1,pas d'application,43 m²,,Non,,,,13/09/2033,,Non,15 m,1288 m²,,,,,,,,,,,40 m,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3890/gingelom/rbs57830,RBS57830,Maison à vendre,220000,Hannuitstraat 7,3890 Gingelom,Normal,1899,,2,,,,,,230 m²,Non,,,Super équipée,,1,1,,,Mazout,,,3,,Non,,Oui,,166 m²,,,,Non,Non,,,,,Information non communiquée,Information non communiquée,,,,,,,,,Oui,1,Non,578 kWh/m²/an,20230810-0002962064-RES-1,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3890/montenaken/vbc28006,VBC28006,Maison à vendre,220000,Ridderstraat 6,3890 Montenaken,Normal,,A l’acte,3,18 m²,10 m²,24 m²,,,152 m²,Non,28 m²,,,20 m²,1,2,6 m²,,Mazout,Double vitrage,,3,,Oui,,Oui,28 m²,285 m²,,,Non,Non,Non,,,,,Information non communiquée,Information non communiquée,,,Oui,Oui,,Oui,,,,,Non,496 kWh/m²/an,,"oui, attestation conforme",,,Non,,2,496 kWh/an,,496,,8 m,187 m²,,37 m,,,,,,,9 m²,,8 m,,,,,,,,,,,,,Oui,,,,,,,1
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/3890/gingelom/rbr53107,RBR53107,Immeuble mixte à vendre,160000,Steenweg 176,3890 Gingelom,Normal,1918,,,,,,,,218 m²,Non,,Non,Semi-équipée,,,,,,Mazout,,,3,,Non,,Oui,,200 m²,,,,,Non,,,,,Information non communiquée,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,,,Non,,20230509-0002886920-KNR-1,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3890/gingelom/rbm31707,RBM31707,Maison à vendre,249000,Steenweg 78,3890 Gingelom,,2022,A l’acte,3,,,,,,131 m²,Non,47 m²,,,,1,2,,,,,,2,1,Oui,,Oui,19 m²,,,,Oui,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Non,,,pas d'application,,,,Ouest,,,,,,,,,,Oui,Oui,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3891/borlo/rbt64323,RBT64323,Maison à vendre,299000,Hemelrijkstraat 1 A,3891 Borlo,,1981,A l’acte,3,,,,,,263 m²,,,Non,Equipée,,1,2,,,Non specifié,Double vitrage,Non,4,3,Oui,,,,1728 m²,,Non,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Non,690 kWh/m²/an,20240107-0003101208-RES-1,,,,Non,Ouest,3,,,,Non,14 m,,,60 m,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,30 m,Non,,,,,,Oui,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3891/buvingen/rbf57199,RBF57199,Maison à vendre,255000,Truilingenstraat 50,3891 Buvingen,À rénover,1960,,4,,,,,,292 m²,Non,,,Semi-équipée,,1,,,,Mazout,,,2,,Oui,,Non,,652 m²,,,,,Non,,,,,Risque élevé,Information non communiquée,,,,Oui,,,,,Oui,1,Non,220 kWh/m²/an,20220910-0002672008-RES-1,pas d'application,,,,,,,,,,11 m,,,58 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3891/borlo/rbt64323,RBT64323,Maison à vendre,299000,Hemelrijkstraat 1 A,3891 Borlo,,1981,A l’acte,3,,,,,,263 m²,,,Non,Equipée,,1,2,,,Non specifié,Double vitrage,Non,4,3,Oui,,,,1728 m²,,Non,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Non,690 kWh/m²/an,20240107-0003101208-RES-1,,,,Non,Ouest,3,,,,Non,14 m,,,60 m,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,30 m,Non,,,,,,Oui,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3891/buvingen/rbf57199,RBF57199,Maison à vendre,255000,Truilingenstraat 50,3891 Buvingen,À rénover,1960,,4,,,,,,292 m²,Non,,,Semi-équipée,,1,,,,Mazout,,,2,,Oui,,Non,,652 m²,,,,,Non,,,,,Risque élevé,Information non communiquée,,,,Oui,,,,,Oui,1,Non,220 kWh/m²/an,20220910-0002672008-RES-1,pas d'application,,,,,,,,,,11 m,,,58 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3910/sint-huibrechts-lille/rbt69937,RBT69937,Maison à vendre,320000,Jos Verlindenstraat 57,3910 Sint-Huibrechts-Lille,Normal,1969,A convenir,4,,,,,,201 m²,Non,,Non,,,2,2,,,,,,4,4,Oui,,,,568 m²,,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Oui,Non,Non,Non,Non,Oui,1,Non,421 kWh/m²/an,20250613-0003624330-RES-1,"oui, attestation conforme",,,,Nord-est,,,13/06/2035,,,,,,,Oui,Oui,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3910/neerpelt/rbt73236,RBT73236,Maison à vendre,570000,Peerderbaan 127,3910 Neerpelt,Normal,2008,A l’acte,5,,,,,,558 m²,Non,,Non,,,3,,,,Gaz,,,4,2,,,,,1059 m²,,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,,Non,Non,Non,Non,Oui,1,Non,108 kWh/m²/an,20240521-0003253626-RES-1,"oui, attestation non conforme",,,,Est,,,21/05/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/3910/neerpelt/rbt72145,RBT72145,Duplex à vendre,319000,Koning Albertlaan 13 2,3910 Neerpelt,,,A l’acte,3,,,,,,160 m²,,,Non,,,1,2,,,Gaz,,Non,,,,,Oui,100 m²,,,Non,,,Oui,,,,,Risque élevé,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,,,Non,189 kWh/m²/an,20210108-0002357175-RES-1,,,,Non,Sud-est,,,,,Non,10 m,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,Non,,Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3910/neerpelt/rbt67613,RBT67613,Villa à vendre,599000,Tisselrietweg 25,3910 Neerpelt,Normal,1979,,4,,,,,,259 m²,,,,,,1,,,,Gaz,Double vitrage,,,,Oui,,Oui,,1661 m²,,,,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,Oui,Non,,,,Oui,2,Non,353 kWh/m²/an,,pas d'application,,,Non,Est,,,03/06/2035,,Non,19 m,,204 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/3910/neerpelt/rbt67347,RBT67347,Maison de maître à vendre,1095000,De Vaart 24,3910 Neerpelt,Remis à neuf,,,7,,,,,,680 m²,,,,,,3,,,Oui,Bois,Double vitrage,,,,Oui,,Oui,,1395 m²,,,,Non,,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,Oui,Non,,,,Oui,2,Non,179 kWh/m²/an,,"non, pas d'attestation",,Oui,Non,Nord-ouest,,,,,Oui,,1395 m²,,,,,,,,,,Oui,,,,,,,,Oui,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3910/neerpelt/rbt67105,RBT67105,Maison à vendre,545000,Vlasrootweg 7,3910 Neerpelt,Normal,2003,A l’acte,3,,,,,,229 m²,Non,,Non,,,2,3,,,,,,4,4,Oui,,Oui,,808 m²,,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Non,191 kWh/m²/an,,"oui, attestation conforme",,,,Sud,,,15/05/2030,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3910/neerpelt/rbt62793,RBT62793,Maison à vendre,275000,Priester Jan Coninxstraat Lot 4,3910 Neerpelt,Nouveau,2025,,4,,,,,,192 m²,,,,,,1,,,,Non specifié,Double vitrage,,,,Oui,,,,375 m²,,,,Non,,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,Oui,Non,,,,,,Non,,,pas d'application,,,Non,Nord-est,,,,,Non,6 m,235 m²,,,,,,,,,,,9 m,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3910/neerpelt/rbt62792,RBT62792,Maison à vendre,279000,Priester Jan Coninxstraat Lot 3,3910 Neerpelt,Nouveau,2025,,4,,,,,,192 m²,,,,,,1,,,,Non specifié,Double vitrage,,,,Oui,,,,386 m²,,,,Non,,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,Oui,Non,,,,,,Non,,,pas d'application,,,Non,Nord-est,,,,,Non,6 m,245 m²,,,,,,,,,,,9 m,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3910/neerpelt/rbt62791,RBT62791,Maison à vendre,295000,Priester Jan Coninxstraat Lot 2,3910 Neerpelt,Nouveau,2025,,4,,,,,,192 m²,,,,,,1,,,,Non specifié,Double vitrage,,,,Oui,,,,422 m²,,,,Non,,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,Oui,Non,,,,,,Non,,,pas d'application,,,Non,Nord-est,,,,,Non,6 m,281 m²,,,,,,,,,,,9 m,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3910/neerpelt/rbt62790,RBT62790,Maison à vendre,265000,Priester Jan Coninxstraat Lot 1,3910 Neerpelt,Nouveau,2025,,4,,,,,,192 m²,,,,,,1,,,,Non specifié,Double vitrage,,,,Oui,,,,257 m²,,,,Non,,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,Oui,Non,,,,,,Non,,,pas d'application,,,Non,Nord-est,,,,,Non,6 m,116 m²,,,,,,,,,,,9 m,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/3910/neerpelt/rbt43444,RBT43444,Appartement à vendre,189000,Hoekstraat 2 1,3910 Neerpelt,Normal,1975,A l’acte,1,,,,,,81 m²,Non,,Non,,,1,2,,,,,,2,,Non,,Non,,,,,Oui,Non,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,,,Non,442 kWh/m²/an,,"oui, attestation non conforme",,,,,3,,16/04/2035,,,,,,,,Oui,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3910/neerpelt/rbt39494,RBT39494,Maison à vendre,,Kompenstraat 14 B,3910 Neerpelt,Normal,1998,A convenir,3,,,,,,227 m²,Non,40 m²,Non,Super équipée,,1,2,,Oui,Mazout,,,4,,Oui,,Oui,,716 m²,,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Oui,Non,Non,Non,Non,Oui,1,Non,191 kWh/m²/an,,pas d'application,,,,Ouest,,,,,,11 m,,,40 m,,Oui,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,Non,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3910/neerpelt/rbt39282,RBT39282,Villa à vendre,749000,Woudweg 11,3910 Neerpelt,Normal,1975,,4,,,,,,402 m²,,,,,,2,,,,Electrique,Double vitrage,Oui,,,Oui,,,,1915 m²,,,,Non,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,Non,Oui,,,,Oui,2,Non,244 kWh/m²/an,,pas d'application,,,Non,Est,,,,,Non,22 m,,278 m²,,,,,,,,,,41 m,,,,,,,Oui,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/3910/neerpelt/rbt31697,RBT31697,Villa à vendre,949000,Larkendreef 29,3910 Neerpelt,Remis à neuf,1988,,3,,,,,,316 m²,,,,,,2,,,,Gaz,Double vitrage,Oui,,,Oui,,,,1892 m²,,Oui,,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,,,,Oui,2,Non,222 kWh/m²/an,,pas d'application,,,Non,Est,,,,,Non,27 m,,235 m²,,,,,,,,,,40 m,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3910/neerpelt/rbt25509,RBT25509,Maison à vendre,259000,Peerderbaan 82,3910 Neerpelt,À rénover,1976,A l’acte,3,,,,,,177 m²,Non,,Non,,,1,2,,,Mazout,,,4,,Oui,,Oui,,,,,Oui,Non,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Non,681 kWh/m²/an,,"oui, attestation non conforme",,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3910/neerpelt/rbt25507,RBT25507,Maison à vendre,309000,Korhoenstraat 21,3910 Neerpelt,À rénover,1965,A l’acte,4,,,,,,171 m²,Non,,Non,,,1,2,,,Gaz,,,4,,Oui,,Oui,,900 m²,,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Non,511 kWh/m²/an,20250319-0003556387-RES-1,"oui, attestation non conforme",,,,Nord-ouest,,,19/03/2035,,,,,,48 m,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3930/achel/rbt40549,RBT40549,Maison à vendre,385000,Grevenbroekstraat 29,3930 Achel,À rénover,1966,,3,,,,,,183 m²,Non,,Non,Super équipée,,1,,,,Mazout,,,4,5,Non,,Non,,1825 m²,,,Oui,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Non,,20250320-0003558584-RES-1,"oui, attestation non conforme",,,,Ouest,,,20/03/2035,,,,,195 m²,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/3930/achel/rbt38176,RBT38176,Duplex à vendre,275000,Molenstraat 9 bus 2,3930 Achel,Normal,1999,,2,,,,,,145 m²,,,,,,1,,,,Gaz,Double vitrage,,,,,,Oui,,,,,,Non,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,,,,Oui,1,Non,167 kWh/m²/an,,pas d'application,,Oui,Non,Nord-ouest,3,,,,Non,18 m,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3930/hamont-achel/rbt68127,RBT68127,Maison à vendre,495000,Dijk 38,3930 Hamont-Achel,Normal,1975,A l’acte,4,,,,,,175 m²,Non,,Non,,,1,1,,,Gaz,,,4,8,Oui,,Oui,,825 m²,,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Oui,Non,Non,Non,Non,Oui,1,Non,,,"oui, attestation conforme",,,,Nord-est,,,,,,,,,39 m,Oui,Oui,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3930/hamont-achel/rbt40551,RBT40551,Maison à vendre,649000,Vlasroot 8,3930 Hamont-Achel,À rénover,1980,A l’acte,7,,,,,,488 m²,Non,,Non,Super équipée,,4,5,,,Mazout,,,4,5,Oui,,Oui,,5361 m²,,,,,Non,,,,,Risque moyen,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Non,,20231127-0003051318-RES-1,pas d'application,,,,Sud-ouest,,,27/11/2033,,,31 m,,,106 m,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3930/hamont-achel/rbt40546,RBT40546,Maison à vendre,750000,Transistorstraat 3,3930 Hamont-Achel,Normal,1970,A l’acte,3,,,,,,304 m²,Non,,Non,Super équipée,,2,,,Oui,Mazout,,,4,,Oui,,Oui,,4439 m²,,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Non,356 kWh/m²/an,20250502-0003444349-RES-3,"oui, attestation conforme",,,,Est,,,14/11/2034,,,25 m,,,89 m,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3930/hamont-achel/rbt17941,RBT17941,Maison à vendre,1197000,Sint Odilialaan 36,3930 Hamont-Achel,Excellent,2009,A l’acte,4,,,,,,420 m²,Non,90 m²,,Super équipée,,2,3,,,Gaz,,,4,7,Oui,,Non,,1640 m²,,,Oui,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,Oui,2,Non,166 kWh/m²/an,,"oui, attestation conforme",,,,Est,,,20/06/2029,,,,1000 m²,,47 m,Oui,Oui,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,Non,,,,,1
https://immovlan.be/fr/detail/maison/a-vendre/3930/hamont-achel/rbt68127,RBT68127,Maison à vendre,495000,Dijk 38,3930 Hamont-Achel,Normal,1975,A l’acte,4,,,,,,175 m²,Non,,Non,,,1,1,,,Gaz,,,4,8,Oui,,Oui,,825 m²,,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Oui,Non,Non,Non,Non,Oui,1,Non,,,"oui, attestation conforme",,,,Nord-est,,,,,,,,,39 m,Oui,Oui,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3930/hamont-achel/rbt40551,RBT40551,Maison à vendre,649000,Vlasroot 8,3930 Hamont-Achel,À rénover,1980,A l’acte,7,,,,,,488 m²,Non,,Non,Super équipée,,4,5,,,Mazout,,,4,5,Oui,,Oui,,5361 m²,,,,,Non,,,,,Risque moyen,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Non,,20231127-0003051318-RES-1,pas d'application,,,,Sud-ouest,,,27/11/2033,,,31 m,,,106 m,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3930/achel/rbt40549,RBT40549,Maison à vendre,385000,Grevenbroekstraat 29,3930 Achel,À rénover,1966,,3,,,,,,183 m²,Non,,Non,Super équipée,,1,,,,Mazout,,,4,5,Non,,Non,,1825 m²,,,Oui,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Non,,20250320-0003558584-RES-1,"oui, attestation non conforme",,,,Ouest,,,20/03/2035,,,,,195 m²,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3930/hamont-achel/rbt40546,RBT40546,Maison à vendre,750000,Transistorstraat 3,3930 Hamont-Achel,Normal,1970,A l’acte,3,,,,,,304 m²,Non,,Non,Super équipée,,2,,,Oui,Mazout,,,4,,Oui,,Oui,,4439 m²,,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Non,356 kWh/m²/an,20250502-0003444349-RES-3,"oui, attestation conforme",,,,Est,,,14/11/2034,,,25 m,,,89 m,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/3930/achel/rbt38176,RBT38176,Duplex à vendre,275000,Molenstraat 9 bus 2,3930 Achel,Normal,1999,,2,,,,,,145 m²,,,,,,1,,,,Gaz,Double vitrage,,,,,,Oui,,,,,,Non,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,,,,Oui,1,Non,167 kWh/m²/an,,pas d'application,,Oui,Non,Nord-ouest,3,,,,Non,18 m,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3930/hamont-achel/rbt17941,RBT17941,Maison à vendre,1197000,Sint Odilialaan 36,3930 Hamont-Achel,Excellent,2009,A l’acte,4,,,,,,420 m²,Non,90 m²,,Super équipée,,2,3,,,Gaz,,,4,7,Oui,,Non,,1640 m²,,,Oui,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,Oui,2,Non,166 kWh/m²/an,,"oui, attestation conforme",,,,Est,,,20/06/2029,,,,1000 m²,,47 m,Oui,Oui,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,Non,,,,,1
https://immovlan.be/fr/detail/maison/a-vendre/3950/kaulille/rbt72044,RBT72044,Maison à vendre,465000,Bosschelweg 75,3950 Kaulille,Normal,2003,A l’acte,3,,,,,,,Non,,Non,,,2,3,,,Gaz,,,4,,Oui,,Oui,,973 m²,,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Non,,20241002-0003396141-RES-2,"oui, attestation conforme",,,,Est,,,02/10/2034,,,,,,49 m,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3950/bocholt/rbt68528,RBT68528,Maison à vendre,310000,Reppelerweg 198,3950 Bocholt,Normal,1959,A l’acte,2,,,,,,150 m²,Non,,Non,Super équipée,,2,2,,,Gaz,,,4,,Oui,,Oui,,1160 m²,,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,Oui,,Non,367 kWh/m²/an,20250515-0003602278,pas d'application,,,,,,,15/05/2035,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/3950/bocholt/rbt36114,RBT36114,Maison à vendre,240000,Hamonterweg 83,3950 Bocholt,À rénover,1951,A l’acte,4,,,,,,156 m²,Non,,Non,Semi-équipée,,1,2,,,Mazout,,,4,2,Oui,,,,698 m²,,,,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,Non,Non,Non,Non,Non,Non,Non,,,Non,228 kWh/m²/an,,"oui, attestation conforme",,,,Sud-ouest,,,,,,8 m,,88 m²,76 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
