ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_habitable,Meublé,Surface_du_séjour,Caves,Surface_des_caves,Garage,Nombre_de_Garages,Surface_du_garage,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Citerne_à_eau_de_pluie,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Disponibilité_du_bien,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Panneaux_solaires,Référence_PEB,Année_de_construction,Équipement_de_la_cuisine,Type_de_cuisine,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_terrasse,Raccordé_à_leau_courante,Piscine_extérieure,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Surface_salle_à_manger,Nombre_de_place_de_parking_intérieur,Alarme_antieffraction,Surface_de_lades_salles_de_bain,Surface_du_dressing,Maison_basse_énergie,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,Parlophone,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Attestation__Citernes_à_mazout,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Étage_de_lappartement,Nombre_de_places_de_parking_extérieur,Surface_du_grenier,Surface_constructible,Orientation_du_jardin,Surface_totale,Station_de_charge_électrique,Pompe_à_chaleur,Compteur_Bihoraire,Surface_du_bureau,Surface_de_la_véranda,Compteur_deau_individuel,Possibilités_pour_profession_libérale,Niveau_E,Adoucisseur_deau,Adaptations_pour_les_seniors,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Balcon,Porte_de_garage_motorisée
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc61065,VBC61065,Maison à vendre,120000,Rue des Trieux 74,6200 Châtelet,Normal,3,,,,,,87 m²,Non,,Non,,,,,,2,,2,Gaz,,,2,,,,,Oui,17 m²,100 m²,,,,,,234 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20151103018840,,Semi-équipée,,Non,,,,,03/11/2025,,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc45239,VBC45239,Maison à vendre,135000,Rue Jules des Essarts 110,6200 Châtelet,À rénover,2,,,,,,120 m²,Non,11 m²,Non,,Oui,1,,,,1,1,Gaz,,Est,2,,,Non,,Non,,,,,,,,457 kWh/m²/an,71845 kWh/an,Information non communiquée,Information non communiquée,Non,,Oui,Non,Non,Non,Non,Non,,20250303016927,,Semi-équipée,,Non,,,,,,,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc59745,VBC59745,Maison à vendre,225000,Rue des Charbonnages 313,6200 Châtelineau,Normal,2,,,,,,170 m²,Non,42 m²,Non,,Oui,1,,,1,,2,Gaz,,,3,,,,,Oui,81 m²,330 m²,,,,,,297 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A convenir,Oui,Non,Non,Non,Non,Non,,20250206028798,,Super équipée,,Non,,,,,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc58021,VBC58021,Maison à vendre,157000,Rue du Centenaire 6,6200 Châtelineau,Normal,2,12 m²,12 m²,,,,99 m²,,18 m²,,,Oui,1,,10 m²,1,,2,Gaz,Double vitrage,,3,5 m,,Oui,214 m²,Oui,,340 m²,19 m,5 m,Oui,,,368 kWh/m²/an,40503 kWh/an,Information non communiquée,Information non communiquée,,,Oui,Oui,,,,,,,,,,Non,,,,Non,,67,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,Nord,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc54980,VBC54980,Maison à vendre,382573,,6200 Châtelet,Nouveau,4,,,,,,206 m²,,,,,Oui,1,,,2,,2,,,,3,9 m,,,,,,535 m²,,9 m,,,Oui,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc54979,VBC54979,Maison à vendre,347391,,6200 Châtelet,Nouveau,3,,,,,,132 m²,,,,,,,,,1,,2,,,,3,7 m,,,,,,535 m²,,7 m,,,Oui,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc54476,VBC54476,Maison à vendre,219900,,6200 Châtelet,,5,,,,,,220 m²,Non,,,,,,,,2,,,,,,3,,,Oui,,Oui,,740 m²,,,,,,,,Information non communiquée,Information non communiquée,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc54473,VBC54473,Maison à vendre,219900,,6200 Châtelet,,5,,,,,,220 m²,Non,,,,,,,,2,,,,,,3,,,Oui,,Oui,,675 m²,,,,,,,,Information non communiquée,Information non communiquée,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc52597,VBC52597,Maison à vendre,299000,Rue de l'Armée Française 135,6200 Châtelet,Nouveau,5,,,,,,230 m²,Non,,Oui,,Oui,1,,,2,,2,,,,4,,,Oui,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc51879,VBC51879,Maison à vendre,185000,,6200 Châtelineau,Normal,2,,,,,,,,,,,Oui,1,,,1,,,Mazout,Double vitrage,,2,,,Oui,,Oui,,,,,,,,295 kWh/m²/an,30492 kWh/an,Information non communiquée,Information non communiquée,,,Oui,,,,,,,,,Equipée,Américaine,Non,,,,,19/01/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc49976,VBC49976,Maison à vendre,499900,,6200 Châtelineau,,5,,,,,,337 m²,Non,50 m²,,,Oui,2,,,1,1,2,Non specifié,,,,21 m,,Oui,354 m²,Oui,147 m²,949 m²,26 m,,,Oui,,257 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,20150512008780,,,,Non,,,Oui,,12/05/2025,,pas d'application,,,,,,,,,,,,,,,,,,,,,,4,,266 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc48260,VBC48260,Maison à vendre,85000,Rue de Gilly 161,6200 Châtelineau,,2,,,,,,,,,Oui,,,,,,,1,,Gaz,,,2,,,,,,,,,,Oui,,,459 kWh/m²/an,44710 kWh/an,Information non communiquée,Information non communiquée,,A l’acte,Oui,,,,,,,20250108009577,,,,,,,,,,,"oui, attestation non conforme",,Non,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc43469,VBC43469,Maison à vendre,155000,,6200 Châtelet,À rénover,3,,,,,,101 m²,Non,15 m²,,,,,,,1,,1,Gaz,,,2,4 m,,Oui,55 m²,Oui,38 m²,105 m²,28 m,,,Oui,,225 kWh/m²/an,47720 kWh/an,Information non communiquée,Information non communiquée,,,Oui,,,,,,,20130224014381,,Semi-équipée,,Non,,,Oui,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,50 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc40391,VBC40391,Maison à vendre,260000,,6200 Châtelet,Normal,3,,,,,,100 m²,Non,25 m²,,,Oui,1,,,,1,3,Gaz,,,2,,,Oui,62 m²,Oui,16 m²,114 m²,19 m,,,Oui,,166 kWh/m²/an,42022 kWh/an,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,20250213008300,,Super équipée,,Non,,,Oui,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,52 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc39158,VBC39158,Maison à vendre,329900,Rue de Gilly 134,6200 Châtelet,Remis à neuf,3,16 m²,14 m²,14 m²,,,217 m²,Non,,Oui,,Oui,6,,,2,1,,Mazout,,,2,10 m,2,Oui,190 m²,,,350 m²,,10 m,Oui,Oui,Oui,164 kWh/m²/an,52307 kWh/an,Pas de risque d’inondation,Information non communiquée,,Immédiatement,Oui,,,,,,,,1950,Equipée,Américaine,Oui,Non,,Oui,Non,24/02/2035,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6200/chatelet/vbc37410,VBC37410,Immeuble mixte à vendre,65000,,6200 Châtelet,À rénover,2,13 m²,12 m²,,,,114 m²,,17 m²,Oui,26 m²,,,,8 m²,1,,,Mazout,Double vitrage,,2,,,,,,,95 m²,,,,,,456 kWh/m²/an,40766 kWh/an,Information non communiquée,Information non communiquée,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,9 m²,,,,,Oui,,,,,,,,,,,40 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6200/chatelet/vbc32329,VBC32329,Appartement à vendre,135000,,6200 Châtelet,Normal,2,12 m²,12 m²,,,,90 m²,Non,,,,,,,,1,1,,Gaz,Double vitrage,,,,1,,,,,,,,Oui,Oui,,266 kWh/m²/an,23847 kWh/an,Pas de risque d’inondation,Information non communiquée,Oui,A l’acte,,,,,,,,,1960,Semi-équipée,Kitchenette,Non,Non,,Oui,Non,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc31343,VBC31343,Maison à vendre,185000,,6200 Châtelet,À rénover,4,,,,,,170 m²,Non,,,,,,,,,,3,Mazout,,Sud-est,2,,2,Oui,400 m²,Oui,20 m²,497 m²,,,,Oui,,483 kWh/m²/an,54965 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,,,,,,,,20240723000213,,Non équipée,,Non,,,Oui,,23/07/2034,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc31368,VBC31368,Maison à vendre,160000,Rue de Farciennes 52,6200 Châtelet,Normal,3,10 m²,7 m²,8 m²,,,121 m²,Non,26 m²,Oui,,Oui,1,,19 m²,1,1,2,Mazout,Double vitrage,Sud-est,3,15 m,1,Oui,130 m²,Oui,8 m²,270 m²,,,Oui,,,518 kWh/m²/an,62683 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,,,,,,,,,,Semi-équipée,Kitchenette,Non,Non,Nord-ouest,Oui,Non,15/12/2034,128,"oui, attestation non conforme",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6200/chatelineau/vbc29890,VBC29890,Appartement à vendre,120000,Impasse Culot Reine,6200 Châtelineau,Normal,3,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc27874,VBC27874,Maison à vendre,265000,Rue Sylvain Pirmez 171,6200 Châtelineau,À rénover,3,,,,,,185 m²,Non,53 m²,Non,,,,,,1,1,2,,,,3,,,Oui,433 m²,Oui,25 m²,433 m²,20 m,,,,,418 kWh/m²/an,77344 kWh/an,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Non,Non,Non,Non,Non,Non,,20240109008876,1930,Super équipée,,Non,,,,,09/01/2024,12,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,95 m²,,,,,,12 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc26225,VBC26225,Maison à vendre,229000,Rue de la Vallée 102,6200 Châtelet,À rénover,4,15 m²,11 m²,14 m²,11 m²,,160 m²,Non,,,,,,,,1,1,,Non specifié,,,3,,2,Oui,810 m²,,,970 m²,,,,,,581 kWh/m²/an,224270 kWh/an,Information non communiquée,Information non communiquée,,,Oui,,,,,,,,,,Indépendante,Non,Non,,,Non,,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc26223,VBC26223,Maison à vendre,169000,Rue de la Vallée 102,6200 Châtelet,À rénover,4,15 m²,11 m²,14 m²,11 m²,,160 m²,Non,,,,,,,,1,1,,,,,3,,,Oui,390 m²,,,550 m²,,,,,,,,Information non communiquée,Information non communiquée,,,Oui,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc24585,VBC24585,Maison à vendre,450000,,6200 Châtelineau,,5,,,,,,200 m²,Non,,Non,,Oui,1,,,2,2,2,Gaz,,Sud,4,,,Oui,2800 m²,Oui,100 m²,3200 m²,,,,Oui,,222 kWh/m²/an,66024 kWh/an,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Non,Non,Non,Non,Non,Non,Oui,20220420010335,,Super équipée,,Non,,,Oui,,20/04/2032,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc20573,VBC20573,Maison à vendre,349999,,6200 Châtelet,,5,,,,,,252 m²,Non,47 m²,,,Oui,2,,,2,,1,Mazout,,,4,9 m,,Oui,2900 m²,Oui,23 m²,3249 m²,114 m,,,Oui,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,Super équipée,,Non,,,Oui,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,15,,207 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6200/chatelineau/vbc18693,VBC18693,Appartement à vendre,149900,,6200 Châtelineau,Normal,2,,,,,,73 m²,Non,29 m²,Non,,,,,,,1,1,Gaz,,,2,,,Non,,Non,,,,,,Oui,,,29967 kWh/an,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20151006017497,,Super équipée,,Non,,,Oui,,06/10/2025,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc02669,VBC02669,Maison à vendre,130000,Rue de Liège 18,6200 Châtelineau,À rénover,3,,,,,,,,,Oui,,,,,,1,,1,Gaz,Double vitrage,,2,,,Oui,,Oui,,160 m²,,,,,,471 kWh/m²/an,,Information non communiquée,Information non communiquée,,A l’acte,Oui,,,,,,,20241004009957,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbb90315,VBB90315,Maison à vendre,299999,,6200 Châtelineau,,4,,,,,,200 m²,Non,,,,Oui,1,,,1,,2,Gaz,,,4,,3,Oui,3400 m²,Oui,40 m²,3503 m²,,,,Oui,,347 kWh/m²/an,64301 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,Oui,,,,,,,20240410000789,1971,Super équipée,,Non,,,Oui,,10/04/2034,,pas d'application,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc12501,VBC12501,Maison à vendre,119000,,6200 Châtelet,Normal,3,13 m²,13 m²,25 m²,,,115 m²,Non,13 m²,,,,,,11 m²,1,,,Gaz,Double vitrage,,2,,,Oui,,Oui,20 m²,,,,,,,305 kWh/m²/an,35194 kWh/an,Information non communiquée,Information non communiquée,,,Oui,,Oui,,,,,,,,,Non,,Sud-est,,,,,"oui, attestation conforme",,,,12 m²,,,6 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc06993,VBC06993,Maison à vendre,219000,,6200 Châtelet,Normal,4,13 m²,15 m²,16 m²,,,,Non,30 m²,Oui,27 m²,Oui,1,22 m²,13 m²,1,,,Gaz,Double vitrage,,2,,,Oui,,Oui,6 m²,175 m²,,,,,,276 kWh/m²/an,51455 kWh/an,Information non communiquée,Information non communiquée,Non,,Oui,Oui,,,,,,,,Equipée,Américaine,Non,,Sud-est,,,14/11/2034,,"oui, attestation conforme",,,,,,,5 m²,,,,,,,,,,,,,,,,15 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc04037,VBC04037,Maison à vendre,230000,,6200 Châtelineau,Normal,4,19 m²,17 m²,19 m²,13 m²,,180 m²,,18 m²,Oui,37 m²,Oui,1,,19 m²,2,,,Gaz,Double vitrage,,2,,,Oui,,Oui,42 m²,239 m²,,,Oui,Oui,,416 kWh/m²/an,70434 kWh/an,Information non communiquée,Information non communiquée,,A l’acte,Oui,,Oui,,,,,,,Equipée,Américaine,,,,Oui,,,,,,,,20 m²,,,8 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbb96579,VBB96579,Maison à vendre,150000,Rue de Couillet 328,6200 Châtelet,À rénover,4,10 m²,10 m²,16 m²,13 m²,,143 m²,Non,15 m²,,,,,,14 m²,1,1,1,Mazout,,,2,,,Oui,,Oui,,418 m²,,,Oui,,,571 kWh/m²/an,81788 kWh/an,Information non communiquée,Information non communiquée,Oui,,Oui,,,,,,,,1902,Semi-équipée,Kitchenette,,,,Oui,Non,11/10/2024,141,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbb95002,VBB95002,Maison à vendre,99000,justice 6,6200 Châtelineau,À rénover,2,13 m²,13 m²,,,,83 m²,Non,,,,,,,10 m²,1,1,,Gaz,,,2,,1,,,Oui,15 m²,,,,,,,372 kWh/m²/an,31041 kWh/an,Pas de risque d’inondation,Information non communiquée,Oui,A l’acte,,,,,,,,,,,,Non,Non,,,Non,,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbb91543,VBB91543,Maison à vendre,345000,Rue des Masuirs,6200 Châtelet,,3,12 m²,13 m²,11 m²,,,150 m²,Non,40 m²,,,Oui,1,,,1,1,2,Air pulsé,Double vitrage,,3,11 m,,Oui,,Oui,,2250 m²,,11 m,Oui,,Oui,,,Pas de risque d’inondation,Information non communiquée,,Immédiatement,,,,,,,Oui,,,,,Non,,,Oui,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,Oui,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbb88278,VBB88278,Maison à vendre,150000,,6200 Châtelineau,À rénover,5,,,,,,232 m²,,,Oui,,,,,,1,,,,,,2,,,Oui,250 m²,Oui,,250 m²,,,,,,417 kWh/m²/an,96937 kWh/an,Information non communiquée,Information non communiquée,,,Oui,,,,,,,,,,,,,,,,25/09/2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbb80383,VBB80383,Maison à vendre,85000,,6200 Châtelineau,À rénover,2,,,,,,100 m²,Non,,,,,,,,1,,,Charbon,,Ouest,2,,,Oui,50 m²,Oui,5 m²,100 m²,,,,Oui,,631 kWh/m²/an,72504 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,Oui,,,,,,,20241001010497,,,,Non,,,Oui,,01/10/2034,,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbb60011,VBB60011,Maison à vendre,179000,,6200 Châtelet,Remis à neuf,3,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,295 kWh/m²/an,28985 kWh/an,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,08/08/2034,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbb44600,VBB44600,Maison à vendre,349900,,6200 Châtelet,À rénover,6,,,,,,253 m²,Non,,,,Oui,6,,,4,,,Gaz,,,3,,2,Oui,750 m²,Oui,50 m²,,,,,Oui,,423 kWh/m²/an,46573 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,Oui,,,,,,,20190530001039,1850,,,Non,,,Oui,,30/05/2029,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6200/chatelineau/vbb44494,VBB44494,Villa à vendre,199999,,6200 Châtelineau,Normal,2,14 m²,14 m²,,,,81 m²,Non,18 m²,,,Oui,1,,15 m²,1,1,1,Gaz,Double vitrage,,3,,1,Oui,172 m²,Oui,12 m²,253 m²,,,Oui,Oui,,753 kWh/m²/an,61184 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,Oui,,,,,,,,1969,Equipée,Américaine,Non,Non,,Oui,Non,03/06/2020,141,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vba77598,VBA77598,Maison à vendre,64999,,6200 Châtelineau,Normal,2,12 m²,12 m²,,,,126 m²,Non,,,,Oui,,,,1,1,1,Gaz,,,2,,2,Oui,120 m²,Oui,16 m²,183 m²,,,Oui,Oui,,563 kWh/m²/an,46872 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,Oui,,,,,,,,1897,Equipée,Américaine,Non,Non,,Oui,Non,06/11/2033,204,"non, pas d'attestation",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6200/chatelineau/vbb23458,VBB23458,Immeuble mixte à vendre,449000,,6200 Châtelineau,Excellent,4,17 m²,14 m²,,,,400 m²,,57 m²,,,Oui,,,,3,,,Gaz,Double vitrage,,3,,,,,,,,,,Oui,Oui,,151 kWh/m²/an,19481 kWh/an,Information non communiquée,Information non communiquée,,,,,,,,,,,,Equipée,Américaine,,,,Oui,,,,,,,,,,,5 m²,,,,,Oui,,,,,,,,,,3,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/6200/chatelet/vbb17361,VBB17361,Duplex à vendre,180000,Place Albert Ier 2,6200 Châtelet,Excellent,3,13 m²,10 m²,8 m²,,,144 m²,Non,33 m²,,,,,,14 m²,1,1,2,Gaz,,Est,2,6 m,1,,,Oui,7 m²,,,6 m,Oui,Oui,,154 kWh/m²/an,24662 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,,,,,,,,,,Equipée,Américaine,,,,Oui,,26/02/2023,28,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vba92635,VBA92635,Maison à vendre,199999,,6200 Châtelineau,Normal,2,14 m²,14 m²,,,,81 m²,Non,18 m²,,,Oui,1,,15 m²,1,1,1,Gaz,Double vitrage,,3,,1,Oui,172 m²,Oui,12 m²,253 m²,,,Oui,Oui,,753 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,,A l’acte,Oui,,,,,,,,1969,Equipée,Américaine,Non,Non,,Oui,Non,03/06/2020,141,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vba88563,VBA88563,Maison à vendre,44999,,6200 Châtelet,Normal,2,12 m²,12 m²,,,,55 m²,,12 m²,,,,,,6 m²,1,1,1,Gaz,,,2,,2,,,,,55 m²,,,Oui,Oui,,457 kWh/m²/an,27788 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,,,,,,,,,1940,,Indépendante,Non,Non,,Oui,Non,01/03/2034,83,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6200/chatelineau/vba83544,VBA83544,Appartement à vendre,249999,Place d'Arenberg 1,6200 Châtelineau,,2,,,,,,214 m²,Non,30 m²,,,,,,,,2,2,Gaz,,,2,9 m,,Non,,Non,,,,,,Oui,,205 kWh/m²/an,12310 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,Oui,,,,,,,20231027012824,,Semi-équipée,,Non,,,Oui,,27/10/2033,,pas d'application,,,,,,,,,,,,,,,,,,,,,0,,,90 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vba83540,VBA83540,Maison à vendre,220000,Rue de Presles 282,6200 Châtelet,Normal,3,,,,,,208 m²,Non,33 m²,Non,,,,,,1,,,Gaz,,,3,6 m,,Oui,378 m²,Oui,46 m²,385 m²,86 m,,,Oui,,208 kWh/m²/an,32170 kWh/an,Pas de risque d’inondation,Information non communiquée,Non,A convenir,Non,Non,Non,Non,Non,Non,,20240205017113,,,,Non,,,Oui,,05/02/2034,,pas d'application,,,,,,,,,,,,,,,,,,,,,,2,,56 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vba70206,VBA70206,Maison à vendre,139999,,6200 Châtelineau,À rénover,2,16 m²,17 m²,,,,152 m²,Non,19 m²,,,Oui,,,20 m²,1,1,1,Gaz,Double vitrage,,3,,2,Oui,295 m²,Oui,20 m²,295 m²,,,Oui,Oui,,582 kWh/m²/an,82467 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,Oui,,Oui,,,,,,1940,Equipée,Américaine,Non,Non,,Oui,Non,12/09/2033,107,"non, pas d'attestation",,,,18 m²,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,
