ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_habitable,Meublé,Surface_du_séjour,Caves,Surface_des_caves,Garage,Nombre_de_Garages,Surface_du_garage,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Citerne_à_eau_de_pluie,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Type_de_zone_inondable,Zone_inondable_délimitée,Bien_actuellement_loué,Disponibilité_du_bien,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Panneaux_solaires,Référence_PEB,Année_de_construction,Équipement_de_la_cuisine,Type_de_cuisine,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_terrasse,Raccordé_à_leau_courante,Piscine_extérieure,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Surface_salle_à_manger,Nombre_de_place_de_parking_intérieur,Alarme_antieffraction,Surface_de_lades_salles_de_bain,Surface_du_dressing,Maison_basse_énergie,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,Parlophone,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Attestation__Citernes_à_mazout,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Étage_de_lappartement,Nombre_de_places_de_parking_extérieur,Surface_du_grenier,Surface_constructible,Orientation_du_jardin,Surface_totale,Station_de_charge_électrique,Pompe_à_chaleur,Compteur_Bihoraire,Surface_du_bureau,Surface_de_la_véranda,Compteur_deau_individuel,Possibilités_pour_profession_libérale,Niveau_E,Adoucisseur_deau,Adaptations_pour_les_seniors,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Balcon,Porte_de_garage_motorisée
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbc21263,VBC21263,Maison à vendre,149900,,6200 Châtelet,À rénover,4,,,,,,350 m²,Non,47 m²,Non,,,,,,1,,1,Gaz,,,2,8 m,2,Oui,116 m²,Oui,25 m²,300 m²,40 m,,,Oui,,581 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,,Oui,Non,Non,Non,Non,Non,,20170424008911,,Semi-équipée,,Non,,,Oui,,24/04/2027,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,190 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/6200/chatelet/vbb97065,VBB97065,Maison de maître à vendre,235000,,6200 Châtelet,Normal,6,,,,,,227 m²,Non,,,,Oui,1,,,1,,1,Gaz,,Sud-ouest,3,,,Oui,180 m²,Oui,20 m²,299 m²,,,,Oui,,351 kWh/m²/an,95825 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,Oui,,,,,,,20241112002670,,Semi-équipée,,Non,,,Oui,,12/11/2034,,pas d'application,,,,,,,,,,,,,,,,,,,,,,2,,82 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbb76088,VBB76088,Maison à vendre,209900,,6200 Châtelet,,3,,,,,,165 m²,Non,25 m²,Non,,Oui,1,,,,1,2,Gaz,,,2,6 m,2,Oui,81 m²,Oui,20 m²,126 m²,21 m,,,Oui,,177 kWh/m²/an,29150 kWh/an,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20200309016601,,Semi-équipée,,Non,,,Oui,,09/03/2030,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,50 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbb29354,VBB29354,Maison à vendre,165000,,6200 Châtelet,Normal,2,,,,,,170 m²,Non,,Non,,Oui,1,,,1,,1,,,,3,,3,,,Oui,,,,,,Oui,,408 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Oui,Non,Non,Non,Non,Non,,20240606002267,,Semi-équipée,,Non,,,Oui,,06/06/2034,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbb50948,VBB50948,Maison à vendre,199900,,6200 Châtelet,Normal,4,,,,,,124 m²,Non,,Non,,Oui,,,,,1,2,Gaz,,Sud,3,,,Oui,170 m²,Oui,20 m²,321 m²,,,,Oui,,279 kWh/m²/an,51734 kWh/an,Pas de risque d’inondation,Information non communiquée,Non,A convenir,Non,Non,Non,Non,Non,Non,Oui,20240724014584,,Super équipée,,Non,,,Oui,,24/07/2034,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vbb41398,VBB41398,Maison à vendre,299900,,6200 Châtelet,Normal,3,,,,,,272 m²,Non,36 m²,Non,,,,,,1,,,Gaz,,,2,,,Oui,163 m²,Oui,45 m²,264 m²,42 m,,,Oui,,,65244 kWh/an,Pas de risque d’inondation,Information non communiquée,Non,A partir du : 01/09/2025,Non,Non,Non,Non,Non,Non,Oui,20240626027569,,Super équipée,,Non,,,Oui,,26/06/2034,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,102 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelet/vba17693,VBA17693,Maison à vendre,134900,,6200 Châtelet,,3,,,,,,123 m²,Non,,Non,,,,,,,1,1,Gaz,,,2,4 m,,Non,,Non,,50 m²,11 m,,,,,239 kWh/m²/an,29378 kWh/an,Information non communiquée,Information non communiquée,Non,A l’acte,Non,Non,Non,Non,Non,Non,,20230705002712,,,,Non,,,,,05/07/2033,44,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,50 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6200/chatelineau/vbc87313,VBC87313,Appartement à vendre,220000,,6200 Châtelineau,,3,,,,,,197 m²,Non,77 m²,Non,,,,,,1,,1,Gaz,,Est,2,,1,,,Oui,16 m²,,,,,Oui,,417 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Non,Non,Non,Non,Non,Non,,20241205008495,,,,Non,,,Oui,,05/12/2034,,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc92090,VBC92090,Maison à vendre,147000,Avenue Emile Vandervelde 156,6200 Bouffioulx,Normal,3,17 m²,20 m²,,,,181 m²,,41 m²,Oui,24 m²,Oui,1,,20 m²,1,1,1,Mazout,Double vitrage,,2,8 m,2,Oui,218 m²,Oui,23 m²,400 m²,56 m,8 m,Oui,,,385 kWh/m²/an,84485 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,Oui,Oui,,,,,,,,,,Non,Non,,Oui,,,95,"oui, attestation non conforme",,,,,,,5 m²,,,,,,,,,,,,,,,,52 m²,,Nord-ouest,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vwd13923,VWD13923,Maison à vendre,219000,,6200 Châtelineau,Normal,3,,,,,,120 m²,,,Oui,,Oui,,,,,,,Mazout,Double vitrage,,3,,,Oui,,,,,,,Oui,Oui,,440 kWh/m²/an,,Information non communiquée,Information non communiquée,,A l’acte,Oui,,,,,,,20250527019424,,Non équipée,,,,,Oui,,,,"oui, attestation non conforme",,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/6200/chatelineau/vbc89174,VBC89174,Duplex à vendre,150000,,6200 Châtelineau,,4,,,,,,,Non,,Non,,,,,,2,,2,Gaz,,Est,2,,,,,,,,,,,Oui,,417 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Non,Non,Non,Non,Non,Non,,20241205008495,,,,Non,,,Oui,,05/12/2034,,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6200/chatelineau/vbc88940,VBC88940,Villa à vendre,479000,,6200 Châtelineau,Normal,3,,,,,,230 m²,Non,,Non,,Oui,2,,,1,1,2,Mazout,,,4,,1,Oui,1000 m²,,,,,,,,,383 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Non,Non,Non,Non,Non,Non,,20250522008251,,Super équipée,,Non,,,,,22/05/2035,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc87846,VBC87846,Maison à vendre,189000,Emile vandervelde 10,6200 Bouffioulx,Normal,3,,,,,,125 m²,Non,,Non,,,,,,1,,1,,,,,,,,,,,90 m²,,,,,,399 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,,Oui,Non,Non,Non,Non,Non,,20250502015690,,,,Non,,,,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc83578,VBC83578,Maison à vendre,115000,Rue de Gilly 297 b,6200 Châtelineau,,2,,,,,,116 m²,Non,,Non,,Oui,1,,,1,,1,Mazout,,,2,,,,,,,,,,,,,447 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A l’acte,Non,Non,Non,Non,Non,Non,,202000305000114,,,,Non,,,,,05/03/2030,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc83576,VBC83576,Maison à vendre,140000,Rue Achille Delattre 3,6200 Châtelineau,À rénover,3,,,,,,120 m²,Non,,Non,,,,,,1,,1,Mazout,,,2,,,Oui,100 m²,Oui,15 m²,,,,,,,523 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A l’acte,Oui,Non,Non,Non,Non,Non,,20240627024258,,,,Non,,,,,27/06/2034,,"non, pas d'attestation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/6200/chatelineau/vbc82911,VBC82911,Appartement à vendre,180000,,6200 Châtelineau,,3,,,,,,116 m²,Non,42 m²,Non,,,,,,1,,1,Gaz,,Est,2,,2,,,Oui,12 m²,,,,,Oui,,417 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20241205008495,,,,Non,,,Oui,,05/12/2034,,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc73951,VBC73951,Maison à vendre,189000,,6200 Bouffioulx,Normal,3,,,,,,179 m²,Non,,Non,,Oui,3,,,1,,1,Gaz,,,3,,,Oui,,Oui,,475 m²,,,,Oui,,225 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A l’acte,Oui,Non,Non,Non,Non,Non,,20240122013994,,Super équipée,,Non,,,Oui,,22/01/2034,,pas d'application,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc72990,VBC72990,Maison à vendre,99990,,6200 Bouffioulx,À rénover,2,,,,,,82 m²,Non,17 m²,,,,,,,1,,2,Gaz,,,3,,2,Non,,Non,,,,,,Oui,,654 kWh/m²/an,68094 kWh/an,Pas de risque d’inondation,Information non communiquée,,A l’acte,Oui,,,,,,,20250508024926,,,,Non,,,Oui,,08/05/2035,,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,,,,34 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc67886,VBC67886,Maison à vendre,110000,Paul pastur 47,6200 Bouffioulx,À rénover,2,25 m²,15 m²,,,,90 m²,,,,,,,,,1,,,,,,2,,3,,,,,90 m²,,,,Oui,,873 kWh/m²/an,,Information non communiquée,Information non communiquée,,,Oui,,,,Oui,,,20210109005594,1940,,,,,,Oui,,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,30 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc86418,VBC86418,Maison à vendre,165000,Rue Herbert Hoover 23,6200 Châtelineau,,3,,,,,,176 m²,,,Non,,,,,,,,,Gaz,Double vitrage,,2,,,Oui,,Oui,,330 m²,,,,,,428 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A l’acte,Oui,Non,Non,Non,Non,Non,,20250523016245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc85984,VBC85984,Maison à vendre,245000,Rue des Charbonnages 447,6200 Châtelineau,Normal,4,,,,,,160 m²,Non,,Non,,,,,,1,1,3,Mazout,,,2,,,,,Oui,,,,,,,,242 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20250522014607,,,,Non,,,,,22/05/2035,14340,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc84575,VBC84575,Maison à vendre,135000,Rue des Charbonnages 429,6200 Châtelineau,À rénover,3,,,,,,,,,Non,,,,,,1,,1,Gaz,Double vitrage,,2,,,,,Oui,,153 m²,,,,,,353 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A convenir,Non,Non,Non,Non,Non,Non,,20250213026232,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc83743,VBC83743,Maison à vendre,150000,,6200 Châtelineau,À rénover,3,,,,,,210 m²,Non,18 m²,Non,,,,,,1,,1,Non specifié,,,2,,,Oui,125 m²,Oui,16 m²,310 m²,27 m,,,Oui,,412 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20250528030526,,,,Non,,,Oui,,28/05/2035,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,115 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc72992,VBC72992,Maison à vendre,149000,,6200 Bouffioulx,À rénover,2,,,,,,120 m²,Non,,Non,,,,,,1,,2,,,,2,,1,,,Oui,9 m²,,,,,,,596 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Oui,Non,Non,Non,Non,Non,,20220211017000,,Equipée,,Non,,,,,,,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc80855,VBC80855,Maison à vendre,147000,Rue Saint-Blaise 48,6200 Bouffioulx,Normal,2,18 m²,13 m²,,,,90 m²,Non,,Oui,16 m²,,,,20 m²,1,,1,Gaz,Double vitrage,,3,8 m,2,Oui,,Oui,,208 m²,39 m,8 m,Non,Oui,,542 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,,A l’acte,Oui,,Oui,,,,,,1960,Equipée,Américaine,Non,Non,,Oui,Non,,,"oui, attestation conforme",,,,14 m²,,,4 m²,,,,,,,,,,,,,,,1,35 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc80489,VBC80489,Maison à vendre,150000,,6200 Bouffioulx,À rénover,3,,,,,,150 m²,Non,,Non,,Oui,,,,1,1,1,Mazout,,,3,,2,Oui,100 m²,Oui,20 m²,230 m²,,,,Oui,,414 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Non,Non,Non,Non,Non,Non,,20250304013891,,,,Non,,,Oui,,04/03/2035,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc80390,VBC80390,Maison à vendre,100000,Rue des Masuirs 344,6200 Châtelineau,À rénover,1,,,,,,60 m²,Non,15 m²,Non,,,,,,1,,1,,,Nord-est,3,,,Oui,,Oui,,,,,,,,717 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,,Oui,Non,Non,Non,Non,Non,,20231106020110,,,,Non,,,,,,,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc80380,VBC80380,Maison à vendre,150000,Rue des Masuirs 344,6200 Châtelineau,À rénover,1,,,,,,60 m²,Non,15 m²,Non,,,,,,1,,1,,,Nord-est,3,,,Oui,,Oui,,468 m²,,,,,,717 kWh/m²/an,59704 kWh/an,Information non communiquée,Information non communiquée,Non,,Oui,Non,Non,Non,Non,Non,,20231106020110,,Semi-équipée,,Non,,,,,,,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc24586,VBC24586,Maison à vendre,219900,,6200 Châtelineau,,3,,,,,,168 m²,Non,27 m²,,,Oui,1,,,1,1,2,Mazout,,Nord,2,,,Oui,250 m²,Oui,20 m²,320 m²,,,,Oui,,443 kWh/m²/an,92918 kWh/an,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,,,20250114004553,,,,Non,,,Oui,,14/01/2035,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,73 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc78895,VBC78895,Maison à vendre,350000,,6200 Châtelineau,,6,,,,,,279 m²,Non,37 m²,Non,,Oui,1,,,2,,2,Gaz,,,2,10 m,,Oui,375 m²,Oui,35 m²,520 m²,40 m,,,Oui,,299 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20190602005056,,Semi-équipée,,Non,,,Oui,,02/06/2029,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,130 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc77565,VBC77565,Maison à vendre,225000,,6200 Châtelineau,Normal,3,,,,,,100 m²,Non,20 m²,Non,,,,,,1,,1,Gaz,,,3,7 m,2,Oui,93 m²,Oui,20 m²,160 m²,21 m,,,Oui,,323 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20250519029942,,Super équipée,,Non,,,Oui,,,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,62 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc77564,VBC77564,Maison à vendre,109999,,6200 Bouffioulx,,3,,,,,,104 m²,Non,17 m²,Non,,,,,,1,,1,Gaz,,,2,,,,,Oui,40 m²,80 m²,18 m,,,Oui,,338 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,,Oui,Non,Non,Non,Non,Non,,20250317024094,,Semi-équipée,,Non,,,Oui,,17/03/2025,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,50 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc72989,VBC72989,Maison à vendre,299990,,6200 Châtelineau,,5,,,,,,289 m²,Non,,Non,,Oui,1,,,2,,2,Mazout,,Nord-ouest,2,,4,Oui,,Oui,,,,,,Oui,,176 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Non,Non,Non,Non,Non,Non,,20250423009203,1965,Super équipée,,Non,,,Oui,,23/04/2035,,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc72991,VBC72991,Maison à vendre,345000,,6200 Bouffioulx,,3,,,,,,167 m²,Non,60 m²,Non,,Oui,2,,,,1,2,Gaz,,Nord-ouest,3,,2,Oui,,Oui,,,,,,Oui,,201 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,A l’acte,Oui,Non,Non,Non,Non,Non,Oui,20250425000969,1830,Super équipée,,Non,,,Oui,,25/04/2025,,"oui, attestation non conforme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6200/bouffioulx/vbc71552,VBC71552,Villa à vendre,450000,,6200 Bouffioulx,,3,,,,,,170 m²,Non,,,,Oui,1,34 m²,,2,2,2,,Double vitrage,,4,,2,Oui,2200 m²,Oui,24 m²,2656 m²,,,,,,302 kWh/m²/an,63515 kWh/an,Information non communiquée,Information non communiquée,Non,,Oui,,,,,,,,,,,Non,,,,Non,05/05/2035,,,,,,,,Oui,,,,,,,,,,,,,Non,,,,6 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc68862,VBC68862,Maison à vendre,165000,,6200 Châtelineau,À rénover,6,,,,,,224 m²,Non,40 m²,Non,,,,,,1,,2,Gaz,,,2,,,,,Oui,48 m²,190 m²,30 m,,,Oui,,363 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20250425026553,,,,Non,,,Oui,,24/04/2035,,pas d'application,,,,,,,,,,,,,,,,,,,,,,,,146 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc68681,VBC68681,Maison à vendre,170000,,6200 Châtelineau,Normal,4,,,,,,123 m²,Non,42 m²,Non,,,,,,,1,1,Gaz,,,2,,,,,Oui,6 m²,65 m²,13 m,,,Oui,,323 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20240917016983,,Super équipée,,Non,,,Oui,,17/09/2034,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,,,59 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc67451,VBC67451,Maison à vendre,199000,Rue E. Vandervelde 64,6200 Bouffioulx,,4,,,,,,122 m²,,30 m²,Non,,,,,,1,,,Non specifié,,,2,,,Oui,35 m²,Oui,4 m²,100 m²,,,,,,219 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,,Non,Non,Non,Non,Non,Non,,20240730014052,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vwd13089,VWD13089,Maison à vendre,89500,Des marais 29,6200 Bouffioulx,À rénover,4,,,,,,195 m²,,,,,,,,,2,,,Gaz,,,3,7 m,,Oui,400 m²,,,,40 m,8 m,Oui,Oui,Oui,,,Information non communiquée,Information non communiquée,,,Oui,,,,,,Non,,1900,,,,,,Oui,,,,pas d'application,,,,,,,,,Non,,,Non,,,,,,pas d'application,,,,,,,,195 m²,Non,Non,Oui,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc63623,VBC63623,Maison à vendre,148000,,6200 Bouffioulx,,4,,,,,,206 m²,,36 m²,Non,,,,,,1,,,Non specifié,,Ouest,2,,,Oui,225 m²,Oui,20 m²,348 m²,,,,,,297 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,,Oui,Non,Non,Non,Non,Non,,20250217002745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc59745,VBC59745,Maison à vendre,225000,Rue des Charbonnages 313,6200 Châtelineau,Normal,2,,,,,,170 m²,Non,42 m²,Non,,Oui,1,,,1,,2,Gaz,,,3,,,,,Oui,81 m²,330 m²,,,,,,297 kWh/m²/an,,Information non communiquée,Information non communiquée,Non,A convenir,Oui,Non,Non,Non,Non,Non,,20250206028798,,Super équipée,,Non,,,,,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc58021,VBC58021,Maison à vendre,157000,Rue du Centenaire 6,6200 Châtelineau,Normal,2,12 m²,12 m²,,,,99 m²,,18 m²,,,Oui,1,,10 m²,1,,2,Gaz,Double vitrage,,3,5 m,,Oui,214 m²,Oui,,340 m²,19 m,5 m,Oui,,,368 kWh/m²/an,40503 kWh/an,Information non communiquée,Information non communiquée,,,Oui,Oui,,,,,,,,,,Non,,,,Non,,67,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,Nord,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc37150,VBC37150,Maison à vendre,110000,Rue des Vaucelles 10,6200 Bouffioulx,,2,,,,,,100 m²,,22 m²,,,,,,,1,,,Non specifié,,,3,,,,,,,,,,,,,378 kWh/m²/an,51014 kWh/an,Information non communiquée,Information non communiquée,,,,,,,,,,20250214024833,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc54977,VBC54977,Maison à vendre,494933,,6200 Bouffioulx,Nouveau,4,,,,,,220 m²,,,,,Oui,1,,,2,,2,,,,4,13 m,,,,,,2442 m²,,13 m,,,Oui,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/bouffioulx/vbc54976,VBC54976,Maison à vendre,389666,,6200 Bouffioulx,Nouveau,3,,,,,,158 m²,,,,,Oui,1,,,1,,2,,,,4,11 m,,,,,,2442 m²,,11 m,,,Oui,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6200/chatelineau/vbc51879,VBC51879,Maison à vendre,185000,,6200 Châtelineau,Normal,2,,,,,,,,,,,Oui,1,,,1,,,Mazout,Double vitrage,,2,,,Oui,,Oui,,,,,,,,295 kWh/m²/an,30492 kWh/an,Information non communiquée,Information non communiquée,,,Oui,,,,,,,,,Equipée,Américaine,Non,,,,,19/01/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
