ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Surface_de_lades_salles_de_bain,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Étage_de_lappartement,Terrasse_aménagée,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Permis_durbanisation_accordé,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_du_garage,Jardin,Surface_du_jardin,Surface_totale_du_terrain,Meublé,Panneaux_solaires,Chauffage_au_sol,Air_conditionné,Parlophone,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Surface_constructible,Largeur_du_terrain_à_rue,Piscine_extérieure,Bien_actuellement_loué,Disponibilité_du_bien,Surface_du_séjour,Salle_à_manger,Dressing,Buanderie,Local_vélo,Équipement_de_la_cuisine,Nombre_de_toilettes,Nombre_de_façades,Surface_de_la_terrasse,Permis_de_bâtir_obtenu,Le_bien_fait_lobjet_dun_droit_de_préemption,Affectation_urbanistique_la_plus_récente,Orientation_du_jardin,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Profondeur_du_terrain,Pompe_à_chaleur,Surface_de_la_véranda,Surface_des_caves,Surface_du_grenier,Nombre_de_place_de_parking_intérieur,Raccordé_aux_égouts,Attestation__Asbuilt,Conso_annuelle_totale_dénergie_primaire,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,HammamSaunaJacuzzi,Alarme_antieffraction,Balcon,Appartement_de_service,Surface_du_bureau,Surface_de_la_cuisine,Nombre_de_douches,Emission_de_CO2,Panneaux_solaires_thermiques,Domotique,Porte_daccès_sécurisée,Attestation__Citernes_à_mazout,Surface_chambre_à_coucher_4,Type_de_cuisine,Surface_salle_à_manger,Niveau_E,Niveau_K,Citerne_à_eau_de_pluie,Feu_ouvert,Orientation_de_la_terrasse,Porte_de_garage_motorisée,Clef_électronique,Attestation__Installation_électrique__Validité,Adoucisseur_deau,Attestation__Citernes_à_mazout__Validité,Station_de_charge_électrique,Surface_chambre_à_coucher_5,Maison_basse_énergie,Espace_ouvert_sensible_à_leau__WORG,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Niveau_S,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Surface_du_dressing,Compteur_Bihoraire
https://immovlan.be/fr/detail/appartement/a-vendre/9120/melsele/rbt63850,RBT63850,Appartement à vendre,199000,Ijzerstraat 65 2,9120 Melsele,À rénover,1978,2,70 m²,Non,Non,Non,Oui,1,1,5 m²,Gaz,Double vitrage,Non,Non,2,Oui,148 kWh/m²/an,20250401-0003568109-RES-1,01/04/2035,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/melsele/rbt47922,RBT47922,Maison à vendre,335000,Keizer Karelstraat 59,9120 Melsele,Normal,1983,4,146 m²,Non,Non,Non,Oui,1,1,6 m²,Gaz,Triple vitrage,Non,Non,,,223 kWh/m²/an,20250425-0003586437-RES-1,25/04/2035,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,20 m²,Oui,100 m²,246 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/melsele/rbt47117,RBT47117,Maison à vendre,899000,Laurierstraat 34,9120 Melsele,Remis à neuf,1991,5,340 m²,Non,Non,Non,Oui,1,2,7 m²,Gaz,,Non,Non,,Oui,62 kWh/m²/an,20240916-0003374186-RES-2,16/09/2034,"non, pas d'attestation",Oui,,,,,Pas de risque d’inondation,Information non communiquée,Non,30 m²,Oui,605 m²,932 m²,Non,Oui,Oui,Oui,Oui,Nord-est,11 m,1,2,252 m²,23 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/melsele/rbt44400,RBT44400,Maison à vendre,335000,Gaverlandstraat 36,9120 Melsele,Normal,,3,122 m²,Non,Oui,Non,,,1,,,,Non,,,Oui,276 kWh/m²/an,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,45 m²,310 m²,Non,,,,,,,,,60 m²,,,Non,A l’acte,29 m²,Non,Non,Non,Non,Super équipée,1,2,25 m²,Oui,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/melsele/rbt27122,RBT27122,Maison à vendre,545000,,9120 Melsele,Excellent,2000,2,194 m²,Non,Non,Non,Oui,1,1,,Gaz,Double vitrage,,,,Oui,131 kWh/m²/an,20250314-0003551706-RES-1,,"non, pas d'attestation",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,471 m²,,Oui,,,,,,,,,,Oui,Non,,,Non,Oui,Oui,Non,,2,3,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Sud-ouest,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/melsele/rbs85930,RBS85930,Maison à vendre,398000,Alfons Van Puymbroecklaan 115,9120 Melsele,,1953,3,163 m²,,,,Oui,1,1,,,,Non,,,Oui,455 kWh/m²/an,,,"oui, attestation non conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,980 m²,Non,,,,,Sud-est,,,3,,,,,,48 m²,,,,,Super équipée,1,3,45 m²,Oui,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/melsele/rbs69977,RBS69977,Maison à vendre,605000,Lavendelstraat 64,9120 Melsele,Normal,1993,5,187 m²,,Oui,,Oui,1,1,,,,Non,,,Oui,546 kWh/m²/an,,,"oui, attestation conforme",Oui,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,1049 m²,1236 m²,Non,,,,,,,,,148 m²,,,,A l’acte,48 m²,,,,,Super équipée,2,4,25 m²,Oui,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/9120/beveren/rbt69970,RBT69970,Penthouse à vendre,325000,Ter Gaeverlaan 5 V1,9120 Beveren,Normal,1961,3,93 m²,Non,Non,Non,,,2,,Non specifié,,Non,,1,Oui,188 kWh/m²/an,20211022-0002482916,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,Oui,,,,Ouest,7 m,2,,93 m²,,,Non,A l’acte,35 m²,Non,Non,Non,Non,Super équipée,2,3,6 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,Oui,Oui,25 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt69969,RBT69969,Appartement à vendre,325000,Ter Gaeverlaan 5 V1,9120 Beveren,Normal,1961,3,93 m²,,,,,,2,,Non specifié,,Non,,1,Oui,188 kWh/m²/an,20211022-0002482916,,"oui, attestation conforme",Oui,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,,,Non,Oui,,,,Ouest,7 m,2,,93 m²,,,,A l’acte,35 m²,,,,,Super équipée,2,3,6 m²,Non,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,Oui,Oui,25 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/9120/beveren/rbt69968,RBT69968,Duplex à vendre,325000,Ter Gaeverlaan 5 V1,9120 Beveren,Normal,1961,3,93 m²,Non,Non,Non,,,2,,Non specifié,,Non,,1,Oui,188 kWh/m²/an,20211022-0002482916,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,Oui,,,,Ouest,7 m,2,,93 m²,,,Non,A l’acte,35 m²,Non,Non,Non,Non,,2,3,6 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,Oui,Oui,25 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/vrasene/rbt69013,RBT69013,Appartement à vendre,320000,Puchelstraat 2 105,9120 Vrasene,Nouveau,2022,2,83 m²,,,,Oui,,1,,,,Non,,1,Oui,22 kWh/m²/an,,,"oui, attestation conforme",Non,,,,,Pas de risque d’inondation,Information non communiquée,,,Non,,,Non,,,,,,,3,1,,,,,A l’acte,35 m²,,,,,Super équipée,1,2,7 m²,Oui,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/vrasene/rbt69014,RBT69014,Appartement à vendre,320000,Puchelstraat 2 105,9120 Vrasene,Nouveau,2022,2,83 m²,Non,Non,Non,Oui,,1,,,,Non,,1,Oui,22 kWh/m²/an,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,,,,,,3,1,,,,Non,A l’acte,35 m²,Non,Non,Non,Non,,1,2,7 m²,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt68563,RBT68563,Appartement à vendre,310000,Grote Markt 32 31,9120 Beveren,Normal,2001,1,86 m²,Non,Non,Non,Oui,2,1,,Gaz,,Oui,,,Oui,236 kWh/m²/an,3532527-RES-1,18/02/2035,"oui, attestation non conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,,,,Nord-ouest,,,,590 m²,,,Non,A l’acte,21 m²,Non,Non,Non,Non,,1,,,,Non,"Zone d'habitat (résidentiel, urbain ou rural)",,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt45400,RBT45400,Appartement à vendre,289000,Verlatdreef 1 1,9120 Beveren,,1991,3,,Non,Non,Non,,,1,,Electrique,,Oui,,7,Oui,321 kWh/m²/an,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,,,,Sud,28 m,,,420 m²,,,Non,A l’acte,,Non,Non,Non,Non,,1,3,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbt33143,RBT33143,Maison à vendre,289000,,9120 Beveren,Excellent,,2,98 m²,,,,,,1,,Gaz,Double vitrage,,,,,116 kWh/m²/an,20240513-0003237323-RES-3,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,445 m²,,,,,,,,,,,,,,,,,,,,,1,2,,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",Est,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs87783,RBS87783,Appartement à vendre,266000,Victoriestraat 12,9120 Beveren,Nouveau,,1,68 m²,,,,,,,,,Double vitrage,Oui,,0,Oui,,,,"non, pas d'attestation",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,40 m²,,,Oui,,,Oui,,,3,1,,,,,,,,,,,,,,,,,,Sud-est,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs87780,RBS87780,Appartement à vendre,300000,Victoriestraat 12,9120 Beveren,Nouveau,,2,90 m²,,,,,,,,,Double vitrage,Oui,,1,Oui,,,,"non, pas d'attestation",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,,,,,,,,,,,,8 m²,Oui,,,Ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbs87778,RBS87778,Appartement à vendre,334000,Victoriestraat 12,9120 Beveren,Nouveau,,3,107 m²,,,,,,,,,Double vitrage,Oui,,2,Oui,,,,"non, pas d'attestation",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,,,,,,,,,,,,9 m²,Oui,,,Sud,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbf04105,RBF04105,Appartement à vendre,299000,,9120 Beveren,Nouveau,2023,2,83 m²,Non,Non,Non,,,1,,,Double vitrage,Oui,,1,Oui,,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,,Non,,,Non,Non,Non,Non,,1,2,13 m²,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",Ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbk31833,RBK31833,Appartement à vendre,299000,,9120 Beveren,Nouveau,2023,2,83 m²,Non,Non,Non,,,1,,,Double vitrage,Oui,,1,Oui,,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,,Non,,,Non,Non,Non,Non,,1,2,13 m²,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",Ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbf04085,RBF04085,Appartement à vendre,299000,,9120 Beveren,Nouveau,2023,2,83 m²,Non,Non,Non,,,1,,,Double vitrage,Oui,,2,Oui,,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,Non,Non,,,Non,Non,Non,Non,,1,2,13 m²,,,"Zone d'habitat (résidentiel, urbain ou rural)",Ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbj56926,RBJ56926,Maison à vendre,399000,,9120 Beveren,Nouveau,2025,4,151 m²,Non,Non,Non,Oui,,1,,,Double vitrage,,,,Oui,,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,152 m²,,Oui,,,,,,,1,,,Non,Non,,,Non,Non,Non,Non,,2,2,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Sud-ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbf04073,RBF04073,Appartement à vendre,319000,,9120 Beveren,Nouveau,2023,2,86 m²,Non,Non,Non,,,1,,,Double vitrage,Oui,,3,Oui,,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,,Non,,,Non,Non,Non,Non,,1,2,13 m²,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",Ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbf04069,RBF04069,Appartement à vendre,309000,,9120 Beveren,Nouveau,2023,2,83 m²,Non,Non,Non,,,1,,,Double vitrage,Oui,,3,Oui,,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,Non,Non,,,Non,Non,Non,Non,,1,2,13 m²,,,"Zone d'habitat (résidentiel, urbain ou rural)",Ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbf04064,RBF04064,Appartement à vendre,329000,,9120 Beveren,Nouveau,2023,2,88 m²,Non,Non,Non,,,1,,,Double vitrage,Oui,,3,Oui,,,,"oui, attestation conforme",,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,Oui,,,Oui,,,3,1,,,,Non,,,Non,Non,Non,Non,,1,2,19 m²,Oui,,"Zone d'habitat (résidentiel, urbain ou rural)",Ouest,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/vrasene/rbt64046,RBT64046,Maison à vendre,499000,Brugstraat 7,9120 Vrasene,Normal,,5,314 m²,Non,Non,Non,,,2,9 m²,Gaz,Double vitrage,Non,Non,,Oui,211 kWh/m²/an,20230615-0002908320-RES-1,,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,300 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbt63875,RBT63875,Maison à vendre,435000,Bijlstraat 113,9120 Beveren,Normal,2022,4,218 m²,Non,Oui,Non,,,2,4 m²,Gaz,,Non,Non,,Oui,,46003-G-OMV_2021046720/EP14805/A001/D01/SD001,20/12/2032,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,606 m²,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbt63876,RBT63876,Maison à vendre,435000,Bijlstraat 113,9120 Beveren,Normal,2022,4,218 m²,Non,Oui,Non,,,2,4 m²,Gaz,,Non,Non,,Oui,,46003-G-OMV_2021046720/EP14805/A001/D01/SD001,20/12/2032,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,606 m²,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbt63836,RBT63836,Maison à vendre,375000,Klapperstraat 121,9120 Beveren,Remis à neuf,1961,5,262 m²,Oui,Non,Oui,,,2,5 m²,Gaz,,Non,Non,,Oui,190 kWh/m²/an,20250105-0003496331-RES-1,05/01/2035,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,262 m²,,,,,,,,,,175 m²,,,,,,,,,,,,,,,,,,,,,,19 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbt63835,RBT63835,Maison à vendre,375000,Klapperstraat 121,9120 Beveren,Remis à neuf,1961,5,262 m²,Oui,Non,Oui,,,2,5 m²,Gaz,,Non,Non,,Oui,190 kWh/m²/an,20250105-0003496331-RES-1,05/01/2035,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Oui,,262 m²,,,,,,,,,,175 m²,,,,,,,,,,,,,,,,,,,,,,19 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt63828,RBT63828,Appartement à vendre,299000,Kasteeldreef 5 301,9120 Beveren,Normal,2024,2,92 m²,Non,Non,Non,,,1,7 m²,Gaz,Triple vitrage,Oui,Non,3,Oui,,46003-G-OMW_2019076845/EP13566/A002/D01/SD005,11/02/2033,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt63826,RBT63826,Appartement à vendre,295000,Kasteeldreef 3 201,9120 Beveren,Normal,2024,2,106 m²,Non,Non,Non,,,1,5 m²,Gaz,Triple vitrage,Oui,Non,2,Oui,,46003-G-OMV_2019076845/EP13566/A001/D01/SD004,11/02/2033,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt63827,RBT63827,Appartement à vendre,295000,Kasteeldreef 3 201,9120 Beveren,Normal,2024,2,106 m²,Non,Non,Non,,,1,5 m²,Gaz,Triple vitrage,Oui,Non,2,Oui,,46003-G-OMV_2019076845/EP13566/A001/D01/SD004,11/02/2033,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt63824,RBT63824,Appartement à vendre,299000,Kasteeldreef 3 101,9120 Beveren,Normal,2024,2,106 m²,Non,Non,Non,,,1,5 m²,Gaz,Triple vitrage,Oui,Non,1,Oui,,46003-G-OMV_2019076845/EP13566/A001/D01/SD002,11/02/2033,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt63825,RBT63825,Appartement à vendre,299000,Kasteeldreef 3 101,9120 Beveren,Normal,2024,2,106 m²,Non,Non,Non,Oui,,1,5 m²,Gaz,Triple vitrage,Oui,Non,1,Oui,,46003-G-OMV_2019076845/EP13566/A001/D01/SD002,11/02/2033,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9120/beveren/rbt63823,RBT63823,Appartement à vendre,299000,Kasteeldreef 5 302,9120 Beveren,Normal,2024,2,104 m²,Non,Non,Non,Oui,,1,7 m²,Gaz,Triple vitrage,Oui,Non,3,Oui,,46003-G-OMV_2019076845/EP13566/A002/D01/SD006,11/02/2033,pas d'application,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/beveren/rbt63354,RBT63354,Maison à vendre,275000,Gentseweg 512,9120 Beveren,À rénover,1976,3,152 m²,Non,Non,Non,Oui,1,1,7 m²,Mazout,Triple vitrage,Non,Non,,,219 kWh/m²/an,20241126-0003459004-RES-1,26/11/2034,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,16 m²,,,152 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9120/kallo/rbt62762,RBT62762,Maison à vendre,599000,Hoog-Kallostraat 2,9120 Kallo,Normal,1979,4,335 m²,Oui,Oui,Non,Oui,1,1,7 m²,Bois,Double vitrage,Non,Non,,,265 kWh/m²/an,20250306-0003546148-RES-1,06/03/2035,"non, pas d'attestation",Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,57 m²,Oui,,660 m²,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,126 m²,54 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
