ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Dressing,Surface_du_dressing,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Chauffage_au_sol,Pompe_à_chaleur,Appartement_de_service,Véranda,Salle_à_manger,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Raccordé_au_gaz_de_ville,Référence_PEB,Surface_constructible,Équipement_de_la_cuisine,Type_de_cuisine,Espace_ouvert_sensible_à_leau__WORG,Largeur_du_terrain_à_rue,Porte_de_garage_motorisée,Clef_électronique,Surface_de_lades_salles_de_bain,Panneaux_solaires_thermiques,Air_conditionné,Domotique,Alarme_antieffraction,HammamSaunaJacuzzi,Feu_ouvert,Balcon,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Profondeur_du_terrain,Surface_chambre_à_coucher_4,Nombre_de_place_de_parking_intérieur,Surface_des_caves,Surface_salle_à_manger,Surface_du_garage,Orientation_du_jardin,Surface_du_grenier,Station_de_charge_électrique,Panneaux_solaires,Surface_chambre_à_coucher_5,Étage_de_lappartement,Surface_du_bureau,Parlophone,Adoucisseur_deau,Maison_basse_énergie,Compteur_Bihoraire,Possibilités_pour_profession_libérale,Compteur_deau_individuel
https://immovlan.be/fr/detail/appartement/a-vendre/5530/yvoir/vbc45194,VBC45194,Appartement à vendre,139000,rue de la gare 9,5530 Yvoir,Normal,Oui,,,2,18 m²,13 m²,,69 m²,Non,18 m²,Oui,,,,13 m²,1,1,1,Mazout,Double vitrage,Non,Non,Ouest,3,13 m,2,,Oui,105 m²,Oui,,Est,,Oui,Oui,,Non,327 kWh/m²/an,32695 kWh/an,30/10/2034,81,"non, pas d'attestation",,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,13 m,,,4 m²,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5530/yvoir/vbc44691,VBC44691,Maison à vendre,309000,Rue Fosse Do Blanc 21,5530 Yvoir,Normal,,2000,A l’acte,4,12 m²,10 m²,9 m²,150 m²,,45 m²,,Oui,,,,1,1,2,Electrique,Double vitrage,,,,4,,2,5,Oui,,Oui,,,784 m²,Oui,Oui,,,211 kWh/m²/an,32033 kWh/an,12/09/2034,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,Oui,,,,,,,,,Equipée,Américaine,,,,,,,,,Oui,,,,,,,,9 m²,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5530/godinne/vbc44009,VBC44009,Maison à vendre,445000,,5530 Godinne,Remis à neuf,,,A l’acte,8,27 m²,15 m²,15 m²,260 m²,,22 m²,Oui,,,,14 m²,4,,4,Mazout,Double vitrage,,,Nord,3,,3,,Oui,,Oui,30 m²,,581 m²,Oui,Oui,,,227 kWh/m²/an,,30/12/2034,,"oui, attestation conforme",04/12/2024,,,,Information non communiquée,Information non communiquée,,,,,Oui,,,,,,,,Super équipée,,,,,,,,,,,,,,,,,,10 m²,,,21 m²,,,,,Oui,27 m²,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/5530/yvoir/vbc26592,VBC26592,Fermette à vendre,95000,Parc résidentiel La Gayolle 121,5530 Yvoir,Normal,Non,,Immédiatement,2,6 m²,3 m²,,45 m²,Oui,10 m²,,,,,7 m²,1,,1,,Double vitrage,Non,Non,,,,,1,Oui,200 m²,Oui,18 m²,,,,Oui,,,,,,,"oui, attestation non conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,Oui,,200 m²,Equipée,,,,Non,Non,,,Oui,Non,Non,Non,Non,Non,pas d'application,Non,Non,,,,,,,,,,Non,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5530/yvoir/vbb69164,VBB69164,Appartement à vendre,305000,Avenue Doyen Roger Woine 5,5530 Yvoir,Nouveau,Non,,Immédiatement,2,11 m²,13 m²,,98 m²,Non,40 m²,Oui,,,,,1,,1,,Double vitrage,Oui,Oui,,,,,1,,,,,,,,Oui,,,,,,,,,Oui,Oui,Non,Information non communiquée,Information non communiquée,Non,,,,,,,,,Non,,98 m²,Equipée,,,,Non,Non,,,Oui,Non,Non,Non,Non,Oui,,Oui,Non,,,,,,,,,,Oui,,1,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5530/yvoir/vbb69162,VBB69162,Appartement à vendre,350000,Avenue Doyen Roger Woine 5,5530 Yvoir,Nouveau,Non,,Immédiatement,3,12 m²,8 m²,9 m²,118 m²,Non,44 m²,Oui,,,,,1,,1,,Double vitrage,Oui,Oui,,,,,1,,,,,,,,Oui,,,,,,,,,Oui,Oui,Non,Information non communiquée,Information non communiquée,Non,,,,,,,Oui,,Non,,118 m²,Equipée,,,,Non,Non,,,Oui,Non,Non,Non,Non,Oui,,Oui,Non,,,1,,,,,,,Oui,,1,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5530/yvoir/vbb69161,VBB69161,Appartement à vendre,220000,Avenue Doyen Roger Woine 5,5530 Yvoir,Nouveau,Non,,Immédiatement,1,12 m²,,,63 m²,Non,26 m²,,,,,,1,,1,,Double vitrage,Oui,Oui,,,,,1,,,,,,,,Oui,,,,,,,,,Oui,Oui,Non,Information non communiquée,Information non communiquée,Non,,,,,,,,,Non,,63 m²,Equipée,,,,Non,Non,,,Oui,Non,Non,Non,Non,Oui,,Oui,Non,,,,,,,,,,Oui,,2,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5530/yvoir/vbb69160,VBB69160,Appartement à vendre,360000,Avenue Doyen Roger Woine 5,5530 Yvoir,Nouveau,Non,,Immédiatement,3,9 m²,8 m²,12 m²,118 m²,Non,44 m²,Oui,,,,,1,,1,,Double vitrage,Oui,Oui,,,,,1,Oui,47 m²,Oui,20 m²,,,,Oui,,,,,,,,,Oui,Oui,Non,Information non communiquée,Information non communiquée,Non,,,,,,,Oui,,Non,,118 m²,Equipée,,,,Non,Non,,,Oui,Non,Non,Non,Non,Non,,Oui,Non,,,1,,,,,,,Oui,,0,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5530/yvoir/vbb69159,VBB69159,Appartement à vendre,335000,Avenue Doyen Roger Woine 5,5530 Yvoir,Nouveau,Non,,Immédiatement,1,,,,,Non,,,,,,,1,,1,,Double vitrage,Non,Oui,,,,,,,,Oui,,,,,Oui,,,,,,,,,Oui,Oui,Non,Information non communiquée,Information non communiquée,Non,,,,,,,,,Non,,,Equipée,,,,Non,Non,,,Oui,Non,Non,Non,Non,Non,,Oui,Non,,,,,,,,,,Oui,,2,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5530/yvoir/vbb69158,VBB69158,Appartement à vendre,300000,Avenue Doyen Roger Woine 5,5530 Yvoir,Nouveau,Non,,Immédiatement,2,10 m²,12 m²,,96 m²,Non,38 m²,Oui,,,,,1,,1,,Double vitrage,Oui,Oui,,,,,1,,,,,,,,Oui,,,,,,,,,Oui,Oui,Non,Information non communiquée,Information non communiquée,Non,,,,,,,,,Non,,96 m²,Equipée,,,,Non,Non,,,Oui,Non,Non,Non,Non,Oui,,Oui,Non,,,,,,,,,,Oui,,1,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5530/yvoir/vbb69157,VBB69157,Appartement à vendre,240000,Avenue Doyen Roger Woine 5,5530 Yvoir,Nouveau,Non,,Immédiatement,2,13 m²,11 m²,,78 m²,Non,29 m²,,,,,,1,,1,,Double vitrage,Oui,Oui,,,,,1,,,Oui,7 m²,,,,Oui,,,,,,,,,Oui,Oui,Non,Information non communiquée,Information non communiquée,Non,,,,,,,,,Non,,78 m²,Equipée,,,,Non,Non,,,Oui,Non,Non,Non,Non,Non,,Oui,Non,,,,,,,,,,Oui,,0,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/5530/yvoir/vbb53922,VBB53922,Fermette à vendre,115000,Parc résidentiel La Gayolle 856,5530 Yvoir,Normal,Non,,Immédiatement,1,8 m²,,,55 m²,Non,29 m²,,,,,7 m²,1,,1,,Double vitrage,Non,Non,,,,,1,Oui,207 m²,,,,,,Oui,,,490 kWh/m²/an,27418 kWh/an,,123,"oui, attestation non conforme",,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,Non,20240730011422,207 m²,Equipée,,,,Non,Non,,,Non,Non,Non,Non,Oui,Non,pas d'application,Non,Non,,,,,,,,,,Non,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5530/yvoir/vba77152,VBA77152,Maison à vendre,149000,Rue du Clos des Mannoyes 53,5530 Yvoir,À rénover,,,A l’acte,3,16 m²,23 m²,20 m²,110 m²,Non,40 m²,,,,,,,,1,,Double vitrage,Non,Non,Sud-ouest,3,,2,,Oui,,Non,,,209 m²,,,,Non,323 kWh/m²/an,38305 kWh/an,13/09/2027,,"oui, attestation non conforme",,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5537/anhee/vbc90880,VBC90880,Maison à vendre,550000,,5537 Anhée,Normal,Non,1890,A l’acte,7,18 m²,26 m²,15 m²,385 m²,Non,,Oui,Oui,,,23 m²,4,4,4,,Double vitrage,Non,Non,,4,,2,10,Oui,540 m²,Oui,40 m²,,,,,,Non,332 kWh/m²/an,199165 kWh/an,08/07/2024,58,"oui, attestation non conforme",,,,,Pas de risque d’inondation,Information non communiquée,,,,,Oui,,,Oui,2,,,,,,,,,,,,,,,,,,,,,,17 m²,2,,,,,,,,40 m²,,11 m²,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5537/bioul/vbc89442,VBC89442,Maison à vendre,225000,Rue Haute-Bise 22,5537 Bioul,,Non,,A l’acte,3,,,,,,,Non,Oui,Non,,,1,,,Mazout,Double vitrage,,,,3,,,,Oui,,,,,288 m²,Oui,,,,423 kWh/m²/an,,,,,,,,,Information non communiquée,Information non communiquée,,,,Non,Non,Non,Non,,,,20241106010725,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5537/bioul/vbc89122,VBC89122,Maison à vendre,259000,Rue Sur-les-Dos 29,5537 Bioul,Normal,Non,1969,A l’acte,2,16 m²,16 m²,,150 m²,,14 m²,Oui,Non,Non,,10 m²,,1,2,Gaz,Double vitrage,,,Sud-est,4,,1,2,Oui,806 m²,Oui,10 m²,,,,,,Non,227 kWh/m²/an,,,,"non, pas d'attestation",,,,Non,Information non communiquée,Information non communiquée,,,,Non,Non,Non,Non,Oui,,,20180424008744,,,,,,,,,,,,Oui,,Oui,,"non, pas d'attestation",,,,,1,40 m²,,,,,,Oui,,,15 m²,Non,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/5537/anhee/vbc22200,VBC22200,Appartement à vendre,169000,,5537 Anhée,Normal,,,A l’acte,2,11 m²,13 m²,,84 m²,,,,,,,,1,,1,,Double vitrage,Non,Non,,2,13 m,3,1,,,,,,,Oui,Oui,,,261 kWh/m²/an,24151 kWh/an,05/05/2030,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,Equipée,Américaine,,13 m,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5537/haut-le-wastia/vbc86845,VBC86845,Maison à vendre,436000,,5537 Haut-le-Wastia,Nouveau,Non,2018,,3,,,,230 m²,Non,44 m²,Non,Oui,Non,,,1,,2,,,Non,,Nord-ouest,3,,2,2,Oui,700 m²,Oui,20 m²,,700 m²,,Oui,,,104 kWh/m²/an,23854 kWh/an,24/05/2035,7,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,,,,Non,Non,Non,Non,,,,20250524500299,,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 m²,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5537/anhee/vbc86730,VBC86730,Maison à vendre,199000,Rue des Campagnes 3,5537 Anhée,Normal,Non,,Immédiatement,3,16 m²,13 m²,14 m²,140 m²,Non,12 m²,Non,Oui,Non,,7 m²,1,,1,,Double vitrage,Non,Non,,,,,,Oui,679 m²,Oui,20 m²,,,,Oui,,Non,430 kWh/m²/an,,,,"oui, attestation conforme",,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,,Non,Non,Non,Non,,,Non,20250603004061,679 m²,Equipée,,,,Non,Non,8 m²,Non,Non,Non,Non,Non,Non,Non,pas d'application,Non,Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5537/anhee/vbc84146,VBC84146,Maison à vendre,265000,,5537 Anhée,Remis à neuf,Non,1968,,2,,,,86 m²,Non,,Non,Non,Non,,,1,,1,Gaz,,Non,,,4,,,,Oui,,Oui,,,1160 m²,,,,,251 kWh/m²/an,,20/05/2031,52,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,,,,Non,Non,Non,Non,,,,,,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5537/bioul/vbc79447,VBC79447,Villa à vendre,395000,,5537 Bioul,Normal,Non,2010,A l’acte,4,,,,218 m²,Non,,Non,Oui,Non,,,1,,2,Mazout,,Non,,,4,,,3,Oui,,Oui,,,1101 m²,,Oui,,Oui,168 kWh/m²/an,,22/05/2035,,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,,,,Non,Non,Non,Non,Oui,1,,20250522029856,,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5537/anhee/vbc78525,VBC78525,Maison à vendre,170000,Rue Bauchau 11,5537 Anhée,À rénover,,1958,A l’acte,3,15 m²,10 m²,10 m²,127 m²,,34 m²,Oui,Oui,,,10 m²,1,,2,Mazout,Double vitrage,,,Nord-ouest,4,,1,1,Oui,770 m²,,,,,,,,,558 kWh/m²/an,62728 kWh/an,,,"oui, attestation non conforme",,Non,,Non,Information non communiquée,Information non communiquée,,,,,,,,Oui,,,20250320013529,,Equipée,,,10 m,,,,Non,,,Non,,,,"non, pas d'attestation",,,83 m,,1,60 m²,,,,,,,,,10 m²,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5537/anhee/vbc74687,VBC74687,Maison à vendre,269000,Rue Tienne Piot 8,5537 Anhée,À rénover,Non,1948,A l’acte,2,14 m²,15 m²,,250 m²,Non,43 m²,Oui,,,,18 m²,2,2,1,,Double vitrage,Non,Non,,4,,2,,Oui,,Oui,,,540 m²,,,,Non,322 kWh/m²/an,46354 kWh/an,18/06/2032,10,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,Oui,,,,,Equipée,Américaine,,,,,,,,,,,,,,,,,,,,,36 m²,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5537/denee/vbc73873,VBC73873,Maison à vendre,340000,Rue Haute 34,5537 Denée,,Non,,A l’acte,4,,,,261 m²,Non,20 m²,Non,Oui,Non,,,1,,2,Mazout,,Non,,,,,,,Oui,,Oui,,,627 m²,,,,,245 kWh/m²/an,,,,pas d'application,,,,,Information non communiquée,Information non communiquée,,,,Non,Non,Non,Non,Oui,1,,,,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5537/haut-le-wastia/vbc69295,VBC69295,Maison à vendre,399000,Rue de Sommière 69 B,5537 Haut-le-Wastia,Excellent,Non,,Immédiatement,4,21 m²,22 m²,15 m²,385 m²,Oui,23 m²,Non,Non,Non,,13 m²,4,,6,,Double vitrage,Non,Non,,,,,1,Oui,1400 m²,Oui,190 m²,,,,Oui,,Non,295 kWh/m²/an,,,,"oui, attestation conforme",,,,Non,Pas de risque d’inondation,Information non communiquée,Oui,,,Non,Non,Non,Non,,,Non,20161026026864,1400 m²,Equipée,,,,Non,Non,7 m²,Non,Non,Oui,Non,Non,Non,Non,pas d'application,Non,Non,,16 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/5537/anhee/vbc68668,VBC68668,Chalet à vendre,125000,Quartier du Mayeur 29,5537 Anhée,,Non,,,2,,,,44 m²,Oui,,Non,Non,Non,,,1,,1,Gaz,,Non,,Nord-est,,6 m,,,Oui,,Oui,,,416 m²,,Oui,,,1034 kWh/m²/an,45897 kWh/an,22/04/2035,,pas d'application,,Oui,Oui,Non,Pas de risque d’inondation,Information non communiquée,,,,Non,Non,Non,Non,,,,20250422038426,,,,,,,,,,,,,,,,,,,25 m,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5537/annevoie-rouillon/vbc62126,VBC62126,Maison à vendre,169000,Rue des jardins d'annevoie 5,5537 Annevoie-Rouillon,,Non,,,3,,,,85 m²,,,Non,Oui,Non,,,1,,1,,,,,,4,,,3,Oui,,Oui,,,,Oui,,,Non,493 kWh/m²/an,,14/04/2035,102,,,,,,Information non communiquée,Information non communiquée,,,,Non,Non,Non,Non,,,,20250414022884,,Super équipée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5537/anhee/vbc47811,VBC47811,Maison à vendre,320000,,5537 Anhée,Normal,Non,1880,A l’acte,5,20 m²,20 m²,16 m²,207 m²,Non,,Oui,,,,42 m²,1,1,1,Mazout,Double vitrage,Non,Non,,3,,2,1,Oui,600 m²,Oui,15 m²,Nord,850 m²,Oui,,,Oui,294 kWh/m²/an,75222 kWh/an,10/02/2025,75,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,Equipée,Américaine,,,,,,,,,Oui,,,,,,,,18 m²,,,,,,,,,24 m²,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5537/anhee/vbc27123,VBC27123,Maison à vendre,179000,Place Frédéric de Montpellier 4,5537 Anhée,À rénover,,1875,A l’acte,4,20 m²,13 m²,13 m²,150 m²,Non,38 m²,Oui,Oui,,,12 m²,1,1,1,,Double vitrage,Non,Non,Nord,2,11 m,1,,Oui,320 m²,,,,524 m²,Oui,,,Non,872 kWh/m²/an,277913 kWh/an,29/01/2034,249,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,,,,Oui,,,,,,,,,,Indépendante,,11 m,,,5 m²,,,,,,,,,,,,10 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5537/anhee/vbc20711,VBC20711,Maison à vendre,420000,Rue Grande 126,5537 Anhée,À rénover,Oui,,Immédiatement,6,15 m²,13 m²,8 m²,340 m²,Non,14 m²,,,,,25 m²,6,,5,,Double vitrage,Non,Non,,,,,,,,,,,,,Oui,,,722 kWh/m²/an,45472 kWh/an,,,"oui, attestation non conforme",,Non,Non,Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,Oui,,Non,20250211004471,270 m²,Equipée,,,,Non,Non,,,Non,Non,Non,Non,Non,Non,pas d'application,Non,Non,,11 m²,1,,,,,,,Non,8 m²,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5540/hastiere/vbc89595,VBC89595,Maison à vendre,178000,Rue Marcel Lespagne 64/66,5540 Hastière,À rénover,Non,,Immédiatement,4,19 m²,18 m²,16 m²,465 m²,Non,37 m²,Non,Non,Non,,43 m²,2,,4,,Double vitrage,Non,Non,,,,,,,,Oui,35 m²,,,,Oui,,Non,393 kWh/m²/an,,,,"oui, attestation non conforme",,,,Non,Risque moyen,Information non communiquée,Non,,,Non,Non,Non,Non,,,Non,20250606027627,265 m²,,,,,Non,Non,5 m²,Non,Non,Non,Non,Non,Non,Non,"oui, attestation conforme",Non,Non,,12 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/5540/hastiere/vbc87952,VBC87952,Chalet à vendre,195000,Plein Sud 44,5540 Hastière,Normal,,1977,,4,,,,123 m²,,,Oui,Non,,,,1,,,Non specifié,Double vitrage,Non,Non,Nord,,10 m,,,Oui,642 m²,Oui,,,642 m²,,,,,400 kWh/m²/an,,,,pas d'application,,,Non,,Information non communiquée,Information non communiquée,,,,Non,,,,Oui,1,,,153 m²,,,,19 m,,,4 m²,,,,,,,,,,Non,,,,17 m²,,30 m²,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/5540/hastiere/vbc87327,VBC87327,Chalet à vendre,160000,Allée de la Taille des Rys 19,5540 Hastière,Normal,Non,1985,A l’acte,3,10 m²,19 m²,16 m²,90 m²,Non,29 m²,Oui,,,,,1,5,1,Gaz,Double vitrage,Non,Non,,4,,2,,Oui,,Oui,,,634 m²,,,,Non,799 kWh/m²/an,79975 kWh/an,03/06/2029,164,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,Semi-équipée,Kitchenette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5540/hastiere/vbc35729,VBC35729,Maison à vendre,89000,Allée des Hiboux 23,5540 Hastière,Normal,Non,,Immédiatement,1,9 m²,,,45 m²,Non,26 m²,Non,Non,Non,,5 m²,1,,1,,Double vitrage,Non,Non,,,,,1,Oui,495 m²,Oui,18 m²,,,,Oui,,Non,,,,,"oui, attestation non conforme",,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,,Non,Non,Non,Non,,,Non,,495 m²,Equipée,,,,Non,Non,5 m²,Non,Non,Non,Non,Non,Non,Non,pas d'application,Non,Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/5540/hastiere/vbc59814,VBC59814,Chalet à vendre,119000,Hurlevent 10,5540 Hastière,Normal,Non,,A l’acte,2,8 m²,7 m²,,59 m²,,,,,,,,1,1,1,,Double vitrage,Non,Non,,4,6 m,,2,Oui,246 m²,Oui,29 m²,Sud,328 m²,,Oui,,Non,285 kWh/m²/an,16937 kWh/an,19/01/2026,5,"oui, attestation non conforme",04/03/2024,Oui,,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,Oui,,,Equipée,Américaine,,6 m,,,,,Oui,,,,,,,,,18 m,,,,,,Nord,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5540/hastiere/vbc84397,VBC84397,Maison à vendre,249000,,5540 Hastière,À rénover,Non,,A l’acte,5,,,,324 m²,,27 m²,Oui,,,,17 m²,1,1,2,Non specifié,Double vitrage,Non,Non,,4,19 m,2,6,Oui,221 m²,Oui,90 m²,Sud,425 m²,Oui,Oui,,Non,718 kWh/m²/an,202125 kWh/an,25/04/2033,,"non, pas d'attestation",,,Non,Non,Risque moyen,Information non communiquée,,,,,,,,,,,,,Equipée,Américaine,,19 m,,,,,,,,,,,,,,32 m,,,66 m²,,,Nord,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5540/hastiere/vbc85785,VBC85785,Maison à vendre,224000,Rue de l'Église 114,5540 Hastière,À rénover,Non,,Immédiatement,6,14 m²,15 m²,13 m²,260 m²,Non,17 m²,Non,Non,Non,,29 m²,2,,2,,Double vitrage,Non,Non,,,,,1,Oui,484 m²,Oui,16 m²,,,,Oui,,Non,816 kWh/m²/an,,,,"oui, attestation non conforme",,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,,Non,Non,Non,Non,,,Non,20241108010206,484 m²,Equipée,,,,Non,Non,9 m²,Non,Non,Non,Non,Non,Non,Non,pas d'application,Non,Non,,10 m²,,,,,,,,,17 m²,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5540/hastiere/vbc82606,VBC82606,Maison à vendre,115000,Allée de l'Air Pur 42,5540 Hastière,À rénover,Non,,Immédiatement,2,12 m²,7 m²,,68 m²,Oui,38 m²,Non,Non,Non,,6 m²,1,,1,,Simple vitrage,Non,Non,,,,,,Oui,940 m²,Oui,55 m²,,,,Oui,,Non,880 kWh/m²/an,,,,"oui, attestation non conforme",,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,,Non,Non,Non,Non,Oui,1,Oui,20250328021791,940 m²,,,,,Non,Non,3 m²,Non,Non,Non,Non,Non,Non,Non,pas d'application,Non,Non,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5540/hastiere/vbc76228,VBC76228,Maison à vendre,430000,,5540 Hastière,Nouveau,,2022,,5,,,,310 m²,Non,53 m²,,,,,,1,1,2,,,Non,,,4,26 m,,5,Oui,,Oui,51 m²,,,,Oui,,,,,,,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,,,,,,,,Oui,1,,,155 m²,,,,,,,,,,,,,,,,,,45 m,,,,,,,,,,,,19 m²,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/5540/hastiere/vbc68780,VBC68780,Fermette à vendre,124000,Allée du Grand Trone 130,5540 Hastière,À rénover,Non,,Immédiatement,1,16 m²,,,48 m²,Non,25 m²,,,,,,1,,1,,Simple vitrage,Non,Non,,,,,,Oui,3293 m²,Oui,26 m²,,,,Oui,,,,,,,"non, pas d'attestation",,Non,Non,Non,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,Oui,,3293 m²,Equipée,,,,Non,Non,,,Non,Non,Non,Non,Non,Non,pas d'application,Non,Non,,,,,,,,,,Non,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5540/hastiere/vbc67445,VBC67445,Maison à vendre en viager,249000,Rue Marcel Lespagne 59,5540 Hastière,Normal,Non,,Immédiatement,4,15 m²,14 m²,10 m²,110 m²,Non,27 m²,Non,Oui,Non,,,1,,2,,Double vitrage,Non,Non,,,,,,Oui,907 m²,Oui,16 m²,,,,Oui,,Non,315 kWh/m²/an,,,,"oui, attestation conforme",,,,Non,Risque élevé,Information non communiquée,Non,,,Non,Non,Non,Non,Oui,,Non,20250424024032,907 m²,Equipée,,,,Non,Non,4 m²,Non,Non,Non,Non,Non,Non,Non,pas d'application,Oui,Non,,9 m²,1,,,,,,,,,,,,,,,,
