ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Surface_totale,Garage,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Porte_de_garage_motorisée,Station_de_charge_électrique,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Panneaux_solaires,Type_de_chauffage,Chauffage_au_sol,Pompe_à_chaleur,Type_de_vitrage,Compteur_électrique_individuel,Compteur_Bihoraire,Compteur_deau_individuel,Compteur_de_gaz_individuel,Air_conditionné,Parlophone,Alarme_antieffraction,Ascenseur,HammamSaunaJacuzzi,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Attestation__Installation_électrique,Attestation__Citernes_à_mazout,Permis_de_bâtir_obtenu,Le_bien_fait_lobjet_dun_droit_de_préemption,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Caves,Surface_des_caves,Véranda,Nombre_de_Garages,Surface_de_lades_salles_de_bain,Accessible_aux_moins_valides,Surface_totale_du_terrain,Référence_PEB,Permis_durbanisation_accordé,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Bien_actuellement_loué,Disponibilité_du_bien,Meublé,Grenier,Salle_à_manger,Dressing,Buanderie,Local_vélo,Nombre_de_douches,Nombre_de_toilettes,Nombre_détages_de_limmeuble,Profondeur_du_terrain,Surface_du_séjour,Surface_salle_à_manger,Surface_de_la_cuisine,Largeur_de_la_façade,Surface_constructible,Largeur_du_terrain_à_rue,Date_de_validité_PEB,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_dressing,Type_de_cuisine,Espace_ouvert_sensible_à_leau__WORG,Étage_de_lappartement,Adoucisseur_deau,Porte_daccès_sécurisée,Affectation_urbanistique_la_plus_récente,Maison_basse_énergie,Feu_ouvert,Surface_du_bureau,Surface_du_grenier,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Emission_de_CO2,Balcon,Conso_annuelle_totale_dénergie_primaire,Possibilités_pour_profession_libérale,Domotique,Adaptations_pour_les_seniors,Surface_de_la_véranda,Attestation__Installation_électrique__Validité,Attestation__Asbuilt,Niveau_E,Niveau_S,Clef_électronique,Panneaux_solaires_thermiques
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1700/sint-ulriks-kapelle/rwc39472,RWC39472,Rez-de-chaussée à vendre,548000,Brusselstraat 609 001,1700 Sint-Ulriks-Kapelle,Excellent,2018,3,26 m²,11 m²,11 m²,152 m²,177 m²,Oui,1,25 m²,Oui,Non,Equipée,1,Non,Gaz,Oui,Non,Triple vitrage,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Nord,2,1,Oui,700 m²,Sud,Oui,93 m²,Sud,Oui,Oui,Oui,Oui,Non,82 kWh/m²/an,"oui, attestation conforme",pas d'application,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt73263,RBT73263,Maison à vendre,315000,Krekelendries 3A,1700 Dilbeek,À rénover,1969,6,,,,307 m²,,Oui,,58 m²,,,,1,,Gaz,,,Double vitrage,,,,,,,,Non,,,,,Oui,,,,,,,,,,,325 kWh/m²/an,"non, pas d'attestation",,,,,,,,Pas de risque d’inondation,Information non communiquée,Oui,66 m²,Non,1,8 m²,Non,1443 m²,20240701-0003298514-RES-1,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt72704,RBT72704,Maison à vendre,450000,,1700 Dilbeek,Normal,1996,3,,,,150 m²,,Oui,,,,,,1,Oui,Gaz,,,,,,,,,,,Non,,Nord-est,3,2,Oui,,,Oui,30 m²,,,Oui,Oui,,,229 kWh/m²/an,pas d'application,,,Non,,,,,Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,Non,,Non,1,,,411 m²,20250430-0003590546-RES-1,,,Non,A convenir,Non,Non,Non,Non,Non,Non,1,2,2,30 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1700/dilbeek/rbt72576,RBT72576,Villa à vendre,730000,Rondebosstraat 79,1700 Dilbeek,Normal,1973,3,22 m²,21 m²,12 m²,230 m²,,Oui,,,,,Super équipée,2,,,,,Double vitrage,,,,,Oui,Oui,,Non,,Sud-ouest,4,,Oui,2564 m²,,Oui,39 m²,Sud-ouest,Oui,,Oui,Oui,Non,325 kWh/m²/an,"oui, attestation conforme",,,,,,,,Information non communiquée,Information non communiquée,Oui,,Oui,1,,Non,2880 m²,,,,,A l’acte,Non,Oui,Oui,,,,2,2,,,40 m²,12 m²,8 m²,30 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1700/dilbeek/rbt72532,RBT72532,Villa à vendre,489000,Bufkensstraat 1B,1700 Dilbeek,À rénover,2015,4,,,,182 m²,,Oui,,16 m²,,,,2,,Non specifié,,,,,,,,,,,Non,,Sud,,,Oui,,,,,,,,,,,247 kWh/m²/an,"non, pas d'attestation",,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,1,9 m²,Non,1703 m²,202506030003616186RES1,Non,Non,,,,Non,,,,,,,1,,,,,11 m,91 m²,20 m,03/06/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt71248,RBT71248,Maison à vendre,925000,Oude Geraardsbergsebaan 72,1700 Dilbeek,Normal,1960,5,21 m²,14 m²,11 m²,336 m²,,Oui,1,24 m²,,Oui,Equipée,2,Oui,,,,Double vitrage,,,,,,Oui,,Non,,,3,5,Oui,382 m²,Sud,Oui,65 m²,,Oui,Oui,Oui,,,89 kWh/m²/an,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,Oui,37 m²,,1,12 m²,,967 m²,,,,,,Non,Non,,Oui,,,,2,3,37 m,30 m²,,29 m²,16 m,,16 m,,14 m²,16 m²,7 m²,Américaine,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt66942,RBT66942,Maison à vendre,425000,Spanjebergstraat 20,1700 Dilbeek,Normal,,4,,,,168 m²,,,,,,,,1,,Gaz,,,Double vitrage,,,,,,,,Non,,,,2,Oui,,,Oui,31 m²,,,,,,,,"non, pas d'attestation",,,Non,,,,,Information non communiquée,Information non communiquée,Non,,Non,,6 m²,Non,470 m²,20241001-0003279497-RES-1,Non,Non,,,,Non,,,,,,,2,,,,,8 m,129 m²,,01/10/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbt66940,RBT66940,Appartement à vendre,335000,Baron R. de Vironlaan 83,1700 Dilbeek,Normal,1967,3,,,,105 m²,,Oui,,15 m²,,,,1,,Mazout,,,Double vitrage,,,,,,,,Oui,,,,,,,,Oui,3 m²,,,,,,,285 kWh/m²/an,"non, pas d'attestation",,,Non,,,,,Information non communiquée,Information non communiquée,Oui,2 m²,Non,1,5 m²,Non,,20220526-0002611723-RES-1,Non,Non,,,,Non,,,,,,,3,,,,,,,,26/05/2032,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt66575,RBT66575,Maison à vendre,1650000,Broekstraat 33,1700 Dilbeek,Normal,,6,24 m²,21 m²,17 m²,577 m²,,Oui,2,49 m²,,Oui,Super équipée,2,Oui,Gaz,,,Double vitrage,,,,,,Oui,Oui,,Oui,,4,7,Oui,,,Oui,,,Non,Oui,Oui,,Oui,270 kWh/m²/an,"oui, attestation conforme",,Non,Non,,,,,Information non communiquée,Information non communiquée,,,,1,19 m²,,3566 m²,,Non,,,A l’acte,,Oui,,Oui,,,,3,,,70 m²,,40 m²,,,,,11 m²,11 m²,12 m²,,Non,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbt66163,RBT66163,Appartement à vendre,310000,Itterbeeksebaan 191 202,1700 Dilbeek,Normal,2003,2,,,,101 m²,,Oui,,,,,,1,,Gaz,,,Double vitrage,,,,,,Oui,,Non,,,,,Oui,,,Oui,,,,,,,,187 kWh/m²/an,"non, pas d'attestation",,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,1,,Non,,20250603-0003615778-RES-1,Non,Non,,,,Non,,,,,,,2,,,,,,,,03/06/2035,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbt66129,RBT66129,Appartement à vendre,365000,Baron R. de Vironlaan 83,1700 Dilbeek,Normal,1967,3,,,,105 m²,,Oui,,15 m²,,,,1,,Mazout,,,Double vitrage,,,,,,,,Oui,,,,,,,,Oui,3 m²,,,,,,,285 kWh/m²/an,"non, pas d'attestation",,,Non,,,,,Information non communiquée,Information non communiquée,Oui,2 m²,Non,1,5 m²,Non,,20220526-0002611723-RES-1,Non,Non,,,,Non,,,,,,,3,,,,,,,,26/05/2032,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt65656,RBT65656,Maison à vendre,695000,De Bergen 34,1700 Dilbeek,À rénover,1988,7,,,,700 m²,,Oui,4,,,,,6,,Mazout,,,Double vitrage,,,,,,,Oui,,,,4,2,Oui,,,Oui,,,Oui,,Oui,,,272 kWh/m²/an,"oui, attestation non conforme",,Oui,Non,,,,,Information non communiquée,Information non communiquée,,,,2,,,1403 m²,,Non,,,A l’acte,Non,,,,,,,,,,,,,28 m,,28 m,13/04/2035,,,,,Non,,Oui,Oui,Réserve naturelle,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt35240,RBT35240,Maison à vendre,1235000,Jozef de Windestraat 17,1700 Dilbeek,Excellent,1935,4,11 m²,12 m²,19 m²,385 m²,,,,,,Oui,Super équipée,3,Oui,Gaz,,,Double vitrage,,,,,,Oui,Oui,,,,4,,Oui,800 m²,,Oui,40 m²,,Oui,Oui,Oui,,Oui,86 kWh/m²/an,"oui, attestation conforme",,Non,Non,,,,,Risque moyen,Information non communiquée,,,,,,,1420 m²,,Non,,,,,,Oui,,,,3,4,3,,44 m²,33 m²,37 m²,32 m,,,,42 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1700/dilbeek/vwd13244,VWD13244,Fermette à vendre,1145000,Bullenbergstaat 83,1700 Dilbeek,Normal,1968,5,,,,516 m²,,Oui,3,,,Non,,2,Non,Mazout,,Non,Double vitrage,,,,,Non,,,,,,4,,Oui,,,Oui,,,,Non,Oui,,,402 kWh/m²/an,"oui, attestation conforme","oui, attestation conforme",Oui,,,,,,Information non communiquée,Information non communiquée,Non,,,,,,,,,Non,,,,Oui,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1700/dilbeek/rwc37807,RWC37807,Villa à vendre,753403,Muzelaan,1700 Dilbeek,,,4,,,,187 m²,,,,,,,Equipée,,Oui,Electrique,Oui,Oui,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,Américaine,,,,,,Oui,Non,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt64433,RBT64433,Maison à vendre,599000,,1700 Dilbeek,Normal,1982,6,27 m²,18 m²,15 m²,320 m²,,Oui,2,,,,Super équipée,1,Oui,,Oui,,Double vitrage,,,,,Oui,,,Non,,Sud,3,2,Oui,,,Oui,,,,,Oui,,Non,,"oui, attestation conforme",,Non,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,2,,,550 m²,,Non,,Non,A l’acte,Non,Oui,,,,,1,3,3,,40 m²,,20 m²,,,,15/10/2031,15 m²,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1700/dilbeek/rbt64117,RBT64117,Villa à vendre,489000,,1700 Dilbeek,Normal,,4,,,,280 m²,,Oui,,,,,Semi-équipée,1,,Gaz,,,,,,,,,,,Non,,,4,5,Oui,,,Oui,,,,,,,,370 kWh/m²/an,"oui, attestation conforme",,,Oui,,,,,Information non communiquée,Information non communiquée,Non,,Non,1,,,5300 m²,2015061000017657951,,,Non,A l’acte,Non,Non,Non,Non,Non,Non,,2,,,35 m²,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,10 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbt47747,RBT47747,Appartement à vendre,375000,Hoogveldlaan 32 202,1700 Dilbeek,Normal,1991,3,15 m²,9 m²,116 m²,111 m²,,Oui,1,16 m²,,,Equipée,1,,,,,Double vitrage,,,,,,Oui,,Oui,,,,,,,,Oui,4 m²,,Oui,Oui,Oui,,Non,346 kWh/m²/an,"oui, attestation non conforme",,Oui,Non,,,,,Risque moyen,Information non communiquée,Oui,,,1,5 m²,Non,,,Oui,,Oui,,,Non,,,,,,1,,,32 m²,,12 m²,8 m,,8 m,,,,,Américaine,,2,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbt47544,RBT47544,Appartement à vendre,205000,Ninoofsesteenweg 336 B2,1700 Dilbeek,Normal,1951,1,,,,80 m²,,,,,,,,1,,Gaz,,,Double vitrage,,,,,,,,Non,,Nord,,,,,,,,,,,,,,540 kWh/m²/an,"non, pas d'attestation",,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,,4 m²,Non,,20250415-0003578591-RES-1,Non,Non,,,,Oui,,,,,,,3,,,,,,,,29/09/2030,,,,,,2,,,,,,,58 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbt47543,RBT47543,Appartement à vendre,195000,Ninoofsesteenweg 336 B1,1700 Dilbeek,Normal,1951,1,,,,80 m²,,,,,,,,1,,Gaz,,,Double vitrage,,,,,,,,Non,,Nord,,,,,,,,,,,,,,200 kWh/m²/an,"non, pas d'attestation",,,,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,,4 m²,Non,,20200929-0002320138-RES-1,Non,Non,,,,Non,,,,,,,3,,,,,,,,29/09/2030,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1700/dilbeek/vbc84299,VBC84299,Duplex à vendre,215000,Itterbeeksebaan 34,1700 Dilbeek,À rénover,,2,13 m²,23 m²,,75 m²,,,,,,,,1,,Air pulsé,,Oui,Double vitrage,,,,,,,,Non,,,3,,,,,Oui,9 m²,Nord,,,,,Non,,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,Oui,2 m²,,,4 m²,Non,,,,,,A l’acte,Non,,,,,,,1,,,30 m²,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1700/dilbeek/vbc84298,VBC84298,Rez-de-chaussée à vendre,199000,Itterbeeksebaan 34,1700 Dilbeek,À rénover,,1,12 m²,,,58 m²,,Oui,,,,,,1,,Air pulsé,,Oui,Double vitrage,,,,,,,,Non,,,3,,Oui,,,,,,,Oui,Oui,,Non,,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,Oui,,,,3 m²,Non,,,,,,A l’acte,Non,,,,,,,1,,,40 m²,,,,,,,,,,Indépendante,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1700/dilbeek/vbc84297,VBC84297,Immeuble mixte à vendre,399000,Itterbeeksebaan 34,1700 Dilbeek,À rénover,,3,12 m²,13 m²,23 m²,133 m²,,Oui,,,,,,2,,Air pulsé,,Oui,Double vitrage,,,,,,,,Non,,,3,,Oui,,,Oui,9 m²,,,Oui,Oui,,Non,,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,Oui,2 m²,,,3 m²,Non,,,,,,A l’acte,Non,,,,,,2,2,,,40 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/vbc84090,VBC84090,Maison à vendre,525000,,1700 Dilbeek,Excellent,1960,5,12 m²,14 m²,10 m²,208 m²,,Oui,1,,,,Super équipée,2,,Gaz,,,Double vitrage,,,,,,,,Non,,,2,1,Oui,60 m²,,Oui,,,Oui,Oui,Oui,,,228 kWh/m²/an,"oui, attestation non conforme",,,,,,,,Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,Oui,,,1,,Non,104 m²,,,,Non,A l’acte,,,,,,,2,2,3,,40 m²,,,,,,19/03/2035,15 m²,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/vbc82923,VBC82923,Maison à vendre,399000,,1700 Dilbeek,Excellent,1982,3,14 m²,11 m²,10 m²,121 m²,,Oui,,,,,Super équipée,1,,Gaz,,,Double vitrage,,,,,,,,Non,,,2,1,Oui,108 m²,,Oui,,,Oui,Oui,Oui,,,259 kWh/m²/an,"oui, attestation conforme",,,Non,,,,,Pas de risque d’inondation,Riveraine d’une zone inondable délimitée,,,,1,,Non,196 m²,,,,,A l’acte,,,,,,,1,2,2,,30 m²,,,,,,28/02/2035,,,,,,,,,,,,,,,,6187,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbt43850,RBT43850,Appartement à vendre,299000,Ninoofsesteenweg 232/a201 232 A 201,1700 Dilbeek,Nouveau,1972,2,15 m²,10 m²,,100 m²,,,,,,,Super équipée,1,,Gaz,,,Double vitrage,,,,,,Oui,,Non,,,2,,,,,Oui,4 m²,,Oui,Oui,Oui,,,92 kWh/m²/an,"oui, attestation conforme",,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,Oui,5 m²,,,7 m²,,,,Non,,,Immédiatement,Non,,,,,,,1,4,,30 m²,,12 m²,,,,09/05/2035,,,,,Non,2,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt43177,RBT43177,Maison à vendre,825000,Stichelgatstraat 18,1700 Dilbeek,,1980,4,7 m²,9 m²,8 m²,,,,,,,,Super équipée,1,,Gaz,,,,,,,,,,,,,,2,,Oui,,,,,,,,,,,306 kWh/m²/an,,,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,4172 m²,,,,,,,Oui,,,,,,2,2,,,,,,,,,18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt42248,RBT42248,Maison à vendre,499000,,1700 Dilbeek,Normal,1953,3,,,,177 m²,,Oui,,,,,,1,,Gaz,,,,,,,,,,,Non,,Sud,3,1,Oui,,,Oui,,,,Oui,Oui,,,309 kWh/m²/an,"oui, attestation conforme",,,,,,,,Information non communiquée,Information non communiquée,Non,,Non,1,,,609 m²,20250204-0003521755-RES-1,,,Non,A l’acte,Non,Oui,Non,Non,Non,Non,,2,4,31 m,40 m²,,,,90 m²,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,11 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt16783,RBT16783,Maison à vendre,420000,Itterbeeksebaan 16,1700 Dilbeek,Normal,1960,4,13 m²,11 m²,8 m²,157 m²,,Oui,2,27 m²,,,Super équipée,1,,Gaz,,,,,,,,,,,,,Ouest,2,1,Oui,,,Oui,,Sud,Oui,Oui,Oui,Oui,,298 kWh/m²/an,"oui, attestation non conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,1,,,141 m²,,,,Non,A l’acte,,Oui,Oui,,,,,1,2,,12 m²,19 m²,8 m²,6 m,,6 m,16/04/2035,12 m²,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/vbc79804,VBC79804,Maison à vendre,1490000,,1700 Dilbeek,À rénover,1936,6,20 m²,20 m²,20 m²,475 m²,,Oui,,,,,,4,,Mazout,,,,,,,,,,,Non,,,4,,Oui,1800 m²,,Oui,,,,,,,Oui,913 kWh/m²/an,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,,,,,,Non,21237 m²,,,,,Immédiatement,,,,,,,4,5,3,,,,,,,,,15 m²,15 m²,,,,,,,,,,,,,,913,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbt37622,RBT37622,Appartement à vendre,270000,Moortebeekstraat 9 103,1700 Dilbeek,Excellent,2021,1,15 m²,,,70 m²,,,,,,,Super équipée,1,,Gaz,,,Double vitrage,,,,,,Oui,,Oui,,Nord-est,4,,,,,Oui,,,Oui,Oui,Oui,,Non,58 kWh/m²/an,"oui, attestation conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,,8 m²,Non,,,Oui,,,A l’acte,,,,,,,,1,,,33 m²,,10 m²,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbt35912,RBT35912,Appartement à vendre,279000,Hoogveldlaan 32 4,1700 Dilbeek,Normal,1992,2,,,,114 m²,,Oui,,27 m²,,,,1,,Electrique,,,Double vitrage,,,,,,,,Oui,,,,,,,,Oui,6 m²,,,,,,,211 kWh/m²/an,"non, pas d'attestation",,,Non,,,,,Information non communiquée,Information non communiquée,Oui,2 m²,Non,1,6 m²,Non,,20230102-0002769329-RES-1,Non,Non,,,,Non,,,,,,,1,,,,,14 m,241 m²,,02/01/2033,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbt33844,RBT33844,Appartement à vendre,225000,Rue Van Soust 610 201,1700 Dilbeek,,1932,2,19 m²,8 m²,,80 m²,,,,,,,Equipée,1,,Gaz,,,Double vitrage,,,,,,,,,,,2,,,,,,,,,Oui,Oui,,,193 kWh/m²/an,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,Oui,7 m²,,,,,,20250304-0003543557-RES-1,,,,,,,,,Oui,,,,4,,20 m²,,12 m²,,,,04/03/2035,,,,,,2,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,3446,Oui,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/vbc76049,VBC76049,Appartement à vendre,,Rue des Chats 2-4,1700 Dilbeek,Nouveau,2023,3,12 m²,11 m²,17 m²,114 m²,,,,,,,Super équipée,2,Oui,Gaz,,,,,,,,,,,,,,3,,,,,Oui,,,,,,,,35 kWh/m²/an,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,2,3,,33 m²,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/triplex/a-vendre/1700/dilbeek/rbt31086,RBT31086,Triplex à vendre,475000,Bodegemstraat 12 101,1700 Dilbeek,Excellent,2009,4,12 m²,10 m²,12 m²,202 m²,,Oui,,18 m²,,,Super équipée,2,,Gaz,,,,,,,,,Oui,,,,Est,,,,,,Oui,,,Oui,Oui,Oui,Non,,146 kWh/m²/an,"oui, attestation conforme",,Oui,Oui,,,,,Pas de risque d’inondation,Information non communiquée,,,,,4 m²,,,,Non,,Oui,,,Oui,Oui,Oui,Oui,,,2,,,30 m²,9 m²,12 m²,,,,09/05/2035,,,7 m²,,Non,,,Oui,,,,,41 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1700/dilbeek/rbt30290,RBT30290,Appartement à vendre,309000,,1700 Dilbeek,Normal,2001,2,,,,103 m²,,Oui,,,,,Super équipée,1,,Gaz,,,,,,,,,,,Oui,,Sud,,,,,,Oui,10 m²,,,Oui,Oui,,,107 kWh/m²/an,"oui, attestation non conforme",,,,,,,,Information non communiquée,Information non communiquée,Non,,Non,1,,,,20250214 0003530554 RES1,,,Non,,Non,Non,Non,Non,Non,Non,,1,2,,43 m²,,,,,,,,,,,,1,,,Zone d'extension d'habitat,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1700/dilbeek/rbt30079,RBT30079,Maison à vendre,399000,Elegemstraat 75,1700 Dilbeek,À rénover,1962,3,16 m²,11 m²,9 m²,150 m²,,Oui,2,58 m²,,,,1,,Gaz,,,Double vitrage,,,,,,,Oui,Oui,,,3,1,Oui,,,Oui,20 m²,,Oui,Oui,Oui,Oui,Non,423 kWh/m²/an,"oui, attestation non conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,,,1,4 m²,Non,290 m²,,Oui,,Non,A l’acte,,Oui,Oui,,,,1,2,2,,20 m²,14 m²,4 m²,,,,,,,,Indépendante,,,,,,,,,31 m²,,,,,,,,,,,,,,,
