ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_habitable,Surface_totale,Garage,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Porte_de_garage_motorisée,Station_de_charge_électrique,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Panneaux_solaires,Type_de_chauffage,Chauffage_au_sol,Pompe_à_chaleur,Type_de_vitrage,Compteur_électrique_individuel,Compteur_Bihoraire,Compteur_deau_individuel,Compteur_de_gaz_individuel,Air_conditionné,Parlophone,Alarme_antieffraction,Ascenseur,HammamSaunaJacuzzi,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Orientation_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Orientation_de_la_terrasse,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Attestation__Installation_électrique,Attestation__Citernes_à_mazout,Permis_de_bâtir_obtenu,Le_bien_fait_lobjet_dun_droit_de_préemption,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Type_de_zone_inondable,Zone_inondable_délimitée,Caves,Surface_des_caves,Véranda,Nombre_de_Garages,Surface_de_lades_salles_de_bain,Accessible_aux_moins_valides,Surface_totale_du_terrain,Référence_PEB,Permis_durbanisation_accordé,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Bien_actuellement_loué,Disponibilité_du_bien,Meublé,Grenier,Salle_à_manger,Dressing,Buanderie,Local_vélo,Nombre_de_douches,Nombre_de_toilettes,Nombre_détages_de_limmeuble,Profondeur_du_terrain,Surface_du_séjour,Surface_salle_à_manger,Surface_de_la_cuisine,Largeur_de_la_façade,Surface_constructible,Largeur_du_terrain_à_rue,Date_de_validité_PEB,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_du_dressing,Type_de_cuisine,Espace_ouvert_sensible_à_leau__WORG,Étage_de_lappartement,Adoucisseur_deau,Porte_daccès_sécurisée,Affectation_urbanistique_la_plus_récente,Maison_basse_énergie,Feu_ouvert,Surface_du_bureau,Surface_du_grenier,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Emission_de_CO2,Balcon,Conso_annuelle_totale_dénergie_primaire,Possibilités_pour_profession_libérale,Domotique,Adaptations_pour_les_seniors,Surface_de_la_véranda,Attestation__Installation_électrique__Validité,Attestation__Asbuilt,Niveau_E,Niveau_S,Clef_électronique,Panneaux_solaires_thermiques
https://immovlan.be/fr/detail/appartement/a-vendre/1790/affligem/rbt23647,RBT23647,Appartement à vendre,175700,Lombeekstraat 32/bus 1 32 1,1790 Affligem,Normal,1977,2,13 m²,10 m²,,85 m²,,Oui,,,,,,1,,Electrique,,,Double vitrage,,,,,,Oui,,Non,,,3,,,,,,,,,,Oui,,,448 kWh/m²/an,"oui, attestation non conforme",,Oui,Non,,,,,Information non communiquée,Information non communiquée,,,,1,4 m²,,,,Non,,,,,,,,Oui,,,1,,,30 m²,,8 m²,,,,23/07/2034,,,,,Non,0,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/rbt23646,RBT23646,Maison à vendre,449000,Lombeekstraat 42,1790 Affligem,Normal,1966,3,12 m²,20 m²,,123 m²,,,,,,,Super équipée,1,,Gaz,,,Double vitrage,,,,,Oui,,Oui,,,,4,,Oui,,,Oui,,,Oui,Oui,Oui,,,277 kWh/m²/an,"oui, attestation conforme",,Non,Non,,,,,Information non communiquée,Information non communiquée,,,,,8 m²,,528 m²,,Non,,,A l’acte,,,,,,,,2,,,32 m²,,24 m²,,,,19/03/2035,,,,,Non,,,,,,,,,,,,,,,,,,10/07/2020,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/vbc67737,VBC67737,Maison à vendre,490061,,1790 Affligem,Nouveau,,3,,,,158 m²,,Oui,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,Oui,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,1,,,860 m²,,,,,,,,,,,,,2,,,,,,11 m,,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/rbt11328,RBT11328,Maison à vendre,275000,Portugeesstraat 14 A,1790 Affligem,Excellent,1980,2,12 m²,7 m²,,,,Oui,,,,,,1,,Gaz,,,Double vitrage,,,,,,,,,,,,,Oui,207 m²,Sud,,,,,Oui,Oui,,Non,353 kWh/m²/an,"oui, attestation non conforme",,,,,,,,Information non communiquée,Information non communiquée,Non,,Non,1,6 m²,,507 m²,20201016-0002328591-RES-1,,,Non,,,Oui,Non,Non,Non,Non,,1,1,59 m,29 m²,,,5 m,,7 m,16/10/2030,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,71 m²,,,6072,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/rbt11327,RBT11327,Maison à vendre,479000,Portugeesstraat 14B,1790 Affligem,Excellent,1973,4,18 m²,13 m²,20 m²,220 m²,,Oui,,30 m²,,,Super équipée,1,,Gaz,,,Double vitrage,,,,,,,,,,,,,Oui,585 m²,Sud,Oui,25 m²,,,Oui,Oui,,Oui,268 kWh/m²/an,"oui, attestation non conforme",,,,,,,,Risque élevé,Information non communiquée,Oui,9 m²,Oui,1,7 m²,,1251 m²,20250406-0003571282-RES-1,,,Non,,,Oui,Non,Non,Non,Non,,2,1,69 m,38 m²,,16 m²,15 m,,19 m,06/04/2035,11 m²,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,37 m²,,,11164,,,,,,17 m²,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1790/affligem/rbt11169,RBT11169,Villa à vendre,549000,Brusselbaan 28,1790 Affligem,Normal,1961,4,20 m²,15 m²,41 m²,226 m²,,Oui,,,,,Super équipée,2,,Mazout,,,Double vitrage,,,,,,,Oui,,,,4,5,Oui,1000 m²,,Oui,55 m²,,Oui,,Oui,,Non,362 kWh/m²/an,"oui, attestation non conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,28 m²,,1,8 m²,,1420 m²,,Non,,,A l’acte,Non,,,Oui,,,,2,2,,45 m²,,18 m²,11 m,,11 m,06/04/2035,19 m²,,3 m²,,Non,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1790/affligem/rbt10239,RBT10239,Rez-de-chaussée à vendre,230000,Potaardestraat 33/b2 33,1790 Affligem,Excellent,2007,2,11 m²,9 m²,,74 m²,,Oui,1,,,,Super équipée,1,,Gaz,,,,,,,,,Oui,,Non,,,2,1,Oui,,,Oui,30 m²,,Oui,Oui,Oui,Oui,Non,284 kWh/m²/an,"non, pas d'attestation",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,3 m²,,1,4 m²,,,,Oui,,,A l’acte,Non,,,,,,,1,2,,24 m²,,8 m²,,,,04/04/2035,,,,,Non,0,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/rbt08493,RBT08493,Maison à vendre,250000,Fosselstraat 1,1790 Affligem,À rénover,1920,3,35 m²,15 m²,12 m²,197 m²,,Oui,,,,,,1,,Gaz,,,Double vitrage,,,,,,,,,,,4,2,Oui,300 m²,,,,,Oui,Oui,Oui,,Non,720 kWh/m²/an,"non, pas d'attestation",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,9 m²,,1,7 m²,,646 m²,,Non,,,A l’acte,Non,,,,,,,1,2,,45 m²,,9 m²,18 m,,18 m,29/03/2035,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1790/affligem/rbt08108,RBT08108,Villa à vendre,699000,Geukenshage 39,1790 Affligem,Normal,1989,4,20 m²,11 m²,14 m²,274 m²,,Oui,,,,,Equipée,1,,Mazout,,,Double vitrage,,,,,,Oui,Oui,,,,4,4,Oui,1000 m²,,Oui,90 m²,,Oui,,Oui,Oui,Non,242 kWh/m²/an,"oui, attestation non conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,40 m²,,1,12 m²,,1730 m²,,Oui,,,A l’acte,Non,,,,,,,2,2,,45 m²,,14 m²,12 m,,12 m,01/10/2033,16 m²,,,Américaine,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/rwc38969,RWC38969,Maison à vendre,375550,,1790 Affligem,Excellent,,3,,,,463 m²,463 m²,Oui,1,,,,Super équipée,1,Oui,Gaz,Oui,Oui,,,Oui,,,,Oui,,,,,,1,Oui,,,,,,Oui,Oui,Oui,Oui,,,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,463 m²,,Oui,,Non,A convenir,,Oui,,,Oui,Oui,,,,,,,,,,,,,,,Américaine,,,,,,Oui,,,,,,,,,Non,,,,,,23,,,
https://immovlan.be/fr/detail/villa/a-vendre/1790/affligem/rbs96111,RBS96111,Villa à vendre,885000,Blakmeers 66,1790 Affligem,Excellent,1992,4,,,,344 m²,,Oui,2,,,,Super équipée,2,,Gaz,,,Double vitrage,,,,,,,,,,,4,4,Oui,,,Oui,,,,Oui,Oui,,,238 kWh/m²/an,"non, pas d'attestation",,Oui,Non,,,,,Information non communiquée,Information non communiquée,,,,2,,,1441 m²,,Non,,,,,Oui,,,,,,,,,,,,,,,05/09/2034,,,,,,,,,,,,,,,,13643,,238 kWh/an,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1790/affligem/rbs95783,RBS95783,Villa à vendre,849000,Blakmeers 22,1790 Affligem,Normal,1977,4,22 m²,16 m²,16 m²,341 m²,,Oui,,,,,Equipée,1,,Mazout,,,Double vitrage,,,,,,,,,,,4,10,Oui,3000 m²,,Oui,,,Oui,,Oui,Oui,Non,332 kWh/m²/an,"oui, attestation non conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,130 m²,,2,12 m²,,3347 m²,,Oui,,,A l’acte,Non,Oui,Oui,,,,,2,1,,42 m²,29 m²,28 m²,23 m,,23 m,19/09/2034,16 m²,,,Américaine,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/rbs90716,RBS90716,Maison à vendre,195000,Brusselbaan 112,1790 Affligem,À rénover,1934,5,16 m²,16 m²,7 m²,176 m²,,,,,,,,1,,,,,Simple vitrage,,,,,,,,,,,2,,,,,,,,Oui,,Oui,,Non,,"oui, attestation non conforme",,Non,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,18 m²,,,7 m²,,78 m²,,Non,,,A l’acte,Non,Oui,,,,,,2,3,,48 m²,,13 m²,7 m,,7 m,26/02/2035,16 m²,7 m²,,,Non,,,,,,Oui,,21 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/rbs86782,RBS86782,Maison à vendre,399000,Steenbergstraat 75,1790 Affligem,Normal,1964,3,15 m²,14 m²,12 m²,191 m²,,Oui,,,,,Super équipée,1,Oui,Gaz,,,Double vitrage,,,,,,,,,,,4,2,Oui,393 m²,,Oui,16 m²,,Oui,Oui,Oui,,Non,277 kWh/m²/an,"oui, attestation non conforme",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,Oui,1,5 m²,,559 m²,,Non,,,A l’acte,Non,Oui,,,,,,1,,,36 m²,,8 m²,22 m,,22 m,30/04/2034,9 m²,,,,Non,,,,,,Oui,,18 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/rbs83862,RBS83862,Maison à vendre,539000,Oude Baan 134,1790 Affligem,Normal,1956,3,15 m²,13 m²,13 m²,223 m²,,Oui,,,,,Super équipée,1,Oui,Gaz,,,Double vitrage,,,,,,Oui,,,,,3,3,Oui,650 m²,,Oui,160 m²,,Oui,Oui,Oui,Oui,Non,164 kWh/m²/an,"oui, attestation conforme",,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,10 m²,,1,16 m²,,973 m²,,,,,,Non,Oui,Oui,Oui,,,,2,2,,53 m²,13 m²,16 m²,11 m,,11 m,10/03/2035,,,6 m²,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/vbc48820,VBC48820,Maison à vendre,484959,,1790 Affligem,Nouveau,,4,,,,148 m²,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,Oui,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,453 m²,,,,,,,,,,,,,2,,,,,,11 m,,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/vbc48819,VBC48819,Maison à vendre,465619,,1790 Affligem,Nouveau,,3,,,,147 m²,,Oui,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,Oui,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,1,,,453 m²,,,,,,,,,,,,,2,,,,,,11 m,,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/rbs58559,RBS58559,Maison à vendre,449000,Groeneweg 33,1790 Affligem,Normal,1956,4,,,,196 m²,,,,,,,Equipée,1,,Gaz,,,Double vitrage,,,,,,,,,,,3,3,Oui,,,Oui,,,,Oui,Oui,Oui,,260 kWh/m²/an,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,430 m²,,,,,,Non,Oui,,,,,,,,,,,,,,,30/08/2032,,,,Américaine,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/rbs14454,RBS14454,Maison à vendre,299000,Daalstraat 99,1790 Affligem,À rénover,,3,,,,,,Oui,2,,,,,1,,Mazout,,,,,,,,,,,,,,3,4,Oui,,,Oui,,,,,Oui,,,1343 kWh/m²/an,"non, pas d'attestation",,,,,,,,Information non communiquée,Information non communiquée,,,,1,,,1073 m²,,,,,A l’acte,Non,Oui,,,,,,,,,,,,10 m,,,08/12/2034,,,,,,,,,,,,,,,,63021,,1343 kWh/an,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1790/affligem/rbj80587,RBJ80587,Immeuble mixte à vendre,295000,Brusselbaan 101,1790 Affligem,Normal,1919,1,15 m²,,,152 m²,,,,,,,Semi-équipée,1,,Gaz,,,Double vitrage,,,,,,,,Non,,Sud,2,,,,,Oui,,Nord,Oui,Oui,Oui,,,426 kWh/m²/an,"oui, attestation non conforme",,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,Non,100 m²,,,,Non,A l’acte,Non,Oui,,,,,1,2,4,,33 m²,,,8 m,,8 m,,,,,Kitchenette,,,,,,,,,,,,,,,,,,,13/03/2024,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1790/affligem/rbj50109,RBJ50109,Villa à vendre,470000,Kasteelstraat 68,1790 Affligem,À rénover,1960,3,16 m²,12 m²,12 m²,270 m²,,Oui,,,,,Super équipée,1,,Mazout,,,Simple vitrage,,,,,,,,,,,4,3,Oui,1850 m²,,Oui,46 m²,,Oui,,Oui,,Non,925 kWh/m²/an,"oui, attestation non conforme",,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,11 m²,,1,8 m²,,2255 m²,,,,,A l’acte,Oui,Oui,Oui,,,,,2,2,,24 m²,24 m²,11 m²,,,8 m,07/11/2033,,,,,,,,,,,Oui,,20 m²,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/affligem/rbi32007,RBI32007,Maison à vendre,539000,Okaaistraat 104,1790 Affligem,Nouveau,2019,3,16 m²,16 m²,21 m²,232 m²,,Oui,,,,,Super équipée,1,Oui,,,,Double vitrage,,,,,,,,,,,2,2,Oui,200 m²,,Oui,24 m²,,Oui,,Oui,Oui,Non,14 kWh/m²/an,"oui, attestation conforme",,,Non,,,,,Pas de risque d’inondation,Information non communiquée,,,,1,12 m²,,400 m²,,,,,A l’acte,Non,Oui,,,,,,2,2,,51 m²,,,,,8 m,13/01/2030,,,,,,,Oui,,,,Oui,,72 m²,,,,,,,,,,,,,,,Oui
https://immovlan.be/fr/detail/villa/a-vendre/1790/affligem/raj78605,RAJ78605,Villa à vendre,,,1790 Affligem,Normal,1995,3,,,,480 m²,,Oui,,,,,Super équipée,1,,Mazout,,,,,,,,,,,Non,,,4,,,,,,,,,,Oui,,Oui,176 kWh/m²/an,pas d'application,,,,,,,,Risque moyen,Information non communiquée,Non,,Non,1,,,1649 m²,739240-00000001-0,,,Non,,Non,Non,Non,Non,Non,Non,1,,,,,,,20 m,172 m²,,18/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/essene/rbt29594,RBT29594,Maison à vendre,399000,Ternatsestraat 46,1790 Essene,À rénover,1970,5,,,,202 m²,,Oui,,,,,Super équipée,1,,Gaz,,,,,,,,,,,Non,,Ouest,3,1,Oui,20 m²,,Oui,20 m²,,,Oui,Oui,,,239 kWh/m²/an,"oui, attestation conforme",,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,2,,,134 m²,20250505-0003593227-RES-1,,,Non,A l’acte,Non,Non,Non,Non,Non,Non,,2,2,,22 m²,,,11 m,114 m²,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,Non,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/hekelgem/rbt29593,RBT29593,Maison à vendre,669000,Brusselbaan 40,1790 Hekelgem,Excellent,2013,4,,,,289 m²,,Oui,,,,,Super équipée,1,,Gaz,,,,,,,,,,,Non,,Sud-ouest,4,4,Oui,920 m²,,Oui,50 m²,,,Oui,Oui,,,192 kWh/m²/an,"oui, attestation conforme",,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,2,,,1098 m²,20250428-0003588050-RES-1,,,Non,A l’acte,Non,Non,Non,Non,Non,Non,,1,3,15 m,43 m²,,,,128 m²,,,,,,,,,,,Zone d'extension d'habitat,,,,,,,,,,,,,,,Non,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/hekelgem/rbt25630,RBT25630,Maison à vendre,249000,Bellestraat 41,1790 Hekelgem,À rénover,1952,2,15 m²,13 m²,,114 m²,,,,,,,Equipée,1,,,,,,,,,,,,,,,Ouest,2,,Oui,74 m²,,Oui,26 m²,,Oui,,Oui,Oui,,469 kWh/m²/an,"oui, attestation non conforme",,Oui,Non,,,,,Information non communiquée,Information non communiquée,Oui,7 m²,,,7 m²,,189 m²,,Non,,Non,A l’acte,Non,Oui,Oui,,Oui,,,1,,,30 m²,,17 m²,6 m,,6 m,06/08/2034,,,,Américaine,Non,,,,,,,,32 m²,,,,,,,,,,08/06/2024,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1790/hekelgem/rwc39280,RWC39280,Maison à vendre,385550,,1790 Hekelgem,Excellent,2025,3,,,,329 m²,329 m²,,,,,,Super équipée,1,Oui,Gaz,Oui,Oui,Double vitrage,,Oui,,,,Oui,,,,,3,,Oui,,,,,,Oui,Oui,Oui,Oui,,,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,Oui,,Non,A convenir,,,,,,,,,,,,,,,,,,,,,Américaine,,,,,,Oui,,,,,,,,,Non,,,,,,23,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1831/diegem/rbt69562,RBT69562,Appartement à vendre,215000,Regimentsberg 22 4/12,1831 Diegem,À rénover,1995,1,,,,70 m²,,Oui,,,,,,1,,Gaz,,,Double vitrage,,,,,,,,Oui,,,,1,,,,Oui,,,,,,,,209 kWh/m²/an,"non, pas d'attestation",,,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,3 m²,Non,,4 m²,Non,,20250610-0003616564-RES-1,Non,Non,,A convenir,,Non,,,,,,,2,,,,,56 m,170 m²,,10/06/2035,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1831/diegem/rbt67171,RBT67171,Maison à vendre,279000,Frans Gurickxstraat 51,1831 Diegem,À rénover,1946,3,19 m²,11 m²,30 m²,130 m²,,,,,,,,1,,,,,,,,,,,,,,,,2,,Oui,,,Oui,,,,Oui,Oui,,Non,371 kWh/m²/an,"oui, attestation conforme",,,,,,,,Risque moyen,Information non communiquée,Non,,Non,,8 m²,,,20200624-0002285907-RES-1,,,Non,,,Non,Non,Non,Non,Non,,1,,,17 m²,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1831/diegem/rbt66247,RBT66247,Appartement à vendre,285000,Oude Haachtsesteenweg 99,1831 Diegem,Normal,1990,2,,,,86 m²,,,,,,,Semi-équipée,1,,Gaz,,,,,,,,,,,Oui,,Sud-est,2,,Non,,,Oui,,,,Oui,Oui,,,148 kWh/m²/an,"non, pas d'attestation",,Non,Oui,,,,,Pas de risque d’inondation,Information non communiquée,Non,,Non,,,,,,Non,,Non,A l’acte,Non,Non,Non,Non,Non,Non,,1,,36 m,,,,26 m,,,28/06/2034,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1831/diegem/vwd13559,VWD13559,Maison à vendre,399000,Frans buekenhoutstraat 7,1831 Diegem,Excellent,1966,4,,,,160 m²,,,,,,Non,,2,Non,Gaz,,Non,Double vitrage,,,,,Non,,,,,,2,,Oui,100 m²,,Oui,,,,,,,,,pas d'application,pas d'application,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1831/diegem/vbc76632,VBC76632,Maison à vendre,470000,,1831 Diegem,,,4,,,,185 m²,,,,,,,,1,,Non specifié,,,,,,,,,,,Non,,,3,,,,,,,,,,,,,,"oui, attestation conforme",,,,,,,,Information non communiquée,Information non communiquée,Non,,Non,,,,,,,,Non,A l’acte,Non,Oui,Non,Non,Non,Non,,1,2,,35 m²,,,,,,12/07/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1831/diegem/vbc75002,VBC75002,Villa à vendre,750000,Antoine Vandervekenstraat 7,1831 Diegem,Normal,1971,5,10 m²,18 m²,21 m²,217 m²,,Oui,,,,,Super équipée,1,,Gaz,,,Double vitrage,,,,,,,,Non,,Sud-ouest,4,1,Oui,427 m²,,Oui,28 m²,,Oui,Oui,Oui,,Oui,247 kWh/m²/an,"non, pas d'attestation",,Oui,Non,,,,,Pas de risque d’inondation,Information non communiquée,Oui,,Oui,,,Non,567 m²,,Non,,Non,A l’acte,Non,,Oui,,,,1,4,2,,,20 m²,11 m²,10 m,,10 m,,18 m²,17 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1831/diegem/rbt09373,RBT09373,Rez-de-chaussée à vendre,265000,Schetsstraat 5 Bus 1,1831 Diegem,Normal,2009,2,,,,102 m²,,,,,,,,1,,Gaz,,,Double vitrage,,,,,,Oui,,Non,,,,1,Oui,,,Oui,,,,,,,,160 kWh/m²/an,"non, pas d'attestation",,,,,,,,Pas de risque d’inondation,Information non communiquée,Oui,,Non,,,Non,,20240624-00032923727,Non,Non,,A convenir,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1831/diegem/rbm14444,RBM14444,Rez-de-chaussée à vendre,192715,Oude Haachtsesteenweg 69,1831 Diegem,Nouveau,2012,1,10 m²,,,57 m²,,Oui,,,,,Super équipée,,,Air pulsé,,Oui,Double vitrage,,,,,,,,Oui,,Sud-est,2,,Oui,,,Oui,,Nord-ouest,,,Oui,,Non,64 kWh/m²/an,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,Non,,,,,Non,A l’acte,Non,,,,,,1,1,,,17 m²,,9 m²,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1831/diegem/rbm14443,RBM14443,Rez-de-chaussée à vendre,242479,Oude Haachtsesteenweg 67,1831 Diegem,Nouveau,,1,11 m²,,,76 m²,,Oui,,,,,Super équipée,,,Air pulsé,,Oui,,,,,,Oui,,,Oui,,Sud-est,2,,Oui,,,Oui,,Nord-ouest,,,Oui,,Non,53 kWh/m²/an,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Non,A l’acte,Non,,,,,,1,1,,,33 m²,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1831/diegem/rbm14442,RBM14442,Rez-de-chaussée à vendre,234169,Oude Haachtsesteenweg 71,1831 Diegem,Nouveau,2012,1,11 m²,,,74 m²,,Oui,,,,,Super équipée,,,Air pulsé,,Oui,Double vitrage,,,,,,,,Oui,,Sud-est,2,,Oui,,,Oui,,Nord-ouest,,,Oui,,Non,55 kWh/m²/an,"oui, attestation conforme",,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,Non,A l’acte,Non,,,,,,1,1,,,22 m²,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
