ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_détages_de_limmeuble,Jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Profondeur_du_terrain,Conso_spécifique_dénergie_primaire,Référence_PEB,Emission_de_CO2,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Type_de_zone_inondable,Zone_inondable_délimitée,Etat_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_du_séjour,Surface_des_caves,Nombre_de_Garages,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_douches,Surface_de_lades_salles_de_bain,Type_de_vitrage,Accessible_aux_moins_valides,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Surface_du_jardin,Orientation_du_jardin,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Piscine_extérieure,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Citerne_à_eau_de_pluie,Parlophone,Orientation_de_la_terrasse,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Surface_chambre_à_coucher_4,Surface_salle_à_manger,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Panneaux_solaires,Étage_de_lappartement,Surface_constructible,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Espace_ouvert_sensible_à_leau__WORG,Surface_du_grenier,Alarme_antieffraction,Air_conditionné,Maison_basse_énergie,Panneaux_solaires_thermiques,Chauffage_au_sol,Pompe_à_chaleur,Compteur_électrique_individuel,Compteur_Bihoraire,Compteur_deau_individuel,Compteur_de_gaz_individuel,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Appartement_de_service,Attestation__Citernes_à_mazout,Attestation__Installation_électrique__Validité,Surface_du_bureau,Surface_chambre_à_coucher_5,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,Surface_du_dressing,Affectation_urbanistique_la_plus_récente,Surface_totale,Station_de_charge_électrique,Balcon,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Adoucisseur_deau,Attestation__Citernes_à_mazout__Validité,Possibilités_pour_profession_libérale,Niveau_S,Surface_de_la_véranda
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc86378,VBC86378,Appartement à vendre,149000,Rue du Cimetière 40 02,4430 Ans,,,,1,63 m²,,Non,Non,Non,,,,,Oui,1,,Mazout,Non,Nord,,,,,,,,490 kWh/m²/an,20240612030129,,pas d'application,,,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,4 m²,Simple vitrage,Non,,,,,,,,,Non,,,,,,35591 kWh/an,12/06/2034,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc86373,VBC86373,Appartement à vendre,149000,Rue du Cimetière 40 01,4430 Ans,,,,2,81 m²,,Non,Non,Non,,,,,Oui,1,,Mazout,Non,Nord,,,,,,,,497 kWh/m²/an,20240612030022,,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,5 m²,Simple vitrage,Non,,,,,,,,,Non,,,,,,40059 kWh/an,12/06/2034,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc86374,VBC86374,Appartement à vendre,149000,Rue du Cimetière 40 01,4430 Ans,,,,2,81 m²,,Non,Non,Non,,,,,Oui,1,,Mazout,Non,Nord,,,,,,,,497 kWh/m²/an,20240612030022,,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,5 m²,Simple vitrage,Non,,,,,,,,,Non,,,,,,40059 kWh/an,12/06/2034,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc86371,VBC86371,Appartement à vendre,149000,Rue du Cimetière 36 01,4430 Ans,,,,2,81 m²,,Non,Non,Non,,,,,Oui,1,,Mazout,Non,Nord,,,,,,,,482 kWh/m²/an,20240612029619,,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,5 m²,Simple vitrage,Non,,,,,,,,,Non,,,,,,41658 kWh/an,12/06/2034,,,,,,1,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc86372,VBC86372,Appartement à vendre,149000,Rue du Cimetière 36 01,4430 Ans,,,,2,81 m²,,Non,Non,Non,,,,,Oui,1,,Mazout,Non,Nord,,,,,,,,482 kWh/m²/an,20240612029619,,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,5 m²,Simple vitrage,Non,,,,,,,,,Non,,,,,,41658 kWh/an,12/06/2034,,,,,,1,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc86369,VBC86369,Appartement à vendre,149000,Rue du Cimetière 36 12,4430 Ans,,,,2,81 m²,,Non,Non,Non,,,,,Oui,1,,Mazout,Non,Nord,,,,,,,,271 kWh/m²/an,20240612029960,,pas d'application,,,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,5 m²,Simple vitrage,Non,,,,,,,,,Non,,,,,,23431 kWh/an,12/06/2034,,,,,,1,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc86370,VBC86370,Appartement à vendre,149000,Rue du Cimetière 36 12,4430 Ans,,,,2,81 m²,,Non,Non,Non,,,,,Oui,1,,Mazout,Non,Nord,,,,,,,,271 kWh/m²/an,20240612029960,,pas d'application,,,Pas de risque d’inondation,Information non communiquée,Normal,,,,,,,,,,,5 m²,Simple vitrage,Non,,,,,,,,,Non,,,,,,23431 kWh/an,12/06/2034,,,,,,1,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc86146,VBC86146,Appartement à vendre,169000,Chaussée du Roi Albert 38,4430 Ans,,2008,A l’acte,2,83 m²,Non,Oui,,,,,,,Oui,1,1,Gaz,Oui,Nord,2,1,,Oui,4 m²,,,139 kWh/m²/an,,26,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,Normal,16 m²,11 m²,,35 m²,,1,Equipée,Américaine,8 m²,1,5 m²,Double vitrage,Oui,6 m,,,,6 m,Oui,Non,,,,,Sud,Oui,Oui,15158 kWh/an,19/04/2035,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc83552,VBC83552,Maison à vendre,260000,Rue des Français 197,4430 Ans,Non,1962,A l’acte,2,228 m²,,Non,Non,Non,Non,Non,Non,Non,Oui,,,Mazout,,,3,,Oui,,,215 m²,,319 kWh/m²/an,20250527033930,,,,,Information non communiquée,Information non communiquée,À rénover,16 m²,12 m²,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc83267,VBC83267,Maison à vendre,160000,Place Nicolaï 24,4430 Ans,,,A l’acte,4,145 m²,Non,,,,Oui,,,,,1,1,,Non,,3,1,,,,,,295 kWh/m²/an,,56,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,À rénover,6 m²,6 m²,19 m²,8 m²,,,Semi-équipée,Kitchenette,4 m²,1,,,Non,,,,,,,Non,,,,,,,,51781 kWh/an,30/05/2035,19 m²,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc82703,VBC82703,Maison à vendre,149000,Haut Douy 29,4430 Ans,Oui,,,2,86 m²,Non,Oui,Oui,,,,,,,1,1,Gaz,Non,,2,1,,Oui,38 m²,87 m²,,410 kWh/m²/an,,,"non, pas d'attestation",Non,,Information non communiquée,Information non communiquée,À rénover,15 m²,13 m²,,16 m²,,,,,13 m²,1,,Double vitrage,Non,1 m,,,,,Oui,Non,Oui,Oui,,,Sud-ouest,Oui,Oui,35236 kWh/an,23/12/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc82602,VBC82602,Maison à vendre,375000,Rue Kerstenne 61,4430 Ans,,2014,,3,210 m²,,Non,Oui,Non,,,,,Oui,1,,Gaz,Non,Nord-ouest,,2,Oui,Oui,,225 m²,,29 kWh/m²/an,20250220027814,29,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,1,,,,,,Double vitrage,Non,,,,,,,,,Non,,,,,,6110 kWh/an,20/02/2035,,,,22 m²,Oui,,,Non,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc80595,VBC80595,Appartement à vendre,249000,"Rue de l'Yser, 343/21",4430 Ans,Non,,,2,110 m²,,Non,Non,Non,Non,Non,Non,Non,,,,Gaz,,,1,,,,,,,108 kWh/m²/an,20250305013346,35,,,,Information non communiquée,Information non communiquée,,,,,46 m²,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/4430/ans/vbc79801,VBC79801,Bungalow à vendre,335000,Rue de la Coopération 10,4430 Ans,,,A l’acte,2,106 m²,Non,Oui,,,,,,,Oui,1,1,Mazout,Non,,3,,Oui,Oui,,582 m²,,392 kWh/m²/an,,97,"oui, attestation non conforme",,,Information non communiquée,Information non communiquée,Normal,,,,,,1,Semi-équipée,Kitchenette,,1,,Double vitrage,Oui,,2,450 m²,,,Oui,Non,,,,,,,Oui,41646 kWh/an,22/05/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc78600,VBC78600,Maison à vendre,219000,Rue des Quatre Sentiers 43,4430 Ans,Non,,A l’acte,2,191 m²,Non,Oui,Oui,,,,,,,1,,,Non,,2,2,Oui,Oui,50 m²,311 m²,,396 kWh/m²/an,,98,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,Normal,,,,,,,,,,,,Double vitrage,Non,,,145 m²,,,Oui,Non,,,,,,,Oui,56428 kWh/an,08/05/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc55153,VBC55153,Maison à vendre,155000,Rue du Cimetière 65,4430 Ans,,,,3,103 m²,Non,Non,Non,Non,,,,,,1,,Gaz,Non,Sud-est,,2,Oui,Oui,,420 m²,,379 kWh/m²/an,20250318032832,379,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,Double vitrage,Non,,,,,,,,,Non,,,,,,38875 kWh/an,18/03/2035,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc75784,VBC75784,Maison à vendre,190000,Rue Sous le Bois 44,4430 Ans,,1960,A l’acte,2,134 m²,Non,Oui,,,,,,,Oui,2,2,Mazout,Non,Ouest,3,3,Oui,Oui,21 m²,210 m²,30 m,459 kWh/m²/an,,114,"oui, attestation non conforme",,,Pas de risque d’inondation,Information non communiquée,À rénover,14 m²,27 m²,,23 m²,,1,Semi-équipée,Kitchenette,9 m²,,4 m²,,Non,7 m,,136 m²,Est,7 m,Oui,Non,,,,,,,Oui,98319 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc75768,VBC75768,Maison à vendre,389000,Rue des epiceas 19,4430 Ans,,1983,,3,196 m²,,Oui,,,Oui,,,,Oui,1,2,Solaire,Non,,4,1,Oui,Oui,33 m²,2500 m²,67 m,252 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Normal,11 m²,15 m²,8 m²,34 m²,62 m²,1,,,14 m²,,7 m²,Double vitrage,Non,11 m,4,2500 m²,Nord-est,11 m,Oui,,,,Oui,Oui,,,Oui,50107 kWh/an,,,,1,,Oui,,,,,,Oui,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc72862,VBC72862,Maison à vendre,137000,Rue du Cimetière 58,4430 Ans,Oui,1850,,2,108 m²,Non,Oui,Oui,,,,,,,1,1,Gaz,Non,Est,2,1,Oui,Oui,20 m²,125 m²,,468 kWh/m²/an,,,"non, pas d'attestation",Non,,Pas de risque d’inondation,Information non communiquée,À rénover,19 m²,10 m²,,13 m²,,,,,6 m²,1,,Double vitrage,Non,4 m,,60 m²,,4 m,Oui,Non,Oui,Oui,,,Ouest,Oui,Oui,34995 kWh/an,09/05/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc71907,VBC71907,Maison à vendre,299000,Rue d'Italie 128,4430 Ans,,,A l’acte,4,230 m²,Non,,,,Oui,,,,Oui,1,2,Gaz,Non,Sud,2,2,Oui,Oui,,,,179 kWh/m²/an,,35,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,Excellent,18 m²,13 m²,17 m²,28 m²,,1,Equipée,Américaine,13 m²,1,,Double vitrage,Non,,,,,,Oui,Non,,,,,Nord,Oui,Oui,41102 kWh/an,04/05/2035,13 m²,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc70425,VBC70425,Maison à vendre,175000,Rue du 15 Août 65,4430 Ans,Non,1900,A l’acte,3,104 m²,,Non,Oui,Non,Non,Non,Non,Non,,1,,,,,2,3,Oui,,,165 m²,,330 kWh/m²/an,20250407009803,,"oui, attestation conforme",Non,,Information non communiquée,Information non communiquée,Normal,12 m²,15 m²,18 m²,,,,,,,,,Double vitrage,,,,,,,Oui,,Non,,,,,,,34192 kWh/an,,,,,,Non,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc69537,VBC69537,Maison à vendre,249000,Rue Pasteur 109,4430 Ans,,1951,,3,160 m²,,Oui,Oui,Non,,,,,,1,,Mazout,Non,Sud-est,,,Oui,,,450 m²,,336 kWh/m²/an,20250413000464,336,"non, pas d'attestation",,,Information non communiquée,Information non communiquée,Normal,,,,,11 m²,,,,,,5 m²,Double vitrage,Non,,,,,,,,,Non,,,,,,53712 kWh/an,13/04/2035,,,,,,,,Non,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc68773,VBC68773,Maison à vendre,215000,Rue du Plan Incliné 79,4430 Ans,,1890,,3,123 m²,Non,Oui,,,,,,,Oui,1,2,Mazout,Non,,3,,Oui,Oui,20 m²,640 m²,,424 kWh/m²/an,,105,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,Normal,13 m²,11 m²,33 m²,31 m²,30 m²,1,Equipée,Américaine,16 m²,1,,Double vitrage,Non,5 m,2,368 m²,,5 m,Oui,Non,,,,,Sud-ouest,,Oui,67347 kWh/an,23/04/2035,,,1,14 m²,,,,,,,,,,,,,,,,,,,,,,,,03/08/2023,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc67869,VBC67869,Appartement à vendre,,,4430 Ans,Non,,A l’acte,3,126 m²,Non,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,Electrique,Oui,,3,,Non,Non,,,,416 kWh/m²/an,20250428011514,,pas d'application,Non,Non,Information non communiquée,Information non communiquée,,,,,,,1,,,,1,,,,,,,,,,,Non,Non,,,,,Oui,50925 kWh/an,28/04/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc67828,VBC67828,Maison à vendre,195000,Rue Houdret 4,4430 Ans,Non,1950,A l’acte,2,140 m²,Non,Oui,Oui,Oui,Oui,,,,,1,2,Gaz,Non,Nord-ouest,2,1,Oui,Oui,14 m²,,,314 kWh/m²/an,,58,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,Normal,20 m²,13 m²,,15 m²,,,,,10 m²,1,,Double vitrage,Non,9 m,1,20 m²,,9 m,Oui,Non,Non,Non,,Oui,Sud-est,Oui,Oui,46325 kWh/an,05/04/2035,,17 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc28688,VBC28688,Maison à vendre,145000,Rue de la Limite 7,4430 Ans,,,A l’acte,6,200 m²,,Oui,Oui,,,,,,,1,2,,,,2,2,Oui,Oui,,137 m²,,539 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,À rénover,21 m²,20 m²,18 m²,36 m²,,,,,13 m²,1,,,,,,67 m²,,,,,,,,,,,Oui,102528 kWh/an,,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 m²,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc64630,VBC64630,Maison à vendre,235000,DES 3 ROIS 105,4430 Ans,,1960,A l’acte,3,150 m²,Non,,,,,,,,Oui,1,1,Non specifié,Non,,2,,Non,Non,,100 m²,16 m,,,,pas d'application,,,Information non communiquée,Information non communiquée,À rénover,,,,24 m²,,1,,,,,,,,,,,,,,,,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc62375,VBC62375,Maison à vendre,517991,,4430 Ans,,,,3,189 m²,,,,,,,,,Oui,1,2,,,,4,,Oui,,,715 m²,,,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,,,,1,,,,,,,,12 m,,,,12 m,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc62374,VBC62374,Maison à vendre,538620,,4430 Ans,,,,3,172 m²,,,,,,,,,Oui,2,2,,,,4,,,,,715 m²,,,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,,,,1,,,,,,,,12 m,,,,12 m,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc60754,VBC60754,Appartement à vendre,167000,Rue Walthère Jamar 106 11,4430 Ans,Oui,,,2,68 m²,,Oui,,,,,,,,1,1,Gaz,Non,Sud,2,1,,,,,,202 kWh/m²/an,,37,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,Normal,12 m²,12 m²,,,,,,Indépendante,7 m²,,7 m²,Double vitrage,Non,,,,,,Oui,Non,,,,Oui,,Oui,Oui,16478 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc60753,VBC60753,Appartement à vendre,162000,Rue Walthère Jamar 106 01,4430 Ans,Oui,,,1,50 m²,Non,Oui,,,,,,,,1,1,Gaz,Non,Sud,2,1,,Oui,,,,499 kWh/m²/an,,142,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,Normal,12 m²,,,,,,,Indépendante,12 m²,,4 m²,,Non,,,,,,,Non,,,,,,,,29345 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc60305,VBC60305,Maison à vendre,119000,Rue du Cimetière 85,4430 Ans,,1850,A l’acte,1,85 m²,Non,Oui,Oui,Oui,Oui,,,,,1,1,Non specifié,Non,,3,2,,Oui,16 m²,120 m²,,1064 kWh/m²/an,,303,"oui, attestation non conforme",,,Information non communiquée,Information non communiquée,À rénover,17 m²,,,17 m²,,,Semi-équipée,Kitchenette,14 m²,1,,Double vitrage,Non,,,,,,Oui,Non,,,,,,Oui,Oui,136039 kWh/an,,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc59701,VBC59701,Appartement à vendre,115000,Chaussée du Roi Albert 98,4430 Ans,Oui,,,1,78 m²,Non,Oui,,,Oui,,,,,1,1,Mazout,Non,Sud-ouest,2,2,Oui,Oui,,,,934 kWh/m²/an,,232,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,À rénover,18 m²,,,,,,Equipée,Américaine,12 m²,1,,,Non,,,120 m²,Nord-est,,Oui,Non,,,,Oui,,,Oui,72394 kWh/an,,,18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc59232,VBC59232,Appartement à vendre,187500,Rue Président Wilson,4430 Ans,,2024,,1,66 m²,,,,,,,,,,1,1,Air pulsé,,,2,3,,,,,,,,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,Indépendante,,1,,Double vitrage,,,,,,,,,Oui,Oui,,,,,,,,,,,,Oui,2,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc59231,VBC59231,Appartement à vendre,299000,Rue Président Wilson,4430 Ans,,2024,A l’acte,3,142 m²,,,,,,,,,,,1,Air pulsé,,,2,3,,Oui,,,,,,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,Indépendante,,,,Double vitrage,,,,,,,,,Oui,Oui,,,,,,,,,,,,Oui,2,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc59230,VBC59230,Appartement à vendre,175000,Rue Président Wilson,4430 Ans,,2024,A l’acte,1,66 m²,,,,,,,,,,,1,Air pulsé,,,2,3,,,,,,,,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,Indépendante,,,,Double vitrage,,,,,,,,,Oui,Oui,,,,,,,,,,,,Oui,1,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4430/ans/vbc59229,VBC59229,Appartement à vendre,227500,Rue Président Wilson,4430 Ans,,2024,,2,84 m²,,,,,,,,,,,1,Air pulsé,,,2,3,,Oui,,,,,,,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,Indépendante,,,,Double vitrage,,,,,,,,,Oui,Oui,,,,,,,,,,,,Oui,1,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/4430/ans/vbc59228,VBC59228,Rez-de-chaussée à vendre,207500,Rue Président Wilson 8,4430 Ans,,2024,,2,83 m²,,,,,,,,,,,1,Air pulsé,Non,,2,3,,Oui,,,,,,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,Excellent,,,,,,,,Indépendante,,1,,Double vitrage,Oui,,,,,,,,,,,,,,,,,,,,,Oui,0,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc58775,VBC58775,Maison à vendre,245000,Rue du Cimetière 179,4430 Ans,,1957,A l’acte,2,154 m²,Non,,,,,,,,Oui,1,2,Gaz,Non,Ouest,,,Oui,Non,,114 m²,,275 kWh/m²/an,20250324022631,,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,,,,,26 m²,,1,Super équipée,,,,,,,,,58 m²,,,,,,,,,,Oui,Oui,42495 kWh/an,24/03/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4430/ans/vbc53070,VBC53070,Maison à vendre,249000,Rue de Bolsée 186,4430 Ans,,,,3,127 m²,,Oui,,,,,,,Oui,1,2,Gaz,,,3,2,Oui,Oui,19 m²,466 m²,46 m,353 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Normal,13 m²,13 m²,21 m²,26 m²,20 m²,3,,,8 m²,1,6 m²,Double vitrage,,3 m,1,318 m²,,3 m,Oui,,,,,Oui,,,Oui,50454 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
