ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_détages_de_limmeuble,Jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Profondeur_du_terrain,Conso_spécifique_dénergie_primaire,Référence_PEB,Emission_de_CO2,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Type_de_zone_inondable,Zone_inondable_délimitée,Etat_du_bien,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_du_séjour,Surface_des_caves,Nombre_de_Garages,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_douches,Surface_de_lades_salles_de_bain,Type_de_vitrage,Accessible_aux_moins_valides,Largeur_de_la_façade,Nombre_de_places_de_parking_extérieur,Surface_du_jardin,Orientation_du_jardin,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Piscine_extérieure,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Citerne_à_eau_de_pluie,Parlophone,Orientation_de_la_terrasse,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Surface_chambre_à_coucher_4,Surface_salle_à_manger,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Panneaux_solaires,Étage_de_lappartement,Surface_constructible,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Espace_ouvert_sensible_à_leau__WORG,Surface_du_grenier,Alarme_antieffraction,Air_conditionné,Maison_basse_énergie,Panneaux_solaires_thermiques,Chauffage_au_sol,Pompe_à_chaleur,Compteur_électrique_individuel,Compteur_Bihoraire,Compteur_deau_individuel,Compteur_de_gaz_individuel,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Appartement_de_service,Attestation__Citernes_à_mazout,Attestation__Installation_électrique__Validité,Surface_du_bureau,Surface_chambre_à_coucher_5,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,Surface_du_dressing,Affectation_urbanistique_la_plus_récente,Surface_totale,Station_de_charge_électrique,Balcon,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Porte_de_garage_motorisée,Clef_électronique,Adoucisseur_deau,Attestation__Citernes_à_mazout__Validité,Possibilités_pour_profession_libérale,Niveau_S,Surface_de_la_véranda
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc85080,VBC85080,Maison à vendre,269000,Avenue du Bosquet 16,4500 Huy,,,A l’acte,2,100 m²,Non,,,,,,,,,1,1,,Non,,3,,Oui,Oui,35 m²,237 m²,,216 kWh/m²/an,,,"oui, attestation conforme",Non,,Information non communiquée,Information non communiquée,Excellent,11 m²,11 m²,,31 m²,,,Equipée,Américaine,10 m²,1,,Double vitrage,Non,,2,172 m²,,,,Non,,,,,,,Oui,22313 kWh/an,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/tihange/vbc84384,VBC84384,Maison à vendre,109000,Rue du Petit Bois 14,4500 Tihange,,1949,,2,75 m²,Non,Oui,Non,Non,,,,,Oui,1,,Mazout,Non,Sud,,1,,Oui,,114 m²,,808 kWh/m²/an,20240418011365,200,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,À rénover,,,,,,1,,,,,6 m²,Double vitrage,Non,,,,,,,,,Non,,,,,,58083 kWh/an,18/07/2034,,,,19 m²,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4500/huy/vbc84284,VBC84284,Appartement à vendre,119000,Rue Godelet 1 43,4500 Huy,Non,1973,A l’acte,1,60 m²,Non,Oui,,,,,,,,1,1,Gaz,Oui,,2,5,,Oui,5 m²,,,222 kWh/m²/an,,41,"non, pas d'attestation",Non,,Information non communiquée,Information non communiquée,Normal,14 m²,,,23 m²,,,Equipée,Américaine,7 m²,,4 m²,Double vitrage,Oui,,,,,,Oui,Non,Oui,Non,,Oui,Sud,Oui,Oui,13161 kWh/an,14/04/2035,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4500/huy/rbt46085,RBT46085,Appartement à vendre,289000,THIER ERBONNE 80,4500 Huy,Non,2014,Immédiatement,2,119 m²,Non,Non,Non,Non,Non,Non,Non,Non,,1,2,Gaz,Non,,,,,Oui,4 m²,,,85 kWh/m²/an,20201228506561,,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,Normal,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/tihange/vwd13675,VWD13675,Maison à vendre,385000,Rue des Saules 83,4500 Tihange,,2019,,4,180 m²,,,,,,,,,Oui,,,Gaz,,,3,,Oui,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,Excellent,,,,,,,,,,,,Double vitrage,,,,420 m²,,,,,,,,,,,,,,,,5,,Non,,,,,,,Non,Non,,,Non,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4500/huy/vbc82700,VBC82700,Appartement à vendre,217500,Avenue Ch. et L. Godin 1 4D,4500 Huy,Oui,2007,,2,65 m²,Non,Oui,,,,,,,Oui,1,1,,Oui,,2,4,,Oui,5 m²,,,250 kWh/m²/an,,64,"non, pas d'attestation",Non,,Pas de risque d’inondation,Information non communiquée,Normal,11 m²,10 m²,,28 m²,,,Super équipée,,,,,Double vitrage,Oui,,1,,,,Oui,Non,Oui,Non,,Oui,Nord-ouest,,Oui,19254 kWh/an,29/05/2035,,,,,,4,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc82657,VBC82657,Maison à vendre,320000,Les chinisses 35,4500 Huy,,2024,A l’acte,4,103 m²,,,,,,,,,Oui,1,2,Gaz,Non,,3,1,Oui,Oui,16 m²,691 m²,51 m,,,,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,Nouveau,14 m²,11 m²,12 m²,,,1,,,,1,8 m²,Double vitrage,Non,10 m,1,640 m²,,10 m,,Non,,,,,,,Oui,,,10 m²,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4500/huy/vbc81735,VBC81735,Immeuble mixte à vendre,320000,Rue Joseph Wauters 93,4500 Huy,Oui,,,5,214 m²,Non,,,,,,,,,5,5,Gaz,Non,,2,3,,,,100 m²,,262 kWh/m²/an,,48,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,À rénover,,,,,,,Semi-équipée,Kitchenette,,5,,,Non,,,,,,,Non,Oui,,,,,,,14261 kWh/an,25/04/2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4500/huy/vbc80876,VBC80876,Immeuble mixte à vendre,250000,Rue des Vergiers 5,4500 Huy,,1961,A l’acte,4,225 m²,Non,,,,,,,,Oui,2,2,Gaz,Non,,2,1,Oui,,,735 m²,,304 kWh/m²/an,,56,"oui, attestation non conforme",,,Information non communiquée,Information non communiquée,À rénover,20 m²,16 m²,26 m²,27 m²,,2,Semi-équipée,Kitchenette,6 m²,2,,,Oui,,1,500 m²,,,Oui,Non,,,,,,Oui,Oui,35237 kWh/an,26/05/2035,10 m²,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4500/huy/vbc79929,VBC79929,Immeuble mixte à vendre,99500,Rue Saint-Pierre 23,4500 Huy,,,A l’acte,1,150 m²,,,Oui,,,,,,,1,1,Electrique,Non,,4,3,,,,62 m²,,532 kWh/m²/an,,101,"oui, attestation non conforme",,,Pas de risque d’inondation,Information non communiquée,À rénover,10 m²,14 m²,9 m²,,,,Semi-équipée,Kitchenette,9 m²,2,,Double vitrage,Non,,,,,,,Non,,,,,,,,30952 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc79649,VBC79649,Maison à vendre,195000,Rue de la Motte 77,4500 Huy,,,A l’acte,2,90 m²,Non,,Oui,,Oui,,,,,1,1,Gaz,Non,Sud-est,3,2,Oui,Oui,20 m²,580 m²,,505 kWh/m²/an,,61,"oui, attestation non conforme",Non,,Pas de risque d’inondation,Information non communiquée,À rénover,14 m²,14 m²,,14 m²,,,Semi-équipée,Kitchenette,15 m²,1,,Double vitrage,Non,6 m,2,500 m²,,6 m,Oui,Non,Non,Non,,,Nord-ouest,,,59681 kWh/an,26/05/2025,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4500/huy/vbc79211,VBC79211,Immeuble mixte à vendre,539000,Rue Oscar Lelarge 9,4500 Huy,,1890,,9,230 m²,Non,Oui,,,,,,,,3,3,Gaz,Non,Nord-ouest,2,,,Oui,6 m²,110 m²,,192 kWh/m²/an,,35,,Non,,Pas de risque d’inondation,Information non communiquée,Normal,14 m²,16 m²,16 m²,,,,Equipée,Américaine,,3,,Double vitrage,,8 m,,,,,Oui,Non,,,,Oui,,Oui,Oui,13406 kWh/an,,16 m²,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,14 m²,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc77871,VBC77871,Maison à vendre,195000,Quai de Namur 13,4500 Huy,Non,1946,A l’acte,2,176 m²,Non,,,,Oui,,,,Oui,2,3,Non specifié,Non,,2,2,,Oui,4 m²,102 m²,,461 kWh/m²/an,,96,"oui, attestation non conforme",,,Information non communiquée,Information non communiquée,Normal,12 m²,14 m²,,30 m²,,1,Equipée,Américaine,9 m²,,,Double vitrage,Oui,8 m,1,,,8 m,Oui,Non,,,,,,,,81106 kWh/an,25/02/2035,,38 m²,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc77868,VBC77868,Maison à vendre,360000,Chemin de Morts Champs 8,4500 Huy,,2012,A l’acte,3,196 m²,Non,,Oui,,,,,,Oui,1,2,Gaz,Non,,4,1,Oui,Oui,57 m²,496 m²,,143 kWh/m²/an,,,"oui, attestation conforme",Non,,Information non communiquée,Information non communiquée,Excellent,12 m²,13 m²,11 m²,27 m²,,1,Equipée,Américaine,17 m²,1,,Double vitrage,Non,14 m,2,170 m²,,14 m,,Non,Oui,,,,Sud-est,Oui,Oui,27995 kWh/an,11/05/2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/10/2012,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc77719,VBC77719,Maison à vendre,125000,Rue Léopold II 10,4500 Huy,Oui,1899,,2,90 m²,Non,Oui,,,Oui,,,,,1,1,Gaz,Non,,2,,,Oui,5 m²,50 m²,,303 kWh/m²/an,,55,,Non,,Pas de risque d’inondation,Information non communiquée,Normal,11 m²,27 m²,,11 m²,,,Equipée,Américaine,7 m²,1,,Double vitrage,Non,,,,,,Oui,Non,Oui,Non,,,Sud,Oui,Oui,28410 kWh/an,20/05/2035,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc76078,VBC76078,Maison à vendre,395000,Rue du Roc 24,4500 Huy,Non,1958,,3,151 m²,Non,,,,Oui,,,,Oui,1,1,Mazout,Non,,4,1,Oui,Oui,40 m²,1795 m²,,314 kWh/m²/an,,77,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,À rénover,15 m²,9 m²,9 m²,25 m²,,1,Equipée,Américaine,6 m²,1,,Double vitrage,Non,,3,1000 m²,,,Oui,Non,Oui,Non,Oui,,Nord-ouest,,Oui,47537 kWh/an,24/09/2034,,20 m²,1,,Oui,,,,,,Oui,Oui,,,,,,,,,,,,,,,,07/11/2024,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4500/huy/vbc75458,VBC75458,Appartement à vendre,185000,,4500 Huy,Non,,Immédiatement,2,75 m²,Non,Oui,,,,,,,Oui,1,1,Gaz,Oui,Sud-ouest,2,6,,Oui,7 m²,,,196 kWh/m²/an,,36,,Non,,Information non communiquée,Information non communiquée,Excellent,13 m²,9 m²,,28 m²,,1,Semi-équipée,Kitchenette,9 m²,,3 m²,Double vitrage,Non,26 m,,,,26 m,Oui,Non,Non,Non,,Oui,Sud-ouest,Oui,Oui,16248 kWh/an,11/05/2035,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc75295,VBC75295,Maison à vendre,235000,,4500 Huy,,,,4,,,,,,,,,,,2,,,,,2,,,Oui,,,,248 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,37062 kWh/an,14/05/2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc75268,VBC75268,Maison à vendre,149000,Chaussée de Liège 114,4500 Huy,,,Immédiatement,4,110 m²,Non,Oui,Oui,,,,,,,1,1,Mazout,Non,,3,3,,Oui,45 m²,127 m²,,500 kWh/m²/an,,91,"oui, attestation non conforme",Non,,Information non communiquée,Information non communiquée,À rénover,11 m²,10 m²,11 m²,26 m²,15 m²,,,Indépendante,15 m²,,7 m²,Double vitrage,Non,7 m,,,,7 m,Oui,Non,Non,Non,,,Sud-est,,Oui,59784 kWh/an,02/10/2019,7 m²,,,,,,,,,10 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4500/huy/vbc60163,VBC60163,Appartement à vendre,93000,Avenue Albert 1er 38,4500 Huy,,1954,Immédiatement,1,45 m²,Non,Oui,,,,,,,,1,1,,Non,,2,3,,,,,,593 kWh/m²/an,,153,"oui, attestation conforme",Non,,Information non communiquée,Information non communiquée,Normal,9 m²,,,30 m²,,,,,,1,6 m²,Double vitrage,Non,,,,,,Oui,Non,Non,Non,,,,,Oui,20945 kWh/an,07/04/2035,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chateau/a-vendre/4500/huy/vbc71464,VBC71464,Château à vendre,850000,Rue l'Apleit 5 - 5A,4500 Huy,Non,,A l’acte,6,,,Oui,Oui,Non,Non,Non,Non,Non,Oui,1,3,Gaz,,Sud,,3,Oui,,,923 m²,,458 kWh/m²/an,20181128016289,,,,,Information non communiquée,Information non communiquée,Excellent,40 m²,27 m²,21 m²,54 m²,58 m²,,,,23 m²,2,,Double vitrage,,,4,,,,,,,,,,,,,,,25 m²,,1,,Non,,,,,,,,,,,,,,,,,,,,,,,,25 m²,11 m²,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc71121,VBC71121,Maison à vendre,349000,Avenue de la Croix-Rouge 3 N,4500 Huy,Oui,2022,,3,187 m²,Non,,Oui,,,,,,,1,2,Gaz,Non,Sud,4,2,,Oui,30 m²,50 m²,,159 kWh/m²/an,,5735,"oui, attestation conforme",Non,,Pas de risque d’inondation,Information non communiquée,Nouveau,10 m²,13 m²,18 m²,24 m²,,,Equipée,Américaine,8 m²,1,,Double vitrage,Non,9 m,1,,,9 m,Oui,Non,Non,Non,,,Nord-est,Oui,Oui,29729 kWh/an,04/02/2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/02/2021,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/4500/huy/vbc70271,VBC70271,Duplex à vendre,235000,Thier Erbonne 40 rez,4500 Huy,,2024,,2,103 m²,Non,Non,Non,Non,,,,,Oui,1,,Gaz,Non,Sud,,1,Oui,Oui,4 m²,,,85 kWh/m²/an,20201228504543,17,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,Nouveau,,,,,,,,,,,,Double vitrage,Non,,1,,,,,,,Non,,,,,,10307 kWh/an,28/12/2030,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc68091,VBC68091,Maison à vendre,165000,Rue Joseph Wauters 105,4500 Huy,,1953,Immédiatement,2,101 m²,,,,,,,,,,1,2,Gaz,Non,Sud-ouest,3,3,Oui,,,105 m²,9 m,381 kWh/m²/an,,70,,,,Risque moyen,Information non communiquée,Normal,19 m²,19 m²,,26 m²,,,Equipée,Américaine,10 m²,1,,Double vitrage,Non,8 m,2,,,8 m,Oui,Non,,,,,,,Oui,49594 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/4500/huy/vbc67104,VBC67104,Rez-de-chaussée à vendre,115000,Rue René Dubois 81,4500 Huy,,,A l’acte,1,99 m²,Non,,,,,,,,,1,1,,Non,,2,2,,,,,,291 kWh/m²/an,,53,"oui, attestation conforme",,,Risque moyen,Information non communiquée,Normal,14 m²,,,23 m²,,,Equipée,Américaine,6 m²,1,8 m²,Double vitrage,Oui,,,,,,Oui,,,,,,,Oui,Oui,28641 kWh/an,10/12/2034,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc66230,VBC66230,Maison à vendre,510000,Chaussée de Waremme 142,4500 Huy,,1969,,6,314 m²,Non,Oui,Non,Non,,,,,Oui,3,,Gaz,Non,Nord,,2,Oui,Oui,,747 m²,,198 kWh/m²/an,20250304024991,39,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,Remis à neuf,,,,,,1,,,,,,Double vitrage,Non,,1,,,,,Oui,,Non,,,,,,61990 kWh/an,04/03/2035,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc66228,VBC66228,Maison à vendre,595000,Chaussée de Waremme 142,4500 Huy,,1969,,6,314 m²,Non,Oui,Non,Non,,,,,Oui,3,,Gaz,Non,Nord,,2,Oui,Oui,,8137 m²,,198 kWh/m²/an,20250304024991,39,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,Remis à neuf,,,,,,1,,,,,,Double vitrage,Non,,1,,,115 m,,Oui,,Non,,,,,,61990 kWh/an,04/03/2035,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc64132,VBC64132,Maison à vendre,89000,Rue de l'Église 6,4500 Huy,,,,0,228 m²,Non,Non,Non,Non,,,,,,,,Non specifié,Non,Sud-est,,2,Oui,,,660 m²,,,,,pas d'application,,,Pas de risque d’inondation,Information non communiquée,À rénover,,,,,,,,,,,,,Non,,1,,,,,,,Non,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4500/huy/vbc61917,VBC61917,Appartement à vendre,125000,Entre Deux Portes 22 21,4500 Huy,,,,1,67 m²,Non,Non,Non,Non,,,,,,1,,Electrique,Non,Nord-est,,,,,,,,507 kWh/m²/an,20240716024201,145,"non, pas d'attestation",,,Pas de risque d’inondation,Information non communiquée,Remis à neuf,,,,,,,,,,,,Double vitrage,Non,,,,,,,,,Non,,Oui,,,,36152 kWh/an,16/07/2034,,,,,,2,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc61207,VBC61207,Maison à vendre,158500,Rue du Pont 10,4500 Huy,Oui,,,2,88 m²,Non,Oui,Oui,,,,,,,1,2,Gaz,Non,,2,2,,,,41 m²,,279 kWh/m²/an,,52,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,Normal,,,,,,,Equipée,Américaine,,1,,Double vitrage,Non,,,,,,,Non,,,,,,Oui,Oui,24449 kWh/an,10/10/2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/07/2020,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/4500/huy/vbc60386,VBC60386,Duplex à vendre,185000,Chaussée de Liège 29,4500 Huy,Oui,,,3,110 m²,Non,Oui,,,,,,,,1,2,Gaz,Non,Sud,,1,,,,,,195 kWh/m²/an,,,"oui, attestation conforme",Non,,Information non communiquée,Information non communiquée,Normal,11 m²,11 m²,13 m²,46 m²,,,Semi-équipée,Kitchenette,,,,Double vitrage,Non,,,,,,Oui,Non,Non,Non,,,,Oui,Oui,22668 kWh/an,10/05/2031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4500/huy/vbc60238,VBC60238,Appartement à vendre,155000,Rue Entre-Deux-Portes 22 11,4500 Huy,Non,,A l’acte,1,80 m²,Non,,,,,,,,,1,1,Gaz,Non,,3,2,,Oui,,,,365 kWh/m²/an,,104,"oui, attestation conforme",,,Pas de risque d’inondation,Information non communiquée,Excellent,20 m²,,,43 m²,,,Equipée,Américaine,,1,,Double vitrage,Non,,,,,,,,,,,,,,,29704 kWh/an,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4500/huy/vbc59863,VBC59863,Appartement à vendre,212000,Rue du Long Thier 26A RC2,4500 Huy,Non,2024,A l’acte,1,74 m²,Non,,,,,,,,Oui,1,1,Gaz,Oui,,2,3,,Oui,14 m²,,,90 kWh/m²/an,,,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,Nouveau,12 m²,,,24 m²,,,,,6 m²,1,6 m²,Double vitrage,Oui,,,,,,Oui,,,,,Oui,Sud,Oui,Oui,8730 kWh/an,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc47476,VBC47476,Maison à vendre,125000,Rue entre deux portes 108,4500 Huy,,1840,A l’acte,3,119 m²,,Oui,Oui,,,,,,,2,3,Gaz,Non,,2,3,,,,74 m²,18 m,280 kWh/m²/an,,53,"oui, attestation non conforme",,,Pas de risque d’inondation,Information non communiquée,À rénover,10 m²,10 m²,10 m²,,14 m²,,,,20 m²,1,5 m²,,Non,4 m,,,,4 m,Oui,Non,,,,,,Oui,Oui,37515 kWh/an,,,,,,,,,,,10 m²,,,,,,,,,,,,,,,,,,,10 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/4500/huy/vbc59622,VBC59622,Studio à vendre,75000,Rue de Montmorency 12,4500 Huy,Oui,,,,,,,,,,,,,,1,,,Non,Nord,,4,,,,,,644 kWh/m²/an,,184,,,,Information non communiquée,Information non communiquée,Normal,,,,,,,,,,,,,Non,,,,,,Oui,Non,,,,,,Oui,Oui,16093 kWh/an,07/01/2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/4500/huy/vbc59621,VBC59621,Studio à vendre,65000,Rue de Montmorency 12,4500 Huy,Oui,,,,,Oui,,,,,,,,,1,,,Non,Nord,3,,,,,,,644 kWh/m²/an,,184,,,,Information non communiquée,Information non communiquée,Normal,,,,,,,,,,,,,Non,,,,,,Oui,Non,,,,,,Oui,Oui,16093 kWh/an,07/01/2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/4500/huy/vbc59620,VBC59620,Studio à vendre,75000,Rue de Montmorency 12,4500 Huy,Oui,,,,,,,,,,,,,,1,,,Non,,3,,,,,,,644 kWh/m²/an,,184,"oui, attestation conforme",,,Information non communiquée,Information non communiquée,Normal,,,,,,,Equipée,Américaine,,,,,Non,,,,,,Oui,Non,,,,,,Oui,Oui,16093 kWh/an,07/01/2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4500/huy/vbc59210,VBC59210,Maison à vendre,185000,Rue de la Tête Noire 4,4500 Huy,,1918,,4,125 m²,Non,Oui,,,Oui,,,,,1,2,Gaz,Non,,2,2,Oui,Oui,,128 m²,,398 kWh/m²/an,,10916,"non, pas d'attestation",Non,,Information non communiquée,Information non communiquée,À rénover,13 m²,15 m²,13 m²,13 m²,,,,Indépendante,7 m²,1,,Double vitrage,Non,8 m,,40 m²,,8 m,Oui,Non,Non,Non,,,Sud,Oui,Oui,60014 kWh/an,06/04/2035,15 m²,14 m²,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
