ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Etat_du_bien,Année_de_construction,Surface_du_bureau,Nombre_de_toilettes,Raccordé_au_gaz_de_ville,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_douches,Panneaux_solaires,Type_de_vitrage,Alarme_antieffraction,Accessible_aux_moins_valides,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_du_jardin,Orientation_du_jardin,Surface_de_la_terrasse,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Surface_salle_à_manger,Parlophone,Orientation_de_la_terrasse,Surface_des_caves,Nombre_de_place_de_parking_intérieur,Attestation__Asbuilt,Surface_chambre_à_coucher_5,Surface_du_dressing,Surface_du_garage,Surface_du_grenier,Surface_de_lades_salles_de_bain,Étage_de_lappartement,Surface_totale,Chauffage_au_sol,Possibilités_pour_profession_libérale,Niveau_E,Station_de_charge_électrique,Maison_basse_énergie,Pompe_à_chaleur,Air_conditionné,Porte_de_garage_motorisée,Compteur_Bihoraire,Porte_daccès_sécurisée,Feu_ouvert,Attestation__Citernes_à_mazout,Surface_constructible,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Panneaux_solaires_thermiques,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Adoucisseur_deau,Domotique,HammamSaunaJacuzzi,Balcon
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc65434,VBC65434,Maison à vendre,145000,Avenue Fernand Charlot 16,1370 Jodoigne,Non,A l’acte,2,100 m²,Non,30 m²,Non,Oui,Non,Non,Non,Non,Non,,,Semi-équipée,1,Gaz,Non,Sud,2,,Oui,,126 m²,Oui,,352 kWh/m²/an,,20250422013526,22/04/2035,64,"oui, attestation non conforme",Information non communiquée,Information non communiquée,À rénover,1900,,2,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/lathuy/vbc64099,VBC64099,Maison à vendre,295000,Champ de la Pierre 42,1370 Lathuy,Non,Immédiatement,3,210 m²,Non,56 m²,Non,Non,Non,Non,Non,Non,Non,Oui,2,Super équipée,1,Mazout,Non,Sud,4,4,Oui,Oui,1274 m²,Oui,,292 kWh/m²/an,,20241002004961,02/10/2034,72,"oui, attestation conforme",Information non communiquée,Information non communiquée,,2006,30 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc63529,VBC63529,Maison à vendre,449000,Chemin pavé molembais 43,1370 Jodoigne,,A l’acte,3,191 m²,Non,45 m²,Oui,Oui,,,,,,Oui,1,,1,,Non,,4,1,Oui,Oui,913 m²,,Oui,225 kWh/m²/an,38328 kWh/an,,18/03/2035,2047,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,Excellent,1992,11 m²,2,,17 m²,11 m²,11 m²,,,14 m²,1,Oui,Double vitrage,,Non,11 m,4,780 m²,Sud-ouest,39 m²,38 m,11 m,Oui,,Oui,Oui,Non,,,Sud-ouest,10 m²,,,,,,37 m²,9 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/zetrud-lumay/vbc55446,VBC55446,Maison à vendre,469000,Rue du Relais,1370 Zétrud-Lumay,,,4,142 m²,Non,,,,,,,,,Oui,1,Semi-équipée,1,Non specifié,Non,Nord-ouest,2,,Oui,Oui,353 m²,,,42 kWh/m²/an,7622 kWh/an,,,1854,pas d'application,Information non communiquée,Information non communiquée,,,,,,,,,,,,1,Oui,,,,,2,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/zetrud-lumay/vbc55445,VBC55445,Maison à vendre,459000,Rue du Relais,1370 Zétrud-Lumay,,A partir du : 30/12/2025,3,134 m²,Non,,,,,,,,,,,Semi-équipée,,Non specifié,Non,Nord-ouest,3,1,Oui,Oui,528 m²,,,45 kWh/m²/an,6287 kWh/an,,,1293,pas d'application,Information non communiquée,Information non communiquée,,,,,,,,,,,,2,Oui,,,,,2,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc62484,VBC62484,Appartement à vendre,319000,Ry Saint Jean 19 1,1370 Jodoigne,Non,A l’acte,3,101 m²,Non,23 m²,Non,Non,Non,Non,Non,Non,Non,,,Super équipée,1,Gaz,Non,Sud-est,4,2,Oui,Oui,,Oui,,159 kWh/m²/an,,20230320004719,20/03/2033,30,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,2,Oui,,,,,,,,,,,,,,165 m²,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57376,VBC57376,Maison à vendre,374410,Venelle Du Pr? Fleuri 12,1370 Jodoigne,,,3,,,,,,,,,,,Oui,1,,1,,,,2,,Oui,,149 m²,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57374,VBC57374,Maison à vendre,371961,Venelle Du Pr? Fleuri 8,1370 Jodoigne,,,3,,,,,,,,,,,Oui,1,,1,,,,2,,Oui,,154 m²,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc57386,VBC57386,Appartement à vendre,209858,Chauss?e De Wavre 0,1370 Jodoigne,,,2,90 m²,,,,,,,,,,,,,1,,Oui,,,,Oui,Oui,,,,0 kWh/m²/an,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,3,,Sud-ouest,9 m²,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1370/jodoigne/vbc57385,VBC57385,Rez-de-chaussée à vendre,207000,Chauss?e De Wavre 90,1370 Jodoigne,,,1,77 m²,,,,,,,,,,,,,1,,Oui,,,,Oui,Oui,,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,3,,Sud-ouest,9 m²,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1370/jodoigne/vbc57383,VBC57383,Rez-de-chaussée à vendre,270500,Chauss?e De Wavre 90,1370 Jodoigne,,,2,91 m²,,,,,,,,,,,,,1,,Oui,,,,Oui,Oui,,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,3,,Sud-ouest,19 m²,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1370/jodoigne/vbc57382,VBC57382,Rez-de-chaussée à vendre,358750,All?e Des Sorbiers 2,1370 Jodoigne,,,3,117 m²,,,,,,,,,,,,,2,,Oui,,,,Oui,Oui,,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,3,,Ouest,27 m²,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1370/jodoigne/vbc57381,VBC57381,Rez-de-chaussée à vendre,202500,All?e Des Sorbiers 2,1370 Jodoigne,,,1,70 m²,,,,,,,,,,,,,1,,Oui,,,,Oui,Oui,,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,3,,Sud-est,11 m²,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1370/jodoigne/vbc57380,VBC57380,Rez-de-chaussée à vendre,200500,All?e Des Sorbiers 2,1370 Jodoigne,,,1,67 m²,,,,,,,,,,,,,1,,Oui,,,,Oui,Oui,,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,3,,Sud-ouest,9 m²,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1370/jodoigne/vbc57379,VBC57379,Rez-de-chaussée à vendre,280500,All?e Des Sorbiers 2,1370 Jodoigne,,,2,90 m²,,,,,,,,,,,,,1,,Oui,,,,Oui,Oui,,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,3,,Nord-ouest,22 m²,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc57378,VBC57378,Appartement à vendre,258500,Chauss?e De Wavre 90,1370 Jodoigne,,,2,92 m²,,,,,,,,,,,,,1,,Oui,,,,Oui,Oui,,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,3,,Sud-ouest,9 m²,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc57377,VBC57377,Appartement à vendre,263500,Chauss?e De Wavre 90,1370 Jodoigne,,,2,91 m²,,,,,,,,,,,,,1,,Oui,,,,Oui,Oui,,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,3,,Sud-ouest,9 m²,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57375,VBC57375,Maison à vendre,353800,Venelle Du Pr? Fleuri 2,1370 Jodoigne,,,3,,,,,,,,,,,Oui,1,,1,,,,3,,Oui,,244 m²,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57371,VBC57371,Maison à vendre,346000,Venelle Du Parc 2,1370 Jodoigne,,,3,,,,,,,,,,,Oui,1,,1,,,,3,,Oui,,295 m²,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57372,VBC57372,Maison à vendre,365500,Venelle Du Parc 9,1370 Jodoigne,Non,,3,,,,Non,,Non,Non,Non,Non,Non,,,,1,,,,3,,Oui,,235 m²,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57370,VBC57370,Maison à vendre,316000,Venelle Du Parc 4,1370 Jodoigne,,,3,,,,,,,,,,,,,,1,,,,2,,Oui,,185 m²,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57369,VBC57369,Maison à vendre,356000,Venelle Du Parc 8,1370 Jodoigne,Non,,3,,,,Non,,Non,Non,Non,Non,Non,Oui,1,,1,,,,3,,Oui,,325 m²,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57368,VBC57368,Maison à vendre,366000,Venelle Du Parc 10,1370 Jodoigne,,,3,,,,,,,,,,,Oui,1,,1,,,,3,,Oui,,303 m²,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc57367,VBC57367,Appartement à vendre,295000,All?e Des Sorbiers 7,1370 Jodoigne,,,2,91 m²,,,,,,,,,,,,,1,,Oui,,,,Oui,Oui,,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,3,110 m²,Sud-ouest,14 m²,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc57366,VBC57366,Appartement à vendre,225000,All?e Des Sorbiers 7,1370 Jodoigne,,,1,75 m²,,,,,,,,,,,,,1,,Oui,,,,Oui,Oui,,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,3,,Sud-ouest,8 m²,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc57365,VBC57365,Appartement à vendre,230000,All?e Des Sorbiers 7,1370 Jodoigne,Non,,1,76 m²,,,Non,,Non,Non,Non,Non,Non,,,,1,,Oui,,,,Oui,Oui,,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,3,,Sud-ouest,8 m²,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc57364,VBC57364,Appartement à vendre,225000,All?e Des Sorbiers 7,1370 Jodoigne,,,1,76 m²,,,,,,,,,,,,,1,,Oui,,,,Oui,Oui,,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,3,,Sud-ouest,8 m²,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57363,VBC57363,Maison à vendre,449438,En Demande,1370 Jodoigne,,,3,,,,,,,,,,,Oui,1,,2,,,,3,,Oui,,963 m²,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,856 m²,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57362,VBC57362,Maison à vendre,446938,En Demande,1370 Jodoigne,,,3,,,,,,,,,,,Oui,1,,2,,,,3,,Oui,,813 m²,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,733 m²,Nord-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57361,VBC57361,Maison à vendre,446938,En Demande,1370 Jodoigne,,,3,,,,,,,,,,,Oui,1,,2,,,,3,,Oui,,824 m²,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,744 m²,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57360,VBC57360,Maison à vendre,446938,En Demande,1370 Jodoigne,,,3,,,,,,,,,,,Oui,1,,2,,,,3,,Oui,,833 m²,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,753 m²,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57359,VBC57359,Maison à vendre,460688,En Demande,1370 Jodoigne,,,3,,,,,,,,,,,,,,2,,,,3,,Oui,,804 m²,,,,,,,,"non, pas d'attestation",Information non communiquée,Information non communiquée,Nouveau,,,,,,,,,,,,,,,,,,723 m²,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc54598,VBC54598,Maison à vendre,235000,Rue de la Bruyère 2,1370 Jodoigne,,A l’acte,3,330 m²,Non,,,Oui,,,,,,,,,,Air pulsé,Non,Nord,2,,Non,Non,,,,466 kWh/m²/an,79275 kWh/an,20250327019336,27/03/2035,120,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/pietrain/vbc49769,VBC49769,Maison à vendre,235000,Rue longue 224,1370 Piétrain,Non,A l’acte,3,180 m²,Non,25 m²,,Oui,Oui,,,,,Oui,1,,1,Gaz,Non,,3,2,Oui,,791 m²,Oui,Non,218 kWh/m²/an,47810 kWh/an,,15/03/2035,40,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,À rénover,1900,16 m²,2,Oui,11 m²,14 m²,30 m²,,,10 m²,1,,Double vitrage,,Oui,20 m,1,607 m²,Nord-ouest,,34 m,20 m,Oui,,Non,Non,Non,,,,,,,,,,5 m²,8 m²,,,,,,,,,,,,,Oui,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1370/pietrain/vbc49314,VBC49314,Villa à vendre,980000,,1370 Piétrain,,,3,308 m²,,,Oui,Oui,,Oui,,,,Oui,1,,1,Gaz,,Nord-ouest,4,4,Oui,Oui,29650 m²,Oui,,309 kWh/m²/an,49651 kWh/an,,,,,Information non communiquée,Information non communiquée,À rénover,,,2,,13 m²,15 m²,,,,13 m²,1,,,,,60 m,2,29080 m²,,25 m²,232 m,,Oui,,,,,12 m²,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/dongelberg/vbc46665,VBC46665,Maison à vendre,547000,Rue du bois godet 14,1370 Dongelberg,Non,,5,309 m²,Non,,Oui,Oui,,Oui,,,,,,,2,Mazout,Non,,4,12,Oui,Oui,5595 m²,Oui,Non,415 kWh/m²/an,161558 kWh/an,,06/12/2032,104,"oui, attestation non conforme",Risque moyen,Inondable délimitée,Normal,,,5,,8 m²,19 m²,13 m²,23 m²,,16 m²,3,,Double vitrage,Oui,Oui,15 m,2,5272 m²,Sud-ouest,113 m²,68 m,15 m,Oui,,Non,Non,Non,23 m²,,Ouest,27 m²,,,8 m²,,,51 m²,,,,,,,,,,,,,,Oui,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc37589,VBC37589,Maison à vendre,465000,Rue du Soldat Lazard 34,1370 Jodoigne,Non,A l’acte,4,200 m²,Non,28 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,Super équipée,2,,Non,Nord-ouest,4,5,Oui,Oui,1300 m²,Oui,,298 kWh/m²/an,,20190430012316,30/04/2029,60,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,6 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/rbs62835,RBS62835,Maison à vendre,1900000,Rue De La Station 72,1370 Jodoigne,,,11,1790 m²,,,,,,,,,,,,,3,,Non,,2,,Oui,Oui,9764 m²,,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,Non
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc25691,VBC25691,Appartement à vendre,165000,Chemin des Etangs 4,1370 Jodoigne,,Immédiatement,1,40 m²,Non,10 m²,,,,,,,,Oui,1,Semi-équipée,1,,Non,,3,1,Non,Non,,Oui,,220 kWh/m²/an,8803 kWh/an,20160509002568,09/05/2026,20,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc16690,VBC16690,Appartement à vendre,200000,Chaussée de Tirlemont 77 2,1370 Jodoigne,,A l’acte,2,83 m²,Non,30 m²,,Oui,,,,,,Oui,,Super équipée,1,Mazout,Non,Ouest,3,1,Non,Oui,,Oui,,453 kWh/m²/an,44526 kWh/an,,,112,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1370/jodoigne/rwc37833,RWC37833,Villa à vendre,341550,,1370 Jodoigne,Non,A convenir,3,2210 m²,,,,Oui,,,,Oui,,Oui,,Super équipée,,Non specifié,,,4,1,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Excellent,2025,,,Oui,,,,,Américaine,,,Oui,,,,,,,,,,,Oui,Oui,,,,,,,,1,,,,,,,,,Oui,Non,23,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1370/melin/rwc37832,RWC37832,Villa à vendre,321550,,1370 Mélin,Non,A convenir,3,820 m²,,,,Oui,,,,Oui,,Oui,,Super équipée,,Non specifié,,,4,1,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Excellent,2025,,,Oui,,,,,Américaine,,,Oui,,,,,,,,,,,Oui,Oui,,,,,,,,1,,,,,,,,,Oui,Non,23,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1370/pietrain/rwc37827,RWC37827,Villa à vendre,331550,,1370 Piétrain,Non,A convenir,3,1090 m²,,,,Oui,,,,Oui,,Oui,,Super équipée,,Non specifié,,,4,1,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Excellent,2025,,,Oui,,,,,Américaine,,,Oui,,,,,,,,,,,Oui,Oui,,,,,,,,1,,,,,,,,,Oui,Non,23,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/rwc37825,RWC37825,Maison à vendre,318550,,1370 Jodoigne,Non,A convenir,3,900 m²,,,,Oui,,,,Oui,,,,Super équipée,,Non specifié,,,3,,Oui,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Excellent,2025,,,Oui,,,,,Américaine,,,Oui,,,,,,,,,1 m,1 m,Oui,Oui,,,,,,,,,,,,,,,,,Oui,Non,23,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc07441,VBC07441,Appartement à vendre,200000,Chaussée de Tirlemont 77 a,1370 Jodoigne,,A l’acte,2,80 m²,Non,30 m²,,Oui,,,,,,Oui,,Super équipée,1,Mazout,Non,Ouest,3,1,Non,Non,,Oui,,434 kWh/m²/an,42263 kWh/an,20210628003434,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbb99484,VBB99484,Appartement à vendre,165000,Rue du Stampia 7,1370 Jodoigne,,A l’acte,1,48 m²,Non,28 m²,,,,,,,,,,Semi-équipée,1,Electrique,Non,,2,,Non,Oui,,Oui,,488 kWh/m²/an,27449 kWh/an,20241019003024,19/10/2034,126,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,1,,,,,,,,,,,,,,,,,6 m²,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1370/jodoigne/vwd11318,VWD11318,Villa à vendre,415000,Rue des Hougardiers 3,1370 Jodoigne,Oui,A convenir,3,130 m²,,,,,,,,Oui,,Oui,,Super équipée,1,Mazout,,,4,3,Oui,Oui,1050 m²,Oui,,210 kWh/m²/an,35961 kWh/an,20190423019615,,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Normal,1997,5 m²,,,28 m²,13 m²,13 m²,,Indépendante,11 m²,,,Double vitrage,,,,,,Ouest,13 m²,,,Oui,,,,,,,,,,,,,21 m²,,11 m²,,130 m²,,,,,,,,,Oui,,Oui,,,,,,,,,,,,
