ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Type_de_chauffage,Ascenseur,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Etat_du_bien,Année_de_construction,Surface_du_bureau,Nombre_de_toilettes,Raccordé_au_gaz_de_ville,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_douches,Panneaux_solaires,Type_de_vitrage,Alarme_antieffraction,Accessible_aux_moins_valides,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_du_jardin,Orientation_du_jardin,Surface_de_la_terrasse,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Surface_salle_à_manger,Parlophone,Orientation_de_la_terrasse,Surface_des_caves,Nombre_de_place_de_parking_intérieur,Attestation__Asbuilt,Surface_chambre_à_coucher_5,Surface_du_dressing,Surface_du_garage,Surface_du_grenier,Surface_de_lades_salles_de_bain,Étage_de_lappartement,Surface_totale,Chauffage_au_sol,Possibilités_pour_profession_libérale,Niveau_E,Station_de_charge_électrique,Maison_basse_énergie,Pompe_à_chaleur,Air_conditionné,Porte_de_garage_motorisée,Compteur_Bihoraire,Porte_daccès_sécurisée,Feu_ouvert,Attestation__Citernes_à_mazout,Surface_constructible,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Panneaux_solaires_thermiques,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Adoucisseur_deau,Domotique,HammamSaunaJacuzzi,Balcon
https://immovlan.be/fr/detail/maison/a-vendre/1360/perwez/vbc67192,VBC67192,Maison à vendre,325000,Avenue de Burlet 3,1360 Perwez,Non,A l’acte,4,177 m²,Non,58 m²,,,,,Oui,,,Oui,1,,1,Bois,Non,Ouest,4,1,Oui,Oui,475 m²,Oui,Oui,194 kWh/m²/an,41476 kWh/an,,25/04/2035,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Remis à neuf,1998,,2,Oui,14 m²,14 m²,18 m²,22 m²,,19 m²,1,,Double vitrage,,Non,10 m,2,359 m²,,,,10 m,Oui,Oui,Oui,Non,Non,,,,,,,,5 m²,15 m²,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1360/perwez/vbc60383,VBC60383,Maison à vendre,349000,Rue d'Enfer 14,1360 Perwez,,A l’acte,4,293 m²,Non,50 m²,Oui,Oui,Oui,Oui,,,,Oui,1,,1,Gaz,Non,,3,4,Oui,,1798 m²,Oui,Non,434 kWh/m²/an,108950 kWh/an,,,9122,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,À rénover,1850,17 m²,1,,12 m²,25 m²,21 m²,14 m²,Indépendante,11 m²,1,,Double vitrage,,Non,18 m,1,1573 m²,Nord-est,,50 m,18 m,Oui,,Oui,Non,Non,15 m²,,,16 m²,,,,,,23 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1360/perwez/vbc55435,VBC55435,Maison à vendre,184900,,1360 Perwez,,,2,102 m²,Non,34 m²,,,,,,,,,,Super équipée,1,Gaz,Non,,2,,Non,Oui,61 m²,Oui,,218 kWh/m²/an,22355 kWh/an,20250328013102,28/03/2035,,pas d'application,Pas de risque d’inondation,Information non communiquée,Normal,,,1,Oui,,,,,,,,,,,,7 m,,,,18 m²,9 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46 m²,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1360/perwez/vbc53857,VBC53857,Immeuble mixte à vendre,249000,Avenue Wilmart 8,1360 Perwez,,A l’acte,2,175 m²,Non,41 m²,,,,,,,,,,Equipée,1,Gaz,Non,,2,,,Oui,100 m²,Oui,Non,229 kWh/m²/an,32796 kWh/an,,21/02/2034,132,"oui, attestation non conforme",Information non communiquée,Information non communiquée,Normal,1850,51 m²,3,,16 m²,8 m²,,,Américaine,19 m²,,,Double vitrage,,Non,6 m,2,,,21 m²,31 m,6 m,Oui,,,,Non,,,,,,,,,,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1360/maleves-sainte-marie-was/vbc51520,VBC51520,Maison à vendre,249000,Rue d'Orbais 22,1360 Malèves-Sainte-Marie-Was,,A l’acte,3,125 m²,Non,43 m²,,Oui,,,,,,Oui,1,Semi-équipée,1,Mazout,Non,Nord-ouest,3,2,Non,Non,215 m²,Oui,,369 kWh/m²/an,66157 kWh/an,20250311007942,11/03/2035,91,"oui, attestation non conforme",Information non communiquée,Information non communiquée,À rénover,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1360/thorembais-saint-trond/vbc44579,VBC44579,Maison à vendre,105000,Rue aux Fleurs 34,1360 Thorembais-Saint-Trond,,A l’acte,2,80 m²,Non,24 m²,,,,,,,,,,Non équipée,1,Non specifié,Non,Sud,3,2,Oui,Non,801 m²,Oui,,766 kWh/m²/an,119451 kWh/an,20220804017164,04/08/2032,62,"non, pas d'attestation",Information non communiquée,Information non communiquée,À rénover,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1360/perwez/vbc43509,VBC43509,Appartement à vendre,225000,,1360 Perwez,,Immédiatement,1,57 m²,Non,,,,,,,,,,,Super équipée,1,Gaz,Oui,Sud,2,1,Oui,Oui,,,,237 kWh/m²/an,12302 kWh/an,20250218027763,18/02/2035,,"oui, attestation conforme",Information non communiquée,Information non communiquée,Normal,2012,,1,,,,,,,,,,,,,,,61 m²,,9 m²,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1360/perwez/vbc42329,VBC42329,Immeuble mixte à vendre,149000,Rue de la Station 44,1360 Perwez,,A l’acte,5,218 m²,Non,,Oui,Oui,,Oui,,,,,,,,Non specifié,Non,,2,,,,150 m²,Oui,Non,615 kWh/m²/an,64347 kWh/an,,12/12/2034,159,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,À rénover,1890,86 m²,1,,25 m²,12 m²,11 m²,14 m²,Indépendante,9 m²,,,Simple vitrage,,Non,6 m,2,,,,27 m,6 m,Oui,,,,Non,14 m²,,,26 m²,,,9 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1360/perwez/vwd10196,VWD10196,Villa à vendre,720000,,1360 Perwez,,,5,260 m²,,,Oui,Oui,,,,,,Oui,,Equipée,3,Mazout,,,4,2,Oui,Oui,,Oui,,237 kWh/m²/an,,20240711004697,,59,,Pas de risque d’inondation,Information non communiquée,Excellent,1998,1 m²,,,,,,,,,,,Double vitrage,Oui,,,,,,,,,Oui,,,,,,,,,2,,,,,,,,380 m²,Non,,,,,,,,,,Non,,,,,,,Non,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1360/perwez/vbb58246,VBB58246,Maison à vendre,415000,,1360 Perwez,Non,,4,175 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Super équipée,2,Gaz,Non,,3,2,Oui,Oui,555 m²,Oui,,119 kWh/m²/an,21858 kWh/an,20240329505213,,,pas d'application,Information non communiquée,Information non communiquée,Normal,2018,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1360/perwez/vaz71896,VAZ71896,Maison à vendre,215000,,1360 Perwez,,Immédiatement,4,136 m²,Non,39 m²,,Oui,,,,,,,,,1,Gaz,Non,Est,2,,Non,Oui,128 m²,Oui,,215 kWh/m²/an,33662 kWh/an,20230523010912,22/05/2033,38,"oui, attestation conforme",Information non communiquée,Information non communiquée,À rénover,,,2,Oui,,,,,,,1,Oui,,,,,,,,12 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1360/perwez/vaz68433,VAZ68433,Maison à vendre,379000,,1360 Perwez,,Immédiatement,3,110 m²,Non,35 m²,,Oui,,,,,,Oui,1,Super équipée,1,Mazout,Non,Sud,4,,Oui,Oui,857 m²,,,395 kWh/m²/an,50588 kWh/an,20230522009915,22/05/2033,98,pas d'application,Information non communiquée,Information non communiquée,Normal,1980,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/huppaye/vbc77876,VBC77876,Maison à vendre,599000,Rue de Fauconval 16,1367 Huppaye,Non,A l’acte,3,339 m²,Non,47 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,Super équipée,1,Mazout,Non,Sud-ouest,4,5,Oui,Oui,6246 m²,,,162 kWh/m²/an,,20241003005099,03/10/2034,,pas d'application,Information non communiquée,Information non communiquée,,1982,,2,,,,,,,,1,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/huppaye/vwd11898,VWD11898,Maison à vendre,171074,Rue d'Autre-Eglise 13,1367 Huppaye,,,2,176 m²,,,,,,,,,,,,,,Gaz,,,4,,Oui,,,,,,,,,,pas d'application,Information non communiquée,Information non communiquée,À rénover,1900,,,,,,,,,,,Non,,,,,,18700 m²,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,Non,,,,,pas d'application,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/huppaye/vwd11893,VWD11893,Maison à vendre,250834,Rue d'Autre-Eglise 13,1367 Huppaye,,,4,277 m²,,,,,,,,,,,,,2,Gaz,,,3,,Oui,,,,,,,,,,pas d'application,Information non communiquée,Information non communiquée,À rénover,1900,,,,,,,,,,,Non,,,,,,18700 m²,,,,,,,,,,,,,,,,,,,,,,,,,,Non,Non,Non,Non,,,,,pas d'application,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1367/ramillies/vwd13910,VWD13910,Fermette à vendre,2950000,,1367 Ramillies,,A l’acte,8,2000 m²,,,,,,,,Oui,,Oui,,Super équipée,5,Mazout,,,4,20,Oui,Oui,40000 m²,Oui,,,,,,,,Information non communiquée,Information non communiquée,Excellent,,,,Oui,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,1,,,,,,,,2850 m²,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1367/ramillies/vbc79821,VBC79821,Immeuble mixte à vendre,1295000,Rue Joseph Henry 4,1367 Ramillies,Non,A l’acte,21,1390 m²,,,,,,,,,,,,,15,Non specifié,Non,,4,13,Oui,Oui,3091 m²,Oui,Non,,,,,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,À restaurer,2026,,,,14 m²,13 m²,12 m²,11 m²,,,15,,Double vitrage,,Oui,,2,1223 m²,,215 m²,,,Non,Oui,,,,,,Sud,,,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/autre-eglise/vbc79221,VBC79221,Maison à vendre,565000,Rue Georges Villers 9,1367 Autre-Église,Non,A l’acte,3,245 m²,Non,41 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,2,Super équipée,2,Gaz,Non,Sud-ouest,4,4,Oui,Oui,1335 m²,Oui,,168 kWh/m²/an,,20250522015167,22/05/2035,32,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,Nouveau,2018,,3,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/mont-saint-andre/vbc78628,VBC78628,Maison à vendre,350000,Rue de la Montagne 18,1367 Mont-Saint-André,Non,A l’acte,5,230 m²,Non,20 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,Super équipée,3,Mazout,Non,Sud-ouest,3,2,Oui,Oui,230 m²,Oui,,182 kWh/m²/an,,20250317022530,17/03/2035,45,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,1900,12 m²,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vbc75335,VBC75335,Maison à vendre,379000,Rue des Déportés,1367 Ramillies,,,3,134 m²,Non,,,Oui,,,,,,,,Non équipée,1,Non specifié,Non,Nord-est,3,1,Oui,Oui,890 m²,,,75 kWh/m²/an,10425 kWh/an,,,1493,pas d'application,Information non communiquée,Information non communiquée,Nouveau,2025,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vbc11990,VBC11990,Maison à vendre,475000,rue des Déportés,1367 Ramillies,,,3,154 m²,Non,,,,,,,,,,,Semi-équipée,1,Non specifié,Non,Est,4,1,Oui,Oui,1234 m²,,,43 kWh/m²/an,7452 kWh/an,,,1775,pas d'application,Information non communiquée,Information non communiquée,Nouveau,,,2,,,,,,,,,Oui,,,,,1,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vbc44466,VBC44466,Maison à vendre,510650,,1367 Ramillies,,,5,160 m²,,,,,,,,,,,,,3,,,,4,,,,2900 m²,,,,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,2,,,,,,,,,,,,,11 m,,,,,,11 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vbc44465,VBC44465,Maison à vendre,475793,,1367 Ramillies,,,4,148 m²,,,,,,,,,,,,,1,,,,4,,,,2900 m²,,,,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,2,,,,,,,,,,,,,11 m,,,,,,11 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1367/ramillies/rwc37842,RWC37842,Villa à vendre,331550,,1367 Ramillies,Non,A convenir,3,1331 m²,,,,Oui,,,,Oui,,Oui,,Super équipée,,Non specifié,,,4,1,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Excellent,2025,,,Oui,,,,,Américaine,,,Oui,,,,,,,,,,,Oui,Oui,,,,,,,,1,,,,,,,,,Oui,Non,23,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies-offus/vbb88455,VBB88455,Maison à vendre,325000,Chaussée Olivier Dehasse 27 a,1367 Ramillies-Offus,,Immédiatement,4,116 m²,Non,36 m²,,Oui,,,,,,,,Super équipée,1,Mazout,Non,,4,4,Oui,Oui,1030 m²,,,238 kWh/m²/an,35703 kWh/an,20180425020154,25/04/2028,59,"non, pas d'attestation",Information non communiquée,Information non communiquée,Normal,2007,,1,,,,,,,,1,,,,,,1,,,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vbb54607,VBB54607,Maison à vendre,424970,,1367 Ramillies,,,3,172 m²,,,,,,,,,,,,,2,,,,4,,,,1570 m²,,,,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,2,,,,,,,,,,,,,12 m,,,,,,12 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vbb54606,VBB54606,Maison à vendre,411110,,1367 Ramillies,,,4,189 m²,,,,,,,,,,,,,2,,,,4,,,,1570 m²,,,,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,2,,,,,,,,,,,,,12 m,,,,,,12 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vba72527,VBA72527,Maison à vendre,432470,,1367 Ramillies,,,3,172 m²,,,,,,,,,,,,,2,,,,4,,,,1331 m²,,,,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,2,,,,,,,,,,,,,12 m,,,,,,12 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vba72502,VBA72502,Maison à vendre,418610,,1367 Ramillies,,,4,189 m²,,,,,,,,,,,,,2,,,,4,,Oui,,1331 m²,,,,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,2,,,,,,,,,,,,,12 m,,,,,,12 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1367/ramillies/vbc59664,VBC59664,Fermette à vendre,349000,Chaussée de Namur 46,1367 Ramillies,Non,A l’acte,3,150 m²,Non,38 m²,Non,Non,Non,Non,Non,Non,Non,,,Super équipée,2,Mazout,Non,Sud-ouest,4,5,Oui,Oui,1653 m²,Oui,,334 kWh/m²/an,,20250227000337,27/02/2035,83,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vbc27814,VBC27814,Maison à vendre,325000,Rue Petit Warichet 37,1367 Ramillies,Non,A l’acte,3,150 m²,Non,25 m²,Non,Oui,Non,Non,Non,Non,Non,,,Super équipée,1,Mazout,Non,Nord,4,3,Oui,,1150 m²,Oui,,439 kWh/m²/an,,20200929021542,29/09/2030,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,10 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1367/ramillies/vaj61285,VAJ61285,Villa à vendre,325000,,1367 Ramillies,Non,Immédiatement,3,158 m²,Non,28 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,Super équipée,1,Mazout,Non,Sud-ouest,4,,Oui,Oui,1300 m²,Oui,,,,PEB D - 20160114022349,,,pas d'application,Information non communiquée,Information non communiquée,Normal,,12 m²,2,Oui,,,,,,,1,,,,,,1,,,60 m²,35 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 m²,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vaj29550,VAJ29550,Maison à vendre en viager,30000,,1367 Ramillies,Non,Immédiatement,4,135 m²,Non,20 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,Semi-équipée,1,Mazout,Non,Sud-ouest,3,,Oui,Oui,1840 m²,Oui,,479 kWh/m²/an,,20180703014021,,,pas d'application,Information non communiquée,Information non communiquée,À rénover,1943,11 m²,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1367/ramillies/vwd13910,VWD13910,Fermette à vendre,2950000,,1367 Ramillies,,A l’acte,8,2000 m²,,,,,,,,Oui,,Oui,,Super équipée,5,Mazout,,,4,20,Oui,Oui,40000 m²,Oui,,,,,,,,Information non communiquée,Information non communiquée,Excellent,,,,Oui,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,1,,,,,,,,2850 m²,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/1367/ramillies/vbc79821,VBC79821,Immeuble mixte à vendre,1295000,Rue Joseph Henry 4,1367 Ramillies,Non,A l’acte,21,1390 m²,,,,,,,,,,,,,15,Non specifié,Non,,4,13,Oui,Oui,3091 m²,Oui,Non,,,,,,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,À restaurer,2026,,,,14 m²,13 m²,12 m²,11 m²,,,15,,Double vitrage,,Oui,,2,1223 m²,,215 m²,,,Non,Oui,,,,,,Sud,,,,11 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vbc75335,VBC75335,Maison à vendre,379000,Rue des Déportés,1367 Ramillies,,,3,134 m²,Non,,,Oui,,,,,,,,Non équipée,1,Non specifié,Non,Nord-est,3,1,Oui,Oui,890 m²,,,75 kWh/m²/an,10425 kWh/an,,,1493,pas d'application,Information non communiquée,Information non communiquée,Nouveau,2025,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vbc11990,VBC11990,Maison à vendre,475000,rue des Déportés,1367 Ramillies,,,3,154 m²,Non,,,,,,,,,,,Semi-équipée,1,Non specifié,Non,Est,4,1,Oui,Oui,1234 m²,,,43 kWh/m²/an,7452 kWh/an,,,1775,pas d'application,Information non communiquée,Information non communiquée,Nouveau,,,2,,,,,,,,,Oui,,,,,1,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vbc44466,VBC44466,Maison à vendre,510650,,1367 Ramillies,,,5,160 m²,,,,,,,,,,,,,3,,,,4,,,,2900 m²,,,,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,2,,,,,,,,,,,,,11 m,,,,,,11 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vbc44465,VBC44465,Maison à vendre,475793,,1367 Ramillies,,,4,148 m²,,,,,,,,,,,,,1,,,,4,,,,2900 m²,,,,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,2,,,,,,,,,,,,,11 m,,,,,,11 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1367/ramillies/rwc37842,RWC37842,Villa à vendre,331550,,1367 Ramillies,Non,A convenir,3,1331 m²,,,,Oui,,,,Oui,,Oui,,Super équipée,,Non specifié,,,4,1,,,,,,,,,,,,Pas de risque d’inondation,Information non communiquée,Excellent,2025,,,Oui,,,,,Américaine,,,Oui,,,,,,,,,,,Oui,Oui,,,,,,,,1,,,,,,,,,Oui,Non,23,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vbb54607,VBB54607,Maison à vendre,424970,,1367 Ramillies,,,3,172 m²,,,,,,,,,,,,,2,,,,4,,,,1570 m²,,,,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,2,,,,,,,,,,,,,12 m,,,,,,12 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vbb54606,VBB54606,Maison à vendre,411110,,1367 Ramillies,,,4,189 m²,,,,,,,,,,,,,2,,,,4,,,,1570 m²,,,,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,2,,,,,,,,,,,,,12 m,,,,,,12 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vba72527,VBA72527,Maison à vendre,432470,,1367 Ramillies,,,3,172 m²,,,,,,,,,,,,,2,,,,4,,,,1331 m²,,,,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,2,,,,,,,,,,,,,12 m,,,,,,12 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vba72502,VBA72502,Maison à vendre,418610,,1367 Ramillies,,,4,189 m²,,,,,,,,,,,,,2,,,,4,,Oui,,1331 m²,,,,,,,,,Information non communiquée,Information non communiquée,Nouveau,,,2,,,,,,,,,,,,,12 m,,,,,,12 m,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/1367/ramillies/vbc59664,VBC59664,Fermette à vendre,349000,Chaussée de Namur 46,1367 Ramillies,Non,A l’acte,3,150 m²,Non,38 m²,Non,Non,Non,Non,Non,Non,Non,,,Super équipée,2,Mazout,Non,Sud-ouest,4,5,Oui,Oui,1653 m²,Oui,,334 kWh/m²/an,,20250227000337,27/02/2035,83,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1367/ramillies/vbc27814,VBC27814,Maison à vendre,325000,Rue Petit Warichet 37,1367 Ramillies,Non,A l’acte,3,150 m²,Non,25 m²,Non,Oui,Non,Non,Non,Non,Non,,,Super équipée,1,Mazout,Non,Nord,4,3,Oui,,1150 m²,Oui,,439 kWh/m²/an,,20200929021542,29/09/2030,,"oui, attestation conforme",Information non communiquée,Information non communiquée,,,10 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
