ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Disponibilité_du_bien,Équipement_de_la_cuisine,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Balcon,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Maison_basse_énergie,Panneaux_solaires,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Parlophone,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,Niveau_E,Permis_durbanisation_accordé,Surface_constructible,Meublé,Attestation__Asbuilt,Surface_du_jardin,Conso_annuelle_totale_dénergie_primaire,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Permis_de_bâtir_obtenu,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_du_séjour,Surface_du_grenier,Surface_de_lades_salles_de_bain,Orientation_du_jardin,Surface_de_la_terrasse,Étage_de_lappartement,Surface_des_caves,Surface_du_garage,Surface_de_la_cuisine,Niveau_S,Nombre_de_douches,Feu_ouvert,Orientation_de_la_terrasse,Citation_pour_infraction_urbanistique,Niveau_K,Possibilités_pour_profession_libérale,Station_de_charge_électrique,Adoucisseur_deau,Compteur_de_gaz_individuel,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Appartement_de_service,Emission_de_CO2,Attestation__Citernes_à_mazout,Attestation__Installation_électrique__Validité,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Panneaux_solaires_thermiques,Surface_de_la_véranda,Compteur_électrique_individuel,Compteur_deau_individuel,Espace_ouvert_sensible_à_leau__WORG,Surface_totale,Surface_du_bureau,Surface_du_dressing,Porte_de_garage_motorisée
https://immovlan.be/fr/detail/maison/a-vendre/8650/klerken/rbs87804,RBS87804,Maison à vendre,299000,Smissestraat 38,8650 Klerken,Remis à neuf,Non,2,129 m²,Non,Non,Non,Non,Oui,Oui,Non,Oui,2,1,2,2,1,Oui,Oui,637 m²,Oui,Oui,Non,370 kWh/m²/an,20250226-0002482643-RES-4,26/02/2035,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/klerken/rbt65277,RBT65277,Maison à vendre,129000,Vrijbosstraat 3,8650 Klerken,,Non,2,115 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,,1,4,,Oui,,430 m²,,,Non,956 kWh/m²/an,20250607-0003620005-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1936,Immédiatement,Equipée,Non specifié,Double vitrage,Non,Non,Non,Non,Est,8 m,2,36 m,14 m,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/klerken/rbt45187,RBT45187,Maison à vendre,299000,Smissestraat 38,8650 Klerken,Remis à neuf,Non,2,129 m²,Non,Non,Non,Non,Oui,Oui,Non,Oui,2,1,2,2,1,Oui,Oui,637 m²,Oui,Oui,Non,370 kWh/m²/an,20250226-0002482643-RES-4,26/02/2035,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/klerken/rwc39681,RWC39681,Maison à vendre,282950,,8650 Klerken,Excellent,Non,3,439 m²,,Oui,,,,,,Oui,,1,,3,2,Oui,,,Oui,Oui,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2025,,Super équipée,Gaz,Double vitrage,,,,,,,,,,,,,1,Américaine,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,23,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/klerken/rbt09214,RBT09214,Maison à vendre,499000,Klerkenstraat 116 F,8650 Klerken,,Non,3,311 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,1,2,2,Oui,Oui,1034 m²,,,Non,215 kWh/m²/an,3533423,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1997,A l’acte,Equipée,Gaz,Double vitrage,Non,Non,Non,Non,,,2,50 m,21 m,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/houthulst/rbt73133,RBT73133,Maison à vendre,449000,Cassierslaan 69 B,8650 Houthulst,Nouveau,Non,3,176 m²,Non,Non,Non,Non,Non,Non,Non,,,2,,4,2,Oui,Oui,390 m²,Oui,Oui,Non,23 kWh/m²/an,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,Double vitrage,,,,,,11 m,,8 m,20 m,,,,,,,Oui,,,,,,,,,8 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/merkem/rbt72696,RBT72696,Maison à vendre,238000,Kouterstraat 83,8650 Merkem,À rénover,Non,3,168 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,2,4,,Oui,Oui,4314 m²,,,,1022 kWh/m²/an,20250122-0003511371-RES-1,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1930,A l’acte,,,,,,Non,,Nord-est,,,,,,Non,,,,,,,,,,,,,,288 m²,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/houthulst/rbt63910,RBT63910,Maison à vendre,90000,Beukhoutstraat 15,8650 Houthulst,À démolir,,0,39 m²,Non,Non,Non,,,,,,,,,,,Oui,,246 m²,,,,,2050526-0003610917-RES-1,,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,,Non specifié,Simple vitrage,,,Non,Non,Est,,1,,,,,Non,,,,,,,,,,,,Non,51 m²,,,195 m²,1999 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/houthulst/rbs90030,RBS90030,Maison à vendre,389518,Tabaksveld 13a,8650 Houthulst,Nouveau,,3,166 m²,,,,,,,,Oui,1,1,2,3,1,Oui,Oui,397 m²,Oui,Oui,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/houthulst/rbt63911,RBT63911,Maison à vendre,90000,Beukhoutstraat 15,8650 Houthulst,À démolir,,0,39 m²,Non,Non,Non,,,,,,,,,,,Oui,,246 m²,,,,,2050526-0003610917-RES-1,,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,,Non specifié,Simple vitrage,,,Non,Non,Est,,1,,,,,Non,,,,,,,,,,,,Non,51 m²,,,195 m²,1999 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/houthulst/rbt48117,RBT48117,Maison à vendre,389000,Leurdersstraat 12,8650 Houthulst,Excellent,Non,3,169 m²,Non,Oui,Non,Non,Non,Oui,Non,Oui,1,2,2,4,4,Oui,Oui,672 m²,Oui,Oui,,257 kWh/m²/an,0003601989,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1981,,,Gaz,Double vitrage,,,,,,12 m,,35 m,20 m,,,,,,,Oui,,,,,,,,,125 m²,,,300 m²,,,,,,Oui,13 m²,14 m²,10 m²,50 m²,10 m²,10 m²,Sud-ouest,20 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/houthulst/rwc39767,RWC39767,Maison à vendre,316050,,8650 Houthulst,Excellent,Non,3,646 m²,,Oui,,,,,,Oui,,,,3,2,Oui,,,Oui,Oui,,,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,2025,A convenir,Super équipée,Gaz,Double vitrage,,,,,,,,,,,,,1,Américaine,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,23,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8650/houthulst/rbt42698,RBT42698,Appartement à vendre,204000,Steenbeekstraat 47 0301,8650 Houthulst,,,1,95 m²,,,,,,,,,,1,1,,,,Oui,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2022,A partir du : 01/01/1900,Equipée,Gaz,Double vitrage,Non,Non,Oui,Non,,,3,,,Non,Non,Non,,,,Oui,,,,,,,,Non,,,,,,,,,,Oui,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/houthulst/rbt09966,RBT09966,Maison à vendre,255000,Sint-Hubertusstraat 7,8650 Houthulst,Excellent,,3,170 m²,Oui,Oui,Oui,,,,,Oui,1,1,1,2,,Oui,Oui,449 m²,,Oui,,372 kWh/m²/an,20250403-0002536904-RES-2,03/04/2035,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,1966,,Equipée,Bois,Double vitrage,,,,,,8 m,,40 m,8 m,,,,,,,Oui,,,,,,,,,132 m²,,,,,,,,,Oui,6 m²,10 m²,17 m²,,,,Ouest,15 m²,,2 m²,20 m²,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/8650/houthulst/rbt07990,RBT07990,Villa à vendre,599000,Poelkapellestraat 12,8650 Houthulst,,Non,6,494 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,,,4,,Oui,Oui,1875 m²,,,Non,335 kWh/m²/an,20230525-0002622557-RES-3,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1953,A l’acte,,Mazout,Double vitrage,Non,Non,Non,Non,Sud-ouest,15 m,3,50 m,19 m,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8650/houthulst/rbs93699,RBS93699,Penthouse à vendre,358000,Kerkstraat 10,8650 Houthulst,Nouveau,,2,123 m²,,,,,,,,Oui,,1,1,2,,Oui,Oui,,Oui,Oui,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2022,,,,,,,Oui,,,,3,,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,Oui,,,,,,,Sud,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8650/houthulst/rbs93698,RBS93698,Appartement à vendre,286000,Kerkstraat 10,8650 Houthulst,Nouveau,Non,3,98 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,1,1,2,,Oui,Oui,,Oui,Oui,Non,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2022,,,,,,,Oui,,,,3,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,Ouest,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/houthulst/rwc38368,RWC38368,Maison à vendre,330550,,8650 Houthulst,Excellent,,3,490 m²,,Oui,,,,,,,,1,,3,,Oui,,,Oui,Oui,,,,,,,Information non communiquée,Information non communiquée,2025,A convenir,Super équipée,Non specifié,,,,,,,,,,,,,,,Américaine,Oui,Oui,Oui,,Oui,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8650/houthulst/rbg41965,RBG41965,Appartement à vendre,240000,,8650 Houthulst,,,2,96 m²,,,,,,,,Oui,,1,1,,,Oui,Oui,,Oui,Oui,,,,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,Oui,,,,2,,,,Non,,,,,,,,,,,,,Non,,Non,,,,,,,,Oui,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8650/houthulst/rbg41958,RBG41958,Maison à vendre,390000,,8650 Houthulst,Nouveau,,4,200 m²,,,,,,,,Oui,1,1,2,2,,Oui,Non,,Oui,Oui,,,,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2023,,,,,,,Non,,Sud-ouest,,,,,,Non,,,,,,,,,,,,,Non,,Non,,69 m²,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/8660/la-panne/rbt41665,RBT41665,Duplex à vendre,329000,Duinkerkelaan 36 0502,8660 La Panne,,Non,3,103 m²,,Non,Non,Non,Non,Non,Non,,,1,1,,1,,Oui,,,,,112 kWh/m²/an,20241113-0003443404-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2007,,Equipée,Gaz,,Non,Non,Oui,Non,,,8,,,Oui,Non,Non,,,,,,,,,,,,Non,,,,,,,,,,Oui,,,,,,,,,5,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8660/la-panne/rbt02925,RBT02925,Appartement à vendre,310000,Duinkerkelaan 60 0201,8660 La Panne,,Non,3,88 m²,Non,Non,Non,Non,Non,Non,Non,,,1,2,,,,Oui,,,,Non,111 kWh/m²/an,20240530-0003265552-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1992,A l’acte,Equipée,Gaz,Double vitrage,Non,Non,Oui,Non,,,5,,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8660/la-panne/rbt72105,RBT72105,Appartement à vendre,175000,Koning Albertplein 18 0101,8660 La Panne,,Non,1,46 m²,Non,Non,Non,Non,Non,Non,Non,,,1,,,,,,,,,Non,165 kWh/m²/an,20240829-0003355988-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1918,A l’acte,,Gaz,Simple vitrage,Non,Non,Non,Non,,,3,,,Non,Non,Non,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8660/la-panne/rbt71952,RBT71952,Appartement à vendre,355000,Dynastielaan 32 0701,8660 La Panne,Remis à neuf,,1,77 m²,Oui,Non,Non,,,,,,,1,,,,,Oui,,,,,,20250512-0003589974-RES-1,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,1977,,,Gaz,,,,Oui,Non,Sud-ouest,,8,,,,,Non,,,,,,,,Oui,,,,Non,,Oui,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8660/la-panne/rbt71940,RBT71940,Appartement à vendre,145000,Nieuwpoortlaan 6 0101,8660 La Panne,Normal,,1,49 m²,Non,Non,Non,,,,,,,,,,,,,,,,,119 kWh/m²/an,20221025-0002704489-RES-1,25/10/2024,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,Gaz,,,,Non,Non,Nord-ouest,8 m,3,,,,Non,Non,,,,,,,,Oui,,,,Non,138 m²,Non,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8660/la-panne/rbt71455,RBT71455,Appartement à vendre,179000,Sloepenlaan 1 0501,8660 La Panne,Remis à neuf,,1,41 m²,Non,Non,Non,,,,,,,1,,,,,,,,,,463 kWh/m²/an,20250509-0003596930-RES-1,09/05/2035,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,Electrique,Double vitrage,,,Oui,Non,Sud-ouest,,,,,,,Non,,,,,,,,Oui,,,,Non,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8660/la-panne/rbt71453,RBT71453,Maison à vendre,295000,Nieuwstraat 13,8660 La Panne,À rénover,,3,205 m²,Non,Non,Non,,,,,Oui,1,1,,,,Oui,Oui,481 m²,,,,273 kWh/m²/an,20250430-0003589676-RES-1,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,1965,,,Gaz,Double vitrage,,,Non,Non,Est,8 m,2,,,,Oui,Non,,,,,,,,,,,,Non,157 m²,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8660/la-panne/rbt71451,RBT71451,Appartement à vendre,159000,Nieuwpoortlaan 141 0201,8660 La Panne,À rénover,,2,59 m²,Oui,Non,Non,,,,,,,1,,,,,Oui,,,,,135 kWh/m²/an,20250422-0003583269-RES-1,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,Gaz,,,,Oui,Non,Sud,8 m,6,,8 m,,Non,Non,,,,,,,,Oui,,,,Non,140 m²,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8660/la-panne/rbt71450,RBT71450,Appartement à vendre,425000,Groene-Biezenlaan 70 0102,8660 La Panne,Remis à neuf,,2,78 m²,Non,Non,Non,,,,,Oui,1,,,,,,Oui,,,,,226 kWh/m²/an,20240303-0003162811-RES-1,03/03/2034,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,1979,,,Gaz,,,,Oui,Non,Sud,,2,,,,,Non,,,,,,,,Oui,,,,Non,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8660/la-panne/rbt71449,RBT71449,Appartement à vendre,425000,Groene-Biezenlaan 70 0102,8660 La Panne,Remis à neuf,,2,78 m²,Non,Non,Non,,,,,Oui,1,,,,,,Oui,,,,,226 kWh/m²/an,20240303-0003162811-RES-1,03/03/2034,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,1979,,,Gaz,,,,Oui,Non,Sud,,2,,,,,Non,,,,,,,,Oui,,,,Non,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8660/la-panne/rbt71448,RBT71448,Appartement à vendre,339000,Zeelaan 113 0602,8660 La Panne,Normal,,2,80 m²,Oui,,Non,,,,,,,2,,,,,Oui,,,,,221 kWh/m²/an,20240808-0003332048-RES-1,08/08/2034,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,2004,,,Electrique,,,,Oui,Non,Est,22 m,8,,,,Non,Non,,,,,,,,Oui,,,,Non,738 m²,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8660/la-panne/rbt71447,RBT71447,Maison à vendre,349000,Dorpsstraat 7 1,8660 La Panne,Normal,,3,150 m²,Non,Oui,Non,,,,,Oui,,1,,,,Oui,,1487 m²,,,,83 kWh/m²/an,,,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,Gaz,,,,Non,Non,Sud,,,,,,,Non,,,,Oui,,,,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8660/la-panne/rbt71446,RBT71446,Maison à vendre,285000,Langgeleedstraat 1 18,8660 La Panne,Normal,,3,77 m²,Non,Non,Non,,,,,,,1,,,,Oui,Oui,164 m²,,,,298 kWh/m²/an,20250314-0003550419,14/03/2035,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,2014,,,Electrique,Double vitrage,,,Non,Non,Nord,,,,,,,Non,,,,,,,,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/8660/la-panne/rbt71445,RBT71445,Studio à vendre,149000,Zeelaan 173 0302,8660 La Panne,Normal,,0,43 m²,Oui,Non,Non,,,,,,,1,,,,,,,,,,106 kWh/m²/an,20240628-0003297041-RES-1,28/06/2034,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,,,,Gaz,Double vitrage,,,Oui,Non,Nord-est,,,,,,,Non,,,,,,,,Oui,,,,Non,,Oui,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8660/la-panne/rbt70723,RBT70723,Appartement à vendre,295000,W. Vandermeerenlaan 35 GV01,8660 La Panne,Normal,,2,86 m²,Non,Non,Non,,,,,,,1,,,,,Oui,,,,,110 kWh/m²/an,20250314-0003553047-RES-1,14/03/2035,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,2006,,,Gaz,,,,Oui,Non,Nord-est,10 m,,,,,Oui,Non,,,,,,,,Oui,,,,Non,156 m²,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8660/la-panne/rbt70722,RBT70722,Appartement à vendre,429000,Bortierlaan 1 0601,8660 La Panne,Remis à neuf,,3,129 m²,Non,Non,Non,,,,,,,1,,,,,Oui,,,,,297 kWh/m²/an,20191002-0002201919-RES-1,02/10/2029,"non, pas d'attestation",,Pas de risque d’inondation,Information non communiquée,1965,,,Gaz,Double vitrage,,,Oui,Non,Nord,,8,,,,,Non,,,,,,,,Oui,,,,Non,,Non,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/8660/la-panne/rbt69853,RBT69853,Studio à vendre,86000,Suzanneweg 11 0202,8660 La Panne,,,,29 m²,,,,,,,,,,1,1,,,,,,,,,340 kWh/m²/an,20250613-0003623708-RES-1,,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1979,A l’acte,,Electrique,Double vitrage,Non,Non,Oui,Non,,,10,,,Non,Non,Non,,,,,,,,,,,,Non,,Oui,,,,,,,,Oui,,,,,,,,,2,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/8660/la-panne/rbt69814,RBT69814,Studio à vendre,135000,Dynastielaan 26 0710,8660 La Panne,À rénover,Non,,35 m²,Non,Non,Non,Non,Non,Non,Non,,,1,1,2,1,Oui,Oui,,,Oui,Non,215 kWh/m²/an,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1978,,,Electrique,Double vitrage,,,Oui,,,,10,,,,,,,,,,,,,,,,,,35 m²,,,,,,,,,,,,,,,,Sud,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8660/la-panne/rbt67737,RBT67737,Maison à vendre,239000,Brouwersstraat 18,8660 La Panne,À rénover,Non,7,250 m²,Non,Non,Non,Non,Non,Non,Non,,,3,5,2,,Oui,Oui,189 m²,Oui,Oui,Non,616 kWh/m²/an,20250313-0003552288-RES-1,13/03/2035,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,Semi-équipée,Gaz,Simple vitrage,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8660/la-panne/rbt67397,RBT67397,Maison à vendre,645000,Duinhoekstraat 34,8660 La Panne,Excellent,,4,300 m²,,Oui,,Oui,,Oui,Oui,Oui,1,1,2,4,6,Oui,Oui,908 m²,Oui,Oui,Non,,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,1995,,,Gaz,,,,Non,,,10 m,,,10 m,,Oui,,,Indépendante,,,,,,,Oui,Oui,,Non,,Non,,750 m²,,,,,,Oui,11 m²,14 m²,12 m²,55 m²,75 m²,9 m²,,40 m²,,,30 m²,20 m²,,1,Oui,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,
