ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Nombre_de_chambres_à_coucher,Surface_habitable,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Nombre_de_salles_de_bain,Nombre_de_toilettes,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Attestation__Installation_électrique,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Année_de_construction,Disponibilité_du_bien,Équipement_de_la_cuisine,Type_de_chauffage,Type_de_vitrage,Air_conditionné,Alarme_antieffraction,Ascenseur,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Balcon,Le_bien_fait_lobjet_dun_droit_de_préemption,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Nombre_de_place_de_parking_intérieur,Type_de_cuisine,Maison_basse_énergie,Panneaux_solaires,Chauffage_au_sol,Pompe_à_chaleur,Compteur_Bihoraire,Parlophone,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,Niveau_E,Permis_durbanisation_accordé,Surface_constructible,Meublé,Attestation__Asbuilt,Surface_du_jardin,Conso_annuelle_totale_dénergie_primaire,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Permis_de_bâtir_obtenu,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_du_séjour,Surface_du_grenier,Surface_de_lades_salles_de_bain,Orientation_du_jardin,Surface_de_la_terrasse,Étage_de_lappartement,Surface_des_caves,Surface_du_garage,Surface_de_la_cuisine,Niveau_S,Nombre_de_douches,Feu_ouvert,Orientation_de_la_terrasse,Citation_pour_infraction_urbanistique,Niveau_K,Possibilités_pour_profession_libérale,Station_de_charge_électrique,Adoucisseur_deau,Compteur_de_gaz_individuel,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Adaptations_pour_les_seniors,Appartement_de_service,Emission_de_CO2,Attestation__Citernes_à_mazout,Attestation__Installation_électrique__Validité,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Panneaux_solaires_thermiques,Surface_de_la_véranda,Compteur_électrique_individuel,Compteur_deau_individuel,Espace_ouvert_sensible_à_leau__WORG,Surface_totale,Surface_du_bureau,Surface_du_dressing,Porte_de_garage_motorisée
https://immovlan.be/fr/detail/appartement/a-vendre/8670/sint-idesbald/rbt04039,RBT04039,Appartement à vendre,349000,Oostendelaan 53 0102,8670 Sint-Idesbald,,,2,60 m²,,,,,,,,,,1,1,2,,Oui,Oui,,Oui,Oui,,57 kWh/m²/an,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2017,,,,,,,Oui,,,,5,,,,,,,,,,,,,Oui,,,,,60 m²,,,,,,,,,Oui,,,,,,,Sud,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/8670/sint-idesbald/rbt02549,RBT02549,Villa à vendre,795000,Marie-Jos?straat 45,8670 Sint-Idesbald,À rénover,,4,299 m²,Oui,,Oui,,,,,Oui,1,2,3,4,,Oui,Oui,661 m²,Oui,Oui,,195 kWh/m²/an,,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1991,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,299 m²,,,,,,,,,Oui,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8670/oostduinkerke/rbs98155,RBS98155,Maison à vendre,587000,Polderstraat 62 C,8670 Oostduinkerke,Nouveau,,3,164 m²,,,,,,,,,,,,4,,Oui,,656 m²,,Oui,,,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,7 m,,,,,,,,,,,,Oui,,,,,,Oui,84 m²,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/sint-idesbald/rbs92316,RBS92316,Appartement à vendre,950000,R. Allemeeschlaan 15 201,8670 Sint-Idesbald,Remis à neuf,,3,103 m²,Non,Non,Non,,,,,Oui,,2,,,1,,Oui,,,,,111 kWh/m²/an,,,pas d'application,,Pas de risque d’inondation,Information non communiquée,,,,Gaz,,,,Oui,Non,Est,,3,,,,,Non,,,,,,,,Oui,,,,Oui,,Oui,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8670/sint-idesbald/rbs94576,RBS94576,Maison à vendre,595000,Jacquelinestraat 13,8670 Sint-Idesbald,À rénover,,3,,,Oui,,,,,,Oui,1,1,2,,,Oui,Oui,400 m²,,Oui,,381 kWh/m²/an,20240604-00032630202-RES-2,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1993,,,,,,,,,,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/oostduinkerke/rbs93776,RBS93776,Appartement à vendre,285000,Ijslandplein 12 610,8670 Oostduinkerke,Normal,,2,66 m²,,,,,,,,,,1,1,2,,,Oui,,Oui,Oui,,170 kWh/m²/an,20240218-0003147300-RES-1,18/02/2034,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1978,,,,,,,Oui,,,,8,,,,,,,,,,,,,Oui,,,,,,Oui,,,,,,,,Oui,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/oostduinkerke/rbs93730,RBS93730,Appartement à vendre,575000,Oostlaan 1 02.01,8670 Oostduinkerke,Nouveau,,2,97 m²,,,,,,,,,,1,1,2,,Oui,Oui,,Oui,Oui,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,,,,,,Oui,,,,3,,,,,,,,,,,Oui,,Oui,,,,,118 m²,,,,,,,,,Oui,,,,,,,Sud-ouest,21 m²,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/oostduinkerke/rbs93729,RBS93729,Appartement à vendre,560000,Oostlaan 1 01.01,8670 Oostduinkerke,Nouveau,,2,97 m²,,,,,,,,,,1,1,2,,Oui,Oui,,Oui,Oui,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,,,,,,Oui,,,,3,,,,,,,,,,,Oui,,Oui,,,,,118 m²,,,,,,,,,Oui,,,,,,,Sud-ouest,21 m²,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/oostduinkerke/rbs93617,RBS93617,Appartement à vendre,285000,Ijslandplein 12 610,8670 Oostduinkerke,Normal,,2,66 m²,,,,,,,,,,1,1,2,,,Oui,,Oui,Oui,,170 kWh/m²/an,20240218-0003147300-RES-1,18/02/2034,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1978,,,,,,,Oui,,,,8,,,,,,,,,,,,,Oui,,,,,,Oui,,,,,,,,Oui,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/8670/sint-idesbald/rbs51835,RBS51835,Villa à vendre,395000,Petuniaslaan 9,8670 Sint-Idesbald,À rénover,,3,,,Oui,,,,,,Oui,1,1,,,,Oui,Oui,270 m²,Oui,Oui,,152 kWh/m²/an,20241029-0003066823-RES-3,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1965,,Equipée,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/sint-idesbald/rbs91221,RBS91221,Appartement à vendre,549000,Sloepenlaan 30,8670 Sint-Idesbald,Nouveau,,2,58 m²,Oui,,,,,,,,,1,1,2,,,Oui,,Oui,Oui,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2025,,,Gaz,,,,Oui,,,,5,,,,,,,,,,,,,Oui,,,,,58 m²,,,,,,,,,Oui,,,,,,,,84 m²,5,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/8670/oostduinkerke/rbs90224,RBS90224,Penthouse à vendre,499000,Albert I Laan 91,8670 Oostduinkerke,Nouveau,,1,58 m²,,,,,,,,,,1,1,1,,,Oui,,Oui,Oui,,,,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2025,,Equipée,Electrique,Double vitrage,,Oui,Oui,,,,6,,,,Non,,,,,Non,Oui,,,Oui,Oui,,,Non,,Non,Non,,,,,,,Oui,,,,,,,,43 m²,6,,,,,1,,,,,,,,Oui,Non,Non,,,,,pas d'application,,,,Oui,,Oui,Oui,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/sint-idesbald/rbs88714,RBS88714,Appartement à vendre,875000,Jakobuskruidstraat 3 05.01,8670 Sint-Idesbald,Nouveau,,3,118 m²,Oui,,,,,,,,,3,2,2,,,Oui,,,Oui,,,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,Oui,,,,6,,,Oui,,,,,,,,Oui,,Oui,,,,,118 m²,,,,,,,,,Oui,,,,,,,,81 m²,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/8670/sint-idesbald/rbr99847,RBR99847,Maison de maître à vendre,350000,Zwaluwenstraat 9,8670 Sint-Idesbald,,Non,2,174 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,,2,,Oui,Oui,99 m²,,Oui,Non,369 kWh/m²/an,20250210-0003107644-RES-3,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/sint-idesbald/rbs80959,RBS80959,Appartement à vendre,169000,Koninklijke Baan 328 0401,8670 Sint-Idesbald,,,2,,,,,,,,,,,1,,,,,,,,Oui,,457 kWh/m²/an,20220509-0002600267-RES-1,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1936,,,,Double vitrage,,,Oui,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/oostduinkerke/rbs76725,RBS76725,Appartement à vendre,1675000,Zandzeggelaan 17 0501,8670 Oostduinkerke,Excellent,,3,163 m²,Oui,,,,,,,Oui,1,2,2,3,,,Oui,,,Oui,,182 kWh/m²/an,20250107-0003468317-RES-1,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1993,,Super équipée,,Double vitrage,,,Oui,,,,5,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,Oui,,,,,,,,80 m²,5,3 m²,60 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8670/oostduinkerke/rbs75902,RBS75902,Maison à vendre,499000,Oostlaan 13,8670 Oostduinkerke,Excellent,,3,188 m²,,Oui,,,,,,Oui,1,1,2,3,,Oui,Oui,322 m²,Oui,Oui,,234 kWh/m²/an,20241021-0003419489-RES-1,,"oui, attestation non conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1974,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8670/sint-idesbald/rbs73620,RBS73620,Maison à vendre,690000,Dwarsstraat 23,8670 Sint-Idesbald,À rénover,,3,,Oui,,,,,,,Oui,1,1,,,,Oui,Oui,713 m²,Oui,Oui,,470 kWh/m²/an,20250303-0003525409-RES-1,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/sint-idesbald/rbs64259,RBS64259,Appartement à vendre,349000,Koninklijke Baan 315,8670 Sint-Idesbald,Excellent,,2,,Oui,,,,,,,,,1,,,,,Oui,,Oui,,,184 kWh/m²/an,20250219-0003534464-RES-1,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2009,,,,Triple vitrage,,,Oui,,,,6,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Oui,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/sint-idesbald/rbs62535,RBS62535,Appartement à vendre,350000,Koninklijke Prinslaan 9,8670 Sint-Idesbald,Excellent,,2,88 m²,,,,,,,,,,1,1,,,Oui,Oui,,Oui,Oui,,155 kWh/m²/an,20230418-0002865592-RES-2,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2005,,,,,,,Oui,,,,3,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Oui,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8670/sint-idesbald/rbs52899,RBS52899,Maison à vendre,325000,Petuniaslaan 7,8670 Sint-Idesbald,À rénover,,3,,Oui,,,,,,,Oui,1,1,,3,,Oui,Oui,302 m²,Oui,Oui,,184 kWh/m²/an,20240109-0003066696-RES-1,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8670/sint-idesbald/rbs46007,RBS46007,Maison à vendre,475000,Fred Wallecanlaan 2,8670 Sint-Idesbald,À rénover,,3,,,Oui,Oui,,,,,Oui,1,1,,,,Oui,,604 m²,Oui,Oui,,267 kWh/m²/an,20240503-000323544-RES-1,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1985,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/sint-idesbald/rbs46003,RBS46003,Appartement à vendre,450000,H. Christiaenlaan 57b B,8670 Sint-Idesbald,Excellent,,2,,,,,,,,,Oui,1,1,,,,,Oui,,Oui,Oui,,135 kWh/m²/an,20240806-0003333534-RES-1,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2009,,,,Double vitrage,,,Oui,,,,3,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Oui,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8670/oostduinkerke/rbs36250,RBS36250,Maison à vendre,452112,Polderstraat 0,8670 Oostduinkerke,Nouveau,,3,156 m²,,,,,,,,Oui,,,,3,,,,312 m²,Oui,Oui,,,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,9 m,,,,,,,,,,,,,,,,,,Oui,81 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8670/oostduinkerke/rbs36249,RBS36249,Maison à vendre,442168,Polderstraat 0,8670 Oostduinkerke,Nouveau,,3,149 m²,,,,,,,,Oui,,,,3,,,,338 m²,Oui,Oui,,,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,8 m,,,,,,,,,,,,,,,,,,Oui,75 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/oostduinkerke/rbs16546,RBS16546,Appartement à vendre,300000,Albert I Laan 54 0209,8670 Oostduinkerke,Excellent,,1,63 m²,,,,,,,,,,1,1,2,,,Oui,,,,,78 kWh/m²/an,epb,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,2019,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/oostduinkerke/rbs16543,RBS16543,Appartement à vendre,275000,Albert I Laan 54 0114,8670 Oostduinkerke,,,1,,,,,,,,,,,1,1,,,,Oui,,,,,78 kWh/m²/an,EPB,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Information non communiquée,Information non communiquée,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/sint-idesbald/rbr56517,RBR56517,Appartement à vendre,295000,Meesjesweg 2,8670 Sint-Idesbald,Excellent,,2,,,,,,,,,,,1,1,,,,Oui,,,Oui,,246 kWh/m²/an,20210228-0002379984-RES-1,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2000,,,,,,,Oui,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8670/sint-idesbald/rbs03024,RBS03024,Maison à vendre,395000,Marie-Jos?straat 9,8670 Sint-Idesbald,À rénover,,5,,,,,,,,,Oui,1,,,3,1,Oui,,693 m²,Oui,Oui,,745 kWh/m²/an,20240606-0003272430-RES-1,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/oostduinkerke/rbr81928,RBR81928,Appartement à vendre,575000,Wepionstraat 4,8670 Oostduinkerke,Nouveau,,2,85 m²,,,,,,,,,,1,1,,,,Oui,,Non,Oui,,30 kWh/m²/an,,,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,Equipée,Electrique,Double vitrage,,Non,Oui,Oui,,,5,,,,Non,,,,,Non,Oui,,,Oui,Oui,,,Non,,Non,Non,,,,,,,Oui,,,,,,,,10 m²,2,,,,,1,,,,,,,,,Non,Non,,,,,pas d'application,,,,Oui,,Oui,Oui,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/8670/wulpen/rbk32309,RBK32309,Villa à vendre,1190000,Conterdijk 4,8670 Wulpen,Excellent,,6,380 m²,,,,,,,,,,2,4,,,,,11413 m²,,Oui,,219 kWh/m²/an,,,"oui, attestation conforme",Zone agricole,Pas de risque d’inondation,Information non communiquée,1850,,Equipée,Mazout,Double vitrage,,,,,,,,,,,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/sint-idesbald/rbq22706,RBQ22706,Appartement à vendre,250000,E. Vanlanghovenstraat 4,8670 Sint-Idesbald,À rénover,,1,,,,,,,,,,,1,,,,,Oui,,Oui,Oui,,213 kWh/m²/an,20240916-0003373632-RES-1,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1993,,,,,,,Oui,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8670/sint-idesbald/rbp99974,RBP99974,Maison à vendre,395000,Koninklijke Baan 253,8670 Sint-Idesbald,À rénover,,5,,,,,,,,,Oui,,1,,,,Oui,,525 m²,Oui,Oui,,384 kWh/m²/an,202409060003363180-RES-1,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8670/sint-idesbald/rbn71093,RBN71093,Maison à vendre,990000,Vlierweg 2,8670 Sint-Idesbald,Excellent,,4,,Oui,,,,,,,Oui,1,2,,,,Oui,Oui,672 m²,Oui,Oui,,180 kWh/m²/an,20230801-0002955878-RES-1,01/08/2033,"oui, attestation conforme","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1953,,Equipée,,Double vitrage,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,Oui,,,,,,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/studio/a-vendre/8670/oostduinkerke/rbj89152,RBJ89152,Studio à vendre,195000,,8670 Oostduinkerke,Excellent,,,38 m²,,,,,,,,,,1,1,,,,Oui,,,,,172 kWh/m²/an,20230217-0002811775-RES-1,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,1970,,,,Double vitrage,,,Oui,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/oostduinkerke/rbj70988,RBJ70988,Appartement à vendre,945000,Zeedijk 428,8670 Oostduinkerke,Nouveau,,2,76 m²,,,,,,,,,,1,,2,,,Oui,,,Oui,,,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,,,,,,Oui,,,,7,,,,,,,,,,,Oui,,Oui,,,,,,,,,,,,,,Oui,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/oostduinkerke/rbj67569,RBJ67569,Appartement à vendre,415000,Albert I Laan 47,8670 Oostduinkerke,Nouveau,,,,,,,,,,,,,,,2,,,Oui,,,Oui,,,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,,,,,,Oui,,,,2,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Oui,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/oostduinkerke/rbj67566,RBJ67566,Appartement à vendre,425000,Albert I Laan 47,8670 Oostduinkerke,Nouveau,,2,75 m²,,,,,,,,,,1,,2,,,Oui,,,Oui,,,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,,,,,,Oui,,,,5,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/oostduinkerke/rbj67565,RBJ67565,Appartement à vendre,795000,Albert I Laan 47,8670 Oostduinkerke,Nouveau,,3,125 m²,,,,,,,,,,2,,,,,Oui,,,Oui,,,,,"non, pas d'attestation","Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2024,,,,,,,Oui,,,,5,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Oui,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8670/oostduinkerke/rbj35442,RBJ35442,Appartement à vendre,415000,Albert I Laan 91,8670 Oostduinkerke,Nouveau,,2,79 m²,,,,,,,,,,1,1,1,,,Oui,,Oui,Oui,,,,,pas d'application,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,2023,,Equipée,Electrique,Double vitrage,,Oui,Oui,,,,6,,,,Non,,,,,Non,Oui,,,Oui,Oui,,,Non,,Non,Non,,,,,,,Oui,,,,,,,,7 m²,2,,,,,1,,,,,,,,Oui,Non,Non,,,,,pas d'application,,,,Oui,,Oui,Oui,,,,,
