ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Possibilités_pour_profession_libérale,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_habitable,Surface_du_séjour,Surface_du_bureau,Caves,Grenier,Surface_du_grenier,Véranda,Buanderie,Local_vélo,Garage,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Station_de_charge_électrique,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Adoucisseur_deau,Nombre_de_salles_de_bain,Surface_de_lades_salles_de_bain,Maison_basse_énergie,Panneaux_solaires,Type_de_chauffage,Chauffage_au_sol,Pompe_à_chaleur,Type_de_vitrage,Compteur_Bihoraire,Air_conditionné,Domotique,Parlophone,Alarme_antieffraction,Porte_daccès_sécurisée,Ascenseur,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Citernes_à_mazout,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Meublé,Nombre_de_Garages,Nombre_de_douches,Nombre_de_toilettes,Largeur_de_la_façade,Largeur_du_terrain_à_rue,Salle_à_manger,Dressing,Orientation_de_la_façade_du_bien,Surface_chambre_à_coucher_3,Orientation_du_jardin,Orientation_de_la_terrasse,Surface_chambre_à_coucher_4,Surface_salle_à_manger,Nombre_détages_de_limmeuble,Attestation__Installation_électrique__Validité,Surface_du_dressing,Surface_des_caves,Surface_constructible,Porte_de_garage_motorisée,Clef_électronique,Panneaux_solaires_thermiques,Balcon,Attestation__Asbuilt,Profondeur_du_terrain,Étage_de_lappartement,Niveau_E,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Surface_de_la_véranda,Surface_totale,Espace_ouvert_sensible_à_leau__WORG,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Surface_chambre_à_coucher_5,Appartement_de_service
https://immovlan.be/fr/detail/villa/a-vendre/7812/villers-saint-amand/vwd13810,VWD13810,Villa à vendre,795000,,7812 Villers-Saint-Amand,Excellent,Non,Non,2015,A l’acte,2,40 m²,13 m²,266 m²,60 m²,25 m²,Non,Oui,25 m²,Non,Non,Non,Oui,1,20 m²,Non,Equipée,Américaine,25 m²,Oui,2,15 m²,Non,Oui,Gaz,Oui,Non,Triple vitrage,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,4,4,Oui,900 m²,Oui,34 m²,1143 m²,Non,Oui,Oui,Oui,Oui,120 kWh/m²/an,28284 kWh/an,20220705022584,05/07/2032,20,"oui, attestation conforme",pas d'application,Oui,Oui,Non,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7812/houtaing/vbc76467,VBC76467,Maison à vendre,269000,rue de la Madeleine 1,7812 Houtaing,À rénover,,Non,1970,A l’acte,2,13 m²,16 m²,90 m²,42 m²,,,Oui,,Oui,,,Oui,1,,,,Indépendante,,,1,,,,Mazout,,,,,,,,,,Non,,,,Oui,4,1,Oui,625 m²,Oui,56 m²,905 m²,Oui,,Oui,,Non,782 kWh/m²/an,94437 kWh/an,,13/10/2032,,"oui, attestation non conforme",,,Non,Non,Pas de risque d’inondation,Information non communiquée,,Non,1,1,1,15 m,15 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/7812/mainvault/vbc04445,VBC04445,Fermette à vendre,150000,Chemin du Landat 36-38,7812 Mainvault,,,Non,1871,,2,,,140 m²,30 m²,,Non,Non,,Non,Non,Non,Oui,,,,,,,,1,,,,Bois,,,,,,,,,,Non,,,,,4,4,,,,,4233 m²,,,,,,1276 kWh/m²/an,,20241128017879,,,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,,Non,2,1,2,,,Non,Non,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7812/ligne/vbc64679,VBC64679,Maison à vendre,380000,Chauss?e de Brunehault 94,7812 Ligne,,,Non,1908,,5,15 m²,13 m²,240 m²,25 m²,25 m²,Non,Oui,,Non,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,Oui,,Oui,,12000 m²,,,,,Non,298 kWh/m²/an,,20230216027795,16/02/2033,,"non, pas d'attestation",,,,,Information non communiquée,Information non communiquée,,,,,2,,,Non,Non,,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7812/ligne/vbc81847,VBC81847,Maison à vendre,100000,Chauss?e de Brunehault 92,7812 Ligne,,,Non,1908,,2,,,200 m²,,,Non,Oui,,Non,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,Oui,,,,1650 m²,,,,,Non,551 kWh/m²/an,,20230205008909,16/02/2033,,"non, pas d'attestation",,,,,Information non communiquée,Information non communiquée,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7812/ligne/vbc81848,VBC81848,Maison à vendre,280000,Chauss?e de Brunehault 94,7812 Ligne,,,Non,1908,,3,15 m²,13 m²,240 m²,25 m²,25 m²,Non,Oui,,Non,Non,Non,Oui,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,12000 m²,,,,,,298 kWh/m²/an,,20230216027795,16/02/2033,,"non, pas d'attestation",,,,,Information non communiquée,Information non communiquée,,,,,2,,,Non,Non,,16 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7812/houtaing/vbc72248,VBC72248,Maison à vendre,363061,,7812 Houtaing,Nouveau,,,,,3,,,158 m²,,,,,,,,,Oui,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,Oui,,,,1011 m²,,,,Oui,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,1,,2,11 m,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7812/houtaing/vbc28115,VBC28115,Maison à vendre,299000,,7812 Houtaing,Normal,,Non,,A l’acte,3,,,157 m²,,,,Oui,,,,,Oui,1,,,Equipée,Américaine,,,1,,,,Mazout,,,,,,,,,,Non,,Oui,,Oui,4,2,Oui,,Oui,,975 m²,,,Oui,Oui,Non,337 kWh/m²/an,52830 kWh/an,,29/09/2033,83,"non, pas d'attestation",,,,,Information non communiquée,Information non communiquée,,Non,1,1,1,,,,,,,Sud,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/silly/vbb87907,VBB87907,Maison à vendre,180000,Rue Ville Basse 5,7830 Silly,Normal,,Non,,,3,,,125 m²,,,Non,Oui,,Non,Non,Non,,,,,Semi-équipée,,,,,,,,,,,,,,,,,,Non,,,,,,,Oui,,Oui,,450 m²,,,Oui,,,467 kWh/m²/an,,20241011017003,,,pas d'application,,,,,Information non communiquée,Information non communiquée,,Non,,1,2,,,Non,Non,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/silly/vbc79647,VBC79647,Maison à vendre,440000,,7830 Silly,Normal,,,2012,A l’acte,4,13 m²,13 m²,178 m²,25 m²,10 m²,,Oui,21 m²,,,,,,,,Equipée,Américaine,16 m²,,2,,,Oui,,,,Double vitrage,,,,,,,Non,,,,Non,4,3,Oui,1939 m²,Oui,33 m²,2316 m²,Non,,Oui,Oui,Non,130 kWh/m²/an,23065 kWh/an,,26/03/2035,4,"oui, attestation conforme",,Non,Non,Non,Pas de risque d’inondation,Information non communiquée,,Non,,2,2,7 m,7 m,Oui,,,13 m²,Est,Est,15 m²,10 m²,1,12/05/2012,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/silly/vbb75549,VBB75549,Maison à vendre,299000,,7830 Silly,Normal,,Non,1918,A l’acte,4,17 m²,27 m²,226 m²,34 m²,,,Oui,11 m²,,,,,,,,,,9 m²,,1,,,,Gaz,,,Double vitrage,,,,,,,Non,,Oui,,Non,3,4,Oui,346 m²,Oui,73 m²,580 m²,Oui,Oui,Oui,,,259 kWh/m²/an,69349 kWh/an,,05/09/2034,48,"oui, attestation non conforme",,Non,Non,Non,Pas de risque d’inondation,Inondable délimitée,,Non,,1,1,,,Oui,,,23 m²,Sud-ouest,Sud-ouest,11 m²,20 m²,,09/05/2024,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/silly/vbc69454,VBC69454,Maison à vendre,150000,Chaussée de Ghislenghien 69,7830 Silly,À rénover,,,1840,A l’acte,2,11 m²,16 m²,122 m²,30 m²,9 m²,Oui,,,,,,Oui,1,,,,,14 m²,,1,8 m²,,,Air pulsé,,Oui,Double vitrage,,,,,,,Non,,,,,4,2,Oui,300 m²,Oui,,580 m²,Non,,,Oui,Non,385 kWh/m²/an,,,23/04/2025,12132,"oui, attestation non conforme",,,,,Pas de risque d’inondation,Information non communiquée,,Non,1,,1,,,Oui,Oui,,,,,,20 m²,1,,9 m²,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7830/silly/vbc80605,VBC80605,Villa à vendre,299000,Chaussée de Ghislenghien 55,7830 Silly,Normal,,,1998,,2,,,111 m²,,,Oui,Oui,3 m²,Non,,,Oui,,30 m²,,,,,,1,,,,Bois,,,Double vitrage,,,,,,,Non,,,,Non,,,Oui,,,,940 m²,,,,,,336 kWh/m²/an,37222 kWh/an,20220603001905,03/06/2032,,pas d'application,,,Non,,Pas de risque d’inondation,Information non communiquée,Non,,1,,,10 m,28 m,,,,,,,,,1,,,27 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7830/silly/vbc79693,VBC79693,Villa à vendre,260000,,7830 Silly,,,,,A l’acte,5,25 m²,16 m²,338 m²,,,,Oui,,,,,Oui,,,,,,,,3,,,,,,,,,,,,,,Non,,,,Oui,4,,Oui,789 m²,Oui,65 m²,789 m²,Oui,,Oui,Oui,Oui,,,,,,"non, pas d'attestation",,,,,Pas de risque d’inondation,Information non communiquée,,Non,,,,,,,,,100 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/silly/vbc77992,VBC77992,Maison à vendre,395000,Rue de Grammont 65,7830 Silly,,,Non,,,3,,,152 m²,51 m²,,Non,Non,,Non,Non,Non,Oui,,,,Super équipée,,,,1,,,,Gaz,,,,,,,,,,Non,,,,,4,2,Oui,897 m²,Oui,,1097 m²,,,Oui,,,321 kWh/m²/an,,20250429020456,29/04/2035,7806,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,,Non,1,,2,,,Non,Non,Sud-ouest,,,,,,,,,,194 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/silly/vbc72250,VBC72250,Maison à vendre,417016,,7830 Silly,Nouveau,,,,,4,,,190 m²,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,4,,,,,,976 m²,,,,Oui,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,2,12 m,12 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/silly/vbc67484,VBC67484,Maison à vendre,499000,,7830 Silly,Nouveau,,Non,2000,A l’acte,3,28 m²,22 m²,209 m²,31 m²,,,,,Oui,,,Oui,2,,,Equipée,Américaine,10 m²,,2,5 m²,,Oui,Mazout,,,Double vitrage,,Oui,,,Oui,,Non,,,,Oui,4,4,Oui,1800 m²,Oui,,2015 m²,Oui,,Oui,Oui,Non,162 kWh/m²/an,33800 kWh/an,,,1,"oui, attestation conforme",,Oui,Non,Non,Information non communiquée,Information non communiquée,,Non,1,2,2,,,,,,18 m²,Est,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7830/silly/vbc62933,VBC62933,Villa à vendre,590000,,7830 Silly,Normal,,Non,2007,,5,,,350 m²,65 m²,,Non,Oui,,Non,Non,Non,Oui,,,,Super équipée,,,,1,,,Oui,Mazout,,,,,,,,,,Non,,,,,4,3,Oui,1250 m²,Oui,30 m²,1635 m²,,,,,,124 kWh/m²/an,36799 kWh/an,20250203026723,03/02/2035,30,pas d'application,,,,,Information non communiquée,Information non communiquée,,Non,1,1,2,,,Non,Non,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7830/silly/vbc58207,VBC58207,Villa à vendre en viager,345000,Grand Chemin 33,7830 Silly,Normal,,Non,,Immédiatement,4,,,200 m²,,,Non,Non,,Non,Non,Non,Oui,,,,Equipée,,,,1,,,,,Non,,Double vitrage,,Non,Non,,Non,,Non,Non,Oui,,Non,,1,Oui,,Oui,,,,Non,Oui,,Non,487 kWh/m²/an,,20250317022677,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Non,Non,1,,1,,,Non,Non,,,,,,,,,,,2415 m²,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/silly/vbc37289,VBC37289,Maison à vendre,269000,Rue Haute Pensée 19,7830 Silly,À rénover,,Non,,A l’acte,3,12 m²,50 m²,142 m²,,,,,,Oui,,,Oui,,,,Semi-équipée,Kitchenette,15 m²,,1,,,,,,,,,,,,,,Non,,,,Non,4,,Oui,,Oui,,920 m²,Oui,,Oui,,Non,743 kWh/m²/an,105469 kWh/an,,11/04/2026,,"oui, attestation conforme",,,,Non,Pas de risque d’inondation,Information non communiquée,,Non,2,2,,,,,,,32 m²,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/silly/vbb52086,VBB52086,Maison à vendre en viager,50000,,7830 Silly,À rénover,,Non,,,6,,,500 m²,30 m²,,Non,Non,,Non,Non,Non,Oui,,,,Semi-équipée,,,,2,,,,Mazout,,,,,,,,,,Non,,,,,,,Oui,4000 m²,Oui,100 m²,4940 m²,,,,,,534 kWh/m²/an,,20240117021647,17/01/2034,133,pas d'application,,,,,Information non communiquée,Information non communiquée,,Non,1,,3,27 m,,Non,Non,,,,,,,,,,,535 m²,,,,,,80 m,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/silly/vbb03540,VBB03540,Maison à vendre,200000,Rue du Pont Berte 1,7830 Silly,,,,,,4,,,125 m²,,,Non,Non,,Non,,,,,,,,,,,2,7 m²,,,Electrique,,,Double vitrage,,,,,,,Non,,,,Non,,,Oui,,Oui,,2006 m²,,,,,,480 kWh/m²/an,29806 kWh/an,20190106004271,06/01/2029,137,"non, pas d'attestation",,,Non,,Risque élevé,Information non communiquée,Non,Non,,,,,44 m,,,Est,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/silly/vwd12923,VWD12923,Maison à vendre,385000,Rue Wastinelle 27,7830 Silly,Excellent,,Non,2002,A l’acte,4,12 m²,10 m²,172 m²,33 m²,,Oui,Oui,,,Oui,,,,,,,,14 m²,,1,6 m²,,,Electrique,,,Double vitrage,,,,,,,,,,,,4,,Oui,,Oui,,,,,,,,327 kWh/m²/an,68547 kWh/an,20250311031564,11/03/2035,73,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,13 m²,,,15 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7830/hoves/vbc87667,VBC87667,Villa à vendre,395000,Chaussée de Soignies 41,7830 Hoves,À rénover,,,1972,,5,,,175 m²,,,Oui,Oui,75 m²,Non,,,Oui,,33 m²,,,,,,1,7 m²,,,Mazout,,,Double vitrage,,,,,Oui,,Non,,,,Non,,,Oui,,Oui,,1296 m²,,,,,,398 kWh/m²/an,111801 kWh/an,20250603012948,06/05/2035,98,"non, pas d'attestation",,,Non,,Pas de risque d’inondation,Information non communiquée,Non,,1,,,17 m,,,,Sud,,,,,,1,,,12 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7830/hoves/vbc87666,VBC87666,Villa à vendre,395000,Chaussée de Soignies 41,7830 Hoves,À rénover,,,1972,,5,,,175 m²,,,Oui,Oui,75 m²,Non,,,Oui,,33 m²,,,,,,1,7 m²,,,Mazout,,,Double vitrage,,,,,Oui,,Non,,,,Non,,,Oui,,Oui,,1296 m²,,,,,,398 kWh/m²/an,111801 kWh/an,20250603012948,06/05/2035,98,"non, pas d'attestation",,,Non,,Pas de risque d’inondation,Information non communiquée,Non,,1,,,17 m,,,,Sud,,,,,,1,,,12 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/7830/bassilly/rbt18892,RBT18892,Duplex à vendre,315000,Pavé d'Ath 3 LOT4,7830 Bassilly,,,Non,2025,,3,,,165 m²,,,Non,Non,,Non,Non,Non,,,,,,,,,1,,,,Electrique,Oui,,,,Non,,,Non,,Non,,,,Non,,2,,,Oui,4 m²,,,,,,Non,,,,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,Non,,,,1,,,Non,Non,,,,,,,3,,,,,,,,Oui,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7830/hellebecq/vbc86796,VBC86796,Villa à vendre,399000,Vivier du Rieu 6,7830 Hellebecq,Normal,,,1979,,3,,,110 m²,,,Non,Oui,,Non,,,,,,,,,,,,,,,Air pulsé,,Oui,Double vitrage,,,,,,,Non,,,,Non,,,,,,,489 m²,,,,,,196 kWh/m²/an,26320 kWh/an,20240816001114,16/08/2034,56,pas d'application,,,Non,,Information non communiquée,Information non communiquée,Non,,,,,,,,,Ouest,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7830/hellebecq/vbc86797,VBC86797,Villa à vendre,399000,Vivier du Rieu 6,7830 Hellebecq,Normal,,,1979,,3,,,110 m²,,,Non,Oui,,Non,,,,,,,,,,,,,,,Air pulsé,,Oui,Double vitrage,,,,,,,Non,,,,Non,,,Oui,1 m²,,,489 m²,,,,,,196 kWh/m²/an,26320 kWh/an,20240816001114,16/08/2034,56,pas d'application,,,Non,,Information non communiquée,Information non communiquée,Non,,,,,,,,,Ouest,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/7830/hoves/vbc49045,VBC49045,Villa à vendre,395000,Rue de Steenkerque 7,7830 Hoves,,,Non,1976,,4,,,220 m²,,,Non,Non,,Non,Non,Non,Oui,,,,Super équipée,,,,1,,,,,,,,,,,,,,Non,,,,,4,2,Oui,2000 m²,Oui,20 m²,1961 m²,,,,,,393 kWh/m²/an,,202414204005159,04/12/2034,,"oui, attestation non conforme",,,,Non,Pas de risque d’inondation,Information non communiquée,,Non,2,,1,,,Non,Non,,,,,,,,,,,,,,,,,98 m,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/7830/bassilly/vbc78489,VBC78489,Appartement à vendre,239500,,7830 Bassilly,,,Non,,A partir du : 01/10/2025,2,,,96 m²,29 m²,,Non,Non,,Non,Non,Non,,,,,,,,,1,,,,Non specifié,,,,,,,,,,,,,,,3,,,,Oui,6 m²,,,,,,,404 kWh/m²/an,,20250311023192,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/hellebecq/rwc39443,RWC39443,Maison à vendre,325550,,7830 Hellebecq,Excellent,,Non,2025,A convenir,3,,,531 m²,,,,Oui,,,,,Oui,1,,,Super équipée,Américaine,,,1,,Oui,Oui,Gaz,Oui,Oui,Double vitrage,Oui,,,Oui,,,,,,,,3,2,Oui,,,,,Oui,Oui,Oui,Oui,,,,,,,"oui, attestation conforme",,,Oui,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/7830/bassilly/rbt26069,RBT26069,Fermette à vendre,450000,,7830 Bassilly,À rénover,,,1900,A l’acte,4,16 m²,21 m²,502 m²,335 m²,,Oui,Oui,,,,,Oui,4,,,Semi-équipée,Kitchenette,24 m²,,2,8 m²,,,Mazout,,,Double vitrage,,,,,,,,,,,,4,3,Oui,,Oui,,4060 m²,,,Oui,,,729 kWh/m²/an,,,21/02/2035,,"oui, attestation non conforme",,Non,Non,Non,Pas de risque d’inondation,Information non communiquée,,Non,1,,3,65 m,,Oui,,,17 m²,,,17 m²,21 m²,,,,35 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/hellebecq/vbc71113,VBC71113,Maison à vendre,450665,,7830 Hellebecq,Nouveau,,,,,3,,,187 m²,,,,,,,,,Oui,,,,,,,,2,,,,,,,,,,,,,,,,,,,4,,Oui,,,,2624 m²,,,,Oui,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,1,,2,8 m,8 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/bassilly/vbc66790,VBC66790,Maison à vendre,473150,,7830 Bassilly,Nouveau,,,,,5,,,160 m²,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,4,,Oui,,,,1372 m²,,,,Oui,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,2,11 m,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/7830/bassilly/rbs74369,RBS74369,Rez-de-chaussée à vendre,225000,Pavé d'Ath 3 LOT1,7830 Bassilly,,,,2025,,1,,,84 m²,,,,,,,,,,,,,,,,,1,,,Oui,Electrique,Oui,,,,Non,,,Non,,Non,,,,Non,,1,Oui,,Oui,20 m²,,,,,,,,,,,,,,Oui,Non,Non,Pas de risque d’inondation,Information non communiquée,Non,,,,1,,,,,,,,,,,3,,,,,,,,Non,,,0,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/bassilly/vwd12508,VWD12508,Maison à vendre,295000,Rue Thabor 21,7830 Bassilly,,,Non,1972,A l’acte,4,11 m²,12 m²,294 m²,32 m²,11 m²,Oui,Oui,18 m²,Oui,,,Oui,1,,,Equipée,,22 m²,,2,,,,Mazout,,,Double vitrage,,,,,,,,,,,,3,,Oui,,Oui,,1870 m²,,,,,,546 kWh/m²/an,123677 kWh/an,20241101000299,01/11/2034,135,"oui, attestation non conforme","oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,,,,,,,,,,16 m²,,,21 m²,,,,,5 m²,,,,,,,,,,,,,,13 m²,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/graty/vwd11279,VWD11279,Maison à vendre,650000,Rue du Veneur 118,7830 Graty,Excellent,,,,A l’acte,5,,,200 m²,35 m²,11 m²,Oui,,,Non,,,,,,,Equipée,,26 m²,,1,9 m²,,,Mazout,Non,,Double vitrage,,,,,,,,,,,,3,,Oui,,Oui,,6110 m²,,,,,,230 kWh/m²/an,57632 kWh/an,20210416006477,16/04/2021,57,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/hoves/vwd13007,VWD13007,Maison à vendre,350000,Chaussée d'Enghien 23,7830 Hoves,,,Non,1979,A l’acte,3,12 m²,18 m²,182 m²,46 m²,,Oui,Oui,,Oui,,,Oui,,,,,,11 m²,,1,6 m²,,,Electrique,,,Double vitrage,,,,,,,,,,,,4,,Oui,,Oui,,1522 m²,,,,,,920 kWh/m²/an,293694 kWh/an,20250320020859,20/03/2035,237,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,14 m²,Ouest,Ouest,,,,,,29 m²,,,,,,,,,,,,,,15 m²,288 m²,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/7830/bassilly/vbc59119,VBC59119,Maison de maître à vendre,299000,Rue Cavée 3,7830 Bassilly,Normal,,,,,5,,,250 m²,,,Oui,Oui,60 m²,Non,,,,,,,,,,,1,10 m²,,,Mazout,,,Simple vitrage,,,,,,,Non,,,,Non,,,Oui,,Oui,,786 m²,,,,,,581 kWh/m²/an,174796 kWh/an,20130925017394,25/09/2023,145,"non, pas d'attestation",,,Non,,Pas de risque d’inondation,Information non communiquée,Non,Non,,,,12 m,,,,,,,,,,2,,,15 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7830/hellebecq/vwd12888,VWD12888,Maison à vendre,260000,Rue Tour de la Vierge 23,7830 Hellebecq,Excellent,,Non,,,4,14 m²,14 m²,172 m²,27 m²,,Oui,Oui,,Oui,Oui,,,,,,Equipée,Indépendante,10 m²,,1,3 m²,,Oui,Non specifié,Non,Oui,,,,,,,,,,,,,2,,,,Oui,,,,,,,,253 kWh/m²/an,56117 kWh/an,20250305016512,05/03/2035,65,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,22 m²,,,22 m²,,,,,17 m²,,,,,,,275 m,,,,,,,15 m²,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7860/lessines/vbc92020,VBC92020,Maison à vendre,382061,,7860 Lessines,Nouveau,,,,,3,,,158 m²,,,,,,,,,Oui,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,1290 m²,,,,Oui,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,1,,2,11 m,11 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
