ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Possibilités_pour_profession_libérale,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_habitable,Surface_du_séjour,Surface_du_bureau,Caves,Grenier,Surface_du_grenier,Véranda,Buanderie,Local_vélo,Garage,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Station_de_charge_électrique,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Adoucisseur_deau,Nombre_de_salles_de_bain,Surface_de_lades_salles_de_bain,Maison_basse_énergie,Panneaux_solaires,Type_de_chauffage,Chauffage_au_sol,Pompe_à_chaleur,Type_de_vitrage,Compteur_Bihoraire,Air_conditionné,Domotique,Parlophone,Alarme_antieffraction,Porte_daccès_sécurisée,Ascenseur,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Accessible_aux_moins_valides,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Piscine_extérieure,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Citernes_à_mazout,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Meublé,Nombre_de_Garages,Nombre_de_douches,Nombre_de_toilettes,Largeur_de_la_façade,Largeur_du_terrain_à_rue,Salle_à_manger,Dressing,Orientation_de_la_façade_du_bien,Surface_chambre_à_coucher_3,Orientation_du_jardin,Orientation_de_la_terrasse,Surface_chambre_à_coucher_4,Surface_salle_à_manger,Nombre_détages_de_limmeuble,Attestation__Installation_électrique__Validité,Surface_du_dressing,Surface_des_caves,Surface_constructible,Porte_de_garage_motorisée,Clef_électronique,Panneaux_solaires_thermiques,Balcon,Attestation__Asbuilt,Profondeur_du_terrain,Étage_de_lappartement,Niveau_E,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Surface_de_la_véranda,Surface_totale,Espace_ouvert_sensible_à_leau__WORG,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Surface_chambre_à_coucher_5,Appartement_de_service
https://immovlan.be/fr/detail/maison/a-vendre/7910/frasnes-lez-anvaing/vbc85431,VBC85431,Maison à vendre,295000,,7910 Frasnes-lez-Anvaing,Normal,,,,A l’acte,4,,,212 m²,,,,Oui,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,4,1,Oui,,Oui,,,,,,,,253 kWh/m²/an,61507 kWh/an,,27/09/2033,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7910/anvaing/vbc72418,VBC72418,Maison à vendre,317000,Rue Favarte,7910 Anvaing,Nouveau,,Non,,,3,,,133 m²,,,Non,Oui,,Non,Non,Non,,,,,Non équipée,,,,,,,Oui,Gaz,,,,,,,,,,Non,,,,,3,2,Oui,,Oui,,1072 m²,,,,,,69 kWh/m²/an,6500 kWh/an,,,,pas d'application,,,,,Information non communiquée,Information non communiquée,,Non,,1,2,,,Non,Non,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/7910/anvaing/rbt22265,RBT22265,Fermette à vendre,,,7910 Anvaing,Excellent,,,,,7,,,1500 m²,,,,Oui,,,,,Oui,,,Oui,Equipée,Américaine,,,4,,,Oui,Mazout,,,Double vitrage,,,,Oui,,,Non,,,,,4,,Oui,150000 m²,Oui,,20000 m²,,Oui,Oui,Oui,Oui,167 kWh/m²/an,,,,,,,,,,Information non communiquée,Information non communiquée,,,10,4,6,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7910/wattripont/vbc33024,VBC33024,Maison à vendre,110000,Place d'Arc 15,7910 Wattripont,,,,,,2,,,140 m²,30 m²,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,Non,,,,,3,,Non,,Non,,240 m²,,,,,,459 kWh/m²/an,,20191228001133,,,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7911/buissenal/rbt72297,RBT72297,Maison à vendre,429000,houssière 21,7911 Buissenal,Excellent,,,,A l’acte,4,18 m²,18 m²,225 m²,38 m²,,Oui,,,,,,Oui,,59 m²,,,,22 m²,,2,12 m²,,,Mazout,,,Double vitrage,,,,,,,,,,,,4,4,Oui,1340 m²,Oui,,1340 m²,Non,,Oui,Oui,Oui,248 kWh/m²/an,,,,,"oui, attestation conforme",,,,,Pas de risque d’inondation,Information non communiquée,,,1,2,2,,,,,,14 m²,,,14 m²,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7911/frasnes-lez-buissenal/vwd13920,VWD13920,Maison à vendre,975000,caluyeres 5,7911 Frasnes-lez-Buissenal,Remis à neuf,,,1980,,7,,,465 m²,,,,Oui,,,,,Oui,6,20 m²,Non,,,,,4,,Non,Oui,Gaz,,Non,Double vitrage,,Oui,,,,,,,,,,4,,Oui,2500 m²,Oui,70 m²,,,,,,Oui,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/7911/moustier/vbc87928,VBC87928,Fermette à vendre,340000,Rue Coquereaumont 26,7911 Moustier,,,Non,,A l’acte,2,,,,,,Non,Non,,Non,Non,Non,Oui,1,,,,,,,1,,,,Electrique,,,Double vitrage,,,,,,,,,,,,3,,Oui,,Oui,,970 m²,,,,,,684 kWh/m²/an,,20250521039431,,,"oui, attestation non conforme",,,,,Information non communiquée,Information non communiquée,,,,,2,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7911/buissenal/vbc87300,VBC87300,Maison à vendre,299000,Place de la liberté 7,7911 Buissenal,À rénover,,,,,6,,,168 m²,,,Oui,Oui,,Non,,,Oui,,,,,,,,,,,,Mazout,,,Simple vitrage,,,,,,,Non,,,,Non,,,Oui,,,,4350 m²,,,,,,643 kWh/m²/an,108042 kWh/an,20250220000211,20/02/2035,159,pas d'application,,,Non,,Pas de risque d’inondation,Information non communiquée,Non,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7911/frasnes-lez-buissenal/vwd13732,VWD13732,Maison à vendre,695000,caluyeres 4,7911 Frasnes-lez-Buissenal,Remis à neuf,Oui,,2024,A l’acte,3,22 m²,20 m²,300 m²,50 m²,,,,,,Oui,,,,,,Super équipée,,15 m²,,2,15 m²,Oui,Non,Non specifié,Oui,Oui,Double vitrage,,Non,,,,,,,,,,4,,Oui,3800 m²,Oui,70 m²,3800 m²,Oui,,Oui,Oui,,,,,,,"oui, attestation conforme",pas d'application,Oui,Oui,,Information non communiquée,Information non communiquée,,,,,,,,,,Sud-est,40 m²,Sud-est,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui
https://immovlan.be/fr/detail/maison/a-vendre/7911/buissenal/vbc77792,VBC77792,Maison à vendre,352500,Mont Camu 3,7911 Buissenal,,,Non,,A l’acte,4,,,,,,Non,Oui,,Non,Non,Non,Oui,1,,,Equipée,,,,1,,,,Mazout,,,Double vitrage,,,,,,,,,,,,4,2,Oui,,Oui,,740 m²,,,,,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,1,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7911/frasnes-lez-buissenal/vbc80897,VBC80897,Maison à vendre,350000,Rue du Corbeau 14,7911 Frasnes-lez-Buissenal,,,,,,3,8 m²,13 m²,,,,,Oui,,,,,Oui,,25 m²,,,,,,1,,,,,,Oui,Double vitrage,,,,,Oui,,,,,,,4,,Oui,,Oui,,1364 m²,,,Oui,,,211 kWh/m²/an,,20250129002625,,54,"oui, attestation conforme",,,,,Information non communiquée,Information non communiquée,,,1,,1,,,,,,9 m²,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7911/frasnes-lez-buissenal/rbt38306,RBT38306,Maison à vendre,195000,Rue du Pont de Lessines 9,7911 Frasnes-lez-Buissenal,À rénover,,,,,5,,,209 m²,,,,Oui,,,,,,,,,Super équipée,,,,1,,,,Mazout,,,,,,,,,,Non,,,,,2,,Oui,,Oui,,347 m²,,Oui,Oui,,,217 kWh/m²/an,45277 kWh/an,20241122014225,22/11/2034,,"oui, attestation conforme",,,,Non,Risque moyen,Information non communiquée,,Non,,1,1,,,,,Nord-ouest,,,,,,,,,,102 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7911/buissenal/vbc75270,VBC75270,Maison à vendre,130000,,7911 Buissenal,,,Non,,,2,,,144 m²,,,Non,Oui,,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,2,,,,,,90 m²,,,,,,328 kWh/m²/an,,20241222009181,,,pas d'application,,,,,Information non communiquée,Information non communiquée,,Non,,1,2,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7911/moustier/vbc72246,VBC72246,Maison à vendre,440491,,7911 Moustier,Nouveau,,,,,3,,,190 m²,,,,,,,,,Oui,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,1175 m²,,,,Oui,,,,,,,,,,,,Information non communiquée,Information non communiquée,,,1,,2,12 m,12 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7911/frasnes-lez-buissenal/vbc71353,VBC71353,Maison à vendre,317000,Rue Favarte,7911 Frasnes-lez-Buissenal,Nouveau,,Non,,,3,,,133 m²,,,Non,Oui,,Non,Non,Non,,,,,Non équipée,,,,,,,Oui,Gaz,,,,,,,,,,Non,,,,,3,2,Oui,,Oui,,1072 m²,,,,,,69 kWh/m²/an,6500 kWh/an,,,,pas d'application,,,,,Information non communiquée,Information non communiquée,,Non,,1,2,,,Non,Non,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7911/buissenal/vbc61864,VBC61864,Maison à vendre,269000,,7911 Buissenal,Excellent,,,1960,A l’acte,2,,,100 m²,,,Oui,,,,,,Oui,1,,,Equipée,Américaine,,,1,,,,Mazout,,,,,,,,,,Non,,Oui,,Non,3,3,Oui,,Oui,,830 m²,Oui,Oui,Oui,Oui,Non,314 kWh/m²/an,31786 kWh/an,,14/04/2035,79,"oui, attestation conforme",,,,Non,Information non communiquée,Information non communiquée,,,1,1,2,,,,,,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7911/frasnes-lez-buissenal/vbc38644,VBC38644,Maison à vendre,545000,,7911 Frasnes-lez-Buissenal,Normal,,,,,3,,,,,,,Oui,,,,,Oui,,,,Super équipée,,,,1,,,,Gaz,,,,,,,,,,Non,,,,,4,,Non,,Non,,17969 m²,,,,,,465 kWh/m²/an,,20231129029532,,,pas d'application,,,,,Information non communiquée,Information non communiquée,,Non,1,1,2,,,,,Sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/7911/hacquegnies/var99088,VAR99088,Fermette à vendre,250000,,7911 Hacquegnies,,,Non,,,2,,,197 m²,30 m²,,Non,Non,,Non,Non,Non,Oui,,,,,,,,1,,,,,,,,,,,,,,Non,,,,,4,3,Oui,,Non,,1011 m²,,,,,,296 kWh/m²/an,,20210427008256,,,pas d'application,,,,,Information non communiquée,Information non communiquée,,Non,1,,1,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7940/brugelette/vbc69956,VBC69956,Maison à vendre,385000,Grand'Place 2,7940 Brugelette,Normal,,,,,4,26 m²,19 m²,271 m²,19 m²,,,Oui,,,,,,,,,Equipée,Américaine,25 m²,,1,,,,Gaz,,,Double vitrage,,,,,,,,,,,,3,,Oui,,Oui,,1143 m²,Oui,Oui,Oui,Oui,,342 kWh/m²/an,92777 kWh/an,,,,,,,,,Information non communiquée,Information non communiquée,,,,1,1,,,Oui,,,16 m²,,,11 m²,25 m²,,,,,,,,,,,,,,,,,,,,,,,,9 m²,
