ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Étage_de_lappartement,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_détages_de_limmeuble,Terrasse_aménagée,Surface_de_la_terrasse,Surface_constructible,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Disponibilité_du_bien,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Raccordé_au_gaz_de_ville,Etat_du_bien,Nombre_de_Garages,Largeur_de_la_façade,Jardin,Surface_totale_du_terrain,Largeur_du_terrain_à_rue,Citerne_à_eau_de_pluie,Maison_basse_énergie,Panneaux_solaires,Type_de_vitrage,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Station_de_charge_électrique,Pompe_à_chaleur,Air_conditionné,Surface_du_jardin,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Type_de_cuisine,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Parlophone,Accessible_aux_moins_valides,Orientation_de_la_terrasse,Raccordé_aux_égouts,Conso_annuelle_totale_dénergie_primaire,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Surface_du_bureau,Surface_des_caves,Surface_du_grenier,Nombre_de_places_de_parking_extérieur,Profondeur_du_terrain,Piscine_extérieure,Orientation_du_jardin,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_salle_à_manger,Adoucisseur_deau,Alarme_antieffraction,Possibilités_pour_profession_libérale,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_totale,Compteur_électrique_individuel,Compteur_de_gaz_individuel,Porte_daccès_sécurisée,Attestation__Installation_électrique__Validité,Chauffage_au_sol,Compteur_Bihoraire,Panneaux_solaires_thermiques,Feu_ouvert,Attestation__Citernes_à_mazout,Appartement_de_service,Attestation__Asbuilt
https://immovlan.be/fr/detail/villa/a-vendre/4317/celles/vbc02757,VBC02757,Villa à vendre,395000,Rue du Fays 41 1,4317 Celles,,2023,4,189 m²,Non,32 m²,,Oui,,,,,,Oui,1,,Mazout,Non,,Nord-est,4,2,Non,,,,34 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,20241016500666,,,,,,,,,Oui,889 m²,,,,,,,,,,,700 m²,,,,,,,,,,6379 kWh/an,,,,,,,3,40 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbb88739,VBB88739,Maison à vendre,640000,Rue des Brocalis 17 1,4317 Faimes,Non,,6,330 m²,Non,40 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,,3,Mazout,Non,,Sud-est,,,Oui,60 m²,,Oui,65 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,,202410110148322,11/10/2034,17,,2,,,1,14 m,Oui,2654 m²,,,,Oui,,,,,,,1660 m²,,,,,,,,,,,,,,,,,,155 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4347/fexhe-le-haut-clocher/vbc88108,VBC88108,Maison à vendre,407561,,4347 Fexhe-le-Haut-Clocher,,,4,183 m²,,,,,,,,,,Oui,,2,,,,,3,,,,,,,,Information non communiquée,Information non communiquée,,,,,,2,,Nouveau,1,7 m,Oui,1000 m²,7 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4347/fexhe-le-haut-clocher/vbc88107,VBC88107,Maison à vendre,419305,,4347 Fexhe-le-Haut-Clocher,,,4,206 m²,,,,,,,,,,Oui,,2,,,,,3,,,,,,,,Information non communiquée,Information non communiquée,,,,,,2,,Nouveau,1,9 m,Oui,1000 m²,9 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4347/fexhe-le-haut-clocher/vbc79781,VBC79781,Maison à vendre,425000,,4347 Fexhe-le-Haut-Clocher,,2019,3,144 m²,,32 m²,Oui,Oui,,,,,,Oui,2,2,Gaz,Non,,,3,3,Oui,38 m²,,,115 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,,,,Equipée,2,,Normal,2,10 m,Oui,510 m²,10 m,,,,Double vitrage,,,,,,510 m²,10 m²,10 m²,Américaine,18 m²,10 m²,,Non,,Oui,23212 kWh/an,,,,,46 m²,43 m²,,170 m,Non,,11 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4347/fexhe-le-haut-clocher/vbc54037,VBC54037,Maison à vendre,259000,Rue Principal 106,4347 Fexhe-le-Haut-Clocher,,,3,132 m²,,,Oui,Oui,Non,,,,,Oui,,,Mazout,Non,,Sud-est,,,Oui,,,,654 kWh/m²/an,"non, pas d'attestation",Information non communiquée,Information non communiquée,,20250316000136,16/03/2035,,,1,,Normal,1,,Oui,638 m²,,,,,Double vitrage,,19 m²,,,,,,,,,,,Non,,,86614 kWh/an,,Non,,,,28 m²,,,,,,,,,,,,,Non,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4347/fexhe-le-haut-clocher/vbc61965,VBC61965,Maison à vendre,319900,Grand'Route 91,4347 Fexhe-le-Haut-Clocher,Non,1850,5,320 m²,Non,26 m²,Oui,,,Oui,,,,Oui,2,2,Electrique,Non,,Nord,3,1,Oui,180 m²,,Oui,149 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,,23/12/2033,8,Equipée,2,,Excellent,,,,370 m²,,,,Oui,,2,,,,,,35 m²,18 m²,Américaine,20 m²,,Oui,Oui,,Oui,31609 kWh/an,Oui,Oui,Non,,,,,,Non,,16 m²,12 m²,10 m²,50 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4350/momalle/vbc90584,VBC90584,Villa à vendre,355000,,4350 Momalle,,,2,146 m²,,27 m²,,,,,,,,Oui,,2,Mazout,Non,,,4,1,Oui,155 m²,,Oui,236 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,,,,,,1,,Normal,1,8 m,Oui,891 m²,8 m,,,,Double vitrage,,,,,,755 m²,26 m²,27 m²,,12 m²,9 m²,,Non,Sud,Oui,40268 kWh/an,,,,,,,3,45 m,Non,Est,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4350/remicourt/vbc79912,VBC79912,Maison à vendre,345000,Rue de l'yerne 51 002,4350 Remicourt,,,3,107 m²,,,Oui,,,,,,,Oui,1,3,Gaz,Non,,,2,3,Oui,,,Oui,130 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,,,,,1,,Remis à neuf,,,Oui,,,,,,Double vitrage,,,,,,,12 m²,12 m²,,,,Oui,Non,,Oui,16521 kWh/an,,,,12 m²,17 m²,,2,,Non,Sud-est,30 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/4350/remicourt/vbc82569,VBC82569,Penthouse à vendre,345000,Rue jules mélotte 36 302,4350 Remicourt,,2014,3,98 m²,Non,29 m²,Oui,,,,,,,Oui,1,1,Gaz,Oui,3,,3,3,Oui,18 m²,,Oui,118 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,,,,,,Oui,Excellent,,,,,,,,,Double vitrage,,,,,,,9 m²,15 m²,,11 m²,,Oui,Oui,,Oui,14104 kWh/an,,,,8 m²,3 m²,,2,,Non,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4350/remicourt/vbc69751,VBC69751,Appartement à vendre,345000,,4350 Remicourt,,,3,107 m²,,,Oui,,,,,,,,1,3,Gaz,Non,,,2,3,Oui,,,Oui,130 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,,,,,1,,Remis à neuf,,,Oui,,,,,,Double vitrage,,,,,,,12 m²,12 m²,,,9 m²,Oui,Non,,Oui,16521 kWh/an,,,,12 m²,17 m²,,2,,Non,Sud-est,30 m²,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4350/pousset/vbc76112,VBC76112,Maison à vendre,595000,Rue de Lantremange 37 B,4350 Pousset,Non,1999,4,380 m²,Non,43 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,2,Mazout,Non,,Est,4,,Oui,,,Oui,126 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,20250516019977,16/05/2035,31,Super équipée,1,Oui,,2,,Oui,1500 m²,,,,Oui,,,,,,,,,,,,,,,,,46187 kWh/an,,,,,,,5,,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4350/remicourt/vbc73438,VBC73438,Maison à vendre,260000,Avenue Maurice Delmotte 11,4350 Remicourt,Non,1900,4,304 m²,Non,19 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,,,Non,,Sud-est,2,3,Oui,10 m²,163 m²,Oui,470 kWh/m²/an,"oui, attestation non conforme",Information non communiquée,Information non communiquée,A l’acte,20240528017112,28/05/2034,304,,,,À rénover,1,10 m,Oui,324 m²,,,,,,,,,,,90 m²,,,,,,,,,,,,,,,,,1,30 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4350/remicourt/vbc73114,VBC73114,Maison à vendre,299000,,4350 Remicourt,,1950,4,172 m²,Non,31 m²,,Oui,,,,,,Oui,1,2,Mazout,Non,,Sud-est,3,2,Oui,16 m²,,Oui,320 kWh/m²/an,"oui, attestation non conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,20240220010060,20/02/2034,,Super équipée,1,,,1,,Oui,546 m²,,,,Oui,,,,,,,320 m²,,,,,,,,,,62063 kWh/an,,,,,,,2,30 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4350/remicourt/vbc67488,VBC67488,Maison à vendre,464768,,4350 Remicourt,,,3,172 m²,,,,,,,,,,,,2,,,,,4,,,,,,,,Information non communiquée,Information non communiquée,,,,,,2,,Nouveau,,12 m,,1250 m²,12 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4350/remicourt/vbc67487,VBC67487,Maison à vendre,531720,,4350 Remicourt,,,4,233 m²,,,,,,,,,,Oui,,2,,,,,4,,,,,,,,Information non communiquée,Information non communiquée,,,,,,2,,Nouveau,1,15 m,,1250 m²,15 m,Oui,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4350/remicourt/vbc52231,VBC52231,Appartement à vendre,199000,Rue Haute 1,4350 Remicourt,Non,,3,123 m²,Non,,,,,Oui,,,,,1,1,Mazout,Non,,Nord,3,1,,,,Oui,260 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,,10/05/2032,66,Equipée,1,,Normal,,,,,,,,,Double vitrage,,,,,,,19 m²,13 m²,Américaine,13 m²,,,Non,,Oui,38481 kWh/an,,,,,,,,,Non,,18 m²,,,23 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4350/momalle/vbc48292,VBC48292,Maison à vendre,380000,de l'Eglise 1,4350 Momalle,,,4,,,,Oui,Oui,,,,,,Oui,,2,Electrique,,,,4,3,,,,,1171 kWh/m²/an,,Information non communiquée,Information non communiquée,A l’acte,20241212019002,,,Equipée,1,,À rénover,,,Oui,,,,,,,,,,,,,,,,,,,,,,283445 kWh/an,Non,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4350/momalle/vwd12202,VWD12202,Maison à vendre,260000,rue de l'Eglise 15,4350 Momalle,Non,,4,185 m²,,,Oui,Oui,Oui,,,Oui,,,,,Mazout,,,,3,,Oui,,,,444 kWh/m²/an,"oui, attestation non conforme",Information non communiquée,Information non communiquée,A l’acte,20250127016255,27/01/2035,,Equipée,1,,Normal,,,Oui,621 m²,,,,,,,,,,,,,,Indépendante,,,,,,Oui,82024 kWh/an,,,,,,,,,,,,,,,,Oui,,,Non,,,,,,,,,Oui,"oui, attestation conforme",,
https://immovlan.be/fr/detail/fermette/a-vendre/4350/momalle/vay71058,VAY71058,Fermette à vendre,,,4350 Momalle,Non,1831,3,89 m²,Non,18 m²,Non,Non,Non,Non,Non,Non,Non,,,,,Non,,Sud,3,2,,,,Oui,273 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,20131119015880,19/11/2023,,Super équipée,1,,,,,,69 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/4350/pousset/vay71055,VAY71055,Bungalow à vendre,,,4350 Pousset,Non,1977,2,115 m²,Non,36 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,,Mazout,Non,,Est,4,2,Oui,24 m²,151 m²,,403 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,A l’acte,20220816018610,16/08/2032,,Non équipée,1,,À rénover,,12 m,Oui,1081 m²,,,,,,,,,,,400 m²,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4350/remicourt/vay71052,VAY71052,Villa à vendre,,,4350 Remicourt,Non,1997,3,106 m²,Non,27 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,,Electrique,Non,,Est,4,2,Oui,25 m²,94 m²,Oui,120 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A convenir,20200907007957,07/09/2030,,Super équipée,1,,,,,Oui,1050 m²,,,,Oui,,,,,Oui,,650 m²,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4357/limont/vaz08484,VAZ08484,Maison à vendre,225000,Rue de Remicourt 22,4357 Limont,,,6,,Non,,,Oui,,,,,,Oui,,,,,,,3,,Oui,,,,,,Pas de risque d’inondation,Inondable délimitée,,,,,Semi-équipée,1,,À rénover,,,Oui,532 m²,,,,,Double vitrage,,,,Non,,182 m²,,,,,,,,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,Non,,,,,Non,
https://immovlan.be/fr/detail/appartement/a-vendre/4357/limont/vbc00013,VBC00013,Appartement à vendre,289000,Rue Saint-Martin 20,4357 Limont,Non,,3,161 m²,Non,27 m²,Non,Non,Non,Non,Non,Non,Non,,,1,Mazout,Non,1,Sud-ouest,2,,Oui,6 m²,,Oui,180 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,20241002006082,02/10/2034,,,1,,,,15 m,Oui,,,,,,,,,,,,100 m²,,,,,,,,,,,,,,,,,,10 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/4357/limont/vay71073,VAY71073,Bungalow à vendre,,rue de Remicourt 1,4357 Limont,Non,1953,3,105 m²,Non,24 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,,Mazout,Non,,Est,4,2,Oui,20 m²,160 m²,,806 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,20210203010479,03/02/2031,,Super équipée,2,,À rénover,,,Oui,678 m²,,,,,,,,,,,285 m²,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4357/donceel/vbc88106,VBC88106,Maison à vendre,427793,,4357 Donceel,,,4,147 m²,,,,,,,,,,,,2,,,,,4,,,,,,,,Information non communiquée,Information non communiquée,,,,,,1,,Nouveau,,11 m,Oui,1018 m²,11 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4357/donceel/vbc88105,VBC88105,Maison à vendre,404157,,4357 Donceel,,,3,126 m²,,,,,,,,,,,,2,,,,,4,,,,,,,,Information non communiquée,Information non communiquée,,,,,,1,,Nouveau,,9 m,Oui,1018 m²,9 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/oreye/vbc89236,VBC89236,Maison à vendre,350000,Rue de Ramkin 1 A,4360 Oreye,,,2,139 m²,Non,16 m²,,,,Oui,,,,Oui,2,2,Gaz,Non,,,4,1,Oui,,,Oui,135 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Inondable délimitée,A l’acte,,11/06/2035,,,2,Oui,Normal,1,,Oui,,,,,,Double vitrage,,,,,,,14 m²,17 m²,,18 m²,,,Non,,,25152 kWh/an,,,,,,,,,Non,,,,,10 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/oreye/vbc53539,VBC53539,Maison à vendre,105000,,4360 Oreye,,,1,,,,,,,,,,,,,,,,,,3,,,,,,927 kWh/m²/an,,Information non communiquée,Information non communiquée,,,18/11/2026,,,1,,À rénover,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/oreye/vbc42740,VBC42740,Maison à vendre,220000,Rue louis Maréchal 84,4360 Oreye,,1918,3,142 m²,,,Oui,Oui,,Oui,,,,Oui,1,1,Mazout,Non,,,3,2,,,,Oui,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,A l’acte,,23/02/2035,88065,,1,,À rénover,1,12 m,Oui,2707 m²,12 m,,,,Double vitrage,,,,,,502 m²,15 m²,12 m²,Indépendante,11 m²,4 m²,,Non,,Oui,,,,,,32 m²,47 m²,1,40 m,Non,Nord,7 m²,,,16 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/oreye/vbc21453,VBC21453,Maison à vendre,335000,,4360 Oreye,,,4,,,,,,,,,,,Oui,,,,,,,4,,Oui,,,,497 kWh/m²/an,,Information non communiquée,Information non communiquée,,,17/09/2029,,,1,,À rénover,1,,Oui,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/oreye/vbc16952,VBC16952,Maison à vendre,549000,Ancienne Chaussée romain 15,4360 Oreye,,2000,5,290 m²,Non,30 m²,Oui,,,,,,,Oui,1,2,Mazout,Oui,,,4,2,Oui,68 m²,,Oui,241 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,A l’acte,,09/02/2017,,Equipée,1,,Normal,2,14 m,Oui,1980 m²,14 m,,,,Double vitrage,,,,,,1793 m²,13 m²,28 m²,Américaine,24 m²,,,Oui,,,82000 kWh/an,,,,,31 m²,,2,87 m,Oui,,16 m²,22 m²,21 m²,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/oreye/vbb90144,VBB90144,Maison à vendre,375000,Rue Louis Maréchal 46,4360 Oreye,Non,1950,4,275 m²,Non,19 m²,Oui,Oui,,Oui,,,,Oui,1,1,Mazout,Non,,Ouest,3,2,Oui,20 m²,,Oui,322 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,A l’acte,,25/10/2034,80,Semi-équipée,1,,Normal,1,19 m,Oui,578 m²,19 m,,,,Double vitrage,1,,,,,300 m²,21 m²,20 m²,Kitchenette,20 m²,,,Non,Sud,Oui,90701 kWh/an,,,Non,,,,2,,Non,,15 m²,21 m²,,24 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/oreye/vbb86925,VBB86925,Maison à vendre,225000,Rue Ramkin 89,4360 Oreye,,,6,278 m²,Non,,,,Oui,Oui,,,,,1,3,Mazout,Non,,,4,2,Oui,104 m²,,Oui,374 kWh/m²/an,"oui, attestation non conforme",Information non communiquée,Information non communiquée,A l’acte,,,,Equipée,1,,À rénover,,17 m,,430 m²,17 m,,,,Double vitrage,,,,,,,15 m²,14 m²,Américaine,27 m²,10 m²,,Non,,Oui,93749 kWh/an,,,,,,,,15 m,Non,,16 m²,15 m²,13 m²,35 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/oreye/vbb81678,VBB81678,Maison à vendre,175000,Rue des Fontaines 4,4360 Oreye,,,4,106 m²,Non,,,Oui,Oui,Oui,,,,,3,3,,Non,,,2,2,Oui,,,Oui,174 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,,,,Semi-équipée,3,,Normal,,5 m,,71 m²,5 m,,,,Double vitrage,,,,,,,11 m²,16 m²,Kitchenette,,,Oui,Non,,Oui,20936 kWh/an,Oui,Non,Non,,,,1,13 m,Non,,13 m²,13 m²,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/grandville/vbc48066,VBC48066,Maison à vendre,375000,Rue de la Centenaire 31 C,4360 Grandville,,2024,3,168 m²,Non,38 m²,,Oui,,,,,,Oui,,3,Electrique,Non,,Sud,3,2,Oui,18 m²,180 m²,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,20241127501185,07/11/2034,,Super équipée,2,,Nouveau,1,,Oui,234 m²,,,,Oui,,,,,Oui,,235 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/bergilers/vbc26095,VBC26095,Maison à vendre,399000,Rue du Geer 16,4360 Bergilers,,,4,297 m²,Non,44 m²,,,,,,,,,,1,Mazout,Non,,Nord-ouest,2,2,Oui,30 m²,93 m²,Oui,121 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,20241019004189,19/10/2034,30,,1,,Normal,,12 m,Oui,897 m²,,,,Oui,,,,,,,560 m²,,,,,,,,,,35903 kWh/an,,,,,,,2,29 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/bergilers/vbb83769,VBB83769,Maison à vendre,435000,Rue Louis Maréchal 165,4360 Bergilers,Non,1959,3,210 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,1,2,Mazout,Non,,,4,,Oui,,,Oui,566 kWh/m²/an,pas d'application,Pas de risque d’inondation,Information non communiquée,A l’acte,20231221019050,21/12/2033,141,,1,Oui,,1,,Oui,1414 m²,,,,,,,,,,,,,,,,,,,,,119074 kWh/an,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,Non
https://immovlan.be/fr/detail/bungalow/a-vendre/4360/bergilers/vbb83753,VBB83753,Bungalow à vendre,435000,Rue Louis Maréchal 165,4360 Bergilers,Non,1959,3,210 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,1,2,Mazout,Non,,,4,,Oui,,,Oui,566 kWh/m²/an,pas d'application,Pas de risque d’inondation,Information non communiquée,A l’acte,20231221019050,21/12/2033,141,,1,Oui,,1,,Oui,1414 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,Non
https://immovlan.be/fr/detail/maison/a-vendre/4360/oreye/vbc89236,VBC89236,Maison à vendre,350000,Rue de Ramkin 1 A,4360 Oreye,,,2,139 m²,Non,16 m²,,,,Oui,,,,Oui,2,2,Gaz,Non,,,4,1,Oui,,,Oui,135 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Inondable délimitée,A l’acte,,11/06/2035,,,2,Oui,Normal,1,,Oui,,,,,,Double vitrage,,,,,,,14 m²,17 m²,,18 m²,,,Non,,,25152 kWh/an,,,,,,,,,Non,,,,,10 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/oreye/vbc53539,VBC53539,Maison à vendre,105000,,4360 Oreye,,,1,,,,,,,,,,,,,,,,,,3,,,,,,927 kWh/m²/an,,Information non communiquée,Information non communiquée,,,18/11/2026,,,1,,À rénover,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/oreye/vbc42740,VBC42740,Maison à vendre,220000,Rue louis Maréchal 84,4360 Oreye,,1918,3,142 m²,,,Oui,Oui,,Oui,,,,Oui,1,1,Mazout,Non,,,3,2,,,,Oui,,"oui, attestation non conforme",Information non communiquée,Information non communiquée,A l’acte,,23/02/2035,88065,,1,,À rénover,1,12 m,Oui,2707 m²,12 m,,,,Double vitrage,,,,,,502 m²,15 m²,12 m²,Indépendante,11 m²,4 m²,,Non,,Oui,,,,,,32 m²,47 m²,1,40 m,Non,Nord,7 m²,,,16 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/grandville/vbc48066,VBC48066,Maison à vendre,375000,Rue de la Centenaire 31 C,4360 Grandville,,2024,3,168 m²,Non,38 m²,,Oui,,,,,,Oui,,3,Electrique,Non,,Sud,3,2,Oui,18 m²,180 m²,,,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,20241127501185,07/11/2034,,Super équipée,2,,Nouveau,1,,Oui,234 m²,,,,Oui,,,,,Oui,,235 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/bergilers/vbc26095,VBC26095,Maison à vendre,399000,Rue du Geer 16,4360 Bergilers,,,4,297 m²,Non,44 m²,,,,,,,,,,1,Mazout,Non,,Nord-ouest,2,2,Oui,30 m²,93 m²,Oui,121 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,20241019004189,19/10/2034,30,,1,,Normal,,12 m,Oui,897 m²,,,,Oui,,,,,,,560 m²,,,,,,,,,,35903 kWh/an,,,,,,,2,29 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4360/oreye/vbc21453,VBC21453,Maison à vendre,335000,,4360 Oreye,,,4,,,,,,,,,,,Oui,,,,,,,4,,Oui,,,,497 kWh/m²/an,,Information non communiquée,Information non communiquée,,,17/09/2029,,,1,,À rénover,1,,Oui,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
