ad_link,Ref,Titre,Prix,Addresse,Localite,Bien_actuellement_loué,Année_de_construction,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Étage_de_lappartement,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_détages_de_limmeuble,Terrasse_aménagée,Surface_de_la_terrasse,Surface_constructible,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Attestation__Installation_électrique,Type_de_zone_inondable,Zone_inondable_délimitée,Disponibilité_du_bien,Référence_PEB,Date_de_validité_PEB,Emission_de_CO2,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Raccordé_au_gaz_de_ville,Etat_du_bien,Nombre_de_Garages,Largeur_de_la_façade,Jardin,Surface_totale_du_terrain,Largeur_du_terrain_à_rue,Citerne_à_eau_de_pluie,Maison_basse_énergie,Panneaux_solaires,Type_de_vitrage,Nombre_de_place_de_parking_intérieur,Surface_du_garage,Station_de_charge_électrique,Pompe_à_chaleur,Air_conditionné,Surface_du_jardin,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Type_de_cuisine,Surface_de_la_cuisine,Surface_de_lades_salles_de_bain,Parlophone,Accessible_aux_moins_valides,Orientation_de_la_terrasse,Raccordé_aux_égouts,Conso_annuelle_totale_dénergie_primaire,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Le_bien_fait_lobjet_dun_droit_de_préemption,Surface_du_bureau,Surface_des_caves,Surface_du_grenier,Nombre_de_places_de_parking_extérieur,Profondeur_du_terrain,Piscine_extérieure,Orientation_du_jardin,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Surface_salle_à_manger,Adoucisseur_deau,Alarme_antieffraction,Possibilités_pour_profession_libérale,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Surface_totale,Compteur_électrique_individuel,Compteur_de_gaz_individuel,Porte_daccès_sécurisée,Attestation__Installation_électrique__Validité,Chauffage_au_sol,Compteur_Bihoraire,Panneaux_solaires_thermiques,Feu_ouvert,Attestation__Citernes_à_mazout,Appartement_de_service,Attestation__Asbuilt
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/4300/waremme/vbb98109,VBB98109,Immeuble mixte à vendre,250000,Rue Hubert Stiernet 30,4300 Waremme,Oui,1951,2,411 m²,Non,,Oui,,,Oui,,,,,1,2,Mazout,Non,,Sud-ouest,2,1,,,,Oui,454 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,A l’acte,,06/12/2026,,Equipée,1,,Normal,,11 m,,376 m²,11 m,,,,Double vitrage,,,,,,,16 m²,12 m²,Américaine,8 m²,,,Non,,Oui,51969 kWh/an,Non,Non,Non,,,,,,Non,,,,,15 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/penthouse/a-vendre/4300/waremme/vwd07936,VWD07936,Penthouse à vendre en viager,200000,rue des Fabriques 44 31,4300 Waremme,,,3,128 m²,,,,,,,,Oui,,Oui,,,Gaz,Oui,3,Sud-ouest,,3,Oui,145 m²,,,164 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,,20240131007394,31/01/2034,,Equipée,2,Oui,Excellent,,,,,,,,,Double vitrage,1,,,,Oui,,,,,,,,,Sud-ouest,Oui,19377 kWh/an,,,,,,,,,,,,,,,,,,,,128 m²,Oui,Oui,Oui,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4300/waremme/vbb48857,VBB48857,Maison à vendre,340000,Rue de Huy 250,4300 Waremme,,,6,340 m²,Non,,,Oui,,,,,,Oui,1,3,Mazout,Non,,,4,,Oui,,400 m²,,355 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,,20160630020495,30/06/2026,,,1,,,1,,Oui,921 m²,,,,,,,,,,,,,,,,,,,,,120546 kWh/an,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4300/waremme/rwc32428,RWC32428,Maison à vendre,305200,Avenue Joseph Lemaire,4300 Waremme,,,3,171 m²,,,,Oui,,,,,,,,,Gaz,,,,3,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,Oui,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4300/waremme/vbc26096,VBC26096,Appartement à vendre,179000,Rue Gustave Renier 64 7,4300 Waremme,Non,1996,2,106 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,1,1,Mazout,Non,2,Ouest,4,4,Oui,4 m²,106 m²,Oui,142 kWh/m²/an,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,20170621021900,21/06/2027,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4300/waremme/vbb81209,VBB81209,Maison à vendre,265000,Rue Edmond de Sélys-Longchamps 38,4300 Waremme,Non,1909,4,200 m²,Non,25 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,2,Mazout,Non,,Nord-ouest,3,,,,,Oui,392 kWh/m²/an,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,20240426033870,26/04/2034,96,,1,Oui,,1,10 m,Oui,496 m²,,,,Oui,,,,,,,260 m²,,,,,,,,,,,,,,,,,,46 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4300/waremme/vbb74921,VBB74921,Appartement à vendre,270000,Rue Hubert Krains 8 003,4300 Waremme,Non,2012,2,96 m²,Non,26 m²,Non,Non,Non,Non,Non,Non,Non,,,1,Gaz,Oui,,,,,,,,Oui,114 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,,20170821008047,21/08/2027,22,,1,Oui,,,,Oui,,,,,,,,,,,,100 m²,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4300/waremme/vbb70833,VBB70833,Maison à vendre,205000,Rue Noé Jacques 10,4300 Waremme,Non,,3,150 m²,Non,30 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,,2,Mazout,Non,,,3,,,,,,352 kWh/m²/an,"oui, attestation non conforme",Information non communiquée,Information non communiquée,A l’acte,20240425005858,,87,,1,,À rénover,1,,Oui,840 m²,,,,,,,,,,,750 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4300/lantremange/vbc91358,VBC91358,Maison à vendre,539000,Rue Joseph Piette 134A A,4300 Lantremange,Non,2003,3,221 m²,Non,37 m²,Non,Non,Non,Non,Non,Non,Non,Oui,,2,Mazout,Non,,Est,4,1,Oui,41 m²,127 m²,Oui,82 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,20250613008419,06/11/2030,20,,1,,,,15 m,Oui,1182 m²,,,,Oui,,,,,,,700 m²,,,,,,,,,,,,,,11 m²,,,,80 m,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4300/bovenistier/vwd13582,VWD13582,Maison à vendre,520000,Rue du mignolet 118,4300 Bovenistier,,2013,4,236 m²,,,,,,,,,,,,,Non specifié,,,,,,Oui,,,,55 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,20250523021254,26/05/2035,,,,,Excellent,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/4300/bettincourt/vbc80275,VBC80275,Bungalow à vendre,399000,Richard ORBAN 15 b,4300 Bettincourt,,,4,290 m²,,,,Oui,,Oui,,,,,2,3,Gaz,Non,,,3,1,Oui,,,,200 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,,,,,1,,Normal,,22 m,Oui,1042 m²,22 m,,,,Double vitrage,,,,,,740 m²,15 m²,17 m²,,23 m²,,,Oui,,Oui,78455 kWh/an,,,,,,14 m²,1,17 m,Non,Sud,22 m²,19 m²,,56 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4300/oleye/vbc01182,VBC01182,Maison à vendre,265000,Rue Nationale 56,4300 Oleye,,1947,4,233 m²,Non,16 m²,,Oui,,,,,,Oui,,2,Mazout,Non,,Sud,2,2,Oui,20 m²,145 m²,Oui,592 kWh/m²/an,"oui, attestation non conforme",Information non communiquée,Information non communiquée,A l’acte,20241018004382,18/10/2034,146,,1,,,1,10 m,Oui,344 m²,,,,,,,,,,,200 m²,,,,,,,,,,138148 kWh/an,,,,,,,,38 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4300/grand-axhe/vbc80313,VBC80313,Maison à vendre,,Rue Georges César 35,4300 Grand-Axhe,,,4,170 m²,Non,,Oui,Oui,Non,,,,,,,,Bois,Non,,,,2,Oui,45 m²,140 m²,,378 kWh/m²/an,"non, pas d'attestation",Pas de risque d’inondation,Information non communiquée,,20250524004854,24/05/2035,94,,1,,Remis à neuf,,,Oui,2113 m²,,,,,Double vitrage,,,,,,1800 m²,,,,,11 m²,,Non,,,80007 kWh/an,,Non,,,37 m²,50 m²,1,,,,,,,,,,,,Non,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4300/lantremange/vbb82991,VBB82991,Maison à vendre,260000,Rue du Limbourg 79 B,4300 Lantremange,Non,1960,3,165 m²,Non,18 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,1,Mazout,Non,,Nord-est,3,1,Oui,41 m²,142 m²,,383 kWh/m²/an,"oui, attestation non conforme",Information non communiquée,Information non communiquée,A l’acte,20241004007787,04/10/2034,96,,,,,2,10 m,Oui,377 m²,,,,,,,,,,,210 m²,,,,,,,,,,,,,,,,,,30 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4300/lantremange/vbb74922,VBB74922,Maison à vendre,185000,Rue Joseph Piette 117,4300 Lantremange,Non,1910,3,135 m²,Non,16 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,,1,,Non,,,3,2,,,160 m²,Oui,578 kWh/m²/an,"non, pas d'attestation",Information non communiquée,Information non communiquée,A l’acte,20240916005927,16/09/2034,8,,1,,,1,15 m,Oui,1200 m²,,,,,,,,,,,800 m²,,,,,,,,,,,,,,,,,1,41 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/viemme/vbc90629,VBC90629,Maison à vendre,229000,,4317 Viemme,Non,1850,6,330 m²,Non,22 m²,Non,Non,Non,Non,Non,Non,Non,,1,3,Mazout,Non,,Sud-est,4,2,,,185 m²,Oui,610 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,20250616012124,16/06/2035,,,,,À rénover,,16 m,Oui,1279 m²,,,,,,,,,,,1279 m²,,,,,,,,,,,,,,,,,4,30 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc88104,VBC88104,Maison à vendre,398665,,4317 Faimes,,,3,187 m²,,,,,,,,,,Oui,,2,,,,,4,,,,,,,,Information non communiquée,Information non communiquée,,,,,,2,,Nouveau,1,8 m,Oui,1344 m²,8 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc88103,VBC88103,Maison à vendre,348157,,4317 Faimes,,,3,126 m²,,,,,,,,,,,,2,,,,,4,,,,,,,,Information non communiquée,Information non communiquée,,,,,,1,,Nouveau,,9 m,Oui,1196 m²,9 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/les-waleffes/vbc85258,VBC85258,Maison à vendre,255000,Rue de la Gare 23,4317 Les Waleffes,Non,1920,3,158 m²,Non,12 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,2,Mazout,Non,,Sud-est,2,1,,,117 m²,Oui,338 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,,20250325015901,25/03/2035,,,,,,1,9 m,Oui,725 m²,,,,,,,,,,,560 m²,,,,,,,,,,,,,,,,,,71 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc84932,VBC84932,Maison à vendre,299000,Rue de Borlez 12,4317 Faimes,Oui,,3,124 m²,Non,,,,,,,,,,1,1,Mazout,Non,,Nord-est,3,1,,,,Oui,182 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,,24/01/2031,,Semi-équipée,1,Oui,Normal,,10 m,Oui,370 m²,10 m,,,Oui,Double vitrage,,,,,,270 m²,24 m²,13 m²,Kitchenette,,,,Non,,Oui,28179 kWh/an,Non,Non,Non,,,,,,Non,,12 m²,,,,,Oui,,,,,,,,01/09/2021,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc84931,VBC84931,Maison à vendre,299000,Rue de Borlez 10,4317 Faimes,Oui,,3,136 m²,Non,,,,,,,,,Oui,1,2,Mazout,Non,,Nord-est,3,1,Oui,,,Oui,355 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,,24/01/2031,,Semi-équipée,1,Oui,Excellent,1,6 m,Oui,702 m²,6 m,,,,Double vitrage,,,,,,280 m²,19 m²,15 m²,Kitchenette,,,,Non,,Oui,19149 kWh/an,Non,Non,Non,,,,,,Non,,13 m²,,,,,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc70406,VBC70406,Maison à vendre,365000,Rue de Huy 219,4317 Faimes,,,3,326 m²,Non,21 m²,Oui,Oui,,Oui,,,,Oui,2,2,Mazout,Non,,,4,,,,,Oui,287 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,,,15/08/2033,72,Equipée,1,,Normal,1,,Oui,2039 m²,,,,,Double vitrage,1,,,,,1670 m²,12 m²,16 m²,Américaine,13 m²,,,Oui,,Oui,93536 kWh/an,,,,,,,1,,Non,,21 m²,,,16 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4317/faimes/vwd13182,VWD13182,Villa à vendre,399000,rue de la Loire 4,4317 Faimes,Non,2023,4,160 m²,,,,,,,,Oui,,Oui,,,Solaire,,,,4,,Oui,20 m²,,,10 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,20250307505073,07/03/2035,,Super équipée,,,Excellent,,,Oui,828 m²,,,Oui,Oui,Double vitrage,,,,Oui,,,,,Américaine,,,,,Sud,Oui,1371 kWh/an,,,Non,,,,,,,,,,,,Oui,,Oui,,Non,,,,,,Oui,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/celles/vbc59876,VBC59876,Maison à vendre,359000,Rue de Liège 12,4317 Celles,,1978,3,169 m²,Non,43 m²,,,,,,,,Oui,1,3,,Non,,Nord,4,1,Oui,54 m²,205 m²,Oui,148 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,20250324001402,24/03/2035,9,,1,,,1,17 m,Oui,1780 m²,,,,,,,,,,,1422 m²,,,,,,,,,,25017 kWh/an,,,,,,,,57 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc49454,VBC49454,Maison à vendre,477919,,4317 Faimes,,,4,189 m²,,,,,,,,,,,,2,,,,,4,,,,,,,,Information non communiquée,Information non communiquée,,,,,,2,,Nouveau,,12 m,,2100 m²,12 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc49453,VBC49453,Maison à vendre,626226,,4317 Faimes,,,3,248 m²,,,,,,,,,,Oui,,2,,,,,4,,,,,,,,Information non communiquée,Information non communiquée,,,,,,2,,Nouveau,2,23 m,Oui,2100 m²,23 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/celles/vbc24579,VBC24579,Maison à vendre,150000,Rue de la Station 1,4317 Celles,,,2,155 m²,Non,18 m²,,Oui,,,,,,Oui,,1,,Non,,Ouest,4,,Non,,139 m²,Oui,261 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,20250114008544,14/01/2035,,,1,,À rénover,1,14 m,Oui,2110 m²,,,,,,,,,,,1200 m²,,,,,,,,,,40312 kWh/an,,,,,,,,99 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc20202,VBC20202,Maison à vendre,410549,,4317 Faimes,,,3,179 m²,,,,,,,,,,Oui,,2,,,,,3,,,,,,,,Information non communiquée,Information non communiquée,,,,,,2,,Nouveau,1,8 m,,1059 m²,8 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc20065,VBC20065,Maison à vendre,410549,,4317 Faimes,,,3,179 m²,,,,,,,,,,Oui,,2,,,,,3,,,,,,,,Information non communiquée,Information non communiquée,,,,,,2,,Nouveau,1,8 m,,1059 m²,8 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4317/faimes/vwd11789,VWD11789,Villa à vendre en viager,100000,rue de Huy 148,4317 Faimes,,,5,172 m²,,,,Oui,Oui,,,Oui,,Oui,,,Mazout,,,,4,,Oui,30 m²,,,475 kWh/m²/an,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,11/09/2034,,,,,Normal,,,Oui,2700 m²,,,,,Double vitrage,,,,,,,,,,,,,,Sud-ouest,Oui,119703 kWh/an,,,,,,,,,,Sud-ouest,,,,,,,Oui,,Non,,,,Oui,,,Oui,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4317/celles/vbc02757,VBC02757,Villa à vendre,395000,Rue du Fays 41 1,4317 Celles,,2023,4,189 m²,Non,32 m²,,Oui,,,,,,Oui,1,,Mazout,Non,,Nord-est,4,2,Non,,,,34 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,20241016500666,,,,,,,,,Oui,889 m²,,,,,,,,,,,700 m²,,,,,,,,,,6379 kWh/an,,,,,,,3,40 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbb88739,VBB88739,Maison à vendre,640000,Rue des Brocalis 17 1,4317 Faimes,Non,,6,330 m²,Non,40 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,,3,Mazout,Non,,Sud-est,,,Oui,60 m²,,Oui,65 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,,202410110148322,11/10/2034,17,,2,,,1,14 m,Oui,2654 m²,,,,Oui,,,,,,,1660 m²,,,,,,,,,,,,,,,,,,155 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/viemme/vbc90629,VBC90629,Maison à vendre,229000,,4317 Viemme,Non,1850,6,330 m²,Non,22 m²,Non,Non,Non,Non,Non,Non,Non,,1,3,Mazout,Non,,Sud-est,4,2,,,185 m²,Oui,610 kWh/m²/an,pas d'application,Information non communiquée,Information non communiquée,,20250616012124,16/06/2035,,,,,À rénover,,16 m,Oui,1279 m²,,,,,,,,,,,1279 m²,,,,,,,,,,,,,,,,,4,30 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc88104,VBC88104,Maison à vendre,398665,,4317 Faimes,,,3,187 m²,,,,,,,,,,Oui,,2,,,,,4,,,,,,,,Information non communiquée,Information non communiquée,,,,,,2,,Nouveau,1,8 m,Oui,1344 m²,8 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc88103,VBC88103,Maison à vendre,348157,,4317 Faimes,,,3,126 m²,,,,,,,,,,,,2,,,,,4,,,,,,,,Information non communiquée,Information non communiquée,,,,,,1,,Nouveau,,9 m,Oui,1196 m²,9 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/les-waleffes/vbc85258,VBC85258,Maison à vendre,255000,Rue de la Gare 23,4317 Les Waleffes,Non,1920,3,158 m²,Non,12 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,2,Mazout,Non,,Sud-est,2,1,,,117 m²,Oui,338 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,,20250325015901,25/03/2035,,,,,,1,9 m,Oui,725 m²,,,,,,,,,,,560 m²,,,,,,,,,,,,,,,,,,71 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc84932,VBC84932,Maison à vendre,299000,Rue de Borlez 12,4317 Faimes,Oui,,3,124 m²,Non,,,,,,,,,,1,1,Mazout,Non,,Nord-est,3,1,,,,Oui,182 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,,24/01/2031,,Semi-équipée,1,Oui,Normal,,10 m,Oui,370 m²,10 m,,,Oui,Double vitrage,,,,,,270 m²,24 m²,13 m²,Kitchenette,,,,Non,,Oui,28179 kWh/an,Non,Non,Non,,,,,,Non,,12 m²,,,,,Oui,,,,,,,,01/09/2021,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc84931,VBC84931,Maison à vendre,299000,Rue de Borlez 10,4317 Faimes,Oui,,3,136 m²,Non,,,,,,,,,Oui,1,2,Mazout,Non,,Nord-est,3,1,Oui,,,Oui,355 kWh/m²/an,"oui, attestation conforme",Pas de risque d’inondation,Information non communiquée,A l’acte,,24/01/2031,,Semi-équipée,1,Oui,Excellent,1,6 m,Oui,702 m²,6 m,,,,Double vitrage,,,,,,280 m²,19 m²,15 m²,Kitchenette,,,,Non,,Oui,19149 kWh/an,Non,Non,Non,,,,,,Non,,13 m²,,,,,Oui,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc70406,VBC70406,Maison à vendre,365000,Rue de Huy 219,4317 Faimes,,,3,326 m²,Non,21 m²,Oui,Oui,,Oui,,,,Oui,2,2,Mazout,Non,,,4,,,,,Oui,287 kWh/m²/an,,Pas de risque d’inondation,Information non communiquée,,,15/08/2033,72,Equipée,1,,Normal,1,,Oui,2039 m²,,,,,Double vitrage,1,,,,,1670 m²,12 m²,16 m²,Américaine,13 m²,,,Oui,,Oui,93536 kWh/an,,,,,,,1,,Non,,21 m²,,,16 m²,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4317/faimes/vwd13182,VWD13182,Villa à vendre,399000,rue de la Loire 4,4317 Faimes,Non,2023,4,160 m²,,,,,,,,Oui,,Oui,,,Solaire,,,,4,,Oui,20 m²,,,10 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,20250307505073,07/03/2035,,Super équipée,,,Excellent,,,Oui,828 m²,,,Oui,Oui,Double vitrage,,,,Oui,,,,,Américaine,,,,,Sud,Oui,1371 kWh/an,,,Non,,,,,,,,,,,,Oui,,Oui,,Non,,,,,,Oui,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/celles/vbc59876,VBC59876,Maison à vendre,359000,Rue de Liège 12,4317 Celles,,1978,3,169 m²,Non,43 m²,,,,,,,,Oui,1,3,,Non,,Nord,4,1,Oui,54 m²,205 m²,Oui,148 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,20250324001402,24/03/2035,9,,1,,,1,17 m,Oui,1780 m²,,,,,,,,,,,1422 m²,,,,,,,,,,25017 kWh/an,,,,,,,,57 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc49454,VBC49454,Maison à vendre,477919,,4317 Faimes,,,4,189 m²,,,,,,,,,,,,2,,,,,4,,,,,,,,Information non communiquée,Information non communiquée,,,,,,2,,Nouveau,,12 m,,2100 m²,12 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc49453,VBC49453,Maison à vendre,626226,,4317 Faimes,,,3,248 m²,,,,,,,,,,Oui,,2,,,,,4,,,,,,,,Information non communiquée,Information non communiquée,,,,,,2,,Nouveau,2,23 m,Oui,2100 m²,23 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/celles/vbc24579,VBC24579,Maison à vendre,150000,Rue de la Station 1,4317 Celles,,,2,155 m²,Non,18 m²,,Oui,,,,,,Oui,,1,,Non,,Ouest,4,,Non,,139 m²,Oui,261 kWh/m²/an,"oui, attestation conforme",Information non communiquée,Information non communiquée,A l’acte,20250114008544,14/01/2035,,,1,,À rénover,1,14 m,Oui,2110 m²,,,,,,,,,,,1200 m²,,,,,,,,,,40312 kWh/an,,,,,,,,99 m,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc20202,VBC20202,Maison à vendre,410549,,4317 Faimes,,,3,179 m²,,,,,,,,,,Oui,,2,,,,,3,,,,,,,,Information non communiquée,Information non communiquée,,,,,,2,,Nouveau,1,8 m,,1059 m²,8 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4317/faimes/vbc20065,VBC20065,Maison à vendre,410549,,4317 Faimes,,,3,179 m²,,,,,,,,,,Oui,,2,,,,,3,,,,,,,,Information non communiquée,Information non communiquée,,,,,,2,,Nouveau,1,8 m,,1059 m²,8 m,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/4317/faimes/vwd11789,VWD11789,Villa à vendre en viager,100000,rue de Huy 148,4317 Faimes,,,5,172 m²,,,,Oui,Oui,,,Oui,,Oui,,,Mazout,,,,4,,Oui,30 m²,,,475 kWh/m²/an,"oui, attestation non conforme",Information non communiquée,Information non communiquée,,,11/09/2034,,,,,Normal,,,Oui,2700 m²,,,,,Double vitrage,,,,,,,,,,,,,,Sud-ouest,Oui,119703 kWh/an,,,,,,,,,,Sud-ouest,,,,,,,Oui,,Non,,,,Oui,,,Oui,,,,,
