ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Nombre_de_façades,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Panneaux_solaires,Orientation_de_la_façade_du_bien,Nombre_de_places_de_parking_extérieur,Piscine_extérieure,Étage_de_lappartement,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Surface_constructible,Date_de_validité_PEB,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Type_de_cuisine,Surface_de_la_cuisine,Type_de_vitrage,Orientation_de_la_terrasse,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Largeur_de_la_façade,Largeur_du_terrain_à_rue,Citerne_à_eau_de_pluie,Nombre_de_place_de_parking_intérieur,Espace_ouvert_sensible_à_leau__WORG,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Surface_du_jardin,Profondeur_du_terrain,Surface_du_bureau,Emission_de_CO2,Air_conditionné,Alarme_antieffraction,Accessible_aux_moins_valides,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Conso_annuelle_totale_dénergie_primaire,Panneaux_solaires_thermiques,Surface_du_garage,Orientation_du_jardin,Pompe_à_chaleur,Surface_de_lades_salles_de_bain,Parlophone,Nombre_de_douches,Station_de_charge_électrique,Maison_basse_énergie,Attestation__Citernes_à_mazout,Chauffage_au_sol,Niveau_E,Niveau_K,Raccordé_aux_égouts,Appartement_de_service,Compteur_Bihoraire,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Surface_du_grenier,Surface_des_caves,Surface_de_la_véranda,Attestation__Installation_électrique__Validité,Adoucisseur_deau,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Surface_chambre_à_coucher_5
https://immovlan.be/fr/detail/appartement/a-vendre/2490/balen/rbt40046,RBT40046,Appartement à vendre,249000,Schoolstraat 18 1,2490 Balen,Normal,Non,2000,A l’acte,3,112 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,1,1,Gaz,Non,2,,,,,,184 kWh/m²/an,,pas d'application,Non,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Sud-ouest,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rwc39616,RWC39616,Maison à vendre,395000,savelberg 17 2,2490 Balen,Remis à neuf,,,,3,200 m²,,,,,,,,,,,,,1,,Gaz,,3,Oui,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,Non,,,,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,Non,,,,,,,,,Non,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt34800,RBT34800,Maison à vendre,375000,Breden Els 8,2490 Balen,,,,A l’acte,4,236 m²,,,,,,,,,,Oui,1,Equipée,2,2,Gaz,Non,4,Oui,Oui,1595 m²,,,297 kWh/m²/an,20240422-0003166371-RES-1,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,Sud,3,,,Oui,Non,,,,,,,,,Double vitrage,,,,,,,20 m,,,,,,,78 m,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt33794,RBT33794,Maison à vendre,255000,Oude Molsebaan 48,2490 Balen,,,1936,A l’acte,3,224 m²,,,,Oui,,,,,,,,,,,Mazout,Non,4,Oui,Oui,655 m²,,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Sud,2,,,Non,Non,,,,,,,,,,,,,,,,16 m,,,,,,,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2490/balen/rbt33631,RBT33631,Appartement à vendre,320000,Rijsberg 57 1,2490 Balen,,Non,2006,,3,115 m²,,,,Non,Non,Non,Non,Non,Non,,,,,,Gaz,Oui,,,Oui,,,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,Oui,Oui,,,,,,,,,Double vitrage,,,,,,,,,,,,26 m²,,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt33011,RBT33011,Maison à vendre,169500,Oosthoek 5,2490 Balen,,Non,1959,A l’acte,3,144 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Equipée,1,1,Mazout,Non,3,,,300 m²,,,712 kWh/m²/an,20240219-0003147676-RES-1,,Non,,Zone agricole,Pas de risque d’inondation,Information non communiquée,,,3,,,Oui,Non,,,,,,,,,Double vitrage,,,,,,7 m,10 m,,,,2,,,30 m,,,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt32779,RBT32779,Maison à vendre,325000,Kopberg 22,2490 Balen,Normal,Non,1979,A l’acte,3,160 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,1,,Mazout,Non,4,,,1097 m²,Oui,Oui,324 kWh/m²/an,20250506-0003593926-RES-1,"oui, attestation non conforme",,,,Information non communiquée,Information non communiquée,,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt31238,RBT31238,Maison à vendre,395000,Pasdijk 20,2490 Balen,,Non,1993,,3,138 m²,,,Non,Oui,Non,Non,Non,Non,Non,,,,1,,Mazout,Non,4,Oui,,1383 m²,,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Est,,Non,,,,,,,,,,,,Double vitrage,,,,,,14 m,,,,,,,,,,,Non,Non,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt30509,RBT30509,Maison à vendre,335000,Congostraat 7,2490 Balen,,,,,4,231 m²,,,,,,,,,,Oui,,,1,,,,4,Oui,Oui,2961 m²,,,583 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,13 m,13 m,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt29504,RBT29504,Maison à vendre,435000,Wagenstraat 14,2490 Balen,Nouveau,Non,2025,A l’acte,4,197 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,,,2,,Electrique,Non,3,,,687 m²,,,,,pas d'application,,,,Information non communiquée,Information non communiquée,,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt29502,RBT29502,Maison à vendre,275000,Schoor 80,2490 Balen,Normal,Non,1958,A convenir,3,252 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,,Semi-équipée,1,,Gaz,Non,3,Oui,,1018 m²,Oui,Oui,371 kWh/m²/an,20220810-0002653843-RES-1,"oui, attestation non conforme",Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Risque moyen,Information non communiquée,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/2490/balen/rbt25951,RBT25951,Duplex à vendre,329000,Schoor 51 3,2490 Balen,,Non,2022,,2,119 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Equipée,1,2,Gaz,Non,,Oui,Oui,,,,22 kWh/m²/an,13003-G-OMV_2020124505/EP03155/SV/A001/D01,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,Sud-ouest,1,Non,1,,,,,,,,,,,,,,,,,,,,,,,20 m²,,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt25498,RBT25498,Maison à vendre,205000,Congostraat 24,2490 Balen,À rénover,Non,,A l’acte,2,139 m²,Non,,Non,Oui,Non,Non,Non,Non,Non,Oui,1,Semi-équipée,1,1,Mazout,Non,4,Oui,Oui,1052 m²,,Oui,1120 kWh/m²/an,2686777,"oui, attestation non conforme",Non,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Sud,,,,Non,Non,,10/01/2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt24455,RBT24455,Maison à vendre,325000,Scheps 2,2490 Balen,,Non,1959,Immédiatement,4,209 m²,,,,Oui,Non,Non,Non,Non,Non,,,,,2,Gaz,Non,2,Oui,,2210 m²,,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Ouest,,,,Oui,Non,,,,,,,,,Double vitrage,,,,,,10 m,22 m,,,,,,,87 m,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/chalet/a-vendre/2490/balen/rbt20625,RBT20625,Chalet à vendre,179000,Berglaan 10,2490 Balen,Normal,Non,1981,A l’acte,1,80 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,Super équipée,1,,Gaz,Non,4,,Oui,1930 m²,,,231 kWh/m²/an,20250507-00035948454-RES-1,"non, pas d'attestation",Non,,Zone de séjour récréatif,Pas de risque d’inondation,Information non communiquée,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2490/balen/rbt19873,RBT19873,Appartement à vendre,299000,Molenstraat 17 4,2490 Balen,,,2020,,2,145 m²,,,,Oui,,,,,,,,,1,,,,,,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2490/balen/rbt19872,RBT19872,Appartement à vendre,279000,Molenstraat 17 1,2490 Balen,,,2020,,2,135 m²,,,,Oui,,,,,,,,,1,,,,,Oui,Oui,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt17916,RBT17916,Maison à vendre,319000,Hoolst 3,2490 Balen,Normal,Non,1980,A l’acte,3,131 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,1,1,Gaz,Non,4,Oui,Oui,1209 m²,,,374 kWh/m²/an,3573453-RES-1,"oui, attestation non conforme",Non,,,Pas de risque d’inondation,Information non communiquée,,Sud-est,,,,,,,08/04/2035,,,,,,,,,,,,,15 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt17893,RBT17893,Maison à vendre,380000,Hoolst 76,2490 Balen,Nouveau,Non,2020,A l’acte,3,176 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Super équipée,1,2,,Non,4,Oui,Oui,671 m²,,Oui,91 kWh/m²/an,,"oui, attestation conforme",Non,,,Pas de risque d’inondation,Information non communiquée,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt16821,RBT16821,Maison à vendre,429000,Klaproosstraat 6,2490 Balen,,,1999,,4,244 m²,,,,,,,,,,Oui,,,2,,,,4,Oui,Oui,653 m²,,,240 kWh/m²/an,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt10984,RBT10984,Maison à vendre,319000,Stuifzandstraat 16,2490 Balen,,,1976,A l’acte,3,175 m²,Non,,,,,,,,,Oui,3,,2,,Electrique,Non,,Oui,Non,456 m²,Oui,Oui,234 kWh/m²/an,20250225-0003539211-RES-1,"oui, attestation non conforme",Non,Non,,Pas de risque d’inondation,Information non communiquée,Oui,Est,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt08009,RBT08009,Maison à vendre,320000,Tuinstraat 13,2490 Balen,Normal,,1980,A l’acte,3,,,,,Oui,,,,,,Oui,,,1,,Mazout,,4,Oui,,,,,451 kWh/m²/an,20241012-0003409468-RES-1,"oui, attestation conforme",Non,,,Pas de risque d’inondation,Information non communiquée,Oui,,,,,Oui,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt05309,RBT05309,Maison à vendre,324000,Savel 22,2490 Balen,,Non,1975,,3,206 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,2,,1,,,,4,Oui,,1462 m²,,,678 kWh/m²/an,20240711-0003310348-RES-1,"oui, attestation non conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Non,,,,,11/07/2034,,,,,,,,,,,,,21 m,39 m,,,,,,,37 m,,,,,,,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt04965,RBT04965,Maison à vendre,399000,Ossenberg 76,2490 Balen,À rénover,Non,,,3,250 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,1,Super équipée,2,,Mazout,Non,4,,,3620 m²,Oui,Oui,217 kWh/m²/an,20230523-0002898188-RES-1,"oui, attestation non conforme",Non,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt03755,RBT03755,Maison à vendre,519000,Berkenbos 63,2490 Balen,Normal,,1972,A l’acte,3,,Non,,,,,,,,,Oui,,Semi-équipée,1,,Electrique,Non,4,Oui,Non,3095 m²,,Oui,324 kWh/m²/an,20241126-0003459334-RES-1,"oui, attestation non conforme",,,,Pas de risque d’inondation,Information non communiquée,,Sud,1,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbt02346,RBT02346,Maison à vendre,599000,Hulsen 76,2490 Balen,Excellent,,2004,A l’acte,3,384 m²,,,,Oui,,,,,,,,Super équipée,2,3,Gaz,,4,Oui,Oui,1219 m²,Oui,Oui,122 kWh/m²/an,,,Non,,,Pas de risque d’inondation,Information non communiquée,,Sud,,Oui,,Oui,Oui,,23/04/2031,,,,,,,Double vitrage,,,,,,9 m,9 m,Oui,,,4,13 m²,,,,,Oui,Oui,,,,,,,,,,Oui,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs97130,RBS97130,Maison à vendre,349000,Rijsbergdijk 52+53,2490 Balen,Normal,,1947,A l’acte,4,,Non,,,Oui,,,,,,Oui,1,,2,,Gaz,Non,4,Oui,Non,926 m²,Oui,Oui,316 kWh/m²/an,20250401-0003567228-RES-1,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs94530,RBS94530,Maison à vendre,,Germeer 2,2490 Balen,Normal,,2023,,4,275 m²,Non,,,Oui,,,,,,,,Super équipée,1,,Gaz,Non,4,Non,Non,1208 m²,Oui,Oui,30 kWh/m²/an,,"oui, attestation conforme",Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,,,,,Oui,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs93466,RBS93466,Maison à vendre,229000,Ossenberg 90,2490 Balen,,,1955,A l’acte,3,116 m²,,,,Oui,,,,,,Oui,1,,1,1,Gaz,Non,3,Oui,,1363 m²,,,789 kWh/m²/an,20250313-0003551345-RES-1,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Sud,3,,,Oui,Non,,,,,,,,,Simple vitrage,,,,,,6 m,13 m,,,,,,,105 m,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs90239,RBS90239,Maison à vendre,369000,Ruiterweg 8 B,2490 Balen,Nouveau,,2025,A l’acte,3,168 m²,Non,,,,,,,,,,,,1,,Electrique,Non,3,Non,Non,,Oui,Oui,25 kWh/m²/an,,pas d'application,,,,Information non communiquée,Information non communiquée,,Est,,,,,,,,,,,,,,,,,,,,7 m,,,,,,,,48 m,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs87355,RBS87355,Maison à vendre,545000,Greesveld 7,2490 Balen,,,1967,A l’acte,,146 m²,,,,,,,,,,,,,,,Mazout,Non,2,,,36370 m²,,,733 kWh/m²/an,20240416-0003213135-RES-1,,Non,,Zone agricole,Pas de risque d’inondation,Information non communiquée,,,,,,Non,Non,,,,,,,,,Simple vitrage,,,,,,,,,,,,,,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs87354,RBS87354,Maison à vendre,625000,Greesveld 7,2490 Balen,,,1967,A l’acte,,146 m²,,,,,,,,,,,,,,,Mazout,Non,2,,,61645 m²,,,733 kWh/m²/an,20240416-0003213135-RES-1,,Non,,Zone agricole,Pas de risque d’inondation,Information non communiquée,,,,,,Non,Non,,,,,,,,,Simple vitrage,,,,,,,,,,,,,,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs87353,RBS87353,Maison à vendre,795000,Greesveld 7,2490 Balen,,,1967,A l’acte,,146 m²,,,,,,,,,,,,,,,Mazout,Non,2,,,128005 m²,,,733 kWh/m²/an,20240416-0003213135-RES-1,,Non,,Zone agricole,Pas de risque d’inondation,Information non communiquée,,,,,,Non,Non,,,,,,,,,Simple vitrage,,,,,,,,,,,,,,,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs87064,RBS87064,Maison à vendre,319000,Tenderlo 46,2490 Balen,,Non,1953,,3,170 m²,,,,Oui,Non,Non,Non,Non,Non,,,,,2,Non specifié,Non,2,Oui,,975 m²,,,,,,,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,Oui,Sud,,,,,,,,,,,,,,,,,,,,6 m,10 m,,,,,,,98 m,,,Oui,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs85587,RBS85587,Maison à vendre,359000,Hoolsterberg 24,2490 Balen,Nouveau,,2024,,4,152 m²,,,,Oui,,,,,,,,Equipée,1,2,,,2,Oui,Oui,435 m²,,Oui,,,"oui, attestation conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,,,,,Oui,,,,16 m²,11 m²,11 m²,40 m²,,11 m²,Double vitrage,,,,,,6 m,6 m,,,,,,,68 m,,,,,,,,,,,Ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs85410,RBS85410,Maison à vendre,490000,Kopberg 5,2490 Balen,,,2025,,3,217 m²,,,,Oui,,,,,,,,Equipée,1,2,Non specifié,Non,2,Oui,Oui,498 m²,,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,Sud-ouest,2,,,Oui,Oui,,,,,,,,,Triple vitrage,,,,,,7 m,13 m,,,,,28 m²,,48 m,,,Non,Non,Non,Non,Non,,,,,,,,,,,,Oui,20,0,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs85409,RBS85409,Maison à vendre,480000,Kopberg 3,2490 Balen,,,2025,,3,217 m²,,,,Oui,,,,,,,,Equipée,1,2,Non specifié,Non,2,Oui,Oui,461 m²,,,,,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,Sud-ouest,2,,,Oui,Oui,,,,,,,,,Triple vitrage,,,,,,7 m,13 m,,,,,28 m²,,48 m,,,Non,Non,Non,Non,Non,,,,,,,,,,,,Oui,20,0,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs82216,RBS82216,Maison à vendre,476600,Kapelstraat 220 LOT 2,2490 Balen,Nouveau,Non,,A l’acte,4,240 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,1,,Electrique,Non,4,Oui,,665 m²,Oui,Oui,,,pas d'application,,,,Information non communiquée,Information non communiquée,,Sud,,,,,,,,,,,,,,,,,,,,10 m,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs82215,RBS82215,Maison à vendre,471200,Kapelstraat 220 LOT 1,2490 Balen,Nouveau,Non,,A l’acte,4,183 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,,1,,Electrique,Non,4,Oui,,687 m²,Oui,Oui,,,pas d'application,,,,Information non communiquée,Information non communiquée,,Sud,,,,,,,,,,,,,,,,,,,,10 m,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/2490/balen/rbs76418,RBS76418,Villa à vendre,529000,Berkensingel 13,2490 Balen,,,2000,A l’acte,5,250 m²,,,,,,,,,,Oui,1,Equipée,1,2,Mazout,Non,4,Oui,,1500 m²,,,335 kWh/m²/an,20240610-0003276683-RES-1,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,Sud,3,,,Oui,Oui,,,,,,,,,,,,,,,18 m,29 m,,,,,,,49 m,,,Non,Oui,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs64695,RBS64695,Maison à vendre,349000,Hamsehoeven 5,2490 Balen,À rénover,,2019,A l’acte,3,232 m²,Non,,,,,,,,,Oui,2,,,,Non specifié,Non,,Oui,Non,1817 m²,Oui,Oui,286 kWh/m²/an,20220222-0002550252-RES-1,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,Nord-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2490/balen/rbs63163,RBS63163,Maison à vendre,249000,Oosthoek 3,2490 Balen,,,1959,A l’acte,3,130 m²,Non,,,,,,,,,Oui,2,,,,Mazout,Non,3,Oui,Non,300 m²,Oui,Oui,373 kWh/m²/an,20240108-0003100364-RES-1,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
