ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Garage,Nombre_de_Garages,Équipement_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_toilettes,Type_de_chauffage,Ascenseur,Nombre_de_façades,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Référence_PEB,Attestation__Installation_électrique,Le_bien_fait_lobjet_dun_droit_de_préemption,Attestation__Asbuilt,Affectation_urbanistique_la_plus_récente,Type_de_zone_inondable,Zone_inondable_délimitée,Panneaux_solaires,Orientation_de_la_façade_du_bien,Nombre_de_places_de_parking_extérieur,Piscine_extérieure,Étage_de_lappartement,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Surface_constructible,Date_de_validité_PEB,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Type_de_cuisine,Surface_de_la_cuisine,Type_de_vitrage,Orientation_de_la_terrasse,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Largeur_de_la_façade,Largeur_du_terrain_à_rue,Citerne_à_eau_de_pluie,Nombre_de_place_de_parking_intérieur,Espace_ouvert_sensible_à_leau__WORG,Nombre_détages_de_limmeuble,Surface_de_la_terrasse,Surface_du_jardin,Profondeur_du_terrain,Surface_du_bureau,Emission_de_CO2,Air_conditionné,Alarme_antieffraction,Accessible_aux_moins_valides,Balcon,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Conso_annuelle_totale_dénergie_primaire,Panneaux_solaires_thermiques,Surface_du_garage,Orientation_du_jardin,Pompe_à_chaleur,Surface_de_lades_salles_de_bain,Parlophone,Nombre_de_douches,Station_de_charge_électrique,Maison_basse_énergie,Attestation__Citernes_à_mazout,Chauffage_au_sol,Niveau_E,Niveau_K,Raccordé_aux_égouts,Appartement_de_service,Compteur_Bihoraire,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Feu_ouvert,Adaptations_pour_les_seniors,Surface_du_grenier,Surface_des_caves,Surface_de_la_véranda,Attestation__Installation_électrique__Validité,Adoucisseur_deau,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A__pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Surface_chambre_à_coucher_5
https://immovlan.be/fr/detail/maison/a-vendre/2520/ranst/rbt44711,RBT44711,Maison à vendre,499000,Pater Domstraat 1,2520 Ranst,Nouveau,Non,,,4,172 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,,,,,,,3,Oui,Oui,485 m²,,Oui,99 kWh/m²/an,,"non, pas d'attestation",,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,Oui,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,Sud-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/ranst/rbt44710,RBT44710,Maison à vendre,504000,Pater Domstraat 1,2520 Ranst,Nouveau,Non,,,4,172 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,3,Oui,Oui,637 m²,,Oui,99 kWh/m²/an,,"non, pas d'attestation",,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,Oui,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,Sud-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/ranst/rbt44709,RBT44709,Maison à vendre,504000,Pater Domstraat 1,2520 Ranst,Nouveau,Non,,,4,176 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,3,Oui,Oui,623 m²,,Oui,99 kWh/m²/an,,"non, pas d'attestation",,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,Oui,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,Sud-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/ranst/rbt44708,RBT44708,Maison à vendre,504000,Pater Domstraat 1,2520 Ranst,Nouveau,Non,,,4,172 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,3,Oui,Oui,559 m²,,Oui,99 kWh/m²/an,,"non, pas d'attestation",,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,Oui,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,Sud-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/ranst/rbt44706,RBT44706,Maison à vendre,499000,Pater Domstraat 1,2520 Ranst,Nouveau,Non,,,4,172 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,3,Oui,Oui,494 m²,,Oui,99 kWh/m²/an,,"non, pas d'attestation",,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,Oui,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,Sud-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/ranst/rbt44705,RBT44705,Maison à vendre,499000,Pater Domstraat 1,2520 Ranst,Nouveau,Non,,,4,176 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,3,Oui,Oui,429 m²,,Oui,99 kWh/m²/an,,"non, pas d'attestation",,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,Oui,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,Sud-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/ranst/rbt44704,RBT44704,Maison à vendre,494000,Pater Domstraat 1,2520 Ranst,Nouveau,Non,,,4,176 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,3,Oui,Oui,364 m²,,Oui,99 kWh/m²/an,,"non, pas d'attestation",,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,Oui,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,Sud-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/ranst/rbt44703,RBT44703,Maison à vendre,579000,Pater Domstraat 1,2520 Ranst,Nouveau,Non,,,5,202 m²,,,Non,Non,Non,Non,Non,Non,Non,,,,,,,,4,Oui,Oui,555 m²,,Oui,99 kWh/m²/an,,"non, pas d'attestation",,,"Zone, info non disponible",Pas de risque d’inondation,Information non communiquée,Oui,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,Sud-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2520/ranst/rbt32901,RBT32901,Appartement à vendre,199000,Eksterlaan 11 22,2520 Ranst,Normal,,1995,Immédiatement,1,41 m²,Non,,,,,,,,,,,Semi-équipée,1,1,,Non,2,Non,Oui,,Oui,Oui,214 kWh/m²/an,20250122-0003510625-RES-1,"oui, attestation conforme",Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Est,,,2,Oui,Oui,259 m²,,,,,,,,,,,,,,,,,,,,10 m²,,35 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/fermette/a-vendre/2520/broechem/rbt27521,RBT27521,Fermette à vendre,845000,Oelegemsesteenweg 22,2520 Broechem,Normal,Non,1875,A l’acte,5,480 m²,Non,50 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,Semi-équipée,2,3,Mazout,Non,4,Oui,Oui,2645 m²,Oui,Oui,268 kWh/m²/an,,"oui, attestation non conforme",Non,,Zone agricole,Pas de risque d’inondation,Information non communiquée,,Sud,4,,,,,380 m²,,,,,,,,,,,,,,,,,,,,50 m²,1200 m²,38 m,18 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/ranst/rbt25865,RBT25865,Maison à vendre,449950,Achterstraat 53,2520 Ranst,Normal,Non,1930,A l’acte,2,133 m²,Oui,45 m²,Non,Non,Non,Non,Non,Non,Non,Oui,1,Super équipée,1,1,Gaz,Non,3,Oui,Oui,640 m²,Oui,Oui,375 kWh/m²/an,,"oui, attestation non conforme",Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Sud,2,,,,,125 m²,,,,,,,,,,,,,,,,,,,,15 m²,420 m²,68 m,32 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/ranst/rbt20734,RBT20734,Maison à vendre,649000,Kempenlaan 1,2520 Ranst,Excellent,Non,1965,A l’acte,3,253 m²,Non,,Non,Oui,Non,Non,Non,Non,Non,,,Super équipée,1,2,,Non,4,Oui,Oui,853 m²,Oui,Oui,113 kWh/m²/an,,"oui, attestation conforme",Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Sud-est,2,,,,,237 m²,,,,,,,,,,,,,,25 m,,,,,,,613 m²,20 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/broechem/rbt11693,RBT11693,Maison à vendre,699000,De Bistweg 46,2520 Broechem,Normal,,1942,,4,453 m²,,48 m²,Oui,Oui,,,,Oui,,Oui,,,1,3,,,4,Oui,Oui,1948 m²,Oui,Oui,342 kWh/m²/an,,"non, pas d'attestation",,,Zone agricole d'intérêt paysager,Pas de risque d’inondation,Information non communiquée,,,1,,,Oui,,,,,,,,,,,,,,,,,35 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/ranst/rbt09196,RBT09196,Maison à vendre,548000,Schuurblok 5,2520 Ranst,,,2007,A l’acte,4,165 m²,,,,,,,,,,Oui,1,Equipée,1,2,Non specifié,Non,4,Oui,,362 m²,,,0 kWh/m²/an,20240411-0003209484-RES-1,,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,Sud,2,,,,Non,,,,,,,,,Double vitrage,,,,,,12 m,15 m,,,,2,,,24 m,,,Non,Non,Non,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/ranst/rbt08134,RBT08134,Maison à vendre,525000,Molenstraat 46,2520 Ranst,À rénover,,,,2,320 m²,,,Non,Oui,Non,,,,,Oui,1,,2,,Mazout,Non,,,Oui,401 m²,,,527 kWh/m²/an,20220919-0002672343-RES-1,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,,Sud-est,,,,,,,19/09/2032,,,,,,,Simple vitrage,,,,,,9 m,,,,,,75 m²,,,,,,,Non,,Oui,,,,,,12 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/broechem/rbs88176,RBS88176,Maison à vendre,385000,Antwerpsesteenweg 28,2520 Broechem,Nouveau,Non,,,3,141 m²,Non,33 m²,,Oui,,,,,,,,,1,2,Air pulsé,Non,3,Oui,,288 m²,,Oui,,,,,,,Pas de risque d’inondation,Information non communiquée,Oui,Nord-est,1,Non,,,,,,11 m²,10 m²,10 m²,,Indépendante,13 m²,Double vitrage,,,,,,7 m,,Oui,,,1,,,,,,,,Non,,,,,,,Oui,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/ranst/rbs57923,RBS57923,Maison à vendre,610000,Ranstsesteenweg 163,2520 Ranst,Normal,,1957,A convenir,3,229 m²,Non,,,Oui,,,,,,,,Super équipée,1,2,Gaz,Non,,Oui,Oui,1132 m²,,,291 kWh/m²/an,20241129-0003463130-Res-1,"oui, attestation non conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Ouest,6,,,Oui,,208 m²,29/11/2034,,,,,,,,,,,,,,,,,,,15 m²,100 m²,50 m,10 m²,291,,,,,,66742 kWh/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2520/ranst/rbr67030,RBR67030,Appartement à vendre,342843,Schildesteenweg 52 1.3,2520 Ranst,Normal,,2024,,2,100 m²,Non,,Non,Non,Non,,,,,,,,1,,Air pulsé,Oui,,,Oui,,,,,,pas d'application,,,,Pas de risque d’inondation,Information non communiquée,Oui,Est,,,1,,Non,,,,,,,,,,,,,,,,,,,,2,8 m²,,,,,,,Non,,Non,,,,,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2520/ranst/rbr67028,RBR67028,Appartement à vendre,,Schildesteenweg 52 1.2,2520 Ranst,Normal,,2024,,2,96 m²,Non,,Non,Non,Non,,,,,,,,1,,Air pulsé,Oui,,,Oui,,,,,,pas d'application,,,,Pas de risque d’inondation,Information non communiquée,Oui,Est,,,1,,Non,,,,,,,,,,,,,,,,,,,,2,8 m²,,,,,,,Non,,Non,,,,,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2520/ranst/rbr67026,RBR67026,Appartement à vendre,371960,Schildesteenweg 52 1.1,2520 Ranst,Normal,,2024,,3,109 m²,Non,,Non,Non,Non,,,,,,,,1,,Air pulsé,Oui,,,Oui,,,,,,pas d'application,,,,Pas de risque d’inondation,Information non communiquée,Oui,Est,,,1,,Non,,,,,,,,,,,,,,,,,,,,2,8 m²,,,,,,,Non,,Non,,,,,Oui,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/emblem/rbr12085,RBR12085,Maison à vendre,459000,Oostmalsesteenweg 54,2520 Emblem,Nouveau,,2023,Immédiatement,3,179 m²,Non,43 m²,,,,,,,,Oui,,Super équipée,1,2,,Non,3,Oui,Oui,502 m²,,Oui,,,"oui, attestation conforme",Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Sud-est,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,15 m²,334 m²,42 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/2520/ranst/rbi45592,RBI45592,Immeuble mixte à vendre,1450000,Berkenlaan 1,2520 Ranst,Excellent,,1991,A l’acte,7,620 m²,,,,,,,,,,Oui,,,4,,,Non,3,Oui,Non,676 m²,Oui,Oui,,,,Non,,,Pas de risque d’inondation,Information non communiquée,,Sud-est,,Non,,,,,,,,,,,,,Nord-ouest,,,,,,,,,,,,240 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2520/emblem/rbt45693,RBT45693,Maison à vendre,459000,Oostmalsesteenweg 54,2520 Emblem,Nouveau,,2023,Immédiatement,3,179 m²,Non,43 m²,,,,,,,,Oui,,Super équipée,1,2,,Non,3,Oui,Oui,502 m²,,Oui,,,"oui, attestation conforme",Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Sud-est,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,15 m²,334 m²,42 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/2560/bevel/rbt70280,RBT70280,Maison de maître à vendre,565000,,2560 Bevel,Nouveau,Non,2024,,3,,,28 m²,Non,Oui,Non,Non,Non,Oui,Non,Oui,,,1,2,,,3,Oui,,815 m²,Oui,Oui,0 kWh/m²/an,,"oui, attestation conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,,,Non,,,,,,21 m²,9 m²,9 m²,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,Est,Oui,7 m²,,,,,,,,,,,,,,,,,19 m²,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2560/bevel/rbs81573,RBS81573,Maison à vendre,235000,Heikant 37,2560 Bevel,À rénover,,,A convenir,2,208 m²,Non,,,,,,,,,Oui,1,Semi-équipée,1,1,Non specifié,Non,,Oui,Non,330 m²,,,,20210625-0002434236-Res-1,pas d'application,,,,Pas de risque d’inondation,Information non communiquée,,Nord,1,,,Oui,,142 m²,25/06/2034,,,,,,,,,,,,,,,,,,,,188 m²,40 m,,33061,,,,,,169973 kWh/an,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2560/bevel/rbs06970,RBS06970,Maison à vendre,249000,Laarstraat 29,2560 Bevel,À rénover,,1939,A convenir,2,153 m²,Non,,,,,,,,,Oui,1,,1,1,Gaz,Non,3,Oui,Oui,1172 m²,Oui,Oui,523 kWh/m²/an,,"oui, attestation non conforme",Non,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Sud,4,,,Oui,Non,271 m²,,,,,,,,,,,,,,,,,,,,,520 m²,69 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2560/kessel/rbt73187,RBT73187,Maison à vendre,325000,Grote Steenweg 97,2560 Kessel,À rénover,Non,1957,A l’acte,3,142 m²,Non,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,1,2,Mazout,Non,4,Oui,,978 m²,,Oui,974 kWh/m²/an,,"non, pas d'attestation",Non,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,Nord,3,,,,,129 m²,,,,,,,,,,,,,,,,,,,,,400 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2560/kessel/rbt68112,RBT68112,Maison à vendre,549000,Berlaarsesteenweg 40,2560 Kessel,Normal,Non,1963,A l’acte,4,239 m²,Non,24 m²,Non,Oui,Non,Non,Non,Non,Non,Oui,1,,2,2,Mazout,Non,4,Oui,Oui,2185 m²,,,315 kWh/m²/an,20250307-0003545754-RES-2,"oui, attestation non conforme",Oui,Non,,Pas de risque d’inondation,Information non communiquée,Oui,Sud-ouest,,,,,,,07/03/2035,,,,,,,,,,,,,,,,,,,,1292 m²,82 m,,22086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/2560/nijlen/rbt66948,RBT66948,Duplex à vendre,265000,J.E. Claeslaan 48 2.2,2560 Nijlen,Excellent,,2024,,2,81 m²,,,Non,Non,Non,,,,,,,,1,,Electrique,Non,,,Oui,,,,,,pas d'application,,,,Pas de risque d’inondation,Information non communiquée,,Nord-ouest,,,2,,Oui,,,,,,,,,,,,,,,15 m,23 m,,,,,16 m²,,,,,,,Non,,Non,,,,,Oui,7 m²,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2560/nijlen/rbt66947,RBT66947,Appartement à vendre,245000,J.E. Claeslaan 48 1.1,2560 Nijlen,Excellent,,2024,,1,60 m²,,,Non,Non,Non,,,,,,,,1,,Electrique,Non,,,Oui,,,,,,pas d'application,,,,Pas de risque d’inondation,Information non communiquée,,Nord-ouest,,,1,,Oui,,,,,,,,,,,,,,,15 m,23 m,,,,3,13 m²,,,,,,,Non,,Non,,,,,Oui,3 m²,Oui,,,,,Oui,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2560/kessel/rbt66792,RBT66792,Maison à vendre,419000,Emblemsesteenweg 28,2560 Kessel,Normal,Non,1978,A l’acte,3,250 m²,Non,,Non,Oui,Non,Non,Non,Non,Non,Oui,1,Super équipée,1,2,Gaz,Non,4,Oui,Oui,529 m²,,Oui,200 kWh/m²/an,,"oui, attestation conforme",Non,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,Est,,,,,,172 m²,,,,,,,,,,,,,,,,,,,,30 m²,180 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/2560/kessel/rbt65213,RBT65213,Appartement à vendre,345000,Oude Bevelsesteenweg 10 203,2560 Kessel,Normal,Non,2013,,2,115 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,Super équipée,1,2,Non specifié,Oui,3,Non,Oui,,,,117 kWh/m²/an,,"oui, attestation conforme",Non,,,Pas de risque d’inondation,Information non communiquée,,Sud,1,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2560/nijlen/rbt64677,RBT64677,Maison à vendre,,,2560 Nijlen,,Non,2007,,4,219 m²,,,Non,Non,Non,Non,Oui,Oui,Non,Oui,1,Equipée,1,2,Gaz,,3,Oui,Oui,356 m²,Oui,Oui,171 kWh/m²/an,20250507-0003595149-RES-1,"oui, attestation non conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Non,,,,,,,,,,,,Double vitrage,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2560/nijlen/rbt64450,RBT64450,Maison à vendre,378000,Looystraat 5,2560 Nijlen,À rénover,,1964,A convenir,3,130 m²,,,Oui,Non,Non,,,,,Oui,1,,1,,Bois,Non,,Oui,,2005 m²,,,946 kWh/m²/an,20250227-0003541496-RES-1,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,,Nord-est,,,,,Non,,27/02/2035,,,,,,,,,,,,,9 m,29 m,,,,,,,,,,,,Non,,Non,,,22 m²,,,13 m²,,,,,,,,,,,,,,,,,,15 m²,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2560/nijlen/rbt47996,RBT47996,Maison à vendre,249000,Koningin Astridlaan 3,2560 Nijlen,,,1936,A l’acte,3,129 m²,,,Oui,Oui,,,,,,,,,1,1,,,2,Oui,Oui,93 m²,Oui,Oui,353 kWh/m²/an,,"oui, attestation conforme",Non,,,Pas de risque d’inondation,Information non communiquée,,,,,,,Non,,,,,,,,,Double vitrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2560/nijlen/rbt47559,RBT47559,Maison à vendre,325000,Laurys Gewatstraat 47,2560 Nijlen,À rénover,Non,1955,,2,218 m²,,,Oui,Oui,,,,,,Oui,,Super équipée,2,2,Gaz,,3,Oui,Oui,580 m²,Oui,Oui,449 kWh/m²/an,,"oui, attestation non conforme",Non,,,Pas de risque d’inondation,Information non communiquée,,,,,,,Non,,,,,,,,,Double vitrage,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2560/nijlen/rbt47270,RBT47270,Maison à vendre,395000,Torenvenstraat 53,2560 Nijlen,,Non,1972,,3,125 m²,,,Non,Non,Non,Non,Non,Non,Non,Oui,1,,1,2,,,2,Oui,Oui,245 m²,Oui,Oui,199 kWh/m²/an,20250306-0003542952-RES-1,"oui, attestation conforme",,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2560/nijlen/rbt44624,RBT44624,Maison à vendre,750000,Kreitenbergstraat 47,2560 Nijlen,Normal,Non,2017,A l’acte,3,259 m²,Non,,Non,Oui,Non,Non,Non,Non,Non,,,,,2,Non specifié,Non,4,Oui,Oui,745 m²,,,93 kWh/m²/an,12026-G-2015_1491/EP16201/A001/D01/SD001,pas d'application,Non,,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,Oui,Nord,,,,,,190 m²,27/04/2027,,,,,,,,,,,,,10 m,,,,,,,,58 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/2560/nijlen/rbt44240,RBT44240,Rez-de-chaussée à vendre,189000,Woeringenstraat 2a,2560 Nijlen,Normal,Non,1977,A l’acte,1,66 m²,Non,,Non,Non,Non,Non,Non,Non,Non,,,Semi-équipée,1,,Gaz,Non,2,,,,,Oui,198 kWh/m²/an,,pas d'application,Non,Non,"Zone d'habitat (résidentiel, urbain ou rural)",Pas de risque d’inondation,Information non communiquée,,,,,,,,362 m²,,,,,,,,,,,,,,,,,,,2,,,,8 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
